Date,Arbitrum,Starknet,zkSync Era,Manta Pacific,OP Mainnet,Base,Blast
2024-02-02,266.43,67568.41,1062.44,10000.00,2000.00,2000.00,
2024-02-03,269.99,60595.79,1060.47,10000.00,2000.00,2000.00,
2024-02-04,267.28,61757.86,1059.71,10000.00,2000.00,2000.00,
2024-02-05,261.36,60729.06,1094.28,10000.00,2000.00,2000.00,
2024-02-06,263.06,82622.73,1074.14,10000.00,2000.00,2000.00,
2024-02-07,258.45,76650.67,1048.19,10000.00,2000.00,2000.00,
2024-02-08,262.08,90131.25,1040.74,10000.00,2000.00,2000.00,
2024-02-09,268.47,101691.76,1023.54,10000.00,2000.00,2000.00,
2024-02-10,261.39,67065.99,1036.92,10000.00,2000.00,2000.00,
2024-02-11,258.78,51831.43,1051.94,10000.00,2000.00,2000.00,
2024-02-12,259.05,50963.97,1054.06,10000.00,2000.00,2000.00,
2024-02-13,255.38,36453.24,1066.47,10000.00,2000.00,2000.00,
2024-02-14,257.73,33801.64,1101.17,10000.00,2000.00,2000.00,
2024-02-15,258.82,47112.99,1045.68,10000.00,2000.00,2000.00,
2024-02-16,258.44,55756.93,1056.80,10000.00,2000.00,2000.00,
2024-02-17,259.93,42984.06,1079.66,10000.00,2000.00,2000.00,
2024-02-18,258.72,47812.95,1081.46,10000.00,2000.00,2000.00,
2024-02-19,259.78,55760.80,1068.98,10000.00,2000.00,2000.00,
2024-02-20,256.78,15279.40,1064.21,10000.00,2000.00,2000.00,
2024-02-21,258.93,16312.25,1051.15,10000.00,2000.00,2000.00,
2024-02-22,261.42,17982.72,1049.56,10000.00,2000.00,2000.00,
2024-02-23,264.27,18319.69,1055.68,10000.00,2000.00,2000.00,
2024-02-24,260.12,16329.43,1078.97,10000.00,2000.00,2000.00,2000.00
2024-02-25,257.97,18128.59,1081.64,10000.00,2000.00,2000.00,2000.00
2024-02-26,256.33,24646.69,1073.09,10000.00,2000.00,2000.00,2000.00
2024-02-27,257.22,30955.23,1074.57,10000.00,2000.00,2000.00,2000.00
2024-02-28,254.39,39432.68,1094.07,10000.00,2000.00,2000.00,2000.00
2024-02-29,255.11,66474.58,1071.54,10000.00,2000.00,2000.00,2000.00
2024-03-01,258.38,66889.32,1043.62,10000.00,2000.00,2000.00,2000.00
2024-03-02,259.79,71847.88,1051.52,10000.00,2000.00,2000.00,2000.00
2024-03-03,259.63,69983.00,1052.14,10000.00,2000.00,2000.00,2000.00
2024-03-04,265.29,131992.36,1039.16,10000.00,2000.00,2000.00,2000.00
2024-03-05,259.03,104739.39,1039.90,10000.00,2000.00,2000.00,2000.00
2024-03-06,262.05,115091.88,1047.32,10000.00,2000.00,2000.00,2000.00
2024-03-07,262.20,131224.92,1047.73,10000.00,2000.00,2000.00,2000.00
2024-03-08,264.17,116251.34,1044.92,10000.00,2000.00,2000.00,2000.00
2024-03-09,270.65,60140.07,1043.52,10000.00,2000.00,2000.00,2000.00
2024-03-10,270.14,72131.78,1040.89,10000.00,2000.00,2000.00,2000.00
2024-03-11,263.81,76511.50,1039.34,10000.00,2000.00,2000.00,2000.00
2024-03-12,261.90,84679.10,1044.11,10000.00,2000.00,2000.00,2000.00
2024-03-13,260.73,21068.92,1042.63,10000.00,2000.00,2000.00,2000.00
2024-03-14,255.86,19230.80,1051.66,10000.00,2000.00,2000.00,2000.00
2024-03-15,252.74,50584.41,1048.71,10000.00,2000.00,2000.00,2000.00
2024-03-16,252.87,62273.58,1045.99,10000.00,2000.00,2000.00,2000.00
2024-03-17,255.74,78641.17,1049.42,10000.00,2000.00,2000.00,2000.00
2024-03-18,252.69,97933.11,1051.16,10000.00,2000.00,2000.00,2000.00
2024-03-19,251.02,79208.45,1058.39,10000.00,2000.00,2000.00,2000.00
2024-03-20,251.12,93238.92,1060.63,10000.00,2000.00,2000.00,2000.00
2024-03-21,251.26,87781.28,1123.01,10000.00,2000.00,2000.00,2000.00
2024-03-22,250.62,108441.51,1065.21,10000.00,2000.00,2000.00,2000.00
2024-03-23,250.77,146676.87,1068.62,10000.00,2000.00,2000.00,2000.00
2024-03-24,250.55,179327.08,1067.04,10000.00,2000.00,2000.00,2000.00
2024-03-25,250.25,227778.36,1062.64,10000.00,2000.00,2000.00,2000.00
2024-03-26,250.24,282065.57,1060.33,10000.00,2000.00,2000.00,2000.00
2024-03-27,251.04,295879.31,1059.16,10000.00,2000.00,2000.00,2000.00
2024-03-28,251.56,328721.37,1054.20,10000.00,2000.00,2000.00,2000.00
2024-03-29,251.21,317871.32,1059.16,10000.00,2000.00,2000.00,2000.00
2024-03-30,250.69,323756.55,1054.84,10000.00,2000.00,2000.00,2000.00
2024-03-31,250.75,368145.30,1057.35,10000.00,2000.00,2000.00,2000.00
2024-04-01,251.81,356880.16,1047.50,10000.00,2000.00,2000.00,2000.00
