Date,Metis ($),Stacks ($),OP Mainnet ($),Boba Network ($),Arbitrum ($),Manta Pacific ($),Mantle ($),Starknet ($),ZKFair ($)
2023-03-14,29.46,0.81,2.72,0.25,,,,,
2023-03-15,30.56,0.97,2.41,0.25,,,,,
2023-03-16,28.54,0.89,2.49,0.24,,,,,
2023-03-17,28.93,0.92,2.72,0.24,,,,,
2023-03-18,31.33,1.19,2.62,0.26,,,,,
2023-03-19,30.50,1.16,2.71,0.25,,,,,
2023-03-20,29.89,1.16,2.48,0.26,,,,,
2023-03-21,29.00,1.18,2.64,0.25,,,,,
2023-03-22,29.04,1.14,2.54,0.24,,,,,
2023-03-23,27.15,1.18,2.48,0.24,1.33,,,,
2023-03-24,28.43,1.18,2.26,0.24,1.27,,,,
2023-03-25,27.16,1.02,2.18,0.23,1.22,,,,
2023-03-26,26.44,0.94,2.27,0.23,1.28,,,,
2023-03-27,24.88,1.01,2.07,0.25,1.16,,,,
2023-03-28,23.78,0.91,2.20,0.23,1.22,,,,
2023-03-29,24.24,0.96,2.23,0.23,1.22,,,,
2023-03-30,25.59,0.99,2.30,0.24,1.38,,,,
2023-03-31,24.86,0.93,2.29,0.23,1.39,,,,
2023-04-01,24.83,0.93,2.27,0.23,1.29,,,,
2023-04-02,24.86,0.90,2.20,0.23,1.20,,,,
2023-04-03,25.29,0.88,2.17,0.23,1.15,,,,
2023-04-04,24.65,0.88,2.24,0.23,1.24,,,,
2023-04-05,29.70,0.88,2.28,0.23,1.25,,,,
2023-04-06,28.18,0.87,2.26,0.23,1.21,,,,
2023-04-07,27.98,0.83,2.27,0.23,1.20,,,,
2023-04-08,27.60,0.80,2.24,0.23,1.16,,,,
2023-04-09,27.79,0.81,2.29,0.23,1.18,,,,
2023-04-10,27.85,0.88,2.36,0.23,1.24,,,,
2023-04-11,30.30,0.92,2.30,0.23,1.22,,,,
2023-04-12,29.88,0.96,2.28,0.23,1.20,,,,
2023-04-13,29.19,0.89,2.43,0.23,1.37,,,,
2023-04-14,31.45,0.89,2.66,0.23,1.69,,,,
2023-04-15,31.17,0.88,2.71,0.23,1.65,,,,
2023-04-16,34.18,0.87,2.69,0.24,1.70,,,,
2023-04-17,34.15,0.86,2.61,0.25,1.61,,,,
2023-04-18,32.80,0.84,2.70,0.24,1.67,,,,
2023-04-19,34.25,0.86,2.55,0.24,1.49,,,,
2023-04-20,29.58,0.77,2.44,0.23,1.44,,,,
2023-04-21,28.84,0.74,2.28,0.22,1.47,,,,
2023-04-22,27.22,0.69,2.31,0.21,1.46,,,,
2023-04-23,28.48,0.74,2.20,0.21,1.34,,,,
2023-04-24,27.21,0.72,2.22,0.21,1.34,,,,
2023-04-25,26.58,0.74,2.24,0.21,1.38,,,,
2023-04-26,28.00,0.75,2.17,0.21,1.38,,,,
2023-04-27,27.25,0.73,2.18,0.22,1.42,,,,
2023-04-28,27.49,0.74,2.14,0.22,1.38,,,,
2023-04-29,26.80,0.72,2.19,0.22,1.37,,,,
2023-04-30,27.14,0.72,2.17,0.22,1.37,,,,
2023-05-01,26.18,0.72,2.08,0.21,1.32,,,,
2023-05-02,25.73,0.69,2.16,0.21,1.35,,,,
2023-05-03,26.08,0.76,2.16,0.21,1.34,,,,
2023-05-04,26.59,0.80,2.03,0.20,1.32,,,,
2023-05-05,26.12,0.75,1.98,0.20,1.36,,,,
2023-05-06,29.26,0.73,1.88,0.19,1.24,,,,
2023-05-07,26.55,0.71,1.89,0.18,1.23,,,,
2023-05-08,28.06,0.74,1.72,0.18,1.09,,,,
2023-05-09,25.58,0.74,1.71,0.17,1.10,,,,
2023-05-10,24.93,0.70,1.72,0.17,1.17,,,,
2023-05-11,23.18,0.67,1.56,0.18,1.09,,,,
2023-05-12,22.71,0.63,1.67,0.17,1.17,,,,
2023-05-13,22.66,0.64,1.64,0.17,1.17,,,,
2023-05-14,22.87,0.63,1.64,0.17,1.17,,,,
2023-05-15,23.00,0.63,1.64,0.17,1.19,,,,
2023-05-16,23.74,0.64,1.65,0.17,1.18,,,,
2023-05-17,22.86,0.64,1.80,0.17,1.20,,,,
2023-05-18,22.72,0.66,1.74,0.17,1.16,,,,
2023-05-19,22.51,0.67,1.67,0.17,1.16,,,,
2023-05-20,23.00,0.67,1.69,0.18,1.16,,,,
2023-05-21,23.13,0.68,1.64,0.17,1.13,,,,
2023-05-22,22.31,0.65,1.63,0.18,1.13,,,,
2023-05-23,22.08,0.64,1.67,0.17,1.17,,,,
2023-05-24,22.16,0.64,1.59,0.17,1.11,,,,
2023-05-25,20.89,0.60,1.62,0.17,1.11,,,,
2023-05-26,21.54,0.59,1.61,0.17,1.16,,,,
2023-05-27,21.55,0.61,1.60,0.17,1.17,,,,
2023-05-28,21.32,0.61,1.65,0.17,1.25,,,,
2023-05-29,22.26,0.63,1.53,0.17,1.23,,,,
2023-05-30,22.62,0.64,1.42,0.17,1.22,,,,
2023-05-31,22.67,0.63,1.39,0.17,1.16,,,,
2023-06-01,21.80,0.60,1.39,0.16,1.15,,,,
2023-06-02,21.92,0.60,1.45,0.16,1.24,,,,
2023-06-03,23.08,0.62,1.48,0.17,1.21,,,,
2023-06-04,22.07,0.62,1.48,0.17,1.21,,,,
2023-06-05,22.28,0.62,1.39,0.17,1.14,,,,
2023-06-06,21.16,0.55,1.50,0.16,1.19,,,,
2023-06-07,21.58,0.60,1.37,0.16,1.13,,,,
2023-06-08,20.53,0.64,1.37,0.15,1.13,,,,
2023-06-09,20.34,0.64,1.33,0.16,1.13,,,,
2023-06-10,19.88,0.62,1.09,0.16,0.99,,,,
2023-06-11,19.12,0.55,1.09,0.14,0.99,,,,
2023-06-12,19.19,0.55,1.13,0.14,0.98,,,,
2023-06-13,18.74,0.53,1.15,0.14,0.99,,,,
2023-06-14,19.01,0.53,1.08,0.14,0.94,,,,
2023-06-15,18.43,0.50,1.11,0.14,0.95,,,,
2023-06-16,18.41,0.55,1.13,0.13,0.98,,,,
2023-06-17,18.99,0.56,1.14,0.13,0.99,,,,
2023-06-18,19.06,0.58,1.10,0.14,0.99,,,,
2023-06-19,18.77,0.56,1.13,0.14,1.00,,,,
2023-06-20,18.94,0.60,1.33,0.13,1.08,,,,
2023-06-21,19.76,0.75,1.44,0.14,1.14,,,,
2023-06-22,20.76,0.82,1.36,0.14,1.09,,,,
2023-06-23,20.69,0.77,1.39,0.15,1.13,,,,
2023-06-24,21.30,0.76,1.31,0.15,1.08,,,,
2023-06-25,20.62,0.74,1.33,0.14,1.11,,,,
2023-06-26,20.71,0.73,1.28,0.14,1.14,,,,
2023-06-27,20.80,0.73,1.31,0.14,1.21,,,,
2023-06-28,20.83,0.71,1.22,0.14,1.13,,,,
2023-06-29,19.98,0.68,1.22,0.13,1.13,,,,
2023-06-30,20.19,0.69,1.33,0.13,1.16,,,,
2023-07-01,20.87,0.69,1.34,0.13,1.15,,,,
2023-07-02,20.70,0.70,1.33,0.13,1.15,,,,
2023-07-03,19.05,0.70,1.35,0.13,1.17,,,,
2023-07-04,19.09,0.74,1.29,0.14,1.15,,,,
2023-07-05,18.43,0.69,1.23,0.14,1.11,,,,
2023-07-06,17.32,0.67,1.19,0.13,1.07,,,,
2023-07-07,17.46,0.65,1.22,0.13,1.13,,,,
2023-07-08,17.14,0.65,1.21,0.13,1.12,,,,
2023-07-09,15.66,0.64,1.21,0.13,1.13,,,,
2023-07-10,18.00,0.64,1.20,0.14,1.12,,,,
2023-07-11,17.51,0.64,1.22,0.14,1.12,,,,
2023-07-12,17.85,0.66,1.21,0.13,1.12,,,,
2023-07-13,18.22,0.67,1.37,0.14,1.22,,,,
2023-07-14,18.83,0.68,1.45,0.14,1.21,,,,
2023-07-15,18.11,0.65,1.46,0.14,1.27,,,,
2023-07-16,17.87,0.65,1.49,0.14,1.27,,,,
2023-07-17,17.49,0.63,1.48,0.13,1.30,,0.51,,
2023-07-18,17.31,0.64,1.43,0.14,1.24,,0.51,,
2023-07-19,17.04,0.63,1.57,0.14,1.27,,0.54,,
2023-07-20,16.95,0.63,1.53,0.13,1.26,,0.58,,
2023-07-21,16.85,0.62,1.51,0.13,1.24,,0.60,,
2023-07-22,16.62,0.62,1.56,0.13,1.23,,0.59,,
2023-07-23,16.47,0.62,1.58,0.13,1.25,,0.57,,
2023-07-24,15.87,0.63,1.51,0.14,1.19,,0.58,,
2023-07-25,15.61,0.59,1.45,0.13,1.17,,0.56,,
2023-07-26,15.61,0.60,1.51,0.14,1.20,,0.54,,
2023-07-27,15.85,0.60,1.50,0.14,1.17,,0.54,,
2023-07-28,15.43,0.60,1.48,0.14,1.18,,0.52,,
2023-07-29,15.71,0.60,1.51,0.14,1.18,,0.52,,
2023-07-30,16.08,0.60,1.62,0.14,1.16,,0.52,,
2023-07-31,16.33,0.60,1.62,0.14,1.17,,0.52,,
2023-08-01,15.63,0.59,1.65,0.14,1.16,,0.52,,
2023-08-02,15.46,0.61,1.64,0.14,1.13,,0.52,,
2023-08-03,15.18,0.61,1.72,0.14,1.13,,0.52,,
2023-08-04,15.10,0.61,1.69,0.13,1.15,,0.52,,
2023-08-05,14.79,0.58,1.69,0.14,1.14,,0.51,,
2023-08-06,14.91,0.58,1.71,0.14,1.14,,0.51,,
2023-08-07,14.96,0.58,1.80,0.13,1.13,,0.51,,
2023-08-08,14.80,0.58,1.69,0.13,1.16,,0.51,,
2023-08-09,16.28,0.60,1.56,0.13,1.18,,0.46,,
2023-08-10,16.06,0.59,1.58,0.13,1.16,,0.47,,
2023-08-11,15.70,0.58,1.58,0.13,1.16,,0.46,,
2023-08-12,15.60,0.58,1.55,0.13,1.16,,0.46,,
2023-08-13,15.50,0.59,1.54,0.13,1.14,,0.46,,
2023-08-14,15.36,0.58,1.53,0.13,1.14,,0.46,,
2023-08-15,15.05,0.58,1.48,0.13,1.13,,0.46,,
2023-08-16,14.52,0.55,1.40,0.13,1.05,,0.46,,
2023-08-17,14.24,0.52,1.37,0.13,0.99,,0.45,,
2023-08-18,13.38,0.46,1.44,0.12,1.01,,0.43,,
2023-08-19,13.16,0.48,1.47,0.12,1.02,,0.43,,
2023-08-20,13.06,0.49,1.47,0.13,1.03,,0.43,,
2023-08-21,13.03,0.49,1.53,0.12,1.00,,0.43,,
2023-08-22,12.37,0.47,1.57,0.12,0.98,,0.42,,
2023-08-23,12.13,0.47,1.56,0.12,1.01,,0.42,,
2023-08-24,12.26,0.48,1.59,0.12,0.98,,0.42,,
2023-08-25,12.00,0.47,1.47,0.12,0.95,,0.42,,
2023-08-26,11.80,0.47,1.48,0.12,0.95,,0.43,,
2023-08-27,11.94,0.46,1.45,0.12,0.96,,0.43,,
2023-08-28,12.17,0.47,1.42,0.12,0.95,,0.44,,
2023-08-29,12.03,0.46,1.49,0.12,0.97,,0.43,,
2023-08-30,12.41,0.53,1.48,0.12,0.94,,0.44,,
2023-08-31,12.02,0.53,1.39,0.12,0.92,,0.45,,
2023-09-01,11.52,0.49,1.32,0.12,0.88,,0.45,,
2023-09-02,11.57,0.47,1.31,0.12,0.89,,0.45,,
2023-09-03,11.42,0.46,1.34,0.12,0.91,,0.45,,
2023-09-04,11.53,0.46,1.34,0.12,0.89,,0.45,,
2023-09-05,11.48,0.45,1.34,0.12,0.90,,0.44,,
2023-09-06,11.44,0.48,1.33,0.12,0.90,,0.42,,
2023-09-07,11.26,0.46,1.34,0.12,0.91,,0.42,,
2023-09-08,11.42,0.47,1.30,0.12,0.90,,0.42,,
2023-09-09,11.17,0.46,1.29,0.12,0.90,,0.41,,
2023-09-10,11.20,0.47,1.27,0.12,0.84,,0.41,,
2023-09-11,11.11,0.45,1.28,0.12,0.76,,0.41,,
2023-09-12,10.61,0.43,1.34,0.12,0.78,,0.40,,
2023-09-13,10.90,0.44,1.35,0.12,0.79,,0.41,,
2023-09-14,10.70,0.46,1.36,0.12,0.81,,0.41,,
2023-09-15,10.87,0.47,1.40,0.12,0.81,,0.41,,
2023-09-16,10.73,0.47,1.39,0.12,0.83,,0.41,,
2023-09-17,10.41,0.47,1.37,0.12,0.79,,0.41,,
2023-09-18,10.37,0.45,1.37,0.11,0.82,,0.40,,
2023-09-19,11.33,0.48,1.38,0.11,0.86,,0.41,,
2023-09-20,11.91,0.49,1.39,0.11,0.86,,0.41,,
2023-09-21,14.24,0.49,1.30,0.11,0.82,,0.40,,
2023-09-22,12.63,0.47,1.29,0.11,0.84,,0.39,,
2023-09-23,13.05,0.47,1.29,0.11,0.82,,0.39,,
2023-09-24,13.34,0.47,1.26,0.11,0.81,,0.39,,
2023-09-25,13.44,0.46,1.25,0.11,0.81,,0.40,,
2023-09-26,14.34,0.46,1.28,0.11,0.82,,0.39,,
2023-09-27,13.95,0.46,1.27,0.11,0.82,,0.39,,
2023-09-28,13.49,0.46,1.32,0.11,0.89,,0.39,,
2023-09-29,14.13,0.48,1.33,0.11,0.90,,0.40,,
2023-09-30,13.60,0.48,1.35,0.11,0.91,,0.40,,
2023-10-01,13.36,0.48,1.41,0.11,0.97,,0.40,,
2023-10-02,13.61,0.51,1.39,0.11,0.93,,0.40,,
2023-10-03,13.35,0.52,1.32,0.11,0.91,,0.41,,
2023-10-04,12.93,0.49,1.33,0.11,0.88,,0.41,,
2023-10-05,12.70,0.50,1.30,0.11,0.86,,0.41,,
2023-10-06,12.46,0.49,1.31,0.11,0.89,,0.40,,
2023-10-07,12.41,0.52,1.29,0.11,0.87,,0.40,,
2023-10-08,12.26,0.52,1.28,0.11,0.85,,0.39,,
2023-10-09,12.14,0.50,1.23,0.11,0.82,,0.38,,
2023-10-10,11.48,0.49,1.24,0.11,0.82,,0.37,,
2023-10-11,11.61,0.50,1.24,0.11,0.82,,0.36,,
2023-10-12,11.61,0.49,1.19,0.11,0.80,,0.35,,
2023-10-13,11.21,0.49,1.21,0.10,0.81,,0.34,,
2023-10-14,11.27,0.50,1.20,0.10,0.81,,0.32,,
2023-10-15,11.33,0.50,1.21,0.10,0.80,,0.32,,
2023-10-16,11.40,0.51,1.23,0.10,0.82,,0.32,,
2023-10-17,11.60,0.55,1.19,0.10,0.79,,0.33,,
2023-10-18,11.35,0.55,1.19,0.11,0.78,,0.32,,
2023-10-19,11.71,0.54,1.17,0.11,0.77,,0.32,,
2023-10-20,11.48,0.57,1.23,0.11,0.80,,0.33,,
2023-10-21,12.27,0.63,1.27,0.11,0.83,,0.37,,
2023-10-22,12.68,0.62,1.31,0.11,0.85,,0.39,,
2023-10-23,12.75,0.63,1.36,0.11,0.88,,0.38,,
2023-10-24,13.52,0.73,1.39,0.11,0.90,,0.38,,
2023-10-25,13.80,0.68,1.38,0.11,0.92,,0.38,,
2023-10-26,14.04,0.68,1.41,0.11,0.94,,0.37,,
2023-10-27,13.47,0.65,1.37,0.12,0.91,,0.38,,
2023-10-28,12.86,0.64,1.38,0.12,0.92,,0.38,,
2023-10-29,12.81,0.66,1.41,0.12,0.95,,0.38,,
2023-10-30,13.24,0.64,1.42,0.12,0.96,,0.38,,
2023-10-31,13.11,0.63,1.39,0.12,0.94,,0.38,,
2023-11-01,13.21,0.63,1.43,0.12,1.04,,0.38,,
2023-11-02,13.95,0.65,1.37,0.12,0.99,,0.38,,
2023-11-03,14.81,0.63,1.42,0.13,1.06,,0.41,,
2023-11-04,15.69,0.64,1.50,0.12,1.10,,0.41,,
2023-11-05,16.89,0.65,1.55,0.13,1.09,,0.41,,
2023-11-06,16.50,0.65,1.57,0.13,1.12,,0.41,,
2023-11-07,16.38,0.68,1.51,0.13,1.08,,0.42,,
2023-11-08,16.75,0.67,1.53,0.13,1.09,,0.42,,
2023-11-09,17.21,0.71,1.74,0.14,1.21,,0.44,,
2023-11-10,18.78,0.68,1.72,0.14,1.17,,0.46,,
2023-11-11,19.59,0.69,1.69,0.14,1.14,,0.46,,
2023-11-12,18.35,0.67,1.82,0.14,1.15,,0.43,,
2023-11-13,18.93,0.67,1.80,0.14,1.12,,0.44,,
2023-11-14,19.52,0.64,1.80,0.14,1.08,,0.46,,
2023-11-15,19.10,0.62,1.86,0.15,1.14,,0.45,,
2023-11-16,18.88,0.65,1.81,0.15,1.08,,0.46,,
2023-11-17,17.83,0.65,1.71,0.14,1.04,,0.48,,
2023-11-18,17.51,0.63,1.74,0.14,1.03,,0.53,,
2023-11-19,17.44,0.63,1.78,0.15,1.05,,0.50,,
2023-11-20,19.47,0.65,1.73,0.14,1.03,,0.49,,
2023-11-21,18.31,0.64,1.60,0.15,0.96,,0.49,,
2023-11-22,17.17,0.59,1.74,0.14,1.02,,0.47,,
2023-11-23,19.14,0.63,1.82,0.15,1.02,,0.46,,
2023-11-24,18.76,0.63,1.80,0.15,1.05,,0.51,,
2023-11-25,19.06,0.65,1.78,0.15,1.07,,0.51,,
2023-11-26,18.99,0.66,1.81,0.15,1.04,,0.51,,
2023-11-27,18.42,0.69,1.72,0.15,1.02,,0.51,,
2023-11-28,17.67,0.65,1.72,0.15,1.02,,0.50,,
2023-11-29,17.84,0.72,1.68,0.15,1.01,,0.53,,
2023-11-30,18.08,0.72,1.67,0.15,1.01,,0.53,,
2023-12-01,19.95,0.69,1.66,0.15,1.03,,0.54,,
2023-12-02,20.62,0.76,1.76,0.15,1.11,,0.55,,
2023-12-03,21.85,0.78,1.72,0.15,1.10,,0.55,,
2023-12-04,24.89,0.83,1.79,0.15,1.09,,0.55,,
2023-12-05,24.06,1.17,1.79,0.16,1.09,,0.60,,
2023-12-06,23.25,1.17,1.78,0.19,1.06,,0.59,,
2023-12-07,21.99,1.03,1.99,0.18,1.16,,0.63,,
2023-12-08,24.35,0.99,2.12,0.17,1.17,,0.64,,
2023-12-09,26.62,1.04,2.08,0.17,1.14,,0.63,,
2023-12-10,24.87,0.99,2.13,0.18,1.15,,0.62,,
2023-12-11,25.47,0.99,2.26,0.18,1.10,,0.61,,
2023-12-12,23.42,0.91,2.32,0.17,1.24,,0.58,,
2023-12-13,24.21,0.93,2.28,0.17,1.19,,0.58,,
2023-12-14,25.56,1.00,2.26,0.17,1.18,,0.59,,
2023-12-15,25.06,1.08,2.19,0.18,1.11,,0.60,,
2023-12-16,25.10,0.98,2.16,0.18,1.12,,0.58,,
2023-12-17,24.47,1.01,2.14,0.18,1.11,,0.58,,
2023-12-18,23.94,1.05,2.18,0.17,1.10,,0.57,,
2023-12-19,27.72,1.25,2.17,0.17,1.08,,0.57,,
2023-12-20,25.75,1.18,2.24,0.16,1.10,,0.56,,
2023-12-21,27.64,1.45,2.52,0.17,1.16,,0.56,,
2023-12-22,31.95,1.41,3.48,0.17,1.42,,0.58,,
2023-12-23,39.45,1.41,3.44,0.18,1.39,,0.60,,
2023-12-24,36.09,1.47,3.58,0.41,1.36,,0.62,,
2023-12-25,45.97,1.39,3.38,0.29,1.39,,0.62,,
2023-12-26,71.08,1.52,3.47,0.28,1.32,,0.61,,
2023-12-27,77.95,1.63,3.95,0.24,1.51,,0.59,,
2023-12-28,91.65,1.56,3.59,0.31,1.47,,0.62,,
2023-12-29,83.76,1.47,3.90,0.27,1.51,,0.65,,
2023-12-30,84.02,1.43,3.60,0.25,1.48,,0.66,,
2023-12-31,82.12,1.43,3.71,0.30,1.56,,0.66,,
2024-01-01,74.05,1.50,3.98,0.26,1.73,,0.64,,
2024-01-02,92.57,1.59,3.71,0.29,1.77,,0.64,,
2024-01-03,89.28,1.56,3.47,0.28,1.91,,0.67,,
2024-01-04,84.15,1.53,3.73,0.26,2.01,,0.62,,
2024-01-05,96.93,1.72,3.43,0.27,1.95,,0.60,,0.01
2024-01-06,90.22,1.62,3.23,0.25,1.75,,0.61,,0.01
2024-01-07,80.54,1.57,3.17,0.24,1.72,,0.60,,0.01
2024-01-08,73.07,1.66,3.42,0.22,1.82,,0.59,,0.01
2024-01-09,85.14,2.04,3.63,0.24,1.84,,0.62,,0.01
2024-01-10,83.90,1.84,3.93,0.23,2.23,,0.66,,0.01
2024-01-11,98.74,1.87,3.97,0.26,2.26,,0.78,,0.01
2024-01-12,108.60,1.78,3.93,0.28,2.20,,0.80,,0.01
2024-01-13,107.83,1.63,3.82,0.25,2.18,,0.74,,0.02
2024-01-14,106.39,1.67,3.49,0.27,2.03,,0.77,,0.02
2024-01-15,116.26,1.58,3.46,0.26,2.11,,0.70,,0.02
2024-01-16,119.92,1.59,3.61,0.27,2.15,,0.72,,0.02
2024-01-17,120.07,1.63,3.45,0.28,2.04,,0.73,,0.02
2024-01-18,108.99,1.57,3.22,0.27,1.89,2.14,0.71,,0.02
2024-01-19,96.67,1.49,3.19,0.25,1.85,2.49,0.69,,0.01
2024-01-20,97.48,1.49,3.18,0.25,1.81,2.26,0.68,,0.02
2024-01-21,89.67,1.49,3.12,0.25,1.82,2.64,0.67,,0.01
2024-01-22,86.82,1.45,2.97,0.24,1.68,2.44,0.68,,0.02
2024-01-23,84.65,1.33,2.81,0.23,1.69,2.59,0.65,,0.01
2024-01-24,82.89,1.40,2.85,0.22,1.73,3.25,0.62,,0.01
2024-01-25,83.25,1.48,2.93,0.22,1.73,2.97,0.63,,0.01
2024-01-26,78.73,1.45,3.06,0.22,1.82,3.47,0.62,,0.01
2024-01-27,87.12,1.51,3.08,0.23,1.80,3.60,0.65,,0.01
2024-01-28,86.40,1.51,3.03,0.23,1.80,3.49,0.65,,0.01
2024-01-29,83.53,1.47,3.16,0.23,1.85,3.71,0.64,,0.01
2024-01-30,89.04,1.54,3.16,0.23,1.89,3.36,0.62,,0.01
2024-01-31,86.61,1.54,2.90,0.25,1.76,3.03,0.59,,0.01
2024-02-01,80.46,1.50,2.96,0.24,1.78,3.02,0.58,,0.01
2024-02-02,77.04,1.49,3.00,0.23,1.79,3.03,0.59,,0.01
2024-02-03,78.60,1.55,2.96,0.23,1.77,2.89,0.59,,0.01
2024-02-04,75.37,1.52,2.99,0.23,1.73,2.63,0.59,,0.01
2024-02-05,72.61,1.47,3.08,0.22,1.73,2.72,0.60,,0.01
2024-02-06,76.60,1.48,3.33,0.22,1.83,2.59,0.59,,0.01
2024-02-07,86.90,1.50,3.37,0.23,1.90,2.75,0.60,,0.01
2024-02-08,85.47,1.66,3.32,0.23,1.87,2.72,0.61,,0.01
2024-02-09,84.28,1.78,3.48,0.25,1.98,2.77,0.61,,0.01
2024-02-10,88.27,1.81,3.37,0.25,1.96,2.85,0.65,,0.01
2024-02-11,85.92,1.81,3.53,0.25,1.94,2.86,0.65,,0.01
2024-02-12,86.81,1.84,3.83,0.26,2.08,2.88,0.65,,0.01
2024-02-13,92.68,2.00,3.73,0.26,2.05,2.75,0.68,,0.01
2024-02-14,89.18,2.13,3.82,0.26,2.11,3.11,0.69,,0.01
2024-02-15,90.26,2.56,3.86,0.26,2.07,2.97,0.78,,0.01
2024-02-16,92.86,2.54,3.64,0.26,2.01,2.98,0.78,,0.01
2024-02-17,87.19,2.59,3.57,0.26,1.97,2.92,0.77,,0.01
2024-02-18,83.92,2.53,3.78,0.25,2.04,3.00,0.75,,0.01
2024-02-19,88.17,2.64,3.95,0.25,2.05,3.11,0.79,,0.01
2024-02-20,89.60,2.65,4.06,0.26,2.01,3.12,0.78,1.95,0.01
2024-02-21,89.37,2.71,3.76,0.26,1.88,3.20,0.77,1.95,0.01
2024-02-22,85.25,2.65,3.64,0.25,1.81,3.26,0.73,1.89,0.01
2024-02-23,88.06,2.55,3.52,0.25,1.80,2.98,0.78,1.92,0.01
2024-02-24,88.79,2.45,3.67,0.24,1.84,2.98,0.79,1.93,0.01
2024-02-25,98.31,2.59,3.86,0.25,1.90,2.94,0.78,1.90,0.01
2024-02-26,109.86,2.60,3.82,0.27,1.93,3.05,0.89,1.95,0.01
2024-02-27,106.20,2.90,3.70,0.27,1.90,2.91,0.93,1.97,0.01
2024-02-28,109.99,2.94,3.78,0.29,1.90,2.71,0.89,1.91,0.01
2024-02-29,110.68,3.11,3.70,0.28,1.94,2.65,0.95,1.84,0.01
2024-03-01,110.85,2.90,3.76,0.28,1.99,2.79,0.90,1.75,0.01
2024-03-02,115.88,2.98,3.98,0.30,2.02,2.89,0.93,1.82,0.01
2024-03-03,107.88,2.96,3.99,0.36,2.05,2.86,0.90,1.84,0.01
2024-03-04,106.21,3.04,3.91,0.39,1.98,2.76,0.88,1.84,0.01
2024-03-05,98.73,3.04,4.52,0.37,1.97,2.83,0.94,1.79,0.01
2024-03-06,94.97,2.76,4.55,0.38,2.05,3.12,0.93,2.28,0.01
2024-03-07,99.09,2.84,4.67,0.43,2.17,3.47,0.98,2.55,0.01
2024-03-08,99.50,2.91,4.48,0.50,2.14,3.55,0.98,2.42,0.01
2024-03-09,97.09,2.84,4.69,0.57,2.10,3.56,1.05,2.29,0.01
2024-03-10,104.67,2.82,4.53,0.58,2.07,3.50,1.05,2.41,0.01
2024-03-11,109.46,2.96,4.59,0.56,2.08,3.87,1.04,2.43,0.01
2024-03-12,134.87,3.08,4.36,0.59,2.02,3.91,1.08,2.58,0.01
2024-03-13,131.29,3.04,4.41,0.81,2.12,3.77,1.04,2.47,0.01
2024-03-14,132.99,3.10,4.19,0.80,2.01,3.60,1.04,2.63,0.01
2024-03-15,126.40,2.93,3.81,1.18,1.89,3.34,0.99,2.39,0.01
2024-03-16,113.98,2.79,3.54,0.98,1.75,3.06,0.89,2.20,0.01
2024-03-17,102.85,2.60,3.57,0.84,1.73,3.19,0.82,2.03,0.01
2024-03-18,104.72,2.77,3.31,1.11,1.62,2.92,0.87,2.11,0.01
2024-03-19,94.94,2.65,3.44,0.86,1.63,2.76,0.83,1.94,0.01
2024-03-20,89.64,2.69,3.55,0.63,1.75,3.06,0.79,1.91,0.01
2024-03-21,104.41,3.42,3.42,0.62,1.69,3.12,0.84,2.14,0.01
2024-03-22,105.64,3.28,3.41,0.53,1.60,2.98,0.83,2.09,0.01
2024-03-23,99.25,3.45,3.44,0.54,1.60,3.00,0.79,2.03,0.01
2024-03-24,97.04,3.62,3.71,0.53,1.67,3.07,0.81,2.08,0.01
2024-03-25,101.29,3.66,3.86,0.68,1.72,3.20,0.84,2.19,0.01
2024-03-26,107.85,3.62,3.93,0.63,1.70,3.17,0.86,2.28,0.01
2024-03-27,104.12,3.47,3.67,0.62,1.65,3.11,0.93,2.31,0.01
2024-03-28,101.35,3.39,3.73,0.58,1.67,3.18,1.24,2.24,0.01
2024-03-29,101.53,3.44,3.62,0.59,1.64,3.02,1.21,2.27,0.01
2024-03-30,98.34,3.66,3.65,0.57,1.64,2.95,1.18,2.18,0.01
2024-03-31,96.61,3.65,3.69,0.58,1.66,3.00,1.26,2.14,0.01
2024-04-01,103.10,3.72,3.50,0.61,1.57,2.86,1.32,2.18,0.01
