Date,Arbitrum ($),zkSync Era ($),Base ($),Blast ($),OP Mainnet ($)
2023-03-31,47246.30,114463.64,,,18411.31
2023-04-01,42436.14,67216.59,,,8945.93
2023-04-02,46728.65,64263.26,,,11177.79
2023-04-03,335170.22,99180.68,,,17518.20
2023-04-04,55089.03,98193.91,,,22901.51
2023-04-05,49403.15,115248.64,,,-474538.62
2023-04-06,50815.04,116486.59,,,-185376.50
2023-04-07,46493.85,93261.20,,,-196641.01
2023-04-08,48402.55,94481.15,,,31051.09
2023-04-09,48868.88,87666.79,,,35706.47
2023-04-10,51886.35,122810.70,,,39425.20
2023-04-11,49266.21,116659.44,,,34343.93
2023-04-12,54505.83,105434.84,,,-22809929.17
2023-04-13,51511.36,106846.72,,,-814044.27
2023-04-14,81191.55,102869.25,,,51493.67
2023-04-15,77692.37,102287.54,,,39055.19
2023-04-16,64069.41,99836.12,,,35443.70
2023-04-17,101878.66,101722.38,,,46005.01
2023-04-18,54600.39,118493.38,,,-1975007.63
2023-04-19,72406.52,164001.59,,,-173113.79
2023-04-20,283435.46,121305.12,,,49375.41
2023-04-21,48575.60,89782.47,,,38783.96
2023-04-22,202025.45,96742.62,,,33555.67
2023-04-23,41788.30,111881.51,,,39212.45
2023-04-24,87534.79,127364.53,,,33904.02
2023-04-25,52345.51,131694.26,,,-193052.61
2023-04-26,56079.95,129035.94,,,-1042088.00
2023-04-27,153526.55,135975.60,,,32372.80
2023-04-28,46140.94,122462.60,,,7433.48
2023-04-29,48763.48,121854.08,,,24331.87
2023-04-30,45916.87,151663.10,,,27424.81
2023-05-01,29600.23,171787.07,,,20911.97
2023-05-02,35628.76,131410.00,,,24016.19
2023-05-03,14621.13,144961.34,,,65401.90
2023-05-04,15770.84,241622.23,,,34935.45
2023-05-05,-4899.28,266100.13,,,33677.80
2023-05-06,-5572.19,230041.42,,,22069.63
2023-05-07,7797.61,159087.45,,,17949.89
2023-05-08,12171.99,248299.77,,,23016.81
2023-05-09,3211.94,186816.79,,,19784.64
2023-05-10,10191.86,499149.74,,,32266.94
2023-05-11,153567.56,253140.42,,,32147.44
2023-05-12,2193.89,150565.10,,,40058.37
2023-05-13,25179.89,206208.28,,,22617.49
2023-05-14,27973.97,100536.39,,,24394.24
2023-05-15,127364.55,162080.52,,,29285.89
2023-05-16,16132.95,375636.35,,,40427.52
2023-05-17,20535.50,231814.56,,,38176.73
2023-05-18,27344.13,78680.13,,,45655.49
2023-05-19,20265.63,108920.22,,,24771.19
2023-05-20,32306.11,86058.60,,,22268.26
2023-05-21,30573.75,110850.63,,,23445.37
2023-05-22,30793.50,62775.10,,,30554.75
2023-05-23,15193.82,71472.75,,,45274.32
2023-05-24,12232.53,81458.58,,,40537.59
2023-05-25,39456.17,78220.22,,,34880.79
2023-05-26,42796.09,82712.44,,,33359.08
2023-05-27,40876.37,59888.15,,,25296.36
2023-05-28,41303.58,66006.15,,,28097.28
2023-05-29,37859.52,68263.12,,,34500.84
2023-05-30,25314.36,70036.40,,,42409.79
2023-05-31,36303.43,86694.72,,,41598.00
2023-06-01,29736.21,55237.02,,,26331.77
2023-06-02,35864.07,65962.98,,,29209.31
2023-06-03,88715.41,86417.52,,,26334.94
2023-06-04,37707.98,96798.42,,,23654.99
2023-06-05,39444.95,36621.74,,,34051.06
2023-06-06,39308.53,71420.22,,,76706.28
2023-06-07,12850.15,62912.72,,,-10194.89
2023-06-08,35231.50,86693.62,,,-13680691.46
2023-06-09,37383.17,35745.59,,,11057.24
2023-06-10,49661.58,65811.68,,,46935.16
2023-06-11,39371.26,67562.18,,,15096.18
2023-06-12,47799.24,75888.64,,,13888.71
2023-06-13,42932.47,61652.99,,,16953.17
2023-06-14,42862.60,72152.50,,,36104.90
2023-06-15,37289.59,54012.24,-1640.70,,23471.56
2023-06-16,38661.68,52666.43,-2132.60,,15447.47
2023-06-17,37167.77,55682.90,-1876.45,,9560.02
2023-06-18,34262.56,58571.24,-1647.04,,8489.54
2023-06-19,36820.22,63182.52,-2007.20,,10820.90
2023-06-20,42437.35,98314.50,-2102.53,,14223.59
2023-06-21,119038.25,51240.10,-2466.75,,21202.61
2023-06-22,44604.35,65188.83,-1960.96,,16015.84
2023-06-23,41003.97,68416.72,-2194.92,,18376.30
2023-06-24,34862.49,75389.99,-1735.77,,10297.47
2023-06-25,46140.22,88273.72,-1542.86,,13098.31
2023-06-26,48783.42,90417.25,-1633.24,,58786.18
2023-06-27,47263.26,77439.61,-2102.23,,19468.43
2023-06-28,48076.34,89665.64,-2164.00,,27736.76
2023-06-29,42859.11,62798.47,-3678.70,,33611.59
2023-06-30,66792.06,89326.80,-3500.09,,79586.68
2023-07-01,39813.39,82646.37,-2043.84,,19099.06
2023-07-02,45720.22,80730.92,-1760.71,,14841.83
2023-07-03,46733.75,63867.93,-2468.42,,17058.09
2023-07-04,39043.70,42005.86,-3528.21,,-626679.31
2023-07-05,28686.32,66390.34,-5971.36,,17309.54
2023-07-06,34616.24,77898.78,-4578.42,,20554.41
2023-07-07,37763.54,67374.79,-3619.59,,16217.34
2023-07-08,37253.43,98500.32,-2188.79,,15620.13
2023-07-09,37398.24,79441.24,-1980.02,,16092.70
2023-07-10,42395.37,72011.07,-2462.53,,17400.64
2023-07-11,39446.87,73222.44,-1612.85,,15317.53
2023-07-12,38569.00,61039.22,-2793.32,,18403.99
2023-07-13,39351.44,72063.77,-3540.67,,29991.42
2023-07-14,49900.61,69044.34,388.93,,49916.49
2023-07-15,40944.52,117958.44,3953.24,,18322.06
2023-07-16,38564.22,76200.74,2886.27,,16292.23
2023-07-17,42776.83,75865.92,1305.16,,30446.85
2023-07-18,35369.57,64993.61,1245.92,,24289.71
2023-07-19,39224.46,85625.80,3187.67,,19884.23
2023-07-20,38505.82,66333.08,2347.19,,21647.87
2023-07-21,33145.33,70458.76,2802.27,,24572.00
2023-07-22,34726.64,127312.96,4892.49,,26573.55
2023-07-23,35213.96,60419.85,3813.39,,25049.88
2023-07-24,29875.01,73764.18,1577.53,,70309.79
2023-07-25,31681.81,163486.32,1767.89,,70414.16
2023-07-26,34765.66,77453.61,5987.80,,67749.81
2023-07-27,31886.32,76187.80,5023.05,,126427.00
2023-07-28,28828.62,73059.26,2205.18,,41499.54
2023-07-29,28485.44,92529.37,7750.64,,31389.11
2023-07-30,31824.21,107064.78,377943.71,,32761.14
2023-07-31,35554.76,66464.78,283784.40,,40243.43
2023-08-01,39362.43,76336.11,56352.73,,44767.17
2023-08-02,33757.93,87769.11,49575.40,,34407.65
2023-08-03,34407.73,75268.60,96301.99,,34937.87
2023-08-04,35319.97,78774.07,67460.38,,-16824333.30
2023-08-05,31788.58,104901.85,68760.28,,22050.49
2023-08-06,31052.55,85422.35,67883.25,,19571.45
2023-08-07,31758.78,81354.66,95476.62,,4101.48
2023-08-08,35476.83,86395.53,87726.38,,45154.08
2023-08-09,34248.75,83174.66,160085.08,,27658.55
2023-08-10,33420.00,81965.35,179288.57,,25190.02
2023-08-11,33279.80,95867.44,164544.09,,19151.79
2023-08-12,27252.04,111828.33,95759.96,,15485.23
2023-08-13,29881.55,97718.99,96522.72,,14249.08
2023-08-14,31201.50,85821.45,105997.76,,32275.78
2023-08-15,33317.07,96528.57,71896.08,,100838.70
2023-08-16,29740.44,30553.32,46697.00,,33934.22
2023-08-17,148143.45,80028.43,30611.24,,93343.39
2023-08-18,22857.51,44644.64,28980.40,,25399.11
2023-08-19,38009.40,104671.69,63371.17,,18394.99
2023-08-20,37285.63,82106.06,87911.84,,15516.24
2023-08-21,29844.47,51559.29,145044.85,,19041.36
2023-08-22,33732.04,37274.11,90236.75,,25304.21
2023-08-23,31522.28,75682.99,55971.34,,18355.13
2023-08-24,27671.86,95687.77,50044.99,,18895.01
2023-08-25,48125.07,38113.41,127132.56,,16676.14
2023-08-26,28615.72,100117.00,184588.36,,9195.96
2023-08-27,23258.05,75254.75,95810.81,,11974.33
2023-08-28,23173.77,28102.66,86485.78,,22130.13
2023-08-29,48842.05,42888.81,79788.98,,48382.09
2023-08-30,25714.58,49248.67,68141.68,,-42478215.97
2023-08-31,31340.63,64608.00,84643.37,,-18590.59
2023-09-01,27687.94,55762.76,-406140.59,,481251.81
2023-09-02,24105.76,78389.76,41377.37,,12515.34
2023-09-03,21878.90,82624.67,32448.55,,9366.38
2023-09-04,23584.54,45848.72,27438.09,,13335.71
2023-09-05,26754.59,54516.13,30334.61,,18034.98
2023-09-06,26710.54,46258.13,24192.55,,19406.83
2023-09-07,23403.28,51824.99,26227.41,,-13371.87
2023-09-08,23821.37,66198.00,27928.35,,14205.63
2023-09-09,21156.50,83503.81,28324.81,,14957.10
2023-09-10,24123.90,81801.78,32790.19,,18427.63
2023-09-11,28663.83,30440.23,32872.90,,29522.68
2023-09-12,25969.72,53142.28,36266.36,,19867.47
2023-09-13,23957.10,40540.17,63844.16,,14841.63
2023-09-14,21431.61,63879.42,101431.20,,13890.96
2023-09-15,2419.76,52410.44,11110.47,,-68015965.06
2023-09-16,9897.84,73681.13,61119.35,,118699.43
2023-09-17,11377.99,77102.48,36153.04,,73643.97
2023-09-18,5942.22,39959.16,87134.58,,-26583642.16
2023-09-19,7367.07,70152.83,41390.97,,39959.37
2023-09-20,4710.21,64123.99,38077.51,,32885.19
2023-09-21,37787.38,45561.37,4818.90,,66868.91
2023-09-22,27028.39,66867.23,32009.82,,37195.65
2023-09-23,23179.44,70457.97,25113.42,,32846.20
2023-09-24,24938.80,77328.28,26517.45,,31481.26
2023-09-25,28074.23,51825.66,26548.04,,45583.73
2023-09-26,30873.27,50619.38,48771.76,,35113.12
2023-09-27,50740.04,68746.98,42026.75,,29584.83
2023-09-28,54369.69,68777.47,42001.46,,34121.46
2023-09-29,54604.99,59473.36,25827.50,,32129.71
2023-09-30,60939.80,73440.09,29596.66,,24471.91
2023-10-01,83081.04,65222.93,36421.24,,30882.56
2023-10-02,44466.10,35010.45,64251.71,,28128.98
2023-10-03,36377.15,54619.77,30757.48,,18919.09
2023-10-04,35126.80,57765.15,28061.69,,-9004500.46
2023-10-05,33620.51,56490.25,75109.58,,17658.66
2023-10-06,36005.97,65378.12,19904.07,,18624.80
2023-10-07,28189.26,73731.23,16705.10,,13889.62
2023-10-08,25660.62,73131.17,17183.27,,15747.46
2023-10-09,32668.71,64748.76,22775.36,,33466.13
2023-10-10,28361.85,60776.20,27251.62,,27245.39
2023-10-11,27715.24,55131.77,12792.66,,19401.02
2023-10-12,26201.45,67175.18,10937.86,,-100317.82
2023-10-13,21900.35,39635.53,8549.21,,16994.22
2023-10-14,17142.10,63632.26,8605.79,,10803.46
2023-10-15,18378.83,57251.28,9012.62,,11000.29
2023-10-16,60741.41,54412.18,14947.87,,34485.79
2023-10-17,25985.17,55802.84,12363.21,,16230.30
2023-10-18,26818.79,55827.42,12370.16,,12386.58
2023-10-19,27505.69,61196.20,18472.64,,12673.63
2023-10-20,30895.01,30846.93,11632.17,,18293.64
2023-10-21,26609.73,64514.64,10258.89,,21517.61
2023-10-22,27615.20,61581.78,11779.75,,15686.13
2023-10-23,76784.67,19523.09,13968.56,,70524.64
2023-10-24,53003.43,34336.66,19022.86,,31746.45
2023-10-25,41814.51,55817.99,13065.64,,21796.70
2023-10-26,44740.20,13073.17,13560.70,,18229.81
2023-10-27,39491.66,58438.82,-104967.53,,138922.54
2023-10-28,30849.32,53030.84,13703.32,,18661.62
2023-10-29,28307.06,56853.48,6494.98,,15516.19
2023-10-30,33934.01,38071.64,10166.75,,12527.09
2023-10-31,39256.42,16657.85,19163.18,,17527.19
2023-11-01,50713.58,39222.32,16714.24,,20755.88
2023-11-02,44331.30,38333.57,11204.49,,18984.55
2023-11-03,45115.86,34693.98,6858.65,,18319.44
2023-11-04,44082.04,76078.72,7381.02,,15070.00
2023-11-05,42486.38,34194.18,8397.03,,21922.85
2023-11-06,41338.85,15567.95,7312.32,,18781.46
2023-11-07,49270.40,37890.24,5759.60,,23916.52
2023-11-08,48544.94,30952.04,9498.82,,18263.32
2023-11-09,93227.33,32505.10,9937.36,,70729.77
2023-11-10,54757.85,26370.70,8471.78,,30073.92
2023-11-11,54712.75,45003.69,5559.58,,25768.55
2023-11-12,44790.03,64270.28,5525.60,,-25743.08
2023-11-13,57446.23,-4872.39,5893.72,,19441.07
2023-11-14,65057.59,38437.18,4588.00,,26422.75
2023-11-15,52280.32,33849.53,4287.95,,20473.65
2023-11-16,55059.27,31674.07,13265.90,,27236.52
2023-11-17,53573.75,53835.72,7952.25,,25376.08
2023-11-18,39256.05,59286.87,8367.86,,14727.57
2023-11-19,38080.89,51806.47,15288.50,,15030.58
2023-11-20,45703.29,12119.13,7070.03,,-38837508.96
2023-11-21,59048.89,29699.86,6460.94,,19507.46
2023-11-22,56631.93,25513.43,6457.33,,27573.02
2023-11-23,51557.81,45149.45,9800.69,,19181.46
2023-11-24,54570.82,42565.98,4746.77,,17760.86
2023-11-25,75652.85,81848.47,2551.55,,-21357118.51
2023-11-26,47488.89,59721.95,3856.55,,13773.73
2023-11-27,51958.34,38766.86,5069.50,,15503.66
2023-11-28,45051.70,23059.05,1591.08,,11289.18
2023-11-29,40845.33,38802.30,1263.78,,9961.38
2023-11-30,39641.05,34312.17,5388.40,,16991.06
2023-12-01,41935.55,31315.32,5072.71,,19564.09
2023-12-02,45626.12,42937.87,3692.76,,19176.56
2023-12-03,43446.83,44245.57,2555.15,,20339.67
2023-12-04,68459.81,38204.71,3486.25,,27804.45
2023-12-05,60731.45,17716.30,6859.33,,-1833.25
2023-12-06,51671.02,60673.98,5695.62,,17948.22
2023-12-07,64084.67,63662.57,9895.47,,26250.86
2023-12-08,54899.00,75798.70,4006.40,,19219.91
2023-12-09,56598.45,99256.22,10930.06,,37632.51
2023-12-10,50726.93,120037.05,10394.16,,33171.86
2023-12-11,142811.32,67511.75,13758.43,,76399.64
2023-12-12,63224.38,49494.90,16868.74,,22173.97
2023-12-13,57481.62,48075.64,9252.72,,17066.68
2023-12-14,55287.95,36079.32,33585.93,,15314.95
2023-12-15,414383.28,29394.17,9399.35,,18765.22
2023-12-16,65420.79,482460.97,15869.73,,12313.64
2023-12-17,36076.91,-2011.32,8077.03,,18428.19
2023-12-18,81092.37,-74369.33,9065.23,,-31386.29
2023-12-19,58637.98,37998.55,6459.99,,-4852.09
2023-12-20,52707.81,83629.28,4935.09,,-14465.92
2023-12-21,55629.19,40306.48,13473.00,,44122.46
2023-12-22,85392.31,46052.59,15573.73,,33509.94
2023-12-23,56855.61,52894.76,42865.36,,26232.57
2023-12-24,53476.31,49303.07,-836.63,,33263.39
2023-12-25,46605.86,42469.10,14149.82,,18444.05
2023-12-26,62939.70,66167.16,16260.55,,33342.91
2023-12-27,84268.34,53612.86,14597.20,,30415.29
2023-12-28,74576.83,46649.47,12717.17,,21398.80
2023-12-29,65129.79,51505.09,10910.25,,20361.98
2023-12-30,55427.85,56302.23,16971.81,,15842.37
2023-12-31,57653.61,64799.06,310.64,,33250.48
2024-01-01,59894.93,57566.36,10593.76,,44552.40
2024-01-02,73487.76,53316.64,11040.31,,44903.64
2024-01-03,360656.16,42775.35,13227.79,,-15419412.91
2024-01-04,76890.86,56113.52,14455.66,,18760.74
2024-01-05,70327.93,42271.25,10044.34,,22688.83
2024-01-06,50682.28,39324.23,9227.46,,20864.01
2024-01-07,50617.05,29671.21,-1984.06,,25097.22
2024-01-08,75734.93,43409.19,17566.17,,29233.05
2024-01-09,169808.97,37897.06,13741.70,,47743.44
2024-01-10,115515.39,38482.44,19513.03,,32055.37
2024-01-11,98715.88,43123.53,17177.96,,27661.96
2024-01-12,110807.51,47919.65,14686.77,,34660.89
2024-01-13,59959.26,49345.67,11015.11,,17053.59
2024-01-14,56535.96,42099.82,-644.98,,30572.75
2024-01-15,62181.57,43522.31,9898.46,,25870.79
2024-01-16,64924.50,53609.35,6765.78,,15781.17
2024-01-17,62059.22,95126.92,25385.69,,17476.86
2024-01-18,72203.14,80033.72,18851.50,,-39923680.92
2024-01-19,75410.33,77775.62,12253.10,,18258.36
2024-01-20,63537.83,76147.00,18505.38,,16519.81
2024-01-21,58888.85,79222.76,6199.00,,26425.40
2024-01-22,81097.11,64802.28,19573.96,,17439.38
2024-01-23,81417.40,60836.29,16684.15,,19000.98
2024-01-24,68405.05,65809.04,16569.81,,18032.76
2024-01-25,63330.88,81019.77,43780.95,,32404.65
2024-01-26,60761.62,56941.39,19626.19,,23825.09
2024-01-27,50598.25,55322.01,9111.93,,12353.07
2024-01-28,61262.43,57622.02,-863.10,,29530.36
2024-01-29,66941.37,50543.04,13011.86,,15891.34
2024-01-30,71815.67,65658.86,11587.97,,19200.58
2024-01-31,68583.54,74740.93,6947.29,,-104715285.62
2024-02-01,59426.16,64179.76,12889.44,,5144.49
2024-02-02,53097.15,58924.59,13114.21,,9124.81
2024-02-03,48405.03,58349.24,16516.01,,4502.21
2024-02-04,49690.44,61071.70,15056.71,,18618.37
2024-02-05,56417.71,20876.87,45052.02,,8491.22
2024-02-06,58248.50,-174019.08,32279.16,,6292.58
2024-02-07,65256.28,26409.78,57280.61,,1936.87
2024-02-08,57047.59,23906.30,52947.91,,-860.74
2024-02-09,57341.20,2003.88,38064.45,,-2488.54
2024-02-10,52678.58,35510.01,35887.58,,3191.62
2024-02-11,61802.27,44488.46,1627.02,,41309.90
2024-02-12,77773.14,31350.42,47112.23,,-5469.69
2024-02-13,81304.23,36557.44,24464.02,,-19209.85
2024-02-14,75946.55,52833.10,22095.05,,30099.97
2024-02-15,81390.45,40107.23,18847.72,,9577.27
2024-02-16,73912.19,55836.09,27967.90,,-4678.99
2024-02-17,67158.15,71585.55,23635.64,,-1231.72
2024-02-18,73123.23,74574.27,-8643.72,,10791.57
2024-02-19,80040.55,55168.33,26361.13,,-13013.22
2024-02-20,92542.32,47913.58,17233.42,,-57577.95
2024-02-21,82606.29,58569.05,19670.01,,-9360.31
2024-02-22,78725.51,52947.93,30244.44,,-6207.04
2024-02-23,72767.55,70793.31,22915.56,,8817.12
2024-02-24,71609.91,98169.48,24703.27,0.00,8869.44
2024-02-25,84779.37,126949.82,766.06,0.00,39535.73
2024-02-26,98379.45,83445.03,35582.08,321.50,-1798.82
2024-02-27,95983.28,79556.69,48533.19,41.17,-14633.67
2024-02-28,193250.65,79034.45,81818.11,1632.76,35854.58
2024-02-29,109627.54,61261.86,62347.88,451141.87,-36985821.58
2024-03-01,87568.75,75801.52,51222.19,681805.81,-4930.11
2024-03-02,84682.79,89524.66,45234.53,294780.39,3211.34
2024-03-03,101791.99,85028.11,13800.11,303125.34,17796.67
2024-03-04,97013.96,39264.02,84526.28,348892.59,-12820.18
2024-03-05,271020.38,43311.21,159880.39,167799.82,42544.98
2024-03-06,90900.03,70938.01,183869.00,188583.81,28850.24
2024-03-07,105697.60,92357.96,142645.91,151982.94,-116810016.30
2024-03-08,109842.28,90174.37,119088.68,77909.29,12760.77
2024-03-09,74836.09,91204.24,121196.06,22748.24,-4113.59
2024-03-10,83235.39,91686.77,40291.85,21406.51,88872.58
2024-03-11,112237.00,65894.23,161223.39,16818.00,33377.45
2024-03-12,112354.34,112630.24,109423.74,20464.92,34260.89
2024-03-13,96953.04,50646.65,151270.52,27812.88,23277.91
2024-03-14,137759.64,68954.98,211819.73,44504.70,75397.87
2024-03-15,242666.58,46090.37,161953.37,34630.00,57171.19
2024-03-16,131890.31,44713.23,217449.16,21817.31,50704.24
2024-03-17,123096.16,55850.17,-20329.49,47632.95,167712.62
2024-03-18,132899.27,34467.78,135001.80,10829.17,22570.94
2024-03-19,77037.77,19917.49,227621.07,22392.39,40416.04
2024-03-20,36519.24,26036.78,1679404.76,24795.58,63358.18
2024-03-21,14843.31,31429.31,816545.22,27951.65,36220.37
2024-03-22,15261.45,30902.89,463354.77,57628.30,28179.08
2024-03-23,12230.83,26143.32,330559.40,128968.55,18003.84
2024-03-24,13886.90,28965.60,306962.90,14537.12,595011.57
2024-03-25,17627.05,31219.63,1774181.21,37289.51,-9945292.41
2024-03-26,21908.73,26146.23,2389689.49,67969.46,80111.09
2024-03-27,45336.46,26456.26,1445292.33,27397.89,72444.45
2024-03-28,17410.39,33889.11,811439.86,41724.37,73142.98
2024-03-29,18794.87,24074.26,1352525.33,32224.55,63092.30
2024-03-30,15590.60,25212.98,1242965.74,-8902.77,73425.37
2024-03-31,12723.60,30055.74,-742721.65,53476.17,1621895.95
2024-04-01,34308.00,23153.29,913128.18,20851.80,76143.26
