Date,OP Mainnet ($),Arbitrum ($),zkSync Era ($),Base ($),Blast ($)
2023-05-12,172448.46,295385.30,118931.59,,
2023-05-13,99976.00,155063.97,170990.47,,
2023-05-14,100094.60,154229.10,196962.55,,
2023-05-15,134780.84,212355.17,234429.86,,
2023-05-16,162463.17,217454.50,354433.58,,
2023-05-17,168175.53,196543.15,382648.78,,
2023-05-18,187146.23,186151.28,230665.75,,
2023-05-19,102692.87,159530.18,158679.17,,
2023-05-20,79684.67,123166.89,175303.04,,
2023-05-21,88455.73,116407.11,196912.55,,
2023-05-22,120234.40,173430.64,200614.37,,
2023-05-23,163332.81,237834.14,182692.77,,
2023-05-24,140650.79,243753.13,187832.08,,
2023-05-25,114973.76,213339.82,165940.57,,
2023-05-26,100867.10,155906.84,186079.58,,
2023-05-27,78288.22,112285.73,186442.04,,
2023-05-28,90259.70,130665.20,197140.44,,
2023-05-29,115824.88,176426.26,178866.83,,
2023-05-30,149921.72,239115.68,178190.48,,
2023-05-31,135457.32,194770.49,192636.83,,
2023-06-01,110804.01,154176.10,138992.47,,
2023-06-02,103024.93,144778.81,184756.13,,
2023-06-03,80357.42,117717.76,158644.55,,
2023-06-04,72100.10,99813.99,164936.30,,
2023-06-05,119972.81,187006.91,185803.62,,
2023-06-06,3535.21,132298.92,156769.07,,
2023-06-07,85443.92,118591.93,132618.59,,
2023-06-08,13748700.94,97231.66,97685.71,,
2023-06-09,49057.15,90658.07,142414.59,,
2023-06-10,59555.50,127475.55,86671.41,,
2023-06-11,37134.72,73628.35,112528.48,,
2023-06-12,41406.02,94498.22,112360.49,,
2023-06-13,41272.56,77313.12,121938.47,,
2023-06-14,55730.71,95890.17,121038.58,,
2023-06-15,45961.68,81232.89,116192.19,1913.78,
2023-06-16,44118.35,82359.48,125939.76,2134.73,
2023-06-17,34638.19,64363.03,113466.05,1876.71,
2023-06-18,29364.07,52683.41,90658.06,1647.04,
2023-06-19,40423.34,76266.44,107643.54,2007.44,
2023-06-20,49321.24,88222.28,86963.16,2103.98,
2023-06-21,69652.95,116574.85,134864.97,2466.94,
2023-06-22,51151.86,77235.47,92223.56,1961.21,
2023-06-23,58958.42,86408.90,98229.87,2195.10,
2023-06-24,39603.97,57426.69,100427.72,1735.77,
2023-06-25,38675.59,58196.40,114199.40,1542.86,
2023-06-26,44225.56,70578.65,118437.11,1633.24,
2023-06-27,58366.00,91257.55,138167.66,2102.33,
2023-06-28,58958.17,94625.18,142882.12,2192.34,
2023-06-29,85734.12,152505.74,168180.94,3685.38,
2023-06-30,89828.94,177417.54,144101.33,3503.83,
2023-07-01,47243.91,72021.79,126206.21,2043.84,
2023-07-02,38240.08,65636.88,145001.40,1760.71,
2023-07-03,56363.34,104946.98,160815.19,2468.42,
2023-07-04,705866.55,112236.57,219584.05,3530.13,
2023-07-05,96082.49,194960.94,160259.45,5973.42,
2023-07-06,86803.73,156675.38,143935.25,4586.38,
2023-07-07,63191.23,123666.13,174617.02,3619.94,
2023-07-08,48144.77,78310.03,154833.15,2188.79,
2023-07-09,43478.01,69256.76,153439.99,1980.02,
2023-07-10,55026.49,95844.59,177003.44,2490.57,
2023-07-11,57065.46,94335.91,189877.66,2679.29,
2023-07-12,68783.82,113796.01,207539.84,3341.28,
2023-07-13,103106.51,184006.83,210059.27,4392.88,
2023-07-14,85411.91,135307.00,181880.89,4607.42,
2023-07-15,42055.32,60735.86,145725.34,2445.15,
2023-07-16,41011.24,64306.39,165256.75,2214.54,
2023-07-17,64652.02,99718.09,171137.17,2553.71,
2023-07-18,83478.55,126385.53,166059.21,4187.69,
2023-07-19,72910.91,106820.03,170806.65,4430.13,
2023-07-20,78948.45,111862.00,180309.37,4283.55,
2023-07-21,74041.89,106902.82,168412.26,4999.31,
2023-07-22,55751.42,66887.60,132983.82,3763.75,
2023-07-23,57726.00,74103.03,192212.70,3524.31,
2023-07-24,144078.40,125188.49,163587.69,5188.08,
2023-07-25,154477.05,105294.91,197046.80,4869.59,
2023-07-26,133599.03,100272.29,200522.35,3341.66,
2023-07-27,183466.71,111766.72,165293.45,3683.07,
2023-07-28,125810.39,114379.76,136686.90,4854.75,
2023-07-29,81425.76,68579.90,154620.61,5379.23,
2023-07-30,73298.25,67528.29,138100.19,53656.80,
2023-07-31,100267.06,89622.84,161716.54,59493.87,
2023-08-01,96339.92,82317.80,135981.43,20876.04,
2023-08-02,84609.81,83408.68,129746.40,20598.60,
2023-08-03,91240.40,86619.91,144770.94,51280.90,
2023-08-04,16935856.28,72301.35,130560.82,25559.83,
2023-08-05,53793.16,52178.86,104408.65,22543.48,
2023-08-06,42147.17,50140.21,126354.87,21695.22,
2023-08-07,189683.33,98105.39,132320.49,41498.07,
2023-08-08,129675.55,95507.14,139901.38,40012.62,
2023-08-09,78211.83,86094.42,150161.29,53284.32,
2023-08-10,69788.48,81669.88,140461.49,63358.93,
2023-08-11,55407.56,65805.83,127101.57,51021.25,
2023-08-12,32813.46,41555.28,126042.36,32557.48,
2023-08-13,33771.84,45937.17,133152.58,35100.39,
2023-08-14,106946.16,70816.45,136307.14,51953.17,
2023-08-15,206611.92,93370.12,119959.20,62135.38,
2023-08-16,121962.54,100789.39,201627.74,59811.48,
2023-08-17,129856.21,197772.23,148570.33,59066.24,
2023-08-18,61469.98,92459.25,148325.12,47059.56,
2023-08-19,31291.03,43396.58,115013.15,33569.32,
2023-08-20,30073.74,38853.06,114749.79,43166.06,
2023-08-21,47498.68,64568.66,144173.87,93136.82,
2023-08-22,63143.96,90515.72,155970.54,91413.25,
2023-08-23,50405.39,68133.14,142785.30,61800.39,
2023-08-24,40637.44,57741.25,119168.08,54202.75,
2023-08-25,39877.21,109010.84,142131.16,54233.17,
2023-08-26,21817.71,37312.88,119073.93,21667.54,
2023-08-27,21710.43,30230.24,131940.51,22814.78,
2023-08-28,98096.67,63018.86,149343.39,40440.93,
2023-08-29,94142.45,105975.27,162991.30,52656.90,
2023-08-30,42546727.20,61892.11,144019.41,41341.92,
2023-08-31,96565.92,73698.96,141817.27,45717.39,
2023-09-01,36205.34,53415.75,109191.69,493363.26,
2023-09-02,20753.55,31189.54,98936.70,17008.97,
2023-09-03,18333.12,26295.01,98207.93,16826.40,
2023-09-04,25805.51,37841.64,119374.31,23099.97,
2023-09-05,28518.15,55570.38,119837.75,25544.66,
2023-09-06,35925.05,53393.57,117870.42,29517.07,
2023-09-07,65018.30,48774.88,122799.42,27789.33,
2023-09-08,26129.19,38149.76,111368.32,26786.03,
2023-09-09,16694.43,23688.01,102973.93,20369.31,
2023-09-10,15508.22,23249.32,96559.56,23091.03,
2023-09-11,69292.75,55478.35,137639.16,37897.83,
2023-09-12,42400.27,40894.71,111609.03,35646.35,
2023-09-13,32255.89,49686.79,112046.02,64892.54,
2023-09-14,31760.29,43997.21,114278.22,87592.92,
2023-09-15,68145414.89,38410.45,119783.55,142410.26,
2023-09-16,15779.41,22575.89,104289.80,43513.11,
2023-09-17,12990.10,19419.73,95528.60,27702.77,
2023-09-18,26675903.26,39784.23,132266.43,65832.42,
2023-09-19,21533.57,35477.45,115983.86,40427.25,
2023-09-20,23860.83,44893.75,114324.16,35198.74,
2023-09-21,27590.14,65424.18,125101.99,67562.29,
2023-09-22,16849.76,26480.52,94708.03,24021.05,
2023-09-23,12889.46,18381.28,88525.13,19601.87,
2023-09-24,10343.66,18741.34,80982.35,15841.62,
2023-09-25,36249.14,32027.34,104987.56,27514.93,
2023-09-26,40156.02,41631.12,108253.63,44992.57,
2023-09-27,23349.77,44354.22,96779.50,40176.60,
2023-09-28,24205.16,49994.25,93134.61,37873.65,
2023-09-29,16855.68,41197.94,92071.56,23440.24,
2023-09-30,15434.52,34371.17,85230.96,23446.95,
2023-10-01,12080.29,34104.44,72994.92,25582.48,
2023-10-02,25218.26,55759.48,95165.19,71725.52,
2023-10-03,16544.99,40921.83,82584.86,25652.97,
2023-10-04,9039543.15,32246.69,75024.90,22684.82,
2023-10-05,12564.54,31113.75,72536.43,20493.50,
2023-10-06,11547.53,29280.83,73532.75,15417.99,
2023-10-07,7449.96,17539.37,69028.87,11620.53,
2023-10-08,7669.30,15902.64,71441.16,11617.48,
2023-10-09,19309.10,24467.81,70881.24,15248.89,
2023-10-10,14933.43,22614.97,75565.58,13149.91,
2023-10-11,14349.33,22163.35,76968.36,12502.49,
2023-10-12,134383.82,20788.38,58970.88,12268.43,
2023-10-13,11906.32,17535.34,87857.16,10330.59,
2023-10-14,6425.34,9779.27,61703.86,8683.68,
2023-10-15,7120.42,10566.28,60691.90,10184.86,
2023-10-16,19098.66,41177.27,81496.21,19782.09,
2023-10-17,12820.54,23241.96,79982.22,14475.99,
2023-10-18,12804.50,24779.55,76725.20,15917.26,
2023-10-19,12297.86,23277.92,59318.76,15407.85,
2023-10-20,17983.96,34743.76,95060.56,20034.14,
2023-10-21,11835.32,22390.25,69268.34,14009.66,
2023-10-22,11327.50,21755.51,71213.97,14309.16,
2023-10-23,89237.36,82723.13,128234.62,29279.61,
2023-10-24,77395.09,122304.94,102995.70,38447.75,
2023-10-25,59614.64,90885.47,105299.85,36126.69,
2023-10-26,53958.77,98373.07,133177.31,36356.87,
2023-10-27,32972.26,68588.60,86721.52,150591.20,
2023-10-28,20170.51,42075.82,101354.28,25118.02,
2023-10-29,20195.64,39620.21,101767.11,23772.33,
2023-10-30,34569.67,69542.95,120760.78,32070.05,
2023-10-31,50933.30,86461.76,140213.50,34346.19,
2023-11-01,49290.61,117698.01,108969.15,38486.32,
2023-11-02,52509.47,104999.73,99623.22,36478.55,
2023-11-03,38544.91,93086.37,117680.41,30965.77,
2023-11-04,30406.37,71794.84,101571.12,25392.34,
2023-11-05,42049.62,77247.80,147736.27,30364.52,
2023-11-06,149972.93,114010.29,138833.79,39063.26,
2023-11-07,93466.16,123049.20,125107.10,38087.29,
2023-11-08,92876.73,136109.96,137135.49,47594.62,
2023-11-09,193910.25,345399.91,139951.93,77628.26,
2023-11-10,96076.89,183533.86,106273.28,48870.96,
2023-11-11,75043.27,134536.28,149031.02,40502.06,
2023-11-12,111551.59,113837.55,150795.22,37968.75,
2023-11-13,122452.71,207466.66,169698.93,54402.81,
2023-11-14,87538.43,174658.20,134066.72,46985.27,
2023-11-15,80211.47,161834.38,144488.36,46968.72,
2023-11-16,95436.08,165899.06,119650.74,49472.82,
2023-11-17,81762.84,140534.61,157623.67,39589.92,
2023-11-18,48178.47,87512.83,152151.82,39342.15,
2023-11-19,43842.84,75544.68,165230.07,41937.56,
2023-11-20,39050035.25,150576.17,145086.06,59701.97,
2023-11-21,146992.62,203526.42,134597.85,60804.38,
2023-11-22,103801.33,192482.00,141504.63,63962.18,
2023-11-23,75187.83,158763.19,139020.54,49889.60,
2023-11-24,70515.74,140840.01,157134.21,44553.53,
2023-11-25,21413981.04,217660.67,188721.42,39336.41,
2023-11-26,48594.17,115295.10,197541.07,40661.80,
2023-11-27,60281.68,147186.05,152382.50,49093.17,
2023-11-28,72998.88,158948.47,163877.11,53209.98,
2023-11-29,69980.61,148673.56,144968.64,52760.80,
2023-11-30,87900.27,156840.51,187582.16,62989.48,
2023-12-01,82605.76,157097.44,134511.00,57502.33,
2023-12-02,72342.89,136706.98,185463.12,60400.66,
2023-12-03,64212.12,130618.36,261963.55,56752.14,
2023-12-04,260622.60,247663.02,186444.82,75905.11,
2023-12-05,252475.26,285887.66,342435.26,102313.41,
2023-12-06,157468.76,260425.44,286741.42,83699.82,
2023-12-07,149284.79,277477.14,204773.92,83697.56,
2023-12-08,124024.68,223963.72,184892.51,73597.98,
2023-12-09,104167.02,186158.08,189889.61,65932.41,
2023-12-10,88449.85,146792.06,201039.15,70171.25,
2023-12-11,123196.56,232534.54,168161.08,69171.05,
2023-12-12,113180.22,243405.83,157269.57,74604.03,
2023-12-13,125744.70,248589.89,152635.55,83779.55,
2023-12-14,111940.80,206767.69,142283.03,75638.42,
2023-12-15,132952.45,1695977.60,141228.46,86387.55,
2023-12-16,124982.37,1108614.20,264897.37,77112.29,
2023-12-17,103931.63,160348.90,394903.96,73327.74,
2023-12-18,409308.38,603361.66,262018.48,87730.88,
2023-12-19,309606.21,401161.09,154132.68,80635.69,
2023-12-20,221681.02,308414.91,222243.64,82714.54,
2023-12-21,153518.74,251387.77,175485.72,76370.83,
2023-12-22,140850.38,303830.21,165268.65,73823.13,
2023-12-23,80535.61,149399.13,152125.62,57034.04,
2023-12-24,68371.44,121752.18,139569.45,58243.80,
2023-12-25,60253.07,115563.67,111955.96,42966.94,
2023-12-26,65991.73,119664.56,144744.02,43768.13,
2023-12-27,110946.56,242328.91,203823.92,62768.40,
2023-12-28,111522.43,247667.99,181887.47,63524.66,
2023-12-29,76775.14,170712.94,155313.00,50987.15,
2023-12-30,61473.48,124079.58,135781.04,44378.68,
2023-12-31,42457.63,99882.39,113219.36,47022.94,
2024-01-01,89487.20,93584.75,85336.19,29235.31,
2024-01-02,152089.30,157213.08,122120.80,43639.05,
2024-01-03,15676941.77,318885.57,141811.27,68420.51,
2024-01-04,76698.87,186948.89,144893.62,46803.06,
2024-01-05,63912.13,139347.33,126303.84,39473.57,
2024-01-06,49962.69,97636.60,115918.62,36096.90,
2024-01-07,70246.28,148632.15,150750.10,60734.29,
2024-01-08,76509.81,175637.86,155838.04,55031.18,
2024-01-09,78288.74,196364.25,140606.75,51089.68,
2024-01-10,166615.30,370533.98,167423.01,91111.51,
2024-01-11,138160.53,300451.71,174229.48,73943.98,
2024-01-12,108178.88,218597.99,158927.98,56112.21,
2024-01-13,59447.20,109137.08,128451.63,42927.33,
2024-01-14,83625.50,153839.04,147709.72,71822.63,
2024-01-15,160151.89,128683.77,144321.23,50433.58,
2024-01-16,251546.44,189923.75,154891.50,69510.75,
2024-01-17,176945.67,200506.35,174125.12,77385.00,
2024-01-18,40055672.01,206387.86,156876.15,68580.59,
2024-01-19,97881.78,197675.44,138748.40,63155.41,
2024-01-20,51750.63,100030.39,126153.58,41035.00,
2024-01-21,39389.57,75420.77,122861.20,45458.86,
2024-01-22,50478.33,135506.16,114197.69,38986.05,
2024-01-23,48485.07,115757.69,95957.71,36092.22,
2024-01-24,38949.50,80355.40,89006.00,34601.32,
2024-01-25,69938.46,138540.70,124936.88,56394.43,
2024-01-26,57314.28,108948.68,124212.18,45778.00,
2024-01-27,35597.44,64046.91,83520.07,29291.95,
2024-01-28,35447.09,69898.62,82070.68,43041.76,
2024-01-29,58262.32,85842.33,90685.35,38402.72,
2024-01-30,176148.82,164765.36,193862.28,59689.78,
2024-01-31,104924555.83,147179.65,193088.43,55882.74,
2024-02-01,108299.24,138673.17,175679.01,68048.65,
2024-02-02,67863.49,107764.32,138152.69,62690.37,
2024-02-03,58032.60,83632.20,137607.08,54848.50,
2024-02-04,46254.21,73953.98,130434.34,69094.00,
2024-02-05,53087.61,99101.89,211750.68,71789.53,
2024-02-06,99411.99,177048.28,367095.38,117075.35,
2024-02-07,119706.04,226598.25,205443.48,134534.02,
2024-02-08,136544.50,281960.86,243748.93,211117.56,
2024-02-09,159171.91,327343.46,158402.46,221338.47,
2024-02-10,86366.86,189598.95,132971.17,123237.82,
2024-02-11,71872.24,158356.83,156992.34,140069.47,
2024-02-12,269517.49,243451.01,147833.18,138593.77,
2024-02-13,289037.44,218898.28,136368.87,111375.93,
2024-02-14,210657.36,183787.58,243627.00,84401.14,
2024-02-15,170160.05,239530.34,230028.13,114240.08,
2024-02-16,134948.57,194037.96,178427.61,113018.32,
2024-02-17,98240.07,131828.37,171662.93,92955.77,
2024-02-18,127497.85,154083.13,213998.34,127243.68,
2024-02-19,193993.92,243458.95,230682.93,131368.09,
2024-02-20,280891.39,313720.73,371294.04,137215.10,
2024-02-21,230455.21,317948.85,327088.40,162730.38,
2024-02-22,271965.86,330149.48,346462.76,148082.94,
2024-02-23,189601.62,288928.48,345289.05,121310.73,
2024-02-24,133889.53,196560.27,396310.80,112194.37,0.00
2024-02-25,145943.20,224772.94,370812.65,167858.08,27.70
2024-02-26,281528.12,349011.33,395022.30,146333.71,12.71
2024-02-27,400484.39,427564.22,393366.33,185887.68,343.83
2024-02-28,630731.42,688779.59,545379.68,243093.40,5953.29
2024-02-29,37661347.38,658170.52,527893.46,290921.08,320676.05
2024-03-01,477416.06,442511.72,291398.11,199654.67,424933.44
2024-03-02,395524.35,381615.92,329547.95,191275.55,230591.98
2024-03-03,439148.82,421977.23,337500.29,254320.43,225272.02
2024-03-04,564474.57,663894.47,333147.44,304075.09,354059.96
2024-03-05,846829.53,994773.43,311070.78,413083.72,289590.24
2024-03-06,465122.55,718162.70,318313.54,396102.75,275036.35
2024-03-07,117213712.97,607490.58,327137.58,348845.65,178183.86
2024-03-08,354688.55,560410.91,280053.46,274081.90,137026.83
2024-03-09,393141.98,407879.67,285766.44,244226.85,106935.85
2024-03-10,259791.86,440512.23,290224.59,352796.07,111303.40
2024-03-11,317220.97,604144.93,290639.71,327820.03,148134.05
2024-03-12,292524.01,620103.44,251981.16,285299.91,120670.33
2024-03-13,316635.20,556882.48,264464.49,308540.55,104128.49
2024-03-14,1520.02,312739.92,119846.71,3975.68,182855.03
2024-03-15,967.08,7403.44,112261.27,969.85,153604.65
2024-03-16,1800.62,4716.53,79044.76,930.38,80797.96
2024-03-17,1756.69,3801.88,68074.06,131789.58,67127.97
2024-03-18,9666.31,5491.37,60963.06,720.18,81049.55
2024-03-19,941.55,7112.88,38784.00,723.62,92079.57
2024-03-20,882.78,7984.41,39037.89,946.44,96909.22
2024-03-21,791.69,5881.64,25704.92,743.64,94115.63
2024-03-22,542.41,4750.77,18805.25,573.04,79489.43
2024-03-23,473.46,3353.37,21213.14,478.22,60235.56
2024-03-24,389.51,3495.51,19393.92,567192.17,76339.97
2024-03-25,9993912.75,5587.40,21698.68,690.42,107891.03
2024-03-26,1158.51,7928.12,29838.13,836.08,132047.25
2024-03-27,15223.50,21506.04,38810.73,17239.13,156612.63
2024-03-28,23230.33,32640.57,33852.48,38617.41,188408.99
2024-03-29,17515.95,24619.32,31848.42,23603.97,115321.77
2024-03-30,15362.51,20861.96,23458.96,27158.22,110851.85
2024-03-31,45333.83,44115.40,33506.56,1617982.25,72331.12
2024-04-01,42686.06,37261.31,29660.04,67130.55,102268.27
