Date,Arbitrum ($),OP Mainnet ($),Starknet ($),zkSync Era ($),Base ($),Manta Pacific ($),Blast ($)
2024-02-11,0.21,0.25,0.63,0.18,0.28,0.11,
2024-02-12,0.29,0.77,0.71,0.19,0.41,0.17,
2024-02-13,0.25,0.68,0.48,0.18,0.27,0.18,
2024-02-14,0.23,0.65,0.44,0.23,0.27,0.17,
2024-02-15,0.28,0.50,0.51,0.22,0.33,0.16,
2024-02-16,0.24,0.34,0.46,0.20,0.28,0.13,
2024-02-17,0.19,0.24,0.37,0.16,0.18,0.10,
2024-02-18,0.21,0.28,0.41,0.18,0.21,0.15,
2024-02-19,0.30,0.42,0.60,0.22,0.34,0.19,
2024-02-20,0.34,0.46,0.73,0.30,0.36,0.22,
2024-02-21,0.35,0.46,0.63,0.29,0.38,0.24,
2024-02-22,0.36,0.57,0.74,0.29,0.45,0.24,
2024-02-23,0.33,0.46,0.81,0.28,0.39,0.24,
2024-02-24,0.25,0.33,0.76,0.24,0.28,0.16,0.00
2024-02-25,0.27,0.36,0.82,0.22,0.32,0.16,0.00
2024-02-26,0.37,0.61,1.07,0.25,0.42,0.22,0.01
2024-02-27,0.45,0.80,1.30,0.29,0.52,0.28,0.01
2024-02-28,0.64,1.31,1.62,0.38,0.70,0.44,0.17
2024-02-29,0.58,1.33,1.80,0.41,0.73,0.39,1.77
2024-03-01,0.46,1.10,1.64,0.34,0.60,0.28,1.29
2024-03-02,0.43,0.94,1.50,0.33,0.53,0.29,0.95
2024-03-03,0.46,0.97,1.59,0.33,0.60,0.31,1.02
2024-03-04,0.73,1.38,2.07,0.40,1.01,0.51,1.48
2024-03-05,0.99,1.83,2.00,0.43,1.24,0.62,1.27
2024-03-06,0.70,1.11,1.69,0.42,1.11,0.51,1.01
2024-03-07,0.66,0.97,1.46,0.41,0.96,0.46,1.06
2024-03-08,0.62,0.91,1.37,0.37,0.89,0.42,0.78
2024-03-09,0.50,0.87,1.23,0.35,0.82,0.37,0.53
2024-03-10,0.54,0.75,1.24,0.36,0.84,0.35,0.54
2024-03-11,0.67,0.92,1.80,0.41,1.07,0.48,0.67
2024-03-12,0.62,0.88,1.61,0.39,0.87,0.40,0.58
2024-03-13,0.60,0.98,0.28,0.35,0.80,0.18,0.63
2024-03-14,0.34,0.14,0.04,0.16,0.18,0.10,0.74
2024-03-15,0.15,0.08,0.04,0.13,0.12,0.12,0.57
2024-03-16,0.09,0.08,0.03,0.10,0.10,0.09,0.39
2024-03-17,0.10,0.07,0.02,0.10,0.10,0.09,0.42
2024-03-18,0.09,0.05,0.03,0.08,0.11,0.08,0.35
2024-03-19,0.04,0.05,0.03,0.05,0.19,0.13,0.42
2024-03-20,0.02,0.08,0.03,0.05,1.02,0.13,0.42
2024-03-21,0.01,0.06,0.03,0.05,0.58,0.08,0.33
2024-03-22,0.01,0.04,0.02,0.04,0.35,0.06,0.36
2024-03-23,0.01,0.03,0.02,0.03,0.25,0.05,0.47
2024-03-24,0.01,0.05,0.02,0.03,0.59,0.04,0.22
2024-03-25,0.01,0.07,0.03,0.04,1.15,0.07,0.32
2024-03-26,0.01,0.10,0.04,0.04,1.47,0.12,0.39
2024-03-27,0.03,0.09,0.05,0.05,0.87,0.19,0.37
2024-03-28,0.02,0.10,0.09,0.05,0.39,0.07,0.40
2024-03-29,0.02,0.09,0.06,0.05,0.60,0.08,0.28
2024-03-30,0.02,0.10,0.06,0.04,0.53,0.05,0.23
2024-03-31,0.04,0.17,0.15,0.05,0.39,0.07,0.31
2024-04-01,0.04,0.18,0.14,0.05,0.42,0.06,0.28
