Date,Arbitrum ($),zkSync Era ($),OP Mainnet ($),Starknet ($),Base ($),Blast ($),Manta Pacific ($)
2023-05-03,402267.81,210711.08,317844.93,75384.80,,,
2023-05-04,354021.66,356398.59,203518.44,95186.30,,,
2023-05-05,701519.23,348149.35,277647.53,92807.75,,,
2023-05-06,710397.07,287754.68,226811.80,83708.56,,,
2023-05-07,437184.93,211548.06,174235.36,135541.65,,,
2023-05-08,496065.16,339235.66,214345.18,217454.38,,,
2023-05-09,499240.36,279209.83,172613.08,328817.18,,,
2023-05-10,479066.45,756535.55,225604.49,102008.84,,,
2023-05-11,701510.74,453739.50,238103.95,281051.46,,,
2023-05-12,297579.20,269496.69,212506.84,216757.56,,,
2023-05-13,180243.86,377198.75,122593.50,183065.66,,,
2023-05-14,182203.07,297498.94,124488.84,142271.33,,,
2023-05-15,339719.72,396510.38,164066.73,183629.69,,,
2023-05-16,233587.45,730069.94,202890.69,230504.24,,,
2023-05-17,217078.65,614463.34,206352.26,151123.23,,,
2023-05-18,213495.41,309345.88,232801.71,207726.40,,,
2023-05-19,179795.81,267599.39,127464.06,207205.87,,,
2023-05-20,155473.00,261361.65,101952.93,153790.68,,,
2023-05-21,146980.86,307763.17,111901.10,116156.50,,,
2023-05-22,204224.15,263389.48,150789.15,126915.28,,,
2023-05-23,253027.95,254165.51,208607.13,162820.79,,,
2023-05-24,255985.66,269290.66,181188.37,169137.54,,,
2023-05-25,252795.99,244160.79,149854.55,122807.93,,,
2023-05-26,198702.93,268792.02,134226.18,101215.83,,,
2023-05-27,153162.10,246330.19,103584.57,94611.48,,,
2023-05-28,171968.78,263146.59,118356.98,83499.76,,,
2023-05-29,214285.78,247129.95,150325.72,93650.23,,,
2023-05-30,264430.04,248226.88,192331.51,118075.07,,,
2023-05-31,231073.92,279331.55,177055.32,128917.31,,,
2023-06-01,183912.31,194229.49,137135.78,134589.03,,,
2023-06-02,180642.89,250719.11,132234.24,117304.38,,,
2023-06-03,206433.18,245062.08,106692.36,91873.56,,,
2023-06-04,137521.97,261734.73,95755.09,105426.62,,,
2023-06-05,226451.86,222425.36,154023.87,85771.95,,,
2023-06-06,171607.45,228189.28,80241.49,100579.94,,,
2023-06-07,131442.08,195531.31,75249.03,93975.18,,,
2023-06-08,132463.16,184379.34,68009.48,96670.36,,,
2023-06-09,128041.24,178160.18,60114.39,98860.76,,,
2023-06-10,177137.12,152483.09,106490.66,77509.76,,,
2023-06-11,112999.61,180090.65,52230.90,64938.42,,,
2023-06-12,142297.47,188249.13,55294.73,72005.12,,,
2023-06-13,120245.59,183591.46,58225.74,73896.94,,,
2023-06-14,138752.77,193191.09,91835.61,44478.93,,,
2023-06-15,118522.48,170204.42,69433.25,56344.18,273.08,,
2023-06-16,121021.16,178606.18,59565.82,52238.14,2.13,,
2023-06-17,101530.80,169148.95,44198.21,42262.15,0.26,,
2023-06-18,86945.97,149229.30,37853.61,36693.30,0.00,,
2023-06-19,113086.66,170826.06,51244.24,45084.12,0.24,,
2023-06-20,130659.63,185277.66,63544.84,43236.93,1.45,,
2023-06-21,235613.10,186105.07,90855.56,54231.26,0.19,,
2023-06-22,121839.83,157412.39,67167.70,63420.00,0.26,,
2023-06-23,127412.87,166646.59,77334.71,56776.78,0.18,,
2023-06-24,92289.18,175817.71,49901.43,40253.83,0.00,,
2023-06-25,104336.62,202473.12,51773.90,42259.85,0.00,,
2023-06-26,119362.08,208854.36,103011.74,48632.51,0.00,,
2023-06-27,138520.81,215607.26,77834.43,55106.70,0.11,,
2023-06-28,142701.52,232547.77,86694.93,56933.87,28.34,,
2023-06-29,195364.85,230979.41,119345.71,77203.30,6.68,,
2023-06-30,244209.60,233428.13,169415.62,77622.84,3.74,,
2023-07-01,111835.18,208852.58,66342.97,58914.54,0.00,,
2023-07-02,111357.10,225732.32,53081.91,48776.04,0.00,,
2023-07-03,151680.73,224683.12,73421.43,62503.46,0.00,,
2023-07-04,151280.27,261589.91,79187.24,78427.51,1.92,,
2023-07-05,223647.25,226649.79,113392.03,77240.72,2.06,,
2023-07-06,191291.62,221834.03,107358.13,54218.40,7.97,,
2023-07-07,161429.66,241991.81,79408.58,65582.01,0.34,,
2023-07-08,115563.46,253333.48,63764.90,46322.57,0.00,,
2023-07-09,106655.00,232881.23,59570.71,70779.31,0.00,,
2023-07-10,138239.96,249014.51,72427.14,81984.97,28.04,,
2023-07-11,133782.78,263100.10,72382.99,94611.69,1066.44,,
2023-07-12,152365.01,268579.06,87187.81,97044.17,547.96,,
2023-07-13,223358.27,282123.04,133097.93,112955.39,852.21,,
2023-07-14,185207.61,250925.24,135328.40,90232.51,4996.35,,
2023-07-15,101680.39,263683.78,60377.38,77380.56,6398.39,,
2023-07-16,102870.60,241457.49,57303.47,68955.83,5100.81,,
2023-07-17,142494.92,247003.09,95098.88,96447.76,3858.87,,
2023-07-18,161755.10,231052.83,107768.25,98461.63,5433.61,,
2023-07-19,146044.49,256432.44,92795.13,121789.08,7617.80,,
2023-07-20,150367.81,246642.46,100596.32,96482.95,6630.74,,
2023-07-21,140048.15,238871.02,98613.90,82262.41,7801.58,,
2023-07-22,101614.24,260296.78,82324.97,99327.79,8656.24,,
2023-07-23,109316.98,252632.55,82775.88,88782.83,7337.71,,
2023-07-24,155063.50,237351.87,214388.19,81233.64,6765.62,,
2023-07-25,136976.73,360533.12,224891.20,88751.37,6637.49,,
2023-07-26,135037.95,277975.96,201348.84,115948.25,9329.46,,
2023-07-27,143653.04,241481.25,309893.71,197141.69,8706.12,,
2023-07-28,143208.39,209746.17,167309.93,228519.41,7059.93,,
2023-07-29,97065.34,247149.98,112814.87,106541.13,13129.88,,
2023-07-30,99352.50,245164.97,106059.39,120785.94,431600.51,,
2023-07-31,125177.60,228181.31,140510.49,126673.05,343278.27,,
2023-08-01,121680.23,212317.54,141107.09,134893.32,77228.77,,
2023-08-02,117166.61,217515.52,119017.46,108800.66,70173.99,,
2023-08-03,121027.64,220039.55,126178.27,106842.35,147582.89,,
2023-08-04,107621.32,209334.89,111522.98,114028.59,93020.22,,
2023-08-05,83967.44,209310.50,75843.65,107048.35,91303.76,,
2023-08-06,81192.76,211777.22,61718.62,107681.03,89578.47,,
2023-08-07,129864.17,213675.15,193784.80,131849.43,136974.69,,
2023-08-08,130983.97,226296.91,174829.64,115851.40,127739.00,,
2023-08-09,120343.17,233335.95,105870.39,162853.98,213369.40,,
2023-08-10,115089.88,222426.85,94978.49,146132.03,242647.50,,
2023-08-11,99085.63,222969.01,74559.34,106657.20,215565.34,,
2023-08-12,68807.32,237870.69,48298.69,120045.15,128317.44,,
2023-08-13,75818.72,230871.57,48020.92,105154.93,131623.11,,
2023-08-14,102017.95,222128.60,139221.94,104448.49,157950.93,,
2023-08-15,126687.19,216487.77,307450.62,126903.56,134031.46,,
2023-08-16,130529.83,232181.06,155896.76,125130.20,106508.48,,
2023-08-17,345915.68,228598.76,223199.60,106888.92,89677.48,,
2023-08-18,115316.76,192969.76,86869.09,116061.55,76039.96,,
2023-08-19,81405.98,219684.84,49686.02,124155.48,96940.49,,
2023-08-20,76138.69,196855.85,45589.98,103789.65,131077.90,,
2023-08-21,94413.13,195733.16,66540.03,92339.46,238181.68,,
2023-08-22,124247.77,193244.65,88448.17,97155.74,181650.00,,
2023-08-23,99655.42,218468.29,68760.51,129236.50,117771.73,,
2023-08-24,85413.11,214855.85,59532.45,136531.36,104247.74,,
2023-08-25,157135.91,180244.57,56553.35,122523.22,181365.73,,
2023-08-26,65928.59,219190.93,31013.67,121043.09,206255.90,,
2023-08-27,53488.29,207195.26,33684.76,110687.77,118625.59,,
2023-08-28,86192.64,177446.05,120226.80,133458.33,126926.71,,
2023-08-29,154817.33,205880.11,142524.54,193814.94,132445.88,,
2023-08-30,87606.69,193268.07,68511.22,201576.45,109483.60,,
2023-08-31,105039.59,206425.27,77975.33,195079.09,130360.76,,
2023-09-01,81103.68,164954.45,517457.15,135839.83,87222.67,,
2023-09-02,55295.30,177326.46,33268.89,145760.43,58386.34,,
2023-09-03,48173.91,180832.61,27699.51,154804.68,49274.95,,
2023-09-04,61426.18,165223.03,39141.22,125532.58,50538.06,,
2023-09-05,82324.97,174353.88,46553.13,139153.29,55879.27,,
2023-09-06,80104.11,164128.54,55331.88,146965.34,53709.63,,
2023-09-07,72178.16,174624.41,51646.43,154531.73,54016.73,,
2023-09-08,61971.13,177566.33,40334.82,147552.90,54714.38,,
2023-09-09,44844.51,186477.74,31651.53,146676.27,48694.11,,1.56
2023-09-10,47373.22,178361.34,33935.85,131970.34,55881.23,,0.00
2023-09-11,84142.18,168079.39,98815.43,121497.37,70770.74,,208.68
2023-09-12,66864.43,164751.31,62267.74,135106.17,71912.71,,274.62
2023-09-13,73643.90,152586.19,47097.52,133251.27,128736.70,,4465.09
2023-09-14,65428.82,178157.64,45651.25,144842.30,189024.12,,850.37
2023-09-15,40830.20,172193.99,129449.83,141980.14,153520.73,,502.26
2023-09-16,32473.73,177970.93,134478.85,130061.19,104632.46,,174.39
2023-09-17,30797.72,172631.08,86634.07,127976.42,63855.81,,160.39
2023-09-18,45726.44,172225.59,92261.10,106074.12,152967.00,,770.00
2023-09-19,42844.53,186136.69,61492.93,116311.79,81818.22,,389.38
2023-09-20,49603.96,178448.15,56746.02,110292.58,73276.25,,264.35
2023-09-21,103211.56,170663.36,94459.05,115843.44,72381.19,,261.32
2023-09-22,53508.91,161575.26,54045.41,96889.84,56030.87,,319.81
2023-09-23,41560.72,158983.11,45735.66,84546.31,44715.29,,190.30
2023-09-24,43680.14,158310.64,41824.92,84462.27,42359.08,,517.88
2023-09-25,60101.57,156813.22,81832.87,92794.17,54062.97,,406.96
2023-09-26,72504.40,158873.01,75269.14,98151.91,93764.33,,339.60
2023-09-27,95094.27,165526.48,52934.60,101568.74,82203.35,,568.73
2023-09-28,104363.94,161912.08,58326.62,103341.35,79875.11,,685.43
2023-09-29,95802.93,151544.92,48985.39,97004.04,49267.74,,1644.25
2023-09-30,95310.97,158671.05,39906.43,97199.68,53043.61,,2117.63
2023-10-01,117185.48,138217.85,42962.85,80135.33,62003.72,,2352.75
2023-10-02,100225.58,130175.64,53347.24,89096.37,135977.22,,3068.02
2023-10-03,77298.98,137204.63,35464.08,93221.36,56410.45,,3479.69
2023-10-04,67373.49,132790.05,35042.69,100611.54,50746.51,,6112.61
2023-10-05,64734.26,129026.68,30223.20,72448.52,95603.07,,3876.34
2023-10-06,65286.80,138910.86,30172.33,75245.76,35322.06,,2988.08
2023-10-07,45728.63,142760.10,21339.59,69352.53,28325.63,,2334.34
2023-10-08,41563.27,144572.33,23416.76,65937.61,28800.75,,1953.28
2023-10-09,57136.52,135630.00,52775.23,68795.04,38024.25,,3439.73
2023-10-10,50976.82,136341.78,42178.82,70213.83,40401.53,,4762.45
2023-10-11,49878.58,132100.13,33750.35,68690.37,25295.15,,4542.60
2023-10-12,46989.83,126146.06,34066.00,59020.22,23206.29,,3919.96
2023-10-13,39435.69,127492.69,28900.54,59494.87,18879.80,,4324.65
2023-10-14,26921.37,125336.11,17228.80,49953.27,17289.46,,2376.78
2023-10-15,28945.11,117943.18,18120.71,53269.33,19197.48,,2140.93
2023-10-16,101918.68,135908.39,53584.45,64068.36,34729.96,,7039.46
2023-10-17,49227.13,135785.06,29050.85,66174.45,26839.19,,10301.88
2023-10-18,51598.34,132552.62,25191.08,68882.61,28287.42,,8689.49
2023-10-19,50783.61,120514.97,24971.49,64017.44,33880.49,,6124.09
2023-10-20,65638.77,125907.49,36277.60,76467.72,31666.32,,5499.33
2023-10-21,48999.98,133782.99,33352.93,73395.87,24268.55,,4792.73
2023-10-22,49370.71,132795.75,27013.63,74929.63,26088.91,,4497.96
2023-10-23,159507.80,147757.70,159762.00,85619.10,43248.16,,9150.37
2023-10-24,175308.37,137332.36,109141.54,78901.37,57470.61,,14679.32
2023-10-25,132699.98,161117.84,81411.34,106571.54,49192.33,,15929.69
2023-10-26,143113.27,146250.48,72188.58,89399.03,49917.57,,16909.89
2023-10-27,108080.26,145160.34,171894.81,109778.43,45623.66,,13034.62
2023-10-28,72925.14,154385.12,38832.13,119280.02,38821.34,,8585.01
2023-10-29,67927.27,158620.59,35711.83,126630.37,30267.30,,8376.68
2023-10-30,103476.95,158832.42,47096.76,119634.99,42236.80,,11946.14
2023-10-31,125718.18,156871.35,68460.49,148260.03,53509.37,,9734.11
2023-11-01,168411.59,148191.47,70046.48,129987.91,55200.55,,11815.28
2023-11-02,149331.03,137956.79,71494.03,130972.75,47683.04,,14567.55
2023-11-03,138202.23,152374.39,56864.35,138516.25,37824.42,,11733.68
2023-11-04,115876.88,177649.84,45476.37,169651.55,32773.36,,10539.11
2023-11-05,119734.18,181930.45,63972.47,185649.97,38761.55,,8811.71
2023-11-06,155349.14,154401.74,168754.39,145367.92,46375.57,,18560.29
2023-11-07,172319.60,162997.34,117382.68,151825.62,43846.90,,21360.74
2023-11-08,184654.90,168087.53,111140.05,177101.91,57093.44,,24304.45
2023-11-09,438627.24,172457.02,264640.01,186349.60,87565.62,,36520.17
2023-11-10,238291.71,132643.98,126150.81,94973.63,57342.74,,27003.26
2023-11-11,189249.04,194034.70,100811.81,161004.53,46061.64,,19914.10
2023-11-12,158627.58,215065.49,85808.52,208444.18,43494.34,,24065.37
2023-11-13,264912.89,164826.54,141893.78,140234.87,60296.53,,39538.28
2023-11-14,239715.79,172503.90,113961.18,191853.40,51573.27,,34130.82
2023-11-15,214114.70,178337.89,100685.12,222589.67,51256.67,,49779.69
2023-11-16,220958.33,151324.80,122672.60,206521.68,62738.72,,35977.94
2023-11-17,194108.36,211459.39,107138.92,251788.83,47542.17,,26159.92
2023-11-18,126768.88,211438.69,62906.05,279773.75,47710.01,,11253.91
2023-11-19,113625.58,217036.54,58873.42,273492.87,57226.06,,7524.55
2023-11-20,196279.46,157205.20,212526.28,161720.40,66772.00,,9469.70
2023-11-21,262575.31,164297.71,166500.08,164847.08,67265.32,,9128.41
2023-11-22,249113.93,167018.06,131374.35,192934.46,70419.51,,17897.05
2023-11-23,210321.00,184170.00,94369.28,209549.41,59690.29,,33258.76
2023-11-24,195410.83,199700.19,88276.60,256252.82,49300.30,,25942.14
2023-11-25,293313.52,270569.89,56862.53,379145.50,41887.96,,24431.48
2023-11-26,162783.98,257263.03,62367.91,394576.90,44518.35,,81346.26
2023-11-27,199144.40,191149.36,75785.34,285332.96,54162.67,,39333.59
2023-11-28,204000.17,186936.15,84288.05,227567.86,54801.07,,26359.58
2023-11-29,189518.90,183770.94,79941.98,241696.30,54024.58,,16969.66
2023-11-30,196481.56,221894.33,104891.33,315090.48,68377.88,,21298.05
2023-12-01,199032.99,165826.32,102169.85,254457.99,62575.05,,29775.37
2023-12-02,182333.10,228400.99,91519.46,226231.82,64093.43,,41240.28
2023-12-03,174065.19,306209.12,84551.79,219449.86,59307.29,,36522.60
2023-12-04,316122.84,224649.53,288427.05,138009.82,79391.36,,50167.88
2023-12-05,346619.10,360151.56,250642.01,102746.10,109172.74,,47793.30
2023-12-06,312096.46,347415.40,175416.98,107910.46,89395.44,,50923.14
2023-12-07,341561.81,268436.49,175535.65,180867.38,93593.03,,51671.70
2023-12-08,278862.72,260691.21,143244.59,149288.79,77604.38,,26143.85
2023-12-09,242756.53,289145.83,141799.53,184313.73,76862.47,,27390.39
2023-12-10,197518.99,321076.20,121621.72,157405.07,80565.42,,28046.92
2023-12-11,375345.85,235672.83,199596.20,139880.22,82929.48,,22307.55
2023-12-12,306630.21,206764.47,135354.20,150718.38,91472.77,,18237.57
2023-12-13,306071.51,200711.19,142811.38,116972.78,93032.27,,24197.95
2023-12-14,262055.64,178362.36,127255.75,96350.35,109224.35,,27885.34
2023-12-15,2110360.88,170622.63,151717.67,88947.35,95786.91,,17991.59
2023-12-16,1174034.99,747358.34,137296.00,91886.96,92982.02,,20928.92
2023-12-17,196425.81,392892.64,122359.82,91804.06,81404.76,,21799.19
2023-12-18,684454.03,187649.15,377922.10,101525.66,96796.11,,21208.18
2023-12-19,459799.07,192131.23,304754.12,168485.45,87095.68,,11041.07
2023-12-20,361122.73,305872.92,207215.10,211525.86,87649.63,,12850.18
2023-12-21,307016.96,215792.20,197641.21,85672.97,89843.83,,14501.87
2023-12-22,389222.52,211321.24,174360.32,111372.72,89396.86,,164326.43
2023-12-23,206254.74,205020.38,106768.18,77086.29,99899.39,,105700.58
2023-12-24,175228.49,188872.52,101634.83,64993.77,57407.17,,98508.41
2023-12-25,162169.54,154425.06,78697.12,68018.23,57116.77,,76949.85
2023-12-26,182604.27,210911.18,99334.64,72048.36,60028.68,,76437.93
2023-12-27,326597.25,257436.78,141361.85,93663.28,77365.60,,70015.76
2023-12-28,322244.82,228536.93,132921.22,106035.46,76241.83,,100261.63
2023-12-29,235842.74,206818.10,97137.12,100356.30,61897.40,,74576.67
2023-12-30,179507.43,192083.27,77315.85,70216.87,61350.49,,45587.18
2023-12-31,157536.00,178018.42,75708.11,57873.90,47333.58,,42383.00
2024-01-01,153479.68,142902.55,134039.60,43654.36,39829.07,,31584.06
2024-01-02,230700.84,175437.45,196992.95,58822.31,54679.37,,34249.16
2024-01-03,679541.73,184586.62,257528.86,60062.12,81648.30,,36347.27
2024-01-04,263839.75,201007.14,95459.62,127971.54,61258.73,,28230.68
2024-01-05,209675.26,168575.09,86600.97,82611.39,49517.91,,155608.23
2024-01-06,148318.88,155242.85,70826.70,64547.84,45324.35,,95217.21
2024-01-07,199249.20,180421.31,95343.49,64434.85,58750.23,,51782.16
2024-01-08,251372.79,199247.23,105742.86,64831.41,72597.35,,44985.14
2024-01-09,366173.23,178503.82,126032.19,63720.33,64831.38,,35869.75
2024-01-10,486049.37,205905.45,198670.67,69509.04,110624.54,,41804.69
2024-01-11,399167.58,217353.00,165822.49,72280.14,91121.95,,42865.80
2024-01-12,329405.51,206847.62,142839.77,55818.83,70798.98,,38940.04
2024-01-13,169096.34,177797.30,76500.79,52707.61,53942.43,,34428.10
2024-01-14,210375.00,189809.55,114198.25,49011.11,71177.66,,38253.17
2024-01-15,190865.33,187843.54,186022.68,50657.28,60332.04,,56328.58
2024-01-16,254848.25,208500.85,267327.61,64793.10,76276.53,,40368.87
2024-01-17,262565.57,269252.04,194422.53,61406.35,102770.69,,54643.84
2024-01-18,278591.00,236909.86,131991.09,60257.06,87432.09,,212226.99
2024-01-19,273085.76,216524.02,116140.14,57826.40,75408.51,,326955.39
2024-01-20,163568.22,202300.58,68270.43,55110.52,59540.37,,33458.20
2024-01-21,134309.62,202083.96,65814.98,47580.23,51657.86,,20828.83
2024-01-22,216603.27,178999.97,67917.71,43960.33,58560.01,,29317.53
2024-01-23,197175.09,156794.00,67486.04,46435.69,52776.37,,18723.35
2024-01-24,148760.45,154815.03,56982.27,43766.18,51171.13,,17471.11
2024-01-25,201871.59,205956.65,102343.11,39345.32,100175.38,,17415.09
2024-01-26,169710.30,181153.57,81139.36,41432.60,65404.19,,15236.84
2024-01-27,114645.16,138842.08,47950.52,35536.82,38403.88,,15538.65
2024-01-28,131161.04,139692.70,64977.45,33665.37,42178.66,,13173.41
2024-01-29,152783.71,141228.39,74153.66,37858.75,51414.58,,13402.47
2024-01-30,236581.03,259521.14,195349.40,54954.31,71277.75,,18592.93
2024-01-31,215763.20,267829.36,209270.21,61965.34,62830.03,,16991.33
2024-02-01,198099.33,239858.77,113443.73,49357.77,80938.10,,13485.48
2024-02-02,160861.47,197077.28,76988.31,45986.44,75804.58,,9626.59
2024-02-03,132037.22,195956.32,62534.81,38499.01,71364.51,,7030.06
2024-02-04,123644.43,191506.04,64872.58,38537.58,84150.70,,7083.44
2024-02-05,155519.59,232627.55,61578.82,36335.38,116841.55,,7214.82
2024-02-06,235296.78,193076.30,105704.57,52506.69,149354.51,,9725.74
2024-02-07,291854.52,231853.26,121642.91,59086.18,191814.63,,13586.77
2024-02-08,339008.45,267655.24,135683.76,65810.53,264065.47,,19004.44
2024-02-09,384684.67,160406.34,156683.37,65026.36,259402.92,,23684.28
2024-02-10,242277.52,168481.18,89558.48,65098.40,159125.40,,13616.11
2024-02-11,220159.10,201480.80,113182.14,67062.14,141696.49,,10011.31
2024-02-12,321224.16,179183.60,264047.80,99604.83,185706.01,,10446.99
2024-02-13,300202.51,172926.31,269827.59,141402.83,135839.95,,9338.01
2024-02-14,259734.13,296460.10,240757.33,152532.08,106496.19,,9425.11
2024-02-15,320920.79,270135.36,179737.32,117271.26,133087.80,,8671.18
2024-02-16,267950.15,234263.70,130269.58,82623.96,140986.22,,7356.16
2024-02-17,198986.53,243248.48,97008.35,64205.89,116591.42,,4886.82
2024-02-18,227206.36,288572.60,138289.42,67292.14,118599.96,,9095.03
2024-02-19,323499.50,285851.26,180980.70,87959.92,157729.22,,10729.93
2024-02-20,406263.05,419207.62,223313.44,773825.07,154448.52,,12085.66
2024-02-21,400555.15,385657.45,221094.90,605356.04,182400.40,,12990.37
2024-02-22,408874.99,399410.69,265758.83,467715.92,178327.38,,12496.08
2024-02-23,361696.03,416082.36,198418.74,338877.40,144226.29,,11507.89
2024-02-24,268170.19,494480.29,142758.97,231271.96,136897.65,0.00,8115.32
2024-02-25,309552.31,497762.46,185478.93,226219.78,168624.14,27.70,7838.58
2024-02-26,447390.78,478467.34,279729.30,222180.16,181915.79,334.21,10130.72
2024-02-27,523547.50,472923.02,385850.72,221569.91,234420.87,385.00,13304.54
2024-02-28,882030.25,624414.13,666586.00,265188.40,324911.50,7586.05,24961.68
2024-02-29,767798.06,589155.31,675525.80,230141.34,353268.96,771817.92,18774.40
2024-03-01,530080.47,367199.63,472485.95,158640.42,250876.86,1106739.24,10607.80
2024-03-02,466298.72,419072.60,398735.69,151623.07,236510.08,525372.37,11688.18
2024-03-03,523769.22,422528.40,456945.49,189543.41,268120.54,528397.36,12542.71
2024-03-04,760908.43,372411.46,551654.39,166322.31,388601.38,702952.55,19949.90
2024-03-05,1265793.81,354381.99,889374.51,323722.66,572964.10,457390.06,27525.68
2024-03-06,809062.74,389251.55,493972.79,305407.36,579971.75,463620.16,21165.73
2024-03-07,713188.18,419495.54,403696.66,243393.64,491491.56,330166.81,21624.13
2024-03-08,670253.19,370227.83,367449.32,232499.02,393170.58,214936.13,22440.85
2024-03-09,482715.76,376970.67,389028.39,212123.62,365422.91,129684.09,15707.45
2024-03-10,523747.63,381911.36,348664.44,163879.91,393087.92,132709.91,14123.82
2024-03-11,716381.93,356533.94,350598.42,161295.83,489043.42,164952.05,22290.03
2024-03-12,732457.77,364611.39,326784.89,132137.62,394723.66,141135.26,24539.95
2024-03-13,653835.52,315111.14,339913.11,61687.73,459811.07,131941.37,13440.26
2024-03-14,450499.56,188801.70,76917.89,21510.20,215795.41,227359.72,7304.89
2024-03-15,250070.02,158351.64,58138.27,12959.61,162923.22,188234.65,9000.43
2024-03-16,136606.84,123757.99,52504.85,7257.43,218379.53,102615.26,6391.80
2024-03-17,126898.04,123924.23,169469.31,5412.39,111460.09,114760.92,5967.47
2024-03-18,138390.64,95430.83,32237.26,6388.59,135721.98,91883.23,5682.79
2024-03-19,84150.66,58701.49,41357.59,7433.08,228344.70,114456.45,8446.87
2024-03-20,44503.65,65074.67,64240.96,6757.11,1680351.20,121784.27,8877.62
2024-03-21,20724.96,57134.23,37012.06,5843.88,817288.86,122066.42,7249.33
2024-03-22,20012.22,49708.15,28721.50,3852.16,463927.81,137132.67,3867.40
2024-03-23,15584.20,47356.45,18477.30,2318.71,331037.61,189203.18,2762.04
2024-03-24,17382.41,48359.51,595401.07,1849.93,874155.07,90879.74,2104.04
2024-03-25,23214.45,52918.31,48620.34,3380.77,1774871.64,145172.66,4426.50
2024-03-26,29836.85,55984.36,81269.59,3773.94,2390525.57,200025.54,14817.86
2024-03-27,66842.49,65266.99,87667.96,5411.95,1462531.46,184000.02,21283.28
2024-03-28,50050.96,67741.59,96373.31,8035.50,850057.27,230133.36,5761.62
2024-03-29,43414.19,55922.68,80608.25,5228.56,1376129.30,147546.32,5940.90
2024-03-30,36452.57,48671.94,88787.89,4730.74,1270123.96,101949.08,3009.25
2024-03-31,56839.00,63562.30,1667229.78,8987.20,875260.60,125807.29,4504.35
2024-04-01,71569.31,52813.33,118829.32,8784.21,980258.74,123120.07,3584.45
