Date,Arbitrum ($),OP Mainnet ($),Stacks ($),Mantle ($),Starknet ($),Manta Pacific ($),Metis ($),Boba Network ($),ZKFair ($)
2021-10-22,,,62872143.11,,,,4536514.20,,
2021-10-23,,,39314382.88,,,,3467954.86,,
2021-10-24,,,43353742.62,,,,2333405.35,,
2021-10-25,,,74306636.24,,,,12979888.84,,
2021-10-26,,,36801107.14,,,,13775435.37,,
2021-10-27,,,40436362.83,,,,14895003.38,,
2021-10-28,,,68321318.79,,,,14270738.29,,
2021-10-29,,,56952958.52,,,,15790732.11,,
2021-10-30,,,25995683.16,,,,16159342.19,,
2021-10-31,,,25508041.00,,,,12812680.12,,
2021-11-01,,,84460545.04,,,,13578683.86,,
2021-11-02,,,219728026.82,,,,12705390.60,,
2021-11-03,,,94900054.88,,,,15644150.41,,
2021-11-04,,,131095375.63,,,,17929903.23,,
2021-11-05,,,26724370.70,,,,16895114.79,,
2021-11-06,,,39970684.05,,,,15355962.58,,
2021-11-07,,,27991477.07,,,,17584986.06,,
2021-11-08,,,73928746.98,,,,42079106.20,,
2021-11-09,,,121036523.19,,,,28340958.95,,
2021-11-10,,,46321270.74,,,,19310755.45,,
2021-11-11,,,51268549.70,,,,11907693.40,,
2021-11-12,,,50065477.56,,,,21073404.71,,
2021-11-13,,,70317201.58,,,,22295619.74,,
2021-11-14,,,46430530.68,,,,16954601.15,,
2021-11-15,,,38968162.45,,,,23746301.53,,
2021-11-16,,,56006680.17,,,,26254279.53,,
2021-11-17,,,46266358.45,,,,14915361.69,,
2021-11-18,,,29888945.92,,,,25013815.04,,
2021-11-19,,,32587941.09,,,,20365068.70,0.00,
2021-11-20,,,24635848.10,,,,28958520.17,0.00,
2021-11-21,,,18038386.37,,,,20283068.41,5557578.38,
2021-11-22,,,31298684.92,,,,13485278.46,4063682.64,
2021-11-23,,,40072677.77,,,,5578351.34,5727577.48,
2021-11-24,,,27172808.15,,,,6218478.77,4837281.79,
2021-11-25,,,22973972.02,,,,5984527.53,6513613.81,
2021-11-26,,,33936622.66,,,,6312374.26,7880324.17,
2021-11-27,,,34822493.70,,,,3403839.04,7073261.86,
2021-11-28,,,21726099.68,,,,7673829.70,3037846.60,
2021-11-29,,,24900219.81,,,,7239592.62,3880201.98,
2021-11-30,,,63283594.26,,,,5722446.53,4924426.45,
2021-12-01,,,186779770.21,,,,3199277.20,4860904.72,
2021-12-02,,,971806950.18,,,,8681202.88,21729565.96,
2021-12-03,,,61930050.57,,,,4796979.24,19198917.75,
2021-12-04,,,237625379.07,,,,5059112.30,14966779.51,
2021-12-05,,,70211501.15,,,,5204324.21,31745658.21,
2021-12-06,,,30354923.71,,,,1792203.41,8136037.99,
2021-12-07,,,68126817.64,,,,7402681.45,9667654.79,
2021-12-08,,,44943150.52,,,,5753288.46,5260056.75,
2021-12-09,,,32106733.17,,,,6137644.42,4900801.59,
2021-12-10,,,32903207.74,,,,4084418.14,5484144.40,
2021-12-11,,,29386199.87,,,,1742171.80,14928906.70,
2021-12-12,,,18297991.98,,,,2080639.57,8534489.17,
2021-12-13,,,19299417.51,,,,2984958.33,8196721.56,
2021-12-14,,,21181572.64,,,,3132853.48,7797528.29,
2021-12-15,,,28152972.65,,,,6995620.79,7305066.14,
2021-12-16,,,130215343.03,,,,5683478.85,5097090.57,
2021-12-17,,,105353020.51,,,,3079095.38,4067741.17,
2021-12-18,,,85273851.69,,,,3890136.35,2776393.16,
2021-12-19,,,47886397.01,,,,6933155.29,1906144.27,
2021-12-20,,,51425034.45,,,,4047128.16,3134449.14,
2021-12-21,,,52582373.02,,,,1423337.80,6237207.79,
2021-12-22,,,46986655.26,,,,5520551.04,8725369.64,
2021-12-23,,,62877746.77,,,,2973064.00,4226812.77,
2021-12-24,,,87685726.50,,,,3501702.72,11470125.30,
2021-12-25,,,70705922.04,,,,4157348.83,5500300.62,
2021-12-26,,,43183259.09,,,,27259443.37,2253080.62,
2021-12-27,,,46496443.83,,,,76265954.47,3410067.52,
2021-12-28,,,189451846.83,,,,75199864.77,6667556.71,
2021-12-29,,,211066769.02,,,,35350114.79,10231946.54,
2021-12-30,,,133882038.27,,,,65443831.15,6536890.70,
2021-12-31,,,83667244.58,,,,118910666.08,26861195.50,
2022-01-01,,,64484405.73,,,,73605422.35,5333347.96,
2022-01-02,,,48251268.93,,,,27259661.87,4549265.95,
2022-01-03,,,115635253.00,,,,34414781.47,8944519.40,
2022-01-04,,,77848953.32,,,,28989157.44,6650640.48,
2022-01-05,,,97815456.16,,,,27819947.18,11123472.66,
2022-01-06,,,167511082.16,,,,54516357.50,15257109.10,
2022-01-07,,,122507528.58,,,,75436982.89,5655884.16,
2022-01-08,,,103295919.00,,,,56412049.04,13918705.31,
2022-01-09,,,58945268.81,,,,50621629.11,2686611.84,
2022-01-10,,,40126503.73,,,,71915556.07,2267443.31,
2022-01-11,,,91926086.62,,,,101243441.56,9737744.33,
2022-01-12,,,69575122.70,,,,44563206.29,10741369.61,
2022-01-13,,,63687841.99,,,,46701722.41,3687635.22,
2022-01-14,,,55893509.14,,,,44619146.27,2716405.46,
2022-01-15,,,56061263.55,,,,81170543.77,9574761.41,
2022-01-16,,,46339023.31,,,,72914481.77,2723851.90,
2022-01-17,,,26658048.82,,,,79656280.53,2532055.49,
2022-01-18,,,57835374.35,,,,109861294.83,3151542.69,
2022-01-19,,,430492095.97,,,,74082354.20,1762688.02,
2022-01-20,,,298880384.46,,,,59520717.41,5776263.41,
2022-01-21,,,136180209.62,,,,68540996.70,9369555.93,
2022-01-22,,,118279477.95,,,,123488026.99,8159393.69,
2022-01-23,,,122937569.95,,,,101437527.89,4333994.93,
2022-01-24,,,69259835.72,,,,53238476.49,5123830.50,
2022-01-25,,,99794950.20,,,,61874295.56,13681895.70,
2022-01-26,,,64020541.42,,,,29938691.99,2509772.46,
2022-01-27,,,92131057.78,,,,48669278.06,2821918.65,
2022-01-28,,,48290317.73,,,,32891599.68,1718523.22,
2022-01-29,,,47318710.51,,,,28358545.95,1331957.08,
2022-01-30,,,61034679.20,,,,20550847.56,1125870.67,
2022-01-31,,,37843237.06,,,,22576588.06,1149490.13,
2022-02-01,,,43892997.64,,,,36934298.22,2489772.36,
2022-02-02,,,27650130.36,,,,17546777.12,2135541.14,
2022-02-03,,,34626441.89,,,,23040188.61,3147948.47,
2022-02-04,,,31237685.11,,,,17004768.47,1372355.80,
2022-02-05,,,34112192.37,,,,28166701.87,1844102.16,
2022-02-06,,,47528423.72,,,,25824836.08,1737623.00,
2022-02-07,,,54437647.63,,,,22167212.19,850529.01,
2022-02-08,,,56548138.92,,,,52426806.65,2796608.41,
2022-02-09,,,70974883.61,,,,32506349.15,3429567.98,
2022-02-10,,,43925260.51,,,,24106116.22,3106295.46,
2022-02-11,,,67742532.04,,,,42071258.82,3662407.31,
2022-02-12,,,32703900.39,,,,28874242.56,2860600.13,
2022-02-13,,,35590924.72,,,,29662765.49,1601235.56,
2022-02-14,,,25896256.51,,,,94121802.09,1535022.59,
2022-02-15,,,26985209.69,,,,35550495.45,1553376.89,
2022-02-16,,,34360005.36,,,,42585573.92,2161030.61,
2022-02-17,,,28059607.61,,,,37956468.84,6116153.23,
2022-02-18,,,31709330.40,,,,42931029.47,4506999.81,
2022-02-19,,,24336693.18,,,,29895997.05,1832175.94,
2022-02-20,,,15873310.30,,,,17682649.69,957520.30,
2022-02-21,,,17518193.24,,,,24996818.84,975234.60,
2022-02-22,,,26514588.16,,,,37983842.58,1533464.15,
2022-02-23,,,27539178.64,,,,35464381.68,1141177.75,
2022-02-24,,,23634713.42,,,,26520951.76,900009.32,
2022-02-25,,,43299617.05,,,,54399998.27,1991565.97,
2022-02-26,,,24678010.60,,,,23666121.98,1512587.36,
2022-02-27,,,20454714.91,,,,29436525.85,926020.96,
2022-02-28,,,21110873.00,,,,39080999.76,1580051.59,
2022-03-01,,,28920016.49,,,,75342759.21,2634458.69,
2022-03-02,,,28749468.55,,,,56524950.60,6301188.25,
2022-03-03,,,22799173.62,,,,82603000.59,2575043.63,
2022-03-04,,,20496910.50,,,,72088336.64,3290647.50,
2022-03-05,,,17592611.79,,,,60004157.27,4285340.78,
2022-03-06,,,9517440.97,,,,39664179.84,1305277.90,
2022-03-07,,,13044786.75,,,,65999692.15,1739276.53,
2022-03-08,,,14797867.26,,,,98967422.15,2604909.86,
2022-03-09,,,10927458.11,,,,57076391.63,2830246.20,
2022-03-10,,,14754131.03,,,,89812567.77,2924362.93,
2022-03-11,,,471846511.70,,,,69880519.40,1833306.61,
2022-03-12,,,488151984.70,,,,79701519.07,1625675.15,
2022-03-13,,,100699444.71,,,,84886134.14,764807.59,
2022-03-14,,,56634952.47,,,,76640930.45,1153333.84,
2022-03-15,,,64453034.26,,,,44077903.13,6300070.36,
2022-03-16,,,35316402.89,,,,53166544.29,5289064.52,
2022-03-17,,,44588325.81,,,,43400269.69,4671607.59,
2022-03-18,,,24240067.94,,,,32680167.25,7484121.22,
2022-03-19,,,44921367.81,,,,31426814.58,9975623.25,
2022-03-20,,,34764122.49,,,,23360175.31,6080591.39,
2022-03-21,,,21097985.58,,,,19206440.70,10841178.59,
2022-03-22,,,48265402.35,,,,25033717.42,5068755.41,
2022-03-23,,,27466720.80,,,,34371833.39,4412155.89,
2022-03-24,,,66225366.37,,,,25557723.58,4506627.77,
2022-03-25,,,37686697.13,,,,31664617.83,3978636.97,
2022-03-26,,,47044935.19,,,,32252016.50,4081607.67,
2022-03-27,,,28919154.48,,,,16871697.67,3021028.44,
2022-03-28,,,65107382.97,,,,29549180.58,4517219.34,
2022-03-29,,,60249394.92,,,,30528025.20,6924187.28,
2022-03-30,,,60084605.12,,,,31390561.67,4368714.24,
2022-03-31,,,80376281.25,,,,33979197.34,5198907.30,
2022-04-01,,,69905382.64,,,,29884061.31,8420464.71,
2022-04-02,,,33571022.25,,,,21838262.32,8191996.59,
2022-04-03,,,65941614.08,,,,23738111.40,3686088.15,
2022-04-04,,,61127281.86,,,,17422222.54,3142394.32,
2022-04-05,,,35145585.95,,,,16689531.73,3018362.36,
2022-04-06,,,22153718.66,,,,17338810.63,15699143.48,
2022-04-07,,,39520932.47,,,,23418089.75,25091780.13,
2022-04-08,,,19453892.50,,,,46714552.65,7289188.39,
2022-04-09,,,20173532.85,,,,32174708.38,7538349.00,
2022-04-10,,,29149769.31,,,,14607504.45,2901404.30,
2022-04-11,,,13207721.45,,,,9696633.32,4448140.11,
2022-04-12,,,20395075.89,,,,21627261.25,6520544.62,
2022-04-13,,,18309006.01,,,,26587340.42,3438130.62,
2022-04-14,,,18927970.44,,,,16399916.85,3705745.06,
2022-04-15,,,29426747.61,,,,12218122.13,8040612.59,
2022-04-16,,,13305255.53,,,,10699253.44,2539563.91,
2022-04-17,,,7779465.71,,,,8051380.64,1746761.23,
2022-04-18,,,9293231.64,,,,8359126.89,1264321.04,
2022-04-19,,,180583445.81,,,,16281521.32,4900437.05,
2022-04-20,,,44293517.04,,,,26342042.59,2502903.42,
2022-04-21,,,22812940.93,,,,14786361.71,3731518.03,
2022-04-22,,,20983885.61,,,,14105571.91,3338218.05,
2022-04-23,,,17750825.07,,,,13336330.33,3529723.13,
2022-04-24,,,9903852.14,,,,13956041.94,2930827.60,
2022-04-25,,,47675734.00,,,,12880007.60,2152381.71,
2022-04-26,,,26666691.46,,,,17230724.84,3347173.43,
2022-04-27,,,16720716.36,,,,11813883.35,4035529.39,
2022-04-28,,,14793483.40,,,,9937740.34,2117413.84,
2022-04-29,,,17328691.24,,,,10933178.26,2018228.89,
2022-04-30,,,57000298.26,,,,11969655.89,3594699.80,
2022-05-01,,,13498458.87,,,,11662058.67,3638172.89,
2022-05-02,,,16437595.96,,,,18312270.26,2054240.46,
2022-05-03,,,23540827.86,,,,8883120.12,5077908.11,
2022-05-04,,,8831158.20,,,,6903967.11,3320217.95,
2022-05-05,,,18517389.89,,,,16978294.36,2981431.55,
2022-05-06,,,25301475.88,,,,20700341.90,2968791.03,
2022-05-07,,,16999697.79,,,,9307996.64,2924314.45,
2022-05-08,,,9923445.12,,,,6718989.60,2045164.25,
2022-05-09,,,18186050.79,,,,13955729.93,4147123.68,
2022-05-10,,,30403688.93,,,,11133728.59,4004748.29,
2022-05-11,,,28433191.41,,,,12161208.35,3120973.45,
2022-05-12,,,45340003.48,,,,17453629.66,4973789.68,
2022-05-13,,,26508620.83,,,,18875452.72,3243604.70,
2022-05-14,,,24369819.90,,,,25693754.07,3359268.48,
2022-05-15,,,13649953.40,,,,16238205.45,2124683.85,
2022-05-16,,,22708763.31,,,,15689853.30,1334736.10,
2022-05-17,,,10654301.32,,,,16116169.59,1139838.99,
2022-05-18,,,11311576.47,,,,11965380.01,949620.96,
2022-05-19,,,11448320.53,,,,11175206.43,1226796.52,
2022-05-20,,,13803728.36,,,,9570737.45,1977436.06,
2022-05-21,,,11778755.00,,,,8637651.77,980414.45,
2022-05-22,,,8982127.53,,,,5346145.38,851784.98,
2022-05-23,,,16886475.90,,,,5621091.12,1308395.93,
2022-05-24,,,33662236.98,,,,9603375.49,1710584.40,
2022-05-25,,,38632491.92,,,,5406365.13,2706284.38,
2022-05-26,,,35403595.66,,,,4307017.42,2346019.02,
2022-05-27,,,17870469.16,,,,6149962.12,2860979.02,
2022-05-28,,,18931820.83,,,,12038853.82,3136767.07,
2022-05-29,,,6181761.93,,,,5235764.43,3322439.88,
2022-05-30,,,6969517.17,,,,6040471.61,3350220.10,
2022-05-31,,91505722.35,12415914.09,,,,7761215.24,4167178.44,
2022-06-01,,91505722.35,14858130.80,,,,9546569.12,4613290.88,
2022-06-02,,744155367.35,18069268.16,,,,10651618.33,4811238.51,
2022-06-03,,652849883.47,30220795.38,,,,7663085.91,4171522.09,
2022-06-04,,425232394.35,11844009.58,,,,10215814.15,4149593.62,
2022-06-05,,244188282.66,4948270.09,,,,6852953.23,4302877.17,
2022-06-06,,215842964.40,10439478.42,,,,12810423.01,4315766.91,
2022-06-07,,232356762.96,25048810.32,,,,24935257.19,4481627.43,
2022-06-08,,199775786.96,16659577.85,,,,14502401.01,4445946.07,
2022-06-09,,133813787.48,16600881.78,,,,11856805.33,4595446.50,
2022-06-10,,230366982.67,8231626.56,,,,8673684.83,3941164.51,
2022-06-11,,279691214.17,8859886.31,,,,12040428.14,3980409.14,
2022-06-12,,102911050.37,10184870.62,,,,8360919.63,4023733.59,
2022-06-13,,178209532.51,11311436.42,,,,10098971.66,4171575.36,
2022-06-14,,200163533.85,18367240.61,,,,13472579.10,4533514.43,
2022-06-15,,142354163.65,18392563.65,,,,12259037.07,3964970.05,
2022-06-16,,314904267.91,16411635.59,,,,14543607.25,3568267.60,
2022-06-17,,100796992.68,9597375.58,,,,10435296.20,3712996.97,
2022-06-18,,53548233.96,42965022.32,,,,6791330.01,2934061.52,
2022-06-19,,70242872.85,20587954.26,,,,9391425.89,3393045.57,
2022-06-20,,49893307.48,10524060.67,,,,8703128.82,3542098.39,
2022-06-21,,59976626.76,18431713.68,,,,6003968.96,3779030.57,
2022-06-22,,64225871.31,79425774.50,,,,8575291.27,6448681.36,
2022-06-23,,43862167.25,11672153.07,,,,6309233.33,5951922.16,
2022-06-24,,42645363.90,15116112.13,,,,6191392.81,3961385.80,
2022-06-25,,107064297.24,14941160.57,,,,9425431.67,3985106.41,
2022-06-26,,104660968.99,8819342.97,,,,7613278.63,3442176.30,
2022-06-27,,80251186.28,23389204.97,,,,6055968.25,3307315.66,
2022-06-28,,45452816.84,228965219.30,,,,16936222.91,3677631.75,
2022-06-29,,61697601.37,83594414.47,,,,20529913.91,5079208.72,
2022-06-30,,94230597.54,83784425.42,,,,10990369.22,9244686.40,
2022-07-01,,50946074.04,24770270.31,,,,11791268.04,8430296.59,
2022-07-02,,40868081.96,11852873.10,,,,5110900.33,5044180.70,
2022-07-03,,26198087.79,11005190.42,,,,4072310.75,4320871.98,
2022-07-04,,18233107.81,4812653.24,,,,3149771.85,3263387.36,
2022-07-05,,31564445.01,6745067.92,,,,4971746.99,4887241.99,
2022-07-06,,35554586.72,22237338.57,,,,5432447.89,4024735.28,
2022-07-07,,30114702.47,9278714.00,,,,5662318.78,3646868.17,
2022-07-08,,46016082.57,7906168.30,,,,7581153.59,4128668.16,
2022-07-09,,52402718.35,10846121.79,,,,11079352.08,3318723.85,
2022-07-10,,28913599.64,7487861.83,,,,6730188.85,2250575.10,
2022-07-11,,25981912.89,21539451.44,,,,6296198.36,2257334.90,
2022-07-12,,24776442.74,9853796.49,,,,5592154.57,2076504.69,
2022-07-13,,30528273.40,7427663.53,,,,4152627.76,3967256.61,
2022-07-14,,43198238.28,12745294.81,,,,5960020.20,4168563.26,
2022-07-15,,40981197.26,9837158.65,,,,5630686.42,4687201.88,
2022-07-16,,43006900.02,8707433.42,,,,7866021.58,5532516.24,
2022-07-17,,40914352.24,6906985.82,,,,6810234.55,4940836.29,
2022-07-18,,131930346.51,6561212.90,,,,4839827.88,4200211.84,
2022-07-19,,348187901.81,13727005.32,,,,26422673.85,6366636.85,
2022-07-20,,182603699.21,22439676.41,,,,20325775.66,4600497.43,
2022-07-21,,195127140.15,36338917.61,,,,36395559.36,4740775.01,
2022-07-22,,149089414.09,30438119.52,,,,19253301.71,4178402.82,
2022-07-23,,213232117.86,20463769.18,,,,14662767.18,3969736.08,
2022-07-24,,244470778.46,14938357.90,,,,9759053.09,3341747.89,
2022-07-25,,162082962.65,43364906.10,,,,7345712.26,3690529.81,
2022-07-26,,134785811.41,12548691.88,,,,6827079.38,4377479.26,
2022-07-27,,119445556.51,9661029.02,,,,7777077.02,3246841.91,
2022-07-28,,234030883.17,9610249.65,,,,17333791.40,4248387.65,
2022-07-29,,591992875.23,16576808.99,,,,19258836.38,6298151.21,
2022-07-30,,932960966.00,19416579.01,,,,20634179.40,9671062.58,
2022-07-31,,455669189.11,18289177.77,,,,8114566.45,15252857.52,
2022-08-01,,256049266.50,31788352.93,,,,6483548.65,11454334.23,
2022-08-02,,253269764.79,32201977.91,,,,6006861.71,10152478.52,
2022-08-03,,381187402.94,18331680.93,,,,6247196.76,11103434.07,
2022-08-04,,440298169.02,76532607.81,,,,8502532.96,8498492.37,
2022-08-05,,521589108.31,23823516.63,,,,55012973.56,11307079.42,
2022-08-06,,455425340.33,15213744.57,,,,30118167.80,12784774.38,
2022-08-07,,285280418.23,7262746.74,,,,19919908.33,9463247.16,
2022-08-08,,190883107.38,14025290.24,,,,14473616.10,9401368.49,
2022-08-09,,269306371.67,54797148.04,,,,15880773.50,11644964.45,
2022-08-10,,301134517.69,20851878.39,,,,13834230.84,17061729.33,
2022-08-11,,404487226.46,20393761.93,,,,23154096.97,15595629.38,
2022-08-12,,335007045.81,19501886.14,,,,20526085.19,13534378.60,
2022-08-13,,247778557.86,16299590.20,,,,12928229.94,9545218.40,
2022-08-14,,121917455.00,18332677.40,,,,9586130.63,8574558.31,
2022-08-15,,201088151.97,13458590.69,,,,10426128.32,8882844.09,
2022-08-16,,197331900.09,17528609.40,,,,20650959.86,10208712.12,
2022-08-17,,228583007.28,9679427.41,,,,8748209.55,10216028.28,
2022-08-18,,214264443.88,12326760.28,,,,15562732.89,10120355.35,
2022-08-19,,144305292.88,10537978.51,,,,7574466.82,10473946.54,
2022-08-20,,338510052.13,16596504.92,,,,14392616.67,12495907.91,
2022-08-21,,232410108.77,7873360.78,,,,8137525.41,10976350.46,
2022-08-22,,151824987.68,9212562.81,,,,6531425.16,9607937.38,
2022-08-23,,153318230.16,12238335.15,,,,6829172.15,10582189.72,
2022-08-24,,283341220.54,8897806.84,,,,8672863.26,4416254.52,
2022-08-25,,187711292.19,9086059.16,,,,9973907.06,4032809.86,
2022-08-26,,127533176.17,15314630.26,,,,7065996.45,3436543.87,
2022-08-27,,163408581.64,17614418.37,,,,14438869.26,9585772.46,
2022-08-28,,125852468.64,7743989.26,,,,7269222.23,5785892.66,
2022-08-29,,127860479.17,5104677.42,,,,6157883.29,4429578.27,
2022-08-30,,220928934.57,23747379.87,,,,8667994.98,4711423.46,
2022-08-31,,189022367.66,11826428.07,,,,7455729.03,4013248.66,
2022-09-01,,184832632.17,9779128.80,,,,6482182.29,3979703.02,
2022-09-02,,156454446.99,12643836.11,,,,5695807.39,5928115.68,
2022-09-03,,248929772.59,8837695.07,,,,6515906.09,7551617.05,
2022-09-04,,110922863.23,4856020.54,,,,4352779.82,5310789.22,
2022-09-05,,104026279.18,5192465.52,,,,4361840.35,3245811.92,
2022-09-06,,134880144.81,8623550.68,,,,4845332.22,2782086.23,
2022-09-07,,300821075.81,12662734.98,,,,9857981.55,3324899.94,
2022-09-08,,175843717.70,7754672.91,,,,9220929.32,4535289.17,
2022-09-09,,154455706.88,28688460.91,,,,7721041.13,4483473.60,
2022-09-10,,348608242.74,15051241.34,,,,9422328.25,6089290.64,
2022-09-11,,249810590.48,12713064.75,,,,7761626.04,3076861.63,
2022-09-12,,151504042.62,17011838.30,,,,8496388.48,4063427.22,
2022-09-13,,198643436.54,12493096.70,,,,8341143.34,4473244.36,
2022-09-14,,245493679.85,12377774.89,,,,9294432.39,4295930.57,
2022-09-15,,173471280.47,6666060.53,,,,7301411.35,5176582.69,
2022-09-16,,239966175.90,6212462.41,,,,8193838.05,4698658.29,
2022-09-17,,140225566.39,7620464.62,,,,7805365.98,3064261.86,
2022-09-18,,79067919.58,5083563.25,,,,6384001.22,3371752.11,
2022-09-19,,119103288.87,8138972.85,,,,5508409.34,3768459.91,
2022-09-20,,176862959.33,10587003.42,,,,6463359.44,3198307.99,
2022-09-21,,132772238.54,23023642.60,,,,5565810.40,2963643.75,
2022-09-22,,197113508.26,10918757.32,,,,6502558.22,3302181.54,
2022-09-23,,174079262.80,8430597.97,,,,7079399.95,3011312.63,
2022-09-24,,150434198.94,10830271.15,,,,7438063.01,3632449.97,
2022-09-25,,73905038.81,4599110.62,,,,8366665.84,3248947.09,
2022-09-26,,67376688.84,6539797.25,,,,7481871.33,3171929.59,
2022-09-27,,84647198.83,8589656.05,,,,8539077.63,4908375.13,
2022-09-28,,124737213.04,10807191.44,,,,8226010.21,4695227.92,
2022-09-29,,104284697.51,11580150.04,,,,13915931.67,4732392.16,
2022-09-30,,81228130.74,13637083.00,,,,9341143.78,3613267.97,
2022-10-01,,80346947.61,9007325.79,,,,8767341.25,3251141.45,
2022-10-02,,48061397.20,4348934.31,,,,5316236.80,3020472.16,
2022-10-03,,54265822.56,4838867.29,,,,4981156.65,2770447.34,
2022-10-04,,68397583.59,9691890.38,,,,5636437.33,2752240.31,
2022-10-05,,64138787.27,7818716.68,,,,6784865.31,3646476.27,
2022-10-06,,52301788.78,8170639.25,,,,10181814.67,2938850.00,
2022-10-07,,65563268.05,6696931.76,,,,9731119.27,3566264.62,
2022-10-08,,45235744.18,10966841.74,,,,10189432.16,2831397.23,
2022-10-09,,31684705.55,15179160.90,,,,6091957.34,2694997.00,
2022-10-10,,28258071.50,17800573.75,,,,6354319.22,2596445.07,
2022-10-11,,45035432.06,7551611.07,,,,5989478.11,3954079.73,
2022-10-12,,58053033.94,10451966.77,,,,6288055.95,3926457.16,
2022-10-13,,27978670.96,4237099.02,,,,3384211.94,3121458.94,
2022-10-14,,82341153.22,11274173.33,,,,10446900.94,3747454.39,
2022-10-15,,44344913.97,6918684.31,,,,6069676.90,4439694.74,
2022-10-16,,32689725.74,2890927.92,,,,5375251.14,2871799.70,
2022-10-17,,29919359.81,2830279.06,,,,5457983.51,2975332.93,
2022-10-18,,48195375.63,12222856.90,,,,9602145.14,3191229.27,
2022-10-19,,62967231.03,8879727.29,,,,9311738.74,2757039.46,
2022-10-20,,53712423.36,5967976.09,,,,6920943.92,2665124.04,
2022-10-21,,46012191.30,15803672.09,,,,5440235.77,2623439.82,
2022-10-22,,70708972.50,7690960.08,,,,6738588.52,1859989.71,
2022-10-23,,68209072.79,10821262.56,,,,8004854.64,3063689.79,
2022-10-24,,114282369.03,6346428.75,,,,5647990.16,3016256.30,
2022-10-25,,133636451.83,6180281.20,,,,4984547.54,2871745.62,
2022-10-26,,276306199.83,12685387.69,,,,6382083.30,3553160.98,
2022-10-27,,339548528.23,8422757.76,,,,6043770.63,3171794.56,
2022-10-28,,239393332.01,7391470.96,,,,4024447.64,3808939.57,
2022-10-29,,258796308.52,10107197.62,,,,4180506.98,3278546.57,
2022-10-30,,241876483.14,6452028.65,,,,6512939.51,2917338.87,
2022-10-31,,150557391.26,5263298.41,,,,4160706.35,2959673.78,
2022-11-01,,127932426.52,6538039.27,,,,9575255.25,3320282.86,
2022-11-02,,98671054.12,7444511.00,,,,3956794.53,3391177.84,
2022-11-03,,153336898.32,9645153.84,,,,5041903.33,3089411.10,
2022-11-04,,198356445.49,18003570.72,,,,4667556.05,2544773.31,
2022-11-05,,410098358.69,15003661.26,,,,8454905.88,2682781.82,
2022-11-06,,272824818.84,10800693.11,,,,4925002.42,2687028.41,
2022-11-07,,187934122.04,6906589.55,,,,4399762.23,2436510.26,
2022-11-08,,213551143.37,8575906.93,,,,3875860.93,2788230.15,
2022-11-09,,432412349.75,14530838.56,,,,11053729.90,4106471.79,
2022-11-10,,269783618.97,14504497.09,,,,9930202.49,4929822.24,
2022-11-11,,275407057.74,10020201.84,,,,7152549.43,6641631.84,
2022-11-12,,201089096.31,7951588.30,,,,9123191.91,3819285.54,
2022-11-13,,75828250.85,12302023.77,,,,2701754.40,2987610.77,
2022-11-14,,96417839.52,6059230.35,,,,7942383.07,3196919.83,
2022-11-15,,128922332.57,6431312.17,,,,3368109.99,1226813.77,
2022-11-16,,74090398.95,78598493.32,,,,4911082.97,1262058.48,
2022-11-17,,70301355.68,29718733.94,,,,6835578.91,802882.46,
2022-11-18,,56168905.43,4880694.07,,,,2855956.87,1273398.75,
2022-11-19,,59958761.76,31435104.22,,,,2491090.10,9241796.84,
2022-11-20,,43849646.85,5395485.50,,,,2498566.22,2862604.10,
2022-11-21,,54452045.96,11952562.91,,,,3068755.09,1556758.22,
2022-11-22,,80220064.21,9152193.99,,,,5100610.69,1166605.54,
2022-11-23,,59351994.94,5606865.53,,,,4454803.20,1504327.93,
2022-11-24,,80267988.38,4703256.25,,,,8626291.69,1270107.33,
2022-11-25,,78626602.00,4063249.46,,,,1395581.31,2022792.24,
2022-11-26,,43514846.88,19130283.64,,,,2780342.64,1847458.80,
2022-11-27,,45920104.52,4472586.64,,,,2370174.99,1165775.40,
2022-11-28,,38776687.78,11387513.98,,,,1352790.33,1061343.43,
2022-11-29,,48065835.82,80651240.53,,,,1891428.77,1300481.17,
2022-11-30,,41466475.58,21450607.00,,,,1696247.06,1060419.55,
2022-12-01,,92951491.44,8579649.20,,,,2887437.11,1250967.97,
2022-12-02,,83033470.54,4156092.70,,,,4066007.03,871527.08,
2022-12-03,,105068655.27,5547209.58,,,,3048748.60,970850.94,
2022-12-04,,55554283.52,6440800.53,,,,2640715.05,1104548.33,
2022-12-05,,62787242.76,3465608.76,,,,2643468.99,913049.88,
2022-12-06,,70241326.63,9644764.96,,,,2728802.83,948876.44,
2022-12-07,,43722270.61,10686274.43,,,,2620950.30,804971.38,
2022-12-08,,66491856.28,8714219.29,,,,2749144.98,987059.05,
2022-12-09,,72431252.30,15570947.97,,,,3447793.46,895853.23,
2022-12-10,,107397006.82,10615625.76,,,,2413327.25,958203.77,
2022-12-11,,50434905.50,105262081.07,,,,2470264.29,892030.60,
2022-12-12,,42210137.19,91425870.26,,,,2255481.58,1438206.04,
2022-12-13,,61433582.45,89139779.17,,,,2707541.75,1460415.66,
2022-12-14,,136046377.02,65823658.34,,,,3569807.66,1791936.34,
2022-12-15,,136548732.84,23316830.77,,,,3263444.91,1775899.94,
2022-12-16,,89129115.57,10301353.48,,,,2875638.23,1212502.54,
2022-12-17,,133120763.02,18934689.19,,,,3419665.75,1418294.41,
