Date,Arbitrum ($),OP Mainnet ($),Stacks ($),Mantle ($),Starknet ($),Manta Pacific ($),Metis ($),Boba Network ($),ZKFair ($)
2020-01-23,,,249558.50,,,,,,
2020-01-24,,,239461.71,,,,,,
2020-01-25,,,354478.64,,,,,,
2020-01-26,,,144471.26,,,,,,
2020-01-27,,,139923.70,,,,,,
2020-01-28,,,197454.74,,,,,,
2020-01-29,,,123021.91,,,,,,
2020-01-30,,,291925.46,,,,,,
2020-01-31,,,179417.85,,,,,,
2020-02-01,,,225172.06,,,,,,
2020-02-02,,,207376.12,,,,,,
2020-02-03,,,171679.76,,,,,,
2020-02-04,,,426070.28,,,,,,
2020-02-05,,,838868.15,,,,,,
2020-02-06,,,483687.23,,,,,,
2020-02-07,,,9708935.07,,,,,,
2020-02-08,,,12088252.10,,,,,,
2020-02-09,,,3057757.81,,,,,,
2020-02-10,,,4513346.54,,,,,,
2020-02-11,,,1860758.20,,,,,,
2020-02-12,,,3068912.68,,,,,,
2020-02-13,,,18913515.15,,,,,,
2020-02-14,,,3407346.92,,,,,,
2020-02-15,,,3437598.17,,,,,,
2020-02-16,,,3014400.94,,,,,,
2020-02-17,,,1714099.70,,,,,,
2020-02-18,,,1930563.35,,,,,,
2020-02-19,,,1052520.27,,,,,,
2020-02-20,,,495648.97,,,,,,
2020-02-21,,,655628.59,,,,,,
2020-02-22,,,540148.94,,,,,,
2020-02-23,,,368402.82,,,,,,
2020-02-24,,,1194783.05,,,,,,
2020-02-25,,,755340.33,,,,,,
2020-02-26,,,442694.76,,,,,,
2020-02-27,,,800888.35,,,,,,
2020-02-28,,,1239477.73,,,,,,
2020-02-29,,,971619.08,,,,,,
2020-03-01,,,550674.75,,,,,,
2020-03-02,,,260225.64,,,,,,
2020-03-03,,,597530.88,,,,,,
2020-03-04,,,857949.40,,,,,,
2020-03-05,,,1321504.89,,,,,,
2020-03-06,,,1332868.53,,,,,,
2020-03-07,,,603711.34,,,,,,
2020-03-08,,,937224.75,,,,,,
2020-03-09,,,479324.79,,,,,,
2020-03-10,,,525808.23,,,,,,
2020-03-11,,,1649792.44,,,,,,
2020-03-12,,,4792217.81,,,,,,
2020-03-13,,,1300872.23,,,,,,
2020-03-14,,,1162914.33,,,,,,
2020-03-15,,,597306.35,,,,,,
2020-03-16,,,401960.06,,,,,,
2020-03-17,,,455527.63,,,,,,
2020-03-18,,,439809.38,,,,,,
2020-03-19,,,233630.11,,,,,,
2020-03-20,,,535687.63,,,,,,
2020-03-21,,,712819.78,,,,,,
2020-03-22,,,333013.23,,,,,,
2020-03-23,,,569984.65,,,,,,
2020-03-24,,,182519.37,,,,,,
2020-03-25,,,185871.12,,,,,,
2020-03-26,,,161478.90,,,,,,
2020-03-27,,,162274.67,,,,,,
2020-03-28,,,2818630.29,,,,,,
2020-03-29,,,501667.56,,,,,,
2020-03-30,,,177182.10,,,,,,
2020-03-31,,,307228.11,,,,,,
2020-04-01,,,182734.94,,,,,,
2020-04-02,,,1049633.86,,,,,,
2020-04-03,,,1158076.17,,,,,,
2020-04-04,,,633563.72,,,,,,
2020-04-05,,,452044.36,,,,,,
2020-04-06,,,207363.55,,,,,,
2020-04-07,,,262726.54,,,,,,
2020-04-08,,,310932.44,,,,,,
2020-04-09,,,146874.04,,,,,,
2020-04-10,,,390453.92,,,,,,
2020-04-11,,,492889.83,,,,,,
2020-04-12,,,119493.91,,,,,,
2020-04-13,,,190771.96,,,,,,
2020-04-14,,,312952.38,,,,,,
2020-04-15,,,194892.93,,,,,,
2020-04-16,,,194048.41,,,,,,
2020-04-17,,,296955.77,,,,,,
2020-04-18,,,120418.10,,,,,,
2020-04-19,,,217888.35,,,,,,
2020-04-20,,,142607.46,,,,,,
2020-04-21,,,177202.23,,,,,,
2020-04-22,,,117978.63,,,,,,
2020-04-23,,,800079.46,,,,,,
2020-04-24,,,913167.00,,,,,,
2020-04-25,,,1079012.97,,,,,,
2020-04-26,,,284931.29,,,,,,
2020-04-27,,,711284.85,,,,,,
2020-04-28,,,338508.40,,,,,,
2020-04-29,,,240442.26,,,,,,
2020-04-30,,,487355.94,,,,,,
2020-05-01,,,465510.79,,,,,,
2020-05-02,,,496626.13,,,,,,
2020-05-03,,,283667.45,,,,,,
2020-05-04,,,329798.85,,,,,,
2020-05-05,,,296402.45,,,,,,
2020-05-06,,,164401.48,,,,,,
2020-05-07,,,632652.91,,,,,,
2020-05-08,,,324704.34,,,,,,
2020-05-09,,,912961.20,,,,,,
2020-05-10,,,317233.64,,,,,,
2020-05-11,,,349713.40,,,,,,
2020-05-12,,,311848.64,,,,,,
2020-05-13,,,201012.21,,,,,,
2020-05-14,,,828736.68,,,,,,
2020-05-15,,,363750.46,,,,,,
2020-05-16,,,370791.27,,,,,,
2020-05-17,,,486616.54,,,,,,
2020-05-18,,,882666.71,,,,,,
2020-05-19,,,447680.75,,,,,,
2020-05-20,,,346563.27,,,,,,
2020-05-21,,,496297.82,,,,,,
2020-05-22,,,1261070.06,,,,,,
2020-05-23,,,606215.12,,,,,,
2020-05-24,,,587195.54,,,,,,
2020-05-25,,,1456543.47,,,,,,
2020-05-26,,,969819.72,,,,,,
2020-05-27,,,833243.86,,,,,,
2020-05-28,,,753837.80,,,,,,
2020-05-29,,,3806269.69,,,,,,
2020-05-30,,,3246722.46,,,,,,
2020-05-31,,,1017738.72,,,,,,
2020-06-01,,,1150543.61,,,,,,
2020-06-02,,,1042855.33,,,,,,
2020-06-03,,,1030045.26,,,,,,
2020-06-04,,,1031073.01,,,,,,
2020-06-05,,,1436929.56,,,,,,
2020-06-06,,,1067411.13,,,,,,
2020-06-07,,,734713.21,,,,,,
2020-06-08,,,423323.19,,,,,,
2020-06-09,,,1009040.14,,,,,,
2020-06-10,,,857670.40,,,,,,
2020-06-11,,,1030058.67,,,,,,
2020-06-12,,,1396936.25,,,,,,
2020-06-13,,,1140240.99,,,,,,
2020-06-14,,,1154597.63,,,,,,
2020-06-15,,,948385.33,,,,,,
2020-06-16,,,811686.68,,,,,,
2020-06-17,,,452182.92,,,,,,
2020-06-18,,,949921.57,,,,,,
2020-06-19,,,3694422.60,,,,,,
2020-06-20,,,996026.33,,,,,,
2020-06-21,,,529307.04,,,,,,
2020-06-22,,,862394.59,,,,,,
2020-06-23,,,756218.22,,,,,,
2020-06-24,,,363855.91,,,,,,
2020-06-25,,,833693.83,,,,,,
2020-06-26,,,688138.07,,,,,,
2020-06-27,,,571839.50,,,,,,
2020-06-28,,,1125615.17,,,,,,
2020-06-29,,,349327.62,,,,,,
2020-06-30,,,318981.07,,,,,,
2020-07-01,,,339104.48,,,,,,
2020-07-02,,,551955.08,,,,,,
2020-07-03,,,783213.19,,,,,,
2020-07-04,,,753616.57,,,,,,
2020-07-05,,,393733.28,,,,,,
2020-07-06,,,379550.59,,,,,,
2020-07-07,,,1316151.88,,,,,,
2020-07-08,,,499889.66,,,,,,
2020-07-09,,,1923919.14,,,,,,
2020-07-10,,,3961537.63,,,,,,
2020-07-11,,,1647567.24,,,,,,
2020-07-12,,,2042685.79,,,,,,
2020-07-13,,,1498302.41,,,,,,
2020-07-14,,,1545891.78,,,,,,
2020-07-15,,,1736643.89,,,,,,
2020-07-16,,,1059628.00,,,,,,
2020-07-17,,,1735933.68,,,,,,
2020-07-18,,,2432481.04,,,,,,
2020-07-19,,,1119431.55,,,,,,
2020-07-20,,,1495799.29,,,,,,
2020-07-21,,,2341095.19,,,,,,
2020-07-22,,,4010047.73,,,,,,
2020-07-23,,,6574714.78,,,,,,
2020-07-24,,,2362383.56,,,,,,
2020-07-25,,,1814034.51,,,,,,
2020-07-26,,,5445693.51,,,,,,
2020-07-27,,,3122794.45,,,,,,
2020-07-28,,,5672736.38,,,,,,
2020-07-29,,,2047337.13,,,,,,
2020-07-30,,,2432443.83,,,,,,
2020-07-31,,,1042003.56,,,,,,
2020-08-01,,,4010200.69,,,,,,
2020-08-02,,,2557249.01,,,,,,
2020-08-03,,,2197702.62,,,,,,
2020-08-04,,,2054650.06,,,,,,
2020-08-05,,,2904990.43,,,,,,
2020-08-06,,,2407889.16,,,,,,
2020-08-07,,,6325804.97,,,,,,
2020-08-08,,,3464470.61,,,,,,
2020-08-09,,,3277369.68,,,,,,
2020-08-10,,,4557024.30,,,,,,
2020-08-11,,,6048985.28,,,,,,
2020-08-12,,,8459914.02,,,,,,
2020-08-13,,,4104964.18,,,,,,
2020-08-14,,,4124134.60,,,,,,
2020-08-15,,,6477287.12,,,,,,
2020-08-16,,,4562844.42,,,,,,
2020-08-17,,,2748415.68,,,,,,
2020-08-18,,,3237868.75,,,,,,
2020-08-19,,,3138302.37,,,,,,
2020-08-20,,,2194337.81,,,,,,
2020-08-21,,,3156726.66,,,,,,
2020-08-22,,,5663187.93,,,,,,
2020-08-23,,,2395984.28,,,,,,
2020-08-24,,,3733714.06,,,,,,
2020-08-25,,,3209538.45,,,,,,
2020-08-26,,,3270540.59,,,,,,
2020-08-27,,,3651371.76,,,,,,
2020-08-28,,,3235975.26,,,,,,
2020-08-29,,,1619784.76,,,,,,
2020-08-30,,,1775705.64,,,,,,
2020-08-31,,,2070641.16,,,,,,
2020-09-01,,,4097008.95,,,,,,
2020-09-02,,,3714264.05,,,,,,
2020-09-03,,,2489099.15,,,,,,
2020-09-04,,,3310005.97,,,,,,
2020-09-05,,,2163125.57,,,,,,
2020-09-06,,,2715571.03,,,,,,
2020-09-07,,,2258831.50,,,,,,
2020-09-08,,,4211406.88,,,,,,
2020-09-09,,,7321117.49,,,,,,
2020-09-10,,,3305100.64,,,,,,
2020-09-11,,,1969745.86,,,,,,
2020-09-12,,,1402111.48,,,,,,
2020-09-13,,,3023484.02,,,,,,
2020-09-14,,,3315546.57,,,,,,
2020-09-15,,,2851548.30,,,,,,
2020-09-16,,,2292267.53,,,,,,
2020-09-17,,,1982249.29,,,,,,
2020-09-18,,,1607789.27,,,,,,
2020-09-19,,,2018722.81,,,,,,
2020-09-20,,,793872.12,,,,,,
2020-09-21,,,2239829.90,,,,,,
2020-09-22,,,2173158.04,,,,,,
2020-09-23,,,2534764.28,,,,,,
2020-09-24,,,1512709.86,,,,,,
2020-09-25,,,1077545.67,,,,,,
2020-09-26,,,1124465.73,,,,,,
2020-09-27,,,879280.92,,,,,,
2020-09-28,,,1014052.74,,,,,,
2020-09-29,,,717901.73,,,,,,
2020-09-30,,,555759.69,,,,,,
2020-10-01,,,1466802.46,,,,,,
2020-10-02,,,739055.71,,,,,,
2020-10-03,,,906537.18,,,,,,
2020-10-04,,,400788.16,,,,,,
2020-10-05,,,358028.33,,,,,,
2020-10-06,,,311088.13,,,,,,
2020-10-07,,,501419.30,,,,,,
2020-10-08,,,426128.36,,,,,,
2020-10-09,,,362893.35,,,,,,
2020-10-10,,,424561.08,,,,,,
2020-10-11,,,500813.85,,,,,,
2020-10-12,,,262732.51,,,,,,
2020-10-13,,,462624.74,,,,,,
2020-10-14,,,655051.51,,,,,,
2020-10-15,,,416404.92,,,,,,
2020-10-16,,,1003331.26,,,,,,
2020-10-17,,,920030.57,,,,,,
2020-10-18,,,455225.29,,,,,,
2020-10-19,,,218280.64,,,,,,
2020-10-20,,,456924.16,,,,,,
2020-10-21,,,703281.42,,,,,,
2020-10-22,,,600636.13,,,,,,
2020-10-23,,,503612.18,,,,,,
2020-10-24,,,273659.95,,,,,,
2020-10-25,,,297326.13,,,,,,
2020-10-26,,,431370.37,,,,,,
2020-10-27,,,419911.47,,,,,,
2020-10-28,,,461261.57,,,,,,
2020-10-29,,,565948.77,,,,,,
2020-10-30,,,391006.42,,,,,,
2020-10-31,,,383112.23,,,,,,
2020-11-01,,,921195.24,,,,,,
2020-11-02,,,303500.67,,,,,,
2020-11-03,,,394621.17,,,,,,
2020-11-04,,,665008.70,,,,,,
2020-11-05,,,284461.85,,,,,,
2020-11-06,,,678031.78,,,,,,
2020-11-07,,,1123793.45,,,,,,
2020-11-08,,,2069091.76,,,,,,
2020-11-09,,,2717843.43,,,,,,
2020-11-10,,,1382917.55,,,,,,
2020-11-11,,,3458039.51,,,,,,
2020-11-12,,,1751028.09,,,,,,
2020-11-13,,,11914608.73,,,,,,
2020-11-14,,,4163023.76,,,,,,
2020-11-15,,,1927551.26,,,,,,
2020-11-16,,,2114733.25,,,,,,
2020-11-17,,,1869119.02,,,,,,
2020-11-18,,,2684250.34,,,,,,
2020-11-19,,,3084480.88,,,,,,
2020-11-20,,,3222458.53,,,,,,
2020-11-21,,,3132366.64,,,,,,
2020-11-22,,,1978444.82,,,,,,
2020-11-23,,,1330680.89,,,,,,
2020-11-24,,,1502681.39,,,,,,
2020-11-25,,,3525435.76,,,,,,
2020-11-26,,,2397962.71,,,,,,
2020-11-27,,,6031338.59,,,,,,
2020-11-28,,,1890676.05,,,,,,
2020-11-29,,,1008446.93,,,,,,
2020-11-30,,,1151744.23,,,,,,
2020-12-01,,,1460913.53,,,,,,
2020-12-02,,,1766429.95,,,,,,
2020-12-03,,,1564302.62,,,,,,
2020-12-04,,,1018657.76,,,,,,
2020-12-05,,,1315056.62,,,,,,
2020-12-06,,,785472.23,,,,,,
2020-12-07,,,1049712.83,,,,,,
2020-12-08,,,5984020.36,,,,,,
2020-12-09,,,12266416.25,,,,,,
2020-12-10,,,5027221.94,,,,,,
2020-12-11,,,3341645.35,,,,,,
2020-12-12,,,5754148.55,,,,,,
2020-12-13,,,3786874.44,,,,,,
2020-12-14,,,7358702.28,,,,,,
2020-12-15,,,4565547.91,,,,,,
2020-12-16,,,3437544.25,,,,,,
2020-12-17,,,4057866.51,,,,,,
2020-12-18,,,4043112.54,,,,,,
2020-12-19,,,2737977.86,,,,,,
2020-12-20,,,2575744.91,,,,,,
2020-12-21,,,1675093.88,,,,,,
2020-12-22,,,1489903.62,,,,,,
2020-12-23,,,2567058.87,,,,,,
2020-12-24,,,2319295.76,,,,,,
2020-12-25,,,2478730.37,,,,,,
2020-12-26,,,4071008.35,,,,,,
2020-12-27,,,3379846.51,,,,,,
2020-12-28,,,22900178.84,,,,,,
2020-12-29,,,9339048.88,,,,,,
2020-12-30,,,8055642.57,,,,,,
2020-12-31,,,8199558.13,,,,,,
2021-01-01,,,5275351.06,,,,,,
2021-01-02,,,7748140.39,,,,,,
2021-01-03,,,16047396.37,,,,,,
2021-01-04,,,12842542.79,,,,,,
2021-01-05,,,12689178.76,,,,,,
2021-01-06,,,10305832.83,,,,,,
2021-01-07,,,11591195.88,,,,,,
2021-01-08,,,8375618.85,,,,,,
2021-01-09,,,8363882.21,,,,,,
2021-01-10,,,5469845.41,,,,,,
2021-01-11,,,7430764.46,,,,,,
2021-01-12,,,15678664.70,,,,,,
2021-01-13,,,11364486.44,,,,,,
2021-01-14,,,11826405.78,,,,,,
2021-01-15,,,14635296.18,,,,,,
2021-01-16,,,10161149.06,,,,,,
2021-01-17,,,6243164.59,,,,,,
2021-01-18,,,7346682.79,,,,,,
2021-01-19,,,5481513.01,,,,,,
2021-01-20,,,10497534.09,,,,,,
2021-01-21,,,6934360.87,,,,,,
2021-01-22,,,9134783.41,,,,,,
2021-01-23,,,5299129.45,,,,,,
2021-01-24,,,3107065.92,,,,,,
2021-01-25,,,6642993.95,,,,,,
2021-01-26,,,5523739.61,,,,,,
2021-01-27,,,3185413.54,,,,,,
2021-01-28,,,4334198.47,,,,,,
2021-01-29,,,4375485.82,,,,,,
2021-01-30,,,7417054.13,,,,,,
2021-01-31,,,8549769.23,,,,,,
2021-02-01,,,4909650.82,,,,,,
2021-02-02,,,7188976.21,,,,,,
2021-02-03,,,6055440.27,,,,,,
2021-02-04,,,6608223.56,,,,,,
2021-02-05,,,8080752.84,,,,,,
2021-02-06,,,8598281.54,,,,,,
2021-02-07,,,8490615.87,,,,,,
2021-02-08,,,11821718.33,,,,,,
2021-02-09,,,11114550.39,,,,,,
2021-02-10,,,54047158.34,,,,,,
2021-02-11,,,21472248.99,,,,,,
2021-02-12,,,24932420.94,,,,,,
2021-02-13,,,30357546.49,,,,,,
2021-02-14,,,14740224.80,,,,,,
2021-02-15,,,13655263.95,,,,,,
2021-02-16,,,15671408.46,,,,,,
2021-02-17,,,10208166.99,,,,,,
2021-02-18,,,12300353.45,,,,,,
2021-02-19,,,12248777.25,,,,,,
2021-02-20,,,21372691.13,,,,,,
2021-02-21,,,16032020.76,,,,,,
2021-02-22,,,12148284.51,,,,,,
2021-02-23,,,17225148.60,,,,,,
2021-02-24,,,30952953.29,,,,,,
2021-02-25,,,116510273.21,,,,,,
2021-02-26,,,39765888.11,,,,,,
2021-02-27,,,22099589.85,,,,,,
2021-02-28,,,16597889.56,,,,,,
2021-03-01,,,15074655.18,,,,,,
2021-03-02,,,13566005.07,,,,,,
2021-03-03,,,22390657.24,,,,,,
2021-03-04,,,19455707.89,,,,,,
2021-03-05,,,74300573.20,,,,,,
2021-03-06,,,92870830.86,,,,,,
2021-03-07,,,23221271.44,,,,,,
2021-03-08,,,29967255.18,,,,,,
2021-03-09,,,22308005.89,,,,,,
2021-03-10,,,29432679.49,,,,,,
2021-03-11,,,20856555.06,,,,,,
2021-03-12,,,16549941.85,,,,,,
2021-03-13,,,33505172.41,,,,,,
2021-03-14,,,47946757.37,,,,,,
2021-03-15,,,19233406.00,,,,,,
2021-03-16,,,20289668.90,,,,,,
2021-03-17,,,18235753.49,,,,,,
2021-03-18,,,19887113.31,,,,,,
2021-03-19,,,32209955.53,,,,,,
2021-03-20,,,25721737.93,,,,,,
2021-03-21,,,27054315.85,,,,,,
2021-03-22,,,21742673.83,,,,,,
2021-03-23,,,30915684.58,,,,,,
2021-03-24,,,27775630.16,,,,,,
2021-03-25,,,16465707.30,,,,,,
2021-03-26,,,29133751.00,,,,,,
2021-03-27,,,12667744.69,,,,,,
2021-03-28,,,20642489.83,,,,,,
2021-03-29,,,53338491.31,,,,,,
2021-03-30,,,13756387.01,,,,,,
2021-03-31,,,13571331.68,,,,,,
2021-04-01,,,13910328.86,,,,,,
2021-04-02,,,16780665.96,,,,,,
2021-04-03,,,17286185.67,,,,,,
2021-04-04,,,14070030.08,,,,,,
2021-04-05,,,10447445.32,,,,,,
2021-04-06,,,1774273949.29,,,,,,
2021-04-07,,,253872155.82,,,,,,
2021-04-08,,,99459446.55,,,,,,
2021-04-09,,,63694810.79,,,,,,
2021-04-10,,,100729946.37,,,,,,
2021-04-11,,,49344959.53,,,,,,
2021-04-12,,,26207355.23,,,,,,
2021-04-13,,,68820654.57,,,,,,
2021-04-14,,,95513648.80,,,,,,
2021-04-15,,,133953563.10,,,,,,
2021-04-16,,,80707150.44,,,,,,
2021-04-17,,,51309770.57,,,,,,
2021-04-18,,,41923677.08,,,,,,
2021-04-19,,,40719075.52,,,,,,
2021-04-20,,,90786806.97,,,,,,
2021-04-21,,,152647197.45,,,,,,
2021-04-22,,,43638775.03,,,,,,
2021-04-23,,,167279392.58,,,,,,
2021-04-24,,,64174672.25,,,,,,
2021-04-25,,,24207932.44,,,,,,
2021-04-26,,,19823133.11,,,,,,
2021-04-27,,,33890723.68,,,,,,
2021-04-28,,,42239627.45,,,,,,
2021-04-29,,,28906271.40,,,,,,
2021-04-30,,,19806556.12,,,,,,
2021-05-01,,,19459781.80,,,,,,
2021-05-02,,,19940772.58,,,,,,
2021-05-03,,,17083827.98,,,,,,
2021-05-04,,,26193405.14,,,,,,
2021-05-05,,,60330214.28,,,,,,
2021-05-06,,,32253641.14,,,,,,
2021-05-07,,,21076819.12,,,,,,
2021-05-08,,,31087752.22,,,,,,
2021-05-09,,,30802027.65,,,,,,
2021-05-10,,,24297598.16,,,,,,
2021-05-11,,,34043574.73,,,,,,
2021-05-12,,,41090304.14,,,,,,
2021-05-13,,,28342449.21,,,,,,
2021-05-14,,,29929210.38,,,,,,
2021-05-15,,,13173516.52,,,,,,
2021-05-16,,,19427178.41,,,,,,
2021-05-17,,,20211404.63,,,,,,
2021-05-18,,,23591089.06,,,,177464.52,,
2021-05-19,,,18794120.88,,,,177464.52,,
2021-05-20,,,33416287.30,,,,341195.41,,
2021-05-21,,,22178730.60,,,,128744.15,,
2021-05-22,,,28971218.95,,,,118979.97,,
2021-05-23,,,16409863.25,,,,64539.32,,
2021-05-24,,,18564732.65,,,,77212.24,,
2021-05-25,,,54761466.36,,,,94227.45,,
2021-05-26,,,25284668.99,,,,63339.75,,
2021-05-27,,,12887635.03,,,,95657.00,,
2021-05-28,,,34382058.99,,,,119209.17,,
2021-05-29,,,17606883.11,,,,64031.41,,
2021-05-30,,,18226216.09,,,,57092.61,,
2021-05-31,,,18975238.34,,,,49558.73,,
2021-06-01,,,14067122.64,,,,77894.41,,
2021-06-02,,,11278695.19,,,,87962.95,,
2021-06-03,,,13537447.51,,,,67469.48,,
2021-06-04,,,12132607.31,,,,82223.01,,
2021-06-05,,,18643671.10,,,,57416.65,,
2021-06-06,,,12253949.51,,,,51710.12,,
2021-06-07,,,12985125.69,,,,48068.41,,
2021-06-08,,,11403135.85,,,,60374.79,,
2021-06-09,,,15437315.14,,,,66174.87,,
2021-06-10,,,13886935.83,,,,60714.98,,
2021-06-11,,,11769797.32,,,,37412.71,,
2021-06-12,,,13220742.82,,,,63317.42,,
2021-06-13,,,9491566.79,,,,51669.08,,
2021-06-14,,,9536831.83,,,,61711.31,,
2021-06-15,,,10661670.50,,,,89373.12,,
2021-06-16,,,8468270.04,,,,77117.70,,
2021-06-17,,,21094498.14,,,,79890.83,,
2021-06-18,,,7500000.43,,,,108112.76,,
2021-06-19,,,15600673.38,,,,81477.03,,
2021-06-20,,,7815052.91,,,,198573.63,,
2021-06-21,,,8715582.14,,,,105157.17,,
2021-06-22,,,22937972.37,,,,117366.88,,
2021-06-23,,,28689970.62,,,,133844.59,,
2021-06-24,,,9838606.20,,,,60103.05,,
2021-06-25,,,14556054.45,,,,60554.62,,
2021-06-26,,,15216980.05,,,,97906.40,,
2021-06-27,,,9802526.49,,,,134527.21,,
2021-06-28,,,15747225.40,,,,77948.53,,
2021-06-29,,,10315742.71,,,,123531.38,,
2021-06-30,,,7984453.74,,,,89890.23,,
2021-07-01,,,19889438.51,,,,65194.57,,
2021-07-02,,,8667570.66,,,,106161.39,,
2021-07-03,,,51689490.63,,,,91140.88,,
2021-07-04,,,15440588.19,,,,91116.79,,
2021-07-05,,,30986825.23,,,,100611.04,,
2021-07-06,,,41144672.80,,,,114437.31,,
2021-07-07,,,25127622.10,,,,99539.78,,
2021-07-08,,,86435950.48,,,,76938.24,,
2021-07-09,,,294400983.90,,,,95124.02,,
2021-07-10,,,140735542.58,,,,72655.38,,
2021-07-11,,,166298192.04,,,,76263.13,,
2021-07-12,,,49417950.73,,,,117948.83,,
2021-07-13,,,23240461.07,,,,110437.89,,
2021-07-14,,,77150037.25,,,,144669.94,,
2021-07-15,,,39052520.20,,,,99813.13,,
2021-07-16,,,36726488.11,,,,112748.82,,
2021-07-17,,,26458562.39,,,,79025.44,,
2021-07-18,,,33094212.50,,,,79706.69,,
2021-07-19,,,14222773.56,,,,76074.33,,
2021-07-20,,,28523187.19,,,,79330.70,,
2021-07-21,,,26373080.62,,,,74820.82,,
2021-07-22,,,48774535.64,,,,88963.82,,
2021-07-23,,,24943914.69,,,,71466.22,,
2021-07-24,,,85638376.70,,,,76799.60,,
2021-07-25,,,22932529.14,,,,86371.99,,
2021-07-26,,,49639897.13,,,,79229.62,,
2021-07-27,,,48779324.66,,,,111052.28,,
2021-07-28,,,39455308.82,,,,64865.08,,
2021-07-29,,,26197280.62,,,,116037.78,,
2021-07-30,,,18799814.85,,,,105067.51,,
2021-07-31,,,126831484.75,,,,68907.84,,
2021-08-01,,,86839925.83,,,,71068.69,,
2021-08-02,,,32176007.07,,,,100288.03,,
2021-08-03,,,54785878.27,,,,91534.62,,
2021-08-04,,,290328111.45,,,,81091.48,,
2021-08-05,,,70686716.02,,,,80284.15,,
2021-08-06,,,38995067.24,,,,90856.95,,
2021-08-07,,,18293733.33,,,,69561.38,,
2021-08-08,,,54951038.37,,,,171014.00,,
2021-08-09,,,10744808.70,,,,77978.95,,
2021-08-10,,,8315326.63,,,,133091.40,,
2021-08-11,,,40683136.02,,,,79429.21,,
2021-08-12,,,58123485.50,,,,179010.60,,
2021-08-13,,,43141939.16,,,,91666.59,,
2021-08-14,,,28224230.49,,,,521125.73,,
2021-08-15,,,37555760.80,,,,283489.82,,
2021-08-16,,,26409347.72,,,,154197.86,,
2021-08-17,,,88989646.97,,,,136824.24,,
2021-08-18,,,61750141.59,,,,160748.90,,
2021-08-19,,,32748403.60,,,,116497.72,,
2021-08-20,,,26057468.52,,,,145765.26,,
2021-08-21,,,47248487.52,,,,118717.48,,
2021-08-22,,,46183206.17,,,,1291017.89,,
2021-08-23,,,27597312.13,,,,2634943.21,,
2021-08-24,,,38349536.32,,,,991049.25,,
2021-08-25,,,74601508.56,,,,1507461.95,,
2021-08-26,,,70536075.96,,,,871883.48,,
2021-08-27,,,37666647.19,,,,2046837.15,,
2021-08-28,,,19523787.62,,,,3541943.49,,
2021-08-29,,,20393174.65,,,,1109414.32,,
2021-08-30,,,53952989.83,,,,1011681.23,,
2021-08-31,,,36339409.30,,,,1108543.36,,
2021-09-01,,,46587495.43,,,,4116632.40,,
2021-09-02,,,42732171.04,,,,2533920.58,,
2021-09-03,,,228630098.51,,,,2375483.84,,
2021-09-04,,,33265633.38,,,,6403899.69,,
2021-09-05,,,65722628.19,,,,1815398.49,,
2021-09-06,,,62521669.83,,,,4286203.03,,
2021-09-07,,,40296618.37,,,,28787775.63,,
2021-09-08,,,49705595.48,,,,10071804.00,,
2021-09-09,,,55128309.27,,,,9459250.54,,
2021-09-10,,,48328606.89,,,,6525752.66,,
2021-09-11,,,59928862.64,,,,7794717.46,,
2021-09-12,,,17473103.85,,,,2851586.65,,
2021-09-13,,,14913810.51,,,,1959537.53,,
2021-09-14,,,43182716.52,,,,4180114.39,,
2021-09-15,,,24749247.41,,,,1913885.29,,
2021-09-16,,,11230427.52,,,,3508023.45,,
2021-09-17,,,15947626.59,,,,2199515.31,,
2021-09-18,,,14249453.37,,,,2194800.05,,
2021-09-19,,,9413013.37,,,,1830963.96,,
2021-09-20,,,9765221.90,,,,2016900.45,,
2021-09-21,,,23917768.06,,,,4001829.26,,
2021-09-22,,,37756552.08,,,,2125375.45,,
2021-09-23,,,22144429.82,,,,2887992.44,,
2021-09-24,,,71589321.07,,,,1855747.88,,
2021-09-25,,,20254679.32,,,,1923765.06,,
2021-09-26,,,9790902.94,,,,1270800.80,,
2021-09-27,,,13189952.03,,,,1998807.93,,
2021-09-28,,,10430785.43,,,,1865829.01,,
2021-09-29,,,28063900.23,,,,788329.65,,
2021-09-30,,,17146695.53,,,,1687444.31,,
2021-10-01,,,10682779.91,,,,1192625.82,,
2021-10-02,,,14684874.23,,,,2386106.56,,
2021-10-03,,,12182254.78,,,,3637252.33,,
2021-10-04,,,10157079.79,,,,2592306.83,,
2021-10-05,,,26273116.98,,,,1565465.79,,
2021-10-06,,,41999227.25,,,,2143472.81,,
2021-10-07,,,23752888.38,,,,3494447.50,,
2021-10-08,,,19263304.10,,,,4311346.78,,
2021-10-09,,,18685282.55,,,,5379041.07,,
2021-10-10,,,126042555.56,,,,2203971.93,,
2021-10-11,,,999980836.99,,,,2395076.91,,
2021-10-12,,,395283723.85,,,,2086153.96,,
2021-10-13,,,93718844.87,,,,3973629.00,,
2021-10-14,,,545521793.52,,,,2684038.48,,
2021-10-15,,,178623277.06,,,,1367572.10,,
2021-10-16,,,63047495.99,,,,1890581.49,,
2021-10-17,,,39643289.14,,,,1375273.42,,
2021-10-18,,,122997494.47,,,,1332249.32,,
2021-10-19,,,327460563.82,,,,1979704.94,,
2021-10-20,,,71954444.04,,,,2426414.20,,
2021-10-21,,,76840161.26,,,,2031008.79,,
