Date,SushiSwap ($),Curve ($),PancakeSwap ($),Balancer ($),Bancor ($),Trader Joe ($),Aerodrome ($),ParaSwap ($),SpookySwap ($),Velodrome ($),ApeSwap ($),Uniswap ($),Tokenlon ($),Beethoven X ($),DODO ($),KyberSwap ($),1inch ($),DFX Finance ($),Zyberswap ($),Ramses Exchange ($)
2/2/2024,418.69,245756.23,96088.93,26056.65,637.24,0.68,127509.93,1109.81,3423.5,80576.94,24.06,0,760.46,949.31,30690.92,0,267.58,0,587.61,0
2/3/2024,359.83,216135.33,95329.95,25027.13,0,6.9,114562.3,1110.23,3269.56,65460.26,48.49,0,666.7,462.53,150.15,0,250.87,0,238.05,0
2/4/2024,257.38,200185.63,95518.84,18425.49,0,2.15,130015.59,589.28,2725.92,67753.33,21.14,0,1414.98,1207.02,14865.71,0,105.01,0,925.94,0
2/5/2024,1166.77,171627.93,93901.99,31246.57,21.88,73.68,343573.51,130.19,3054.44,98318.25,16.98,0,76.5,1939.93,27.13,0,0.79,0,1029.94,0
2/6/2024,2406.48,153180.74,95558.26,22007.96,6466.61,19.66,248278.8,0.24,2954.17,75989.9,5.91,0,29468.78,1981.45,933.38,0,0,6.24,312.55,0
2/7/2024,327.09,157411.82,96998.33,18971.43,0,21.89,168356.75,150.71,3044.35,99146.7,16.82,0,44920.64,1354.64,2466.28,0,102.15,1.08,969.99,0
2/8/2024,429.38,156960.33,97467.98,205151.62,31.12,8.9,215145.74,0,3574.38,80409.81,24.28,0,0,2086.56,522.63,0,0,0,184.57,76589.44
2/9/2024,4650.81,179517.62,101442.42,84483.91,21251.03,29.3,113585.27,5.83,3453.87,55249.44,3.06,0,11.43,1493.6,1860.16,0,0,0,654.11,0
2/10/2024,1080.71,351876.6,100234.96,20347.43,329.49,31.59,118970.73,0,3942.75,54448.23,15.8,0,986.7,1747.62,10049.07,0,13.72,0,145.8,0
2/11/2024,187.09,235157.15,99388.53,26799.07,0,35.35,145371.83,185.44,3441.93,66536.17,17.35,0,201.72,914.33,11.5,0,7.06,0,697.8,0
2/12/2024,224.95,172025.21,101805.5,29920.84,0,5.87,172907.71,1056.07,3712.71,78829.09,5.4,0,0,4943.74,2363.37,0,44.6,0,450.29,0
2/13/2024,217.92,234034.72,99436.68,17422.36,179.48,1.03,216208.46,59.39,4395.11,139156.57,8.68,0,158.98,952.84,401.84,0,190.17,0,544.2,0
2/14/2024,3733.15,251667.47,105916.92,51344.81,513.02,11.7,129184.97,47.89,4488.74,114284.66,20.18,0,515.25,3724.11,39911.87,0,127.79,0,673.2,0
2/15/2024,4361.07,224543.14,109516.24,277610.41,0,62.05,295012.7,549.55,4759.99,95736.44,9.69,0,0,1345.37,97.3,0,116.39,0,235.37,83592.49
2/16/2024,14182.89,269110.08,107840.12,43717.24,0,365.98,123706.33,522.75,3798.15,60736.23,11.26,0,0,2418.3,2688.66,0,1546,0,474.47,0
2/17/2024,47.47,278701.43,107055.72,10560.91,2369.75,32.02,179962.94,39.71,5302.83,53844.25,17.81,0,771.49,1415.39,5295.51,0,12.42,0,750.91,0
2/18/2024,912.56,206421.01,108516.42,17556.67,766.2,14.81,110597.09,174.19,4856.22,64194.85,24.77,0,0,1281.82,30.01,13.13,121.32,0,439.9,0
2/19/2024,896.35,165482.17,109234.08,20439,36246.78,16.59,226074.42,0,3614.39,87403,11.6,0,0,1872.77,3226.8,0.27,19.08,0,989.26,0
2/20/2024,2668.66,187452.55,107667.98,15080.37,473.22,5.64,146010.27,0,3871.18,88771.3,5.24,0,0,1101.72,4132.68,0,152.94,0,442.06,0
2/21/2024,1545.04,203641.03,107169.68,23024.39,0,0,170941.42,2.2,3458.29,101577.97,21.16,0,11935.12,668.58,7366.68,0,37.78,0,578.33,0
2/22/2024,1586.12,199400.64,113084.89,238515.94,0,191.38,148323.39,459.01,3917.9,65363.88,33.97,0,13.67,1768.61,15846.4,0,15.83,0,182.84,61467.24
2/23/2024,668.64,435530.24,123216.02,79724.43,0,0.02,183210.58,49.6,4098.83,59314.67,3.98,0,0,403.84,627.65,0,99.05,0,277.38,0
2/24/2024,1751.37,328364.8,126279.99,56844.73,2655.56,15.5,203829.24,173.52,4111.77,73048.47,10.86,0,137.18,1600.03,24959.61,0,2524.54,0,247.8,0
2/25/2024,3525.03,248665.42,122638.37,87693.61,2373.63,111.51,134768.97,557.99,4448.25,62401.07,7.12,0,0,1405.4,3482.99,0,10.66,0,813.31,0
2/26/2024,1702.85,119258.48,127773.22,9205.64,11668.21,77.75,229859.38,5509.39,3820.51,69325.41,168.84,0,4441.03,1303.76,2972.5,0,233.17,0,401.58,0
2/27/2024,1336.63,243210.49,123931.94,21651.32,2448.61,18.97,1048298.34,5377.01,4853.08,198767.63,28.6,0,0,497.17,122.69,0,0,0,992.08,0
2/28/2024,2217.17,157065.48,122778.19,54594.65,527.29,76.77,568706.03,9217.47,3008.67,130149.64,34.67,0,142.96,2523.72,328.32,0,0.48,0,686.27,0
2/29/2024,7542.86,307722.97,120741.17,261068.88,1298.23,37.32,684975.53,1040.2,2615.6,122653.84,91.53,0,0,1051.74,22173.92,0,194.38,0,376.82,115065.71
3/1/2024,2589.16,292079.33,125132.57,74454.17,656.67,56.47,1542624.58,524.05,3071.06,239901.61,14.02,0,40.1,1677.42,582.54,0,6.39,0,1401.42,0
3/2/2024,796.89,394852.83,130726.94,91885.75,3191.12,237.94,830673.58,1094.71,6491.55,156770.78,10.69,0,499.67,542.61,7241.94,0,76.17,0,1013.25,0
3/3/2024,2003.62,189872.85,130362.08,11503.1,1772.81,51.24,911855.01,1489.61,5684.81,195184.07,53.58,0,8.05,3079.49,26276.92,0,104.13,0,477.74,0
3/4/2024,3392.86,162877.63,131532.43,31489.82,1285.6,500.84,803665.95,327.39,7008.1,110258.56,23.09,0,0,6780.26,4088.18,0,0,0,530.51,0
3/5/2024,8507.62,209021.57,118252.86,65010.39,4680.96,146.5,610023.15,0.64,3538.8,183169.32,16.58,0,81579.72,3721.45,1347.48,0,52.52,0,522.3,0
3/6/2024,3537.32,385749.45,129272.21,29504.18,0,70.56,1225979.51,677.16,7239.64,161757.21,13.65,0,0,5280.33,411.98,0,181.43,0,412.85,0
3/7/2024,9756.34,548581.75,141096.79,343334.25,2117.29,23.23,720427.07,652.02,22438.31,159429.79,62.11,0,0,6765.71,2107.21,0,129.84,5.23,531.25,213899.54
3/8/2024,3288.28,328363.19,141064.41,55229.54,4749.83,116.78,676464.05,1995.95,4512.24,252927.94,43.65,0,0,3118.23,3649.85,0,19.64,0,571.01,0
3/9/2024,5724.63,319495.6,146697.91,110024.78,839.47,111.85,908654.97,1256.1,4741.67,124488.22,7.86,0,0,2863.97,20172.48,0,18.84,35.49,227.3,0
3/10/2024,1662.81,334607.83,156691.58,24011.8,0,199.31,900667.53,138.49,4599.54,126259.34,24.09,0,0,1892.55,6647.42,0.05,0,16.73,964.17,0
3/11/2024,19364.9,436500.07,159655.62,67562.98,365.76,13640.5,1450890.37,1480.77,4285.95,192294.81,18.39,0,0,3950.33,3639.14,49.83,132.85,0,2368.88,0
3/12/2024,1174.68,291901.96,166056.48,7111.61,816.06,488.69,1600628.29,706.68,5029.84,202119.01,25.81,0,0,2814.94,13411.7,0,0.9,0,557.31,0
3/13/2024,12284,286973.09,202602.09,44372.96,0,494.39,1434603.57,1697.05,6593.63,184108.97,20.47,0,5549.72,2924.24,5082.04,0,1980.62,0,758.25,0
3/14/2024,24846.89,346364.91,186226.76,294697.18,63.4,61.17,1443530.99,309.5,3274.94,167183.7,53.31,0,2440.62,1010.27,118.69,0,3.34,0,137.14,192138.66
3/15/2024,466.88,292136.62,189921.08,141210.87,243.34,120.68,1069455.36,24.5,2627.78,112992.1,14.72,0,294.38,5298.57,33625.72,0,0,0,351.09,0
3/16/2024,1767.88,305680.35,165824.85,95631.46,75.15,272.92,848367.07,205.49,4258.9,108807.42,11.98,0,201.16,2032.18,1293.57,0,119.3,0,3096.19,0
3/17/2024,998.46,425436.4,165290.77,63759.57,0,166.63,1520213.89,557.7,1446.57,117405.21,13.74,0,151.14,3821.14,9702.59,251.04,0,0,236.17,0
3/18/2024,314.27,239075.96,155983.79,45075.23,827,2233.16,1486833.88,125.81,6450.71,137181.15,42.65,0,22.83,1301.71,1098.91,0,115.3,0,874.9,0
3/19/2024,1656.31,198636.92,142586.08,18533.52,0,66.19,1271358.45,214.75,10872.52,101103.58,6.86,0,0,6151.93,1846,0,563.85,0,745.24,0
3/20/2024,351.48,179105.08,155556.92,53075.23,0,273.44,2060597.68,3.28,5568.74,144017.29,29.01,0,7627544.36,2618.04,908.79,0,38.25,0,138.14,0
3/21/2024,417.16,378534.16,158759.69,283272.42,235.88,0.2,1671817.72,22.43,2686.94,111858.12,1.05,0,1004.81,6348.93,718.47,0,110.85,0,759.91,162891.95
3/22/2024,1041.19,240802.62,160074.77,93013.6,1075.95,58.36,1337534,20.15,5496.43,93085.09,32.01,0,716.42,2832.45,6566.07,0,206.82,0,79.34,0
3/23/2024,1720.23,414054.66,159421.86,50829.78,314.65,22.54,1209881.46,223.52,2380.87,131594.34,36.54,0,1327.06,8844.97,37607.52,0,0,0,1137.17,0
3/24/2024,3400.84,466363.66,163693.48,58273.88,538.52,31.17,2057355.93,264.88,2110.74,153165.98,37.7,0,0,2284.31,259.95,0,84.3,0,580.7,0
3/25/2024,364.22,258049.98,173193.81,30950.58,4.25,122.39,3242075.13,905.34,2309.47,254011.12,8498.08,0,24.65,4264.54,10933.65,0,0,0,925.07,0
3/26/2024,472.8,241355.1,172144.13,33778.78,1386.55,32.43,4029402.29,6010.59,2722.51,296777.12,30.24,0,370.92,2948.94,10190.65,0,52.04,0,713.09,0
3/27/2024,2275.29,183141.19,173317.44,26167.68,186.62,1.76,3892003.77,11147.07,2724.25,448066.25,20.58,0,0,3541.39,286,4.3,0,11.14,442.03,0
3/28/2024,1782.29,314227.8,180513.23,275156.76,0,0.22,3524536.47,6354.91,2781.71,1060895.93,35.24,0,0,944.99,1639.79,0,185.34,0,1377.64,525493.44
3/29/2024,294.51,178722.32,183391.89,104484.64,114.62,4.54,2107916.34,2152.29,1257.7,432628.09,27.81,0,0,2041.9,1136.89,0,12.71,0,143.06,0
3/30/2024,1133.11,362091.93,179720.03,32648.81,5.87,125.37,2204968.11,1419.17,1389.49,338018.18,11.33,0,2900.45,1526.38,27780.51,0,56.64,0,441.8,0
3/31/2024,627.45,520313.77,181393.27,318240.46,144.64,122.5,2117915.49,2210.43,4434.85,339998.68,188.19,0,0,2850.07,49.6,0,64.7,0,738.6,0
4/1/2024,121.28,242491.67,167881.4,24248.78,2903.71,1.17,2487392.46,916.01,1015.16,276810.14,6.35,0,0,1727.66,7716.03,0,294.49,0,2766.61,0
