Date,Liquity ($),Abracadabra.money ($),Reflexer ($),Angle ($),Origin DeFi ($),Vesta Finance ($),MakerDAO ($)
1/12/2023,10085.33,60536.39,934.04,39348.43,2.79,228.69,0
1/13/2023,5598.93,13408.82,842.22,0,7.77,272.11,0
1/14/2023,7360.49,6074.73,0,0,2468.01,1127.05,0
1/15/2023,7876.81,8570.7,329.31,0,3092.34,236.62,0
1/16/2023,13029.23,7608.71,0,0,775.3,299.31,0
1/17/2023,9774.68,4224.68,0,0,16.45,364.39,0
1/18/2023,6405.06,3833.67,616.92,0,0,2094.62,0
1/19/2023,10366.63,45999.9,0,39951.19,351.19,111.82,0
1/20/2023,59351.36,5430.23,0,0,1754.04,305.32,0
1/21/2023,10712.57,5820.78,0,0,2201.06,3281.37,0
1/22/2023,6992.92,4956.5,98.26,0,306.71,131.76,0
1/23/2023,7781.73,6278.6,0,0,1318.29,87.47,0
1/24/2023,7249.16,4148.32,1220.66,0,2329.02,0,0
1/25/2023,9052.13,2404.63,72.16,0,1229.31,166.83,0
1/26/2023,178794.52,28554.97,162.39,42149.23,30.48,34.22,0
1/27/2023,12224.71,11726.56,0,0,679.53,277.16,0
1/28/2023,6169.33,16870.02,0,0,448.9,1039.06,0
1/29/2023,7900.18,7183.89,867.99,0,1617.82,571.63,0
1/30/2023,9815.37,7166.82,18025.39,0,1676.62,372.17,0
1/31/2023,12733.02,10838.83,1211,0,14805.4,176.02,0
2/1/2023,6525.27,5769.77,361.44,0,6493.53,4519.66,0
2/2/2023,4824.75,38492.64,1392.49,44938.48,3303.78,767.75,0
2/3/2023,4459.03,6496.85,3272.63,0,185.48,86.45,0
2/4/2023,4503.77,6265.03,20.84,0,275.59,678.24,0
2/5/2023,3405.54,6728.88,0,0,1727.31,1143.96,0
2/6/2023,4186.43,5386.4,0,0,3021.19,275.53,0
2/7/2023,17210.9,8564.91,0,0,441.25,789.64,0
2/8/2023,3541.2,7418.88,48.51,0,43.24,855.29,0
2/9/2023,24282.44,18620.65,3982.78,58080.79,1603.05,1248.51,0
2/10/2023,9982.71,12727.39,152.21,0,4300.88,205.56,0
2/11/2023,6252.01,1257.76,0,0,587.66,344.72,0
2/12/2023,9495.22,2324.87,620.99,0,909.06,8.15,0
2/13/2023,39006.39,2870.2,18890.95,0,345.95,162.55,0
2/14/2023,8366.87,9616.21,4954.64,0,7797.74,316.84,0
2/15/2023,3139.8,8151.96,0,0,22954.25,284.53,0
2/16/2023,33700.9,32120.12,0,102697.22,3402.78,186.74,0
2/17/2023,5292.25,8272.25,3497.17,0,677.44,7280.07,0
2/18/2023,4032.97,5919.87,11818.88,0,0,478.62,0
2/19/2023,11134.73,6930.5,0,0,305.38,579.27,0
2/20/2023,22267.37,10889.73,0,0,0,174.25,0
2/21/2023,5382.43,3466.38,41.22,0,413.02,651.24,0
2/22/2023,6860.37,3926.22,0,0,252.72,100.61,0
2/23/2023,8648.12,23867.37,0,89640.74,465.63,5668.79,0
2/24/2023,10895.68,8052.61,103.09,0,3460.11,193.22,0
2/25/2023,4938.94,8774.29,0,0,143180.27,215.34,0
2/26/2023,24808.41,694.77,0,0,1363.51,202.3,0
2/27/2023,16065.51,4780.1,126.87,0,148985.48,116.77,0
2/28/2023,105625.3,2265.42,6639.09,0,748.76,1930.63,0
3/1/2023,44716.3,3783.23,8096.35,0,243,156.17,0
3/2/2023,7532.18,19348.66,0,92972.41,60.71,547.02,0
3/3/2023,25433.67,13006.76,445.85,0,0,42.23,0
3/4/2023,25074.45,3706.45,305.21,0,113.17,183.39,0
3/5/2023,29324.29,1327.92,93.56,0,89.15,33.45,0
3/6/2023,7876.84,4282.75,50.51,0,992.7,177.87,0
3/7/2023,64171.28,3806.14,3301.48,0,1969.59,399.68,0
3/8/2023,13060.4,4181.85,2127.53,0,1091.68,106.88,0
3/9/2023,8717.86,20793.1,0,109604.62,1625.4,14.29,0
3/10/2023,32553.56,3008.19,0,0,0,57.86,0
3/11/2023,131478.85,2251.08,1979.7,0,510.36,366.18,0
3/12/2023,277574.03,1570.21,233.64,0,156.35,1428.63,0
3/13/2023,223152.42,1464.47,5742.55,0,733.09,865.76,0
3/14/2023,18520.42,4916.22,0,0,2205.04,73877.43,0
3/15/2023,21881.9,1516.57,0,0,1078.78,608.9,0
3/16/2023,10704.21,20998.29,0,0,2786.36,2346.54,0
3/17/2023,29662.81,2029.04,16592.69,0,2494,695.76,0
3/18/2023,24880.05,10167.9,331.52,0,102.73,419.8,0
3/19/2023,25197.65,3381.73,367.88,0,1978.62,21.21,0
3/20/2023,15705.15,2246.38,453.38,0,427.24,589.49,0
3/21/2023,19419.96,1907.6,96.61,0,829.7,2183.4,0
3/22/2023,15280.58,3949.38,40.19,0,11396.96,141.68,0
3/23/2023,19895.91,24172,202.14,0,297.04,252.89,0
3/24/2023,16796.27,2825.93,0,0,1566.37,1493.16,0
3/25/2023,11046.07,7127.04,0,0,1192.01,750.2,0
3/26/2023,13439.84,7156.09,240.5,0,20.38,366.51,0
3/27/2023,7334.88,1744.85,8.98,0,132.34,110.23,0
3/28/2023,39898.19,3692.61,0,0,23.69,470.01,0
3/29/2023,34949.99,1912.66,0,0,14.28,88.29,0
3/30/2023,13444.35,17670.93,0,0,769.08,863.14,0
3/31/2023,21479.11,11923.31,1020.85,0,3750.26,399.3,0
4/1/2023,21594.08,10589.25,0,0,783.86,304.15,0
4/2/2023,19735.34,11046.66,2353.19,0,1543.27,284.38,0
4/3/2023,21591.22,2045.03,0,0,958.41,0.94,0
4/4/2023,13227,2867.99,1721.95,0,138.39,213.69,0
4/5/2023,126880.49,4416.74,0,0,4251.92,656.15,0
4/6/2023,21798.44,30331.27,14527.2,0,1548.1,105.42,0
4/7/2023,26924.99,5153.28,1869.14,0,527.1,178.79,0
4/8/2023,17100.79,4953,1002.25,0,0,1668.24,0
4/9/2023,19562.4,6039.84,0,0,1343.49,97.67,0
4/10/2023,11734.42,2814.53,0,0,856.44,40.39,0
4/11/2023,23108.86,3058.12,149.14,0,2130.28,556.42,0
4/12/2023,17270.63,2864.96,0,0,2174.3,89.83,0
4/13/2023,12797.73,22779.7,0,0,235.91,248.58,0
4/14/2023,47230.47,15774.89,139.86,0,836.28,459.63,0
4/15/2023,28080.49,2036.97,0,0,220.4,385.11,0
4/16/2023,36663.24,2653.84,901.59,0,1300.08,164.24,0
4/17/2023,57249.7,3182.99,1986.23,0,1188.19,262.8,0
4/18/2023,19067.83,2214.95,0,0,1212.65,215.95,0
4/19/2023,18974.33,2830.24,0,0,0,790.6,0
4/20/2023,8603.4,8294.27,1127.96,0,6254.49,204.8,0
4/21/2023,15479.86,4293.53,0,0,478.54,240.61,0
4/22/2023,10475.66,2857.89,0,0,68.35,6.95,0
4/23/2023,14736.78,2751.93,0,0,2660.21,695.04,0
4/24/2023,5721.32,8913.65,0,0,366.01,77.76,0
4/25/2023,8857.36,3224.72,980.3,0,1096.13,2000.61,0
4/26/2023,11694.43,4913.29,2753.04,0,0,371.84,0
4/27/2023,11596.4,7158.99,535.77,48047.78,119312.11,27.1,0
4/28/2023,12770.67,12403.67,59.11,0,0,48.29,0
4/29/2023,12428.62,1791.15,0,0,2083.75,164.48,0
4/30/2023,19556.01,2353.72,0,0,722.1,43.89,0
5/1/2023,48718.37,1738.29,0,0,1659.79,18.11,0
5/2/2023,11037.34,3188.57,0,0,5.33,93.64,0
5/3/2023,7810.28,13893.67,0,0,0,18.3,0
5/4/2023,16960.41,13706.82,0,45624.55,2538.07,616.31,0
5/5/2023,4264.67,1020.81,0,0,0,107.89,0
5/6/2023,4589.61,1500.5,0,0,0,425.13,0
5/7/2023,6556.17,1553.45,0,0,686.76,778.37,0
5/8/2023,25950.68,4361.48,4173.46,0,1919.54,27.82,0
5/9/2023,16932.72,1389.24,127.25,0,0,98.49,0
5/10/2023,9666.18,11617.85,0,0,1405.69,46.89,0
5/11/2023,33396.95,6800.64,0,40441.2,6.32,0.04,0
5/12/2023,11913.81,5904.23,1141.79,0,4050.63,217.33,0
5/13/2023,15690.11,2486.39,13.67,0,199.18,97.21,0
5/14/2023,6161.3,6921.42,0,0,348.2,6.22,0
5/15/2023,3306.06,2687.3,47.41,0,0,1623.74,0
5/16/2023,21463.99,4474.87,0,0,6817.09,186.3,0
5/17/2023,33892.41,11094.42,74.31,0,1525.91,38.42,0
5/18/2023,28646.89,12881.39,309.42,39492.56,757.87,168.81,0
5/19/2023,7325.96,2024.84,1433.8,0,811.33,159.97,0
5/20/2023,17635.03,427.67,0,0,10068.11,17.13,0
5/21/2023,12322.82,699.62,0,0,44114.46,24.35,0
5/22/2023,8995.11,384.15,270.21,0,1932.66,6.26,0
5/23/2023,12365.97,183.06,0,0,106.56,1797.31,0
5/24/2023,32322.14,1660.42,0,0,0,5.42,0
5/25/2023,32186.1,12315.09,316.99,37210.01,3534.53,14229.46,0
5/26/2023,6944.6,9242.17,0,0,3.02,166.76,0
5/27/2023,143317.91,6850.61,414.39,0,529.71,335.33,0
5/28/2023,10382.74,2645.22,0,0,1973.64,267.35,0
5/29/2023,22515.66,13998.28,7504.92,0,884.3,131.46,0
5/30/2023,16741.68,2958.48,473.37,0,2718.33,41.09,0
5/31/2023,15358.89,3212.78,0,0,938.58,39.8,0
6/1/2023,15048.63,4154.99,0,35501.12,2728.21,73,0
6/2/2023,24201.79,17974.01,0,0,794.5,81.4,0
6/3/2023,12236.04,1797.72,1190.15,0,21747.29,7.25,0
6/4/2023,5576.69,7143.21,0,0,5383.63,1254.67,0
6/5/2023,7179.55,1877.08,0,0,739.01,11.39,0
6/6/2023,16758.96,2996.48,0,0,299.03,238.32,0
6/7/2023,4958.98,3306.11,1348.83,0,0.03,34.98,0
6/8/2023,7732.31,7938.37,0,31361.63,0,60.44,0
6/9/2023,10117.98,1381.62,0,0,165.56,515.31,0
6/10/2023,9399.53,1816.15,0,0,281.1,10.95,0
6/11/2023,5136.79,1312.05,716.98,0,1707.35,715.49,0
6/12/2023,5388.51,6848.96,316.13,0,0,58.17,0
6/13/2023,15532.67,1084.52,0,0,1156.03,18.65,0
6/14/2023,6400.77,3558.59,0,0,909.61,71.38,0
6/15/2023,20072.31,4403.83,0,37429.79,3286.29,27.89,0
6/16/2023,6993.43,2527.2,3.12,0,366.05,0.1,0
6/17/2023,10648.75,8680.97,0,0,1225.75,189.15,0
6/18/2023,5113.8,1178.28,0,0,1170.66,311.64,0
6/19/2023,8167.82,1437.12,0,0,373.39,109.49,0
6/20/2023,2755.2,1200.49,0,0,0,173.41,0
6/21/2023,24681.88,1481.67,0,0,1318.98,536.49,0
6/22/2023,5874.52,4026.32,0,35767.77,0,35.96,0
6/23/2023,6534.4,8941.4,0,0,5228.1,175.69,0
6/24/2023,4284.84,7541.41,0,0,454.77,36.02,0
6/25/2023,4588.14,1546.84,0,0,127.71,0,0
6/26/2023,4415.31,920.37,0,0,1198.76,0.02,0
6/27/2023,23529.59,1542.86,76.74,0,181.51,0.03,0
6/28/2023,6756.19,851.4,0,0,0,158.05,0
6/29/2023,678.44,5399.66,0,35347.59,2799.06,268.26,0
6/30/2023,10787.6,2518.26,0,0,3.17,0,0
7/1/2023,12175.98,2198.09,0,0,615.47,17.71,0
7/2/2023,13912.13,1482.47,0,0,0,0.09,0
7/3/2023,13292.54,3138.02,209.64,0,0,667.32,0
7/4/2023,3620.95,6951.39,0,0,1038.65,0.01,0
7/5/2023,851.3,1839.6,0,0,0,2.02,0
7/6/2023,6982.61,7195.48,0,35884.6,1116.7,0,0
7/7/2023,8290.96,776.04,0,0,604.33,50.8,0
7/8/2023,12857.21,1351.16,0,0,3454.56,0.14,0
7/9/2023,2023.59,1092.8,0,0,644.75,3.97,0
7/10/2023,8787.32,532.24,0,0,1246.93,23.44,0
7/11/2023,6032.2,1252.51,0,0,8610.55,0.13,0
7/12/2023,22022.41,2221.48,0,0,4371.38,6.11,0
7/13/2023,6796.61,12255.02,0,35500.49,32043.47,227.69,0
7/14/2023,20827.23,1817.13,238.79,0,163.84,754.43,0
7/15/2023,25453.34,1980.44,478.76,0,2782.43,23.66,0
7/16/2023,8923.71,1143.38,0,0,293.53,0.55,0
7/17/2023,18275.36,1174.57,0,0,2869.26,87.35,0
7/18/2023,6303.29,1029.73,804.55,0,4372.56,32.81,0
7/19/2023,12559.44,2253.2,0,0,650.16,92.11,0
7/20/2023,5994.74,7176.1,862.27,31307.55,2150.78,33.7,0
7/21/2023,2172.44,7520.13,0,0,121.05,148.65,0
7/22/2023,7891.69,983.67,0,0,1015.6,0.02,0
7/23/2023,1841.27,2028.6,0,0,5758.79,8.33,0
7/24/2023,3276.37,2326.55,0,0,509.29,26.17,0
7/25/2023,13280.6,1780.34,0,0,503.22,8.68,0
7/26/2023,4931.33,1464.96,0,0,811.03,144.85,0
7/27/2023,5962.44,3015.42,0,31334,2647.55,7.94,0
7/28/2023,5267.97,1226.68,0,0,0.25,0,0
7/29/2023,7471.46,7222.16,0,0,349.66,300.45,0
7/30/2023,23647.95,5951.57,0,0,3288.59,358.12,0
7/31/2023,6357.41,2453.23,0,0,906.58,39.54,0
8/1/2023,12093.43,995.96,0,0,34.91,32.91,0
8/2/2023,3652,1729.04,677.62,0,10.38,23.47,0
8/3/2023,6448.8,3705.56,476.54,28576.35,2377.8,0.1,0
8/4/2023,3307.08,6908.43,0,0,585.79,7.69,0
8/5/2023,12294.21,1464.22,0,0,12113.54,81.1,0
8/6/2023,8374.52,3161.45,0,0,1122.83,61.35,0
8/7/2023,11968.96,3332.35,0,0,81.82,1.02,0
8/8/2023,17361.6,2323.28,0,0,6301.52,0,0
8/9/2023,7996.52,1185.62,0,0,2687.25,4.53,0
8/10/2023,11402.54,4300.38,0,32148.26,0,0.18,0
8/11/2023,4763.06,7850.64,0,0,0,29.96,0
8/12/2023,17834.17,240.02,401.27,0,3059.21,0.01,0
8/13/2023,11737.78,30.43,0,0,244.57,1.22,0
8/14/2023,2736,3446.65,0,0,165.46,95.47,0
8/15/2023,4167.44,3197.16,0,0,594.06,0.08,0
8/16/2023,2264.17,12262.04,0,0,2933.97,2.66,0
8/17/2023,8948.65,1325.49,0,32862.3,11633.58,0,0
8/18/2023,5342.67,3316.87,708.26,0,2312.73,1.14,0
8/19/2023,22837.52,1911.07,0,0,7529.15,121.05,0
8/20/2023,4203.32,967.21,0,0,702.04,0.32,0
8/21/2023,19576.82,963.94,0,0,911.5,0,0
8/22/2023,1173.81,7434.59,0,0,469.08,0,0
8/23/2023,97237.92,3210.39,0,0,1398.6,451.65,0
8/24/2023,22215.54,2842.69,0,33067.63,3123.77,21.83,0
8/25/2023,8247.85,1504.38,0,0,379.48,133.13,0
8/26/2023,8661.28,1116.19,0,0,404.59,592.64,0
8/27/2023,7271.97,849.22,0,0,388.34,121.29,0
8/28/2023,996.54,1429.45,0,0,220.43,310.19,0
8/29/2023,30263.02,1049.85,0,0,668.2,89.25,0
8/30/2023,2982.56,7230.37,0,0,1274.58,12.78,0
8/31/2023,6197.73,3086.93,0,34206.65,573.51,50.52,0
9/1/2023,2774.49,4670.13,0,0,1852.19,1.19,0
9/2/2023,13274.03,6702.36,382.43,0,3588.42,0,0
9/3/2023,2661.14,1145.49,0,0,53.46,41.78,0
9/4/2023,2680.75,792.32,231.66,0,1425.21,0,0
9/5/2023,740.92,815.39,7.69,0,2041.44,19.05,0
9/6/2023,4211.82,1706.11,0,0,2835.65,47.9,0
9/7/2023,3529.27,2679.21,0,33913.34,477.32,0.77,0
9/8/2023,2299.65,3820.87,26.45,0,344.91,0,0
9/9/2023,12885.8,9013.66,55.25,0,2877.92,970.92,0
9/10/2023,11330.76,1227.05,0,0,380.6,372.47,0
9/11/2023,3721.64,1268.82,0,0,10.25,1862.09,0
9/12/2023,8335.75,2273.51,0,0,3230.74,1341.18,0
9/13/2023,4693.39,2331.61,0,0,102049.32,151.5,0
9/14/2023,1344.21,5234.94,0,32045.16,950.46,40.41,0
9/15/2023,7801.42,8546.89,0,0,1203.48,256.1,0
9/16/2023,2808.12,1994.74,0,0,647.89,147.67,0
9/17/2023,1322.52,1112.8,0,0,1916.13,0.64,0
9/18/2023,1947.48,2273.41,0,0,3176.89,10562.95,0
9/19/2023,7154.26,4576.32,0,0,3082.86,234.53,0
9/20/2023,3549.13,8377.61,0,0,543.58,319.49,0
9/21/2023,42673.25,2168.26,0,29914.9,5.48,194.34,0
9/22/2023,7754.78,5528.45,0,0,16.87,1229.38,0
9/23/2023,5574.5,1631.37,0,0,1134.12,14.05,0
9/24/2023,5498.58,1342.6,0,0,1082.41,3.52,0
9/25/2023,4401.8,2854.51,1106.62,0,81.31,2915.78,0
9/26/2023,1659.08,8438.88,0,0,1927.02,90.18,0
9/27/2023,2081.26,3819.73,46.75,0,1139.64,2213.87,0
9/28/2023,11491.06,1423.01,414.49,33873.37,1413.68,2699.72,0
9/29/2023,22866.45,1298.55,0,0,36.52,981.27,0
9/30/2023,17046.49,1625.42,0,0,16497.81,0,0
10/1/2023,11221.02,842.47,0,0,260.25,0.07,0
10/2/2023,16862.83,1490.44,0,0,21516.01,92.53,0
10/3/2023,9680.74,1401.25,0,0,1689.23,25.26,0
10/4/2023,4656.46,1057.62,0,0,2504.22,1398.32,0
10/5/2023,9595.06,2011.57,0,31938.25,718.39,0.04,0
10/6/2023,10324.01,358.6,0,0,2897.79,56.04,0
10/7/2023,5548.64,20.68,0,0,1.11,0.02,0
10/8/2023,19784,3.39,0,0,1281.14,156.77,0
10/9/2023,19035.97,616.33,0,0,32.93,0,0
10/10/2023,88948.53,1037.67,0,0,125.79,1427.18,0
10/11/2023,8639.74,1702.25,0,0,2.26,1012.86,0
10/12/2023,7821.99,723.68,0,31144.33,3212.45,1466.45,0
10/13/2023,5726.9,867.23,0,0,1216.19,458.37,0
10/14/2023,6547.65,1747.99,0,0,47.18,0.07,0
10/15/2023,14247.62,985.36,0,0,649.59,0.89,0
10/16/2023,7489.84,981.64,0,0,230096.12,13.43,0
10/17/2023,20949.03,799.96,0,0,453.02,109.91,0
10/18/2023,6572.82,1537.92,0,0,53.78,61.59,0
10/19/2023,4081.23,973.07,2345.11,34659.86,1282.84,0,0
10/20/2023,108191.74,985.26,0,0,610.99,0.1,0
10/21/2023,6982.65,899.32,0,0,108.03,0,0
10/22/2023,261882.05,1645.04,447.42,0,416.13,0,0
10/23/2023,13368.5,1674.13,0,0,61353.29,43470.2,0
10/24/2023,12440.47,2702.46,0,0,2218.23,135.6,0
10/25/2023,18327.08,2580.35,0,0,3013.13,199.32,0
10/26/2023,9922.42,1031.63,0,35762.38,219412.71,19236.04,0
10/27/2023,35399.41,1246.62,0,0,248.47,0.01,0
10/28/2023,70091.89,1914.49,153.91,0,811.59,0.02,0
10/29/2023,13454.09,1332.15,0,0,661.92,532.41,0
10/30/2023,10964.54,770,11196.99,0,0,0.2,0
10/31/2023,43550.18,1541.93,0,0,1806.66,62.09,0
11/1/2023,30728.92,1351.7,0,0,999.33,0.04,0
11/2/2023,33110.63,750.76,0,35607.16,96.98,7173.51,0
11/3/2023,8833.81,1065.12,0,0,7412.59,27.38,0
11/4/2023,23255.48,619.78,0,0,1136.86,159.69,0
11/5/2023,13156.18,2396.92,0,0,3465.7,45.79,0
11/6/2023,9693.49,1512.44,0,0,0,19.83,0
11/7/2023,14477.53,1462.14,0,0,292.92,6265.82,0
11/8/2023,6346.64,1463.76,0,0,152.9,0.29,0
11/9/2023,12732.2,2291.08,0,38643.04,2817.79,660.53,0
11/10/2023,20630.31,959.07,0,0,4008.35,1490.73,0
11/11/2023,5858.95,2701.74,0,0,2450.98,794.04,0
11/12/2023,12939.86,1353.09,0,0,1940.31,113.37,0
11/13/2023,4188.38,993.94,0,0,13267.35,0,0
11/14/2023,7919.18,1099.87,0,0,880.27,0.01,0
11/15/2023,7177.11,1699.27,0,0,464.77,0.03,0
11/16/2023,11199.74,1574.35,0,35858.78,1822.71,43.22,0
11/17/2023,11990.12,1384.65,0,0,1240.38,755.12,0
11/18/2023,5798.48,3118.59,0,0,1410.13,0,0
11/19/2023,2257.98,870.3,0,0,3796.93,7.43,0
11/20/2023,15877.36,958.81,0,0,2437.56,0.03,0
11/21/2023,26615.82,640.11,0,0,0,0,0
11/22/2023,7039.88,2250.13,0,0,252.53,76.29,0
11/23/2023,4625.04,4936.97,0,33767.72,193.81,0.01,0
11/24/2023,6339.21,1565.59,0,0,3488.68,10.91,0
11/25/2023,20780.95,2038.79,0,0,4316.8,61.61,0
11/26/2023,21791.43,1488.22,0,0,933.78,101.07,0
11/27/2023,3413.66,882.14,0,0,0,30.05,0
11/28/2023,6940.85,938.92,429.02,0,159.51,5.36,0
11/29/2023,4448.31,2059.92,0,0,314.18,289.01,0
11/30/2023,34999.95,869.19,0,33206.77,1339.33,248.06,0
12/1/2023,4931.63,1620.85,0,0,0,0.04,0
12/2/2023,5452.33,2.13,0,0,234.46,0.01,0
12/3/2023,8023.06,93.6,163.57,0,22640,0.01,0
12/4/2023,10105.45,2769.09,0,0,89699.46,0,0
12/5/2023,30655.52,105.85,0,0,550.25,105.22,0
12/6/2023,21645.68,0,0,0,6532.2,55.99,0
12/7/2023,12971.18,88.02,0,33079.45,11953.42,436.56,0
12/8/2023,9879.51,141.83,0,0,963.2,22.21,0
12/9/2023,22531.64,402.49,0,0,159.96,137.6,0
12/10/2023,23991.7,13.19,0,0,1628.18,474.4,0
12/11/2023,22950.79,3015.74,0,0,11626.31,0.01,0
12/12/2023,1462.83,123.36,0,0,3379.4,1.1,0
12/13/2023,3986.03,247.5,0,0,1354.7,61.8,0
12/14/2023,9541.59,11508.62,0,30829.24,573.35,0.02,0
12/15/2023,6955.78,0,0,0,331.93,0,0
12/16/2023,5389.19,24.97,0,0,3511.98,2.65,0
12/17/2023,5174.24,0,566.83,0,69.71,0.05,0
12/18/2023,25307.99,7088.12,0,0,0,0.02,0
12/19/2023,8107.01,374.72,0,0,2260.26,137.73,0
12/20/2023,3862.95,16.48,0,0,332.03,996.16,0
12/21/2023,10137.96,234.81,0,30605.15,3021.67,2.07,0
12/22/2023,9829.05,296.59,0,0,648.68,141.37,0
12/23/2023,20513.39,0,0,0,2566.85,79.73,0
12/24/2023,6195.69,781.14,0,0,6106.46,115.66,0
12/25/2023,10842.99,0,0,0,3872.52,28.55,0
12/26/2023,40884.18,0,0,0,18937.89,0,0
12/27/2023,24762.78,67.03,0,0,454.12,1438.61,0
12/28/2023,16799.49,305.03,0,29284.39,6482.16,1746.42,0
12/29/2023,11832.77,15.9,376.92,0,2645.86,0.02,0
12/30/2023,7409.86,1207.3,0,0,99.47,0.18,0
12/31/2023,8507.6,0,0,0,4687.59,0,0
1/1/2024,16426.24,639.01,0,0,3034.64,0,0
1/2/2024,30246.1,131.33,0,0,2335.66,79.37,0
1/3/2024,11423.02,0,0,0,2569.55,0,0
1/4/2024,6224.28,0,0,33314.9,5157.53,0.14,0
1/5/2024,7767.34,0,0,0,1339.02,0,0
1/6/2024,10339.77,541.15,223.73,0,19311.46,0,0
1/7/2024,6804.33,38.5,0,0,670.21,5.76,0
1/8/2024,10653.19,0,0,0,100.44,1.42,0
1/9/2024,20845.41,0,0,0,219.35,0.05,0
1/10/2024,5282.17,0,0,0,113.24,9.9,0
1/11/2024,32242.62,0,5281.86,30699.28,15774.42,51.74,0
1/12/2024,4769.42,127.14,0,0,2949.69,17.7,0
1/13/2024,3969.96,0,0,0,0.04,0.01,0
1/14/2024,10487.6,21.33,0,0,0.04,0.03,0
1/15/2024,7304.28,0,0,0,3924.69,0,0
1/16/2024,3415.16,0,0,0,0,0,0
1/17/2024,11357.42,0,0,0,2238.24,56.6,0
1/18/2024,2406.84,0,489.19,28323.12,4313.97,5.34,0
1/19/2024,1515.88,0,0,0,6886.78,0,0
1/20/2024,27271.01,0,0,0,5956.08,628.57,0
1/21/2024,10275.25,4669.55,0,0,3270.43,0,0
1/22/2024,1460.35,0,0,0,1185.35,0.32,0
1/23/2024,4868.9,7.57,0,0,1409.59,0,0
1/24/2024,50332.65,191.04,0,0,1369.03,0.07,0
1/25/2024,9430.29,0,0,28101.01,1669.48,0.09,0
1/26/2024,1082.15,0,4574.7,0,1216.02,0,0
1/27/2024,735.26,350.32,0,0,5904.65,216.34,0
1/28/2024,4449.83,0,0,0,1514.32,0,0
1/29/2024,12122.32,98.7,0,0,2305.48,0,0
1/30/2024,2238.45,0,0,0,0,0.03,0
1/31/2024,4746.93,2.05,0,0,2900.2,0,0
2/1/2024,3749.76,133.75,0,30609.35,74.31,15.89,0
2/2/2024,1334.46,371.23,0,0,564.14,0.05,0
2/3/2024,1714.87,0,0,0,1516.41,0,0
2/4/2024,15857.31,0,0,0,637.65,0,0
2/5/2024,8382.9,62.54,0,0,3481.87,0,0
2/6/2024,9574,0,0,0,316.75,27.77,0
2/7/2024,4797.31,0,0,0,340.85,19.4,0
2/8/2024,7498.5,0,0,29204.86,0,115.03,0
2/9/2024,417.71,0,0,0,0,0,0
2/10/2024,727.08,0,59.39,0,2816.72,0,0
2/11/2024,8239.92,4.86,0,0,1074.94,0,0
2/12/2024,1399,0,0,0,0,0,0
2/13/2024,22449.76,1108.42,0,0,179.45,0.03,0
2/14/2024,21386.55,0,0,0,267.47,0,0
2/15/2024,7065.5,57.21,975.91,31808.31,51.65,0.01,0
2/16/2024,3986.84,0,204.64,0,587.18,16.23,0
2/17/2024,2333.77,1396.42,485.21,0,40875.71,0,0
2/18/2024,7092.01,23.38,0,0,24086.43,0.05,0
2/19/2024,5134.1,0,0,0,2408.02,0.05,0
2/20/2024,49863.03,0,0,0,2268.22,0,0
2/21/2024,1979.86,0,0,0,2115.6,1598.93,0
2/22/2024,6871.82,794.8,0,34706.88,3271.06,0,0
2/23/2024,3653.24,110.34,1500.18,0,2923.67,0,0
2/24/2024,2141.05,428.56,0,0,1223.97,0,0
2/25/2024,203.04,4089.52,0,0,0,0,0
2/26/2024,3617.64,0,0,0,154.56,5.78,0
2/27/2024,15753.12,6.92,143916.13,0,4724.49,0,0
2/28/2024,52122.93,0,0,0,443717.73,0,0
2/29/2024,5257.04,0,0,43166.9,3160.64,0,0
3/1/2024,2826.66,7398.41,0,0,0,0,0
3/2/2024,4989.22,12.95,0,0,3221.55,0.08,0
3/3/2024,47462.13,2076.59,0,0,45.75,0,0
3/4/2024,3242.98,3927.39,0,0,549.4,0,0
3/5/2024,3859.32,0,0,0,2314.77,327.99,0
3/6/2024,105834.76,0,0,0,0,0.19,0
3/7/2024,2108.04,0,0,45430.21,223.47,0,0
3/8/2024,4945.43,0,0,0,2081.63,0,0
3/9/2024,16185.61,12209.65,0,0,1706.37,3.36,0
3/10/2024,13152.37,289.5,0,0,0,0.53,0
3/11/2024,3786.3,0,0,0,0,0,0
3/12/2024,11706.37,38.04,39.46,0,214.07,145.61,0
3/13/2024,1101.09,0,0,0,0,0,0
3/14/2024,25905.24,0,0,42968.26,0,0.02,0
3/15/2024,18879.43,395.56,12326.65,0,0,0.33,0
3/16/2024,15660.25,258.82,3590.56,0,0,8.22,0
3/17/2024,14018.51,494.34,0,0,796.55,0,0
3/18/2024,6448.09,29.38,0,0,485.91,0,0
3/19/2024,6346.32,0,0,0,1466.12,0,0
3/20/2024,5924.67,199.24,0,0,104.83,0.01,0
3/21/2024,5976.52,7644.89,0,35762.58,1058.68,0.01,0
3/22/2024,22458.23,476.74,0,0,6104.27,0,0
3/23/2024,1412.52,81.22,0,0,4162.18,0.01,0
3/24/2024,2703.35,0,0,0,4661.12,0,0
3/25/2024,5386.42,387.18,0,0,919.07,0,0
3/26/2024,7138.26,0,0,0,56607.66,1.11,0
3/27/2024,3891.18,0,0,0,13838.19,0.05,0
3/28/2024,2580.01,6460.27,0,110623.31,4110.5,0.03,0
3/29/2024,45930.5,170.04,0,0,7550.65,0,0
