Date,MakerDAO ($),Ethena ($),Abracadabra.money ($),Vesta Finance ($),Origin DeFi ($),Reflexer ($),Liquity ($)
10/30/2022,10927.4,,-1125.16,-809.34,290.51,-2651.34,-3595.19
10/31/2022,-803318.65,,9251.82,579.45,140.23,429.59,-25026.74
11/1/2022,2597.07,,4185.57,2214.31,-2608.36,-1802.29,-5957.5
11/2/2022,-779060.24,,19420.48,9967.23,-607.64,-453.35,-5133.1
11/3/2022,-120214.25,,-137821.61,861.07,-245.27,838.85,-2763.04
11/4/2022,336766.06,,-529.86,1006.09,-695.72,-5851.93,-21383.9
11/5/2022,12256.73,,-11291.88,663.97,-46.16,682.47,-19176.22
11/6/2022,-571376.77,,2296.87,29.11,204.18,506.68,-9872.78
11/7/2022,-1070566.75,,-3672.71,736.83,-187.69,833.93,-13685.98
11/8/2022,28328.87,,1122.34,3903.75,-7785.22,800.63,-27754.18
11/9/2022,162943.67,,346.29,903.24,33.78,424.46,-7271.42
11/10/2022,-1388731.43,,-140884.98,4004.34,889.76,554.83,-11255.15
11/11/2022,1883406.49,,-6236.63,-397.29,-331.98,679.7,-3151.44
11/12/2022,-460918.85,,-624.48,1942.55,206.95,697.68,-6532
11/13/2022,32566.6,,-3912.18,980.73,207.85,372.23,-981.08
11/14/2022,33214.76,,-7681.36,2184.97,-245.87,615.24,688.93
11/15/2022,48036.95,,-1639.1,4606.58,-728.66,668.75,19515.86
11/16/2022,27139.14,,-3266.76,2053.79,-370.44,661.45,-8708.59
11/17/2022,-255632.52,,-146121.81,-4125.51,-2642.18,540.28,-9315.38
11/18/2022,160676.21,,-932.9,2315.33,-1848.74,212.01,16874.11
11/19/2022,26925.92,,-3661,1840.6,108.78,652.4,-38142.59
11/20/2022,-157410.41,,1565.8,2496.26,127.39,650.46,-8360.88
11/21/2022,-15432.46,,-4474.61,4898.92,1911.88,-1264.26,-13443.95
11/22/2022,-53747.36,,3887.96,3744.47,-206.51,629.8,-11264.04
11/23/2022,33493.09,,-18247.66,2449.87,-2355.7,501.74,-2698.78
11/24/2022,1085917.28,,-113775.08,1305.62,-195.04,382.11,-6451.02
11/25/2022,45914.57,,-3182.93,1465.65,282.59,649.34,-19979.87
11/26/2022,29629.38,,1249,1803.12,279.23,476.75,-7824.63
11/27/2022,20899.07,,-4351.26,1728.48,-197.11,618.76,-6045.45
11/28/2022,28718.31,,-886.09,1772.57,210.8,-1812.83,-6599.43
11/29/2022,-197187.79,,-2697.05,1235.05,319.8,647.79,-3445.61
11/30/2022,-3723.21,,-175.94,1542.81,203.77,-48137.25,-10325.61
12/1/2022,4806.34,,-79363.81,1579.16,-1269.48,-5565.87,-3484.76
12/2/2022,23808.51,,-448.07,2208.51,-3700.93,-275.61,-22561.98
12/3/2022,17112.19,,-8151.95,1769.76,-326.12,654.88,-4434.99
12/4/2022,35105.64,,5530.34,1531.6,235.49,658.58,-6055.34
12/5/2022,23364.97,,2527.82,1741.71,236.75,-3702.26,-6954.38
12/6/2022,-1518929.37,,5730.08,316.29,-343.51,644.21,-6452.7
12/7/2022,29779.94,,-7362.71,1281.73,178.01,641.81,-7145.36
12/8/2022,-737240.44,,-38008.81,1180.14,-28086.48,642.86,-20199.56
12/9/2022,16134.49,,-63166.12,1198.59,-78311.97,-562.83,-1866.77
12/10/2022,13755.59,,-12381.54,665.48,151.43,643.89,-6311.61
12/11/2022,27358.45,,-6304.06,467.55,220.91,645.04,-19989.45
12/12/2022,23049.83,,5591.68,-1054.64,205.72,646.42,-3601.44
12/13/2022,-186537.29,,1014.38,1583.17,-73040.25,612.01,-10126.83
12/14/2022,29320.03,,13072.6,2851.06,-1446.68,346.59,-2011.22
12/15/2022,16573.46,,-98124.7,3016.18,188.58,645.84,-10251.7
12/16/2022,41170.88,,3369.89,3210.08,-84553.54,635.98,-6376.13
12/17/2022,17684.2,,-2899.32,2459.36,72.72,365.67,-10487.7
12/18/2022,13188.73,,4066.12,2392.88,153.79,-67.78,-3728.98
12/19/2022,61669.07,,-21617.15,2317.27,120.19,228.24,-7720.24
12/20/2022,24396.45,,2367.03,2247.54,-220.65,6.29,-5329.23
12/21/2022,501619.77,,-11651.06,2909.32,71.91,-4518.02,-38707.97
12/22/2022,47367.83,,-59870.35,3358.86,107.88,476.72,-5800.27
12/23/2022,19665.41,,-1349.86,3504.77,-352.89,640.73,-11089.97
12/24/2022,-180480.67,,-4293.65,-1901.82,-152.9,640.6,-4938.22
12/25/2022,916699.82,,-4509.75,3323.02,206.7,575.21,-5752.1
12/26/2022,29499.98,,6887.16,3663.47,206.07,307.17,-4697.81
12/27/2022,-19289.79,,48608.17,2859.53,183.41,-25.15,-10954.18
12/28/2022,43002.79,,-8076.78,1284.99,-1428.42,-12190.41,-6545.87
12/29/2022,-213525.24,,-35186.76,748.24,-6974.4,-21185.5,-8936.37
12/30/2022,33283.96,,3539.49,953.42,-976.9,627.18,-5864.9
12/31/2022,2693.32,,-5472.95,1564.71,-5933.36,-13487.76,-12455.23
1/1/2023,-205148.8,,3713.54,978.92,182.51,194.72,-6291.18
1/2/2023,7371.64,,37.32,1402.33,181.65,-4428.43,-12251.51
1/3/2023,-736725.14,,23229.91,1283.28,-44.77,-1070.92,-8685
1/4/2023,39870.39,,-763.93,935.72,154.84,236,-7304.8
1/5/2023,53731.52,,-62117.02,1855.4,257.43,595.22,-6017.19
1/6/2023,-68097.69,,12252.9,1830.97,193.92,-3515.57,-6763.35
1/7/2023,17040.24,,-6409.56,650.09,-15.04,596.74,-79.26
1/8/2023,37456.43,,-5126.73,1239.32,-1349.11,573.88,-6172.42
1/9/2023,33479.81,,884.07,983.63,179.69,597.59,-10787.15
1/10/2023,21425.25,,-2872.09,944.72,272.97,-375.7,-11091.69
1/11/2023,398661.14,,2704.22,2371.68,120.52,-1715.89,-10483.45
1/12/2023,34423.21,,-14018.48,2972.48,259.19,-332.77,19701.04
1/13/2023,146810.97,,-7106.86,3790.97,239.98,-253.31,-2458.3
1/14/2023,-892223.45,,-5763.38,5400.77,-2231.24,594.42,-4443.95
1/15/2023,7007.93,,-2344.56,2376.28,-2881.76,262.65,-5655
1/16/2023,553632.96,,19920.08,1450.31,-475.64,591.54,-12152.37
1/17/2023,23186.26,,9372.73,1464.71,177.52,588.48,-7569.79
1/18/2023,-87960.17,,1815.95,110.19,379.11,-32.18,-3109.22
1/19/2023,23097.65,,-32489.04,2079.24,-67.23,655.39,-10180.23
1/20/2023,-92090.38,,-1617.08,1576.57,-1411.85,644.11,-54594.82
1/21/2023,27712.03,,-4933.01,-1684.97,-2058.94,613.68,-9129.04
1/22/2023,22509.84,,-4831.5,1636.4,-86.19,478.11,-5908.11
1/23/2023,26914.39,,29213.4,2059.72,-1115.38,576.74,-6495.56
1/24/2023,42645.3,,5350.29,2178.44,-2075.31,-672.88,-6055.11
1/25/2023,-602593.98,,1938.95,2004.6,-918.44,493.07,272166.6
1/26/2023,-41830.96,,2922.57,1806.98,289.27,397.6,-176307.04
1/27/2023,9427.64,,-5532.19,1559.04,-344.42,549.26,14779.19
1/28/2023,21788.6,,-15376.43,806.06,-131.44,548.64,-3823.65
1/29/2023,-196540.33,,-2147.39,1415.24,-1308.93,-320.19,-5386.86
1/30/2023,-319222.2,,28692.81,2037.09,-1279.35,-17480.52,-3860.41
1/31/2023,31047.55,,-9577.63,2612.45,-14614.26,-667.07,-7025
2/1/2023,28495.23,,444.96,-2572.62,-6229.69,184.55,-6156.71
2/2/2023,780967.41,,-14074.71,861,-3050.58,-851.16,4538.57
2/3/2023,-58316.45,,-1056.35,1923.03,225.81,-2730.9,-665.31
2/4/2023,29648.89,,-4010.78,957.32,-155.85,513.72,-2220.28
2/5/2023,25134.22,,1213.42,3418.01,-1436.74,532.74,-2064.81
2/6/2023,42784.95,,-3595.64,1552.48,-2716.1,530.89,-1880.07
2/7/2023,-156903.83,,-583.82,1917.07,-139.39,533.32,-10822.02
2/8/2023,-40403.05,,39913.46,1365.1,238.32,480.12,-2735.62
2/9/2023,-162.29,,-5036.27,1004.29,-1292.35,-3458.65,-23765.87
2/10/2023,22874.63,,-4282.71,2254.87,-3934.37,368.2,-8607.2
2/11/2023,-46527.06,,6756.61,1663.98,-367.24,521.62,-5315.56
2/12/2023,30402.43,,-426.84,2006.74,-654.92,-101.3,-8864.23
2/13/2023,30726.17,,5400.1,1776.55,-52.91,-18373.41,-36590.69
2/14/2023,17549.66,,-7260.98,1648.02,-7387.19,-4444.37,-3287.71
2/15/2023,93918.04,,-5642.3,2874.55,-22619.68,506.05,7077.16
2/16/2023,-177025.24,,15994.58,3590.42,-3035.33,497.44,-33141.2
2/17/2023,23933.07,,-5111.47,-2979.66,-563.92,-2998.47,2386.1
2/18/2023,37263.15,,-2942.17,3982.21,287.98,-11320.84,4322.25
2/19/2023,31922.77,,4194.47,3589.42,-11.7,497.4,-8505.46
2/20/2023,-161911.5,,7166.16,4165.12,314.55,498.79,-22027.98
2/21/2023,-135198.32,,4021.09,3613.76,-75.58,452.48,148.15
2/22/2023,29112.14,,801.33,3772.76,93.48,493.59,-6446.07
2/23/2023,34972.32,,31552.6,-2265.48,-120.76,491.89,-7471.45
2/24/2023,-610625.9,,65.1,3251.43,-3019.74,372.7,-6513.83
2/25/2023,-66671.38,,-5324.33,2811.52,-142916.71,475.46,-3878.44
2/26/2023,59849.22,,2860.38,5380.75,-1018,477.73,-23600.36
2/27/2023,-596332.92,,1797.28,6071.48,-148631.22,338.74,-14509.33
2/28/2023,-226934.24,,14887.09,-379.62,-232.62,-6174.63,-103468.25
3/1/2023,-34677.1,,2356.21,1591.68,25.94,-7626.84,-44369.2
3/2/2023,12478.49,,-15051.75,1296.11,279.72,465.95,-6811.4
3/3/2023,632412.16,,50021.89,1993.42,312.71,17.81,-24785.65
3/4/2023,29734.45,,468.16,1345.95,197.47,156.21,-17541.46
3/5/2023,27268.89,,2196.62,1587.69,201.02,367.22,-28430.61
3/6/2023,-1010609.96,,259.95,1457.94,-682.26,409.49,-6962.78
3/7/2023,23179.49,,14561.13,1092.12,-1610.58,-2837.79,-62212.01
3/8/2023,60666.02,,1389.37,950.46,-742.97,-1667.32,-11509.14
3/9/2023,25628.57,,30365.25,1094.67,-1294.58,452.72,-7702.2
3/10/2023,55683.25,,997.69,986.93,534.31,457.16,-26103.02
3/11/2023,-1365457.04,,8764.27,34194.44,4067.77,-1497.42,392794.03
3/12/2023,55923.64,,545.48,3732.95,3606.23,289.34,-217434.99
3/13/2023,-1282531.58,,5251.82,-527.61,1836.62,-5225.01,-206556.6
3/14/2023,31810.83,,-1246.3,-73602.82,-1784.09,518.31,-1439.43
3/15/2023,72729.88,,1175.06,-302.53,-494.65,511.77,17503.42
3/16/2023,311154.81,,35104.13,-1992.16,-2221.93,516.66,-6644.47
3/17/2023,-172323.7,,858.77,-153.08,-2270.87,-16066.55,-26908.83
3/18/2023,32472.55,,-6758.49,73.41,218.67,183.57,-13077.77
3/19/2023,26418.04,,12405.78,481.37,-1761.28,147.09,-20831.14
3/20/2023,-96159.72,,800.41,-146.4,-157.38,52.01,-13436.04
3/21/2023,31327.47,,1183.76,-1537.23,-525.86,417.28,-15015.26
3/22/2023,73275.5,,4061.01,254.32,-11145.37,463.37,-8323.68
3/23/2023,34315.15,,30856.05,104.2,160.52,312.76,-16676.97
3/24/2023,-122851.42,,10157.32,-1104.07,-1389.08,507.66,-10663.82
3/25/2023,805.9,,-3815.21,-260.59,-918.65,507.5,-10442.47
3/26/2023,59473.51,,-3861.3,97.57,244.21,271.26,-2545.72
3/27/2023,36349.88,,1790.23,384.53,101.8,495.86,-3871.25
3/28/2023,-1035470.85,,12040.15,-70.68,277.19,512.16,-26609.87
3/29/2023,334381.95,,4405.35,465.83,249.93,512.53,-31229.53
3/30/2023,34221.42,,28790.23,-386.93,-524.28,514.57,-12160.08
3/31/2023,-269061.14,,10526.66,70.18,-3511.3,-505.89,-20546.83
4/1/2023,-2569.66,,-7036.63,171.3,-378.36,516.24,-16085.8
4/2/2023,-767500.43,,-7698.53,222.08,-1273.09,-1838.59,-17336.66
4/3/2023,28379.77,,1479.36,520.41,-663.07,516.91,-18723.29
4/4/2023,84816.37,,757.82,319.83,136.12,-1197.24,-11033.29
4/5/2023,35470.74,,-656.76,-115.47,-3967.83,524,-118427.59
4/6/2023,-1384702.36,,41503.03,443.39,-1298.91,-14009,-15054.25
4/7/2023,-1578258.28,,5789.61,369.68,-220.15,-1348.9,-24440.07
4/8/2023,50954.62,,-882.77,-1083.65,287.3,-486.27,-15018.56
4/9/2023,-85419.4,,-2304.55,484.21,-1080.75,512.21,-16099.25
4/10/2023,-59140.07,,1207.47,610.02,-605.4,515.67,-7616.01
4/11/2023,489412.15,,1487.19,128.33,-1888.88,-23.04,-16234.97
4/12/2023,44789.25,,9955.99,388.59,-1758.05,127.45,-9972.79
4/13/2023,-47434.87,,-12090.52,213.88,-138.8,130.7,951.48
4/14/2023,52606.12,,-11233.97,29.48,-541.52,-8.39,-34917.77
4/15/2023,-20391.59,,9561.81,118.97,174.68,130.97,-22157.15
4/16/2023,30093.07,,3044.21,343.04,-1041,-773.74,-32575.23
4/17/2023,40048.74,,1343.56,376,-882.35,-1859.41,-50093.65
4/18/2023,-118563.81,,7476.6,515.39,-900.46,128.38,-9766.74
4/19/2023,15198.81,,2510.22,-191.04,294.7,122.66,-10265.3
4/20/2023,31353.13,,100597.54,344.38,-5971.03,-1002.16,-3838.96
4/21/2023,-95537.47,,818.51,350.4,-207.23,122.99,-13029.19
4/22/2023,1295396.95,,3985.39,524.37,214.16,125.05,-9958.68
4/23/2023,33610.25,,9958.37,-221.15,-2301.25,124.87,-10031.44
4/24/2023,46706.72,,-3969.72,392.49,-22.07,124.67,1432.36
4/25/2023,-258594.2,,11341.32,-1515.35,-779.51,-855.02,-2282.25
4/26/2023,-660928.34,,1076.51,95.5,293.73,-2628.2,21239.33
4/27/2023,239380.91,,50523.31,422.24,-119029.96,-407.84,-8162.12
4/28/2023,-257039.23,,-2424.54,381.9,424.34,67.53,-12201.74
4/29/2023,32814.8,,3020.56,380.12,-1630.04,127.57,-12042.61
4/30/2023,-915420.02,,7161.84,417.27,-378.56,125.55,-19144.45
5/1/2023,-66838.2,,2871.95,440.23,-1335.86,124.99,-47062.9
5/2/2023,-183376.87,,7577.21,412.56,429.57,125.93,-8543.38
5/3/2023,-138550.14,,-8887.53,495.53,381.89,126.74,-3593.97
5/4/2023,31362.28,,-5853.31,-355.45,-2182.31,125.88,-8455.09
5/5/2023,496293.05,,3909.7,187.33,643.72,129.99,-2596.01
5/6/2023,-91222.78,,7484.9,-96.98,617.49,127.14,-3719.06
5/7/2023,42977.84,,78256.67,-545.42,-109.34,125.67,-5616.76
5/8/2023,65693.36,,4123.35,287.79,-1359.06,-4045.2,-15842.35
5/9/2023,37023.5,,3895.78,139.32,582.27,0.49,1629.19
5/10/2023,-283863.52,,-2735.51,261.08,-884.81,127.48,-2132.26
5/11/2023,49247.76,,-2398.85,235.2,487.97,125.42,-26044.4
5/12/2023,-20907.61,,-1368.44,-9.13,-3564.35,-1015.4,-2820.07
5/13/2023,12248.06,,2582.93,171.07,272.91,112.59,-15196.48
5/14/2023,31442.38,,49361.17,267.33,96.58,127.88,-4767.57
5/15/2023,38417.61,,1767.61,-1440.9,453.61,80.82,-1900.72
5/16/2023,176500.29,,74.85,105.34,-6342.43,129.14,-20167.35
5/17/2023,-213653.44,,-6568.71,219.68,-1099.46,54.74,-31089.11
5/18/2023,-214111.16,,6198.39,78.02,-272.57,-180.02,-26489.93
5/19/2023,-76786.41,,42827.28,75.84,1069.51,-1303.96,-5236.6
5/20/2023,33202.64,,4035,227.73,-9634.16,130.13,-15427.61
5/21/2023,71155.99,,3875.81,205.94,-43431.91,127.17,-11557.48
5/22/2023,74080.26,,4040.22,257.49,-1407.61,-144.27,-8494.35
5/23/2023,-210776.63,,13646.72,-1549.58,1845.83,127.47,-8433.54
5/24/2023,-78904.19,,1692.12,178.99,437.58,126.35,-31882.23
5/25/2023,-56878.84,,-9541.2,-14020.55,-2998.53,-190.08,-29854.5
5/26/2023,125462.22,,-6440.27,24.3,875.57,126.86,-6015.15
5/27/2023,15715.62,,-4122.12,-112.85,884.51,-285.97,-143040.88
5/28/2023,65314.94,,246.22,-44.19,-1197.4,130.53,-6480.58
5/29/2023,-345174.02,,-10785.4,107.56,594.05,-7372.29,-22023.34
5/30/2023,-1752004.67,,14154.35,202.77,336.08,-336.32,-16040.24
5/31/2023,-205934.95,,-263.59,201.6,439.15,138.08,-14648.58
6/1/2023,-166416.22,,100822.85,182.01,-1563.83,137.61,-14603.44
6/2/2023,84609.87,,-15195.48,195.54,512.15,139.55,-23847.91
6/3/2023,11106.24,,891.95,291.19,-20959.17,-1053.16,-8956.99
6/4/2023,49406.08,,-4441.8,-978.75,-4593.02,132.94,-5147
6/5/2023,87225.93,,768.4,267.06,321.73,131.64,-2791.27
6/6/2023,53919.2,,404.09,-15.64,1530.59,139.01,-12895.05
6/7/2023,900823.59,,10293.8,327.07,1961.57,-1208.35,-2887.02
6/8/2023,41787.17,,47884.21,204.17,1107.63,140.65,-6798.05
6/9/2023,46187.15,,4255.53,-258.15,1165.72,140.26,-8909.84
6/10/2023,-210168.78,,1013.02,308.65,1014.01,138.78,-3374.3
6/11/2023,25082.56,,731.71,-532.01,-375.31,-578.24,-3036.15
6/12/2023,76292.51,,25179.68,306.43,1160.23,-178.9,-3512.5
6/13/2023,93879.25,,1051.94,213.29,317.02,136.76,-11931.66
6/14/2023,18352.13,,-1569.47,227.81,1076.99,136.47,-5489.83
6/15/2023,48732.93,,41812.98,222.24,-1635.69,137.65,-17040.6
6/16/2023,373750.1,,3333.35,241.13,861.88,135.53,-3431.92
6/17/2023,12898.15,,8814.63,61.23,-155.61,138.41,-7528.93
6/18/2023,62964.94,,10803.96,-5.04,-145.62,136.28,-3323.86
6/19/2023,-1044033.27,,6445.21,205.81,1156.89,136.66,-6113.44
6/20/2023,88260.92,,4128.54,152.71,1386.51,138.33,2588
6/21/2023,-7899.07,,21866.16,-101.72,1244.1,139.68,-3197.17
6/22/2023,142269.36,,7944.55,505.64,1846.65,138.45,-194.36
6/23/2023,106595.86,,-5623.07,424.33,-4974.18,139.06,-4008.86
6/24/2023,42826.22,,11337.69,508.45,2666.08,137.71,7182.89
6/25/2023,135689.28,,2260.46,518.04,1490.32,138.14,-2402.68
6/26/2023,-5323.78,,26510.63,471.22,424.39,137.18,-3463.94
6/27/2023,184571.42,,2367.93,574.6,1503.29,60.7,-21175.33
6/28/2023,160237.54,,25424.43,254.05,1718.59,136,-6111.02
6/29/2023,66585.26,,4313.11,48.88,-1080.23,136.87,11226.08
6/30/2023,-21875.75,,1675.23,357.22,1739.22,138.83,2266.9
7/1/2023,104449.38,,18160.66,320.27,1230.9,138.04,-10596.83
7/2/2023,71955.17,,2925.44,234.28,1998.06,137.83,-11511.85
7/3/2023,-934148.06,,23480.78,-332.32,1959.16,-71.66,-9124.29
7/4/2023,-537911.71,,-3023.07,286.83,994.91,129.94,-287.78
7/5/2023,-102720.9,,2275.44,360.74,934.63,122.18,302.15
7/6/2023,-199018.72,,20688.87,280.28,1450.53,121.73,37521.55
7/7/2023,751240.56,,4274.37,302.84,1449.39,122.33,-7728.97
7/8/2023,85482.19,,23405.2,340.31,-1280.44,122.56,-12202.91
7/9/2023,90538.93,,3066.15,264,1575.87,122.12,-1304.2
7/10/2023,111545.26,,26414.4,311.25,1095.54,122.26,5030.62
7/11/2023,-966895.41,,2416.19,348.27,-6266.05,122.38,-5148.89
7/12/2023,-153966.8,,23860.67,241.55,-2134.15,121.7,-19111.13
7/13/2023,-67532.84,,-2198.81,174.49,-29192.92,124.97,11030.8
7/14/2023,118882.57,,1975.1,-373.41,2341.36,-114.9,-14350.87
7/15/2023,35126.68,,18581.41,352.53,54.83,-355.31,-20310.12
7/16/2023,65098.86,,2341.04,344.39,2415.76,123.01,-7084.07
7/17/2023,971233.38,,25165.43,378.62,-605.18,123.73,-17148
7/18/2023,-695289.34,,3852.61,384.24,-1713.93,-681.03,2074.34
7/19/2023,55089.49,,23071.13,398.36,1802.06,121.68,-9623.66
7/20/2023,-90048.12,,-3960.52,400.2,426.41,-740.74,-4344.79
7/21/2023,70303.78,,11712.74,307.65,2324.55,120.85,-1291.16
7/22/2023,73034.68,,8703.63,466.9,1717.05,120.59,-5836.03
7/23/2023,70647.56,,1083.62,341.3,-3554.8,120.55,1509.25
7/24/2023,110242.94,,23317.58,406.09,1880.33,121.08,9218.45
7/25/2023,-642698.43,,799.91,392.99,2071.13,121.35,-5190.62
7/26/2023,-54837.98,,23794.27,303.85,1465.61,121.29,-2927.77
7/27/2023,328224.44,,6000.58,243.07,-548.48,120.76,-5334.05
7/28/2023,-43347.38,,2025.34,392.98,2278.03,121.07,-4140.31
7/29/2023,103123.81,,12447.97,80.91,1991.38,119.9,-5728.74
7/30/2023,101195.46,,14067.04,78.1,-202.19,120.19,-20545.52
7/31/2023,-227258.62,,8617.31,243.11,1139.07,119.64,-3402.95
8/1/2023,-43160.98,,10789.89,289.25,1856.28,120.98,-5702.87
8/2/2023,308506.81,,15509.43,291.82,1594.8,-557.62,-1613.55
8/3/2023,906877.53,,6418.85,232.36,-801.06,-356.05,-5637.67
8/4/2023,-343829.29,,-3576.27,211.98,1264.66,119.33,-776.68
8/5/2023,44560.02,,12589.26,119.03,-10058.31,119.77,-10429.7
8/6/2023,-2015396.14,,3784.45,199.89,854.81,119.38,-6342.73
8/7/2023,4234.31,,4094.9,202.1,1950.91,120.82,-7549.22
8/8/2023,-33408.75,,2639.91,264.04,-3636.95,119.62,-8457.55
8/9/2023,571303.52,,7370.58,194.37,-153.06,119.91,-1336.64
8/10/2023,-282040.17,,-207.12,283.42,2512.37,120.99,-3557.14
8/11/2023,942209.17,,-3935.84,190.3,2518.2,120.62,4094.76
8/12/2023,-237674.41,,7378.71,227.84,324.13,-280.59,-12153.07
8/13/2023,-80856.55,,4095.2,232.3,2246.56,120.39,8720.09
8/14/2023,-279484.79,,4651.05,97.94,2272.85,120.71,11195.14
8/15/2023,-167904.67,,494.36,260.02,1924.99,120.24,4492.8
8/16/2023,-189861.36,,-3488.71,226.76,-516.8,119.86,10016.05
8/17/2023,94659.77,,3588.45,161.45,-9284.05,117.26,54899.03
8/18/2023,-165939.1,,216.72,119.88,242.53,-591.84,195.99
8/19/2023,-140507.78,,3393.54,22.98,-5641.68,109.16,-15207.28
8/20/2023,-303679.44,,2620.79,105.74,1558.93,109.43,-1928.48
8/21/2023,19247.42,,5317.55,129.17,1731.8,109.77,-15179.66
8/22/2023,-444356.39,,-4302.22,116.67,1628.95,110.78,954.41
8/23/2023,-107814.37,,4274.82,-341.78,774.68,113.97,-90899.15
8/24/2023,-507465.58,,-439.98,254.89,-781.72,113.97,-18295.23
8/25/2023,7479955.39,,-901.49,71.56,2934,113.29,-3499.49
8/26/2023,-89441.77,,7539.63,-406.36,1466.78,113.4,-7430.98
8/27/2023,-48026.53,,1755.34,61,1512.08,114.73,-4926.2
8/28/2023,61243.51,,6947,-73.94,1642.59,115.32,11173.34
8/29/2023,-129453.41,,-459.58,92.79,1508.06,115.26,-5329.29
8/30/2023,-32584.85,,1396.62,167.37,659.15,115.29,-353.56
8/31/2023,-461192.82,,568.62,104.43,1625.29,114.66,-4733.47
9/1/2023,-264803.79,,-2442.02,142.02,-76.02,114.47,9850.7
9/2/2023,-121765.43,,-2122.86,130.53,-1400.33,-267.61,-12175.82
9/3/2023,-1249962.28,,1535.46,102.94,2053.65,115.02,6478.26
9/4/2023,474886.01,,5341.68,138.56,594.05,-115.61,10082.42
9/5/2023,-20819.74,,1531.98,122.58,-12.5,108.45,11931.88
9/6/2023,-26017.29,,3938.69,72.44,-660.31,115.58,13935.36
9/7/2023,-70252.36,,69.61,197.37,1531.57,115.92,19031.36
9/8/2023,2877488.56,,-2330.56,121.54,1773.73,89.61,-1756
9/9/2023,-8001.85,,-3652.11,-783.98,-796.87,60.69,-11739.48
9/10/2023,-182243.54,,2106.24,-235.43,1833.4,115.57,-4665.91
9/11/2023,-40293.28,,4760.3,-1734.44,2047.58,115.15,4383.17
9/12/2023,-151096.42,,-948.73,-1237.06,-1049.01,116.4,13577.92
9/13/2023,6052.61,,3944.31,-19.2,-99810.6,116.72,2278.33
9/14/2023,-70040.24,,-4249.85,63.18,1460.69,116.99,1443.96
9/15/2023,-87547.79,,-5505.62,-177.79,1087.49,117.49,9483.55
9/16/2023,-165083.4,,3905.08,-71.7,1709.4,116.77,-2334.89
9/17/2023,-80249.44,,-454.5,115.33,483.64,116.49,1486.32
9/18/2023,-9878.28,,4898.81,-10458.63,-662.79,117.26,12952.23
9/19/2023,95388.32,,-1652.81,-138.72,-314.39,117.43,3449.42
9/20/2023,613523.82,,-3486.13,-219.9,2035.87,117.79,3949.77
9/21/2023,-56061.4,,-280.19,-82.92,3063.1,117.17,-27447.77
9/22/2023,-112727.65,,-3287.87,-1110.73,2560.67,116.39,22713.91
9/23/2023,-136126.62,,2633.71,61.69,1639.68,116.77,6661.04
9/24/2023,134680.21,,1371.45,96.77,1667.3,116.72,50361.64
9/25/2023,-93011.03,,2585.49,-2836.8,2582.47,-989.43,19694.38
9/26/2023,-348917.98,,-7226.56,38.36,684.11,115.84,37212.09
9/27/2023,-913.35,,2154.87,-2124.74,1612.39,66.71,22313.16
9/28/2023,-35833.47,,1341.77,-2577.01,1245.93,-300.77,26985.85
9/29/2023,248588.23,,-368.73,-884.24,2960.12,113.52,22371.52
9/30/2023,-43922.4,,3134.64,125.21,-13849.43,112.91,2290.93
10/1/2023,-228686.59,,-522.89,136.98,3389.78,113.89,28367.92
10/2/2023,20113.99,,4770.88,0.34,-18534.84,112.51,18017.8
10/3/2023,-90451.5,,950.92,75.06,423.58,112.56,5318.8
10/4/2023,2251580.54,,4404.25,-1261.26,-341.03,112.87,14779.85
10/5/2023,-79320.19,,-560.9,102.27,1435.23,111.72,13229.23
10/6/2023,-1018834.51,,4188.93,34.71,-1154.59,112.25,20719.88
10/7/2023,-205711.16,,2842.56,123.44,2097.58,112.25,-1138.71
10/8/2023,9993.68,,1967.48,-103.89,665.47,110.4,-5583.52
10/9/2023,1077281,,3574.29,23.26,1935.94,111.16,3448.29
10/10/2023,611685.82,,971.2,-1366.33,1566.94,111.14,-71765.24
10/11/2023,4729417.77,,2997.62,-987.86,1727.05,114.01,12465.1
10/12/2023,-23385.18,,779.89,-1462.86,-1145.39,111.26,4918.29
10/13/2023,-2056157.91,,1503.73,-433.74,161.8,111.81,9033.69
10/14/2023,-84402.05,,1826.21,-0.07,1391.56,112.19,-5865.34
10/15/2023,-230534.96,,393.33,-0.89,992.69,112.09,-10022.66
10/16/2023,-61631.03,,3444.7,14.7,-228138.31,112.42,22620.55
10/17/2023,710.78,,2079.58,-98.9,924.72,111.93,-16859.94
10/18/2023,1102493.25,,2407.15,-53.69,2146.06,111.4,137.28
10/19/2023,-611887.32,,-74.24,27.88,428.68,-2242.62,2131.5
10/20/2023,-159834.43,,2391.68,18.81,1621.13,97.19,-91567.02
10/21/2023,114119.72,,2164.31,10.97,1190.93,97.72,5159.87
10/22/2023,-85345.2,,1177.8,25.26,1383.63,-350.11,-234502.49
10/23/2023,116997.54,,1648.12,-43446.95,-59520.96,96.79,31802.11
10/24/2023,-723312.67,,-264.75,-119.4,28.7,96.52,11759.14
10/25/2023,3332796.32,,993.56,-139.06,-1289.77,98.05,3958.69
10/26/2023,87520.23,,403.56,-19207.65,-217420.68,97.38,12268.27
10/27/2023,-295922.65,,-208.06,108.13,1618.76,97.24,-14922.15
10/28/2023,-3113.75,,458.96,68.74,1125.91,-57.65,-65956.76
