Date,,,,,,,,MakerDAO ($),Liquity,Abracadabra,Reflexer,OriginDeFi,Angle
8/26/2023,4896911384,664365150.7,133521348.1,22748024.41,88965037.99,26631433.35,,,,,,,
8/27/2023,5066570316,669537046.8,133534368.4,23296554.93,89489935.71,26689517.5,,,,,,,
8/28/2023,5053812708,669756845.1,132991371.3,23239156.31,89317601.77,26907605.47,,,,,,,
8/29/2023,5239571200,698846489.9,132957797.6,24162949.89,92663129.04,26653597.17,,,,,,,
8/30/2023,5133774811,690242557,139172472.9,23903645.26,91665826.93,26361412.38,,,,,,,
8/31/2023,5002607020,666320749.6,137435823.6,23078244.32,89180060.4,26869929.38,,,,,,,
9/1/2023,4944341714,659624078.7,124033144.4,22817555.78,88814501,27204524.34,,,,,,,
9/2/2023,4974782231,662996797.3,122703147.4,22923879.31,89231371.6,27197200.83,,,,,,,
9/3/2023,4985767845,662065413.1,119906082.8,22911323.94,89149326.11,27043677.65,,,,,,,
9/4/2023,4954176108,659807338,119901947.7,22832705.82,88901613.27,27038144.44,,,,,,,
9/5/2023,4950036854,661022327.7,119853000,22873945.97,89046763.49,26855910.42,,,,,,,
9/6/2023,4976557015,660799050.7,115868783.1,22873295.71,89052934.67,27313737.1,,,,,,,
9/7/2023,4947458858,665973551,115830349,23073620.26,89705337.93,26974680.95,,,,,,,
9/8/2023,4929432069,660126395.5,115955516.9,22937750.2,89282687.09,27484042.86,,,,,,,
9/9/2023,4935989424,659312043.8,115860163.6,22916107.17,89224273.97,26920447.02,,,,,,,
9/10/2023,4921172421,652191362.6,115882771.8,22668352.46,88421988.63,26750669.16,,,,,,,
9/11/2023,4667711507,624236267.1,115710466.1,21864268,85470778.19,26640504.63,,,,,,,
9/12/2023,4780962114,641821957,115324052.5,22479928.79,87551916.84,26216309.17,,,,,,,
9/13/2023,4783521765,646374866.2,115241361.5,22681078.21,88207429.4,26301438.24,,,,,,,
9/14/2023,4808111039,654958016.4,113830457.4,22954533.58,89089600.25,26534924.06,,,,,,,
9/15/2023,4853359274,660488270.6,113507338.7,23176301.93,89805478.98,26524520.09,,,,,,,
9/16/2023,4858576198,655974593.8,113464960.4,23081298.41,89515450.81,26456700.26,,,,,,,
9/17/2023,4841902890,650268963.4,113529233,22931156.01,88905708.05,26461477.23,,,,,,,
9/18/2023,4834010440,656348795.2,113492335.9,23169242.11,89684087.35,26396158.01,,,,,,,
9/19/2023,4794773140,657658469.6,113601762.6,23235851.08,89909159.87,26083481.54,,,,,,,
9/20/2023,4663025723,649296686.2,114295278.9,22971567.01,89023912.92,26173831.16,,,,,,,
9/21/2023,4531045745,632450141.4,114133532.7,22426221.21,87985330.67,26047968.79,,,,,,,
9/22/2023,4551939222,634168561,112174843.2,22545992.4,89224194.28,25857768.47,,,,,,,
9/23/2023,4577522176,631985110.3,112101066.1,22542000.68,89225730.27,26179559.38,,,,,,,
9/24/2023,4560214210,622507886.8,112041205.4,22347702.7,88599344.44,26014436.03,,,,,,,
9/25/2023,4525451645,623300687.9,111989904.7,22492220.2,89075116.04,26013481.94,,,,,,,
9/26/2023,4503867068,621631817.1,111992699.4,21049959.91,87458732.23,25796047.54,,,,,,,
9/27/2023,4412384588,622254415.9,111993129.4,21124017.02,86864788.45,25871138.67,,,,,,,
9/28/2023,4555568765,641927855.7,112033253.8,21856684.92,89346458.22,26367435.07,,,,,,,
9/29/2023,4486526991,645327371.1,112513456.4,22037950.93,89743118.79,26257554.27,,,,,,,
9/30/2023,4497299613,646476194.8,115579086.1,22134798.28,89878091.81,26262008.71,,,,,,,
10/1/2023,4632185572,666114238.7,115003173.2,23467318.6,92407392.35,26302407.04,,,,,,,
10/2/2023,4443592188,638320985.8,115258428.3,22543027.59,89578578.04,26678246.77,,,,,,,
10/3/2023,4408090080,635149553.6,115176868.1,22472304.1,87612385.27,27274236.86,,,,,,,
10/4/2023,4395904052,629401974.4,114928567.3,22352703.62,86291049.05,27262017.61,,,,,,,
10/5/2023,4299919898,615790130,114904428.5,21889978.91,84834054.22,27057476.26,,,,,,,
10/6/2023,4384549378,627339312.1,114803578.2,22332316.52,86664204.08,26930887.88,,,,,,,
10/7/2023,4356445398,620061218.8,108191629.3,22201004.66,86125362.91,26799952.39,,,,,,,
10/8/2023,4359017223,617640027.2,107213466.9,22053371.96,86030821.62,26821549.63,,,,,,,
10/9/2023,4246198200,596902486.1,107205112.8,21347021.6,82177291.18,26927965.7,,,,,,,
10/10/2023,4216072952,590396740.1,106840396.1,21147077.88,78100294.83,26785517.95,,,,,,,
10/11/2023,4206248171,590159415.5,106729964.4,21112979.84,78090710.54,26504829.99,,,,,,,
10/12/2023,4204684266,579794162,103815257.7,20755663.17,76972994.03,26266014.14,,,,,,,
10/13/2023,4240670204,584841179.5,103014262,20948808.91,77415517.32,26350078.16,,,,,,,
10/14/2023,4266318565,584898725.3,103121158.5,20996029.17,77085272.94,26875653.07,,,,,,,
10/15/2023,4277396171,585494753.5,102302793,21017535.12,77118742.73,26914630.36,,,,,,,
10/16/2023,4387548037,600868999.6,102341142.9,21598920.41,79262281.17,26636584.55,,,,,,,
10/17/2023,4297148942,585688524.3,103085467.6,21113932.54,78446516.66,26623121.61,,,,,,,
10/18/2023,4290099327,584638517.1,103050669.7,21096199.65,78523466.69,26281913.29,,,,,,,
10/19/2023,4349911447,587144689.1,103086154,20869409.02,75438170.41,26288900.47,,,,,,,
10/20/2023,4443394248,600989055.1,103038545.1,21382630.91,78296524.13,26225729.19,,,,,,,
10/21/2023,4484767082,609762164.3,103356891.7,21613208.26,82878088.35,26153813.7,,,,,,,
10/22/2023,4559110456,622265642.9,105513941.6,22028157.31,84183018.98,26173361.59,,,,,,,
10/23/2023,4691482302,660941251.1,105889894.5,23415327.96,88537461.1,26482485.93,,,,,,,
10/24/2023,4702960821,659796203.2,111629800.7,23676283.71,89353578.65,26766122.9,,,,,,,
10/25/2023,4756942764,654876396.3,114561397.5,23698744.45,91375726.16,26896466.87,,,,,,,
10/26/2023,4787483932,659678917.4,114393571.2,23928980.3,92122781.17,26889475.46,,,,,,,
10/27/2023,4725496620,650862406.9,116452082.3,23613437.22,91184684.5,29062093.7,,,,,,,
10/28/2023,4694594154,649030282.6,115811192.2,23558326.5,91017455.31,28882087.98,,,,,,,
10/29/2023,4722343194,655321258.3,114412647.1,23849026.89,91930522.63,28822145.48,,,,,,,
10/30/2023,4750045458,658346017.5,114557468.1,23699151.94,92427190.84,28853525.81,,,,,,,
10/31/2023,4814254653,659744773.9,114847407,23762112.14,92640786.76,29595689.75,,,,,,,
11/1/2023,4904868312,669561686.9,114626643.9,24179214.49,94026622.56,29537661.06,,,,,,,
11/2/2023,4742692187,651869769.7,114835026.2,23582138.43,92086644.57,29584334.36,,,,,,,
11/3/2023,4819734637,658783816.7,114925450,23982614.81,93403919.21,29146752.99,,,,,,,
11/4/2023,4994426671,665200351.4,114916360.2,24330495.67,94555148.5,28972321.62,,,,,,,
11/5/2023,5045080844,675864263.4,115233048,24823396.22,96170541.61,29134968.63,,,,,,,
11/6/2023,5099570028,673451892.3,118731870.9,24849494.32,96207853.74,29044813.83,,,,,,,
11/7/2023,5060874436,666694575.2,118826821.1,24686332.09,95710486.08,29314372.52,,,,,,,
11/8/2023,5028646951,667465352.2,119579661.2,24770013.83,95995573.6,32148150.9,,,,,,,
11/9/2023,5521322501,744649589,118972451.5,27673103.2,105694176.3,32827678.97,,,,,,,
11/10/2023,5414167109,728532041.7,126339541.3,27085023.85,104142865.8,32950778.44,,,,,,,
11/11/2023,5271392300,719059360,126691860,26694980.76,102866240.9,32959746.79,,,,,,,
11/12/2023,5236223075,717915772.7,126659973.8,26570131.29,102473372.1,33642899.58,,,,,,,
11/13/2023,5328842097,723334540.3,125949949.2,26767772.86,103128965.3,33569688.29,,,,,,,
11/14/2023,5217264299,697204909.9,125862939.8,25792887.94,99921131.91,33559474.3,,,,,,,
11/15/2023,5382216669,721592605.2,125204983.8,26772354.55,103106884,32144071.81,,,,,,,
11/16/2023,5189141066,685630503.1,134312515.3,25424991.78,98908617.41,32395717.24,,,,,,,
11/17/2023,5261725547,685011842.9,129594150.1,25232165.65,98871452.81,32226200.89,,,,,,,
11/18/2023,5360238753,686051603.2,129173074.6,25260763.46,98981512.51,32381097.02,,,,,,,
11/19/2023,5591817722,713056003.3,130736443.3,25858805.33,100972180.8,32718776.74,,,,,,,
11/20/2023,5618923263,722317506.8,133394198.4,26075295.41,98299784.04,32595479.28,,,,,,,
11/21/2023,5223181447,690282002,133169991.1,24976527.49,85306863.68,32561448.93,,,,,,,
11/22/2023,5509430440,731173683.5,128802177.5,26611898.67,95036849.04,32522055.02,,,,,,,
11/23/2023,5499509932,727549110.5,134915392.1,26403788.45,95650929.81,32983115.68,,,,,,,
11/24/2023,5558356955,731454056.3,134598880.3,26612654.77,96299865.65,32378365.23,,,,,,,
11/25/2023,5539277623,724627939.9,135618461.1,26440451.73,95784293.02,32709756.58,,,,,,,
11/26/2023,5510248548,724066506.2,110342387.2,26438277.97,95784369.34,32820280.52,,,,,,,
11/27/2023,5398436572,709234920.4,135088818.3,25760534.83,93951986.34,32841764.4,,,,,,,
11/28/2023,5454736537,715624888.8,133322896.3,25777856.64,94723234.71,32814747.7,,,,,,,
11/29/2023,5396253760,708325429.5,134985339.2,25542152.34,93998853.23,32887399.14,,,,,,,
11/30/2023,5442003552,711269261.9,133389369.1,25822027.83,94875017.88,32959741.55,,,,,,,
12/1/2023,5463447263,720522198.3,134325010,25544987.29,96297678.79,33842009.06,,,,,,,
12/2/2023,5627569930,742745162.3,136407602.1,26505313.51,99279999.49,33729369.2,,,,,,,
12/3/2023,5706533368,751437722.3,139770616.8,26887588.88,100508001.4,34031331.93,,,,,,,
12/4/2023,5804006553,765392944.5,141102995.8,27412245.56,102181192.4,34025451.26,,,,,,,
12/5/2023,5902667828,777872461.9,133545421.3,27814578.48,104189330.8,34117922.42,,,,,,,
12/6/2023,5777021455,757975266.1,136543577,27142990.61,102037187.7,34462072.37,,,,,,,
12/7/2023,6047275803,798332608.4,134094453.2,28612533.26,106818910.7,34242338.69,,,,,,,
12/8/2023,6092308844,802152009.9,138788175.6,28674377.15,107023077.5,34130693.52,,,,,,,
12/9/2023,5994474110,793201104.9,151787667.8,28410426.22,106190666.5,34843018.43,,,,,,,
12/10/2023,6040324027,798056660.1,150544555.9,28130182.65,106826297.2,34493069.94,,,,,,,
12/11/2023,5677186099,746395988.4,151642748.2,26551539.07,101664775.7,34463057.83,,,,,,,
12/12/2023,5594287330,729267890.8,146101041.5,26303165.77,100862072.1,33990161.93,,,,,,,
12/13/2023,5770084528,745292817.1,144323066,27065425.64,89847163.22,33508663.24,,,,,,,
12/14/2023,6016000627,763307868,148128979.8,27694442.56,87600771.97,33358433.39,,,,,,,
12/15/2023,5689543259,731395028.4,151642753.4,26529969.19,84553479.14,33882190.61,,,,,,,
12/16/2023,5772701811,732878863.6,148310662.4,26605200.08,84912936.95,33727593.21,,,,,,,
12/17/2023,5824601410,725202730.2,148431619.5,25892205.1,84356694.72,33798907.63,,,,,,,
12/18/2023,5840054115,727706512.7,145345933,26013075.42,84758970.54,33706785.62,,,,,,,
12/19/2023,5750216175,712641834.5,147828102.1,25351191.61,85020527.28,33777589.29,,,,,,,
12/20/2023,5657846603,719002343.5,147849930.2,25567100.88,90908309.3,33755546.25,,,,,,,
12/21/2023,5743956673,732345395.5,145806924.6,26069067.77,98332512.11,33724854.65,,,,,,,
12/22/2023,5954183494,759303805.4,153427278.5,27077061.07,102556448.2,33713510.13,,,,,,,
12/23/2023,5932367050,753427546.2,156711909,26888555.62,101982871.8,33743274.08,,,,,,,
12/24/2023,5832311773,737255291.6,155984066,26367940.38,100284533.6,33375792.29,,,,,,,
12/25/2023,5827946133,739644403.6,154758631.1,26257191.25,100777224.9,33346642.57,,,,,,,
12/26/2023,5693496665,724174931.3,155340296.6,25719472.61,99095762.1,33540084.32,,,,,,,
12/27/2023,5928475488,759326450.6,153324863.7,27444021.86,105005379.7,32887427.1,,,,,,,
12/28/2023,5816392786,749511792,158817601.3,27089062.65,104051220.1,33082033.44,,,,,,,
12/29/2023,5684127352,732262228.2,157370466.5,26474366.33,101952205.2,32691835.51,,,,,,,
12/30/2023,5642654225,734514619.4,154718001.2,26483284.3,101999511.7,32465115.34,,,,,,,
12/31/2023,5585754744,728769190,154905582.1,26306522.07,101357055.2,32427120.94,,,,,,,
1/1/2024,5930563945,750058543.1,154430951.6,27126909.03,104103580.4,32415717.22,,,,,,,
1/2/2024,5979801588,750512380.9,160851202.2,27218905.18,104436166.4,32758274.99,,,,,,,
1/3/2024,5631726314,698774769.7,160085972.5,25044011.3,95526221.79,32701573.93,,,,,,,
1/4/2024,5721134691,718293237.8,154175730.8,25787296.83,91553001.89,32422536.47,,,,,,,
1/5/2024,5704894363,670236777.7,158598359.6,25490436.32,91346261.94,31868045.33,,,,,,,
1/6/2024,5637130443,641053819.4,158126457.7,25248285.27,90413603.89,32476861.72,,,,,,,
1/7/2024,5603563282,631540455.9,157706000.9,25026168.79,89829577.14,32298563.39,,,,,,,
1/8/2024,5898865499,656008528.8,156707363.5,23980634.57,93746840.12,32351984.86,,,,,,,
1/9/2024,5869736331,653601003.3,161807368.5,24067192.53,93988308.44,32721086.11,,,,,,,
1/10/2024,6411216112,718681494.5,164128699.6,26581262.61,102366393.1,32566502.03,,,,,,,
1/11/2024,6442119579,720952589.9,173323073.7,26998563.92,103566925.7,32726053.26,,,,,,,
1/12/2024,6088355215,686653268.6,167284120.3,25985257.96,99921150.07,33313860.18,,,,,,,
1/13/2024,6208251506,702077752.8,162874697.9,26605466.5,104271718.3,33172527.98,,,,,,,
1/14/2024,5965511954,673489686.6,164493454.7,25564970.2,102548822,33106761.59,,,,,,,
1/15/2024,6024076199,680044789.6,162023629.1,26090690.27,103890722.3,33077822.24,,,,,,,
1/16/2024,6206583443,699256539.4,163276595.1,26877186.14,106629541.1,33289650.14,,,,,,,
1/17/2024,6140192183,681946001.7,167891091.2,26230638.05,104328478.7,34127526.53,,,,,,,
1/18/2024,6167933384,665584549.8,165512165.4,25965931.08,104609261,34029092.04,,,,,,,
1/19/2024,6329342451,673023989.3,161782312.2,24809872.99,105544842,33654001.03,,,,,,,
1/20/2024,6224128156,668377264.5,162996873.8,24629241.11,112170721.1,33646682.31,,,,,,,
1/21/2024,6180807275,661624952.1,163187541.5,24491347.62,111645134,33445697.58,,,,,,,
1/22/2024,5892828970,620029081.4,163027453.5,23059680.71,105988237.7,33196193.48,,,,,,,
1/23/2024,5743078103,599818805.3,152793681.9,22397671.54,102934864.1,32851530.71,,,,,,,
1/24/2024,5629333164,596663718.2,150766178.6,22373418.34,102855796.4,32518150.05,,,,,,,
1/25/2024,5625798031,590540732.7,150486354.2,22216976.79,102250407.4,34827147.42,,,,,,,
1/26/2024,5778488608,598246390.2,151675789.8,22686639.82,104170978.1,35420338.8,,,,,,,
1/27/2024,5778594996,594756656.1,155304931.3,22686219.49,104184237.4,35541305.32,,,,,,,
1/28/2024,5750399580,592616939.5,154542161.4,22582283.36,103784081.4,35603489.95,,,,,,,
1/29/2024,5827547006,607290365.8,157315011.4,23142289.82,107735980.8,35590364.39,,,,,,,
1/30/2024,5744482114,616553406.4,159900864.8,23454855.25,106783069.9,36249543.74,,,,,,,
1/31/2024,5461956848,600769668,129335903,22838685.93,103807293,35804169.42,,,,,,,
2/1/2024,5484220753,606284118.9,123682078.6,23005580.76,104444422.3,35165363.18,,,,,,,
2/2/2024,5480315699,611555096.9,125283715,23077425.8,104711361,35008500.68,,,,,,,
2/3/2024,5512814906,610722843.2,125478606.8,22983986.34,104359730,35387228.35,,,,,,,
2/4/2024,5486345267,608732933.6,124915409,22905038.61,104056440,35391162.11,,,,,,,
2/5/2024,5487134040,610466183.3,124377151.4,23024925.51,104255680.1,35399631.06,,,,,,,
2/6/2024,5752682376,632659275.9,124754281.6,23827431.9,111106992.8,35693702.22,,,,,,,
2/7/2024,5718320735,647023343.6,127544754.2,24311605.39,114484095.2,35841987.35,,,,,,,
2/8/2024,5741822329,648902911.1,129788127.5,24344947.68,119137385,35910881.7,,,,,,,
2/9/2024,5929498035,665739797.4,129978428.9,25029718.17,123477332.7,35914780.5,,,,,,,
2/10/2024,5959596041,666429243.5,132932293.1,25091851.58,123977833.9,35160392.44,,,,,,,
2/11/2024,5993296342,668906704.5,133043122,25178558.05,124370840.8,35543749.87,,,,,,,
2/12/2024,6105238178,705334865.9,132758477.7,26612583.69,130547881.8,35563512.67,,,,,,,
2/13/2024,5735124595,702316920.1,139260534.4,27273889.25,130174402.1,35802855.48,,,,,,,
2/14/2024,5957825394,736286687.3,135952636.7,28648629.32,136083717,35094249.23,,,,,,,
2/15/2024,6045924994,748560499.9,141019220.5,29159223.76,138504894,35641658.73,,,,,,,
2/16/2024,5987660019,742712331,142107722.2,28905777.64,137416303,34987238.45,,,,,,,
2/17/2024,5979772724,738754838.5,141228222.2,28735294.46,136744824.2,34581709.95,,,,,,,
2/18/2024,6152544798,761684567.1,140634964.6,29954624.14,140715855.3,34571278.05,,,,,,,
2/19/2024,6408692029,780881116.1,143848640.7,30719105.16,143984588.5,34827402.73,,,,,,,
2/20/2024,6472940685,797864946.1,146258124.8,31382567.29,146825823,35664516.26,,,,,,,
2/21/2024,6494936082,785800772.1,147859741.6,30973821.44,145151322.8,35821988.31,,,,,,,
2/22/2024,6536121059,787006701,145955504.2,31189220.33,145446362.6,35660651.08,,,,,,,
2/23/2024,6273651205,772631011.6,146444142.3,30550315.84,143163448.9,35609312.93,,,,,,,
2/24/2024,6412950987,787964119.3,144440279.3,31223803.06,145967856.7,35449791.9,,,,,,,
2/25/2024,6640626667,817024508.1,146709919.2,32468108.35,151153155.3,35562371.98,,,,,,,
2/26/2024,6598445946,834723851.1,150874769.1,33234651.34,154431666.7,35792318.15,,,,,,,
2/27/2024,6762958782,848065352.8,153994526.4,33868160.56,157052050.2,35989080.14,,,,,,,
2/28/2024,6982491237,862030517.3,133005732.5,35275111.11,162812724,36437773.51,,,,,,,
2/29/2024,6794406921,849912721.4,137931009.2,35240700.96,161000866.3,36786398.21,,,,,,,
3/1/2024,6987888919,870578790.9,137325874.4,36291653.88,165446315.5,37256353.75,,,,,,,
3/2/2024,6866510741,860670645.3,143859850.4,36082250.86,164586270.9,37510547.96,,,,,,,
3/3/2024,6977154435,874268569,145415939.5,35924773.51,167310362.5,37782483.27,,,,,,,
3/4/2024,7362865776,910647659.7,148716622.7,37819918.77,174405714,38152211.36,,,,,,,
3/5/2024,7237774357,889591890.9,153226745.6,36999941.56,171203946.2,38231795,,,,,,,
3/6/2024,7854664546,947282388.7,150605858.1,33694594.49,182416256.4,31482248.49,,,,,,,
3/7/2024,7930078915,958871417.4,160024350.5,34421928.42,184732644.7,37653007.07,,,,,,,
3/8/2024,8064475282,962020328.2,162232275.6,34469251.77,185086825.6,37405407.06,,,,,,,
3/9/2024,8072198468,958017422.3,163307152.4,35030236.61,185957442.9,37832599.63,,,,,,,
3/10/2024,8140579205,935841186.5,163568861.3,34471026.36,184430200,37960380.61,,,,,,,
3/11/2024,8570298100,993986578.8,161538573.9,36116512.99,192674406.3,37300184.24,,,,,,,
3/12/2024,8428987155,976590362.9,168044252.6,35115955.27,188507536.8,37832551.23,,,,,,,
3/13/2024,7994548305,970980744.1,166143023.7,35394506.31,189683156.9,37557321.7,,,,,,,
3/14/2024,7772953672,939063909.2,167724029.3,34308097.89,184224341,37369389.53,,,,,,,
3/15/2024,7705311784,904195472.5,163985999.6,32832037.76,177949189.9,36189638.38,,,,,,,
3/16/2024,7267053659,850635381.6,148610345,27388477.97,168207550.8,35830258.3,,,,,,,
3/17/2024,7565842964,883129791.8,142382665.1,28343345.72,173690021,35080253.99,,,,,,,
3/18/2024,7119962651,855275659.7,145342879.9,27606246.46,168425347.8,35531155.65,,,,,,,
3/19/2024,6461393487,764381503.3,142999220,24797862.22,152491919.9,35341761.51,,,,,,,
3/20/2024,7048949601,845008783.7,131466958,27495297.53,168026893.3,35198141.8,,,,,,,
3/21/2024,6719967132,836391329.1,141587976.3,27319013.57,166934024.2,36687315.51,,,,,,,
3/22/2024,6247467126,787319108.7,139387402.5,26000008.51,159292795.8,36857455.27,,,,,,,
3/23/2024,6350432020,780500853.2,129670248.5,26137665.56,159978472.6,36461006.22,,,,,,,
3/24/2024,6601556416,807133898.2,130488482.1,27018688.16,164890004.3,36819220.6,,,,,,,
3/25/2024,6744422435,840959217.1,133318188.2,28136788.09,171282201.5,37626747.4,,,,,,,
3/26/2024,6745036674,834245199.7,137655529.1,28077916.53,170992731.9,38314364.04,,,,,,,
3/27/2024,6521368588,813526309.2,137360992.7,27388006.29,166914010.1,38286837.35,,,,,,,
3/28/2024,6648854249,827908903.8,134867463.5,27919532.5,169818159.7,38088411.59,,,,,,,
3/29/2024,6505609218,816924858.4,136552757.6,27159675.78,167262117.1,38194022.72,,,,,,,
3/30/2024,6462788814,818616074,135130650.5,27112013.5,166896903.2,36053162.33,,,,,,,
3/31/2024,6681662750,848722469.9,134660001.5,28138723.76,172565737.7,35613800.73,,,,,,,
4/1/2024,6477873906,814718471.2,138074028,27100569.18,166318128,34971964.13,,,,,,,
