Date,,,,,,,,,,,MakerDAO ($),Abracadabra.money ($),Liquity ($),Ethena ($),Origin DeFi ($),Reflexer ($),Vesta Finance ($),Angle ($)
8/19/2022,93441.89,4241.77,10201.32,,1674.4,968.88,50.47,1.92,,,,,,,,,,
8/20/2022,40942.95,15278.16,5862.36,,1571.47,969.04,462.51,0,,,,,,,,,,
8/21/2022,48893.44,7671.87,9658.33,,1482.66,966.66,1731.84,0,,,,,,,,,,
8/22/2022,47926.12,20328.39,5031.18,,1641.35,969.73,647.73,0,,,,,,,,,,
8/23/2022,57923.17,2345.52,3320.05,,1530.6,969.78,1952.11,0.16,,,,,,,,,,
8/24/2022,28213.67,23182.44,3833.92,,1445.79,967.68,202.38,2.07,,,,,,,,,,
8/25/2022,44546.44,4932.63,12788.63,,1612.32,968.88,7093.37,2.94,,,,,,,,,,
8/26/2022,47585.13,17149.09,5137.46,,1517.03,967.36,162.75,18.34,,,,,,,,,,
8/27/2022,53584.88,3804.01,4744.66,,1419.28,958.77,6384.95,3.15,,,,,,,,,,
8/28/2022,33657.35,16929.99,527.24,,1579.4,943.79,584.88,0,,,,,,,,,,
8/29/2022,47472.15,6472.24,15796.09,,1470.09,934.46,1793.6,0.59,,,,,,,,,,
8/30/2022,44693.48,16533.4,408.15,,1614.57,935.38,122.86,0,,,,,,,,,,
8/31/2022,56919.29,375.7,9901.58,,1516.57,941.28,278.3,0,,,,,,,,,,
9/1/2022,33799.17,19967.89,1995.46,,1386.38,941.66,10.64,0,,,,,,,,,,
9/2/2022,415784.56,4117.67,1312.92,,1250.03,941.69,1114.04,0,,,,,,,,,,
9/3/2022,37115.86,15705.73,352.76,,1392.25,937.27,23.64,0.51,,,,,,,,,,
9/4/2022,41139.07,4700.91,5044.97,,1297.87,937.28,228.29,0,,,,,,,,,,
9/5/2022,62552.75,15925.04,3344.68,,1220.47,939.15,299.85,0,,,,,,,,,,
9/6/2022,96761.72,3027.5,685.51,,1153.08,986.9,73.61,0,,,,,,,,,,
9/7/2022,40873.46,15467.89,1839.94,,1085.66,946.32,68.86,11.41,,,,,,,,,,
9/8/2022,761041.26,2268.74,762.69,,1091.96,963,168.64,10.9,,,,,,,,,,
9/9/2022,55725.87,16824.19,1760.82,,1035,905.81,63.17,25.14,,,,,,,,,,
9/10/2022,196356.77,4331.72,1989.67,,1028.98,920.04,1515.81,28.25,,,,,,,,,,
9/11/2022,30089.75,15998.6,6016.85,,1037.64,921.05,136.87,19.96,,,,,,,,,,
9/12/2022,31113.97,5336.76,8274.18,,978.89,920.63,351.03,9.95,,,,,,,,,,
9/13/2022,31428.17,15509.58,701.28,,1056.59,915.78,809.61,32.82,,,,,,,,,,
9/14/2022,40089.19,3829.92,4625.27,,3998.78,903.07,200.35,2.25,,,,,,,,,,
9/15/2022,28177.34,18246.31,11070.61,,6261.85,871.5,2360.19,14.98,,,,,,,,,,
9/16/2022,65673.95,17197.02,4030.53,,734.79,875.33,1022.23,10.91,,,,,,,,,,
9/17/2022,25075.24,11874.22,1566.74,,27030.83,874.66,1323.2,41.3,,,,,,,,,,
9/18/2022,22826.67,3567.23,911.75,,1106.21,874.97,598.37,93.65,,,,,,,,,,
9/19/2022,36215.51,14561.74,28100.78,,1087.07,865.11,1248.47,1.1,,,,,,,,,,
9/20/2022,27953.22,2626.24,3081.87,,1101.24,864.56,2957.56,2.52,,,,,,,,,,
9/21/2022,42135.25,15392.84,2956.03,,1101.69,860.77,821.04,0.12,,,,,,,,,,
9/22/2022,33472.28,4702.96,1250.66,,1068.83,855.17,634.7,11.08,,,,,,,,,,
9/23/2022,24574.26,14941.27,525.25,,849.06,853.44,924.94,1.04,,,,,,,,,,
9/24/2022,14945.88,4935.67,2263.32,,876.12,852.34,803.01,0.21,,,,,,,,,,
9/25/2022,27574.17,16014.92,749.4,,881.4,856.06,821.37,77.31,,,,,,,,,,
9/26/2022,36867.27,9474.8,4530.99,,890.39,857.22,896.08,2.05,,,,,,,,,,
9/27/2022,34112.23,16014.18,1617.93,,1025.9,854.56,1029.45,4.42,,,,,,,,,,
9/28/2022,30950.01,2595.78,1553.9,,1155.49,852.42,830.72,35.36,,,,,,,,,,
9/29/2022,32371.25,15792.22,8372.8,,1168.21,854.03,1275.99,8.86,,,,,,,,,,
9/30/2022,30858.98,3991.16,6300.42,,1131.43,855.12,2220.99,94.3,,,,,,,,,,
10/1/2022,32761.14,14184.67,249.1,,1137.62,848.12,6082.97,2.14,,,,,,,,,,
10/2/2022,18898.7,138.47,40922.07,,1139.64,842.49,1116.45,12.34,,,,,,,,,,
10/3/2022,30963.44,17630.27,6107.03,,1057.25,846.08,2539.78,17.07,,,,,,,,,,
10/4/2022,29158.94,4061.99,1762.47,,1050.4,845.61,2860.35,17.59,,,,,,,,,,
10/5/2022,82202.32,14048.75,3342.96,,966.53,843.78,2477.61,7.3,,,,,,,,,,
10/6/2022,24479.28,1345.65,39978.92,,951.28,843.56,1595.79,51.78,,,,,,,,,,
10/7/2022,388742.47,16845.84,1376.2,,2257.98,842.33,793.83,23.6,,,,,,,,,,
10/8/2022,5295.29,125.79,844.39,,1231.49,842.01,1265.86,10.65,,,,,,,,,,
10/9/2022,36083.9,17670.67,112.4,,2203.58,844.02,851.79,70.18,,,,,,,,,,
10/10/2022,39698.79,871.54,11915.99,,2062.21,838.65,1041.14,0,,,,,,,,,,
10/11/2022,30938.31,17556.2,531.49,,1960.87,838.14,591.51,44.12,,,,,,,,,,
10/12/2022,36296.08,174.15,2596.58,,5519.37,839.23,773.1,21.76,,,,,,,,,,
10/13/2022,32250.05,17736.04,2126.23,,1030.49,831.93,961.67,44.23,,,,,,,,,,
10/14/2022,25689.61,2386.91,4750.96,,1512.48,825.45,927.77,0,,,,,,,,,,
10/15/2022,7846.96,15685.39,878.5,,3538.95,824.06,525.32,83.6,,,,,,,,,,
10/16/2022,50585.89,288.83,195.31,,1874.84,825.14,574.47,61.92,,,,,,,,,,
10/17/2022,46955.77,20308.19,1509.44,,1963.62,830.9,1515.08,0,,,,,,,,,,
10/18/2022,16055.78,3894.97,468.65,,1662.87,835.78,2242.01,80.23,,,,,,,,,,
10/19/2022,25555.5,2430.79,1104.66,,2001.79,833.7,550.01,146.84,,,,,,,,,,
10/20/2022,14505.43,6248.42,5392.37,,1908.34,833.53,667.37,6.93,,,,,,,,,,
10/21/2022,42909.49,2989.22,6032.38,,1786.03,839.86,610.47,0,,,,,,,,,,
10/22/2022,15451.55,4874.39,5508.65,,0,837.29,648.66,5.05,,,,,,,,,,
10/23/2022,32680.88,14462.28,1684.41,,2531.17,841.79,873.93,0.35,,,,,,,,,,
10/24/2022,43627.57,36606.3,2138.06,,2518.24,837.51,1215.87,0.01,,,,,,,,,,
10/25/2022,30426.67,15481.81,6878.09,,1915.05,838.3,2470.81,64.87,,,,,,,,,,
10/26/2022,25313.53,3317.01,12576.37,,1666.7,847.46,2337.49,0,,,,,,,,,,
10/27/2022,28288.75,14852.58,3379.33,,1884.64,832.84,672.6,0.32,,,,,,,,,,
10/28/2022,25281.13,2311.89,11222.45,,2511.63,828.06,3896.77,0,,,,,,,,,,
10/29/2022,40089.52,16768.07,6275,,1027.69,834.13,1462.09,4.2,,,,,,,,,,
10/30/2022,10927.4,4100.21,7123.15,,20063.09,832.75,966.57,140.14,,,,,,,,,,
10/31/2022,28001.36,14453.62,615.58,,1621.42,840.01,1007.43,0,,,,,,,,,,
11/1/2022,21212.17,7028.8,3370.35,,2107.45,841.65,2637.01,0.64,,,,,,,,,,
11/2/2022,25113.38,22957.06,1422.43,,2098.49,842.15,10219.09,6.04,,,,,,,,,,
11/3/2022,29828.43,2887.38,6174.83,,1927.03,838.85,1049.19,18.13,,,,,,,,,,
11/4/2022,425112.93,16687.05,12529.77,,1874.79,851.28,1452.77,5.13,,,,,,,,,,
11/5/2022,12256.73,6087.1,1224.53,,2245.89,848.57,745.38,36.1,,,,,,,,,,
11/6/2022,40431.1,9142.29,4041.41,,2114.36,831.88,790.7,31.2,,,,,,,,,,
11/7/2022,36678.04,8878.27,5574.52,,2874.96,833.93,773.43,17.1,,,,,,,,,,
11/8/2022,28328.87,7184.54,5723.28,,2043.98,800.63,4204.38,5.7,,,,,,,,,,
11/9/2022,169660.3,8055.88,8541.41,,1309.62,755.72,1244.49,10.53,,,,,,,,,,
11/10/2022,61241.3,5160.42,10483.53,,54791.63,712.23,4021.03,7.22,,,,,,,,,,
11/11/2022,4335030.01,2669.01,3947.03,,4704.03,702.76,1584.13,18.03,,,,,,,,,,
11/12/2022,127430.08,6063.83,746.21,,2069.49,697.68,1983.65,50.84,,,,,,,,,,
11/13/2022,32566.6,3153.24,5570.97,,2078.51,682.42,1119.79,14.39,,,,,,,,,,
11/14/2022,33214.76,5381,7737.62,,1904.55,680.73,2199.61,0.08,,,,,,,,,,
11/15/2022,48038.19,2069.29,33298.5,,2621.92,668.75,4671.4,43.36,,,,,,,,,,
11/16/2022,27139.14,10185.06,418.36,,2799.2,661.45,2055.64,9.86,,,,,,,,,,
11/17/2022,21176.4,1974.13,1748.1,,2745.41,658.97,2110.36,0,,,,,,,,,,
11/18/2022,160676.71,5340.6,26436.71,,2894.09,654.95,2439.54,6.34,,,,,,,,,,
11/19/2022,26926.25,557.82,1651.34,,2937.82,652.4,1866.65,0,,,,,,,,,,
11/20/2022,17626.36,6055.68,908.78,,2947.46,650.46,2697.9,21.35,,,,,,,,,,
11/21/2022,44917.7,201.77,1363.02,,38171.14,641.89,4943.53,16.58,,,,,,,,,,
11/22/2022,26494.5,6558.88,1915.5,,8374.75,629.8,3812.6,0,,,,,,,,,,
11/23/2022,33493.09,169.78,4419.26,,3008.24,633.64,2458.8,0.06,,,,,,,,,,
11/24/2022,1161935.36,6471.37,1163.64,,4219.26,633.37,1452.35,0.11,,,,,,,,,,
11/25/2022,45914.57,1662.43,222.39,,2825.9,649.34,1492.48,0.01,,,,,,,,,,
11/26/2022,29630.03,4982.11,1306.27,,2792.34,649.33,1829.57,14.8,,,,,,,,,,
11/27/2022,20899.07,159.19,543.73,,3017.85,648.53,1831.14,0.89,,,,,,,,,,
11/28/2022,28976.86,6311.69,6622.15,,2942.91,647.18,1848.77,16.68,,,,,,,,,,
11/29/2022,38211.68,1884.78,3795.89,,3197.97,647.79,1429.45,0.29,,,,,,,,,,
11/30/2022,38469.87,4619.72,736.36,,4882.5,652.38,1575.31,1.38,,,,,,,,,,
12/1/2022,18061.88,731.87,2997.65,,2243.48,652.65,2150.64,0.62,,,,,,,,,,
12/2/2022,23809.12,5824.85,3260.64,,2753.69,658.62,2573.84,31.12,,,,,,,,,,
12/3/2022,17112.19,80.45,1548.99,,2348,654.88,1863.39,3.9,,,,,,,,,,
12/4/2022,35105.64,6717.02,1455.37,,2354.86,658.58,1879.7,2.07,,,,,,,,,,
12/5/2022,36764.43,3986.15,6288.9,,2367.5,664.31,1859.17,0.01,,,,,,,,,,
12/6/2022,23874.04,6386.29,449.07,,2392.71,644.21,1648.7,83.86,,,,,,,,,,
12/7/2022,29779.94,183.3,525.36,,2654.18,641.81,1425.77,5.51,,,,,,,,,,
12/8/2022,30102.31,6343.15,1653.71,,6102.89,642.86,1260.95,0.6,,,,,,,,,,
12/9/2022,16134.49,111.06,5350.98,,1232.8,642.98,1349.24,0.17,,,,,,,,,,
12/10/2022,13755.59,6389.12,176.61,,2141.92,643.89,1406.5,0.85,,,,,,,,,,
12/11/2022,27358.45,253.54,910.7,,2209.07,645.04,1584.95,0.2,,,,,,,,,,
12/12/2022,23051.02,6230.44,4260.88,,2057.2,646.42,1472.11,1.16,,,,,,,,,,
12/13/2022,72059.3,1222.5,4126.27,,2314.78,646.08,2038.74,2.09,,,,,,,,,,
12/14/2022,29361.96,16515.4,3022.45,,2187.52,644.28,3055.94,5.62,,,,,,,,,,
12/15/2022,16627.27,121.1,4722.66,,1885.82,645.84,3071.35,113.63,,,,,,,,,,
12/16/2022,41487.41,13668.65,346.12,,2021.57,635.98,3285.77,10.43,,,,,,,,,,
12/17/2022,17684.2,514.03,1123.88,,2076.12,630.28,3057.64,30.82,,,,,,,,,,
12/18/2022,13188.73,5880.79,2498.76,,2146.38,627.14,2576.21,0,,,,,,,,,,
12/19/2022,61823.06,251.82,115.3,,1955.62,629.26,2366.04,1.56,,,,,,,,,,
12/20/2022,24442.06,6403.66,1697.63,,2125.95,629.47,2667.25,44.83,,,,,,,,,,
12/21/2022,501669.54,1381.35,1327.09,,2266.83,630.92,2924.32,52.82,,,,,,,,,,
12/22/2022,47367.83,10597.04,1394.8,,2207.85,628.89,3363.66,89.01,,,,,,,,,,
12/23/2022,19665.41,2243.75,157.65,,2190.04,640.73,3618.01,5.61,,,,,,,,,,
12/24/2022,26683.99,4339.89,1108.2,,2080.04,640.6,3636.6,10.25,,,,,,,,,,
12/25/2022,916727.54,71.38,1075.47,,2067.04,639.31,3356.22,16.12,,,,,,,,,,
12/26/2022,29599.31,7576.19,1901.01,,2060.67,641.75,3691.71,8.01,,,,,,,,,,
12/27/2022,69955.18,50498.16,105.71,,10964.38,590.99,3037.77,64.65,,,,,,,,,,
12/28/2022,134934.72,14206.06,215.25,,1392.02,590.27,2279.42,109.09,,,,,,,,,,
12/29/2022,29181,6777.15,1715.75,,2524.13,626.61,765.85,3.3,,,,,,,,,,
12/30/2022,33283.96,3875.97,625.52,,3285.29,627.18,990.44,0.94,,,,,,,,,,
12/31/2022,35024.92,2601.37,2172.67,,911.48,625.44,2045.53,6.75,,,,,,,,,,
1/1/2023,22662.05,5835.29,812.51,,1928.9,619.24,1670.03,46.07,,,,,,,,,,
1/2/2023,18706.79,1868.89,321.14,,1816.48,592.09,1446.66,0.58,,,,,,,,,,
1/3/2023,15692.86,24142.15,368.92,,2047.21,594.66,1296.43,5.73,,,,,,,,,,
1/4/2023,39937.3,3810.4,881.24,,2018.61,594.73,1566.31,59.29,,,,,,,,,,
1/5/2023,53731.52,6984.05,296.29,,2574.27,595.22,1880.5,6.07,,,,,,,,,,
1/6/2023,25235.44,17529.26,524.84,,2992.61,596.73,1875.82,6.9,,,,,,,,,,
1/7/2023,17040.24,6264.1,7958.16,,1449.41,596.74,882.46,60.03,,,,,,,,,,
1/8/2023,39333.26,77.93,327.15,,2154.31,600.2,1239.34,1.62,,,,,,,,,,
1/9/2023,34347.98,6469.95,2550.89,,2012.25,597.59,1292.13,1.64,,,,,,,,,,
1/10/2023,22536.4,484.16,1198.49,,3862.22,598.61,1494.22,4.2,,,,,,,,,,
1/11/2023,623608.41,5881.17,341.91,,1482.29,599.48,2426.98,99.81,,,,,,,,,,
1/12/2023,36106.96,46517.91,29786.38,,2619.78,601.27,3201.17,7.12,,,,,,,,,,
1/13/2023,146810.97,6301.96,3140.63,,2477.54,588.91,4063.08,7.5,,,,,,,,,,
1/14/2023,27727.94,311.35,2916.54,,2367.72,594.42,6527.82,41.42,,,,,,,,,,
1/15/2023,27656.62,6226.14,2221.82,,2105.84,591.96,2612.9,0.24,,,,,,,,,,
1/16/2023,555008.63,27528.79,876.86,,2996.64,591.54,1749.63,43.65,,,,,,,,,,
1/17/2023,24014.74,13597.42,2204.89,,1939.65,588.48,1829.1,92.54,,,,,,,,,,
1/18/2023,42521.45,5649.63,3295.84,,3791.08,584.74,2204.81,93.74,,,,,,,,,,
1/19/2023,24284.7,13510.85,186.4,,2839.57,655.39,2191.06,0.46,,,,,,,,,,
1/20/2023,181106.8,3813.15,4756.54,,8180.82,644.11,1881.89,24.91,,,,,,,,,,
1/21/2023,27712.03,887.77,1583.53,,1421.24,613.68,1596.4,44.13,,,,,,,,,,
1/22/2023,22509.84,125,1084.81,,2205.11,576.37,1768.16,0.51,,,,,,,,,,
1/23/2023,30776.7,35492,1286.17,,2029.11,576.74,2147.19,87.24,,,,,,,,,,
1/24/2023,43705.49,9498.62,1194.06,,2537.09,547.78,2178.44,7.68,,,,,,,,,,
1/25/2023,29859.1,4343.58,281218.73,,3108.67,565.23,2171.43,50.99,,,,,,,,,,
1/26/2023,36717.47,31477.54,2487.48,,3197.58,559.98,1841.2,1.28,,,,,,,,,,
1/27/2023,36036.75,6194.36,27003.89,,3351.13,549.26,1836.2,101.73,,,,,,,,,,
1/28/2023,21788.6,1493.59,2345.68,,3174.61,548.64,1845.12,8.84,,,,,,,,,,
1/29/2023,33413.67,5036.5,2513.32,,3088.86,547.8,1986.87,12.25,,,,,,,,,,
1/30/2023,322502.27,35859.63,5954.95,,14983.9,544.87,2409.26,58.68,,,,,,,,,,
1/31/2023,48728.98,1261.21,5708.02,,1911.43,543.93,2788.47,35.29,,,,,,,,,,
2/1/2023,42840.11,6214.73,368.56,,2638.44,545.99,1947.04,109.16,,,,,,,,,,
2/2/2023,783447.37,24417.94,9363.32,,2532.05,541.33,1628.75,1.77,,,,,,,,,,
2/3/2023,27431.05,5440.5,3793.73,,9502.24,541.73,2009.49,63.36,,,,,,,,,,
2/4/2023,31118.34,2254.25,2283.49,,1197.36,534.56,1635.56,119.53,,,,,,,,,,
2/5/2023,25134.22,7942.31,1340.73,,2905.68,532.74,4561.96,12.87,,,,,,,,,,
2/6/2023,44479.76,1790.76,2306.35,,3050.9,530.89,1828,17.23,,,,,,,,,,
2/7/2023,659928.06,7981.09,6388.88,,3018.64,533.32,2706.72,70.65,,,,,,,,,,
2/8/2023,51315.36,47332.34,805.58,,2815.59,528.63,2220.38,43.25,,,,,,,,,,
2/9/2023,37186.2,13584.38,516.58,,3107.01,524.13,2252.8,46.05,,,,,,,,,,
2/10/2023,22874.63,8444.68,1375.51,,3665.06,520.41,2460.43,44.51,,,,,,,,,,
2/11/2023,65787.63,8014.37,936.45,,2204.17,521.62,2008.7,22.74,,,,,,,,,,
2/12/2023,30402.43,1898.03,630.99,,2541.39,519.68,2014.89,84.28,,,,,,,,,,
2/13/2023,30726.17,8270.3,2415.7,,2930.41,517.54,1939.1,74.01,,,,,,,,,,
2/14/2023,32564.34,2355.24,5079.16,,4105.44,510.27,1964.86,21.17,,,,,,,,,,
2/15/2023,93918.04,2509.66,10216.95,,3345.75,506.05,3159.08,67.71,,,,,,,,,,
2/16/2023,37481.9,48114.7,559.7,,3674.52,497.44,3777.15,15.47,,,,,,,,,,
2/17/2023,25319.08,3160.78,7678.35,,1135.26,498.7,4300.41,53.47,,,,,,,,,,
2/18/2023,37653.03,2977.7,8355.22,,2879.83,498.04,4460.83,32.38,,,,,,,,,,
2/19/2023,31922.77,11124.97,2629.27,,2936.77,497.4,4168.68,39.99,,,,,,,,,,
2/20/2023,32570.55,18055.89,239.39,,3145.51,498.79,4339.37,23.92,,,,,,,,,,
2/21/2023,66293.99,7487.47,5530.58,,3374.49,493.7,4265.01,40.42,,,,,,,,,,
2/22/2023,30594.08,4727.55,414.3,,3461.98,493.59,3873.37,88.87,,,,,,,,,,
2/23/2023,36799.04,55419.96,1176.67,,3448.75,491.89,3403.31,66.14,,,,,,,,,,
2/24/2023,648776.95,8117.71,4381.85,,4403.74,475.79,3444.66,69.96,,,,,,,,,,
2/25/2023,21331.38,3449.96,1060.5,,2635.68,475.46,3026.85,136.43,,,,,,,,,,
2/26/2023,59849.22,3555.15,1208.05,,3455.06,477.73,5583.05,56.09,,,,,,,,,,
2/27/2023,77790.47,6577.38,1556.18,,3542.51,465.61,6188.25,36.24,,,,,,,,,,
2/28/2023,33017.54,17152.51,2157.05,,5161.37,464.46,1551,103.43,,,,,,,,,,
3/1/2023,100100.13,6139.44,347.1,,2689.35,469.51,1747.85,117.7,,,,,,,,,,
3/2/2023,26517.91,4296.91,720.78,,3404.27,465.95,1843.12,41.36,,,,,,,,,,
3/3/2023,716399.06,63028.65,648.02,,3127.15,463.67,2035.66,39.07,,,,,,,,,,
3/4/2023,29734.45,4174.61,7532.99,,3106.47,461.41,1529.35,77.66,,,,,,,,,,
3/5/2023,37155.97,3524.54,893.69,,2901.75,460.77,1621.14,97.36,,,,,,,,,,
3/6/2023,50497.13,4542.7,914.05,,3104.4,460.01,1635.81,79.91,,,,,,,,,,
3/7/2023,23179.49,18367.27,1959.27,,3590.09,463.69,1491.8,66.42,,,,,,,,,,
3/8/2023,60666.02,5571.22,1551.26,,3487.15,460.21,1057.34,71.02,,,,,,,,,,
3/9/2023,37502.47,51158.35,1015.67,,3308.16,452.72,1108.96,32.78,,,,,,,,,,
3/10/2023,55683.25,4005.88,6450.54,,36876.37,457.16,1044.79,50.41,,,,,,,,,,
3/11/2023,96740.95,11015.35,524272.88,,96958.62,482.28,34560.63,79.95,,,,,,,,,,
3/12/2023,58941.08,2115.69,60139.05,,46345.18,522.99,5161.58,44.27,,,,,,,,,,
3/13/2023,38154.56,6716.29,16595.83,,25697.1,517.54,338.15,51.81,,,,,,,,,,
3/14/2023,33150.6,3669.92,17080.99,,4209.48,518.31,274.61,7.04,,,,,,,,,,
3/15/2023,77265.89,2691.62,39385.32,,5841.36,511.77,306.37,120.67,,,,,,,,,,
3/16/2023,311723.79,56102.42,4059.74,,5644.31,516.66,354.38,0.02,,,,,,,,,,
3/17/2023,51619.08,2887.82,2753.98,,2231.36,526.14,542.68,0,,,,,,,,,,
3/18/2023,40791.67,3409.41,11802.28,,3213.98,515.09,493.21,0,,,,,,,,,,
3/19/2023,26418.04,15787.5,4366.52,,2173.39,514.97,502.58,32.91,,,,,,,,,,
3/20/2023,53775.78,3046.79,2269.1,,2698.63,505.39,443.08,0.02,,,,,,,,,,
3/21/2023,46911.56,3091.36,4404.7,,3038.41,513.9,646.17,39.37,,,,,,,,,,
3/22/2023,73275.5,8010.39,6956.9,,2515.89,503.55,396,0.02,,,,,,,,,,
3/23/2023,34315.15,55028.05,3218.94,,4575.6,514.9,357.09,0,,,,,,,,,,
3/24/2023,192935.01,12983.25,6132.45,,1772.9,507.66,389.09,0,,,,,,,,,,
3/25/2023,20407.88,3311.83,603.6,,2733.55,507.5,489.6,0,,,,,,,,,,
3/26/2023,63790.74,3294.79,10894.12,,2645.83,511.76,464.07,0,,,,,,,,,,
3/27/2023,36349.88,3535.08,3463.64,,2341.36,504.84,494.75,0,,,,,,,,,,
3/28/2023,49250.36,15732.77,13288.32,,3008.77,512.16,399.33,0.02,,,,,,,,,,
3/29/2023,343908.95,6318.02,3720.47,,2642.01,512.53,554.12,0,,,,,,,,,,
3/30/2023,37119.65,46461.16,1284.28,,2447.96,514.57,476.21,11.74,,,,,,,,,,
3/31/2023,89454.34,22449.97,932.28,,2389.64,514.96,469.48,0,,,,,,,,,,
4/1/2023,27258.19,3552.62,5508.28,,4054.96,516.24,475.44,0,,,,,,,,,,
4/2/2023,32329.97,3348.13,2398.69,,2701.84,514.6,506.46,0,,,,,,,,,,
4/3/2023,28379.77,3524.39,2867.93,,2953.34,516.91,521.35,0,,,,,,,,,,
4/4/2023,84816.37,3625.8,2193.71,,2745.15,524.71,533.52,0,,,,,,,,,,
4/5/2023,35470.74,3759.98,8452.91,,2840.88,524,540.68,0,,,,,,,,,,
4/6/2023,60299.96,71834.3,6744.19,,2491.96,518.2,548.81,0.01,,,,,,,,,,
4/7/2023,21304.52,10942.88,2484.92,,3069.47,520.24,548.47,0,,,,,,,,,,
4/8/2023,50954.62,4070.23,2082.23,,2872.96,515.97,584.58,0,,,,,,,,,,
4/9/2023,26688.87,3735.29,3463.14,,2627.32,512.21,581.88,0,,,,,,,,,,
4/10/2023,47071.85,4022,4118.41,,2510.34,515.67,650.41,0,,,,,,,,,,
4/11/2023,493044.28,4545.31,6873.89,,2414.06,126.1,684.75,0,,,,,,,,,,
4/12/2023,48836.18,12820.96,7297.84,,4162.53,127.45,478.42,0,,,,,,,,,,
4/13/2023,30716.83,10689.18,13749.21,,971.08,130.7,462.47,0,,,,,,,,,,
4/14/2023,54639.81,4540.92,12312.7,,2947.59,131.47,489.11,0,,,,,,,,,,
4/15/2023,29444.4,11598.78,5923.34,,3950.82,130.97,504.08,0,,,,,,,,,,
4/16/2023,32707.45,5698.04,4088.02,,2590.81,127.85,507.28,0,,,,,,,,,,
4/17/2023,40048.74,4526.54,7156.05,,3058.36,126.82,638.79,0,,,,,,,,,,
4/18/2023,31655.6,9691.55,9301.09,,3121.94,128.38,731.34,0,,,,,,,,,,
4/19/2023,38197.66,5340.46,8709.03,,2947,122.66,599.56,0,,,,,,,,,,
4/20/2023,31353.13,108891.81,4764.44,,2834.68,125.8,549.18,0,,,,,,,,,,
4/21/2023,40295.03,5112.03,2450.68,,2713.07,122.99,591.01,0,,,,,,,,,,
4/22/2023,1295396.95,6843.29,516.98,,2825.03,125.05,531.32,51.05,,,,,,,,,,
4/23/2023,33610.25,12710.3,4705.34,,3589.66,124.87,473.89,203.64,,,,,,,,,,
4/24/2023,46706.72,4943.93,7153.68,,3439.31,124.67,470.25,0,,,,,,,,,,
4/25/2023,91685.9,14566.04,6575.1,,3166.19,125.29,485.26,0,,,,,,,,,,
4/26/2023,39414.55,5989.79,32933.75,,2936.57,124.85,467.33,4.63,,,,,,,,,,
4/27/2023,239380.91,57682.3,3434.29,,2822.15,127.93,449.34,108.83,,,,,,,,,,
4/28/2023,18493.1,9979.13,568.92,,4240.72,126.65,430.18,97.32,,,,,,,,,,
4/29/2023,32814.8,4811.71,386.01,,4211.45,127.57,544.6,6.32,,,,,,,,,,
4/30/2023,34414.39,9515.56,411.56,,3425.68,125.55,461.16,204.46,,,,,,,,,,
5/1/2023,53154.9,4610.24,1655.47,,3240.36,124.99,458.35,31.58,,,,,,,,,,
5/2/2023,34292.61,10765.78,2493.96,,4089.33,125.93,506.2,828.16,,,,,,,,,,
5/3/2023,58656.46,5006.14,4216.31,,3694.2,126.74,513.83,0,,,,,,,,,,
5/4/2023,31362.28,7853.51,8505.33,,3435.26,125.88,260.86,248.74,,,,,,,,,,
5/5/2023,608626.31,4930.51,1668.65,,3218.6,129.99,295.22,149.25,,,,,,,,,,
5/6/2023,20011.9,8985.4,870.55,,3087.47,127.14,328.15,0,,,,,,,,,,
5/7/2023,42977.84,79810.12,939.42,,2887.11,125.67,232.95,0,,,,,,,,,,
5/8/2023,79225.65,8484.83,10108.33,,2802.59,128.26,315.61,7.38,,,,,,,,,,
5/9/2023,39509.79,5285.01,18561.91,,2911.37,127.74,237.8,128.85,,,,,,,,,,
5/10/2023,40935.58,8882.34,7533.92,,2604.41,127.48,307.98,214.14,,,,,,,,,,
5/11/2023,49247.76,4401.79,7352.55,,2471.43,125.42,235.24,9.42,,,,,,,,,,
5/12/2023,103060.7,4535.79,9093.74,,2431.38,126.39,208.2,0.04,,,,,,,,,,
5/13/2023,19339.44,5069.32,493.63,,2360.47,126.26,268.29,63.57,,,,,,,,,,
5/14/2023,53646.81,56282.59,1393.72,,2223.9,127.88,273.55,86.17,,,,,,,,,,
5/15/2023,41444.74,4454.91,1405.34,,2268.03,128.23,182.84,37.99,,,,,,,,,,
5/16/2023,180489.9,4549.72,1296.64,,2373.31,129.14,291.64,73.69,,,,,,,,,,
5/17/2023,104327.76,4525.71,2803.31,,2132.22,129.05,258.1,134.83,,,,,,,,,,
5/18/2023,49287.67,19079.78,2156.96,,2426.52,129.4,246.83,104.08,,,,,,,,,,
5/19/2023,386509.91,44852.12,2089.36,,36705.26,129.84,235.8,153.69,,,,,,,,,,
5/20/2023,33202.64,4462.67,2207.42,,2169.79,130.13,244.86,111.54,,,,,,,,,,
5/21/2023,71155.99,4575.43,765.34,,3412.71,127.17,230.3,102.07,,,,,,,,,,
5/22/2023,83851.43,4424.37,500.76,,2625.24,125.94,263.75,101.41,,,,,,,,,,
5/23/2023,57130.24,13829.78,3932.43,,35967.73,127.47,247.73,91.35,,,,,,,,,,
5/24/2023,78819.8,3352.54,439.91,,2187.88,126.35,184.41,60.01,,,,,,,,,,
5/25/2023,43111.16,2773.88,2331.61,,2679.99,126.91,208.92,83.91,,,,,,,,,,
