Date,,,,,,,,,,,MakerDAO ($),Abracadabra.money ($),Liquity ($),Ethena ($),Origin DeFi ($),Reflexer ($),Vesta Finance ($),Angle ($)
5/26/2023,132977.19,2801.89,929.45,,4392.93,126.86,191.06,98.47,,,,,,,,,,
5/27/2023,26494.15,2728.49,277.03,,7071.1,128.42,222.48,144.27,,,,,,,,,,
5/28/2023,65314.94,2891.43,3902.17,,14683.95,130.53,223.15,69.73,,,,,,,,,,
5/29/2023,69469.99,3212.89,492.32,,7391.75,132.63,239.02,110.78,,,,,,,,,,
5/30/2023,46922.57,17112.83,701.44,,23829.8,137.05,243.86,82.38,,,,,,,,,,
5/31/2023,53492.01,2949.19,710.3,,6888.69,138.08,241.4,60.03,,,,,,,,,,
6/1/2023,45680.31,104977.84,445.2,,5821.91,137.61,255.02,171.04,,,,,,,,,,
6/2/2023,173891.47,2778.53,353.88,,6533.24,139.55,276.94,117.82,,,,,,,,,,
6/3/2023,20014.11,2689.68,3279.05,,3940.57,136.99,298.44,63.74,,,,,,,,,,
6/4/2023,53303.82,2701.41,429.69,,3953.05,132.94,275.92,80.14,,,,,,,,,,
6/5/2023,90132.19,2645.48,4388.28,,25911.53,131.64,278.45,91.2,,,,,,,,,,
6/6/2023,110293.08,3400.57,3863.91,,9148.1,139.01,222.68,80.16,,,,,,,,,,
6/7/2023,903627.91,13599.91,2071.96,,9808.02,140.48,362.05,27.71,,,,,,,,,,
6/8/2023,44991.43,55822.58,934.26,,5538.17,140.65,264.61,22.77,,,,,,,,,,
6/9/2023,50187.67,5637.15,1208.14,,6656.38,140.26,257.15,37.95,,,,,,,,,,
6/10/2023,61368.12,2829.17,6025.23,,6475.54,138.78,319.6,52.49,,,,,,,,,,
6/11/2023,33467.07,2043.76,2100.64,,6660.21,138.74,183.48,69.14,,,,,,,,,,
6/12/2023,78749.09,32028.64,1876.01,,5801.14,137.23,364.59,43.43,,,,,,,,,,
6/13/2023,94710.17,2136.47,3601,,7365.24,136.76,231.95,213.14,,,,,,,,,,
6/14/2023,163128.58,1989.12,910.94,,9932.99,136.47,299.19,89.55,,,,,,,,,,
6/15/2023,55334.66,46216.82,3031.71,,16664.07,137.65,250.13,45.35,,,,,,,,,,
6/16/2023,378137.61,5860.54,3561.51,,6139.64,138.65,241.23,42.96,,,,,,,,,,
6/17/2023,15321.18,17495.6,3119.82,,5350.7,138.41,250.38,44.22,,,,,,,,,,
6/18/2023,66150.35,11982.24,1789.93,,5125.18,136.28,306.6,39.12,,,,,,,,,,
6/19/2023,70420.91,7882.33,2054.38,,17397.15,136.66,315.3,124.17,,,,,,,,,,
6/20/2023,138985.35,5329.03,5343.2,,6932.55,138.33,326.12,147.03,,,,,,,,,,
6/21/2023,113568.85,23347.83,21484.71,,15644.6,139.68,434.78,50.89,,,,,,,,,,
6/22/2023,159741.03,11970.87,5680.17,,11789.66,138.45,541.6,228.71,,,,,,,,,,
6/23/2023,120646.02,3318.34,2525.54,,1269.57,139.06,600.02,489.56,,,,,,,,,,
6/24/2023,61526.87,18879.1,11467.74,,15604.25,137.71,544.47,67.84,,,,,,,,,,
6/25/2023,148868.88,3807.3,2185.46,,8090.18,138.14,518.05,147.44,,,,,,,,,,
6/26/2023,114482.66,27431,951.37,,8115.78,137.18,471.24,43.62,,,,,,,,,,
6/27/2023,202970.55,3910.79,2354.27,,8423.97,137.44,574.63,57.28,,,,,,,,,,
6/28/2023,391080.46,26275.82,645.17,,8592.94,136,412.1,47.74,,,,,,,,,,
6/29/2023,100027.07,9712.76,11904.52,,8594.17,136.87,317.13,106.99,,,,,,,,,,
6/30/2023,150009.52,4193.5,13054.5,,8711.96,138.83,357.22,45.29,,,,,,,,,,
7/1/2023,124789.14,20358.75,1579.14,,9231.83,138.04,337.99,108.47,,,,,,,,,,
7/2/2023,92128.63,4407.91,2400.28,,9990.29,137.83,234.37,116.89,,,,,,,,,,
7/3/2023,130069.19,26618.8,4168.25,,9795.8,137.97,335,202.59,,,,,,,,,,
7/4/2023,109547.28,3928.32,3333.16,,10167.75,129.94,286.84,34.48,,,,,,,,,,
7/5/2023,118788.94,4115.03,1153.46,,55984.87,122.18,362.76,92.94,,,,,,,,,,
7/6/2023,121365.05,27884.35,44504.17,,12836.15,121.73,280.28,228.07,,,,,,,,,,
7/7/2023,772485.71,5050.41,561.99,,10268.56,122.33,353.64,78,,,,,,,,,,
7/8/2023,107911.87,24756.37,654.31,,10870.59,122.56,340.45,88.02,,,,,,,,,,
7/9/2023,115560.09,4158.95,719.39,,11103.06,122.12,267.97,70.08,,,,,,,,,,
7/10/2023,380769.02,26946.64,13817.94,,11712.35,122.26,334.69,62.7,,,,,,,,,,
7/11/2023,85672.54,3668.7,883.31,,11722.51,122.38,348.4,97.76,,,,,,,,,,
7/12/2023,110815.46,26082.15,2911.29,,11186.16,121.7,247.66,77.09,,,,,,,,,,
7/13/2023,129569.24,10056.21,17827.41,,14252.71,124.97,402.18,285.78,,,,,,,,,,
7/14/2023,143315.66,3792.24,6476.36,,12526,123.9,381.02,75.07,,,,,,,,,,
7/15/2023,62671.82,20561.86,5143.22,,17669,123.46,376.2,514.98,,,,,,,,,,
7/16/2023,93885.04,3484.42,1839.65,,13546.47,123.01,344.94,57.39,,,,,,,,,,
7/17/2023,1006875.8,26340,1127.36,,11320.4,123.73,465.97,28.07,,,,,,,,,,
7/18/2023,202734.67,4882.33,8377.63,,13293.16,123.52,417.05,130.89,,,,,,,,,,
7/19/2023,82236.1,25324.34,2935.78,,12261.1,121.68,490.47,86.32,,,,,,,,,,
7/20/2023,102139.05,3215.57,1649.94,,12885.95,121.53,433.9,285.7,,,,,,,,,,
7/21/2023,103008.05,19232.87,881.27,,12228.01,120.85,456.3,80.99,,,,,,,,,,
7/22/2023,101037.76,9687.3,2055.66,,13663.26,120.59,466.91,116.69,,,,,,,,,,
7/23/2023,81005.47,3112.22,3350.52,,11019.94,120.55,349.63,86.85,,,,,,,,,,
7/24/2023,178853.07,25644.14,12494.82,,11948.11,121.08,432.26,237.35,,,,,,,,,,
7/25/2023,53830.96,2580.25,8089.97,,12871.86,121.35,401.67,283.75,,,,,,,,,,
7/26/2023,144291.22,25259.23,2003.56,,11383.19,121.29,448.7,66.55,,,,,,,,,,
7/27/2023,355236.17,9016.01,628.39,,10495.37,120.76,251.01,351.03,,,,,,,,,,
7/28/2023,86744.75,3252.03,1127.66,,11391.41,121.07,392.98,136.52,,,,,,,,,,
7/29/2023,125402.61,19670.13,1742.72,,11705.2,119.9,381.36,106.1,,,,,,,,,,
7/30/2023,135923.46,20018.61,3102.43,,219295.13,120.19,436.22,369.1,,,,,,,,,,
7/31/2023,102059.19,11070.54,2954.46,,10228.27,119.64,282.65,275.31,,,,,,,,,,
8/1/2023,109288.12,11785.85,6390.55,,36603.9,120.98,322.15,111.34,,,,,,,,,,
8/2/2023,581668.56,17238.47,2038.45,,8025.94,120,315.29,91.69,,,,,,,,,,
8/3/2023,1215386.55,10124.41,811.13,,20899.87,120.5,232.45,124.15,,,,,,,,,,
8/4/2023,264256.12,3332.16,2530.4,,9252.24,119.33,219.67,370.53,,,,,,,,,,
8/5/2023,75897.48,14053.48,1864.51,,10276.15,119.77,200.13,36.95,,,,,,,,,,
8/6/2023,194446.64,6945.89,2031.79,,9888.21,119.38,261.24,66.42,,,,,,,,,,
8/7/2023,161776.24,7427.24,4419.74,,10163.63,120.82,203.12,94.6,,,,,,,,,,
8/8/2023,135426.28,4963.18,8904.04,,13322.86,119.62,264.04,355.07,,,,,,,,,,
8/9/2023,767728.07,8556.2,6659.88,,12670.9,119.91,198.9,139.13,,,,,,,,,,
8/10/2023,170814.02,4093.26,7845.4,,12561.87,120.99,283.6,991.72,,,,,,,,,,
8/11/2023,1199050.48,3914.79,8857.82,,12591.01,120.62,220.26,107.09,,,,,,,,,,
8/12/2023,41141.91,7618.74,5681.1,,16916.69,120.68,227.85,130.17,,,,,,,,,,
8/13/2023,188922.09,4125.63,20457.87,,12455.64,120.39,233.52,191.08,,,,,,,,,,
8/14/2023,263927.01,8097.7,13931.14,,12191.55,120.71,193.41,91.54,,,,,,,,,,
8/15/2023,221601.02,3691.52,8660.24,,12595.23,120.24,260.1,161.24,,,,,,,,,,
8/16/2023,185821.5,8773.33,12280.22,,12085.84,119.86,229.42,43.95,,,,,,,,,,
8/17/2023,393695.33,4913.94,63847.68,,11747.62,117.26,161.45,128.61,,,,,,,,,,
8/18/2023,138318.99,3533.59,5538.66,,12776.3,116.42,121.02,403.79,,,,,,,,,,
8/19/2023,157227.07,5304.61,7630.24,,9437.36,109.16,144.03,10.77,,,,,,,,,,
8/20/2023,261740.22,3588,2274.84,,11304.85,109.43,106.06,53.47,,,,,,,,,,
8/21/2023,175540.31,6281.49,4397.16,,15207.13,109.77,129.18,149.3,,,,,,,,,,
8/22/2023,151194.03,3132.37,2128.21,,10864.38,110.78,116.68,127.61,,,,,,,,,,
8/23/2023,212076.67,7485.21,6338.77,,10866.42,113.97,109.87,101.05,,,,,,,,,,
8/24/2023,773754.74,2402.72,3920.31,,11710.23,113.97,276.72,227.18,,,,,,,,,,
8/25/2023,7631992.65,602.9,4748.36,,22056.78,113.29,204.69,77.5,,,,,,,,,,
8/26/2023,73922.69,8655.82,1230.3,,9356.82,113.4,186.28,122.57,,,,,,,,,,
8/27/2023,138310.06,2604.56,2345.77,,9502.13,114.73,182.29,250.37,,,,,,,,,,
8/28/2023,235815.13,8376.44,12169.88,,9315.1,115.32,236.25,98.32,,,,,,,,,,
8/29/2023,392773.67,590.28,24933.72,,10881.3,115.26,182.04,84.07,,,,,,,,,,
8/30/2023,154432.36,8626.99,2629,,9668.66,115.29,180.15,146.19,,,,,,,,,,
8/31/2023,166283.4,3655.55,1464.26,,10993.97,114.66,154.95,85.04,,,,,,,,,,
9/1/2023,149419.97,2228.11,12625.19,,8880.85,114.47,143.21,63.8,,,,,,,,,,
9/2/2023,60100.74,4579.49,1098.21,,10940.48,114.82,130.53,83.67,,,,,,,,,,
9/3/2023,89708.91,2680.95,9139.4,,10535.57,115.02,144.72,28.43,,,,,,,,,,
9/4/2023,816830.95,6134,12763.17,,10096.28,116.05,138.56,172.17,,,,,,,,,,
9/5/2023,201941.7,2347.37,12672.79,,10144.69,116.14,141.63,146.79,,,,,,,,,,
9/6/2023,170886.88,5644.8,18147.18,,10876.67,115.58,120.34,624.57,,,,,,,,,,
9/7/2023,265075.86,2748.82,22560.63,,10044.48,115.92,198.14,38.43,,,,,,,,,,
9/8/2023,3068819.63,1490.31,543.65,,10593.23,116.06,121.54,47.47,,,,,,,,,,
9/9/2023,165178.03,5361.55,1146.32,,10405.29,115.94,186.94,73.81,,,,,,,,,,
9/10/2023,126230.45,3333.29,6664.85,,11069.98,115.57,137.03,41.02,,,,,,,,,,
9/11/2023,177773.96,6029.12,8104.81,,10289.17,115.15,127.65,138.3,,,,,,,,,,
9/12/2023,104430.46,1324.78,21913.67,,10908.65,116.4,104.12,178.57,,,,,,,,,,
9/13/2023,256108.82,6275.92,6971.72,,11193.6,116.72,132.3,10.3,,,,,,,,,,
9/14/2023,124191.67,985.09,2788.18,,12055.77,116.99,103.59,105.2,,,,,,,,,,
9/15/2023,122202.97,3041.27,17284.97,,11454.86,117.49,78.31,97.56,,,,,,,,,,
9/16/2023,71044.14,5899.83,473.23,,11786.48,116.77,75.97,29.17,,,,,,,,,,
9/17/2023,670784.54,658.3,2808.83,,11998.87,116.49,115.97,19.45,,,,,,,,,,
9/18/2023,307633.9,7172.23,14899.71,,12570.48,117.26,104.32,18.68,,,,,,,,,,
9/19/2023,302257.04,2923.5,10603.68,,13842.36,117.43,95.81,49.22,,,,,,,,,,
9/20/2023,1170249.92,4891.48,7498.9,,12897.26,117.79,99.59,142.03,,,,,,,,,,
9/21/2023,166147.69,1888.07,15225.47,,15342.87,117.17,111.42,187.36,,,,,,,,,,
9/22/2023,99373.18,2240.58,30468.69,,12887.69,116.39,118.65,83.16,,,,,,,,,,
9/23/2023,76814.11,4265.09,12235.54,,13868.99,116.77,75.74,210.99,,,,,,,,,,
9/24/2023,337025.64,2714.05,55860.22,,13748.55,116.72,100.29,400.72,,,,,,,,,,
9/25/2023,136179.86,5440,24096.19,,13318.94,117.19,78.98,941.45,,,,,,,,,,
9/26/2023,76509.4,1212.31,38871.17,,25937.16,115.84,128.55,359.97,,,,,,,,,,
9/27/2023,225980.15,5974.6,24394.42,,13760.11,113.46,89.13,5592.3,,,,,,,,,,
9/28/2023,186384.95,2764.78,38476.91,,13298.03,113.73,122.71,1044.94,,,,,,,,,,
9/29/2023,468671.43,929.82,45237.97,,15994.27,113.52,97.03,249.19,,,,,,,,,,
9/30/2023,168565.84,4760.06,19337.42,,13241.9,112.91,125.21,184.38,,,,,,,,,,
10/1/2023,210451.04,319.58,39588.94,,18250.13,113.89,137.05,2806.33,,,,,,,,,,
10/2/2023,241954.01,6261.32,34880.63,,14905.87,112.51,92.87,741.05,,,,,,,,,,
10/3/2023,126862.08,2352.16,14999.54,,29717.42,112.56,100.32,2612.3,,,,,,,,,,
10/4/2023,2681829.9,5461.87,19436.31,,10819.86,112.87,137.06,554.9,,,,,,,,,,
10/5/2023,374130.34,1450.67,22824.3,,10768.1,111.72,102.31,309.69,,,,,,,,,,
10/6/2023,188510.29,4547.53,31043.89,,8716.04,112.25,90.75,653.02,,,,,,,,,,
10/7/2023,30039.78,2863.24,4409.93,,10806.03,112.25,123.46,96.31,,,,,,,,,,
10/8/2023,222917.27,1970.87,14200.48,,9733.04,110.4,52.88,174.06,,,,,,,,,,
10/9/2023,1477807.68,4190.62,22484.26,,36776.93,111.16,23.26,632.79,,,,,,,,,,
10/10/2023,839371.94,2008.87,17183.29,,8463.65,111.14,60.85,946.29,,,,,,,,,,
10/11/2023,4955367.52,4699.87,21104.85,,8646.55,114.01,24.99,710.2,,,,,,,,,,
10/12/2023,196871.29,1503.57,12740.28,,10960.39,111.26,3.59,1604.67,,,,,,,,,,
10/13/2023,132561.08,2370.96,14760.59,,10194.85,111.81,24.64,507.41,,,,,,,,,,
10/14/2023,172116.59,3574.2,682.31,,7193.68,112.19,28.13,124.94,,,,,,,,,,
10/15/2023,81853.17,1378.68,4224.96,,8402.6,112.09,28.13,864.36,,,,,,,,,,
10/16/2023,163360.03,4426.35,30110.39,,9789.05,112.42,28.13,197.48,,,,,,,,,,
10/17/2023,223517.81,2879.55,4089.09,,6888.71,111.93,11.02,596.76,,,,,,,,,,
10/18/2023,1323113.88,3945.08,6710.1,,10999.18,111.4,7.91,1043.88,,,,,,,,,,
10/19/2023,557357,898.83,6212.73,,40830.75,102.49,27.88,440.01,,,,,,,,,,
10/20/2023,73170.03,3376.94,16624.72,,11160.61,97.19,18.91,181.16,,,,,,,,,,
10/21/2023,345186.08,3063.63,12142.53,,6494.88,97.72,10.97,132.66,,,,,,,,,,
10/22/2023,149867.97,2822.84,27379.56,,8998.83,97.31,25.26,214.33,,,,,,,,,,
10/23/2023,349747.6,3322.25,45170.62,,9161.68,96.79,23.25,2254.86,,,,,,,,,,
10/24/2023,153853.08,2437.71,24199.61,,11234.66,96.52,16.19,374.64,,,,,,,,,,
10/25/2023,3561648.03,3573.91,22285.77,,8616.8,98.05,60.26,1179.88,,,,,,,,,,
10/26/2023,319733.69,1435.19,22190.69,,9960.13,97.38,28.4,1558.37,,,,,,,,,,
10/27/2023,120697.63,1038.57,20477.26,,9336.19,97.24,108.14,888.34,,,,,,,,,,
10/28/2023,224907.83,2373.45,4135.13,,9687.53,96.26,68.76,43.05,,,,,,,,,,
10/29/2023,318904.89,5171.06,15459,,9763.4,97.84,67.16,32.27,,,,,,,,,,
10/30/2023,170693.01,1824.18,14360.74,,9379.38,95.56,45.57,267,,,,,,,,,,
10/31/2023,174723.64,4130.77,20152.28,,10192.81,95.9,75.77,392.4,,,,,,,,,,
11/1/2023,269971.88,2880.42,36371.68,,9860,96.3,30.82,253.51,,,,,,,,,,
11/2/2023,795972.87,1457.81,6843.25,,9851.82,95.42,19.85,2094.81,,,,,,,,,,
11/3/2023,264587.34,3451.08,11565.27,,12193.47,96.01,14.17,1595.94,,,,,,,,,,
11/4/2023,1680918.65,1529.67,6195.68,,11969.47,96.21,23.69,105.34,,,,,,,,,,
11/5/2023,192016.86,4390.59,7042.63,,10752.6,96.95,17.08,1141.83,,,,,,,,,,
11/6/2023,330854.58,1460.62,8648.44,,11706.64,96.54,20.3,279.14,,,,,,,,,,
11/7/2023,1434819.68,4474.27,5066.45,,11548.72,96.23,15.55,492.88,,,,,,,,,,
11/8/2023,195135.5,1895.84,1951.73,,12478.22,97.03,43.3,1053.62,,,,,,,,,,
11/9/2023,190054.52,1510.26,18605.31,,16786.71,97.27,32.51,795.38,,,,,,,,,,
11/10/2023,125975.06,4526.95,4215.03,,8276.58,94.57,35.97,436.78,,,,,,,,,,
11/11/2023,405269.81,2967.22,31088.39,,12175.69,93.35,38.47,1062.28,,,,,,,,,,
11/12/2023,152420.92,2872.35,15758.68,,11316.83,93.2,55.07,540.41,,,,,,,,,,
11/13/2023,288326.97,1303.08,24649.63,,11882.49,93.74,45.26,1011.27,,,,,,,,,,
11/14/2023,259088.58,4691.48,18536.21,,12297.3,92.34,37.62,1492.47,,,,,,,,,,
11/15/2023,257710.47,1612.76,22247.43,,14470.09,94.6,46.01,488.16,,,,,,,,,,
11/16/2023,14800710.94,1470.38,3781.46,,12713.16,91.89,71.35,1847.08,,,,,,,,,,
11/17/2023,1017168.61,4509.06,7527.33,,12798.02,92.68,45.14,3883.72,,,,,,,,,,
11/18/2023,62055.24,1707.23,3602.86,,12267.97,93.09,45.74,630.81,,,,,,,,,,
11/19/2023,293489.01,4521.19,43510.87,,11502.24,94.15,82.16,1673.9,,,,,,,,,,
11/20/2023,195457.94,1423.29,9333.74,,100155.95,93.52,73.17,1920.77,,,,,,,,,,
11/21/2023,579749.94,4267.35,21984.53,,9296.13,93.29,66.96,1275.44,,,,,,,,,,
11/22/2023,231751.74,1677.96,20052.1,,19989.06,96.13,26.78,1092.51,,,,,,,,,,
11/23/2023,169056.6,1389.36,13339.99,,9780.18,95.7,23.16,2032.81,,,,,,,,,,
11/24/2023,403816.48,4543.68,17024.78,0.19,11003.37,96,50.16,758.42,,,,,,,,,,
11/25/2023,183513.17,1024.01,11366.41,0,12135.63,95.35,65.26,688.8,,,,,,,,,,
11/26/2023,193710.02,4834.71,23297.81,0,10807.62,95.24,46.14,570.42,,,,,,,,,,
11/27/2023,251449.34,1356.72,12743.47,101.8,14426.63,93.51,25.9,577.27,,,,,,,,,,
11/28/2023,333314.98,4126.13,14841.28,3.07,10396,93.04,30,684.35,,,,,,,,,,
11/29/2023,362094.09,1590.84,7463.7,0.73,12062.01,92.27,44.57,1329.84,,,,,,,,,,
11/30/2023,2982489.94,1634.77,9526.27,0.35,11457.45,92.52,10.71,3088.32,,,,,,,,,,
12/1/2023,269325.24,4372.72,9329.38,221.18,12208.84,92.88,13.09,2522.69,,,,,,,,,,
12/2/2023,295321.46,1671.73,20697.52,0,13309.16,94.65,13.64,2676.99,,,,,,,,,,
12/3/2023,243133.19,4306.52,6351,0,14011.62,95.44,13.19,609.65,,,,,,,,,,
12/4/2023,2121252.45,3137.77,13873.39,5.61,12950.29,96.13,12.29,2197.34,,,,,,,,,,
12/5/2023,269818.37,2780.28,10296.2,101.57,13462.35,96.68,25,1205.34,,,,,,,,,,
12/6/2023,193379.38,1205.81,3934.5,542.91,12488.8,94.22,50,1478.3,,,,,,,,,,
12/7/2023,192971.43,1455.56,4574.2,159.72,13402.15,96.23,65.37,880.91,,,,,,,,,,
12/8/2023,371830.68,4302.49,4338.36,1653.02,15099.2,96.63,70,1766.38,,,,,,,,,,
12/9/2023,263719.94,2858.36,1467.75,0.05,15071.16,94.27,95.2,1848.55,,,,,,,,,,
12/10/2023,298728.37,3251.59,3965.67,573.16,13809.4,92.69,112.03,941.46,,,,,,,,,,
12/11/2023,575285.93,1339.05,83949.39,1343.49,13962.71,91.82,112.03,3893.13,,,,,,,,,,
12/12/2023,247519.43,4440.98,1460.06,475.02,15678.42,90.67,112.03,1099.49,,,,,,,,,,
12/13/2023,223382.82,137.56,890.51,1609.45,135206.53,91.18,122.89,646.44,,,,,,,,,,
12/14/2023,167665.41,2107.33,2221.62,5886.95,14542.83,91.54,20.28,1928.88,,,,,,,,,,
12/15/2023,3579291.42,4024.88,283.99,8610.56,17260.56,89.6,60.32,1273.33,,,,,,,,,,
12/16/2023,180478.73,2338.9,856.73,0.02,11469.92,89.57,114.95,363,,,,,,,,,,
12/17/2023,752698.26,3917.43,938.77,3229.03,16541.12,86.87,36.04,493.42,,,,,,,,,,
12/18/2023,321214.93,1913.39,7051.8,7829.48,14819.83,89.25,46.37,599.99,,,,,,,,,,
12/19/2023,328754.36,4628.57,6843.27,4944.35,14653.64,86.09,46.37,600.93,,,,,,,,,,
12/20/2023,715803,1570.42,15766.86,6585.69,19099.95,86.66,77.21,678.02,,,,,,,,,,
12/21/2023,416018.14,1794.8,4626.23,5313.88,10158.27,86.68,24.07,808.45,,,,,,,,,,
12/22/2023,267895.49,4211.11,3028.58,5619.81,15356.71,88.34,55.07,361.5,,,,,,,,,,
12/23/2023,302144.95,2826.19,5200.6,2147.02,19947.2,88.06,45.26,3075.95,,,,,,,,,,
12/24/2023,198546.37,2660.6,3760.73,1026.13,13342.83,86.79,37.62,1131.19,,,,,,,,,,
12/25/2023,329235.71,285.91,3406.31,5026.67,14567.58,86.04,46.01,1032.47,,,,,,,,,,
12/26/2023,243108.17,6058.63,3968.07,507.83,19871.16,85.84,71.35,261.55,,,,,,,,,,
12/27/2023,451410.13,1613.21,5976.94,7333.01,10866.07,87.83,45.14,945.46,,,,,,,,,,
12/28/2023,376368.07,1862.63,3768.44,1957.54,23331.51,86.01,45.74,829.52,,,,,,,,,,
12/29/2023,362543.9,4391.44,4590.1,5928.01,13252.63,85.32,82.16,455.1,,,,,,,,,,
12/30/2023,397010.6,1571.27,13592.65,5827.94,16455.46,84.92,73.17,609.38,,,,,,,,,,
12/31/2023,190844.21,3611.71,6821.32,1408.94,13831.9,84.4,66.96,314.07,,,,,,,,,,
1/1/2024,229468.97,1823.08,5823.81,5441.14,13072.99,85.82,26.78,49.19,,,,,,,,,,
1/2/2024,496735.94,4339.03,15627.36,9951.59,16130.97,84.88,23.16,1136.51,,,,,,,,,,
1/3/2024,2438745.37,1620.09,81084.73,2965.83,63639.97,81.85,50.16,1517.65,,,,,,,,,,
1/4/2024,2869692.09,1345.94,14377.12,1913.19,12209.78,83.02,65.26,923.54,,,,,,,,,,
1/5/2024,251034.58,3642.58,5090.52,179.95,14040.86,82.42,46.14,1714.55,,,,,,,,,,
1/6/2024,168380.2,4163.65,1192.94,1831.86,14240.27,83.06,25.9,522.98,,,,,,,,,,
1/7/2024,144368.52,2114.4,333.79,2007.51,13527.8,82.25,30,4398.81,,,,,,,,,,
1/8/2024,667935.21,1624.75,1260.2,2530.1,13612.67,85.02,44.57,1813.13,,,,,,,,,,
1/9/2024,219307.63,4561.2,5199.66,4116.01,13933.02,84.88,10.71,767.87,,,,,,,,,,
1/10/2024,249821.47,1400.83,3395.83,298.12,15632.97,87.15,13.09,1530.93,,,,,,,,,,
1/11/2024,884031.07,1555.87,26786.2,0.12,15556.81,85.59,13.64,1871.23,,,,,,,,,,
1/12/2024,237159.41,4392.86,1261.69,922.99,17424.63,85.1,13.19,1126.05,,,,,,,,,,
1/13/2024,351186.14,2658.6,944.74,185.13,15612.51,85.37,12.29,658.24,,,,,,,,,,
1/14/2024,185948.09,3216.53,313.37,76.49,13866.03,83.65,25,1441.57,,,,,,,,,,
1/15/2024,538588.04,212.5,1006.93,401582.83,12903.4,85.63,50,477.66,,,,,,,,,,
1/16/2024,462064.6,5620.16,238.5,685818.08,14149.64,86.38,65.37,2210.15,,,,,,,,,,
1/17/2024,2785935.44,1629.28,1842.26,1516.53,14334.5,86.64,70,389.52,,,,,,,,,,
1/18/2024,777247.56,215.27,423.23,303962.74,18704.09,87.03,95.2,725.23,,,,,,,,,,
1/19/2024,2543450.08,4435.75,8467.67,5355.55,14174.33,85.67,112.03,1020.08,,,,,,,,,,
1/20/2024,216574.98,431.86,6292.47,0,13355.48,85.27,112.03,252.97,,,,,,,,,,
1/21/2024,227175.51,6157.61,1119.61,86.3,20188.56,83.86,112.03,2030.34,,,,,,,,,,
1/22/2024,218973.24,2209.41,1636.32,0,11864.31,81.39,122.89,547.59,,,,,,,,,,
1/23/2024,338259.8,4308.67,3148.62,332.08,14865.44,82.65,20.28,787.67,,,,,,,,,,
1/24/2024,305498.9,1041.19,3343.06,116.97,15344.62,82.59,60.32,917.98,,,,,,,,,,
1/25/2024,129476.8,1921.11,6337.93,302391.25,12334.52,83.06,114.95,1245.5,,,,,,,,,,
1/26/2024,268924.87,4151.73,1051.48,2.97,13965.73,83.67,36.04,1679.73,,,,,,,,,,
1/27/2024,175059.15,2473.59,930.56,0,14321.43,83.56,46.37,1074.18,,,,,,,,,,
1/28/2024,236120.1,2811.59,1534.73,0.03,12060.13,83.65,46.37,664.79,,,,,,,,,,
1/29/2024,1529659.26,1461.88,3143.61,1520.14,73513.2,84.56,77.21,944.81,,,,,,,,,,
1/30/2024,566091.32,4355.46,2381.26,2221.72,15114.21,84.55,24.07,804.6,,,,,,,,,,
1/31/2024,292424.47,3448.31,2027.35,5004.92,14370.5,84.17,33.59,1057.45,,,,,,,,,,
2/1/2024,279852.49,808.42,4988.19,398823.21,11546.56,84.57,0,2103.67,,,,,,,,,,
2/2/2024,1867820.78,2156,17526.59,12495.88,12912.53,84.8,10.85,1503.63,,,,,,,,,,
2/3/2024,262200.67,118.49,684.36,33.83,12356.33,84.52,0,578.17,,,,,,,,,,
2/4/2024,149088.61,5292.05,1717.92,2836.66,12487.09,84.36,24.79,1114.83,,,,,,,,,,
2/5/2024,946383.72,1456.28,561.78,1008.36,23670.55,84.82,0,1533.59,,,,,,,,,,
2/6/2024,479316.76,3868.08,6624.12,8409.15,12124.24,86.52,0,797.66,,,,,,,,,,
2/7/2024,275604.78,139.31,2948.6,14500.65,12666.75,87.33,0,2034.17,,,,,,,,,,
2/8/2024,1711228.4,139.93,12667.29,0.04,12731.47,86.73,0,1361.17,,,,,,,,,,
2/9/2024,224807.03,5421.65,3981.8,404389.98,14569.22,88.3,44.65,1084.55,,,,,,,,,,
2/10/2024,107677.51,204.79,1044.97,9916.81,11090.59,88.11,0,897.65,,,,,,,,,,
2/11/2024,313071.81,5946.61,1468.82,0,10112.01,88.31,0,1143.33,,,,,,,,,,
2/12/2024,1090271.82,843.16,5216.12,325.65,15400.54,89.46,0,1405.02,,,,,,,,,,
2/13/2024,378682.52,4335.77,2622.29,14948.8,16032.08,88.04,30.1,4542.73,,,,,,,,,,
2/14/2024,488205.19,628.01,9423.93,0,18737.97,90.97,21.96,197.07,,,,,,,,,,
2/15/2024,378845.69,2040.03,6787.66,607304.65,11763.1,91,4.88,1479.15,,,,,,,,,,
2/16/2024,2262023.63,2900.55,2224.07,7494.98,19184.42,90.62,0,825.9,,,,,,,,,,
2/17/2024,384815.33,1971.59,3610.9,4312.45,17271.98,90.07,0,261.73,,,,,,,,,,
2/18/2024,193401.87,3690.24,7522.14,4287.86,16284.53,92.93,0,1022.98,,,,,,,,,,
2/19/2024,242200.36,2170.16,9638.82,37154.88,17307.37,94.09,82.65,497.62,,,,,,,,,,
2/20/2024,774917.19,3828.85,16283.44,55747.13,20234.6,94.4,17.42,1877.07,,,,,,,,,,
2/21/2024,247514.33,1119.67,11134.1,30301.65,16275.4,91.92,0,1966.26,,,,,,,,,,
2/22/2024,12178250.45,130.3,11096.78,1102157.72,19322.64,93.44,19.97,2765.13,,,,,,,,,,
