Date,MakerDAO ($),Abracadabra.money ($),Liquity ($),Ethena ($),Origin DeFi ($),Reflexer ($),Vesta Finance ($),Angle ($)
11/3/2021,252017.84,74515.97,128079.15,,550.46,1197.15,,
11/4/2021,288886.88,234366.41,154726.74,,389.81,1197.15,,
11/5/2021,260450.15,587930.48,85304.81,,276.8,1197.15,,
11/6/2021,263386.99,218714.41,37891.72,,399.68,1197.15,,
11/7/2021,249779.87,146332.57,208396.09,,879.82,1197.15,,
11/8/2021,259892.81,334092.18,93575.7,,2349.8,1197.15,,
11/9/2021,277786.78,83472,26079.96,,359.93,1197.15,,
11/10/2021,318657.25,346309.44,94556.12,,428.91,1197.15,,
11/11/2021,332769.78,145413.47,8936.6,,728.63,1197.15,,
11/12/2021,353091.31,105107.18,37709.65,,285.3,1197.15,,
11/13/2021,337591.31,784445.16,25867.23,,688.21,1197.15,,
11/14/2021,326816.28,190323.44,23556.69,,266.26,1197.15,,
11/15/2021,535342.71,227466.52,10737.37,,771.02,1197.15,,
11/16/2021,603314.03,490624.35,97155.57,,537.81,1197.15,,
11/17/2021,396748.69,2185025.96,28539.65,,581.19,1197.15,,
11/18/2021,386983.64,177446.32,119876.17,,1483.97,1197.15,,
11/19/2021,360324.31,125605.14,223360.04,,807.36,1197.15,,
11/20/2021,376482.64,373206.23,124673.48,,1007.46,1197.15,,
11/21/2021,344272.35,109217.58,25449.67,,216.24,1197.15,,
11/22/2021,398823.05,115130.05,12334.52,,1040.09,1197.15,,
11/23/2021,604135.38,168311.22,107529.99,,1944.57,1197.15,,
11/24/2021,404888.19,903031.17,24157.05,,1629.88,1197.15,,
11/25/2021,431446.66,200883.42,148469.62,,829.41,1197.15,,
11/26/2021,520678.17,476886.28,74000.82,,1059.7,1197.15,,
11/27/2021,372943.06,155268.55,24558.9,,1240.13,1197.15,,
11/28/2021,469449.66,148282.38,84650.54,,2388.92,1197.15,,
11/29/2021,390908.31,180712.9,26909.64,,1850.69,1197.15,,
11/30/2021,387648.56,2281632.66,15208.59,,2187.18,1197.15,,
12/1/2021,394423.14,175238.58,23363.68,,1712.42,1197.15,,
12/2/2021,367477.81,685969.08,32570.46,,748.44,1197.15,,
12/3/2021,466853.06,698912.84,10566.83,,1795.08,1197.15,,
12/4/2021,2095493.35,357401.27,64821.62,,1674.83,1197.15,,
12/5/2021,428106.03,1296196.68,24339.47,,2898.11,1197.15,,
12/6/2021,375975.32,359605.51,64458.75,,1961.87,1197.15,,
12/7/2021,396845.8,182516.03,30598.08,,3024.73,1197.15,,
12/8/2021,374371.41,271845.29,9479.81,,1712.64,1197.15,,
12/9/2021,408466.29,2678368.63,58105.05,,1182.91,1197.15,,
12/10/2021,357158.34,564943.28,52291.38,,2793.19,1197.15,,
12/11/2021,409716.48,149335.92,12429.26,,1952.1,1197.15,,
12/12/2021,441757.54,175514.66,49141.84,,2843.16,1197.15,,
12/13/2021,405080.13,240132.6,61170.54,,926.9,1197.15,,
12/14/2021,542543.53,344621.6,9723.07,,1799.13,1197.15,,
12/15/2021,406183.31,226252.48,96478.9,,1716.08,1197.15,,
12/16/2021,394113.96,130934.64,6355.3,,1702.39,1197.15,,
12/17/2021,355475.75,183615.71,2681.75,,1667.28,1197.15,,
12/18/2021,437897.99,1757132.95,72593.64,,1691.08,1197.15,,
12/19/2021,420182.23,200671.73,4677.22,,0,1197.15,,
12/20/2021,367016.85,215709.24,83275.04,,0,1197.15,,
12/21/2021,409577.65,4243384.36,4498.58,,3641.15,1197.15,,
12/22/2021,401170.21,198408.22,130525.64,,1165.07,1197.15,,
12/23/2021,367424.1,249885.38,64615.62,,1167.19,1197.15,,
12/24/2021,433188.51,198839.96,25414.82,,1227.24,1197.15,,
12/25/2021,396216.2,229327.44,28506.85,,1981.57,1197.15,,
12/26/2021,331336.74,179870.12,15886.44,,1514.38,1197.15,,
12/27/2021,460617.38,247064.31,5065.39,,800.44,1197.15,,
12/28/2021,366441.46,266545.91,3173.09,,489.51,1197.15,,
12/29/2021,384305.18,218302.97,35149.24,,759.85,1197.15,,
12/30/2021,401365.68,609798.76,25576.89,,831.25,1197.15,,
12/31/2021,458303.8,302083.07,34632.09,,820.05,1197.15,,
1/1/2022,389669.36,1174219.91,6703.93,,780.81,1197.15,,
1/2/2022,338424.77,275275.29,5534.48,,21929.76,1197.15,,
1/3/2022,433560.21,328349.04,9915.39,,716.95,1197.15,,
1/4/2022,405420.89,560860.59,28614.71,,15074.95,1197.15,,
1/5/2022,435290.41,255804.49,18272.51,,7737.2,1197.15,,
1/6/2022,666427.46,327967.54,30706.79,,15951.91,1197.15,,
1/7/2022,546127.33,478944.92,43366.25,,7063.92,1197.15,,
1/8/2022,479343,448221.24,16718.15,,197.68,1197.15,,
1/9/2022,348244.51,353090.41,7080.95,,2691.35,1197.15,,
1/10/2022,439742.55,246230.41,1083.17,,473.54,1197.15,,
1/11/2022,363958.63,300616.86,38963.51,,404.9,1197.15,,
1/12/2022,356659.24,211152.2,30753.21,,3132.77,1197.15,,
1/13/2022,319044.62,715746.4,2186.37,,385.98,1197.15,,
1/14/2022,381669.48,219818.47,1227.68,,9110.94,1197.15,,
1/15/2022,413461.56,246092.32,109860.61,,6736.68,1197.15,,
1/16/2022,333692.34,321388.37,22319.54,,7792.86,1197.15,,
1/17/2022,405046.53,590338.8,15652.41,,212.16,1197.15,,
1/18/2022,378399.85,415747.19,13750.33,,399.88,1197.15,,
1/19/2022,295030.14,445000.64,19728.78,,2987.65,1197.15,,
1/20/2022,448973,262853.9,52387.13,,3024.52,241.26,,
1/21/2022,6738742.3,298141.27,192987.7,,3716.28,212.84,,
1/22/2022,21867474.66,688800.03,24871.48,,1467.13,200.53,,
1/23/2022,326155.71,201386.65,42204.61,,1461.11,194.71,,
1/24/2022,801523.94,395798.75,83424.23,,6797.87,192.84,,
1/25/2022,280546.32,229349.23,32252.03,,1222.89,189.64,,
1/26/2022,251375.57,526962.36,76640.97,,2405,190.77,,
1/27/2022,281628.69,2603783.74,55335.44,,693.34,190.93,,
1/28/2022,281591.98,819309.08,11265.24,,2406.22,176.59,,
1/29/2022,268710.53,954632.17,3722.76,,1625.16,174.21,,
1/30/2022,161638.34,540625.66,2180.48,,2071.58,174.83,,
1/31/2022,395066.34,421951.21,3901.19,,252.88,175.74,,
2/1/2022,258233.66,123910.57,34844.57,,257.05,176.94,,
2/2/2022,226498.22,96248.53,3708.88,,3139.88,180.97,,
2/3/2022,320695.68,148668.12,37245.74,,273.55,180.6,,
2/4/2022,298224.55,134902.52,38150.01,,7399.62,183.98,,
2/5/2022,237108.29,123558.61,62154.98,,102.06,195.39,,
2/6/2022,262697.35,439698.72,2358.8,,11324.96,197.94,,
2/7/2022,302954.8,130987.76,41212.4,,140.53,198.16,3.96,
2/8/2022,224832.03,109273.7,4163.82,,314.63,199.31,0,
2/9/2022,281448.24,100931,2183.23,,3829,200.89,172595.44,
2/10/2022,265418.67,147523.66,15429.53,,308,204.27,13399.82,
2/11/2022,207461.91,77510.27,1124.75,,2141.31,206.6,8119.45,
2/12/2022,282572.59,139542.45,410.87,,137.71,210.69,2508.47,
2/13/2022,167565.12,90352.44,3213.58,,939.92,215.96,554.57,
2/14/2022,330782.58,89345.86,1137.04,,2616.23,214.91,910.07,
2/15/2022,212950.37,114894.27,104699.29,,117.08,215.23,7876.18,
2/16/2022,303893.3,91706.8,1305.19,,4575.68,1086.27,1030.21,
2/17/2022,245566.87,94013.98,792.59,,2020.98,1133.32,1347.6,
2/18/2022,181485.6,98774.97,2296.95,,5513.71,1178.57,919.24,
2/19/2022,133327.39,114814.75,3210.7,,30.9,1168.79,257.27,
2/20/2022,185639.02,106522.86,409.69,,1082.98,1167.01,240.27,
2/21/2022,411292.42,104429.98,25696.68,,3518.6,1161.92,1998.72,
2/22/2022,267551.49,106494.98,4036.29,,2216.18,1148.85,2009.74,
2/23/2022,247278.36,124612.67,138016.05,,1243.74,1111.62,1000,
2/24/2022,390356.45,123918.74,29373.08,,1735.76,1061.72,1231.65,
2/25/2022,206405.29,125485.21,5238.82,,1157.8,1064.45,1791.81,
2/26/2022,162449.04,79868.07,26537.36,,2884.39,1081.5,1045.11,
2/27/2022,173854.44,98487.38,4597.33,,3841.27,1067.5,255.42,
2/28/2022,273871.69,84306.16,13287.53,,3543.29,1070.78,1353.37,
3/1/2022,176432.01,100395.92,59387.18,,2951.42,1085.52,407.36,
3/2/2022,229869.32,109325.58,56666.19,,1357.63,2181,167.42,
3/3/2022,235071.42,111736.72,8396.47,,1680.84,2188.47,389.32,
3/4/2022,136493.9,102070.29,2833.11,,2373.18,2191.99,1143.1,
3/5/2022,139945.88,87847.41,3984.2,,1621.33,2163.79,148.56,
3/6/2022,271389.86,100432.29,2929.12,,1566.07,2164.54,113.37,
3/7/2022,294810.64,114052.12,2029.68,,2678.63,2154.47,516.78,
3/8/2022,184938.45,82008.5,555.76,,1480.11,2155.69,1241.31,
3/9/2022,204822.48,128111.54,1062.37,,1287.89,2161.78,1421.36,
3/10/2022,159762.3,78566.7,1029.92,,1317.11,2162.71,292.69,
3/11/2022,125387.47,104190.18,1713.95,,1758.1,2157.83,62.68,
3/12/2022,118552.98,75714.5,1714.82,,978.21,2153.25,415.13,
3/13/2022,317167.65,106014.2,776.13,,1136.79,2156.95,82.17,
3/14/2022,166620.74,100445.29,9114.26,,1170.73,2159.52,3.95,
3/15/2022,199862,106073.16,9664.19,,1269.59,2154.57,380.12,
3/16/2022,180294.98,74890.42,20400.46,,1656.1,2161.31,73.15,
3/17/2022,169379.25,102420.8,8455.1,,1111.6,2152.79,728.91,
3/18/2022,211234.41,68790.04,41000.72,,1129.4,2193.61,28.21,
3/19/2022,193117.45,118937.28,2476.28,,1090.53,2047.97,220.38,
3/20/2022,173854.4,70299.34,11886.18,,1105.03,1993.13,33.76,
3/21/2022,185800.98,114177.83,279.61,,1796.89,1990.38,230.7,
3/22/2022,169748.88,85944.16,13227.89,,947.74,2017.49,352.82,
3/23/2022,176195.34,149784.78,3479.13,,1077.49,3093.53,251.44,
3/24/2022,232190.53,88389.95,27041.46,,2074.15,3088.43,21012.85,
3/25/2022,155118.71,133351.91,2155.51,,1467.93,2715.76,4999.7,
3/26/2022,192988.37,82669.3,706.24,,1551.63,2724.91,214.49,
3/27/2022,200287.63,105887.82,19443.46,,746.3,2744.13,161.05,
3/28/2022,208003.04,74788.19,7781.09,,1564.54,2756.09,388.23,
3/29/2022,156901.45,118537.91,4217.75,,977.41,3762.62,290.84,
3/30/2022,222812.08,105628.32,1744.76,,1172.11,3752.09,3277.72,
3/31/2022,199343.91,200184.32,16241.48,,1144.31,3809.44,760.32,
4/1/2022,223931.05,66827.6,11050.17,,1412.29,3787.15,3268.58,
4/2/2022,185288.01,84471.37,34961.94,,12149.22,3766.1,1592.53,
4/3/2022,189050.44,62281.03,2067.77,,808.35,3805.17,646.97,
4/4/2022,695920.8,94311.33,7800.07,,2423.8,3792.51,435.5,
4/5/2022,200549.84,53652.59,4124.55,,971.79,3835.76,201,
4/6/2022,226220.35,112166.7,1182.84,,922.15,3903.08,350.84,
4/7/2022,190414.85,59114.05,3861.98,,864.73,3852.74,2693.88,
4/8/2022,137002.51,75662.06,4685.46,,812.63,3872.53,272.56,
4/9/2022,90960.27,60899.95,1455.38,,958.08,3880.75,3008.85,
4/10/2022,363152.56,74005.53,1680.5,,704.54,3594.44,20.99,
4/11/2022,825721.08,62396.88,17018.31,,834.95,3567.5,2798.32,
4/12/2022,175031.62,74248.52,6490.24,,825.58,3515.16,1761.16,
4/13/2022,194077.03,49584.23,4135.96,,805.17,3484.24,912.98,
4/14/2022,329141.45,73742.57,3184.14,,774.11,3476.51,496.73,
4/15/2022,147089.31,38673,1334.93,,758.91,3473.42,2224.1,
4/16/2022,228969.39,83686.01,1436.57,,747.52,3465.25,971.04,
4/17/2022,198902.65,46337.41,6268,,735.78,3334,411.41,
4/18/2022,833598.33,73552.38,8019.7,,2427.28,3109.79,1003.52,
4/19/2022,154362.84,44362.87,2567.73,,714.55,3111.67,12064.14,
4/20/2022,5051376.58,75722.71,10267.44,,4051.66,3101.51,646.97,
4/21/2022,185764.82,64626.02,3172.27,,244.51,3075.9,1100.99,
4/22/2022,175784.92,79797.51,7574.7,,621.75,3075.69,614.28,
4/23/2022,121351.17,48160.26,499.5,,604.97,3087.31,476.03,
4/24/2022,242654.31,68984.45,174.65,,597.55,3091.86,117.46,
4/25/2022,346679.38,41911.84,1708.09,,914.12,3005.84,2806.07,
4/26/2022,240588.49,90801.76,5590.07,,189.46,2956.22,1446.82,
4/27/2022,151540.61,34168.56,5000.96,,544.18,2953.68,855.58,
4/28/2022,164437.85,85425.25,16319.96,,552.72,2944.51,996.09,
4/29/2022,228479.77,51259.06,979.08,,547.77,2924.73,500.1,
4/30/2022,256763.98,70179.44,1996.51,,545.87,2910.64,599.49,
5/1/2022,200087.55,31530.92,980.78,,537.78,2873.86,52.19,
5/2/2022,147678.52,84751.7,1170.19,,529.6,2819.18,2370.45,
5/3/2022,223343.53,47466.05,545.21,,512.54,2798.89,44.09,
5/4/2022,239852.53,74355.54,27882.35,,760.76,2799.97,657.08,
5/5/2022,148606.87,49382.55,2749.18,,741.04,2772.85,302.2,
5/6/2022,185310.32,65071.15,4692.83,,709.51,2792,155.76,
5/7/2022,249448.59,50437.23,9605.38,,676.71,2910.22,61.07,
5/8/2022,238308.36,91846.17,8328.09,,654.13,2836.38,2012.08,
5/9/2022,510772.99,118990.88,11858.25,,616.26,2710.41,3303.78,
5/10/2022,238181.55,51709.92,34162.72,,1556.38,2601.84,169.6,
5/11/2022,1406613.58,22591.96,63174.88,,8379.24,2377.89,11717.37,
5/12/2022,2125037.95,28027.49,9478.78,,5875.48,2191.15,6813.49,
5/13/2022,150127.99,17198.77,6420.5,,497.29,2071.47,845.14,
5/14/2022,139514.45,20426.12,9699.6,,443.88,2145.87,24.17,
5/15/2022,158632.96,18944.77,5055.41,,805.95,1886.92,202.42,
5/16/2022,117745.39,20314.48,15785.9,,515.31,1899.09,137.46,
5/17/2022,170351.53,11874.04,3617.78,,493.84,1929.89,198.24,
5/18/2022,130046.39,13761.24,5351.31,,398.29,1923.29,29.2,
5/19/2022,88889.76,20831.9,3608.66,,372.45,1893.6,512.2,
5/20/2022,148740.65,20699.02,790.29,,350.66,1877.03,10.41,
5/21/2022,99061.25,5934.34,698.39,,352.88,1900.45,17.04,
5/22/2022,103831.93,19707.66,178.92,,330.57,1919,174.63,
5/23/2022,96143.03,10120.73,118.89,,302.72,1920.82,308.22,
5/24/2022,119384.65,22369.3,11728.86,,283.02,1875.79,11.71,
5/25/2022,74301.84,3341.43,3628.58,,284.17,1853.8,652.37,
5/26/2022,138988.36,23374.28,1181.27,,262.36,1794.65,324.45,
5/27/2022,363594.23,7234.35,806.86,,260.01,1819.77,159.56,
5/28/2022,85587.06,18904.31,1368.7,,226.44,1875.96,277.82,
5/29/2022,86619.27,13766.15,1604.17,,401.75,1878.05,299.22,
5/30/2022,91691.72,21120.96,7634.81,,377.45,1888.69,37.38,
5/31/2022,105294.25,6549.87,8594.55,,367.35,1936.52,23.47,
6/1/2022,72443.12,20511.33,16457.06,,346.18,1940.09,52.26,
6/2/2022,71888.67,381.21,125.63,,357.83,1920.91,4.85,
6/3/2022,305323.23,24919.2,4314.44,,347.23,1869.87,9.78,
6/4/2022,83977.02,307.58,881.61,,331.5,1864.04,46.05,
6/5/2022,100928.22,24090.08,11752.01,,462.53,1866.47,42.37,
6/6/2022,92382.42,3135.4,17578.01,,166.3,1898.24,96.1,
6/7/2022,82956.79,27310.87,26195.34,,316.24,1888.91,2588.22,
6/8/2022,149496.08,6143.31,2650.45,,309.02,1869.78,238.9,
6/9/2022,67889.48,18046.67,1126.56,,302.59,1868.81,44.56,
6/10/2022,128644.15,7024.17,1454.91,,257.6,1809.34,119.46,
6/11/2022,803071.79,22542.73,4645.23,,250.65,1744.05,238.41,
6/12/2022,279522.07,7553,1345.56,,240.98,1667.44,853.43,
6/13/2022,4783894.52,17824.44,23039.42,,1317.96,1541.66,372.71,
6/14/2022,435449.18,5220.64,107174.95,,155.38,1387.41,731.85,
6/15/2022,251605.66,18519.37,53647.61,,189.12,1199.14,2115.99,
6/16/2022,65425.12,9824.26,29837.05,,189.68,1069.91,123.75,
6/17/2022,68011.29,11257.34,15459.36,,539.21,1032.15,0,
6/18/2022,816414.91,9166.72,90394.12,,1624.61,1040.09,3658.06,
6/19/2022,69485.74,14009.35,26239.36,,127.68,1016.49,528.56,
6/20/2022,57190.27,7708.03,4087.28,,254.6,1013.56,122.97,0.03
6/21/2022,61234.65,15253.12,18469,,240.21,983.7,104.16,0.17
6/22/2022,72911.73,19632.58,10353.49,,221.61,1000.06,964.95,5.7
6/23/2022,78445.52,14485.81,20753.6,,208.4,1000.91,44.21,0
6/24/2022,68239.09,3261.65,3608.74,,201.12,967.9,1.47,0
6/25/2022,34403.33,19768.24,2639.14,,416.4,970.33,16.76,0
6/26/2022,74703.23,3422.14,3282.51,,91.34,988.9,34.57,0
6/27/2022,84446.08,14878.6,3796.78,,258.2,1003.62,680.73,0
6/28/2022,32001.14,2046.83,495.2,,243.76,1014.89,160.52,0
6/29/2022,114586.89,19355.5,5864.43,,230.36,928.21,4.94,0
6/30/2022,112629.58,3806.45,3579.85,,220.36,890.01,24.75,0
7/1/2022,75423.96,13303.49,3173.85,,274.02,901.57,684.3,0
7/2/2022,52773.6,1970.18,3964.65,,313.2,928.65,343.6,0
7/3/2022,75289.97,15526.39,39785.06,,189.97,940.88,1.5,0
7/4/2022,56727.4,4298.28,8764.57,,222.84,931.71,145.23,0
7/5/2022,68662.74,14705.37,5728.17,,203.86,935.91,376.39,0.01
