Date,Livepeer (#),Chainlink (#),Worldcoin (#),The Graph (#),Ethereum Name Service (#),Gitcoin (#),Render Network (#),UMA (#),Aragon (#),Kleros (#),Tornado Cash (#),Bounce Finance (#),Arkham (#),Instadapp (#)
2020-08-01,2557068.00,179351.00,,,,,1300.00,1156.00,,5178.00,,,,
2020-08-02,2557049.00,179614.00,,,,,1303.00,1176.00,,5180.00,,,,
2020-08-03,2557033.00,180581.00,,,,,1291.00,1192.00,,5196.00,,,,
2020-08-04,2557012.00,182398.00,,,,,1302.00,1507.00,,5233.00,,,,
2020-08-05,2556994.00,183675.00,,,,,1299.00,1502.00,,5304.00,,,,
2020-08-06,2556976.00,184825.00,,,,,1307.00,1515.00,,5423.00,,,,
2020-08-07,2556959.00,186264.00,,,,,1304.00,1538.00,,5469.00,,,,
2020-08-08,2556952.00,181358.00,,,,,1310.00,1558.00,,5551.00,,,,
2020-08-09,2556937.00,184619.00,,,,,1325.00,1614.00,,5709.00,,,,
2020-08-10,2556913.00,186952.00,,,,,1322.00,1732.00,,5863.00,,,,
2020-08-11,2556906.00,187507.00,,,,,1326.00,1786.00,,5962.00,,,,
2020-08-12,2556910.00,190738.00,,,,,1337.00,1912.00,,6116.00,,,,
2020-08-13,2556920.00,195967.00,,,,,1342.00,1975.00,,6425.00,,,,
2020-08-14,2556900.00,198551.00,,,,,1351.00,2045.00,,6525.00,,,,
2020-08-15,2556881.00,201567.00,,,,,1361.00,2094.00,,6617.00,,,,
2020-08-16,2556826.00,203529.00,,,,,1371.00,2123.00,,6748.00,,,,
2020-08-17,2556814.00,206001.00,,,,,1363.00,2163.00,,6871.00,,,,
2020-08-18,2556783.00,208219.00,,,,,1358.00,2250.00,,6937.00,,,,
2020-08-19,2556773.00,210279.00,,,,,1360.00,2250.00,,7128.00,,,,
2020-08-20,2556752.00,211489.00,,,,,1392.00,2263.00,,7143.00,,,,
2020-08-21,2556738.00,203734.00,,,,,1402.00,2246.00,,7154.00,,,,
2020-08-22,2556725.00,205115.00,,,,,1425.00,2233.00,,7157.00,,,,
2020-08-23,2556698.00,206255.00,,,,,1436.00,2230.00,,7157.00,,,,
2020-08-24,2556685.00,207011.00,,,,,1448.00,2236.00,,7200.00,,,,
2020-08-25,2556674.00,208082.00,,,,,1473.00,2240.00,,7246.00,,,,
2020-08-26,2556664.00,209343.00,,,,,1475.00,2303.00,,7275.00,,,,
2020-08-27,2556656.00,210595.00,,,,,1600.00,2415.00,,7287.00,,,,
2020-08-28,2556650.00,211821.00,,,,,1653.00,2616.00,,7299.00,,,,
2020-08-29,2556618.00,213140.00,,,,,1686.00,2613.00,,7289.00,,,,
2020-08-30,2556620.00,214882.00,,,,,1704.00,2804.00,,7290.00,,,,
2020-08-31,2556610.00,216376.00,,,,,1740.00,3422.00,,7292.00,,,,
2020-09-01,2556604.00,218199.00,,,,,1736.00,3624.00,,7288.00,,,,
2020-09-02,2556605.00,219532.00,,,,,1740.00,3919.00,,7280.00,,,,
2020-09-03,2556612.00,220809.00,,,,,1746.00,3933.00,,7280.00,,,,
2020-09-04,2556612.00,222182.00,,,,,1746.00,4087.00,,7269.00,,,,
2020-09-05,2556609.00,223307.00,,,,,1757.00,4291.00,,7246.00,,,,
2020-09-06,2556587.00,223365.00,,,,,1744.00,4404.00,,7272.00,,,,
2020-09-07,2556572.00,223999.00,,,,,1741.00,4409.00,,7252.00,,,,
2020-09-08,2556564.00,224746.00,,,,,1736.00,4659.00,,7250.00,,,,
2020-09-09,2556553.00,225135.00,,,,,1749.00,4693.00,,7260.00,,,,
2020-09-10,2556551.00,226071.00,,,,,1749.00,4745.00,,7267.00,,,,
2020-09-11,2556535.00,226833.00,,,,,1755.00,4757.00,,7402.00,,,,
2020-09-12,2556510.00,227448.00,,,,,1752.00,4867.00,,7610.00,,,,
2020-09-13,2556492.00,228151.00,,,,,1721.00,4988.00,,7625.00,,,,
2020-09-14,2556471.00,229161.00,,,,,1721.00,5028.00,,7629.00,,,,
2020-09-15,2556467.00,229771.00,,,,,1723.00,5400.00,,7638.00,,,,
2020-09-16,2556454.00,230376.00,,,,,1735.00,5351.00,,7625.00,,,,
2020-09-17,2556453.00,231167.00,,,,,1737.00,5277.00,,7618.00,,,,
2020-09-18,2556448.00,232527.00,,,,,1732.00,5304.00,,7611.00,,,,
2020-09-19,2556426.00,233323.00,,,,,1736.00,5332.00,,7650.00,,,,
2020-09-20,2556395.00,234036.00,,,,,1735.00,5456.00,,7645.00,,,,
2020-09-21,2556375.00,234916.00,,,,,1732.00,5484.00,,7621.00,,,,
2020-09-22,2556359.00,235794.00,,,,,1733.00,5678.00,,7606.00,,,,
2020-09-23,2556333.00,236452.00,,,,,1739.00,5635.00,,7575.00,,,,
2020-09-24,2556307.00,235987.00,,,,,1740.00,5676.00,,7579.00,,,,
2020-09-25,2556284.00,237171.00,,,,,1727.00,5701.00,,7595.00,,,,
2020-09-26,2556246.00,237984.00,,,,,1728.00,5700.00,,7616.00,,,,
2020-09-27,2556209.00,238646.00,,,,,1732.00,5783.00,,7614.00,,,,
2020-09-28,2556191.00,239457.00,,,,,1738.00,5806.00,,7625.00,,,,
2020-09-29,2556173.00,240070.00,,,,,1740.00,5824.00,,7622.00,,,,
2020-09-30,2556158.00,240573.00,,,,,1749.00,5943.00,,7619.00,,,,
2020-10-01,2556145.00,241267.00,,,,,1753.00,5926.00,,7610.00,,,,
2020-10-02,2556117.00,242412.00,,,,,1747.00,5958.00,,7585.00,,,,
2020-10-03,2556070.00,242652.00,,,,,1758.00,5986.00,,7585.00,,,,
2020-10-04,2556035.00,243303.00,,,,,1758.00,6018.00,,7584.00,,,,
2020-10-05,2556026.00,243891.00,,,,,1771.00,6027.00,,7572.00,,,,
2020-10-06,2556017.00,244329.00,,,,,1778.00,6141.00,,7557.00,,,,
2020-10-07,2555998.00,244886.00,,,,,1780.00,6113.00,,7547.00,,,,
2020-10-08,2555976.00,245503.00,,,,,1771.00,6151.00,,7559.00,,,,
2020-10-09,2555949.00,246374.00,,,,,1775.00,6248.00,,7570.00,,,,
2020-10-10,2555943.00,247053.00,,,,,1772.00,6301.00,,7568.00,,,,
2020-10-11,2555912.00,247617.00,,,,,1772.00,6331.00,,7570.00,,,,
2020-10-12,2555880.00,248449.00,,,,,1773.00,6371.00,,7575.00,,,,
2020-10-13,2555869.00,249030.00,,,,,1769.00,6520.00,,7580.00,,,,
2020-10-14,2555736.00,249627.00,,,,,1762.00,6480.00,,7572.00,,,,
2020-10-15,2554074.00,250112.00,,,,,1754.00,6491.00,,7572.00,,,,
2020-10-16,2554059.00,250873.00,,,,,1756.00,6505.00,,7571.00,,,,
2020-10-17,2554029.00,251332.00,,,,,1754.00,6533.00,,7584.00,,,,
2020-10-18,2554005.00,251676.00,,,,,1754.00,6587.00,,7579.00,,,,
2020-10-19,2553986.00,252272.00,,,,,1857.00,6584.00,,7596.00,,,,
2020-10-20,2553968.00,252612.00,,,,,1851.00,6687.00,,7606.00,,,,
2020-10-21,2553967.00,253403.00,,,,,1849.00,6650.00,,7657.00,,,,
2020-10-22,2553944.00,254217.00,,,,,1869.00,6666.00,,7697.00,,,,
2020-10-23,2553923.00,254830.00,,,,,1866.00,6696.00,1.00,7698.00,,,,
2020-10-24,2553902.00,255816.00,,,,,1869.00,6716.00,6.00,7693.00,,,,
2020-10-25,2553877.00,256501.00,,,,,1876.00,6733.00,7.00,7690.00,,,,
2020-10-26,2553870.00,257348.00,,,,,1876.00,6749.00,11.00,7679.00,,,,
2020-10-27,2553844.00,258121.00,,,,,1880.00,6866.00,131.00,7669.00,,,,
2020-10-28,2553834.00,258787.00,,,,,1879.00,6833.00,230.00,7647.00,,,,
2020-10-29,2553824.00,259625.00,,,,,1873.00,6846.00,283.00,7637.00,,,,
2020-10-30,2553811.00,259695.00,,,,,1876.00,6845.00,336.00,7642.00,,,,
2020-10-31,2553806.00,260181.00,,,,,1873.00,6856.00,389.00,7644.00,,,,
2020-11-01,2553781.00,260665.00,,,,,1874.00,6861.00,418.00,7651.00,,,,
2020-11-02,2553784.00,261506.00,,,,,1873.00,6886.00,506.00,7644.00,,,,
2020-11-03,2553777.00,262282.00,,,,,1900.00,6890.00,560.00,7630.00,,,,
2020-11-04,2553761.00,263039.00,,,,,1894.00,6959.00,596.00,7624.00,,,,
2020-11-05,2553741.00,263803.00,,,,,1895.00,6952.00,628.00,7618.00,,,,
2020-11-06,2553723.00,264994.00,,,,,1906.00,6977.00,698.00,7619.00,,,,
2020-11-07,2553705.00,265843.00,,,,,1913.00,6996.00,730.00,7624.00,,,,
2020-11-08,2553692.00,266469.00,,,,,1913.00,7002.00,785.00,7612.00,,,,
2020-11-09,2553673.00,267382.00,,,,,1921.00,7010.00,837.00,7618.00,,,,
2020-11-10,2553667.00,268324.00,,,,,1926.00,7058.00,925.00,7620.00,,,,
2020-11-11,2553652.00,269112.00,,,,,1924.00,7148.00,971.00,7644.00,,,,
2020-11-12,2553643.00,268033.00,,,,,1923.00,7146.00,1033.00,7648.00,,,,
2020-11-13,2553626.00,268962.00,,,,,1922.00,7176.00,1094.00,7664.00,,,,
2020-11-14,2553614.00,269858.00,,,,,1933.00,7202.00,1131.00,7686.00,,,,
2020-11-15,2553599.00,270478.00,,,,,1934.00,7236.00,1173.00,7674.00,,,,
2020-11-16,2553585.00,271405.00,,,,,1934.00,7261.00,1213.00,7683.00,,,,
2020-11-17,2553573.00,272550.00,,,,,1928.00,7283.00,1260.00,7678.00,,,,
2020-11-18,2553561.00,273742.00,,,,,1930.00,7358.00,1311.00,7690.00,,,,
2020-11-19,2553558.00,274507.00,,,,,1941.00,7390.00,1366.00,7708.00,,,,
2020-11-20,2553441.00,275883.00,,,,,1940.00,7404.00,1405.00,7801.00,,,,
2020-11-21,2553430.00,277185.00,,,,,1943.00,7430.00,1475.00,7908.00,,,,
2020-11-22,2553412.00,278126.00,,,,,1936.00,7450.00,1552.00,7967.00,,,,
2020-11-23,2553400.00,279822.00,,,,,1940.00,7478.00,1644.00,7998.00,,,,
2020-11-24,2553380.00,281878.00,,,,,1943.00,7510.00,1721.00,8027.00,,,,
2020-11-25,2553358.00,283343.00,,,,,1946.00,7565.00,1772.00,8036.00,,,,
2020-11-26,2553353.00,283016.00,,,,,1963.00,7583.00,1822.00,8046.00,,,,
2020-11-27,2553341.00,277966.00,,,,,1964.00,7594.00,1868.00,8050.00,,,,
2020-11-28,2553322.00,278932.00,,,,,1968.00,7608.00,1896.00,8065.00,,,,
2020-11-29,2553295.00,279998.00,,,,,1966.00,7609.00,1929.00,8068.00,,,,
2020-11-30,2553284.00,281175.00,,,,,1970.00,7631.00,1968.00,8079.00,,,,
2020-12-01,2553272.00,282404.00,,,,,1982.00,7648.00,1993.00,8074.00,,,,
2020-12-02,2553265.00,283482.00,,,,,2010.00,7699.00,2020.00,8064.00,,,,
2020-12-03,2553245.00,284357.00,,,,,2033.00,7708.00,2062.00,8079.00,,,,
2020-12-04,2553208.00,285410.00,,,,,2045.00,7688.00,2099.00,8063.00,,,,
2020-12-05,2553195.00,286160.00,,,,,2064.00,7681.00,2132.00,8051.00,,,,
2020-12-06,2553168.00,286744.00,,,,,2077.00,7667.00,2185.00,8044.00,,,,
2020-12-07,2553164.00,287122.00,,,,,2082.00,7684.00,2210.00,8025.00,,,,
2020-12-08,2553156.00,287871.00,,,,,2079.00,7700.00,2225.00,8017.00,,,,
2020-12-09,2553148.00,288714.00,,,,,2089.00,7766.00,2250.00,8029.00,,,,
2020-12-10,2553140.00,289204.00,,,,,2085.00,7771.00,2283.00,8049.00,,,,
2020-12-11,2553130.00,289858.00,,,,,2086.00,7773.00,2307.00,8056.00,,,,
2020-12-12,2553017.00,290658.00,,,,,2089.00,7780.00,2333.00,8050.00,,,,
2020-12-13,2552995.00,291514.00,,1.00,,,2092.00,7737.00,2354.00,8067.00,,,,
2020-12-14,2552984.00,292446.00,,3.00,,,2088.00,7731.00,2379.00,8084.00,,,,
2020-12-15,2552972.00,292948.00,,8.00,,,2092.00,7746.00,2405.00,8091.00,,,,
2020-12-16,2552967.00,294033.00,,8.00,,,2091.00,7304.00,2426.00,8092.00,,,,
2020-12-17,2552960.00,295276.00,,5339.00,,,2087.00,7361.00,2455.00,8094.00,,,,
2020-12-18,2552950.00,296352.00,,6416.00,,,2093.00,7386.00,2479.00,8066.00,105.00,,,
2020-12-19,2552932.00,297161.00,,7523.00,,,2096.00,7359.00,2510.00,8067.00,382.00,,,
2020-12-20,2552928.00,297918.00,,9420.00,,,2094.00,7384.00,2549.00,8076.00,548.00,,,
2020-12-21,2552923.00,298361.00,,9776.00,,,2064.00,7399.00,2589.00,8079.00,613.00,,,
2020-12-22,2552915.00,299134.00,,10377.00,,,2057.00,7326.00,2645.00,8110.00,667.00,,,
2020-12-23,2552890.00,300480.00,,10575.00,,,2058.00,7430.00,2692.00,8100.00,705.00,,,
2020-12-24,2552878.00,301530.00,,10816.00,,,2059.00,7416.00,2740.00,8100.00,734.00,,,
2020-12-25,2552875.00,302634.00,,10870.00,,,2064.00,7447.00,2780.00,8106.00,835.00,,,
2020-12-26,2552868.00,303823.00,,11444.00,,,2071.00,7494.00,2842.00,8092.00,916.00,,,
2020-12-27,2552859.00,305118.00,,11852.00,,,2068.00,7487.00,2910.00,8080.00,964.00,,,
2020-12-28,2552843.00,306047.00,,11979.00,,,2071.00,7480.00,2985.00,8071.00,1013.00,,,
2020-12-29,2552830.00,307436.00,,12311.00,,,2074.00,7515.00,3027.00,8057.00,1050.00,,,
2020-12-30,2552829.00,308775.00,,12525.00,,,2074.00,7554.00,3100.00,8047.00,1081.00,,,
2020-12-31,2552823.00,308928.00,,12790.00,,,2065.00,7564.00,3146.00,8048.00,1103.00,,,
2021-01-01,2552815.00,309853.00,,13103.00,,,2067.00,7572.00,3222.00,8039.00,1133.00,,,
2021-01-02,2552810.00,311554.00,,13435.00,,,2064.00,7597.00,3302.00,8022.00,1146.00,,,
2021-01-03,2552796.00,314055.00,,13798.00,,,2068.00,7633.00,3401.00,8016.00,1159.00,,,
2021-01-04,2552785.00,316615.00,,14053.00,,,2063.00,7665.00,3463.00,8019.00,1165.00,,,
2021-01-05,2552787.00,318780.00,,14416.00,,,2065.00,7685.00,3548.00,8009.00,1187.00,,,
2021-01-06,2552780.00,321941.00,,14774.00,,,2066.00,7741.00,3626.00,8005.00,1210.00,,,
2021-01-07,2552776.00,325040.00,,14939.00,,,2064.00,7786.00,3725.00,8004.00,1215.00,,,
2021-01-08,2552770.00,327273.00,,15148.00,,,2074.00,7795.00,3787.00,8005.00,1223.00,,,
2021-01-09,2552765.00,329633.00,,15371.00,,,2076.00,7805.00,3846.00,7998.00,1240.00,,,
2021-01-10,2552761.00,332188.00,,15572.00,,,2083.00,7828.00,3919.00,8002.00,1254.00,,,
2021-01-11,2552759.00,334065.00,,15729.00,,,2084.00,7850.00,3958.00,7994.00,1261.00,,,
2021-01-12,2552756.00,335048.00,,15941.00,,,2087.00,7856.00,3984.00,7999.00,1273.00,,,
2021-01-13,2552753.00,336775.00,,16166.00,,,2094.00,7893.00,4026.00,8003.00,1300.00,,,
2021-01-14,2552747.00,339056.00,,16391.00,,,2095.00,7905.00,4044.00,8006.00,1317.00,,,
2021-01-15,2552744.00,341334.00,,16517.00,,,2102.00,7927.00,4066.00,7998.00,1335.00,,,
2021-01-16,2552740.00,345028.00,,16972.00,,,2106.00,7982.00,4097.00,8011.00,1341.00,,,
2021-01-17,2552739.00,347982.00,,17510.00,,,2115.00,8021.00,4191.00,7998.00,1359.00,,,
2021-01-18,2552733.00,350956.00,,18196.00,,,2122.00,8063.00,4252.00,8008.00,1394.00,,,
2021-01-19,2552728.00,353317.00,,18609.00,,,2120.00,8074.00,4286.00,7995.00,1408.00,,,
2021-01-20,2552723.00,355593.00,,18965.00,,,2108.00,8139.00,4311.00,7982.00,1416.00,,,
2021-01-21,2552731.00,357436.00,,19163.00,,,2108.00,8151.00,4350.00,7979.00,1427.00,,,
2021-01-22,2552862.00,359709.00,,20484.00,,,2114.00,8189.00,4382.00,7978.00,1433.00,,,
2021-01-23,2552929.00,362613.00,,20839.00,,,2113.00,8187.00,4421.00,7969.00,1456.00,,,
2021-01-24,2552935.00,365207.00,,21397.00,,,2109.00,8213.00,4469.00,7958.00,1558.00,,,
2021-01-25,2552946.00,367792.00,,21563.00,,,2112.00,8198.00,4486.00,7948.00,1717.00,,,
2021-01-26,2552943.00,369737.00,,21770.00,,,2119.00,8226.00,4541.00,7946.00,1730.00,,,
2021-01-27,2552942.00,371618.00,,21912.00,,,2122.00,8302.00,4559.00,7941.00,1737.00,,,
2021-01-28,2552945.00,374107.00,,22265.00,,,2128.00,8337.00,4577.00,7929.00,1785.00,,,
2021-01-29,2552955.00,377830.00,,22754.00,,,2133.00,8384.00,4589.00,7915.00,1792.00,,,
2021-01-30,2552946.00,380931.00,,23309.00,,,2135.00,8419.00,4633.00,7895.00,1798.00,,,
2021-01-31,2552965.00,383826.00,,24074.00,,,2130.00,8458.00,4676.00,7876.00,1808.00,,,
2021-02-01,2552973.00,386601.00,,24719.00,,,2130.00,8496.00,4719.00,7865.00,1818.00,1.00,,
2021-02-02,2552974.00,389351.00,,25111.00,,,2128.00,8556.00,4748.00,7875.00,1819.00,17.00,,
2021-02-03,2552968.00,392238.00,,25558.00,,,2124.00,8805.00,4799.00,7900.00,1824.00,35.00,,
2021-02-04,2552974.00,395205.00,,26009.00,,,2146.00,9349.00,4849.00,7895.00,1885.00,40.00,,
2021-02-05,2552970.00,398637.00,,26673.00,,,2207.00,9587.00,4964.00,7894.00,1890.00,43.00,,
2021-02-06,2552977.00,401013.00,,27091.00,,,2214.00,9703.00,5004.00,7877.00,1920.00,64.00,,
2021-02-07,2552977.00,403491.00,,27568.00,,,2222.00,9758.00,5042.00,7875.00,1949.00,91.00,,
2021-02-08,2552976.00,406181.00,,28167.00,,,2218.00,9883.00,5083.00,7895.00,2288.00,131.00,,
2021-02-09,2552972.00,409218.00,,28647.00,,,2224.00,9999.00,5142.00,7886.00,3345.00,234.00,,
2021-02-10,2552967.00,412355.00,,29270.00,,,2223.00,10189.00,5209.00,7871.00,3545.00,423.00,,
2021-02-11,2552958.00,414611.00,,30765.00,,,2223.00,10323.00,5287.00,7886.00,3710.00,454.00,,
2021-02-12,2552959.00,417747.00,,31956.00,,,2246.00,10402.00,5357.00,7882.00,3953.00,477.00,,
2021-02-13,2552961.00,421068.00,,31753.00,,,2304.00,10547.00,5436.00,7883.00,4166.00,499.00,,
2021-02-14,2552938.00,423739.00,,32274.00,,,2335.00,10610.00,5486.00,7910.00,4255.00,515.00,,
2021-02-15,2552939.00,423347.00,,31884.00,,,2358.00,10626.00,5532.00,7926.00,4349.00,535.00,,
2021-02-16,2552937.00,424254.00,,31204.00,,,2477.00,10697.00,5569.00,7936.00,4461.00,588.00,,
2021-02-17,2552939.00,426524.00,,31748.00,,,2519.00,10762.00,5606.00,7934.00,4481.00,614.00,,
2021-02-18,2552945.00,425015.00,,32397.00,,,2510.00,10872.00,5640.00,7933.00,4466.00,622.00,,
2021-02-19,2552950.00,428184.00,,33091.00,,,2493.00,10961.00,5702.00,7931.00,4960.00,625.00,,
2021-02-20,2552946.00,431975.00,,33063.00,,,2496.00,10958.00,5764.00,7931.00,5161.00,669.00,,
2021-02-21,2552929.00,434850.00,,33728.00,,,2490.00,11049.00,5826.00,7932.00,5251.00,689.00,,
2021-02-22,2552947.00,437353.00,,34235.00,,,2552.00,11116.00,5870.00,7928.00,5295.00,716.00,,
2021-02-23,2552942.00,439818.00,,34779.00,,,2553.00,11202.00,5907.00,7929.00,5302.00,783.00,,
2021-02-24,2552951.00,441667.00,,35264.00,,,2562.00,11280.00,5956.00,7933.00,5312.00,924.00,,
2021-02-25,2552952.00,443814.00,,35566.00,,,2562.00,11341.00,5995.00,7940.00,5322.00,1501.00,,
2021-02-26,2552991.00,445386.00,,36005.00,,,2551.00,11390.00,6024.00,7941.00,5320.00,1623.00,,
2021-02-27,2553012.00,443971.00,,36511.00,,,2547.00,11416.00,6062.00,7941.00,5320.00,1704.00,,
2021-02-28,2553017.00,445348.00,,36883.00,,,2546.00,11467.00,6081.00,7937.00,5348.00,1715.00,,
2021-03-01,2553019.00,446228.00,,37223.00,,,2546.00,11514.00,6124.00,7945.00,5376.00,1975.00,,
2021-03-02,2553023.00,443566.00,,37360.00,,,2546.00,11577.00,6156.00,7944.00,5395.00,1935.00,,
2021-03-03,2553041.00,438540.00,,37515.00,,,2542.00,11637.00,6213.00,7940.00,5430.00,1925.00,,
2021-03-04,2553050.00,437981.00,,37809.00,,,2552.00,11653.00,6251.00,7992.00,5427.00,1948.00,,
2021-03-05,2553053.00,439079.00,,38181.00,,,2551.00,11677.00,6272.00,7963.00,5407.00,1938.00,,
2021-03-06,2553062.00,439648.00,,37758.00,,,2558.00,11759.00,6301.00,7973.00,5393.00,1913.00,,
2021-03-07,2553060.00,439095.00,,38109.00,,,2560.00,11821.00,6318.00,7986.00,5363.00,1917.00,,
2021-03-08,2553066.00,441027.00,,38166.00,,,2565.00,11925.00,6343.00,8002.00,5396.00,1907.00,,
2021-03-09,2553063.00,442219.00,,38485.00,,,2584.00,12019.00,6383.00,8009.00,5389.00,1897.00,,
2021-03-10,2553061.00,443286.00,,39020.00,,,2576.00,12120.00,6412.00,8038.00,5394.00,1898.00,,
2021-03-11,2553069.00,444813.00,,39537.00,,,2599.00,12147.00,6439.00,8059.00,5377.00,1885.00,,
2021-03-12,2553074.00,446778.00,,40016.00,,,2622.00,12197.00,6468.00,8062.00,5379.00,1877.00,,
2021-03-13,2553081.00,448697.00,,40552.00,,,2652.00,12279.00,6503.00,8066.00,5418.00,1885.00,,
2021-03-14,2553083.00,450347.00,,40891.00,,,2670.00,12277.00,6539.00,8066.00,5493.00,1878.00,,
2021-03-15,2553096.00,451715.00,,41335.00,,,2715.00,12394.00,6570.00,8062.00,5495.00,1879.00,,
2021-03-16,2553106.00,453044.00,,41774.00,,,2838.00,12380.00,6618.00,8057.00,5515.00,1864.00,,
2021-03-17,2553337.00,454882.00,,42190.00,,,3043.00,12428.00,6657.00,8059.00,5511.00,1902.00,,
2021-03-18,2553558.00,455772.00,,42605.00,,,3064.00,12474.00,6675.00,8058.00,5521.00,1878.00,,
2021-03-19,2553549.00,457532.00,,43129.00,,,3064.00,12240.00,6705.00,8052.00,5533.00,1921.00,,
2021-03-20,2553618.00,458279.00,,43156.00,,,3086.00,12208.00,6736.00,8056.00,5521.00,1947.00,,
2021-03-21,2553513.00,459526.00,,43478.00,,,3093.00,12238.00,6748.00,8057.00,5514.00,2005.00,,
2021-03-22,2553496.00,460863.00,,43740.00,,,3100.00,12269.00,6773.00,8051.00,5543.00,2132.00,,
2021-03-23,2553490.00,461811.00,,43957.00,,,3139.00,12297.00,6787.00,8057.00,5529.00,2097.00,,
2021-03-24,2553479.00,462971.00,,44193.00,,,3215.00,12347.00,6862.00,8060.00,5521.00,2087.00,,
2021-03-25,2553494.00,463326.00,,44242.00,,,3209.00,12361.00,7059.00,8062.00,5525.00,2078.00,,
2021-03-26,2553479.00,464275.00,,44535.00,,,3217.00,12488.00,7139.00,8069.00,5514.00,2083.00,,
2021-03-27,2553367.00,465354.00,,44814.00,,,3312.00,12759.00,7185.00,8075.00,5516.00,2085.00,,
2021-03-28,2553281.00,466398.00,,45153.00,,,3350.00,12993.00,7211.00,8072.00,5515.00,2078.00,,
2021-03-29,2553216.00,467763.00,,45517.00,,,3382.00,13124.00,7220.00,8084.00,5530.00,2027.00,,
2021-03-30,2553157.00,468985.00,,45823.00,,,3399.00,13197.00,7332.00,8089.00,5524.00,2015.00,,
2021-03-31,2553133.00,470427.00,,46149.00,,,3418.00,13292.00,7379.00,8094.00,5652.00,2018.00,,
2021-04-01,2553191.00,471935.00,,46517.00,,,3414.00,13342.00,7425.00,8105.00,5734.00,2024.00,,
2021-04-02,2552459.00,473238.00,,46744.00,,,3414.00,13390.00,7478.00,8108.00,5773.00,2014.00,,
2021-04-03,2552334.00,474637.00,,47064.00,,,3421.00,13457.00,7516.00,8105.00,5798.00,2019.00,,
2021-04-04,2552115.00,475699.00,,47291.00,,,3432.00,13525.00,7551.00,8106.00,5812.00,2036.00,,
2021-04-05,2552013.00,477719.00,,47734.00,,,3444.00,13638.00,7615.00,8105.00,5965.00,2055.00,,
2021-04-06,2551932.00,478935.00,,48082.00,,,3436.00,13694.00,7674.00,8299.00,6003.00,2029.00,,1.00
2021-04-07,2551899.00,480441.00,,48387.00,,,3451.00,13794.00,7714.00,8326.00,6020.00,2056.00,,1.00
2021-04-08,2551857.00,481775.00,,48687.00,,,3462.00,13841.00,7744.00,8377.00,6034.00,2082.00,,1.00
2021-04-09,2551794.00,483289.00,,49030.00,,,3472.00,13928.00,7783.00,8383.00,6025.00,1963.00,,1.00
2021-04-10,2551646.00,484541.00,,49168.00,,,3525.00,14052.00,7825.00,8386.00,6026.00,1967.00,,1.00
