Date,Ripple ($),Chainlink ($),The Graph ($),Render Network ($),Ethereum Name Service ($),UMA ($),Aragon ($),Livepeer ($),Gitcoin ($),Pyth Network ($),Bounce Finance ($),Arkham ($),Tornado Cash ($),Akash Network ($),Bittensor ($),Swarm ($),Kleros ($),Pocket Network ($),Impossible Finance ($),Instadapp ($)
9/15/2023,645846604.3,153905740.2,18045914.54,17369205.24,14604381.92,3966058.54,10451105.91,19611011.58,4505639.87,,1748072.64,4878943.45,2922163.18,1596465.97,697877.83,528996.88,120958.41,606270.64,4839.04,145300.65
9/16/2023,775561029,133604004.3,32028693.91,20811649.77,10225809.2,3163199.78,9888197.63,31136431.28,4158257.5,,2510463.16,11725700.14,2140801.61,1316863.89,683187.22,550455.99,237737.63,905790.77,1248.31,20283.34
9/17/2023,393991940.1,119587798.1,26127504.1,17129403.29,6975487.98,3681401.58,28420077.24,23485234.19,4639485.14,,19182242.3,19361962.36,1764818.71,934429.1,907446.73,542440.41,108411.71,939897.88,519.05,30061.44
9/18/2023,375609507.9,113359223.5,20188654.73,16308218.18,6688982.58,3775833.4,30228429.92,18084730.11,7315934.21,,14220696.88,7324241.99,1273408.78,804755.5,634304.29,1403244.45,125058.8,483887.07,4558.07,22077.95
9/19/2023,800849785,462632911.2,20370746.43,28914991.17,7532055.05,4023622.01,33751964.54,24510914.35,4296318.35,,9893523.98,14714926.3,1231380.42,1048368.93,643525.61,693032.78,129820.17,660052.69,3187.24,25564.95
9/20/2023,928773565.8,332807598.9,26246918.7,20929182.96,6658964.83,4777207.96,30307687.43,27800851.29,5562959.49,,5309928.44,21180880.42,1383825.7,1443781.98,860852.96,567475.95,126579.6,752732.28,8099.84,25160.45
9/21/2023,1089688617,250393043.2,21618244.57,17447647.9,6339115.49,4389013.02,16633254.14,22914083.85,6626779.05,,28671862.76,9790283.52,1165692.01,1000563.35,702268.35,597654.33,92039.97,688368.38,6940.24,19862.02
9/22/2023,791982051.3,214112416,26895521.43,22934778.52,8206563.45,4121327.83,12107241.55,21701573.73,6396226.96,,68448601.81,9385172.22,2249637.04,973990.51,611100.75,536613.72,112414.76,523330.77,1916.45,38751.8
9/23/2023,628603686.1,183114109.5,16644051.06,28167588.98,5927615.59,2512198.1,15204288.07,10576447.81,3985873.51,,34156448.48,6146481.06,1336693.19,755834.12,495334.97,544984.04,134100.49,460461.4,181.86,25687.08
9/24/2023,326646959.6,289046103.4,16119796.8,12668182.82,6137666.25,5582460.54,16802792.97,9469272.95,4236123.36,,10217394.65,5474131.29,3919399.82,750354.67,786532.66,550833.55,547734.22,556560.12,437.96,36451.18
9/25/2023,341112827.3,191248420.5,13561608.67,10619495.68,7304249.1,2379967.94,31499027.8,7393203.24,3164349.22,,9200209.81,5023052.84,5658502.49,589080.89,540072.56,560177.46,118615.68,515486.83,206.1,40544.71
9/26/2023,785753916.2,298503333.4,17683690.92,18683084.06,5778333.83,3455090.41,25205061.46,17792562.64,3740201.94,,7444848.05,9284392.88,1931809.68,1411995.49,647713.91,563911.68,226668.15,433382.32,3162.83,35750.79
9/27/2023,812043931.8,251238861.9,13940041.8,14677079.63,3483012.29,2891444.56,14971766.73,17484471.54,5150450.25,,7631920,7301423.12,2173864,955320.37,1116002.85,547726.68,109059.34,450986.22,6836.33,35197.48
9/28/2023,698504380.8,415845495.9,15962135.89,13415218.95,7415060.57,4023891.98,17925449.42,22868166.81,5199531.76,,5559258,8844047.51,2222491.55,847707.82,690872.81,566450.19,126917.22,458653.31,7812.25,45896.42
9/29/2023,808681163.9,431408331.3,18127740.54,15001500.7,9330278.09,8725233.5,19050319.04,25311679.87,5598132.77,,22104710.68,7888687.95,1673644.68,1031761.54,583602.63,577327.27,132687.54,575703.62,3172.54,68934.67
9/30/2023,1854095075,278172830.6,21304297.36,10860500.03,7632081.98,5805267.78,14522033.45,25247217.82,6078270.64,,7311725.26,11338234.8,1517817.45,791000.89,964355.07,587630.41,129981.6,438580.05,1401.78,30127.17
10/1/2023,565774967.9,300265717.7,20604144.08,9329281.21,12731127.19,4211047.29,11088584.85,24982447.1,4865431.78,,3526163.83,17470013.34,1545339.64,750925.97,579997.19,581684.15,228899.34,449093.66,2549.39,31624.36
10/2/2023,582703736.9,334136532,24412852.92,26981961.43,16513682.04,4972134.23,10433441.08,124548579.9,17460641.84,,5998415.89,10363938.86,1611301.41,917772.89,570195.8,571761.1,184359.11,509738.45,6516.79,37310.07
10/3/2023,991695143,419650622.9,28987394.72,46197750.01,17907326.3,5796326.33,14780852.9,58000610.53,15800611.49,,6901426.59,10420003.1,2664057.99,1858665.95,939806.99,555451.09,178615.47,621389.61,14954.69,32789.95
10/4/2023,1293072952,317479553.4,30812343.8,30949592.54,13689902.77,4839007.68,11973272.41,28114375.48,7136384.8,,9894519.3,12484896.51,3159942.55,2502480.28,1114616.26,607498.61,162692.12,682643.54,4694.59,43914.2
10/5/2023,1585308745,329472169.8,30195571.67,25665621.4,14253282.53,4954027.18,11876277.49,12826371.33,7087344.23,,8639774.39,14339834.29,2833013.45,2067942.84,588629.7,548693.85,125080.27,698180.65,1581.38,28420.31
10/6/2023,751907322.8,261864021.4,26229533.02,29369566.83,12412245.58,2006322.81,10589941.18,9545097.72,4185831.74,,7203890.29,67789356.86,2448253.49,1817021.11,664700.94,571584.55,226154.16,499040.94,2257.3,34553.77
10/7/2023,629965325.2,205879478.9,26015862.27,34173412.98,11800285.57,2150709.26,7952648.43,25423542.24,4273016.47,,7964753.65,16385569.4,2518809.26,2588029.53,954475.22,587298.34,522632.5,410351.8,2871.98,100192.61
10/8/2023,285841428.3,155073862.7,18955442.09,36069765.61,8941243.44,1851952.14,6704360.15,17103948.18,3574124.5,,13155077.48,7233613.56,2032573.26,1554918.92,611346.91,538000.75,166094.4,407182.94,1102.57,30262.26
10/9/2023,315301822,272054383.4,20032908.94,24697185.07,7575299.02,3326429.35,7988983.61,20267991.32,5010064.34,,6528847.31,9801416.09,1623525.15,1198537.79,639453.98,558965.57,188581.89,420507.99,406.55,28833.24
10/10/2023,842661199.2,297784684.6,25247729.63,38830083.45,13203440.57,3163888.17,11611054.87,18006563.68,10414489.18,,5721185.09,9029526.69,1236423.84,1374577.69,938872.06,600252.66,153899.99,466398.57,2015.77,31073.73
10/11/2023,616962283.8,199464787.2,18715528.6,31020247.53,7658001.95,3424740.2,10180845.92,12651658.05,7037283.67,,8106052.62,7720163.24,1515002.97,1624482.55,676666.77,554801.69,109485.76,413978.18,1510.62,120771.04
10/12/2023,719071769.8,234528724.7,19633055.76,41248945.95,8587313.04,3233250.96,9638676.38,10733117.08,4652009.33,,10443798.22,7107656.42,1269361.58,2003025.61,499742.34,575257.9,119337.35,471878.35,1943.87,32250.02
10/13/2023,749800497.3,208455504.9,18515121.3,33007983.57,11451396.89,3217969.66,8637911.18,13084960.99,4537070.94,,3869450.35,6249661.26,1368992.76,1877932.74,424760.61,575839.05,186532.21,418020.23,6927.3,68570.3
10/14/2023,653379085.3,231125349.8,18010602.15,26326611.8,7192423.87,2793475.64,8896938.01,16467682.96,4133130.89,,7126858.09,5999482.21,1363580.12,1138823.42,372559.93,624044.51,137183.77,432670.97,4235.19,32882.01
10/15/2023,301458671.4,104170548,14874459.19,15023846.2,4464876.63,2824520.11,7021931.55,15881109.3,4964705.95,,4582318.68,6229777.57,3076869.47,1768301.89,489554.72,516634.49,138809.59,425433.41,4747.82,29154.9
10/16/2023,320727338,163093441.9,18086411.44,15732837.69,5098375.06,3263195.41,7048019.82,12834432,7268026.64,,4527193.92,6067728.96,1609948.03,1075589.77,478403.33,577525.72,116801.54,396690.6,858.78,31245.42
10/17/2023,1173128813,298719000.1,30384932.54,69784909.3,9777193.14,85096161.22,12633967.72,24904219.94,5981666.78,,4256529,13636324.04,1333228.01,2767096.2,961118.94,604165.72,139862.88,458202.7,1054.14,29384.76
10/18/2023,708206480.4,190622997.1,27871008.29,40024674.78,6644765.45,27501789.8,10260668.37,25077727.61,4393936.09,,23330128.8,11257114.04,1147182.63,2163893.97,651381.08,612780.99,138384.6,433053.22,1924.37,28979.83
10/19/2023,669895295.6,157224188,26312152.91,35790141.79,7339860.95,13359921.29,8573492.79,20557120.13,4155167.18,,13091380.52,8313527.2,1412820.16,1618512.93,509666.71,588657.19,126994.97,373388.14,17374.79,40498.18
10/20/2023,1520132377,160655899.1,24880837.17,35311320.47,9745424.91,15356688.29,6509236.34,17295614.49,5086373.92,,8898821.61,10409294.77,994159.68,1476407.03,719347.91,650000.73,115790.99,378503.22,6320.7,33765.31
10/21/2023,1454958949,253831241.6,29951411.94,30063176.86,9436072.87,6986866.82,8266701.19,7238231.99,4256885.17,,6602409.74,7779318.37,916387.15,2446538.58,774397.84,660167.97,129987.73,430666.53,3026.2,307489.91
10/22/2023,700405632.4,922759204.1,26164611.17,33410222.63,9851710.13,5828084.11,7090314.48,15158612.34,3227244.35,,5365447.46,11347490.92,781553.92,2233405.36,1063987.73,648655.63,323326.39,383205.46,10313.04,35507.76
10/23/2023,598839241.9,1277101680,35780211.31,30208434.68,9155888.3,5522356.75,8205609.04,11945903.16,3913573.39,,6225291.09,8888106.78,770742.84,1698048.36,804451.05,598021.3,198908.21,422080.01,2426.68,32984.62
10/24/2023,1834743243,1752099911,72285222.7,57740563.56,16834073.77,8094635.96,16791631.79,35824964.73,6283913.22,,17036383.71,12233095.04,422677.31,3082191.2,1358457.22,1623618.32,191534.12,401013.44,6922.11,49410.24
10/25/2023,2918832728,1322452240,81764870.3,62175967.11,20732932.65,10385966.96,21529170.77,44974903.22,8942769.56,,10498773.2,22206406.18,951636.92,4381278.24,5336602.06,922860.59,336018.59,629977.67,14885.46,38262.01
10/26/2023,1472662043,1379750914,119169865.2,51803807.63,13243048.82,8239177.57,15669909.98,36357113.54,7813546.06,,4748170.06,45908749.8,2402725.47,3162111.07,3388413.04,593800.88,236236.31,558600.71,4808.86,54106.74
10/27/2023,1513418769,916849540.3,95592921.21,58716117.43,18000556.66,7466346.34,17796255.94,42038424.31,11094749.31,,5395015.15,19384712.86,1071662.95,3337347.41,2095251.83,607459.3,389166.33,555542.59,21477.89,203252.45
10/28/2023,1121135370,953073855.4,43922868.7,65446447.75,12180576.02,6476886.92,12791012.09,18563376.12,9967180.89,,35721177.56,12252864.45,756995.2,2531475.74,1515438.64,576423.97,152643.28,540478.32,5513.6,36230.43
10/29/2023,586684484.8,634356969.1,57496700.02,84556205.53,9384567.8,4987732.25,9591910.44,14236653.44,7639633.11,,9648850.76,10821446.03,734010.55,3080634.38,3160464.1,564565.6,132044.32,436790.28,1172.4,29539.77
10/30/2023,695563241.8,447345825.5,54097669.69,94085352.28,11879339.68,4546410.27,6459480.84,12560827.37,8968848.2,,3755784.5,13547120.96,838987.4,1738788.71,1666693.71,516792.33,167104.32,441731.47,2660.4,29444.77
10/31/2023,1362473939,720157047.9,62671377.74,93780747.2,16335707.18,7044158.87,12670027.24,21540614.32,10132850.76,,10888648.82,14314621.37,685684.87,3028801.43,1883606.52,765670.4,460819.98,433508.26,3201.45,30386.78
11/1/2023,2414939166,950588518.9,79203468.4,100323678.6,17144485.6,8240009.45,14578855.77,15605245.57,3897289.41,,10343739.33,19694464.5,565905.34,4456312,2157138.87,538114.26,145237.8,610650.05,7569.36,29155.16
11/2/2023,1620464221,836303431.2,96926060.19,92107053.56,17756013.93,7545647.52,13560764.54,33303320.12,7447084.37,,12970191.44,18437849.82,760315.74,3977864.43,2640765.78,581861.31,171527.71,553298.58,5633.32,29289.26
11/3/2023,1643064324,630659137.1,79806014.04,79922301.31,17524600.21,10895699.41,28617256.88,31131642.35,8786561.33,,6041531.4,11404876.51,854704.3,4848070.28,3220360.19,630079.37,168767.04,420391.01,6730.85,196598.11
11/4/2023,1262111686,635758266.6,90687397.24,64347646.8,14772748.73,8818029.94,22308292.93,20129498.84,14380146.86,,4594371.49,10578289.43,1646716.42,2576855.41,2747428.61,599551.07,140984.44,449906.67,8063.19,63204.24
11/5/2023,688099651,375780468.4,82407938.89,42300279.73,18941892.17,7586934.07,11727381.08,12950352.83,10627147.76,,3681705.51,11429218.62,653837.59,1416820.28,2713546.28,607610.89,171944.65,434892.82,2548.85,33109.17
11/6/2023,1591851458,880121872.8,132728945.4,54770486.86,25002686.55,5455216.66,12859759.36,14614502.53,13507926.51,,4150874.97,14877726.7,617598.46,1449147.9,4440029.75,694089.9,160605.91,939524.61,4541.21,35005.37
11/7/2023,2796911720,834808633.4,223675190.8,76690376.48,20892138.01,5885894.11,12257713.06,18759152.85,17360667.09,,2760969.74,14045727.18,914805.11,2779001.07,9132285.35,580106.17,161502.82,637835.44,9859.74,39754.56
11/8/2023,2472019023,933481801.3,197044244,63429710.3,22702239.45,9777524.9,19467499.99,48112222.68,15348111.26,,6084628.41,11575026.59,727428.87,5458749.81,5884376.67,619067.14,168509.73,609087.61,12560.34,35499.37
11/9/2023,1530224475,1152128429,110920186.1,49542765.56,19816924.13,9055114.71,15175055.73,38809745.28,4181047.31,,6300869.4,9771749.33,1947027.04,4855711.16,5672511.26,759773.21,167192.82,580222.64,12415.89,47245.44
11/10/2023,2822451496,1656733061,203023783.9,121761804.2,55207877.85,11928730.06,40248436.54,51923989.46,21988856.14,,28375682.05,28367901.2,1542515.18,5416522.49,6809759.9,733990.49,288539.38,562821.88,30191.36,83114.12
11/11/2023,1775894622,1282330750,122660907.2,71294725.99,57075860.6,36621442.07,20350643.32,43083738.06,15011476.5,,12925688.35,31055938.65,4380374.08,5151332.4,5043849.04,839619.93,149589.69,684808.29,12345.59,109252.45
11/12/2023,1460051206,1303655098,129624677.2,119431006.1,29870262.85,17426819.14,17055126.48,51249392.04,19301776.6,,5687451.46,50450944.69,1630149.26,4379994.78,5611113.82,795435.5,171375.04,803630.99,8205.06,50355.38
11/13/2023,842786542.7,994266595.7,95070485.44,76776002.69,25714918.29,20067588.46,16803859.56,46722803.79,17453197.28,,5031292.15,21480325.6,1295436.78,3621031.67,2880264.71,701033.55,125835.73,1690499.21,11113.4,55213.35
11/14/2023,2773237324,930231524.5,89029489.84,94684212.65,29374164.29,12105822.48,11877185.1,48854621.1,20625988.83,,12291894.12,83625408.19,1023965.61,2831262.94,5114407.04,804793.95,154947.53,1330408.85,13284.61,33058.91
11/15/2023,2018741717,1014935191,82985949.27,80439949.64,25880506.45,8861967.12,17164566.12,44485446.4,16605727.74,,5008270.09,56198382,831236.97,3335670.77,6010524.16,738369.08,134382.52,1174043.25,7802.91,72974.58
11/16/2023,1278936903,868275983.1,81645526.31,260875181.8,35155980.78,13092830.68,12197834.63,57149801.74,14274276.29,,8459674.57,125144899.3,2180907.34,4849677.3,7110714.72,728164.85,325304.96,1403977.89,15252.04,83911.83
11/17/2023,1475436446,956976480.6,89891007.34,266208615.4,41178505.32,10830669.26,17005699.85,51912384,15536677.91,,5639413.75,53840787.5,1342562.27,4882204.88,6080982.46,720031.67,238865.95,1800742.08,11827.33,105251.56
11/18/2023,1276945459,817977649.5,70503526.79,183536756.1,39929302.51,11434613.02,16844207.27,47643815.94,14013092.35,,8780534.63,35881592.43,797367.62,4141864.16,7309557.67,757044.13,208416.81,1871362.91,9657.1,101029.17
11/19/2023,711908539.6,516605902.8,49876571.64,257419692.2,20697452.02,6982006.44,13828127.52,34365573.33,12253784.79,,25285120.35,24361416.33,616042.67,8370336.32,22043164.74,658544.94,179576.25,577595.99,2791.76,34010.78
11/20/2023,828354871.3,716700219,62668575.23,170403196.5,17417388.06,6152875.69,11108632.7,24458366.52,11293118.68,77585558.88,7161497.3,23507927.85,239428.04,7105596.31,17679572.58,699509.87,145519.56,689212.81,7122.99,44085.15
11/21/2023,1040771356,747558153.8,107619819.4,184105009.5,25541044.71,8005978.73,9431617.75,25727613.51,15478379.13,77585558.88,16364963.96,19795612.74,742556.18,9502871.94,22624054.68,793899.46,198985.21,2881566.22,22347.33,80717.72
11/22/2023,1518170228,867717859.2,111691584.5,196940452.2,30315898.11,7209943.73,15179286.32,31118827.65,14657234.12,127929911.4,9851683.57,22181082.79,1995509.62,8156825.27,20817674.19,637269.64,171733.46,1448415.97,35813.76,103918.01
11/23/2023,1159760290,716408668.4,88877206.34,146408059.1,22872812.56,8568905.78,17057965.47,30239027.56,12248615.75,218970288.3,5860174.6,13912143.47,1071206.5,5733162.27,13719647.62,1139002.08,237714.51,550605.85,6677.74,68242.19
11/24/2023,1059826400,612061936.5,68109541.76,74909810.87,17818006.86,14168214.74,8785449.08,21571447.6,10244008.63,202089269.1,3931001.08,11725446.61,698595.63,3461601.1,6460987.71,1009264.57,201176.61,1120611,31654.12,72272.94
11/25/2023,1117046009,492115925.1,97825405.93,116484084.8,22709321.59,8769394.83,11492212.06,24593387.55,12788007.6,202321660.5,5074317.49,25696023.09,770286.7,4242230.16,9477757.56,1228204.04,176812.21,948924.09,17146.7,136250.78
11/26/2023,519620393.2,411771124.9,87032609.81,71646193.3,23623490.73,6653860.88,9312233.14,23455765.37,10377892.24,94357899.69,5972151.67,22691604.21,717432.12,3827653.85,11179845.2,1089306.38,160270.44,810944.78,13557.74,110414.68
11/27/2023,992358752.2,543341982.2,69819418.41,69033790.88,24171256.7,6382742.18,13158271.65,22589509.53,12356233.01,85453753.04,9873615.52,19164128.2,1638511.6,5003533,7156404.97,1318394.48,742744.19,713066.84,8486.56,55062.77
11/28/2023,1112416577,647332098.7,94256239.35,78077150.41,22265760.9,7105687.58,15382050.99,30240570.4,12542639.04,89778061.78,28795147.47,16727076.3,7757336.74,6598102.08,8530709.42,1324674.7,232727.34,1350726.64,11021.01,60052.71
11/29/2023,935971714.5,627473038.2,71469710,96600425.06,24185805.06,28005113.87,19278876.42,27110692.84,18966182.38,79681457.38,20951666.53,23959972.15,2098231.24,3355332.36,6265268.96,1533474.86,179899.12,2837173.8,12300.21,93768.38
11/30/2023,869541907.8,575720352,61349531.81,77088392.78,19123198.83,22977788.16,27506528.26,12044668.71,15930936.51,54035781.83,64499576.52,12061816,814779.97,5301010.85,5885521.38,1170755.87,173925.34,1334300.72,13970.57,56070.41
12/1/2023,848791232.9,558824491.5,51251594.26,106603410.4,34655988.68,12523058.25,11680578.13,11485417.52,17642634.7,46821967.23,44282340.06,17585166.47,6130636.96,3478523.89,9434734.04,1166193.97,78423.62,2741960.14,21850.53,83071.92
12/2/2023,830075845,513711843.6,62819526.69,79722889.05,20783024.59,5129499.37,8496407.06,10120303.48,11668861.7,45363788.58,23892497.92,13792900.02,2284670.28,3730687.58,10269546.5,1103079.9,85278.05,4206661.02,25941.24,73246.3
12/3/2023,563533093.4,725794767.4,40736358.16,72479417.47,32457506.35,5334030.65,8542178.82,14288808.06,4803003.27,86899594.45,11118725.41,29882985.17,1316403.33,5016740.68,6729013.22,1201523.06,360980.72,2358742.4,37802.59,121184.51
12/4/2023,853055901.6,531269012.5,40575121.87,118811272.9,26888740.54,8065905.22,7819236.17,21988072.84,11865715.48,61405464.87,71286019.3,23984582.8,916794.86,4647429.14,15999299.14,1158191.01,99826.7,1164939.68,48382.32,93320.71
12/5/2023,1739624716,1050404792,81417345.67,208431784.9,53549582.31,8794524.1,6152547.63,35310471.8,10906592.99,171431064.1,90679746.27,87459108.98,1027863.79,4871081.9,74268725.96,1304969.84,325812.1,2200941.06,135406.47,126938.21
12/6/2023,1261500865,676286222.2,84403607.53,114930366,35469715.87,7666436.73,9875807.63,41689212.42,23723074.54,132768933.3,67759414.93,26796804.21,770319.26,2469077.69,10997522.77,1509798.41,64205.51,2027562.28,163333.81,959749.25
12/7/2023,1751766686,720303828.3,132354747.3,151582400.2,36479899.22,13396585.75,10128559.97,33493333.04,9431034.38,144175693.8,66216753.99,33480270.23,1087869.18,2127533.46,9117162.86,1041662.55,78996.32,1466117.02,501560.72,193161.51
12/8/2023,1617826106,918229936.8,77109446.07,101783798.4,42529214.84,9795151.81,12464264.05,34322131.63,5605827.73,86109240.44,37480042.56,23771094.32,271933.5,4170047.79,7249426.83,1249186.57,84317.97,1569144.25,247204.94,541940.35
12/9/2023,1764953428,1072034005,90010192.44,137928102.6,33640863.18,6983992.38,12153521.38,31699416.19,5563669.95,170922963.1,35057588.96,20997183.89,152651.25,2514710.67,10040109.22,1164164.76,142621.85,1239936.64,143299.7,231998.46
12/10/2023,1989563714,939117042,74064770.46,114603543.6,54811838.34,11912574.35,10567365.43,34324519.21,16297937.12,90542126.14,18567591.56,37549315.34,100951.23,4067688.26,5675886.56,1302856.26,65028.65,1680017.52,125979.99,156564.7
12/11/2023,1037587773,494108377.1,73143474.21,81152426.49,35040964.66,9642751.04,6951682.06,30835256.72,14197419.63,52785290.71,17489458.65,15043942.75,135385.49,2039869.08,4665386.49,1153056.8,253866.72,835661.23,87665.41,74053.04
12/12/2023,2052327030,1269777491,103118987.8,203170116.5,46871327.75,13968099.71,14708155.21,34680084.55,10231244.32,92691064.03,30209472.01,18270147.91,92601.57,3670855.09,8967155.42,1134897.37,264699.1,1316863.45,65522.28,75814.75
12/13/2023,1307109718,672867993.3,72360875.01,247957715.3,30076958.14,20653752.5,10379968.17,31215278.27,19281517.13,78075268.82,35910287.73,14286438.91,132562.25,6500882.84,6465168.73,1184453.74,433346.65,1952212.44,187852.16,125596.31
12/14/2023,1409914145,725801346.9,66488342.66,200940765.7,32719719.4,11180318.99,5576598.52,31016664.68,14848401.62,69076785.46,46016955.83,24590523.43,79436.87,9018142.95,9174654.34,1084182.82,200372.81,2546835.61,87092.23,216912.45
12/15/2023,1325870971,800007903.8,97471756.38,270926529,28305372.53,9673135.24,5518857.85,38883648.44,17950284.77,82788743.7,112232278.4,52402688.32,66774.18,7907873.87,14687998.46,1422471.49,100680.09,1242248.15,212628.03,167600.94
12/16/2023,1280123112,529567880.9,66044605.09,153384970,28940639.42,8967461.17,4033170.32,38854797.83,16262428.59,109559941.2,138332903.5,38893708.24,83282.53,6755171.18,8617163.5,1274160.78,344601.27,1981380.04,154516.98,123633.9
12/17/2023,681854372,394887677.3,49380314.3,130399757.5,34623322.01,13147930.63,4048543.88,102221518.3,18218827.34,62843222.51,71222673.26,60512046.74,56645.21,6452634.19,6423335.69,1230045.56,198469.04,1216245.59,51063.41,184729.61
12/18/2023,744742147.8,358716315.1,41268412.38,92601546.68,30904988.17,25429815.46,6982049.99,66138976.12,21488276.57,66044906.76,127705469.9,79988777.25,89645.52,9762652.45,6579034.78,3176312.4,68477.83,1394252.65,212361.34,181492.09
12/19/2023,1526938744,779426853.5,68087637.78,139180312.2,32054210.24,10825620.68,6791613.67,50157664.52,11251468.56,67487017.93,116965204.6,43442813.99,92464.21,6012316.14,9067271.27,1836152.19,49595.18,1709269.79,208212.84,231935.03
12/20/2023,1093081253,461464819.5,53478514.49,115242968.3,23148511.45,13403762.54,4702127.46,44690609.96,6505083.54,43828738.04,176963976.8,65768607.2,106945.28,8022560.79,5999513.12,1395807.6,77071.22,1157979.56,582857.91,145038.44
12/21/2023,1349253324,495194629.7,54497793.15,130091256,23082640.04,9607177.27,4007288.31,162811427.3,9648028.84,41503642.63,113102325.9,70621843.02,89140.2,6718437.94,9086225.84,1199312.1,86681.28,1266632.9,385200.13,55601.83
12/22/2023,1110957121,676439327.1,56806268.08,119163258.3,24987672.86,9474371.17,6941934.93,68440672.63,8952054.46,66542156.99,101343906.5,48209527.73,56395.65,6128706.63,10807588.31,1237941.62,74706.58,3145660.33,94174.55,163028.04
12/23/2023,1314700978,660659247.4,205145720.6,128993528.1,37203234.53,8964583.23,15838189.68,42220504.34,10154190.34,54970544.25,78613767.02,29793998.71,41927.07,4705489.76,3559380.56,1228091.28,3856390.87,1916962.07,72726.65,287320.24
12/24/2023,719236757.2,614178678.7,117415033.9,184660074.3,34308661.98,7811953.85,7973570.37,41757091.72,9934694.15,43437125.04,83511933.56,23875394.21,69294.29,3252063.13,7748709.65,1094188.99,363767,1535357.54,89227.06,112322.13
12/25/2023,1122153755,641360224.1,130276772.7,130047079.1,50499793.16,11029930.98,8679944.7,41407106.16,15154985.69,43998371.19,83088777.1,36406140.59,75804.22,4715568.16,2724202.85,1244442.89,110180.14,2090675.3,88906.2,248362.5
12/26/2023,1719526532,531623491.6,87464071.04,91505157.15,69976019.21,9464785.15,8641984.55,32815646.22,8410620.57,44169836.24,48292017.84,23484707.44,135740.1,3652842.39,5551770.84,1133535.13,101060.21,8438800.54,160562.23,81244.32
12/27/2023,1600554140,650854813.8,158367965.8,295405633.3,86233116.49,16302748.21,11271729.51,38382378.39,9685652.41,65218227.21,39363842.96,36278642.7,92728.08,5767996.17,2386367.66,1971408.7,230310.28,2486988.08,123918.34,88437.9
12/28/2023,1400197240,894754341.5,88777707.6,185871314.7,48532436.35,12815624.53,11935492.46,30676529.55,21434859.74,38604533.23,43876371.11,27676503.73,59067.92,4028276.02,10601991.4,1212613.64,453370,2481764.63,60827.71,75561.59
12/29/2023,1802335304,1249632873,129296261.7,152896037.1,51998742.98,11994731.67,12073480.18,30098178.75,11971539.51,39804661.09,147371120.2,20904754.96,51548.65,4292089.41,6052998.54,1025175.68,120898.1,2439585.95,79192.71,101419.14
12/30/2023,1257166871,690487011.5,81283441.77,135294444.6,31560315.33,9084650.18,10506538.29,27186562.65,9051713.32,42240056.33,68236544.51,15477287.69,43510.53,3901268.61,10158021.01,2606486.32,109459.26,2071363.98,36356.08,45127.79
12/31/2023,654083660.4,331840263.2,52762938.39,73825097.03,24440382.04,8405060.59,8607045.16,24917673.46,5518327.31,15314791.79,45513793.23,13473097.98,60966.12,2383774.32,3626032.8,1158524.39,162989.26,1012900.5,13613.28,42779.66
1/1/2024,616827726.8,376975059.2,58473736.18,73962282.18,17894507.52,6765500.5,7968601.91,23784558.92,5904941.39,18764659.61,26408168.02,10844928.69,60530.64,2796965.33,2599944.31,1004437.55,166462.99,2226007.76,26794.71,143689.83
1/2/2024,661012500.8,345330490.6,199451259.9,94339813.25,20734815.26,6289286.6,8009514.2,26715847.15,9425430.66,21349403.58,38097954.13,12629393.09,61008.65,2806649.52,5785008.24,863861.65,138755.63,1598958.4,47438.73,51758.21
1/3/2024,1269164248,560129237.5,142732422.2,125854529.7,24670845.35,11349305,13081693.77,40810068.91,9015421.17,37345881.39,52651013,23742627.32,40175.29,3984408.55,6494653.14,1240496.48,116559.01,5275838.75,47862.56,65906.33
1/4/2024,3221372100,961879773.6,172734579.9,184661062.1,510299732.9,20017074.79,20065569.62,56369950.59,18896661.22,70183414.51,60949917.32,55058982.39,41345.27,6576652.9,7057964.42,1260976.65,172294.36,2358296.63,96592.5,82411.1
1/5/2024,1370124013,464183582.9,91329666.6,110797595.6,462611906.5,13205448.68,13439752.9,41426762.68,9108465.32,37432226.55,42959243.3,30564935.97,64713.13,8337831.3,5972526.65,1444673.64,139012.4,2796295.28,35159.74,130023.53
1/6/2024,1427534946,694476594.4,88238284.57,161262369.9,206028100.1,16769604.89,14522882.56,41820124.56,8924022.11,40973474.53,32384921.47,28554938.3,44599.29,10547009.78,4925748.32,966095.25,175707.69,1934531.44,20500.57,62426.38
1/7/2024,730296367.6,417026218,74906337.38,94246744.92,144527186.4,10379371.04,11606269.97,41004354.03,7894431.94,30389647.45,103343481.8,18127311.5,35357.86,13142256.2,4856231.9,1006722.69,176549.84,1222655.38,13901.14,48984.86
1/8/2024,793183141.4,342893063.4,62008074.06,78287067.4,99922749.17,8870721.08,10126437,26471369.4,8156540.79,19007307.37,55056705.78,13644217.64,60055.69,5503877.37,5437623.23,932270.86,207852.11,2210281.76,15073.75,80557.39
1/9/2024,1804275059,619583569.6,97088655.86,199094356.5,220056255.9,9072816.43,13733747.56,33744078.56,7715012.24,23045796.19,55736028.32,17561100.23,37458.62,9406166.64,15398098.75,1031474.34,87620.44,5650808.49,31194.2,69429.01
