Date,Aave ($),Compound ($),Venus ($),BENQI ($),Maple Finance ($),TrueFi ($),Morpho ($),Radiant Capital ($),Goldfinch ($),BendDAO ($),Euler ($),Sonne Finance ($),Gearbox ($),Notional Finance ($),Shoebill Finance ($)
2021-09-23,1731729.81,1073797.08,228169.54,144985.67,49336.07,156618.20,,,605.77,,,,,,
2021-09-24,1710875.27,1146895.80,202564.20,157558.55,0.00,327911.89,,,283.31,,,,,,
2021-09-25,1450319.67,1066941.92,181602.67,178399.70,0.00,0.00,,,214.22,,,,,,
2021-09-26,1417119.76,1012315.92,179559.74,178336.52,0.00,0.00,,,465.44,,,,,,
2021-09-27,1557900.22,1057853.69,174833.54,174988.39,0.00,0.00,,,543.25,,,,,,
2021-09-28,1511773.21,1068936.43,165764.17,171326.88,104968.44,0.00,,,65.01,,,,,,
2021-09-29,1221027.80,1048771.95,309627.49,186241.54,199687.97,0.00,,,82.69,,,,,,
2021-09-30,1349983.51,915083.04,484915.37,199003.28,0.00,0.00,,,17122.11,,,,,,
2021-10-01,1369094.64,956448.80,587455.66,218012.40,43664.38,0.00,,,1182.51,,,,,,
2021-10-02,1521261.24,934373.53,648722.34,225079.75,12499.40,0.00,,,60.57,,,,,,
2021-10-03,1486728.61,818478.15,682798.72,231467.28,0.00,0.00,,,43.20,,,,,,
2021-10-04,1451156.11,800392.62,659363.53,233234.53,0.00,0.00,,,68497.67,,,,,,
2021-10-05,1797136.73,788331.96,664182.08,149046.32,0.00,0.00,,,138.00,,,,,,
2021-10-06,1837111.27,863889.79,636324.07,138189.48,73711.85,0.00,,,2633.84,,,,,,
2021-10-07,2002788.37,885666.89,606361.65,140292.36,398055.61,0.00,,,41533.66,,,,,,
2021-10-08,1622102.05,837823.26,383731.41,157963.10,120656.85,25000.02,,,136.24,,,,,,
2021-10-09,1498884.03,712584.32,307133.18,160602.50,0.00,0.00,,,555.50,,,,,,
2021-10-10,1603428.86,700651.57,268663.11,152010.86,60883.81,8294.28,,,2030.75,,,,,,
2021-10-11,1766703.57,714325.08,248971.55,158166.04,33084.75,0.00,,,7.50,,,,,,
2021-10-12,1913697.29,704603.73,262844.63,180280.39,30500.00,0.00,,,12822.64,,,,,,
2021-10-13,1847699.58,750948.93,262866.46,192998.38,41678.08,0.00,,,339.73,,,,,,
2021-10-14,2198841.17,953147.19,614883.25,196334.13,7500.36,159789.07,,,652.51,,,,,,
2021-10-15,2703117.05,1064770.15,543967.84,205853.90,52366.70,462361.29,,,4760.20,,,,,,
2021-10-16,2041607.20,1149706.66,572447.65,244242.24,0.00,0.00,,,791.13,,,,,,
2021-10-17,1927501.01,1187950.00,593130.45,279092.16,103547.95,0.00,,,313.14,,,,,,
2021-10-18,2264299.45,1253165.15,645241.94,270376.64,0.00,0.00,,,61.52,,,,,,
2021-10-19,2232071.54,1422838.79,646052.03,299374.23,0.00,65110.13,,,88.12,,,,,,
2021-10-20,2091476.33,1449823.84,635056.82,331706.44,30000.00,0.00,,,160.91,,,,,,
2021-10-21,2596060.09,1501300.20,497572.34,332105.47,208039.18,889824.78,,,142.76,,,,,,
2021-10-22,2318890.84,1243679.76,351861.77,348973.14,0.00,0.00,,,180.10,,,,,,
2021-10-23,1861227.64,1093665.30,353305.51,338826.28,0.00,532785.97,,,76.55,,,,,,
2021-10-24,2018269.23,1067915.39,330868.41,348997.36,0.00,0.00,,,49.86,,,,,,
2021-10-25,2179123.48,1128724.84,332278.48,366650.38,300510.27,0.00,,,77.63,,,,,,
2021-10-26,2332649.93,1162525.10,326578.24,373679.09,83185.24,0.00,,,28.23,,,,,,
2021-10-27,4282161.47,1268350.83,310117.28,365803.19,0.00,0.00,,,1082.95,,,,,,
2021-10-28,2206945.20,1378417.33,310072.33,385145.61,98698.63,0.00,,,83.43,,,,,,
2021-10-29,4056617.96,1712591.88,361931.92,401798.52,0.00,0.00,,,2425.73,,,,,,
2021-10-30,2602908.42,2006211.41,408961.43,382648.30,0.00,0.00,,,16167.81,,,,,,
2021-10-31,3614746.72,1588650.84,422480.83,388687.82,0.00,0.00,,,250.99,,,,,,
2021-11-01,2208937.23,1541057.19,430023.28,409009.91,0.00,0.00,,,60.01,,,,,6307.18,
2021-11-02,1897712.97,1461099.28,383982.20,391049.60,0.00,0.00,,,480.75,,,,,8614.64,
2021-11-03,2053387.37,1387074.49,375731.80,331733.41,0.00,0.00,,,30.08,,,,,9407.20,
2021-11-04,1894097.51,1161467.41,325139.73,368840.64,371666.35,125721.43,,,1591.40,,,,,8186.22,
2021-11-05,1891596.64,1143419.86,442352.90,366640.51,30012.73,0.00,,,86237.37,,,,,5632.28,
2021-11-06,1958207.36,1051336.95,794204.93,360515.89,7501.76,203715.50,,,448.65,,,,,49889.74,
2021-11-07,1957286.38,938629.95,706711.86,383570.39,0.00,126091.10,,,236.85,,,,,9513.89,
2021-11-08,2202838.49,1001421.45,765125.37,414573.77,42876.71,522034.22,,,514.09,,,,,4132.44,
2021-11-09,2227487.69,1114943.88,740450.70,412096.34,412789.08,0.00,,,26577.73,,,,,604.41,
2021-11-10,2190205.36,916196.26,658325.91,404700.31,12504.25,0.00,,,255.69,,,,,51.54,
2021-11-11,1727175.75,934534.61,678171.63,411334.60,0.00,515484.65,,,641.73,,,,,11671.00,
2021-11-12,1894927.18,958443.35,688637.53,401178.89,40009.79,0.00,,,2540.65,,,,,5844.18,
2021-11-13,1813044.25,928279.95,722402.92,437166.20,0.00,0.00,,,509.91,,,,,710.57,
2021-11-14,1681796.57,941421.83,701131.68,441582.27,69220.16,934044.26,,,181.46,,,,,1214.50,
2021-11-15,1728123.06,1009433.36,662589.02,438774.02,35001.73,0.00,,,1569.94,,,,,71351.11,
2021-11-16,1586281.32,940297.53,425625.82,464607.32,5000.32,0.00,,,1172.37,,,,,6011.96,
2021-11-17,1328121.52,986248.32,319714.88,511429.10,0.00,0.00,,,1734.82,,,,,26238.38,
2021-11-18,1402795.86,893727.86,305027.31,495820.67,0.00,0.00,,,351.32,,,,,5075.37,
2021-11-19,1449687.78,833668.83,269990.33,526666.09,762068.18,0.00,,,75.06,,,,,9642.77,
2021-11-20,1473036.06,853702.13,271838.45,523236.01,17504.77,0.00,,,232.09,,,,,4144.38,
2021-11-21,1329032.14,899422.98,314109.88,527114.01,0.00,0.00,,,1067.95,,,,,1996.71,
2021-11-22,1317104.75,866775.24,306564.40,544143.50,66828.36,0.00,,,1514.56,,,,,5785.83,
2021-11-23,1350625.69,872270.93,303575.93,546793.78,0.00,0.00,,,1388.46,,,,,11656.14,
2021-11-24,1483343.79,845002.45,305483.11,551183.75,192037.67,0.00,,,36.12,,,,,7226.96,
2021-11-25,1660297.87,824945.07,304553.87,660753.10,0.00,0.00,,,20.51,,,,,642.82,
2021-11-26,1591334.50,847740.84,285051.31,613052.31,0.00,0.00,,,275.12,,,,,6130.75,
2021-11-27,1499259.18,876567.91,296074.62,620066.50,0.00,246476.16,,,426.58,,,,,689.85,
2021-11-28,1415343.04,831915.73,321809.99,617912.33,137118.21,0.00,,,133.92,,,,,1461.22,
2021-11-29,1507747.81,835184.29,333512.63,640083.08,105848.28,0.00,,,55627.33,,,,,10950.22,
2021-11-30,1673108.12,923624.61,320244.17,642742.20,89314.53,0.00,,,16258.07,,,,,6371.17,
2021-12-01,1747829.51,918743.44,277693.43,638469.41,40000.00,0.00,,,552.27,,,,,2642.96,
2021-12-02,1850756.77,925445.26,283266.33,626073.42,207801.37,0.00,,,176.12,,,,,1978.80,
2021-12-03,1798688.63,898021.04,288480.37,635109.82,108051.41,0.00,,,366.11,,,,,931.66,
2021-12-04,1478462.15,904684.21,214078.05,586794.66,77124.28,0.00,,,687.83,,,,,93046.07,
2021-12-05,1301783.26,888253.95,191013.11,554469.53,101299.91,0.00,,,435.12,,,,,85.34,
2021-12-06,1241015.22,859544.54,203549.54,551324.31,54253.06,0.00,,,83841.55,,,,,2995.04,
2021-12-07,1359104.95,874040.97,747722.88,532909.24,117294.52,0.00,,,24252.68,,,,,993.80,
2021-12-08,1366973.88,888719.77,716739.40,550803.93,214075.34,0.00,,,364.11,,,,,493.73,
2021-12-09,1287376.79,879383.02,769493.13,528836.91,763757.17,0.00,,,13992.06,,,,,266.36,
2021-12-10,1248419.46,896399.34,772892.02,511170.79,189635.21,0.00,,,137.74,,,,,66.78,
2021-12-11,1198597.56,888091.84,780458.15,522574.07,0.00,0.00,,,142.23,,0.00,,,161.02,
2021-12-12,1227088.44,928287.93,800160.59,526461.41,0.00,0.00,,,52970.54,,5.08,,,655.13,
2021-12-13,1250300.97,897374.02,708741.95,501848.26,547560.89,0.00,,,617.35,,0.38,,,694.70,
2021-12-14,1156308.44,821043.33,367883.57,475057.35,7500.55,0.00,,,15761.39,,104.69,,,21.26,
2021-12-15,1193778.90,810476.22,216664.26,512860.50,0.00,0.00,,,100.31,,314.23,,,319.05,
2021-12-16,1203545.45,855274.08,222028.07,509122.61,0.00,0.00,,,106.70,,348.33,,,6177.35,
2021-12-17,1205223.11,944311.70,227418.87,534150.95,535746.77,0.00,,,10413.72,,1206.22,,,71.38,
2021-12-18,1229434.95,836169.07,227818.43,569274.23,0.00,0.00,,,1221.65,,1868.25,,,97.07,
2021-12-19,1288718.73,788034.11,212022.83,548378.95,0.00,0.00,,,1991.12,,1791.87,,,30.01,
2021-12-20,1268265.97,823464.90,214117.16,575587.12,216387.45,0.00,,,64.28,,2092.94,,,90.04,
2021-12-21,1260841.84,766669.78,210475.69,586085.25,210616.69,0.00,,,273.98,,2256.53,,,104.83,
2021-12-22,1299426.01,815594.60,216693.04,587135.73,147028.78,0.00,,,1815.91,,1921.56,,,85.57,
2021-12-23,1342718.55,814136.68,248021.34,587979.25,112839.04,0.00,,,43.16,,1929.70,,4.12,485.25,
2021-12-24,1373651.28,828648.19,251147.63,566420.59,0.00,0.00,,,7.29,,1525.28,,372.87,0.00,
2021-12-25,1583095.12,822694.41,236039.33,569949.64,0.00,0.00,,,63.91,,2292.80,,0.10,239.14,
2021-12-26,1418579.08,802913.88,227094.79,575231.25,0.00,0.00,,,338.83,,1479.66,,41.13,2769.78,
2021-12-27,1296873.26,776841.35,219741.34,579699.57,0.00,0.00,,,280.59,,2749.74,,5.95,617.83,
2021-12-28,1352527.47,773488.86,217901.66,567634.91,0.00,0.00,,,70011.22,,1781.98,,0.00,86.22,
2021-12-29,1350528.09,762571.15,210448.24,560801.40,223778.67,0.00,,,277.41,,2268.71,,0.28,3008.03,
2021-12-30,1357333.91,751828.36,214766.64,568931.17,253767.82,0.00,,,79.18,,2130.96,,4528.96,4331.75,
2021-12-31,1357666.45,716132.12,210076.83,558732.83,0.00,0.00,,,56.52,,2342.87,,1507.35,741.66,
2022-01-01,1333562.51,715317.29,219068.18,552891.77,0.00,0.00,,,85.40,,2296.02,,11979.17,1.14,
2022-01-02,1363737.38,687441.62,207185.69,568368.30,0.00,0.00,,,55.53,,1570.78,,122.68,34.65,
2022-01-03,1419749.19,711001.55,214129.95,560947.31,25253.10,0.00,,,141.25,,1992.69,,0.09,56.01,
2022-01-04,1373957.62,706626.79,200931.40,552205.72,365753.42,0.00,,,102.90,,2110.47,,7.93,13.03,
2022-01-05,1397558.05,726894.42,187678.62,539520.85,200712.33,0.00,,,6.44,,2809.95,,973.40,81.52,
2022-01-06,1345989.39,685147.15,159342.05,522349.28,0.00,399168.00,,,186226.57,,1666.11,,2053.69,1645.69,
2022-01-07,1311429.10,665992.28,142066.60,502758.63,45210.99,1582579.31,,,325.93,,2337.78,,21569.41,1347.17,
2022-01-08,1254542.46,669822.67,135322.75,496447.07,0.00,0.00,,,12290.61,,1736.10,,1008.31,649.23,
2022-01-09,1226796.02,661891.49,136453.92,500549.73,0.00,0.00,,,247.58,,1528.89,,4.01,148.53,
2022-01-10,1233185.28,633832.98,135393.91,495100.37,332685.00,0.00,,,5.11,,2126.05,,156.91,0.00,
2022-01-11,1291654.92,642118.34,165561.62,484140.73,0.00,0.00,,,57139.14,,2021.96,,1.94,2.09,
2022-01-12,1313357.57,627039.41,675407.84,492709.07,183224.55,0.00,,,5282.88,,1682.68,,52.19,56.72,
2022-01-13,1274745.28,629376.89,633590.23,474222.44,972290.36,0.00,,,39707.73,,1774.34,,2016.61,0.72,
2022-01-14,1306665.94,651770.16,683265.61,473488.89,10000.00,0.00,,,261.19,,1735.55,,0.00,0.00,
2022-01-15,1388897.69,646811.83,624181.61,465162.90,0.00,0.00,,,904.61,,1698.40,,1.02,63.45,
2022-01-16,1295386.99,637631.06,589243.48,463779.79,0.00,53910.19,,,680.00,,3049.93,,35.19,514.73,
2022-01-17,1288616.90,639641.18,539761.44,443541.25,0.00,0.00,,,478.74,,1783.55,,62.76,28.54,
2022-01-18,1326960.57,629374.75,542770.51,426972.49,61816.75,0.00,,,1571.06,,3236.16,,1389.52,0.39,
2022-01-19,1236254.48,630388.76,502749.50,404042.13,0.00,43404.98,,,69.77,,2059.54,,33.58,84.80,
2022-01-20,1315958.97,648598.13,282948.11,392315.57,317054.79,9698.63,,,4670.92,,2721.42,,6052.99,42.20,
2022-01-21,1228790.62,596442.46,150885.64,362817.13,32397.26,1406648.72,,,7355.48,,2907.40,,5704.42,55.19,
2022-01-22,964103.77,520086.06,94737.51,322540.21,0.00,0.00,,,2193.75,,2331.39,,4710.26,757.09,
2022-01-23,882758.46,486371.82,98687.63,316971.83,0.00,0.00,,,671.18,,2821.17,,331.24,240.82,
2022-01-24,935967.52,470057.39,102811.67,314316.74,419452.05,0.00,,,68289.26,,1806.60,,1.61,319.40,
2022-01-25,887212.48,421617.30,98903.80,308252.05,567837.00,403595.24,,,333.26,,2466.97,,0.00,839.52,
2022-01-26,895394.93,412170.17,100096.48,303862.24,0.00,256649.44,,,402.79,,1607.95,,0.33,321.19,
2022-01-27,902731.70,410401.30,95281.01,297844.69,79922.93,1661504.54,,,1136.29,,2894.03,,17.04,1082.62,
2022-01-28,907190.12,408434.16,95079.92,291063.80,103356.16,19369.36,,,923.25,,3061.08,,3.11,1263.54,
2022-01-29,963595.22,445570.30,100452.27,289101.84,0.00,0.00,,,7802.32,,2061.30,,4.16,0.20,
2022-01-30,921170.92,402324.85,98131.93,280778.96,21578.98,116782.46,,,222.76,,1812.02,,5.95,315.95,
2022-01-31,928797.95,433135.44,102006.58,268897.95,291118.31,0.00,,,1068.62,,2441.21,,11.15,92.47,
2022-02-01,942503.61,413666.97,107782.22,262023.30,0.00,0.00,,,179919.42,,2595.37,,1577.26,41.83,
2022-02-02,917676.36,430676.30,105936.01,266274.87,46238.04,0.00,,,274.89,,3215.47,,1.06,5022.87,
2022-02-03,937697.59,389129.03,106417.40,270249.67,45863.01,0.00,,,1495.76,,2338.67,,0.00,75.53,
2022-02-04,961319.96,422353.44,111636.37,293689.12,210703.13,288537.17,,,53705.56,,4252.17,,417.00,7.25,
2022-02-05,1010104.74,400938.92,112049.28,301124.49,16274.04,65983.83,,,1904.52,,6000.85,,6.04,2378.04,
2022-02-06,981936.74,398548.95,106097.12,310725.17,175129.88,0.00,,,249.08,,5236.64,,0.00,130.37,
2022-02-07,950770.87,391782.08,107097.89,344130.88,508617.51,48982.14,,,12316.72,,6361.35,,29.70,48.23,
2022-02-08,940184.17,372573.13,102943.75,365528.32,577158.90,213065.51,,,4574.27,,6387.89,,9.34,1419.44,
2022-02-09,964046.28,377295.99,106292.96,370840.36,46660.31,1179932.39,,,1432.01,,5605.64,,0.01,557.51,
2022-02-10,977514.76,397310.44,93473.73,366110.14,380976.94,0.00,,,52906.37,,6202.80,,27.42,12.72,
2022-02-11,1013364.13,446389.29,88688.39,353562.68,9764.38,0.00,,,5846.61,,7341.39,,2.24,718.53,
2022-02-12,896769.14,415751.96,86648.86,347610.73,0.00,0.00,,,158.65,,7004.97,,2751.04,360.07,
2022-02-13,893569.51,466192.25,88801.85,347406.30,241278.63,0.00,,,4217.70,,5939.04,,110.84,133.82,
2022-02-14,834881.47,421951.47,88706.68,339212.69,138082.19,326457.57,,,1120.34,,4771.17,,23.56,59.55,
2022-02-15,762781.87,424874.49,94622.82,348631.85,140209.05,26644.06,,,440.43,,5898.75,,0.01,1171.74,
2022-02-16,749658.27,417834.44,132452.04,362893.30,0.00,46377.36,,,295.12,,6180.09,,1.58,287.99,
2022-02-17,757265.27,415661.67,158011.60,344147.37,423683.84,0.00,,,691.39,,6696.36,,0.81,500.23,
2022-02-18,733008.07,398283.56,161313.33,330768.44,76894.52,66663.80,,,879.33,,5670.22,,0.00,449.14,
2022-02-19,735155.87,409854.18,169412.49,349181.36,358063.97,0.00,,,960.77,,10396.64,,154.42,442.18,
2022-02-20,747454.95,400837.64,150909.22,330159.82,0.00,0.00,,,1007.33,,6965.36,,0.00,7870.39,
2022-02-21,742825.00,422177.01,97835.79,311922.33,104691.78,0.00,,,59259.28,,10756.74,,3.15,9423.52,
2022-02-22,628941.49,385205.36,79605.71,303028.84,49320.09,0.00,,,15012.40,,9182.62,,77.22,143.00,
2022-02-23,618174.75,394332.89,82729.84,297765.66,211573.97,0.00,,,183.24,,8590.01,,79.29,1002.87,
2022-02-24,658548.01,357218.13,79513.68,286948.62,103567.87,0.00,,,6667.77,,9377.80,,989.71,5219.11,
2022-02-25,605970.79,335273.91,82976.63,282620.12,125899.92,0.00,,,1025.59,,7386.06,,0.00,481.30,
2022-02-26,579223.70,339061.83,85185.72,292724.94,41920.37,0.00,,,63.91,,1839.14,,5186.59,696.96,
2022-02-27,561884.39,325827.70,82938.38,289588.57,0.00,0.00,,,1136.76,,2390.95,,0.17,99.74,
2022-02-28,558606.87,336829.80,88029.26,300899.59,14794.84,184740.74,,,7209.67,,1390.78,,1.20,105.06,
2022-03-01,609246.09,361956.27,94139.69,301884.10,312220.13,0.00,,,12447.76,,2080.19,,82.98,910.40,
2022-03-02,604611.68,342253.42,338958.41,302377.50,236916.79,0.00,,,125002.45,,2205.65,,26.07,22801.98,
2022-03-03,602990.11,359626.22,362909.68,296704.67,0.00,0.00,,,93687.77,,2042.70,,0.13,147.23,
2022-03-04,611510.42,368631.15,341464.82,280790.55,0.00,0.00,,,21.40,,1798.39,,261.13,5666.10,
2022-03-05,644900.05,395552.83,341897.41,289854.81,0.00,0.00,,,415.00,,2568.57,,499.96,11453.54,
2022-03-06,604154.43,382003.25,334167.81,284767.45,0.00,0.00,,,1602.47,,1428.75,,0.00,106.78,
2022-03-07,605848.94,389359.79,327572.46,278286.82,0.00,0.00,,,133.07,,2829.15,,126.80,614.33,
2022-03-08,561343.57,390625.69,308355.94,270865.15,1138874.66,0.00,,,248.36,,1449.46,,62.19,120.33,
2022-03-09,605627.79,407460.34,154731.69,274439.19,386123.30,3616.16,,,12248.41,,2173.84,,1.86,5997.86,
2022-03-10,557912.49,400549.41,90290.44,270204.27,0.00,0.00,,,417.08,,1854.61,,0.20,883.74,
2022-03-11,560179.95,380430.73,91379.58,265256.26,187531.64,0.00,,,283.89,,1792.60,,0.00,902.52,
2022-03-12,621155.09,388450.80,90712.84,260287.47,0.00,83394.79,,,53315.00,,1861.67,,14.10,1436.45,
2022-03-13,584256.33,372692.60,89343.23,255199.06,72787.37,0.00,,,1258.25,,1786.66,,4.33,80.29,
2022-03-14,551422.48,387456.46,91402.08,245833.14,175101.37,0.00,,,86.95,,2311.95,,229.01,219.44,
2022-03-15,586291.29,379397.89,100307.27,235601.83,411041.96,0.00,,,114.70,,1866.78,,38.00,12.22,
2022-03-16,589540.15,376014.93,103828.55,208493.20,831354.91,0.00,,,178.19,,3215.44,,47.79,35.07,
2022-03-17,564000.59,370760.24,107051.65,227575.18,0.00,1232.89,,,5114.37,,2074.49,,0.00,58.53,
2022-03-18,602552.46,377409.03,110955.59,236666.85,48818.82,0.00,,,47730.62,,2331.50,,0.00,112.50,
2022-03-19,637025.24,380405.26,111654.23,237193.83,33428.12,0.00,,,1593.21,,2831.77,,0.00,178.43,
2022-03-20,600197.09,398205.76,106879.18,229905.44,291241.56,0.00,,,59.49,,2805.27,,102.48,146.58,
2022-03-21,607531.87,385449.65,111652.18,230534.60,169098.03,0.00,,,1490.80,11.22,4043.38,,63.54,107.22,
2022-03-22,622039.14,413361.68,215443.15,235521.88,563045.40,0.00,,,16.39,414.32,4243.49,,20.85,3877.25,
2022-03-23,676852.79,388320.71,203230.98,234108.08,9763.74,1430.04,,,1739.45,365.03,6289.06,,1.00,4474.32,
2022-03-24,692299.13,399563.73,207385.49,253872.88,191847.90,0.00,,,663.09,584.24,8072.23,,0.00,90.14,
2022-03-25,685245.91,393688.41,219604.12,238659.44,14646.58,0.00,,,593.22,1025.33,11078.59,,300.01,20506.98,
2022-03-26,720722.30,411014.38,199843.82,248477.27,48081.32,376213.06,,,148497.23,1633.20,14609.51,,0.00,1039.53,
2022-03-27,690705.87,407692.81,232899.94,250106.36,178613.14,0.00,,,82754.67,2471.39,13652.81,,1.78,84.21,
2022-03-28,783154.37,441499.84,229775.89,250648.25,0.00,0.00,,,28.57,4524.31,15195.32,,11.58,22150.58,
2022-03-29,783746.12,430562.17,189009.20,242231.51,221075.45,0.00,,,51.29,902.88,17931.29,,5.85,7029.07,
2022-03-30,751874.46,402140.49,181810.57,244188.08,405541.98,0.00,,,32.66,2399.72,25784.60,,0.00,33457.56,
2022-03-31,758502.72,422872.04,184223.22,236019.55,235682.67,0.00,,,125010.47,3399.18,24565.32,,9.90,3390.21,
2022-04-01,764934.48,387050.39,198198.63,240096.43,191110.36,0.00,,,13802.03,1077.10,29020.04,,362.05,62.06,
2022-04-02,767978.20,396023.05,198083.37,239902.47,0.00,0.00,,,321.49,3275.62,27711.97,,0.03,11121.73,
2022-04-03,763774.48,400578.70,204164.81,239277.78,0.00,275420.34,,,33.75,1101.95,43738.05,,6.36,81.70,
2022-04-04,763959.11,393776.14,201394.37,248033.91,207728.51,3953.52,,,39935.87,5435.56,58908.72,,14.76,462.77,
2022-04-05,734472.88,402144.11,222436.52,238176.71,444071.63,1461459.86,,,54175.31,5072.75,62142.71,,1063.85,521.88,
2022-04-06,741895.09,391288.66,199707.30,227233.49,191675.28,0.00,,,7.78,3855.59,63166.71,,0.07,11140.20,
2022-04-07,712507.71,384374.66,174543.86,211156.26,0.00,0.00,,,113.01,2601.73,64230.31,,505.47,7184.36,
2022-04-08,737248.59,341973.01,174336.56,163436.80,545457.41,0.00,,,1063.40,4689.72,78453.92,,94.22,329.61,
2022-04-09,724223.35,345365.01,175224.46,145036.78,0.00,0.00,,,15819.77,5339.94,72183.37,,55.16,50.91,
2022-04-10,761250.17,335771.72,154591.22,141659.07,0.00,0.00,,,30.59,6611.93,64065.75,,13.87,143.61,
2022-04-11,749485.55,349243.68,145996.56,129030.23,612818.51,0.00,,,52886.22,5372.81,62796.94,,200.17,131.22,
2022-04-12,746634.74,331050.75,148775.79,115244.03,810958.90,154725.98,,,141.90,3327.84,57917.20,,10.51,13369.65,
2022-04-13,763954.41,338394.77,155073.14,116317.57,620864.38,0.00,,,105.66,8084.66,83911.98,,0.56,640.16,
2022-04-14,744555.37,338032.53,151106.63,120019.41,0.00,0.00,,,181308.54,6464.07,52055.07,,0.14,628.64,
2022-04-15,722379.81,336233.83,144236.11,152880.60,5695.79,0.00,,,405.34,5142.40,61337.36,,0.23,58.19,
2022-04-16,755039.03,344118.13,140046.16,155235.46,319715.40,0.00,,,2020.45,5530.64,54985.68,,0.80,0.00,
2022-04-17,1670414.69,338089.11,136999.63,153876.35,0.00,0.00,,,65.16,5970.01,35797.06,,1038.78,207.98,
2022-04-18,775820.52,336195.28,153038.50,154438.18,0.00,0.00,,,653.61,8123.03,58842.00,,8157.70,21.17,
2022-04-19,765952.71,335151.76,179074.44,153505.95,395384.61,5957.71,,,437.95,7676.79,59067.94,,1.26,1446.82,
2022-04-20,817499.58,344768.21,187337.91,141521.42,0.00,0.00,,,24.29,15265.29,77092.09,,49.27,8853.46,
2022-04-21,1026139.49,334826.93,166463.67,136109.66,1134572.11,551032.69,,,21495.19,10972.88,52892.34,,62.33,0.00,
2022-04-22,1036254.46,325143.91,142055.43,131663.37,171702.74,0.00,,,472.85,9992.20,82237.16,,4.56,2.17,
2022-04-23,1060035.25,329472.05,133636.74,133405.15,0.00,0.00,,,58.37,11050.63,57694.03,,133.29,413.09,
2022-04-24,1008973.25,314180.35,134644.77,126183.77,0.00,6044876.18,,,1.73,24180.05,46824.62,,2.54,1.49,
2022-04-25,917576.54,318686.82,132445.23,113484.62,364330.75,0.00,,,83531.20,23360.50,66892.28,,183.72,0.00,
2022-04-26,1045960.14,327045.59,125344.16,108438.75,0.00,3917.81,,,82417.75,24968.17,41899.90,,19.89,2934.27,
2022-04-27,997384.99,309816.93,110151.14,102061.36,0.00,0.00,,,345.76,25164.71,39989.29,,1997.15,0.00,
2022-04-28,967803.88,246983.38,109504.43,106673.71,33497.44,26302.52,,,73.33,26980.34,63281.40,,5419.54,6542.49,
2022-04-29,923060.38,234591.64,155652.07,99732.46,696050.11,0.00,,,531.79,26047.11,45645.69,,1005.83,8.50,
2022-04-30,904860.43,229494.42,153461.02,99686.93,0.00,0.00,,,107.10,29193.71,73682.03,,2803.32,244.72,
2022-05-01,850899.02,219682.55,139989.02,89628.08,135711.52,12329.77,,,1520.30,36887.30,56918.28,,41.46,52.17,
2022-05-02,871897.20,218059.01,128547.41,83815.27,0.00,30770.55,,,274834.31,41870.97,55560.04,,0.00,1506.35,
2022-05-03,796442.74,229425.06,118360.87,84295.26,0.00,0.00,,,53561.09,42463.10,60744.43,,101.02,80.65,
2022-05-04,791163.44,206897.66,129169.45,82209.88,0.00,63778.32,,,106.12,43026.76,63089.07,,618.78,6286.48,
2022-05-05,764188.24,173829.33,101787.99,75654.06,1032293.66,9395.64,,,12332.69,40367.35,54223.20,,197.11,22.76,
2022-05-06,765793.47,163690.49,90852.82,69647.65,32555.57,338031.91,,,171.29,40752.34,51774.92,,127.26,123.12,
2022-05-07,759673.09,153017.04,81130.30,68605.10,0.00,0.00,,,85.33,37560.05,43071.03,,168.96,1101.07,
2022-05-08,786954.64,157172.70,70706.78,63118.13,0.00,0.00,,,144.31,42520.26,35177.86,,890.22,455.08,
2022-05-09,627942.03,140340.21,53253.04,57050.67,155399.97,0.00,,,2150.01,34730.54,22311.73,,7263.16,814.84,
2022-05-10,580262.27,133401.65,51105.15,49985.34,195398.73,0.00,,,819.70,83999.67,32366.71,,903.54,433.34,
2022-05-11,617318.02,131058.66,43980.48,28542.73,291270.13,285617.66,,,144556.17,75509.90,27237.00,,9258.09,1697.14,
2022-05-12,595105.64,115240.52,55490.95,20021.42,269224.16,40.14,,,189024.29,67269.81,25430.91,,17334.31,30842.38,
2022-05-13,491633.32,114761.01,67046.92,13665.38,315919.71,0.00,,,479.68,102806.73,32866.35,,104.60,90.09,
2022-05-14,482555.79,112798.74,77162.24,16135.30,0.00,0.00,,,874.48,37554.42,17653.58,,102.21,52.69,
2022-05-15,479514.14,116921.46,150993.90,16994.09,0.00,18296.08,,,82951.94,37768.60,23177.30,,122.45,1802.85,
2022-05-16,450017.62,117659.13,43465.09,16166.71,1049403.66,10634.06,,,473.56,34343.22,21896.65,,165.72,804.02,
2022-05-17,441474.10,122536.07,44339.78,17443.23,58956.72,448606.39,,,541.04,36409.06,29347.70,,57.31,608.87,
2022-05-18,418716.80,118199.11,42298.28,19160.24,0.00,77609.24,,,330.09,34139.56,20849.48,,2521.91,237.13,
2022-05-19,431241.41,111037.99,44741.93,18836.38,755131.74,78950.18,,,169.86,34957.10,25241.87,,289.28,242.25,
2022-05-20,466103.63,114291.83,43292.11,19454.21,0.00,0.00,,,52050.88,28504.99,21589.15,,44.57,1656.94,
2022-05-21,474166.25,108396.76,45044.39,21166.06,57200.28,0.00,,,202.87,32705.40,19918.09,,119.17,268.85,
