Date,Aave ($),Compound ($),BENQI ($),Venus ($),Radiant Capital ($),TrueFi ($),Maple Finance ($),Notional Finance ($),Goldfinch ($),BendDAO ($),Euler ($),Sonne Finance ($),Silo Finance ($),Morpho ($),Shoebill Finance ($)
2022-01-27,280028.56,229091.52,197965.56,51123.87,,30573.53,90807.09,2029.93,0.00,,,,,,
2022-01-28,1824017.30,141608.79,225095.31,219880.52,,122822.71,27659.16,254527.18,0.00,,,,,,
2022-01-29,706142.78,613811.95,199524.41,22522.00,,82247.91,55279.95,539.40,0.00,,,,,,
2022-01-30,1537503.81,164018.64,155716.27,33069.41,,28191.21,3415.75,126618.20,0.00,,,,,,
2022-01-31,889198.49,224209.19,178715.66,26216.26,,122383.67,46908.04,5788.94,221.40,,,,,,
2022-02-01,1536501.78,178717.44,482095.43,30826.50,,57160.02,25093.60,35337.10,0.00,,,,,,
2022-02-02,539960.63,193996.81,246683.81,20668.32,,81007.27,226888.71,89325.94,0.00,,,,,,
2022-02-03,852879.38,261281.39,249322.47,46468.96,,60781.80,2154.42,294.20,0.00,,,,,,
2022-02-04,859803.50,128804.85,306532.39,34651.97,,137734.96,270866.56,17701.21,1750.55,,,,,,
2022-02-05,900665.49,538901.84,326297.94,49482.38,,86935.04,38555.95,5584.44,2995.76,,,,,,
2022-02-06,1561550.10,195952.68,255722.51,33207.70,,81823.59,3905.54,126904.87,0.00,,,,,,
2022-02-07,1792648.47,326882.45,550159.83,77590.17,,84909.79,171749.25,7618.72,0.00,,,,,,
2022-02-08,1560192.50,163672.52,401083.68,42843.31,,95300.30,29569.46,119565.06,0.00,,,,,,
2022-02-09,909143.88,117117.88,304008.97,47287.29,,46641.71,6573.75,874651.35,2381.16,,,,,,
2022-02-10,758097.12,482702.82,548396.69,23406.33,,143431.71,446872.59,962.06,144.09,,,,,,
2022-02-11,838773.86,282257.08,254411.68,27726.36,,90553.73,527079.79,11242.08,162242.52,,,,,,
2022-02-12,349829.57,394986.21,258214.59,24598.92,,69448.94,280564.74,34905.34,246996.14,,,,,,
2022-02-13,374853.43,112477.64,422142.67,15904.79,,105050.37,15165.17,144861.39,0.00,,,,,,
2022-02-14,1832601.89,111933.65,283307.02,57756.80,,95116.67,254476.74,5633.82,0.00,,,,,,
2022-02-15,996244.57,154264.39,425524.17,131843.16,,57398.25,29906.21,27620.89,0.00,,,,,,
2022-02-16,1034616.62,261362.37,805813.13,77416.02,,96475.46,85242.47,119923.08,722.22,,,,,,
2022-02-17,800714.15,324135.12,293385.88,79302.95,,89773.90,62338.25,428.66,86521.71,,,,,,
2022-02-18,375799.30,91834.72,261302.50,30942.19,,92006.61,113299.24,98262.56,37491.68,,,,,,
2022-02-19,250706.71,86221.07,307276.17,17302.98,,73671.11,9962.54,999.39,144.72,,,,,,
2022-02-20,437675.90,753414.26,280761.57,49262.56,,52351.25,63253.77,456.92,9464.75,,,,,,
2022-02-21,732146.72,119438.34,242521.14,43627.20,,76363.67,108263.20,27942.44,11.78,,,,,,
2022-02-22,563058.14,591823.59,244524.06,27602.00,,88890.71,52015.63,17183.61,217.33,,,,,,
2022-02-23,310872.10,139915.77,209602.50,25240.41,,41983.67,34169.61,2171.24,0.00,,,,,,
2022-02-24,268954.31,403490.51,225780.49,43051.53,,84622.73,53163.25,3376.02,1885.40,,,,,,
2022-02-25,498032.46,123436.82,214046.99,29710.43,,62301.71,59174.87,268300.16,2602.19,,,,,,
2022-02-26,910439.92,375352.22,240826.73,29144.22,,92788.12,98908.24,18156.15,13385.15,,,,,,
2022-02-27,333931.83,104904.63,193476.27,14752.52,,58761.30,43518.40,12642.79,1784.12,,,,,,
2022-02-28,367864.92,149264.12,230459.18,45377.95,,41751.25,525194.86,4046.34,5456.29,,,,,,
2022-03-01,493268.15,125862.19,290783.78,49581.63,,110561.36,180076.86,66679.73,579.59,,,,,,
2022-03-02,1362646.98,150158.82,268876.81,41647.04,,68396.24,9921.35,179879.81,6784.84,,,,,,
2022-03-03,402894.15,423122.58,264488.52,41965.60,,68047.37,76990.01,4427.53,112020.42,,,,,,
2022-03-04,713504.80,310333.22,179071.11,25730.55,,59681.24,79246.60,37852.77,3570.72,,,,,,
2022-03-05,195836.68,424642.92,204186.43,23631.97,,104545.53,27554.21,1150.07,2859.38,,,,,,
2022-03-06,390470.46,71744.06,193676.55,21619.35,,59519.06,293171.09,1370.12,15727.59,,,,,,
2022-03-07,563955.48,225067.30,210077.36,72089.57,,69023.27,145203.79,7194.06,1149.44,,,,,,
2022-03-08,455109.48,237502.44,726192.42,39585.17,,63302.83,33117.72,0.00,18688.62,,,,,,
2022-03-09,432305.99,99762.50,186546.33,47972.30,,82402.81,111912.39,179415.99,18637.18,,,,,,
2022-03-10,206252.77,59969.73,389308.58,97339.71,,51629.87,42698.50,8423.28,1039.63,,,,,,
2022-03-11,535698.21,253238.72,155319.40,47487.81,,63082.64,136982.72,62957.24,5191.88,,,,,,
2022-03-12,403241.35,457591.75,140645.59,17723.54,,72369.22,30580.56,18401.19,6517.01,,,,,,
2022-03-13,530993.47,180771.01,172977.20,27941.40,,62524.35,57587.72,2121.97,153607.46,,,,,,
2022-03-14,341868.20,266611.22,273907.44,34517.82,,95420.05,61728.26,1610.13,93723.42,,,,,,
2022-03-15,486301.24,228021.98,174712.15,38825.94,,55728.40,70646.01,614.14,61822.50,,,,,,
2022-03-16,406221.06,181660.09,163536.82,25570.99,,69805.64,169653.29,12780.59,18574.35,,,,,,
2022-03-17,1264317.64,150504.22,231685.16,97616.09,,108829.64,990796.12,24.84,7631.55,,,,,,
2022-03-18,890249.25,187389.70,173378.53,36473.49,,43061.74,7095.24,229954.77,0.00,,,,,,
2022-03-19,722798.13,632051.71,323820.11,42094.90,,101521.17,68273.32,6790.24,40605.00,,,,,,
2022-03-20,332530.54,142653.73,380679.02,32188.51,,100123.22,33679.08,773.97,5918.15,,,,,,
2022-03-21,320572.77,148355.05,293064.09,50470.03,,72288.74,457842.04,163216.19,23566.27,397.26,,,,,
2022-03-22,1341157.43,278871.38,220369.47,50870.93,,81120.56,434763.82,10688.17,46369.19,14469.21,,,,,
2022-03-23,1264105.87,119112.84,159337.90,48439.82,,61099.02,205028.63,6554.81,21637.69,10551.49,,,,,
2022-03-24,307218.89,109916.36,354180.55,67856.47,,81337.30,310274.26,132.38,3514.38,13371.29,,,,,
2022-03-25,347087.97,152619.31,159078.78,27005.09,,76920.11,121093.89,224953.69,1984.89,5706.57,,,,,
2022-03-26,430895.36,631922.89,113758.21,243992.99,,92845.96,78591.23,4288.12,1407.97,7451.36,,,,,
2022-03-27,269119.63,180411.23,166709.93,50709.63,,77432.39,117530.78,9265.53,20401.11,1224.49,,,,,
2022-03-28,470268.79,302202.60,482924.75,8107351.96,,103391.96,240528.54,13828.10,2435.62,22590.25,,,,,
2022-03-29,496972.71,507680.69,218601.58,59117.42,,95705.91,72382.50,12657.76,27717.61,2200.09,,,,,
2022-03-30,1113261.02,365052.14,407588.16,78732.68,,104161.43,204689.12,51197.19,30245.87,14040.13,,,,,
2022-03-31,1481907.35,88115.30,229525.51,115040.15,,108770.24,1388359.21,25847.74,8671.56,20552.95,,,,,
2022-04-01,715353.02,65708.18,206856.72,81372.34,,103535.27,256137.06,19977.92,6387.19,1940.65,,,,,
2022-04-02,397767.47,74801.66,174200.65,93401.56,,74838.85,40342.30,75770.70,94704.75,13678.44,,,,,
2022-04-03,339040.09,668983.63,172381.49,34144.45,,99419.90,80440.96,23904.56,909.89,1601.71,,,,,
2022-04-04,312634.32,49837.25,252283.30,59210.56,,94003.35,175759.55,101996.97,34990.77,58228.82,,,,,
2022-04-05,460696.24,143691.19,149520.83,39636.31,,111520.73,285036.30,20532.22,293.47,13878.85,,,,,
2022-04-06,370385.48,55075.12,214950.78,26339.32,,82992.36,100621.71,220475.18,4326.90,4637.61,,,,,
2022-04-07,226687.09,148926.94,236815.98,43101.66,,78026.04,99748.94,31323.97,22062.53,14168.04,,,,,
2022-04-08,241071.70,86399.33,102322.05,77561.83,,83725.77,289371.79,30465.85,14252.99,4583.50,,,,,
2022-04-09,578698.92,51444.79,252108.00,32328.87,,55938.73,196957.02,14857.00,15852.51,11927.36,,,,,
2022-04-10,216547.45,452460.63,131749.97,27496.72,,109615.52,285758.71,15157.41,23091.23,1783.43,,,,,
2022-04-11,246341.76,133593.74,101869.44,36322.87,,101264.28,73032.72,2838.04,950.54,21481.19,,,,,
2022-04-12,350508.83,71545.55,89234.59,52386.66,,43493.55,115436.66,48859.35,2763.95,3352.03,,,,,
2022-04-13,1097747.01,115737.42,100705.99,163306.01,,103085.05,373766.10,50858.88,184310.88,2070.55,,,,,
2022-04-14,447304.35,43460.27,102648.54,40380.78,,79436.48,104153.12,18795.45,19301.85,8130.57,,,,,
2022-04-15,232994.85,62372.14,89263.01,31370.03,,74965.41,319030.93,506516.98,4996.47,39181.63,,,,,
2022-04-16,190928.61,461340.39,79828.49,24386.07,,56744.53,57491.32,11138.00,62332.81,6288.96,,,,,
2022-04-17,253210.26,65714.01,289306.61,27781.39,,94719.47,17019.46,19061.85,33257.67,10062.12,,,,,
2022-04-18,624181.12,74585.74,77777.41,32257.56,,79978.93,47247.91,13406.29,11765.21,2094.80,,,,,
2022-04-19,343851.39,100362.34,186834.47,44996.90,,61212.06,286894.00,110419.19,5896.51,11963.23,,,,,
2022-04-20,2389794.55,73506.44,288000.04,86707.36,,114488.79,423960.50,111108.43,6932.78,25210.75,,,,,
2022-04-21,1112407.70,202312.35,82854.18,116187.95,,67363.25,8877.23,12755.46,16022.86,11674.83,,,,,
2022-04-22,343557.69,63642.98,100340.49,30755.20,,39584.02,150057.43,27491.78,4018.47,2552.59,,,,,
2022-04-23,159919.07,444229.81,64345.47,40550.08,,122196.21,19242.04,17432.03,13155.95,4888.67,,,,,
2022-04-24,155710.80,84975.22,980340.26,32297.38,,49520.13,49045.09,1594.99,42016.92,575518.91,,,,,
2022-04-25,540433.52,154634.66,498352.96,75742.17,,86458.17,93040.58,1351.50,69016.93,469413.40,,,,,
2022-04-26,528126.96,100252.20,183977.87,28426.72,,90177.22,488336.54,34556.12,2096.58,14036.76,,,,,
2022-04-27,389035.33,117966.87,86290.43,60377.43,,37629.01,48341.02,5519.55,5407.29,24978.24,,,,,
2022-04-28,525682.72,278819.17,107665.78,45866.73,,83531.64,72844.71,39600.56,18814.70,179549.91,,,,,
2022-04-29,323227.80,46453.97,89488.44,114540.28,,107690.78,72151.51,6538.31,14289.27,59313.99,,,,,
2022-04-30,207373.70,45217.97,96515.98,39659.42,,68338.78,283076.06,11124.62,23022.56,112544.17,,,,,
2022-05-01,138354.73,37520.98,76089.30,19385.37,,55281.87,37996.47,3881.89,26336.91,29080.66,,,,,
2022-05-02,228891.75,97353.98,75281.89,26429.36,,61247.71,203841.54,22246.21,115497.24,82186.00,,,,,
2022-05-03,437078.32,35503.23,95943.64,22082.70,,76251.24,102776.03,3978.28,38223.07,34547.57,,,,,
2022-05-04,196169.33,264679.69,65823.45,24608.56,,53312.36,53563.88,83103.49,85718.20,28078.36,,,,,
2022-05-05,928862.52,125788.60,35422.30,37047.00,,67646.59,10512.32,4469.22,6999.41,59487.35,,,,,
2022-05-06,639903.41,131716.62,130833.30,72178.41,,74281.78,107834.84,130522.19,49008.87,104862.93,,,,,
2022-05-07,307992.32,136865.22,51991.36,20336.40,,72833.85,120733.84,31396.67,8754.63,124868.84,,,,,
2022-05-08,344269.50,105877.26,49286.17,109118.63,,50601.42,26855.81,18123.50,33163.57,69709.02,,,,,
2022-05-09,275988.44,258437.99,64934.25,30579.08,,32507.81,3351567.35,179512.53,1389.41,32181.93,,,,,
2022-05-10,187589.01,135160.36,128953.53,13998.56,,53901.53,36565.47,10555.55,4974.10,65430.35,,,,,
2022-05-11,240572.10,114679.10,86687.95,14012.33,,32491.59,1267882.01,16913.72,4360.63,65203.55,,,,,
2022-05-12,136407.75,279048.40,98521.70,18309.24,,26820.46,16895.77,61495.84,0.00,21777.59,,,,,
2022-05-13,99384.37,73371.99,24947.48,17976.33,,33754.24,59575.33,5929.03,42051.68,70552.96,,,,,
2022-05-14,84917.37,104123.91,23214.16,24906.64,,24564.12,39785.98,35067.12,103813.51,49447.79,,,,,
2022-05-15,110762.37,44728.98,35941.81,41801.61,,48738.40,45800.26,12992.10,35672.88,42040.89,,,,,
2022-05-16,221413.26,128509.75,33577.41,19270.59,,31003.00,34408.38,11913.55,31235.50,50275.51,,,,,
2022-05-17,224503.06,25410.36,33271.76,147728.02,,44391.28,10378.06,15394.51,206991.44,28004.11,,,,,
2022-05-18,184132.20,37562.04,32130.71,31941.65,,27029.69,38807.99,33254.58,139246.97,48990.42,,,,,
2022-05-19,568469.41,63696.30,30661.11,43412.59,,49952.34,19816.76,715.10,83506.72,28583.31,,,,,
2022-05-20,129021.07,53768.88,19257.25,12411.04,,23898.83,202430.09,39745.75,15987.00,97663.71,,,,,
2022-05-21,85714.65,22089.24,20195.92,15510.91,,44038.96,45264.84,20305.12,8193.85,47054.64,,,,,
2022-05-22,93352.33,18449.08,37303.13,8088.13,,39606.14,42983.09,6623.08,20028.75,65301.00,,,,,
2022-05-23,131018.63,39766.96,44936.37,12125.18,,35971.44,53656.20,3341.68,50192.67,60314.32,,,,,
2022-05-24,121216.71,133443.05,49210.50,7995.80,,48052.25,375422.16,4530.54,38676.09,38301.72,,,,,
2022-05-25,62515.85,22477.96,29098.33,30194.11,,37672.25,64766.23,20050.27,47097.39,71541.60,,,,,
2022-05-26,96849.10,47343.41,26259.85,23823.41,,37356.31,47190.40,19755.93,1021.14,45250.66,,,,,
2022-05-27,169101.15,82402.10,22891.01,23256.62,,31632.95,26241.26,27363.64,33039.89,26919.07,,,,,
2022-05-28,70834.07,40943.48,13832.97,21117.16,,11686.99,14396.72,523.45,7829.69,19145.10,,,,0.00,
2022-05-29,169192.98,14008.34,23415.28,13795.56,,63893.58,49407.64,21422.25,9251.96,44680.26,,,,0.00,
2022-05-30,205348.82,30696.45,33785.62,65658.75,,33877.09,119702.58,1416.98,31636.94,23240.86,,,,0.00,
2022-05-31,135688.61,74534.45,40750.30,31822.82,,46503.68,247790.15,7759.92,23228.25,55487.77,,,,0.00,
2022-06-01,104146.76,37978.90,77005.27,17870.03,,38596.90,107034.73,21814.70,8814.48,26288.51,,,,0.00,
2022-06-02,203326.59,27627.20,33666.79,21650.25,,30035.48,29768.31,30546.78,21745.91,13862.37,,,,0.00,
2022-06-03,194939.11,43454.91,40489.95,13550.79,,29919.44,49616.90,20579.99,1543.47,24213.30,,,,0.00,
2022-06-04,125352.11,44074.10,20569.94,16051.75,,41469.27,16477.60,0.03,5375.35,15503.09,,,,0.00,
2022-06-05,106587.39,28070.28,21944.21,13338.92,,30359.12,18964.76,13162.28,1041.69,28208.17,,,,0.00,
2022-06-06,363871.24,47016.91,28465.75,16786.26,,36832.80,117781.56,32635.96,4029.01,49495.81,,,,0.00,
2022-06-07,144401.18,163875.44,34716.55,21043.83,,37960.79,37514.77,4662.85,9271.62,31824.04,,,,0.00,
2022-06-08,136595.46,19501.36,24931.36,29305.13,,37691.49,112106.73,29976.50,129.56,20541.08,,,,0.00,
2022-06-09,223789.28,32933.49,72843.01,26813.58,,38726.05,42390.14,813.16,20176.08,14089.84,,,,0.00,
2022-06-10,153347.43,65473.10,29648.90,14375.04,,34347.95,180921.33,2405.06,31879.31,16846.09,,,,0.00,
2022-06-11,288160.75,126075.64,14765.47,34645.36,,26389.02,8085.06,24703.21,180011.53,12562.09,,,,0.00,
2022-06-12,180194.81,40404.41,58267.23,32275.93,,32377.21,9764.79,45404.55,8676.69,11586.33,,,,0.00,
2022-06-13,305694.97,236499.96,58769.26,42097.64,,28089.44,144991.46,118918.45,52669.26,35179.78,,,,0.00,
2022-06-14,545042.36,66747.76,25122.35,26859.63,,20690.61,90977.50,49718.95,32187.06,8029.99,,,,0.00,
2022-06-15,169738.72,71977.68,29580.05,40773.86,,21603.83,127731.79,887.64,38188.06,5101.45,,,,0.00,
2022-06-16,184376.12,44735.97,17267.75,28553.60,,23769.36,75954.72,10899.77,147325.93,9406.63,,,,0.00,
2022-06-17,108362.31,35820.56,23492.47,12746.83,,27812.94,59882.49,16819.09,4182.21,10301.07,,,,0.00,
2022-06-18,192254.89,58873.59,23329.20,20847.44,,19770.08,171460.58,4124.08,54638.54,5161.03,,,,0.00,
2022-06-19,116778.96,36379.12,46786.91,14151.05,,26300.06,4515.03,6943.89,11650.73,9450.90,,,,0.00,
2022-06-20,218032.99,24312.17,35102.30,18147.67,,15883.55,31919.45,323.64,65947.32,11989.34,,,,0.00,
2022-06-21,161686.59,12235.70,21702.17,16193.09,,18085.69,124140.66,1119.06,9092.24,8050.21,,,,0.00,
2022-06-22,99740.79,29432.62,14661.60,21174.98,,27386.40,47877.02,36089.97,6840.97,4685.40,,,,0.00,
2022-06-23,227995.67,27633.58,28215.90,18660.22,,21634.45,1191971.31,2003.66,815638.27,6691.91,,,,0.00,
2022-06-24,242338.54,28130.72,46319.72,28636.97,,23292.22,7057.89,615.63,13976.97,14547.76,476519.55,,,0.00,
2022-06-25,136986.67,159262.18,28399.73,16715.71,,34318.57,65395.75,14776.13,64867.94,5431.83,90815.41,,,0.00,
2022-06-26,144089.19,28171.21,36497.24,11341.99,,31370.22,3661.09,1218.88,17936.15,18061.41,15637.03,,,0.00,
2022-06-27,150906.07,41480.47,24255.14,72250.88,,25603.84,59256.97,18612.66,12061.17,5546.66,53186.32,,,0.00,
2022-06-28,94168.17,23620.39,16378.05,22644.06,,29621.89,21710.10,3739.10,17543.24,3405.83,85789.46,,,0.00,
2022-06-29,88115.82,38174.91,21064.40,9684.57,,19380.38,3190.74,3247.42,29807.48,4561.89,46047.79,,,0.00,
2022-06-30,182362.67,33267.65,55374.31,41496.92,,24440.61,27678.60,2584.21,4452.42,7999.13,8698.08,,,0.00,
2022-07-01,171412.04,44150.20,25515.75,18446.29,,27740.85,52962.68,815.13,20162.98,5775.47,9008.91,,,0.00,
2022-07-02,70979.15,35485.21,14916.22,14324.84,,33520.75,52343.72,2164.54,12285.46,4161.85,28378.52,,,0.00,
2022-07-03,72577.74,23728.22,26719.87,15233.91,,30203.23,10628.18,5016.55,19666.54,4107.84,14648.61,,,0.00,
2022-07-04,126687.38,40041.49,33072.63,19832.44,,23605.88,12398.46,16386.70,19405.52,5678.35,35524.82,,,0.00,
2022-07-05,76913.68,71579.08,30904.42,21357.98,,23899.82,17613.28,506.56,8888.87,11943.94,11415.44,,,0.00,
2022-07-06,176519.09,75304.15,26323.33,15434.50,,28886.11,58117.32,21905.47,1476.24,9568.79,113.64,,,0.00,
2022-07-07,146687.14,29141.15,48931.31,30763.17,,29775.87,15393.53,2848.87,58.80,11675.18,20624.65,,,0.00,
2022-07-08,106831.42,36634.68,20760.00,16639.82,,38789.66,17604.67,1019.24,1684.76,9964.27,1289.52,,,0.00,
2022-07-09,80167.17,22430.94,14995.67,13667.60,,29883.99,39889.96,1832.60,12078.80,21630.35,964.15,,,0.00,
2022-07-10,54609.01,25014.27,31516.44,15979.40,,28438.36,29511.31,163.18,3580.66,18861.82,4823.53,,,0.00,
2022-07-11,90430.54,30480.00,16015.50,17869.80,,30722.83,165847.51,4164.11,1668.88,913.55,6976.43,,,0.00,
2022-07-12,77226.45,58143.91,21493.44,12486.98,,26167.27,24396.48,10937.86,2411.93,11622.95,1112.82,,,0.00,
2022-07-13,114389.49,42165.46,22203.82,15222.25,,34181.09,98096.78,100911.31,44942.54,10910.71,4586.86,,,0.00,
2022-07-14,163990.37,35378.44,45403.67,35061.86,,48221.13,12593.76,5067.18,52492.19,6375.73,82581.72,,,0.00,
2022-07-15,79241.65,42313.69,33878.07,48653.25,,26062.26,45233.75,438.75,230221.75,2939.09,24630.31,,,0.00,
2022-07-16,151723.87,30253.57,46216.28,23066.71,,38341.02,34231.92,2127.80,23041.87,11773.30,8238.71,,,0.00,
2022-07-17,50364.48,56221.74,36157.97,18632.64,,24212.33,17183.12,0.76,15982.42,3092.70,20933.06,,,0.00,
2022-07-18,310988.95,122879.76,29489.53,54215.41,,49238.44,40353.38,9846.78,37659.68,9777.63,51796.55,,,0.00,
2022-07-19,219980.37,65983.17,97819.79,29637.22,,37750.76,24994.01,33414.74,10120.35,10704.21,610.74,,,0.00,
2022-07-20,284503.94,59987.59,30528.62,17204.17,,18899.51,13800.76,324.53,4658.64,5551.51,902.56,,,0.00,
2022-07-21,186689.92,100457.39,62092.61,29506.72,,46813.21,33239.01,456.77,22178.58,9297.90,1603.89,,,0.00,
2022-07-22,88168.57,99370.88,30167.45,17577.48,,18727.28,46873.25,31590.08,11889.09,10579.04,4670.28,,,0.00,
2022-07-23,68087.33,19778.78,21621.43,22654.07,,39215.55,28028.47,4096.84,29031.71,7636.95,9025.39,,,0.00,
2022-07-24,61457.21,12737.59,37235.59,23316.33,0.03,33698.54,13483.43,1552.00,99151.34,6883.66,15893.90,,,0.00,
2022-07-25,123155.19,28756.41,13319.83,14346.39,25.67,32129.30,13086.92,15212.09,17154.47,3862.37,987.66,,,0.00,
2022-07-26,78183.98,46157.31,30675.88,30662.73,405.26,37532.07,15764.24,1309.21,27348.34,2583.54,4813.16,,,0.00,
2022-07-27,87646.05,57997.88,42452.77,20101.14,1361.31,22204.27,27033.00,242.91,13809.78,9090.86,2251.60,,,0.00,
2022-07-28,119821.74,47338.99,57331.18,93533.57,918.30,45618.25,108874.12,7100.26,65289.87,24934.49,328.36,,,0.00,
2022-07-29,154860.56,25792.09,58872.83,98419.47,1448.47,28015.62,26796.46,1772.20,5921.98,22267.35,69430.11,,,0.00,
2022-07-30,98124.51,40760.58,33941.45,28362.94,1011.87,42624.47,39455.48,10874.32,8555.88,18011.32,21175.19,,,0.00,
2022-07-31,72042.72,26823.25,40346.83,22590.33,2780.23,32486.29,14688.46,1048.10,37214.20,8615.46,11064.93,,,0.00,
2022-08-01,86610.48,113421.96,65285.45,44345.31,2195.12,19110.00,190683.03,69504.11,223910.69,7061.45,16392.61,,,0.00,
2022-08-02,71928.34,65144.23,26477.44,20948.91,138475.62,43381.56,1443611.40,5264.77,1544.86,4849.91,0.00,,,0.00,
2022-08-03,104829.58,38642.38,25893.77,23556.92,7860.18,23798.57,40230.69,224.13,9991.95,5370.05,6975.42,,,0.00,
2022-08-04,298722.24,36502.11,32982.69,30226.13,11859.25,43330.67,31595.60,3308.59,113185.88,16094.19,30003.35,,,0.00,
2022-08-05,187250.38,22444.84,36261.67,23547.21,57922.18,36049.79,47576.68,2761.87,28171.37,11102.28,42302.91,,,0.00,
2022-08-06,156367.98,70068.48,26843.46,26096.53,17426.46,34738.75,3495.69,3074.77,18053.63,12274.76,3235.48,,,0.00,
2022-08-07,148063.37,18667.74,63292.99,38466.62,31843.45,36876.86,43061.23,3840.53,2211.20,8599.77,2790.98,,,0.00,
2022-08-08,373169.82,53837.77,55774.49,28258.56,28324.05,36330.31,33864.12,25758.32,9467.68,14974.58,15648.61,,,0.00,
2022-08-09,208697.13,36657.87,24654.10,23898.40,13323.58,36053.23,27452.52,6667.63,1931.46,2402.60,537.00,,,0.00,
2022-08-10,210691.57,55213.44,41392.37,35438.22,262521.03,27987.98,1078.26,4041.65,1887.60,12117.00,237.04,,,0.00,
2022-08-11,126511.43,202627.64,59203.88,29404.49,91000.83,40208.23,27242.00,1239.71,9466.78,5737.67,171.26,,,0.00,
2022-08-12,169713.62,58800.80,34326.80,31408.77,94963.78,39624.73,490095.40,3340.39,36001.24,37927.02,411.14,,,0.00,
2022-08-13,105811.72,41255.10,22273.80,22269.96,14525.98,22523.10,14412.66,7019.17,39371.94,11938.38,44538.05,,,0.00,
2022-08-14,232813.14,22744.20,35546.78,180645.32,16537.61,45982.92,396464.44,5138.07,36776.90,23922.79,84121.63,,,0.00,
2022-08-15,271013.87,53414.08,52603.69,17406.70,15731.73,21688.62,20050.17,12046.40,21378.49,7827.65,22791.24,,,0.00,
2022-08-16,186816.93,88018.67,29442.98,17396.45,43366.44,48197.47,2380.85,8156.22,17844.52,9966.57,44535.48,,,0.00,
2022-08-17,160240.32,45778.88,22290.24,47925.77,197760.02,25858.57,2925.75,80046.70,35794.73,6723.79,1037.44,,,0.00,
2022-08-18,182235.92,40561.78,24831.04,43960.46,15537.45,27533.03,11550.11,909.75,19953.71,24292.28,8163.76,,,0.00,
2022-08-19,148082.76,23572.74,31278.60,30189.36,11716.58,27439.02,2741.75,4050.47,17219.45,21887.07,1536.04,,,0.00,
2022-08-20,73714.64,45719.51,22974.41,24588.38,13674.28,15784.75,1600.52,206.74,4862.33,18605.86,2310.69,,,0.00,
2022-08-21,80818.95,50774.62,16367.15,16266.88,22410.50,24798.45,17.82,6609.71,66660.08,13743.03,1600.14,,,0.00,
2022-08-22,84649.54,30011.72,67862.32,33629.06,97967.88,16932.42,17177.99,0.59,9006.55,30644.17,497.57,,,0.00,
2022-08-23,216649.31,13364.45,30711.91,31732.75,52077.33,21959.58,304.97,6554.76,14915.82,25510.63,14594.25,,,0.00,
2022-08-24,136706.36,50597.32,21608.14,152285.81,44476.92,23829.19,2634.58,729.63,7726.83,62968.25,536.27,,,0.00,
2022-08-25,146867.00,26340.04,28233.49,134361.99,73387.56,19714.97,875.83,762.47,5397.17,18652.98,98824.87,,,0.00,
2022-08-26,83933.39,116668.40,13328.64,11751.48,13064.83,8065.21,16149.15,5004.80,15713.82,1618.70,1076.60,,,0.00,
2022-08-27,78766.00,38524.18,22464.40,1005872.10,10455.75,33021.11,6851.54,5496.19,22382.10,16428.16,1505.55,,,0.00,
2022-08-28,57783.13,17420.02,18143.88,18849.89,18710.89,18592.98,3491.42,527.50,78646.28,6901.76,1593.64,,,0.00,
2022-08-29,212550.77,59554.26,100917.01,28053.22,75155.09,16453.08,129335.28,0.06,8726.93,14927.24,150928.70,,,0.00,
2022-08-30,155724.33,27387.68,14214.45,25336.86,15414.57,18043.43,868.66,7241.16,14346.57,15436.44,22977.99,,,0.00,
2022-08-31,64058.30,120463.65,24576.08,17526.46,13747.56,25669.81,53415.56,15632.51,12861.07,5789.50,99661.38,,,0.00,
2022-09-01,70551.46,33663.03,39581.28,22828.20,21374.03,16234.86,377333.13,50.47,12533.86,12021.90,91944.07,,,0.00,
2022-09-02,146008.15,135511.15,18936.04,27465.99,10344.22,18359.48,717.38,1351.12,7344.34,22182.02,13073.32,,,0.00,
2022-09-03,109579.51,126890.22,16487.21,51374.64,8081.51,23848.24,0.00,3268.33,3637.22,7400.76,3463.08,,,0.00,
2022-09-04,92988.48,37052.72,11799.66,19807.94,9327.58,10555.38,25130.34,7081.22,5423.90,20306.64,8570.94,,,0.00,
2022-09-05,98286.45,30488.26,21140.21,33495.87,12360.05,22076.95,2825.07,3249.78,4120.89,30425.59,2164.19,,,0.00,
2022-09-06,134420.43,30414.98,21403.77,33167.69,11131.46,24069.02,42946.22,2196.71,10623.09,21514.17,6060.85,,,0.00,
2022-09-07,188053.75,135029.35,39360.97,20300.01,93007.07,18582.40,10526.94,5786.27,4305.70,7295.42,17327.08,,,0.00,
2022-09-08,120986.10,78000.18,29024.76,23308.15,8396.10,15352.70,28.95,2282.03,116460.85,13934.53,19660.72,,,0.00,
2022-09-09,282625.18,57592.54,21931.32,32561.73,16286.30,29475.45,577.71,206412.55,22598.68,20847.52,2562.09,,,0.00,
2022-09-10,81007.32,62777.45,16215.52,19006.74,13309.23,20102.78,5658.16,2258.94,11681.71,13827.20,1819.62,,,0.00,
2022-09-11,87200.97,196681.94,16731.06,16994.78,5442.80,18925.41,10524.82,5084.59,22012.75,5679.90,5035.93,,,0.00,
2022-09-12,124971.62,70123.15,34432.80,34590.00,7737.58,21487.50,48340.67,3995.36,32043.30,5896.60,12186.11,,,0.00,
