Date,Compound ($),Aave ($),Maple Finance ($),Venus ($),Euler ($),Goldfinch ($),Notional Finance ($),Homora ($),Centrifuge ($),TrueFi ($),dForce ($),Radiant Capital ($),Silo Finance ($),Sonne Finance ($),BENQI ($),Scallop ($),Mendi Finance ($),NAVI Protocol ($),BendDAO ($),Gearbox ($)
2023-11-20,51.16,90.59,14.09,7.61,2.72,0.73,0.13,0.09,0.56,0.05,0.04,0.25,0.07,0.08,0.01,,,,0.01,0.01
2023-11-21,47.51,84.78,13.35,6.48,2.85,0.74,0.13,0.09,0.52,0.05,0.04,0.22,0.07,0.07,0.01,,,,0.01,0.01
2023-11-22,50.52,94.88,14.34,6.66,2.81,0.71,0.13,0.09,0.45,0.04,0.03,0.24,0.08,0.07,0.01,,,,0.01,0.01
2023-11-23,51.31,96.16,14.02,6.82,2.84,1.19,0.13,0.09,0.50,0.05,0.04,0.24,0.08,0.07,0.01,,,,0.01,0.01
2023-11-24,51.41,98.62,14.59,7.18,2.86,1.36,0.13,0.09,0.57,0.06,0.04,0.25,0.08,0.07,0.01,,,,0.01,0.01
2023-11-25,52.64,98.79,15.67,7.17,2.99,1.44,0.13,0.09,0.64,0.06,0.04,0.26,0.08,0.07,0.01,,,,0.01,0.01
2023-11-26,52.56,98.13,17.79,6.93,3.03,1.50,0.14,0.09,0.66,0.06,0.04,0.25,0.07,0.07,0.01,,,,0.01,0.01
2023-11-27,50.75,95.21,17.69,7.06,3.03,1.25,0.13,0.10,0.65,0.06,0.04,0.24,0.08,0.07,0.01,,,,0.00,0.01
2023-11-28,51.35,97.18,18.68,6.75,3.03,1.22,0.13,0.10,0.62,0.06,0.04,0.24,0.08,0.06,0.01,,,,0.00,0.01
2023-11-29,51.10,96.24,18.90,6.72,2.89,1.43,0.13,0.09,0.68,0.06,0.04,0.25,0.08,0.06,0.01,,0.01,,0.00,0.01
2023-11-30,50.72,97.59,19.84,6.89,3.04,1.39,0.13,0.09,0.68,0.06,0.04,0.25,0.08,0.06,0.01,,0.01,,0.00,0.01
2023-12-01,51.34,100.39,20.72,7.25,3.36,1.72,0.12,0.10,0.65,0.06,0.04,0.26,0.07,0.06,0.01,,0.01,,0.01,0.01
2023-12-02,52.42,103.93,21.52,7.26,3.45,1.62,0.14,0.10,0.70,0.06,0.04,0.26,0.07,0.07,0.01,,0.01,,0.00,0.01
2023-12-03,51.20,103.36,21.03,8.44,3.58,1.73,0.15,0.10,0.72,0.06,0.04,0.26,0.07,0.06,0.01,,0.01,,0.00,0.01
2023-12-04,50.70,99.18,19.44,8.30,3.43,1.55,0.15,0.10,0.74,0.06,0.04,0.27,0.07,0.07,0.01,,0.01,,0.00,0.01
2023-12-05,52.85,99.84,18.72,9.21,3.44,1.75,0.15,0.10,0.72,0.06,0.04,0.27,0.08,0.07,0.01,,0.01,,0.00,0.01
2023-12-06,51.30,97.37,18.21,10.57,3.12,1.60,0.16,0.10,0.71,0.06,0.04,0.26,0.07,0.06,0.01,,0.01,,0.00,0.01
2023-12-07,53.24,101.17,18.75,10.95,3.20,1.59,0.15,0.10,0.69,0.06,0.04,0.28,0.07,0.06,0.01,,0.01,,0.00,0.01
2023-12-08,53.71,101.44,17.18,10.86,3.44,1.58,0.16,0.10,0.65,0.06,0.04,0.28,0.07,0.08,0.01,,0.01,,0.00,0.01
2023-12-09,54.98,98.73,17.55,11.27,3.34,1.47,0.16,0.11,0.65,0.06,0.04,0.27,0.09,0.08,0.01,,0.02,,0.00,0.01
2023-12-10,55.24,98.75,17.11,10.66,3.33,1.41,0.15,0.11,0.64,0.06,0.04,0.27,0.09,0.07,0.01,,0.05,,0.00,0.01
2023-12-11,51.78,91.74,16.18,9.89,3.36,1.36,0.16,0.11,0.61,0.06,0.04,0.27,0.08,0.07,0.02,,0.04,,0.00,0.01
2023-12-12,51.43,91.75,15.31,9.68,3.20,1.37,0.15,0.10,0.59,0.05,0.04,0.28,0.08,0.08,0.03,,0.04,,0.00,0.01
2023-12-13,52.09,94.31,16.54,9.67,3.17,1.34,0.14,0.11,0.63,0.05,0.04,0.27,0.07,0.07,0.03,,0.04,,0.00,0.01
2023-12-14,53.05,102.99,15.99,10.02,3.21,1.53,0.14,0.11,0.67,0.05,0.04,0.30,0.08,0.08,0.03,,0.05,,0.00,0.01
2023-12-15,49.74,106.03,14.54,9.99,3.29,1.53,0.14,0.12,0.69,0.05,0.04,0.28,0.07,0.07,0.03,,0.07,,0.00,0.01
2023-12-16,50.48,105.18,14.51,10.16,3.35,1.34,0.14,0.12,0.63,0.05,0.04,0.28,0.07,0.07,0.02,,0.06,,0.00,0.01
2023-12-17,49.49,101.74,15.51,9.90,3.31,1.35,0.14,0.12,0.63,0.05,0.04,0.28,0.07,0.07,0.03,,0.04,,0.00,0.01
2023-12-18,51.03,100.97,14.74,9.85,3.28,1.26,0.15,0.15,0.61,0.05,0.04,0.27,0.07,0.07,0.02,,0.03,,0.00,0.01
2023-12-19,49.66,100.16,14.09,10.42,3.18,1.27,0.14,0.14,0.60,0.05,0.04,0.26,0.07,0.06,0.02,,0.03,,0.00,0.01
2023-12-20,50.35,100.64,14.61,10.54,3.19,1.30,0.13,0.14,0.56,0.05,0.04,0.27,0.07,0.06,0.02,,0.03,,0.01,0.01
2023-12-21,51.87,101.29,15.82,11.40,3.10,1.31,0.12,0.13,0.55,0.05,0.04,0.28,0.07,0.07,0.02,,0.03,,0.01,0.01
2023-12-22,53.54,100.51,16.40,10.70,3.17,1.27,0.12,0.14,0.65,0.05,0.04,0.31,0.08,0.09,0.02,,0.03,,0.01,0.01
2023-12-23,55.27,99.23,15.73,10.95,3.12,1.40,0.13,0.15,0.74,0.05,0.05,0.30,0.08,0.08,0.02,,0.03,,0.00,0.01
2023-12-24,57.19,99.43,14.98,11.38,3.10,1.41,0.14,0.14,0.75,0.05,0.05,0.29,0.07,0.08,0.02,,0.03,,0.00,0.01
2023-12-25,57.94,102.87,15.16,12.85,3.09,1.31,0.10,0.13,0.80,0.06,0.04,0.29,0.07,0.08,0.02,,0.03,,0.01,0.01
2023-12-26,63.05,102.71,14.93,13.29,3.06,1.39,0.11,0.14,0.78,0.06,0.04,0.30,0.07,0.07,0.02,,0.03,,0.00,0.01
2023-12-27,63.75,112.16,14.78,12.63,3.08,1.30,0.10,0.13,0.73,0.06,0.05,0.33,0.08,0.10,0.02,,0.03,,0.01,0.01
2023-12-28,62.07,119.21,14.24,12.37,3.28,1.41,0.11,0.14,0.73,0.06,0.05,0.31,0.07,0.11,0.02,,0.05,,0.01,0.01
2023-12-29,59.55,112.18,14.12,12.18,4.08,1.30,0.11,0.13,0.71,0.06,0.05,0.30,0.07,0.10,0.02,,0.04,,0.01,0.01
2023-12-30,58.61,111.56,14.32,11.87,3.72,1.28,0.10,0.13,0.65,0.06,0.04,0.30,0.07,0.09,0.02,,0.04,,0.01,0.01
2023-12-31,57.12,108.96,14.02,11.60,3.81,1.21,0.10,0.13,0.66,0.06,0.04,0.31,0.07,0.09,0.02,,0.04,,0.01,0.01
2024-01-01,61.32,115.66,17.70,11.70,3.95,1.25,0.10,0.13,0.69,0.06,0.04,0.32,0.07,0.09,0.02,,0.05,,0.01,0.01
2024-01-02,58.82,109.84,17.03,11.80,3.95,1.33,0.11,0.13,0.78,0.06,0.04,0.31,0.07,0.09,0.02,,0.05,,0.01,0.01
2024-01-03,52.66,101.78,16.77,12.34,3.90,1.39,0.10,0.13,0.78,0.06,0.04,0.32,0.07,0.09,0.02,,0.05,,0.01,0.01
2024-01-04,53.54,103.95,15.86,12.20,3.69,1.30,0.10,0.11,0.71,0.05,0.04,0.35,0.07,0.09,0.02,,0.05,,0.01,0.01
2024-01-05,51.93,102.44,15.72,12.41,3.61,1.50,0.10,0.11,0.76,0.06,0.04,0.33,0.07,0.08,0.02,,0.05,,0.01,0.01
2024-01-06,50.18,99.20,14.96,12.02,3.48,1.44,0.10,0.11,0.71,0.05,0.04,0.31,0.07,0.07,0.02,,0.06,,0.01,0.01
2024-01-07,48.08,94.52,13.69,11.51,3.43,1.31,0.10,0.11,0.68,0.05,0.04,0.30,0.07,0.08,0.02,,0.05,,0.01,0.01
2024-01-08,50.64,98.90,13.46,11.57,3.44,1.25,0.09,0.10,0.67,0.05,0.04,0.30,0.07,0.07,0.02,,0.05,,0.01,0.01
2024-01-09,49.66,96.27,13.39,11.55,3.22,1.31,0.09,0.11,0.69,0.05,0.04,0.29,0.07,0.08,0.02,,0.05,,0.00,0.01
2024-01-10,53.71,107.86,13.02,12.02,3.21,1.29,0.09,0.10,0.63,0.05,0.04,0.33,0.07,0.09,0.02,,0.05,,0.01,0.01
2024-01-11,55.91,109.47,13.87,11.99,3.55,1.39,0.10,0.11,0.66,0.05,0.04,0.33,0.07,0.09,0.02,,0.06,,0.00,0.01
2024-01-12,52.57,102.23,13.29,11.35,4.02,1.31,0.11,0.11,0.70,0.05,0.04,0.31,0.07,0.09,0.02,,0.07,,0.00,0.01
2024-01-13,58.86,106.04,12.57,11.94,4.04,1.24,0.10,0.11,0.65,0.05,0.04,0.33,0.07,0.08,0.02,,0.06,,0.00,0.01
2024-01-14,58.06,100.08,12.24,11.76,4.28,1.21,0.12,0.11,0.67,0.05,0.04,0.32,0.06,0.08,0.02,,0.06,,0.00,0.01
2024-01-15,57.33,101.90,12.64,11.86,4.28,1.22,0.13,0.11,0.67,0.05,0.04,0.31,0.06,0.08,0.02,,0.10,,0.00,0.01
2024-01-16,56.06,103.57,13.36,12.08,4.31,1.29,0.12,0.11,0.64,0.05,0.04,0.33,0.07,0.10,0.02,,0.13,,0.00,0.01
2024-01-17,55.09,100.54,14.20,11.84,4.47,1.30,0.12,0.11,0.63,0.05,0.04,0.34,0.06,0.09,0.02,,0.15,,0.00,0.01
2024-01-18,54.46,96.98,16.23,11.98,4.54,1.30,0.12,0.11,0.61,0.05,0.04,0.33,0.06,0.08,0.02,,0.12,,0.00,0.01
2024-01-19,57.36,96.49,14.40,12.17,3.90,1.20,0.11,0.10,0.60,0.05,0.04,0.33,0.06,0.08,0.02,,0.11,,0.00,0.01
2024-01-20,56.60,97.24,13.77,12.14,4.00,1.18,0.11,0.10,0.57,0.05,0.04,0.32,0.06,0.08,0.02,,0.12,,0.00,0.01
2024-01-21,54.50,96.83,13.79,12.22,3.83,1.17,0.12,0.10,0.61,0.05,0.04,0.31,0.06,0.08,0.02,,0.11,,0.00,0.01
2024-01-22,52.29,91.65,13.71,11.92,3.81,1.18,0.11,0.10,0.60,0.05,0.04,0.29,0.05,0.08,0.02,,0.10,,0.00,0.01
2024-01-23,51.89,89.27,12.63,11.54,3.70,1.07,0.11,0.09,0.54,0.04,0.04,0.28,0.05,0.07,0.02,,0.09,,0.00,0.01
2024-01-24,52.95,89.95,12.68,11.62,3.61,1.05,0.12,0.09,0.51,0.04,0.04,0.28,0.05,0.07,0.02,,0.09,,0.00,0.01
2024-01-25,53.39,88.59,13.02,11.52,3.62,1.11,0.12,0.09,0.50,0.04,0.04,0.28,0.05,0.07,0.02,,0.09,,0.00,0.01
2024-01-26,54.43,91.08,12.76,12.03,3.65,1.11,0.11,0.09,0.50,0.04,0.04,0.29,0.05,0.08,0.01,,0.10,,0.00,0.01
2024-01-27,55.57,91.45,12.99,12.34,3.76,1.19,0.11,0.10,0.50,0.05,0.04,0.29,0.05,0.08,0.02,,0.10,,0.00,0.01
2024-01-28,54.29,91.09,12.55,12.72,3.76,1.23,0.10,0.10,0.50,0.05,0.04,0.28,0.05,0.07,0.02,,0.09,,0.00,0.01
2024-01-29,55.72,93.59,12.10,12.51,3.83,1.18,0.10,0.10,0.49,0.05,0.04,0.29,0.05,0.07,0.02,,0.09,,0.00,0.01
2024-01-30,55.35,93.03,11.98,12.30,3.83,1.23,0.11,0.10,0.50,0.05,0.04,0.29,0.05,0.07,0.02,,0.09,,0.00,0.01
2024-01-31,54.04,86.24,11.84,12.23,3.90,1.17,0.11,0.10,0.50,0.05,0.04,0.28,0.05,0.07,0.02,,0.08,,0.00,0.01
2024-02-01,53.33,83.66,11.43,12.04,3.98,1.13,0.11,0.09,0.50,0.05,0.04,0.28,0.05,0.06,0.02,,0.08,,0.00,0.01
2024-02-02,54.57,85.43,12.08,11.99,4.07,1.12,0.10,0.09,0.50,0.05,0.04,0.28,0.05,0.07,0.02,,0.08,,0.00,0.01
2024-02-03,55.13,85.88,12.37,11.85,4.11,1.09,0.10,0.10,0.50,0.05,0.04,0.28,0.05,0.07,0.02,,0.08,,0.00,0.01
2024-02-04,53.45,83.57,12.44,10.61,4.05,1.08,0.10,0.10,0.50,0.05,0.04,0.28,0.05,0.07,0.02,,0.07,,0.00,0.01
2024-02-05,52.33,83.76,11.97,10.68,3.98,1.10,0.10,0.09,0.50,0.05,0.04,0.28,0.05,0.07,0.01,,0.06,,0.00,0.01
2024-02-06,52.62,84.79,11.75,10.62,3.91,1.07,0.11,0.09,0.49,0.05,0.04,0.29,0.05,0.07,0.02,,0.06,,0.00,0.01
2024-02-07,53.25,84.11,11.88,10.80,3.86,1.06,0.11,0.09,0.50,0.05,0.04,0.29,0.05,0.07,0.01,,0.06,0.12,0.00,0.01
2024-02-08,53.76,85.78,12.64,10.81,3.80,1.35,0.10,0.09,0.52,0.05,0.04,0.29,0.05,0.07,0.02,,0.06,0.12,0.00,0.01
2024-02-09,54.85,87.72,12.59,10.90,3.80,1.25,0.11,0.10,0.53,0.05,0.04,0.30,0.05,0.07,0.02,,0.06,0.12,0.00,0.01
2024-02-10,55.01,88.48,12.51,10.95,3.90,1.26,0.11,0.10,0.61,0.05,0.04,0.30,0.05,0.06,0.02,,0.06,0.14,0.00,0.01
2024-02-11,55.41,87.42,12.34,10.78,4.28,1.20,0.12,0.10,0.60,0.05,0.04,0.29,0.05,0.07,0.02,,0.06,0.15,0.00,0.01
2024-02-12,56.65,90.98,13.60,10.95,4.41,1.18,0.11,0.10,0.59,0.05,0.04,0.30,0.05,0.07,0.02,,0.06,0.19,0.00,0.01
2024-02-13,57.17,89.59,14.16,10.80,4.42,1.23,0.12,0.10,0.63,0.05,0.04,0.30,0.05,0.06,0.02,,0.06,0.17,0.00,0.01
2024-02-14,57.81,90.79,14.06,11.23,4.36,1.21,0.12,0.10,0.63,0.05,0.04,0.31,0.05,0.06,0.02,,0.08,0.17,0.00,0.01
2024-02-15,57.92,92.01,13.50,11.47,4.46,1.27,0.13,0.11,0.66,0.06,0.04,0.32,0.05,0.06,0.02,,0.08,0.18,0.00,0.01
2024-02-16,58.32,93.89,13.00,11.67,4.34,1.26,0.13,0.11,0.68,0.06,0.04,0.31,0.05,0.06,0.02,,0.08,0.16,0.00,0.01
2024-02-17,58.15,93.66,12.37,12.15,4.42,1.26,0.14,0.12,0.67,0.06,0.05,0.30,0.05,0.06,0.02,,0.07,0.14,0.00,0.01
2024-02-18,60.24,94.72,12.00,12.04,4.36,1.28,0.12,0.12,0.66,0.06,0.04,0.33,0.05,0.06,0.02,,0.07,0.14,0.00,0.01
2024-02-19,61.20,96.84,12.66,12.19,4.50,1.27,0.12,0.13,0.64,0.06,0.04,0.34,0.05,0.06,0.02,,0.07,0.14,0.00,0.01
2024-02-20,59.79,94.18,12.72,12.14,4.37,1.35,0.13,0.13,0.64,0.06,0.04,0.33,0.05,0.06,0.02,,0.06,0.14,0.00,0.01
2024-02-21,57.70,91.94,12.17,11.90,4.13,1.28,0.14,0.13,0.60,0.06,0.04,0.32,0.05,0.05,0.02,,0.07,0.12,0.00,0.02
2024-02-22,59.89,92.30,10.98,11.98,4.62,1.25,0.13,0.12,0.59,0.06,0.04,0.32,0.05,0.05,0.02,,0.07,0.11,0.00,0.02
2024-02-23,65.80,94.29,11.68,12.09,6.02,1.25,0.13,0.13,0.61,0.06,0.04,0.33,0.05,0.05,0.02,,0.08,0.13,0.00,0.02
2024-02-24,67.62,101.08,11.77,12.67,5.72,1.23,0.13,0.13,0.62,0.06,0.05,0.35,0.05,0.05,0.02,,0.08,0.12,0.00,0.02
2024-02-25,68.82,99.89,13.31,12.44,5.62,1.27,0.14,0.14,0.64,0.06,0.05,0.38,0.05,0.05,0.02,,0.09,0.12,0.00,0.03
2024-02-26,75.60,102.64,14.40,12.71,5.86,1.30,0.13,0.14,0.67,0.07,0.05,0.38,0.05,0.05,0.02,,0.09,0.12,0.00,0.03
2024-02-27,83.62,105.09,14.63,12.82,6.33,1.29,0.14,0.14,0.70,0.07,0.05,0.37,0.05,0.07,0.02,,0.09,0.12,0.00,0.02
2024-02-28,93.98,105.44,14.50,12.51,5.90,1.44,0.15,0.14,0.65,0.07,0.05,0.36,0.06,0.06,0.03,,0.09,0.12,0.00,0.03
2024-02-29,90.61,104.74,14.17,12.55,5.86,1.36,0.17,0.15,0.64,0.07,0.05,0.36,0.07,0.07,0.02,,0.12,0.12,0.00,0.02
2024-03-01,94.98,109.30,13.84,12.91,6.10,1.27,0.17,0.15,0.67,0.07,0.05,0.37,0.07,0.09,0.02,,0.14,0.12,0.00,0.02
2024-03-02,91.74,116.84,16.59,13.21,6.45,1.31,0.17,0.17,0.70,0.07,0.05,0.38,0.08,0.09,0.02,,0.13,0.12,0.00,0.02
2024-03-03,89.62,112.37,15.00,13.02,6.39,1.30,0.18,0.17,0.70,0.08,0.05,0.38,0.08,0.09,0.02,,0.12,0.12,0.00,0.02
2024-03-04,89.89,114.96,17.05,12.91,6.28,1.35,0.18,0.17,0.76,0.08,0.05,0.38,0.08,0.08,0.02,,0.12,0.12,0.00,0.02
2024-03-05,82.45,106.29,19.93,11.77,6.68,1.30,0.20,0.17,0.75,0.08,0.05,0.36,0.07,0.08,0.02,,0.12,0.12,0.00,0.02
2024-03-06,89.11,126.74,17.13,12.39,6.17,1.26,0.19,0.15,0.70,0.07,0.05,0.39,0.07,0.10,0.02,,0.10,0.11,0.00,0.02
2024-03-07,89.38,132.70,16.42,13.03,6.65,1.27,0.25,0.16,0.75,0.08,0.05,0.39,0.07,0.10,0.02,,0.12,0.12,0.00,0.02
2024-03-08,85.80,131.88,17.89,13.22,7.25,1.22,0.25,0.17,0.74,0.08,0.05,0.38,0.08,0.10,0.02,1.06,0.11,0.12,0.00,0.02
2024-03-09,91.33,131.26,17.08,12.95,7.21,1.22,0.24,0.17,0.72,0.08,0.06,0.38,0.08,0.10,0.02,1.06,0.12,0.12,0.00,0.02
2024-03-10,87.46,125.77,17.74,13.43,6.85,2.22,0.22,0.19,0.77,0.08,0.06,0.39,0.08,0.08,0.02,1.28,0.12,0.13,0.00,0.02
2024-03-11,92.06,136.13,17.60,15.36,6.79,1.58,0.22,0.19,0.77,0.08,0.06,0.42,0.08,0.08,0.02,1.26,0.11,0.12,0.00,0.02
2024-03-12,87.49,134.75,17.06,15.52,7.19,1.48,0.24,0.20,0.78,0.08,0.06,0.41,0.08,0.08,0.03,1.20,0.10,0.12,0.00,0.02
2024-03-13,90.52,143.43,16.40,16.89,6.89,1.90,0.22,0.20,0.76,0.09,0.06,0.40,0.08,0.08,0.03,1.05,0.12,0.12,0.00,0.02
2024-03-14,88.58,138.83,16.44,15.94,6.79,1.91,0.21,0.20,0.73,0.09,0.06,0.39,0.08,0.07,0.03,1.20,0.14,0.12,0.00,0.02
2024-03-15,82.03,128.44,15.07,15.59,5.97,1.80,0.22,0.19,0.71,0.09,0.06,0.37,0.07,0.07,0.03,1.09,0.13,0.11,0.00,0.02
2024-03-16,75.84,117.81,14.63,13.50,5.78,1.81,0.19,0.18,0.67,0.08,0.06,0.34,0.07,0.07,0.03,1.11,0.11,0.10,0.00,0.02
2024-03-17,79.24,126.64,13.74,14.81,5.69,1.68,0.18,0.16,0.65,0.07,0.06,0.35,0.07,0.07,0.03,1.15,0.11,0.11,0.00,0.02
2024-03-18,75.31,123.46,14.34,13.98,5.65,1.67,0.18,0.17,0.68,0.08,0.06,0.33,0.07,0.06,0.03,1.07,0.11,0.11,0.00,0.02
2024-03-19,66.22,109.07,15.43,12.89,5.60,1.58,0.18,0.16,0.63,0.07,0.06,0.29,0.07,0.06,0.03,0.99,0.12,0.10,0.00,0.02
2024-03-20,74.17,120.05,14.70,13.79,5.48,1.68,0.14,0.14,0.61,0.06,0.05,0.32,0.07,0.06,0.03,0.89,0.08,0.11,0.00,0.02
2024-03-21,74.07,123.29,16.38,16.49,5.59,1.86,0.16,0.16,0.78,0.09,0.06,0.32,0.07,0.06,0.03,0.98,0.11,0.11,0.00,0.02
2024-03-22,69.65,117.93,19.66,15.16,6.33,2.06,0.16,0.16,1.00,0.10,0.06,0.31,0.07,0.06,0.03,0.99,0.11,0.12,0.00,0.02
2024-03-23,70.60,121.57,17.17,14.58,6.29,1.98,0.15,0.15,0.88,0.10,0.06,0.32,0.08,0.06,0.03,0.89,0.11,0.12,0.00,0.02
2024-03-24,73.15,125.31,20.18,15.30,6.15,1.93,0.15,0.15,0.88,0.11,0.06,0.33,0.08,0.07,0.03,0.85,0.12,0.12,0.00,0.02
2024-03-25,77.04,127.65,20.92,16.28,6.24,2.39,0.16,0.16,0.99,0.11,0.06,0.35,0.09,0.08,0.03,0.87,0.11,0.13,0.00,0.02
2024-03-26,78.71,130.22,23.35,17.24,5.95,2.82,0.17,0.17,1.02,0.14,0.06,0.34,0.09,0.10,0.03,0.87,0.13,0.17,0.00,0.02
2024-03-27,77.47,124.56,25.14,16.40,5.79,3.89,0.17,0.17,0.94,0.16,0.06,0.33,0.10,0.10,0.03,0.94,0.11,0.18,0.00,0.02
2024-03-28,78.84,127.63,25.90,16.08,5.32,4.22,0.16,0.16,0.99,0.17,0.06,0.33,0.11,0.17,0.03,0.99,0.21,0.27,0.00,0.02
2024-03-29,79.44,127.33,23.11,15.83,5.44,3.92,0.17,0.16,0.98,0.17,0.07,0.33,0.11,0.17,0.03,0.98,0.34,0.34,0.00,0.02
2024-03-30,76.96,124.36,23.69,15.41,5.51,3.73,0.16,0.16,0.95,0.16,0.07,0.33,0.11,0.15,0.03,0.94,0.55,0.33,0.00,0.02
2024-03-31,79.50,127.25,24.77,17.64,5.55,3.86,0.16,0.16,1.02,0.15,0.06,0.35,0.11,0.15,0.03,0.93,0.51,0.35,0.00,0.02
2024-04-01,75.66,129.68,25.72,16.51,5.59,5.06,0.17,0.16,1.06,0.16,0.07,0.32,0.11,0.16,0.03,0.94,0.66,0.36,0.00,0.02
