Date,Aave ($),Compound ($),Venus ($),BENQI ($),Morpho ($),Spark Protocol ($),TrueFi ($),Radiant Capital ($),Goldfinch ($),Euler ($),Fraxlend ($),Sonne Finance ($),Maple Finance ($),Gearbox ($),Silo Finance ($),BendDAO ($),Shoebill Finance ($)
2022-11-01,2663737271.35,782955855.99,704217542.68,55992504.74,118458643.35,,15663140.59,69987456.63,99214060.14,315989878.98,5403772.41,47476787.01,,44019774.27,79333.80,22254909.42,
2022-11-02,2496229369.53,782798167.12,734868924.42,52698927.81,125944380.42,,14647328.19,71947935.70,99232858.31,318486916.45,5472175.52,54476253.20,,53371544.63,111350.57,21523993.63,
2022-11-03,2487736231.10,781959864.16,750255935.58,49650786.38,128684669.32,,14644976.43,75981080.63,99216925.61,334458322.87,5521983.59,60583483.04,,55968163.27,111650.30,21673165.35,
2022-11-04,2564749525.13,799148505.38,761362109.75,50783965.52,134114733.06,,14645030.18,85277651.90,99217289.74,353155710.97,5592154.36,67154867.68,,61674701.41,118518.92,23265763.60,
2022-11-05,2530976889.95,797989626.71,735478145.54,51127334.53,134185928.47,,14646493.11,87550302.19,99227200.80,348472180.70,6645026.84,73378684.99,,63313607.83,84489.51,23070239.29,
2022-11-06,2475018593.95,801210968.06,728116486.47,50125258.18,133150609.48,,14647540.70,87788506.61,99234297.99,342851418.75,10519328.58,78882922.83,,62379342.99,81613.10,22466611.99,
2022-11-07,2444395463.21,852681589.24,649794376.63,49626436.55,146776201.53,,14644942.60,89758212.21,99216696.40,328017950.30,10661926.80,83675904.88,,69676948.98,1581494.64,22369892.16,
2022-11-08,2237465739.91,826820189.12,520285308.84,43466241.81,140194452.92,,14867360.62,85961917.10,99231388.78,268095181.94,10574520.17,83416975.08,,69839137.75,1588758.28,18924554.48,
2022-11-09,2037614319.03,859945833.55,463620780.90,30060588.16,127999125.63,,14868798.26,65331089.19,99240984.25,206682112.17,10466617.55,75721461.86,,61519468.75,1576912.88,15391107.29,
2022-11-10,2187638609.01,865241840.77,499602803.64,27855923.56,129362880.51,,14887364.22,58386302.21,99364901.74,207759462.68,10514203.70,71146322.33,,58215147.46,1588989.73,17479552.89,
2022-11-11,2303530634.41,836485987.30,497941902.51,26333854.17,131408378.60,,14867517.15,58715363.13,99232433.55,209188664.62,10373019.96,68287352.56,,58872549.02,1586541.84,16254528.54,
2022-11-12,2320713659.29,826936129.35,491837814.95,24810810.28,134255336.47,,14865495.00,58583014.95,99218936.80,197189285.45,10182661.34,65106954.25,,58501120.79,1598227.43,15863460.94,
2022-11-13,2279401360.23,757720781.96,479887997.29,25741314.39,141717352.10,,14865840.03,59255322.30,99221239.67,189028172.34,10554684.08,65433127.23,,60901040.36,1595618.56,15252957.29,
2022-11-14,2173617028.06,663373467.83,471664500.76,26078421.58,165203583.20,,14865495.00,56417679.55,99218936.79,182324048.34,10429874.26,64126617.45,,54550918.12,1566536.27,15561971.90,
2022-11-15,2096873656.68,692178255.64,474008538.05,28131879.43,175877818.92,,14865495.00,56587801.93,99218936.79,180561490.37,10442194.97,62760240.67,,63207353.72,1566512.67,15088082.53,
2022-11-16,2085055553.63,709200752.48,473146077.27,27930449.17,166333347.94,,14862939.62,58956623.95,99201881.05,172577370.22,10451213.27,61356171.79,,64201561.35,1713267.38,13256518.58,
2022-11-17,2072717466.92,719982526.53,476867580.46,28880651.27,165241647.81,,14862521.90,61897518.58,99199093.00,174856649.03,10376294.34,61096769.25,,65454164.55,1723354.80,12979261.36,
2022-11-18,2069279362.37,714338050.89,478888078.44,28231362.28,167356197.18,,14865369.38,61638567.12,99218936.78,183699600.98,10905323.30,62232090.99,,69106087.30,1748003.49,13078206.99,
2022-11-19,2111711056.60,721097898.80,478566345.20,27529489.12,167556866.65,,14867203.18,61804607.85,99231176.43,187088004.20,10923474.68,63364354.49,,69336291.07,1748923.16,13091267.50,
2022-11-20,2091446729.45,720436104.90,476285412.29,26585141.64,162405718.08,,14864955.23,61621092.40,99216172.54,183379231.77,14094759.69,62663831.87,,65792719.22,1735280.23,12286187.50,
2022-11-21,2094155352.28,723617608.61,470292374.90,26149815.87,150341667.43,,14868917.90,62851104.47,99242621.33,181485205.61,15014923.07,63130922.84,,66354893.10,1728837.49,11921422.31,
2022-11-22,2049780621.83,691830373.15,473347476.95,26541333.29,161055640.63,,14864155.92,62410638.73,99210837.53,178248075.51,17257976.21,63160574.47,,67189470.75,1734859.18,12315978.74,
2022-11-23,1983899188.76,701112784.95,568139338.50,27525883.90,157041892.75,,14863986.46,56751022.74,99209706.42,188249662.87,17446738.18,61062332.26,,69202759.14,1788497.40,12949564.34,
2022-11-24,1985724029.59,710194442.82,773586131.19,28414850.65,163427754.14,,14864423.05,57478072.68,99212620.48,200880673.82,17581892.22,60618616.70,,69541509.83,1907071.95,13461991.37,
2022-11-25,1976926814.58,670642801.44,788377314.40,32793522.51,177001342.58,,14866878.22,56762899.79,99229007.48,212646168.94,18611701.06,60210488.93,,68863873.86,1908022.47,13266983.85,
2022-11-26,1983106512.24,672207335.78,798715773.21,32648649.59,183445901.56,,14867076.08,56908514.33,99230328.08,220480370.47,18772469.36,60615333.14,,69217019.16,1862015.52,13529471.03,
2022-11-27,1968554422.31,671659625.34,799125375.79,32472923.35,177671787.10,,14867206.89,59772021.86,99231201.21,222835216.58,18769911.13,55300529.60,,62914932.03,1858694.00,13770052.61,
2022-11-28,1952262014.61,666611343.89,780868150.53,31665642.25,179994659.78,,14865949.88,61763087.04,99222811.26,223275464.84,19730394.50,56088408.66,,62072097.90,1898326.91,13026621.17,
2022-11-29,1980095396.04,657486319.55,787519785.68,31057608.28,185541922.77,,14867120.67,61614022.93,99230625.74,236964990.02,21950335.68,55196655.88,,63122483.12,2454087.95,13640669.87,
2022-11-30,2033387674.84,663038438.14,796022878.66,31367075.16,199210192.31,,14865369.38,52703883.43,99218936.76,246174873.28,22051611.30,53974560.09,,63273336.46,2566277.83,14414894.21,
2022-12-01,2003798414.76,656687428.00,642340667.73,31180677.17,198522859.25,,14863882.85,52145712.34,99209014.86,249760788.52,22515238.33,54070485.32,,62957088.75,2700321.40,14181070.83,
2022-12-02,2007689022.42,662153712.58,455118570.10,30969061.25,198459018.42,,14866071.92,55116497.54,99222792.50,264655424.73,26329683.19,53273199.34,,64355323.41,3142277.35,14501786.20,
2022-12-03,1946653371.11,671340902.37,457144200.98,30265006.48,193540036.73,,14866588.64,56434272.17,99226241.33,268329010.51,28264140.44,46853126.04,,62718389.29,3100514.27,14137281.24,
2022-12-04,1976680969.38,674862126.13,464175849.22,30546244.17,197533959.46,,14866849.38,58364707.40,99227981.61,274052683.81,28594395.00,45771735.74,,60250978.49,3102065.94,14599909.21,
2022-12-05,1979166738.25,676381848.34,460994765.22,30347144.24,201709613.47,,14865369.38,60903853.29,99218103.46,274893215.32,29872789.03,45831095.05,,60942013.98,2984294.25,14422711.15,
2022-12-06,2004891565.79,678939922.22,463908478.04,30738509.18,204121712.14,,14865369.38,62656387.97,99218103.45,278222329.76,29861688.95,46093385.26,,60899866.76,2956520.55,14787655.97,
2022-12-07,1974534472.11,684102181.63,464818097.28,30882626.73,200253543.51,,14866575.41,64289814.13,99226153.01,237809333.08,36520931.82,42677458.88,,60591753.40,2995852.58,14436593.31,
2022-12-08,1995786699.88,675946844.86,466435487.06,31474398.08,202639411.98,,14865369.38,68326658.06,99218103.45,236728931.70,37698836.04,41613946.83,,60203578.05,3018768.38,14739557.66,
2022-12-09,1985874805.55,667864776.65,463389393.41,31202735.52,202242415.92,,14865444.90,69079547.33,99218607.47,227828930.91,38002007.75,41149847.37,,60386188.63,3045154.73,14494663.75,
2022-12-10,1992134628.85,670167025.54,463355345.03,30884542.35,203188238.66,,14865607.82,67468562.50,99219694.90,189103595.59,38176864.93,41494179.46,,61264419.96,2992833.10,14644605.42,
2022-12-11,1993390719.39,671628203.20,460718382.81,30292973.42,204042976.01,,14865369.38,72138610.26,99218103.44,193829029.03,38532980.06,43027867.94,106053968.27,61798220.76,3256949.36,14713712.14,
2022-12-12,2003950440.75,665600544.73,458931041.79,30381091.18,215443264.41,,14864642.17,74737060.23,99213249.69,190360704.06,38951403.63,42330518.74,78855908.32,61239108.74,3308871.69,14950439.81,
2022-12-13,2055212611.58,660013104.81,445715882.69,31350482.66,221289642.80,,14864545.54,74905557.29,99212604.77,171495859.92,39580318.99,45315151.67,43438824.91,61862699.63,3432133.65,15710890.53,
2022-12-14,1999718504.65,659524673.82,445812840.87,30709776.76,219066107.58,,14866217.30,75650585.97,99223762.84,169378089.88,35052542.18,44173490.21,43203755.11,61864103.58,3433031.73,15575899.33,
2022-12-15,1971575493.43,655703127.61,445477351.65,30467357.79,212188042.45,,14866397.62,76008784.76,99224966.35,166503602.30,35038169.60,43060420.06,42373049.57,61737559.07,3306331.80,15194028.43,
2022-12-16,1911101276.16,649743437.53,432106757.37,29315865.92,202591448.90,,14865746.52,72960530.71,101347338.76,160357314.21,35467268.59,42365254.58,40432504.02,60516300.26,3232907.61,14187435.53,
2022-12-17,1925478208.64,652632985.21,433343982.89,29844981.96,204529041.47,,14865896.36,73312494.42,101348360.32,160383242.34,35420795.15,41990106.67,40878683.11,61452247.58,3238145.29,14318381.34,
2022-12-18,1923360409.21,652734715.67,437539371.26,30132883.17,204691937.63,,14864710.55,73386443.45,101340276.04,158444289.25,35656108.97,40662853.20,40734186.38,61298071.18,3222465.62,14023158.90,
2022-12-19,1903848339.53,654337016.59,439522146.96,29590901.32,203235564.80,,14863331.80,73240661.55,101334633.16,160718049.23,35423309.37,41387592.59,40461262.37,61039766.94,4089843.07,13920896.75,
2022-12-20,1910868625.81,659108354.87,441932308.46,28220774.28,209579850.75,,7585049.01,73098453.76,101347850.55,166927087.41,35689096.54,41597219.53,41436710.34,62092402.76,4130494.33,15021485.35,
2022-12-21,1901476052.25,658180617.26,439326696.88,27687547.06,207157770.72,,7585253.34,73270190.57,101350580.78,165703713.51,38948911.65,41216018.54,41089174.54,62135303.50,4132649.42,15706232.76,
2022-12-22,1891078756.70,657942648.17,436008188.04,27704831.10,207442212.35,,7584810.92,72697525.26,101344669.33,159273402.23,38714628.74,42348917.83,41081987.12,62445239.34,4079361.83,16319549.87,
2022-12-23,1887833401.81,658951769.83,434072048.65,27710292.83,202042361.79,,7584530.13,71847600.26,101340917.53,159789225.01,39227254.94,42016438.84,29998810.31,62168619.73,4073106.08,17172720.60,
2022-12-24,1868077313.63,660273120.06,434808650.68,27718469.05,220697698.85,,7587852.28,71664711.76,101385306.54,158739231.31,39181551.41,40946554.26,30049955.61,62513887.35,4075363.75,16725236.79,
2022-12-25,1873134620.75,663639658.37,432789465.27,28002907.87,220455546.60,,7585300.67,71479161.75,101351213.15,157581983.22,40299583.80,41184212.89,29948360.16,62436790.30,4130593.15,17146778.37,
2022-12-26,1881841727.07,672202598.42,434618547.95,28274437.36,222682469.31,,7585870.90,71409098.44,101358832.24,161698496.02,41905527.54,40845456.22,30131180.94,63269556.52,4099559.31,17727321.56,
2022-12-27,1876272215.14,672673166.65,435646407.27,27473195.62,219936611.44,,7584059.80,71103307.97,101334633.14,161499316.47,40546958.02,39755760.88,29777180.27,63235835.30,3985379.82,18818421.93,
2022-12-28,1855449313.63,668949756.94,431664070.87,26599851.77,212367899.81,,7585235.29,70520095.17,101350339.55,159991979.04,40362096.81,38081545.33,29324172.16,62700931.72,3979294.06,20007603.79,
2022-12-29,1854157793.13,668941843.84,431623184.04,26427751.22,212740623.52,,7584574.73,68790762.04,101341513.44,134409444.01,40454502.30,35479429.41,29579840.45,62025864.62,3981560.24,20805629.58,
2022-12-30,1841107061.07,655135646.97,427244022.12,26212864.25,212119694.71,,7585688.26,66982012.08,101356391.86,137439940.88,41664482.66,34101349.27,24288672.28,62742471.71,3981006.27,19360083.54,
2022-12-31,1824640975.29,650527918.93,421560515.83,25659089.29,211283949.94,,7584833.75,67413564.49,101344974.36,139886085.61,41745251.91,32714145.93,24226282.73,61409360.62,3980298.06,19166245.78,
2023-01-01,1827998606.08,643662633.33,423873965.59,26399811.93,205443394.75,,7585920.58,68175551.66,101359496.05,140349650.95,41564349.31,31845673.01,24344296.37,60749617.12,3981247.10,19782146.15,
2023-01-02,1843481414.01,633850932.13,424280399.78,27471839.87,208866876.41,,7585613.17,68866401.24,101355388.55,148956418.39,47900340.34,31927808.25,24596417.51,60888801.29,3969288.69,20190107.39,
2023-01-03,1840100721.27,633336997.86,422569054.59,27985279.27,209661309.20,,7585851.56,69592063.37,101358573.81,137168052.78,47840184.36,31234844.59,24603541.35,60991473.04,4054896.05,21199843.82,
2023-01-04,1851527596.10,636049490.90,425263239.73,28822075.05,213048550.42,,7584059.80,70549713.93,101334633.14,139790938.34,48007413.29,30549883.38,25391783.47,61319625.23,4044071.12,22538688.44,
2023-01-05,1848530436.34,635589355.96,424384486.75,28791667.78,212854439.80,,7585347.55,70469340.50,101351839.44,142016814.80,48096074.32,29892546.81,25371721.39,59265202.69,4036738.28,22411595.15,
2023-01-06,1859441053.74,636289828.15,425403354.60,27899418.37,214528921.69,,7585576.76,70792323.54,101354902.08,139996867.16,48644301.71,25775981.35,25706243.75,59063821.90,4041094.45,23868535.27,
2023-01-07,1856071216.21,637708563.75,425771666.40,25541245.07,214003918.36,,7585197.52,70979937.32,101349834.84,147674766.00,48858702.73,24766929.23,25589550.60,61432497.11,4044307.45,24612701.67,
2023-01-08,1876437110.44,643206912.10,431772694.35,27324466.08,218850777.06,,7584520.73,72566262.86,101340791.84,149211674.54,48064981.68,23969930.67,26145043.51,61293682.61,3995274.84,25452760.80,
2023-01-09,1898207520.14,650562201.45,432960807.57,30167403.87,222737734.10,,7584818.28,72086182.23,101344767.60,144095000.82,48302426.24,23710459.52,26731321.74,61403145.83,3987745.16,27211231.07,
2023-01-10,1908332157.44,646846413.13,431121349.15,29835772.76,227482730.55,,7585576.76,72166757.61,101354902.07,147876794.94,48476090.66,24315497.45,27038406.29,62004918.45,4015426.85,27902170.34,
2023-01-11,1929913805.37,653159201.15,434980073.32,32323691.89,233434180.89,,7584439.04,72167911.67,101339700.36,151549235.49,48424915.81,24157363.61,28090816.63,63390416.92,4031328.04,29295998.65,
2023-01-12,1957211723.02,652181552.78,456732506.71,31461336.13,235799743.10,,7584818.28,71862286.46,101344767.60,155242292.18,48597916.64,20897566.65,28619434.57,63298631.15,4039845.29,29390898.23,
2023-01-13,1991852871.50,647345893.60,471210958.25,32793577.96,239271148.56,,7584818.28,72153774.87,101344767.59,160334871.27,48624695.17,20511159.58,29352311.04,63886865.43,4051779.36,29547079.83,
2023-01-14,2046322521.26,648542433.98,469702161.39,34660641.33,256159929.62,,7584796.59,72469742.79,101344477.75,173111480.99,47458308.21,20894286.46,31290399.71,65089547.22,3774241.93,30843790.74,
2023-01-15,2033345691.12,654689661.08,466245896.23,34873170.60,256526318.06,,7584439.04,72929122.32,101339700.35,170653348.05,47562676.04,21401941.36,31355039.53,64720284.03,3780986.58,29780614.89,
2023-01-16,2065445397.89,657675363.58,470243594.82,31728024.99,257688608.50,,7584818.28,78000436.14,101344767.58,175184267.53,49003760.24,22354555.65,31803861.94,65548183.34,3876704.51,29738950.63,
2023-01-17,2077158580.73,665388560.16,478761176.19,32425816.13,263196635.22,,7746681.23,79984794.23,101337166.72,181507289.10,49205812.65,22543804.06,31659960.00,67028215.85,3897555.54,29833401.71,
2023-01-18,2071545539.94,679347229.79,480218420.80,31028164.46,255743495.69,,7747649.64,80581980.26,101349834.82,179302898.97,48987821.71,23892464.53,30532209.22,66029894.69,3875802.54,28630068.59,
2023-01-19,2069926845.92,682765764.75,485649626.95,31726751.73,256374484.50,,7750861.19,86729939.43,101391846.27,182853172.34,49346950.50,23029714.46,31356685.51,65735546.36,3893675.64,28952714.27,
2023-01-20,2089275375.18,683599775.30,492670682.71,32949186.39,258497537.93,,7747262.28,102643941.50,101344767.57,191370651.67,50553779.44,35797243.74,33407848.59,67392785.34,3941489.79,30837473.25,
2023-01-21,2100610870.85,684047653.64,488433667.33,32055300.51,257762705.07,,7746487.55,117476953.33,101334633.08,192883483.68,49859366.33,45325081.78,32781675.18,66626533.12,4131806.55,30926182.53,
2023-01-22,2111178285.81,687288958.91,490694946.45,32829352.70,260752021.55,,7747262.28,110259904.05,101344767.56,189934528.01,46419120.06,47373607.57,28870987.97,66104172.38,4159493.99,31724255.52,
2023-01-23,2124231929.05,689493701.12,496087463.75,33370716.97,258387599.36,,7896440.36,113209143.44,101344767.56,189186577.16,46002629.45,53865776.90,28801890.97,65787688.71,4159210.56,31902836.07,
2023-01-24,2097102589.11,698935367.65,491365469.50,32269498.14,241147456.57,,7896440.36,113093842.15,101344767.56,188206490.56,45892221.21,55803027.13,27377070.40,66259711.32,4384429.48,30663464.68,
2023-01-25,2128657720.82,746340854.03,491915053.82,32946743.03,231451573.70,,7896440.36,113515449.11,101344767.56,188428811.92,47396213.52,57331148.10,28690306.94,68054073.52,4586957.09,32367262.71,
2023-01-26,2100710634.42,820967065.82,493385717.91,33291873.45,247989727.65,,7735412.84,115092851.13,101363010.63,190841199.10,47802856.50,61577550.93,30472669.57,69706976.07,4589566.36,33455620.98,
2023-01-27,2100114096.83,830412507.67,493450818.91,35830746.90,249853709.85,,7733717.77,116729192.37,101340798.90,188862913.23,47892718.04,63254192.09,30370352.64,70582466.53,4599733.14,33470037.46,
2023-01-28,2096664959.96,841264286.15,491884300.62,35565118.41,249370824.41,,7735644.78,114203490.35,101366049.96,197033712.80,47813316.49,63341983.02,29905575.17,70760494.37,4720504.40,32963403.20,
2023-01-29,2127172729.83,846957392.81,498139922.51,36000357.21,256435687.46,,7734020.63,116881862.76,101344767.56,204387587.46,50040028.86,63288148.39,31391733.52,72987823.71,4762257.67,34652586.22,
2023-01-30,2102435019.67,842633961.18,493808432.52,35122179.61,254277550.91,,7734773.77,133426909.08,101354636.51,201144766.34,50588754.10,52903547.30,29752680.85,70726111.73,4714184.21,32885114.78,
2023-01-31,2107908378.38,848729544.51,496427863.79,36168257.87,256500443.91,,7734098.83,139028493.08,101345792.16,222929460.11,50356379.45,55600228.50,30147613.16,70976647.47,4626816.35,33373920.64,
2023-02-01,2141718262.33,851200444.12,502608609.77,37129670.04,260567512.54,,7733649.09,140360984.86,101339898.96,215844945.85,51273365.52,54908277.65,28714313.70,72556831.56,4650216.13,34705874.22,
2023-02-02,2169480261.34,864873375.99,501408471.13,37943501.46,268565458.49,,7733401.91,143248071.65,101336659.98,224498637.24,51030073.11,55907864.08,28744997.96,71924255.93,4656513.17,34883430.12,
2023-02-03,2188806542.36,869042488.73,508617143.97,39840725.79,269968400.81,,7733981.96,148808166.55,101344260.84,233933161.25,50578880.05,57087382.83,29181622.61,71355301.47,4661114.97,35944536.69,
2023-02-04,2196605294.15,872615900.51,505060576.52,40015065.65,264834359.27,,7735104.94,155952490.17,101358976.10,236061123.08,50455402.77,58995165.30,29216343.01,72453823.65,4291133.60,37047367.87,
2023-02-05,2187345134.88,870669027.06,502379593.01,39924491.62,255585291.96,,7736263.50,172578329.94,101374157.54,232722369.28,50576286.99,59427456.16,28562602.81,71391842.98,4287121.14,36952853.11,
2023-02-06,2182681909.21,855735965.57,502156528.53,39721787.09,253605346.21,,7734020.63,185849693.13,101344767.56,239309406.36,49817624.24,60187311.38,31243108.07,71560048.63,4573089.13,37428147.10,
2023-02-07,2224233226.73,856022471.95,507806167.12,41091769.56,272610032.58,,7733692.02,214127376.79,101340461.42,252932533.63,50755578.92,62518259.41,32402250.40,72759250.63,4832129.82,39933666.18,
2023-02-08,2222508942.60,857363521.89,512046815.38,40523687.50,270851115.78,,7733763.01,231171578.35,101341391.77,257944964.05,51046058.00,65341336.38,31903382.52,73167045.18,4988335.01,40525438.04,
2023-02-09,2149288975.18,861458835.52,496645061.91,39193946.83,259840138.57,,7734236.41,222413826.76,101347595.08,251809270.96,49818259.11,64456543.67,29839860.41,71237839.17,5182578.83,38118640.75,
2023-02-10,2120969501.92,863435443.17,496090198.24,39272215.34,258601787.81,,7734020.63,220940845.27,101344767.56,244746827.89,50777809.49,55411693.61,33741288.54,71189000.20,5209255.43,37696246.56,
2023-02-11,2109282165.50,853957558.15,499870480.51,40188755.18,254807475.86,,7733943.29,216965291.77,101343754.11,248966993.04,50764426.57,57240317.16,34225090.06,71067323.90,5232138.36,38632361.29,
2023-02-12,2074370342.35,854889995.49,502687813.45,40835638.94,252301604.76,,7733551.88,218608323.58,101338625.05,248637358.02,51520647.87,56673121.19,33727000.24,74673382.04,5317961.58,38903116.30,
2023-02-13,2140422201.68,853720728.34,508327549.60,40489180.54,252505052.75,,7733247.23,216518510.60,101334633.08,223366760.46,52007395.19,43216663.48,33614044.00,74236495.24,5442978.88,40053835.95,
2023-02-14,2206279423.36,872018728.85,513765673.71,40984399.15,259095085.40,,7733247.23,208626081.61,101334633.08,220080413.40,51427688.80,20774457.56,34640066.16,72487030.49,5314787.85,41301797.64,
2023-02-15,2275061170.74,875881648.15,519614976.50,43227053.98,273340377.23,,7734020.63,209444232.52,101344767.44,222514143.92,51675580.39,27167671.93,19608693.78,72837745.06,5110260.02,44871235.59,
2023-02-16,2269100035.81,877626084.13,505744187.51,43721625.05,268318805.01,,7735200.23,206107342.66,101360224.54,217976028.72,51498941.05,37391378.59,18889644.30,71608311.07,5201319.02,43998315.76,
2023-02-17,2280861693.62,869731520.88,511871698.74,44877150.17,277639812.67,,7733471.05,212751358.84,101337565.88,223935836.34,52062648.99,32788539.07,19989423.87,72555463.56,5265276.79,45572451.34,
2023-02-18,2300078903.47,895298280.81,512709556.12,45145932.16,273627468.03,,7733943.29,218053573.01,101343753.99,237493835.11,51926714.15,39899858.67,19952845.22,72980126.35,5271824.88,46970659.49,
2023-02-19,2313210627.33,863754341.80,510438136.19,45803023.55,273154750.51,,7733512.05,222020877.19,101338103.01,230599081.41,52135239.70,43918458.67,19699497.84,72168947.29,5267945.38,47327071.91,
2023-02-20,2341404711.47,870865428.50,510174851.68,47924619.09,277327714.94,,7733663.79,224824659.67,101340091.17,227405564.58,52179245.51,49576418.15,20135617.19,72496298.97,5280715.52,47832712.61,
2023-02-21,2306565216.43,871329862.54,505907336.42,48461597.68,303116402.32,,7733749.79,219118658.80,101341218.12,223407332.45,50487261.07,51237891.98,19250670.41,71106675.09,5509185.48,46783694.45,
2023-02-22,2309876752.80,879881700.55,507910402.43,46586693.32,322412305.90,,7733866.42,220075504.66,101342746.39,223830459.44,50679698.18,54975676.13,18997275.94,72187720.89,5589202.66,46317968.66,
2023-02-23,2324451557.67,911743889.30,509097918.76,46823939.02,322613598.94,,7733334.16,235932383.24,101335771.85,227950351.87,51157538.67,62209382.35,19129260.74,72283484.42,5633849.47,45635972.05,
2023-02-24,2285212414.80,911567532.30,504184845.78,44645240.53,328989562.39,,7733275.85,244940245.13,101335007.70,224632843.32,51025304.61,79714504.69,19377829.68,70886690.92,5756806.39,43308100.85,
2023-02-25,2265182899.66,909510599.22,504442416.43,43716311.41,336224896.55,,7734071.76,254115682.51,101345437.09,223024464.01,49291332.24,92175181.25,19341458.11,71463771.37,5746739.75,42513658.36,
2023-02-26,2283162062.32,911754474.23,506259027.00,45613148.23,346998858.63,,7733315.14,262145440.81,101335522.53,225309023.87,53142901.36,100726423.47,19554018.97,70704027.04,5800075.25,45736248.86,
2023-02-27,2250408004.22,915884130.62,505406340.67,45383532.59,352559123.10,,7733454.50,259342469.02,101337348.77,225487494.70,53203854.50,105186892.40,19519148.68,70850481.96,5812823.95,45215249.90,
2023-02-28,2190676243.60,918521981.21,506857060.68,44284555.70,348693361.93,,7733904.62,294149936.66,101343247.03,224925252.40,54209911.45,118236394.47,18319563.11,70116031.32,5447500.03,44678527.83,
2023-03-01,2248145288.39,918068014.26,514263864.44,45369191.33,357476692.45,,7733930.15,318485077.87,101343581.47,230579211.17,54453745.20,123751944.25,18530531.04,72551873.44,5696705.32,47556935.33,
2023-03-02,2204807798.70,919440567.09,510560097.85,43636579.68,356653135.63,,7733247.23,309183392.57,101334632.73,234439750.51,54632825.19,124557442.96,18452931.52,71379851.33,5676309.72,47168518.58,
2023-03-03,2134196315.36,918135682.94,502004059.51,41576117.23,342923468.26,,7734020.63,283007995.07,101344767.20,235261043.86,54315642.57,126244261.96,18095595.37,70800762.10,5648975.55,45465547.27,
2023-03-04,2119821112.99,914721762.26,503161188.41,37926353.50,320979494.06,,7734020.63,284281885.50,101344767.20,233633905.59,53990625.00,128215441.86,18085179.62,70750883.04,5690640.80,45294612.93,
2023-03-05,2100277741.93,922618059.18,504623902.23,38659421.78,321687307.03,,7733865.95,295864926.59,101342740.31,238125688.73,53955162.99,120424933.71,18079808.15,70564331.90,5784639.71,45345726.18,
2023-03-06,2123148492.62,927944663.23,504249871.03,38433925.14,328788231.45,,7733728.60,322821187.05,101340940.42,238842555.71,53957149.46,113132648.03,18208992.16,70606009.33,5841591.09,46329927.86,
2023-03-07,2165233747.76,927674317.61,497280538.06,37966778.89,325854419.59,,7733537.18,331784536.57,101338432.13,241338758.62,51955595.70,112000587.54,18204155.80,71330283.03,5749683.89,46603620.95,
2023-03-08,2135194954.78,850230515.26,483879967.83,37130785.34,320149087.51,,7733668.43,337825910.50,101340151.95,234653496.93,51957058.45,107799102.89,21069382.73,70821949.07,6004890.88,44380722.05,
2023-03-09,2057404081.34,844166777.06,459088576.77,36073147.71,309073522.21,,7734020.63,326639621.56,101344767.18,224694899.65,51127427.07,110780868.30,20657683.25,68422596.03,5811433.24,41064135.26,
2023-03-10,2053317406.80,819457212.56,452763069.69,34942266.20,296360025.56,,7720872.80,311365635.48,101172481.08,219249081.53,49839322.22,112154632.45,16070377.10,65319040.52,5574176.03,40457513.95,
2023-03-11,2177699562.28,707086306.69,443534191.85,34356118.29,285908254.11,,7487460.06,239729890.50,98113896.01,190004003.01,46053838.56,88995636.26,21355496.17,52566705.48,3416324.94,41907400.52,
2023-03-12,2407056409.57,665098064.10,457105123.89,36342690.14,271777354.17,,7661246.83,227677057.86,100391156.50,174256073.64,21340514.75,77675934.43,22251769.02,53824700.67,3232577.45,45180867.82,
2023-03-13,2565704011.17,678381073.13,472016780.75,36129744.01,231311416.37,,7723038.33,243183032.72,101200857.61,0.00,27414984.22,81264055.73,22789330.20,52937583.56,3576862.94,47578495.40,
2023-03-14,2532126318.01,679082688.83,474542875.56,37811544.28,240106739.63,,7728285.70,263818889.90,101269618.01,0.00,32649980.31,90548994.40,22924259.39,52361158.42,4268583.91,48200805.26,
2023-03-15,2409987970.96,670799112.31,466578441.24,36003640.30,232635391.44,,7730153.62,277332232.95,101294094.80,0.00,34245383.91,92274790.83,22715609.42,52632747.64,4766030.48,46808490.15,
2023-03-16,2423451648.39,669791608.04,525570030.84,36272037.27,238316843.42,,7731271.19,300443174.74,101308739.11,0.00,34347649.60,99979132.88,22725373.02,52067834.28,4826908.89,47261538.85,
2023-03-17,2484597952.17,669088580.25,752283771.49,37662315.93,262889743.80,,7733247.23,324207103.24,101334632.69,0.00,32512434.60,102947029.61,23259818.92,53942339.70,5343435.66,51000111.75,
2023-03-18,2445001500.26,681884252.80,770198574.19,35847011.24,250855278.25,,7729216.65,337621613.56,101281816.86,0.00,33585153.28,101889811.49,23116257.97,53443035.54,5409506.22,49878667.20,
2023-03-19,2479713339.08,701608256.86,778303237.59,37276373.43,250102624.37,,7731700.43,235587793.25,101314363.74,0.00,34576318.89,106318808.22,23240695.49,58754902.43,5528898.92,50064068.15,
2023-03-20,2468922450.76,787365498.58,770350077.69,36326986.91,247094228.60,,7719326.00,175418462.77,101152212.11,0.00,34916632.63,109581222.57,22989733.91,57526810.58,5583744.86,48462701.04,
