Date,Silo Finance ($),Shoebill Finance ($),Morpho ($),Sonne Finance ($),Euler ($),BendDAO ($),Goldfinch ($),Notional Finance ($),Maple Finance ($),TrueFi ($),Radiant Capital ($),Venus ($),BENQI ($),Aave ($),Compound ($)
2021-09-08,,,,,,,796.05,,0.00,-214078.70,,-133981.69,-375276.84,-2149367.96,-412223.50
2021-09-09,,,,,,,17.50,,-2182.31,-243669.49,,-175928.09,-269962.35,-179883.43,-365657.49
2021-09-10,,,,,,,338.12,,6709.03,-145514.20,,-123147.35,-567704.52,-544749.57,-822033.67
2021-09-11,,,,,,,21.97,,-125062.30,-178505.65,,-188630.80,-334009.15,-372006.70,-599953.81
2021-09-12,,,,,,,1499.53,,-12586.18,-139782.82,,-131269.80,-894786.43,-1558989.01,-993038.86
2021-09-13,,,,,,,10.50,,-39461.62,-211437.17,,-261094.16,-401105.12,-282259.33,-500993.17
2021-09-14,,,,,,,3.48,,-73875.68,-252152.87,,-132392.89,-250666.20,-528930.19,-984294.59
2021-09-15,,,,,,,88.61,,-36737.28,-225173.35,,-129294.27,-328439.95,-2125518.99,-999363.02
2021-09-16,,,,,,,15.00,,0.00,-245086.95,,-90910.43,-1328783.59,-313177.12,-422003.21
2021-09-17,,,,,,,1009.10,,-3065.91,-184748.17,,-218294.92,-556528.71,-1169378.26,-1326585.49
2021-09-18,,,,,,,187.04,,-46880.14,-210929.73,,-632925.81,-759106.70,-156755.59,-361612.65
2021-09-19,,,,,,,80.56,,-2774.70,-152877.78,,-97490.62,-569926.37,-746176.11,-392324.03
2021-09-20,,,,,,,425.75,,0.00,-267910.09,,-229435.61,-428309.54,-268308.94,-890430.72
2021-09-21,,,,,,,1175.18,,-28822.80,-53143.68,,-68905.01,-320371.39,-271012.75,-648077.11
2021-09-22,,,,,,,2293.79,,-7229.67,-338629.97,,-71109.26,-488546.59,-761732.08,-405891.84
2021-09-23,,,,,,,605.77,,-361404.11,-193039.14,,-56782.34,-408148.66,-1928274.94,-372520.30
2021-09-24,,,,,,,283.31,,-968.81,-146478.81,,-65130.27,-392050.13,-242701.01,-366442.64
2021-09-25,,,,,,,214.22,,-67977.19,-101291.81,,-52989.27,-162808.39,-95424.63,-842939.50
2021-09-26,,,,,,,465.44,,-2856.71,-264528.74,,-91572.89,-432099.15,-335952.90,-236913.78
2021-09-27,,,,,,,543.25,,-32129.75,-160737.72,,-74514.46,-345953.98,-1467285.60,-836048.08
2021-09-28,,,,,,,65.01,,-7868.83,-159810.01,,-62253.24,-274676.84,-414102.27,116288.73
2021-09-29,,,,,,,82.69,,-16517.15,-102745.17,,-111368.33,-322576.29,-112150.67,115312.63
2021-09-30,,,,,,,2697.45,,-567336.19,-217394.21,,-28168.29,-374520.70,-220835.53,94790.61
2021-10-01,,,,,,,1182.51,,-198207.85,-66934.23,,-12135.62,-380491.50,-125927.20,97147.88
2021-10-02,,,,,,,60.57,,-178534.35,-318664.36,,19459.93,-369651.97,-990646.06,95798.30
2021-10-03,,,,,,,43.20,,-15544.37,-187092.02,,33555.79,-242529.62,-2504728.57,86359.56
2021-10-04,,,,,,,6882.89,,-29419.55,-126917.37,,-4924.83,-683814.01,-1221798.63,85001.21
2021-10-05,,,,,,,138.00,,-3369.92,-250736.41,,-42589.00,-513833.15,-248278.89,83790.37
2021-10-06,,,,,,,2633.84,,-26627.06,-107949.95,,-118482.99,-527651.90,-396988.40,88779.77
2021-10-07,,,,,,,4257.09,,-159919.65,-277590.20,,-33327.65,-332598.28,-380405.18,90829.51
2021-10-08,,,,,,,136.24,,-159019.00,-170472.91,,-148805.61,-401634.68,-1488926.22,88516.11
2021-10-09,,,,,,,555.50,,-104450.95,-145577.74,,-82649.70,-332887.89,-772818.31,78062.20
2021-10-10,,,,,,,366.19,,-121086.34,-139784.61,,-132647.61,-345481.10,-530810.50,-996180.91
2021-10-11,,,,,,,7.50,,-88903.56,-49154.22,,-99224.66,-514517.47,-888630.61,-256469.85
2021-10-12,,,,,,,12822.64,,-323795.09,-263585.69,,-91218.92,-561091.65,-1495785.01,-575017.65
2021-10-13,,,,,,,339.73,,-360786.29,-208599.56,,-180105.11,-473625.29,-671914.51,-409119.61
2021-10-14,,,,,,,652.51,,-686266.14,-134390.83,,-184739.11,-521936.83,-875058.48,-326581.42
2021-10-15,,,,,,,4760.20,,12500.88,-152638.41,,-30406.87,-398720.01,-3403947.45,-436384.34
2021-10-16,,,,,,,791.13,,-140825.68,-208902.91,,-13049.34,-395607.84,-719775.84,-1256584.31
2021-10-17,,,,,,,313.14,,-4451.22,-235085.98,,-41832.12,-483513.85,-2645652.76,-227545.66
2021-10-18,,,,,,,61.52,,-194354.58,-181317.09,,-15067.57,-596017.20,-1852571.42,-332810.83
2021-10-19,,,,,,,88.12,,-162597.64,-253885.98,,-28685.05,-281299.00,-967887.80,-591171.01
2021-10-20,,,,,,,160.91,,-81069.19,-197273.65,,-91203.11,-758598.82,-1762402.17,-466122.46
2021-10-21,,,,,,,142.76,,-17845.36,-155775.96,,-119286.90,-545832.61,-1937964.92,-621819.00
2021-10-22,,,,,,,179.26,,-5175.27,-197898.20,,-139206.98,-374500.35,-1615566.80,-680195.27
2021-10-23,,,,,,,76.55,,-29376.11,-108103.53,,-80489.67,-607582.52,-1202899.79,-309262.18
2021-10-24,,,,,,,49.86,,-96320.26,-221007.69,,-104834.18,-308413.67,-1956611.97,-1225765.20
2021-10-25,,,,,,,77.63,,-96947.01,-199813.65,,-153503.74,-547069.08,-1056379.20,-605496.75
2021-10-26,,,,,,,28.23,,-198634.00,-83850.09,,-253042.87,-804527.46,-2090589.76,-518175.06
2021-10-27,,,,,,,1082.95,,0.00,-427334.18,,-70782.44,-369313.21,-2047634.43,-270064.80
2021-10-28,,,,,,,83.43,,9699.05,-247389.18,,-70999.22,-302514.12,-954067.76,-262849.63
2021-10-29,,,,,,,2423.51,,-19074.31,-240862.78,,-114099.24,-416671.64,-2376356.26,-956099.00
2021-10-30,,,,,,,1743.16,,0.00,-135999.51,,-51478.68,-395587.19,-2183147.33,-235419.62
2021-10-31,,,,,,,250.99,,-80711.51,-80515.30,,-44731.72,-309571.90,-1998528.67,-1566871.08
2021-11-01,,,,,,,60.01,5045.74,-45903.23,-66176.01,,-109928.47,-1019886.98,-2035636.82,-306458.02
2021-11-02,,,,,,,480.75,6891.71,-173785.96,-74289.82,,-71480.13,-438412.20,-909871.65,-517617.43
2021-11-03,,,,,,,30.08,7525.76,-4148.51,-741688.18,,-60486.66,-434481.60,-2336350.87,-562306.03
2021-11-04,,,,,,,1591.40,6548.98,-25295.90,-241991.68,,-107957.17,-486103.59,-1398310.27,-611816.08
2021-11-05,,,,,,,11222.26,4505.83,-27438.00,-149603.67,,-121833.09,-826253.89,-850708.52,-512070.72
2021-11-06,,,,,,,448.65,39911.79,-117052.15,-215514.73,,44684.69,-561390.19,-1481346.59,-1208142.98
2021-11-07,,,,,,,236.85,7611.12,-115300.90,-269343.34,,-4656.05,-892002.01,-1174879.86,-374186.53
2021-11-08,,,,,,,514.09,3305.95,-52843.84,-151975.61,,27196.60,-572316.99,-1249939.06,-282284.61
2021-11-09,,,,,,,3164.55,483.52,25000.92,-216478.40,,-40822.51,-571250.70,-1306872.84,-359554.32
2021-11-10,,,,,,,255.69,41.23,-101004.12,-266279.43,,-46023.40,-524220.71,-1958581.00,-712910.20
2021-11-11,,,,,,,639.50,9336.80,-52320.27,-17484.88,,-27024.10,-422915.70,-661493.61,-348114.00
2021-11-12,,,,,,,2540.65,4675.35,29285.64,-83633.34,,26551.48,-1005757.60,-603239.21,-378839.03
2021-11-13,,,,,,,509.91,568.45,-73878.47,-455939.67,,37267.95,-610081.68,-2487924.57,-1310484.19
2021-11-14,,,,,,,180.35,971.60,-18972.58,9511.00,,45161.75,-685726.77,-1500517.71,-368030.25
2021-11-15,,,,,,,1569.94,-1372837.76,-51390.34,-361939.57,,46355.47,-1316001.81,-1153618.21,-1094214.85
2021-11-16,,,,,,,1172.37,-205967.21,-72407.78,-177445.58,,-112466.48,-598336.75,-2350846.54,-352063.59
2021-11-17,,,,,,,1734.82,-784496.43,-37643.90,-190325.56,,-76793.49,-670398.84,-1990099.50,-1400436.95
2021-11-18,,,,,,,351.32,-562231.92,-299218.37,-156255.90,,-27404.73,-721116.15,-1232055.94,-312702.77
2021-11-19,,,,,,,75.06,-1155058.10,-578222.39,-142698.86,,-32822.10,-583947.39,-1548553.55,-455588.56
2021-11-20,,,,,,,232.09,-816135.68,-251651.37,-147308.76,,-30168.88,-1623037.25,-2080684.79,-506658.13
2021-11-21,,,,,,,1067.95,-506628.10,-440478.79,-304554.04,,-52845.71,-1178866.51,-2920222.23,-1175530.46
2021-11-22,,,,,,,1514.56,-467942.70,-117146.65,-145618.82,,-81939.55,-993250.28,-1732057.03,-630851.73
2021-11-23,,,,,,,1388.46,-382007.84,-89497.41,-158831.60,,-58529.11,-873169.24,-1203457.74,-392216.32
2021-11-24,,,,,,,36.12,-341157.91,25000.00,-215485.47,,-55114.40,-721865.12,-2372671.30,-180393.96
2021-11-25,,,,,,,20.51,-174579.44,-212949.47,-104742.16,,-116269.21,-914401.21,-1899834.98,-350980.76
2021-11-26,,,,,,,275.12,-271933.70,-64063.34,-41479.73,,-26031.47,-486185.88,-791475.61,-341843.11
2021-11-27,,,,,,,426.58,-211269.66,-58155.88,-357399.67,,-40882.81,-581595.45,-629802.84,-269819.45
2021-11-28,,,,,,,133.92,-220981.80,-22493.46,-181868.01,,-176794.38,-533684.44,-1384042.82,-1057915.64
2021-11-29,,,,,,,7557.85,-184886.28,-108532.39,-113637.42,,-373937.84,-1265855.51,-1428720.18,-418602.65
2021-11-30,,,,,,,1833.50,-65184.16,10556.30,-272296.84,,-82774.07,-655143.04,-946266.23,-353769.01
2021-12-01,,,,,,,552.27,-371259.33,-47976.82,-140437.17,,-85328.99,-997277.81,-1850937.91,-183301.17
2021-12-02,,,,,,,176.12,-178576.66,-28916.01,-129573.18,,-16759.79,-875991.61,-1998014.25,-497189.02
2021-12-03,,,,,,,366.11,-148651.09,-45878.13,-157942.83,,-52182.28,-588181.33,-1014703.28,-105635.75
2021-12-04,,,,,,,687.83,-733278.35,-40139.78,-192549.46,,-50379.84,-599250.05,-910554.69,-1323784.46
2021-12-05,,,,,,,435.12,-75847.87,-13061.43,-104728.71,,-45456.86,-439833.68,-895079.65,-271351.54
2021-12-06,,,,,,,8849.64,-126910.01,-7702.02,-25062.72,,-110827.64,-483426.26,-1343536.60,-372701.99
2021-12-07,,,,,,,2504.73,-16974.90,-169639.43,-272979.60,,68380.82,-623668.42,-4091604.16,-100287.92
2021-12-08,,,,,,,364.11,-280910.02,-24580.05,-29463.56,,76599.26,-416247.77,-1331319.70,-326817.37
2021-12-09,,,,,,,1600.71,-155445.31,41053.71,-172779.94,,70808.19,-598600.12,-630762.73,-119364.82
2021-12-10,,,,,,,137.74,-26330.73,-255538.60,-152366.31,,87357.06,-563877.21,-942369.90,-271900.11
2021-12-11,,,,,0.00,,142.23,-6853.52,-64214.03,-116496.06,,78339.90,-393520.80,-1032091.16,-232181.81
2021-12-12,,,,,1.17,,5415.22,-250536.46,-74391.51,-78370.57,,99259.91,-489285.96,-608108.20,-816741.51
2021-12-13,,,,,0.09,,617.35,-154059.13,59831.55,-145328.76,,32252.63,-1625029.46,-2114775.16,-229399.65
2021-12-14,,,,,24.08,,2260.57,-13759.34,-3091.24,-59529.40,,-32262.88,-391894.38,-1041524.18,-210930.08
2021-12-15,,,,,72.27,,100.31,-209346.06,-68784.60,-20655.11,,-30439.15,-547551.54,-1880507.10,-111430.00
2021-12-16,,,,,80.12,,106.70,-34245.25,-461363.60,-212691.57,,-52532.34,-735366.55,-893777.75,-160599.21
2021-12-17,,,,,277.43,,10413.72,-3187.08,-101835.71,-127771.86,,-14922.55,-539505.37,-689226.70,-310683.36
2021-12-18,,,,,429.70,,1221.65,-14828.28,-33619.43,-201013.29,,-13719.61,-561065.32,-3260918.52,-745121.12
2021-12-19,,,,,412.13,,1991.12,-141976.59,-17043.37,-119653.10,,-13095.25,-421430.14,-825826.62,-265528.61
2021-12-20,,,,,481.38,,64.28,-21497.52,-89372.49,-137455.84,,-54988.18,-503547.53,-1133401.35,-361038.64
2021-12-21,,,,,519.00,,273.98,-2383.70,-20926.21,-59604.82,,-35180.06,-1018135.50,-959863.93,-104948.94
2021-12-22,,,,,441.96,,262.37,-147265.25,-25642.42,-30253.63,,-24431.47,-655526.87,-1296049.96,-453092.17
2021-12-23,,,,,443.83,,43.16,-9127.39,6801.63,-46115.35,,-25534.10,-824583.14,-954899.78,-252738.04
2021-12-24,,,,,350.81,,7.29,-8673.50,-1632.50,-333051.06,,-29854.19,-434522.81,-1641658.86,-336418.90
2021-12-25,,,,,527.34,,63.91,-147515.67,-17414.95,-126132.83,,-19028.49,-488030.32,-828212.29,-156119.62
2021-12-26,,,,,340.32,,338.83,-278495.84,-46390.77,-40120.97,,-57246.59,-816470.01,-1019125.33,-1158610.66
2021-12-27,,,,,632.44,,280.59,-135833.47,-702.12,-240668.82,,-73120.63,-510458.50,-2070048.49,-372792.80
2021-12-28,,,,,409.86,,7502.98,-29697.46,-97862.82,-152128.62,,-25619.43,-355894.63,-1901792.69,-160679.53
2021-12-29,,,,,521.80,,277.41,-95061.89,-244995.13,-21567.13,,-53876.67,-381642.65,-1708565.07,-162796.55
2021-12-30,,,,,490.12,,79.18,-19675.38,-75251.66,-56864.59,,-585848.41,-474337.23,-1833472.85,-379578.50
2021-12-31,,,,,538.86,,56.52,-111178.76,-37626.95,-296394.14,,-39608.65,-527617.88,-1451709.13,-82604.74
2022-01-01,,,,,528.09,,85.40,-4068.14,-197409.85,-161828.06,,-9974.38,-494829.32,-1589117.23,-826898.76
2022-01-02,,,,,361.28,,55.53,-8168.27,-267797.32,-135420.14,,-66063.71,-563056.95,-1352751.66,-101982.59
2022-01-03,,,,,458.32,,141.25,-3643.83,21366.00,-51546.84,,-24913.09,-578682.52,-831042.60,-23229.74
2022-01-04,,,,,485.41,,102.90,-27368.55,-175539.70,-38997.62,,-61752.87,-1212058.25,-988195.23,-869027.33
2022-01-05,,,,,646.29,,6.44,-331268.75,-59103.02,-35754.32,,-179811.55,-407733.84,-1844275.94,-160052.17
2022-01-06,,,,,383.21,,18773.31,-1175036.74,-148217.10,-300300.42,,-54307.12,-321806.98,-1931880.05,-299319.08
2022-01-07,,,,,537.69,,325.93,-78294.57,-136735.87,54034.01,,-46025.86,-919169.34,-2292146.80,-304860.77
2022-01-08,,,,,399.30,,1284.37,-198997.09,-29415.01,-112120.82,,-14213.75,-213376.48,-421867.78,-240192.22
2022-01-09,,,,,351.64,,246.47,-4462.20,-1674.00,-84886.10,,-72968.38,-293478.96,-641122.81,-928116.01
2022-01-10,,,,,488.99,,5.11,0.00,-2665.47,-74781.26,,-88824.55,-384840.34,-955545.60,-169889.22
2022-01-11,,,,,465.05,,9587.02,-13704.36,-45831.41,-38571.88,,-21875.42,-352359.23,-1499316.57,-167958.09
2022-01-12,,,,,387.02,,5282.88,-294116.65,-48584.45,-221492.23,,85783.13,-324755.34,-666637.81,-219943.37
2022-01-13,,,,,408.10,,19294.91,-36811.97,-173048.93,-16750.65,,66492.68,-308179.19,-697813.77,-96005.19
2022-01-14,,,,,399.18,,261.19,-3928.28,3014.47,-155060.27,,90598.10,-301104.80,-1134849.50,-271206.99
2022-01-15,,,,,390.63,,904.61,-65041.83,-35893.39,-107674.03,,86972.78,-315641.47,-1229079.42,-719940.48
2022-01-16,,,,,701.48,,680.00,-256412.37,-39301.47,-32402.94,,68607.66,-343019.66,-2226686.10,-124010.26
2022-01-17,,,,,410.22,,478.74,-8622.24,-22615.71,-254242.26,,-5165.22,-454031.10,-3226859.38,-168596.28
2022-01-18,,,,,744.32,,1571.06,-1866.94,-3930.29,-97975.50,,63705.08,-622579.26,-1310720.38,-175641.13
2022-01-19,,,,,473.69,,69.77,-23921.89,-7645.55,-58781.41,,14336.42,-238447.43,-491974.85,-193212.28
2022-01-20,,,,,625.93,,4670.92,-3813.10,-11674.11,-107902.43,,-15241.52,-233896.25,-499149.59,-137622.48
2022-01-21,,,,,668.70,,7355.48,-23547.33,-2297.27,35882.29,,-66838.08,-584249.39,-1971721.60,-562738.23
2022-01-22,,,,,536.22,,2193.75,-95231.32,-13055.31,-38664.44,,-76856.13,-193133.23,-810549.16,-276683.89
2022-01-23,,,,,648.87,,671.18,-12836.97,-137733.58,-20548.66,,-3977.11,-235225.19,-349603.22,-496882.00
2022-01-24,,,,,415.52,,8691.40,-158154.16,-6972.90,-156632.62,,-31954.04,-205526.50,-613010.85,-256363.17
2022-01-25,,,,,567.40,,333.26,-3291.10,-104569.76,-5844.52,,-9920.25,-155641.80,-544680.84,-204279.15
2022-01-26,,,,,369.83,,402.79,-3510.63,-175902.96,-66199.47,,-6627.10,-231249.06,-320191.06,-115835.70
2022-01-27,,,,,665.63,,1136.29,-1163.83,-90807.09,135576.92,,-35958.61,-143546.22,-184972.24,-179603.82
2022-01-28,,,,,704.05,,923.25,-253516.35,-27659.16,-120885.78,,-204816.12,-171686.85,-1727357.05,-91488.13
2022-01-29,,,,,474.10,,2253.32,-539.24,-55279.95,-82247.91,,-6375.90,-146131.93,-598461.81,-560576.73
2022-01-30,,,,,416.77,,222.76,-126365.44,-3415.75,-16512.96,,-17338.56,-104026.13,-1436960.15,-114843.41
2022-01-31,,,,,561.48,,847.21,-5714.97,-8781.25,-122383.67,,-9847.48,-129146.64,-788019.68,-172536.02
2022-02-01,,,,,596.93,,18636.50,-35303.63,-25093.60,-57160.02,,-13731.45,-433770.32,-1434532.37,-129025.15
2022-02-02,,,,,739.56,,274.89,-85307.65,-226888.71,-81007.27,,-4236.34,-197467.86,-442891.86,-142174.48
2022-02-03,,,,,537.90,,1495.76,-233.77,14119.55,-60781.80,,-29914.53,-199425.99,-750979.60,-214774.50
2022-02-04,,,,,978.00,,3867.10,-17695.41,-270866.56,-108881.24,,-17226.82,-251671.86,-756945.73,-79680.85
2022-02-05,,,,,1380.20,,-1091.24,-3682.01,-22281.91,-80336.66,,-31846.51,-270248.29,-792801.77,-490906.68
2022-02-06,,,,,1204.43,,249.08,-126800.57,-3905.54,-81823.59,,-15958.06,-197781.26,-1455247.72,-148957.78
2022-02-07,,,,,1463.11,,1590.04,-7580.13,-129434.32,-80011.57,,-60158.74,-485915.43,-1691823.02,-280076.91
2022-02-08,,,,,1469.22,,690.72,-118429.51,14370.26,-73993.75,,-26315.93,-332686.68,-1458768.06,-119116.77
2022-02-09,,,,,1289.30,,-949.15,-874205.34,12958.48,71351.53,,-30079.48,-234600.63,-805960.73,-71753.87
2022-02-10,,,,,1426.64,,5220.72,-951.88,-430602.23,-143431.71,,-8861.81,-480244.56,-653425.15,-434985.52
2022-02-11,,,,,1688.52,,-156395.92,-10667.26,-517315.41,-90553.73,,-14107.33,-188818.10,-730670.02,-228876.78
2022-02-12,,,,,1611.14,,-246837.48,-34617.28,-280564.74,-69448.94,,-11315.63,-194121.47,-254466.76,-344587.80
2022-02-13,,,,,1365.98,,4217.70,-144754.34,1109.11,-105050.37,,-2195.64,-357943.84,-279590.84,-57582.35
2022-02-14,,,,,1097.37,,1120.34,-5586.18,-254476.74,-62470.91,,-44026.39,-220844.04,-1741000.78,-60671.18
2022-02-15,,,,,1356.71,,440.43,-26683.50,75866.97,-54733.84,,-116903.80,-360658.05,-913770.36,-102952.30
2022-02-16,,,,,1421.42,,-427.10,-119692.69,-85242.47,-89068.16,,-54484.80,-738492.89,-952401.43,-210516.22
2022-02-17,,,,,1540.16,,-85830.32,-28.47,-54770.85,-89773.90,,-51192.82,-230161.18,-718129.46,-273790.19
2022-02-18,,,,,1304.15,,-36612.35,-97903.25,-36404.72,-85340.23,,-1937.67,-200930.31,-297136.22,-43778.96
2022-02-19,,,,,2391.23,,816.05,-645.64,113727.32,-73671.11,,13496.75,-243146.55,-170663.04,-36450.88
2022-02-20,,,,,1602.03,,-8457.41,5839.39,-63253.77,-52351.25,,-21934.55,-220567.65,-355406.99,-704374.91
2022-02-21,,,,,2474.05,,13014.63,-20403.63,-108263.20,-76363.67,,-27109.02,-186001.28,-654939.80,-69338.21
2022-02-22,,,,,2112.00,,1423.16,-17069.21,-52015.63,-88890.71,,-15095.20,-189257.98,-494324.70,-544509.53
2022-02-23,,,,,1975.70,,183.24,-1368.95,3260.53,-41983.67,,-12284.50,-155326.00,-242285.57,-91769.03
2022-02-24,,,,,2156.89,,4782.38,799.27,50404.63,-84622.73,,-30383.90,-173248.79,-197086.59,-359431.62
2022-02-25,,,,,1698.79,,-1576.60,-267915.13,28709.31,-62301.71,,-16503.16,-161655.88,-430067.01,-84779.08
2022-02-26,,,,,423.00,,-13321.23,-17598.59,-98908.24,-92788.12,,-15624.36,-187126.87,-845550.47,-336226.07
2022-02-27,,,,,549.92,,-647.37,-12563.00,-43518.40,-58761.30,,-1830.40,-140593.42,-271402.19,-67742.84
2022-02-28,,,,,319.88,,-3794.69,-3962.30,-525194.86,-23277.18,,-31350.73,-174825.55,-307397.29,-110510.54
2022-03-01,,,,,478.44,,771.18,-65951.41,-145898.11,-110561.36,,-34601.68,-234974.84,-427193.91,-84929.95
2022-03-02,,,,,507.30,,5725.89,-161638.23,35655.06,-68396.24,,23172.11,-213006.81,-1297157.74,-111491.34
2022-03-03,,,,,469.82,,-102476.49,-4309.75,-76990.01,-68047.37,,27627.83,-209983.93,-334132.90,-382198.76
2022-03-04,,,,,413.63,,-3549.32,-33319.89,-79246.60,-59681.24,,39515.21,-127607.92,-645253.38,-269844.78
2022-03-05,,,,,590.77,,-2444.38,8012.76,-27554.21,-104545.53,,41852.54,-151195.96,-121257.62,-381393.54
2022-03-06,,,,,328.61,,-14125.12,-1284.70,-293171.09,-59519.06,,42279.10,-141123.10,-323236.11,-29432.38
2022-03-07,,,,,650.70,,-1016.37,-6702.59,-145203.79,-69023.27,,-9474.46,-159122.52,-499272.86,-182297.02
2022-03-08,,,,,333.38,,-18440.27,96.26,-24899.34,-63302.83,,19141.25,-676380.43,-393584.48,-194179.64
2022-03-09,,,,,499.98,,-17113.96,-174617.70,-56585.20,-78786.65,,-20798.49,-135516.33,-362973.71,-54443.88
2022-03-10,,,,,426.56,,-622.55,-7716.29,-42698.50,-51629.87,,-83897.90,-339694.34,-145062.47,-15585.62
2022-03-11,,,,,412.30,,-4907.99,-62235.22,-27738.66,-63082.64,,-33511.72,-106659.67,-473202.63,-210966.17
2022-03-12,,,,,428.19,,-764.36,-17252.03,-30580.56,-64029.74,,-3943.50,-92812.15,-334742.87,-414399.10
2022-03-13,,,,,410.93,,-152349.21,-2057.74,-15210.62,-62524.35,,-14404.80,-126349.14,-467346.05,-139537.97
2022-03-14,,,,,531.75,,-93636.46,-1434.58,16386.81,-95420.05,,-20469.64,-228890.98,-281573.13,-223548.57
2022-03-15,,,,,429.36,,-61707.80,-604.37,-70646.01,-55728.40,,-23890.70,-132237.11,-424786.80,-186150.17
2022-03-16,,,,,739.55,,-18396.16,-12752.54,-169653.29,-69805.64,,-10071.68,-125250.58,-342559.14,-140053.05
2022-03-17,,,,,477.13,,-2517.18,21.99,-990796.12,-107596.76,,-81707.87,-189614.93,-1203952.22,-109198.19
2022-03-18,,,,,536.24,,27278.49,-229864.77,41723.58,-43061.74,,-20281.09,-129585.46,-823704.69,-145972.89
2022-03-19,,,,,651.31,,-39011.79,-6647.49,-68273.32,-101521.17,,-25807.49,-280092.21,-653511.64,-588403.81
2022-03-20,,,,,645.21,,-5858.66,-656.71,-33679.08,-100123.22,,-16476.10,-338329.57,-267853.43,-97115.59
2022-03-21,,,,,929.98,-393.89,-22075.48,-163130.42,-457842.04,-72288.74,,-33058.17,-250645.34,-255229.45,-104216.35
2022-03-22,,,,,976.00,-14344.92,-46352.81,-7586.37,-304947.48,-81120.56,,-14217.55,-177192.69,-1273024.99,-231621.39
2022-03-23,,,,,1446.48,-10441.98,-19898.24,-2975.36,-195264.89,-59668.97,,-15586.89,-116312.98,-1191979.79,-74480.65
2022-03-24,,,,,1856.61,-13196.02,-2851.29,-60.26,-233905.67,-81337.30,,-34725.04,-307651.41,-233341.18,-64418.05
2022-03-25,,,,,2548.08,-5398.97,-1391.67,-208548.11,-106447.32,-76920.11,,7508.48,-115389.45,-274659.04,-107630.24
2022-03-26,,,,,3360.19,-6961.41,13480.39,-3456.50,-78591.23,-55224.66,,-211876.18,-68821.84,-354369.00,-584538.58
2022-03-27,,,,,3140.15,-483.08,-11616.55,-9198.17,-62201.14,-77432.39,,-14589.22,-121001.62,-196223.19,-133446.19
2022-03-28,,,,,3494.92,-21232.95,-2411.28,3892.36,-240528.54,-103391.96,,-8071923.75,-437170.09,-387291.69,-252208.20
2022-03-29,,,,,4124.20,-1929.23,-27666.32,-7034.50,-39834.45,-95705.91,,-28792.00,-174186.12,-413582.88,-459057.13
2022-03-30,,,,,5930.46,-13320.21,-30213.21,-24431.14,125242.68,-104161.43,,-49541.74,-362950.98,-1032837.32,-320401.55
2022-03-31,,,,,5650.02,-19533.20,3871.20,-23135.57,-1388359.21,-108770.24,,-86696.81,-187092.16,-1401028.35,-41267.59
2022-04-01,,,,,6674.61,-1617.52,-3681.88,-19928.28,-256136.95,-103535.27,,-51436.63,-163369.43,-635383.35,-22716.28
2022-04-02,,,,,6373.75,-12695.75,-94383.26,-66873.32,-40342.30,-74838.85,,-62531.44,-130523.41,-314865.04,-30473.40
2022-04-03,,,,,10059.75,-1271.12,-876.14,-23839.20,-80440.96,-71877.86,,-2051.19,-128728.48,-257928.76,-624166.41
2022-04-04,,,,,13549.00,-56598.16,-30969.49,-101626.75,-175759.55,-90049.83,,-27498.10,-206911.82,-231557.16,-5940.31
2022-04-05,,,,,14292.82,-12357.02,5799.07,-20114.71,-285036.30,37208.29,,-5143.56,-106229.80,-383393.14,-98815.12
2022-04-06,,,,,14528.34,-3480.93,-4319.13,-211563.02,-100621.71,-82992.36,,4962.82,-173729.13,-292373.86,-11275.30
2022-04-07,,,,,14772.97,-13387.52,-21949.52,-25576.48,-99748.94,-78026.04,,-14831.72,-198233.49,-150713.42,-106066.34
2022-04-08,,,,,18044.40,-3176.58,-13189.59,-30202.16,-211812.51,-83725.77,,-50258.81,-71984.27,-163648.32,-49074.53
2022-04-09,,,,,16602.18,-10325.38,-32.74,-14816.27,-196957.02,-55938.73,,-4768.56,-225469.96,-502245.69,-13727.09
2022-04-10,,,,,14735.12,200.15,-23060.63,-15042.52,-285758.71,-109615.52,,-2209.92,-105812.81,-135727.96,-415510.12
2022-04-11,,,,,14443.30,-19869.35,4383.85,-2733.06,-29334.07,-101264.28,,-12499.81,-78069.75,-167255.00,-95603.76
2022-04-12,,,,,13320.96,-2353.68,-2622.05,-38163.63,-115436.66,-28020.96,,-27789.59,-68071.01,-271380.24,-35093.68
2022-04-13,,,,,19299.76,354.84,-184205.22,-50346.75,-340675.69,-103085.05,,-137810.69,-78971.95,-1015300.70,-78715.35
2022-04-14,,,,,11972.67,-6191.35,-701.02,-18292.53,-104153.12,-79436.48,,-15834.29,-80157.60,-367432.83,-6464.88
2022-04-15,,,,,14107.59,-37638.91,-4591.13,-506470.43,-313335.15,-74965.41,,-7431.23,-61143.97,-156656.57,-25305.03
2022-04-16,,,,,12646.71,-4629.77,-60312.36,-11138.00,-24942.36,-56744.53,,-1019.46,-51086.53,-110935.82,-423963.58
2022-04-17,,,,,8233.32,-8271.12,-33192.51,-18895.46,-17019.46,-94719.47,,-5100.75,-261068.00,-170165.13,-28440.76
2022-04-18,,,,,13533.66,342.11,-11111.60,-13389.35,-47247.91,-79978.93,,-6038.26,-49471.49,-540116.27,-37709.39
