Date,Synthetix,dYdX,GMX,Gains_Network,ApolloX,MUX,Lyra,Perpetual_Protocol,Solv Protocol ($),Vertex ($),Opyn ($),Level Finance ($),IPOR Protocol ($),HMX ($),Premia,Deri_Protocol,Hegic ($),Pika Protocol ($),Mummy Finance ($),Holdstation ($)
12/20/2022,266121620.3,399957841.3,472880264.2,18456746.42,21519710.57,5451831.79,11693775.59,18001226.45,4974001.24,,9090356.95,341484.69,1715368.6,471235.87,7179906.62,2047880.24,5231439.38,8662539.94,27104.89,
12/21/2022,272751018.6,396800139.1,472069502.5,19270711.73,21348861.62,4042934.11,11482781.67,18085965.28,4967145.29,,8914667.35,337629.01,1688711.6,477947.36,7390058.92,2044149.7,5223511.13,8624112.32,865437.19,
12/22/2022,265306621.1,396212863.3,473526216.1,18959855.96,21544667.74,3937178.71,11619664.23,18024993.93,4967483.41,,8954673.6,337432.85,1739833.78,479279.76,7387460.26,2039610.05,5317951.02,8706139.74,1302213.7,
12/23/2022,270226601.1,397611648.6,474683275.3,19424750.21,21538903.69,3960472.05,11483556.63,18102095.59,5038248.18,,8988854.67,338174.31,1738616.91,678737.64,7387368.43,2064822.9,5374107.19,7607960.29,1458252.69,
12/24/2022,262953311.1,399220244.9,475297983.4,19002312.91,21555887.52,3967926.44,11434100.91,18101586.64,5172451.21,,9039079.4,338172.86,1738672.25,678015.41,7379117.2,2066619.51,5382196.49,7645554.83,1716866.4,
12/25/2022,257929607.7,399444076.3,474991169.2,18928650.98,21546292.22,3965804.15,11518721.33,18089547.19,5136350.63,,9006890.24,352223.32,1740990.01,678459.64,7443953.04,2066175.47,5690245.34,7642249.18,1725280.74,
12/26/2022,252906041.7,398411594.3,475933996.7,19004613.56,21476821.15,3981377.17,11578337.09,18139283.97,5174364.4,,9153964.71,562168.12,1740207.24,678506.95,7452962.79,2065234.53,5722912.18,7624058.35,1757110.33,
12/27/2022,252857473.4,396697437.2,472340267.9,19286965.03,21424352.66,3581774.65,11423394.63,18151337.48,5174712.31,,9470354,748544.48,1757605.42,678990.22,7477539.33,2065761.24,6385652.66,7563708.76,2251964.52,
12/28/2022,254552522.1,397727053,462889987.3,19482418.98,21463031.58,3552619.51,11344824.6,18228199.47,5156989.01,,9466048.59,980766.95,1804000.74,675969.68,7340180.18,2085799.96,9323419.23,7579942.14,2478250.14,
12/29/2022,246801171.8,397669877,464876910.2,19592277.26,21341079.03,3564421.24,11355703.74,18272948.5,5143010.07,,9574842.89,1170903.88,1797720.97,674533.75,7385398.54,2089664.77,9076821.48,7686583.79,2868940.77,
12/30/2022,244711537.1,396818641.7,462082233.2,19630819.93,21398037.07,3782927.33,11002480.3,18274797.46,5187776.64,,9511270.84,1389616.67,1782842.01,675245.18,7277628.51,2074387.2,8388718.61,7758722.67,3111684.63,
12/31/2022,248089513.3,393984881.2,459864021.3,20700338.65,21391878.68,3776032.47,10974284.1,18255148.93,5124055.1,,9565661.97,1346400.92,1791679.05,674204.2,7328787.88,2075660.85,8637465.6,7784363.54,3145415.96,
1/1/2023,246359579.8,392416853.2,461702746.8,21603728.88,21353305.48,3787552.59,11109280.84,18297517.82,5185146.82,,9607208.32,1390026.56,1791173.65,672952.43,7431622.05,2080177.12,8644182.86,7664088.79,3169427.16,
1/2/2023,250900532.1,395626066.4,463104110.6,21816358.13,21291477.02,3842042.34,11034692.71,18273311.83,5087208.64,,9560284.62,1547436.75,1847190.17,672748.85,7521239.05,2071777.37,8908444.86,7683341.24,3236834.22,
1/3/2023,257404071.5,397655889.5,461038994.5,22030939.41,20686835.3,3938668.39,11000545.88,18347886.26,5147300.53,,9794875.2,1597556.98,1844959.57,675003.79,7538942.56,2071488.65,9122957.83,7689344.63,3261049.83,
1/4/2023,258981262.1,396213401.7,456463226,22392148.57,20949817.48,3827845,10745248.87,18392806.34,5099574.11,,9973599.63,1647182.19,1840951.61,675769.33,7678767.25,2066377.83,9533986.85,8048963.05,3291863.18,
1/5/2023,272308487.7,393733460.4,452954045.5,22705559.02,20880029.59,3838950.61,10660246.66,18160517.15,5293516.51,,10040020.46,1509472.4,1889840.61,1483497.03,7696876.23,2068843.12,9599808.23,8228373.22,3304637.11,
1/6/2023,266663065.6,394492732.8,440668506.6,22489180.33,20934303.04,3679112.13,10965973.79,18235184.9,5245307.92,,10161252.54,1487749.04,1891655.64,1482821.31,7654314.23,2067321.66,9685858.54,8323728.11,3331209.83,
1/7/2023,278030779.8,395451413.6,439388901.8,23018373.11,20929177.68,3702251.54,10877102.99,18252758.86,5227963.49,,10184616.38,1343176.85,1894711.4,1489423.89,7649404.3,2066166.21,9513046.66,8393468.1,3365794.12,
1/8/2023,279547102,396753654.2,440000503.4,23289959.5,21063512.7,3777118.25,10780502.8,18260027.93,5305710.53,,10324142.72,1348979.82,1902219.95,1487036.63,7754183.95,2068125.65,9922028.4,8354851.93,3371934.14,
1/9/2023,291193403.3,401256163.7,439647549.4,23980218.12,20588246.37,3568407.47,10744523.2,18398442.07,5286333.81,,10678283.04,1369871.73,1903971.8,1501672.76,7846496.18,2065299.3,10158229.58,8543552.65,3249260.87,
1/10/2023,301014981.8,401931306,439797945.1,24067304.19,20677758.09,3570951,10612466.01,18512280.44,5312131.67,,11126576.54,1651018.1,1987085.88,1513605.8,7903983.05,2066872.71,10402007.02,8806327.03,3236750.38,
1/11/2023,299560424.1,402428903.5,450502619.3,23483719.06,20701601.35,4007354.85,10551381.6,18525833.02,5318381.23,,11657724.18,1650957.23,2011375.27,1519997.37,7997970.95,2120100.07,10993171.1,8753104.74,3271034.34,
1/12/2023,305497329.5,392144695.7,462901998,25916041.75,21757499.41,4339374.25,11930804.65,18472803.69,5677650.04,,11872232.26,2140681.08,2059740.3,1561708.44,8068060.26,2131713.37,11997164.15,8844892.23,2662019.54,
1/13/2023,306187107.2,394590243,474731734.2,25917197.06,22473440.07,4152386.64,12095960.38,18688043.29,5629691.57,,12160681.14,2500126.82,2056934.54,1562157.36,8232267.98,2126992.82,13376490.81,9296656.76,2730553.08,
1/14/2023,328056061.3,393815250.9,484785818,26660208.41,23090530.29,4004347.16,11954405.33,17800494.16,6092458.29,,12359429.56,3139131.14,2058560.43,1638677.3,8458182.26,2150490.63,12871393.07,9528895.86,2930916.97,
1/15/2023,338548327.7,393846275.6,485014840.6,27401245.53,23077520.53,3976847.37,11951725.07,17800358.97,5932243.56,,12356474.88,3780733.41,2055771.25,1632784.86,8450423.42,2135231.69,12326019.2,9442141.03,3040102.13,
1/16/2023,355952606.5,390903871.1,489653489.5,28581638.49,23812940.07,3867908.51,12048868.83,17757157.14,5997134.19,,12721220.47,4084820.68,2055530.03,1641913.42,8456078.13,2134732.89,12736368.5,9508739.35,2989337.61,
1/17/2023,348873498.9,386901982.2,480935951.7,30487350.52,24072305.86,3853948.33,12201054.1,17594094.36,5952425.92,,12935137.77,4575831.45,2104564.03,1653337.71,8578356.23,2129651.28,12743706.11,9489244.4,3148257.42,
1/18/2023,362813518,397288089.9,469210095.2,30902257.49,24246303.88,3684615.15,12291515.36,17542045.76,5872519.94,,12602188.76,4993548.3,2071851.79,1653335.91,8341671.58,2314351.6,12031864.43,9512503.21,3208094.61,
1/19/2023,346271574.1,397742847.6,480631015.4,31982933.25,24797987.7,3636248.75,12306430.29,17606413.48,5822392.8,,12923598.31,6091949.07,2207550.07,1644937.11,8493979.78,2310925.77,11531341.58,9888369.38,3294155.36,
1/20/2023,385224433.2,403784246,500995415.8,32137698.93,25114592.37,4293937.45,12575625.99,17565612.96,6183250.57,,13401355.91,8756965.13,2352821.76,1656246.68,8713804.63,2312362.79,11986908.93,9894086.03,3456718,
1/21/2023,419072600.9,406330705.5,495606437.3,32386515.72,25084443.85,4786379.27,12733083.84,17440362.08,6405537.91,,13006584.11,8905626.81,2352077.7,1705389.47,8564301.59,2313651.14,11671881.91,10129527.11,3509330.06,
1/22/2023,412903765.3,411706895.4,501301402,37432282.66,25321088.89,3990571.82,12773425.58,17518982.24,6804488.98,,12831579.9,9044534.3,2344411.07,1695721.59,8348600.42,2316008.08,12474304.05,10258365.86,4276834.53,
1/23/2023,417784843.8,411334116.3,505744630,44204799.5,25454633.75,3822931.35,13181476.12,17567407.58,6093583.7,,12741766.5,9323708.14,2359768.29,1693929.31,8397327.06,2314328.68,13062475.95,10360446.36,4468079.34,
1/24/2023,414047934.4,410130798.6,504483087.8,45930117.06,25613879,4270761.95,13278538.39,17591943.84,5831096.82,,12024842.4,9420570,2375721.07,1696186.67,8124880.39,2313753.77,12632860.7,10379530.03,4718314.07,
1/25/2023,380496291.3,408369246.4,511173609.6,46327062.19,25772748.1,4356377.03,13585372.67,17486353.58,5801128.73,,12635568.25,9603646.38,6265114.95,1663629.39,8313867.98,2323631.42,12992524.27,10325300.91,5238099.27,
1/26/2023,410003031,413646286.5,510285891.9,47724960.01,25736834.58,4454071.99,14104993.25,17548198.64,5436735.98,,12198153.9,9578973.03,9199321.49,1680512.08,8216459.04,2311426.93,13077088.67,10395362.95,5397761.01,
1/27/2023,403368961.2,420198518,513223747.1,51148734.68,25952585.32,8081953.88,13813062.1,17598441.15,5150040.44,,12193717.96,9614549.73,9367472.03,1676431.45,8275558.31,2317606.82,13861239.2,10485808.78,5908351.62,
1/28/2023,413970093.7,416004418,513254482.6,53073206.78,26067771.94,4262366.1,14074387.01,17540238.85,5246909.44,,12022652.06,9407054.22,10029020.21,1687224.65,8219327.27,2315475.16,13720702.52,10487527.45,6093840.97,
1/29/2023,412387197.3,410876921.6,523445638.4,46401135.85,26493930.89,8691311.5,13840789.09,17589282.81,5491815.82,,12581637.54,9530856.74,11476548.39,1681591.96,8602269.35,2318250.79,14250474.57,10463593.34,6904561.33,
1/30/2023,408113094.2,398690246.5,509204965.9,47682849.31,26466979.74,6249499.31,15579859.13,17641119.91,5610445.96,,12001099.53,9527307.72,16742920.36,1717379.43,8259442.7,2248466.64,14212441.34,10635512.25,7061095.77,
1/31/2023,385832682.9,400324590.3,514333298.6,48904783.08,26378437.22,4605489.22,19368577.77,17623095.36,5269249.82,,11873202.66,9626120.26,19273836.43,1656929.26,8357015.09,2252511.3,15391387.31,10344694.89,7354596.03,
2/1/2023,389555483.1,405438806.6,529820738.3,49353109.36,26525976.72,4950072.45,21175239.13,17701534.68,5299896.75,,12262942.66,9537890.41,23364805.77,1672834.23,8439586.37,2285393.66,15905455.13,10699578.61,10703160.7,
2/2/2023,449819281,416844371,533036113.1,49916226.62,26697384.97,4520292.79,22496943.21,17561588.99,5485536.99,,12284756.7,9410264.34,24773408.86,1723132.09,8387959.29,2287902.45,18007113.54,10966163.03,11984929.34,
2/3/2023,413653999.6,410089172.1,538980791.3,50688256.8,26949013.62,5932382.45,24019730.16,17522753.06,5448285.89,,12585030.95,10020367.43,26120547.71,1697608.01,8323393.65,2287634.42,18185133.46,11146729.03,12463328.67,
2/4/2023,424108055.3,404525547.3,536383159.6,50250730.26,27082659.64,7637716.74,23802367.71,17593525.64,5253211.17,,12592873.82,10248051.03,30352814.56,1703922.05,8239468.39,2287731.67,18476643.58,11421096.08,13825400.38,
2/5/2023,440594128.4,401473739.8,539688064.2,51791958.77,27212020.02,4952370.8,24123181.69,17552469.62,5395847.87,,12343932.46,10266981.51,30334620.54,1700035.39,8111948.15,2314687.32,17404912.7,11305259.07,12815552.26,
2/6/2023,432502489,394213781.3,536218205.8,52393617.9,27628069.97,4587086.95,24918934.08,17623248.37,5666200.5,,12113209.92,9618748.87,32131819.55,1687237.01,8098991.66,2319859.09,16881618.02,11308367,12865864.55,
2/7/2023,464284392.1,395696897,553298877,52433080.95,28802397.56,6420884.28,25789987.66,17757827.9,5114994.57,,12523001.36,9788666.73,37210228.84,1679313.83,8171483.3,2378506.09,17508009.03,13164543.73,13545660.89,
2/8/2023,479954489.1,397096595,544107861.8,52974895.49,29801631.53,6434159.14,28063576.65,17668725.67,5476549.36,,12417723.4,10243614.84,37131170.3,1704959.15,8034635.55,2401244.34,16916911.79,13216389.83,13147951.55,
2/9/2023,449895404,396537877.9,527989261.1,53589396.21,29992924.29,10939166.52,28563774.77,17724276.26,5488003.78,,11673916.05,10738274.52,37512233.86,1691919.98,7657966.37,2403006.78,15860683.48,13239949.75,13915379.18,
2/10/2023,397910050.3,388340814,521733621.6,62645165.17,30053168.76,6547532.63,28188819.4,17764291.3,5152418.46,,11672508.59,11469440.92,39492544.4,1623980.01,7683936.79,2399665.34,15656275.37,13133640.27,14126557.36,
2/11/2023,400725272.2,382209772.3,531138471.8,63227808.21,30041507.88,6517356.49,28675056.47,17833386.95,5037908.45,,11860032.97,12102038.4,39675512.59,1604016.51,7732928.31,2403506.25,16062885.38,12905325.9,14449528.51,
2/12/2023,408763531.2,382483762.2,531210594.6,62979747.87,30206702.26,6273986.82,28441579.98,17815277.46,5245249.86,,11659190.43,12669551.86,39593035.51,1614708.17,7693690.07,2407258.89,15913900.13,12918068.58,14678491.83,
2/13/2023,394318190.1,381924234.7,532080656.5,62856175.69,29220962.33,6536683.88,28776326.95,17815624.3,5353153.61,,11517749.66,12272796.92,40581765.85,1602636.03,7667174.46,2401915.74,15861985.5,12982459.95,14390894.91,
2/14/2023,401123432.6,376892868.2,549466189.4,60948633.62,29169127.79,6639593.88,29055742.22,17887292.06,5404272.3,,11839507.95,12894370.61,41005545.98,1601253.48,8138449.12,2400019.6,16332404.9,12929324.22,14545101.71,
2/15/2023,411218705.6,372553532.6,594483183,61777154.29,29462662.31,7008692.33,29168474.58,17993733.41,5327833.55,,13037581.38,13610458.01,42070590.28,1622076.61,8667178.75,2401262.08,17311641.29,12979549.62,15638759.58,
2/16/2023,450060670.5,382641649.4,587111584.7,60902954.52,28248367.23,6643740.65,29387481.64,17914699.96,6218303.2,,11987532.07,15822068.48,41765559.31,1724297.81,8531956.05,2413589.35,16993488.56,12953579.13,14483515.23,
2/17/2023,416534161.9,382117516.1,613883792.6,61726360.39,28972277.47,7031191.87,29463962.22,18031524.45,6327038.13,,12311412.57,14606584.24,41764101.58,1682375.59,8644297.35,2420375.92,17495950.53,12938655.26,15072726.23,
2/18/2023,439412735.9,382706875,623733128,61807664.76,29875582.96,6928666.14,29409628.19,17822986.79,7835802.77,,12273089.97,13687378.25,41328255.54,1721312.83,8838799.11,2424096.99,17469308.66,12822731.14,15114972.06,
2/19/2023,438493766.6,385210362.9,631075608.5,61964827.05,30028547.32,6767997.36,29661984.73,17872455.96,7145672.04,,12183100.79,13249175.58,41030324.74,1735283.55,9067056.92,2420129.24,17399400.35,12948623.6,15383080.11,
2/20/2023,442641319.8,390542837.5,650079210.6,63297986.3,29451669.62,7628246.86,29759346.32,17849112.39,7863585.61,,12175023.26,15117217.21,41048636.19,1719413.72,9115518.52,2421000.99,12895500.85,12149107.96,15472277.05,
2/21/2023,460312938.8,388207553,658124463.7,63459655.46,29285308.79,7117132.45,29878042.66,18179391.9,8192221.43,,11658363.82,14011875.72,40959244.09,1741354.59,8936834.94,2429979.39,11862991.43,12098950.94,15151861.75,
2/22/2023,437753430,393549498,660595201.2,63369693.15,29100416.72,7046692,30219580.58,18213347.14,7273106.36,,11502159.43,13745603.74,41012842.91,1710590.27,8976238.49,2416359.56,10368048.34,12095505.27,15087898.54,
2/23/2023,422817947.4,393024580.6,658067872.3,62869929,29403927.7,7297369.48,30285811.77,18254808.65,7417119.53,,11541494.7,13391741.74,40757109.07,1697033.95,9107841.25,2420193.14,11663619.85,12423589.22,15180221.47,
2/24/2023,439883844,390240250.4,649817369.5,62788070.8,29193112.99,7117919.76,30558499.91,18279666.4,7262073.98,,11691737.94,15032300.66,40606188.78,1695136.69,8817748.51,2428132.92,11165402.34,12900776.33,14889769.16,
2/25/2023,437939561,384955206.3,648344308.9,62679668.71,29311263.63,9573826.92,30739730.32,18277839.58,6627369.25,,11706563.61,14544572.09,41714712.09,1661145.18,8746418.01,2421171.9,11093974.43,12961558.53,14814834.46,
2/26/2023,417240145,381232149.9,654129312.4,62270184.92,29510642.15,8297984.85,30402489.28,18402401.22,6875885.09,,12049971.11,15283076.85,41799609.58,1655603.38,8852674.67,2420931.03,11297550.96,13177127.54,15072619.45,
2/27/2023,452918312,382385503.6,652384244.4,61505699.3,29857535.83,8275820,33949584.57,18431716.3,7769348.14,,11991777.32,15410802.14,42119878.49,1682396.57,8874356.47,2423780.46,11521347.7,13561258.83,15078212.5,
2/28/2023,479726732.9,382826239.3,648486276.7,61273097.11,30412894.86,8354718.97,36461903.65,18484279.08,7974789.71,,11613572.27,15568572.93,43183486.06,1676981.13,8786184.8,2426292.28,2897832.56,13707827.27,15043252.69,
3/1/2023,475577712.8,374574934.2,652883176.8,62062739.71,30014462.56,9221542.56,36597121.61,18442172.4,7618629.53,,11962468.7,16504484.98,43408832.75,1665786.53,8911665.8,2451412.8,8905938.38,13307934.06,15434372.54,
3/2/2023,503687439.4,376434623.9,651696973.8,63486632.6,30171322.87,6914928.69,36447919.42,18523410.79,6098593.44,,11916918.58,16914955.22,43446324.3,1692110.3,8850673.54,2467177.98,9375350.74,13319063.01,15312780.39,
3/3/2023,487842144.8,372804508.1,634680028.1,63978762.26,30216108.94,6545654.2,36797077.81,18334832.65,5536269.78,,11349795.43,16197603.74,43297972.93,1682503.27,8417551.31,2456232.84,8153454.76,13301597.86,14982539.09,
3/4/2023,494191048.5,368214810.6,629970866.8,64139499.63,30266504.78,6464698.42,36758979.94,18357493.66,5311571.83,,11119843.71,15960642.87,42414545.77,1616777.91,8366450.46,2465835.13,8192900.25,13345286.94,14901085.42,
3/5/2023,493485786.7,367587420,631485356.6,64054996.9,30147497.02,6467057.24,36882409.52,18400536.04,5421309.91,,11090962.01,19363864.14,42403248.87,1613019.59,8286533.12,2495570.48,7727027.69,13378010.5,14948083.38,
3/6/2023,517765222.5,367728844,628563574.8,64082145.62,30251267.03,6627439.41,36960645.63,18461850.09,5527554.54,,11353899.91,19595009.6,42310238.28,1614977.83,8259488.28,2502883.44,7836310.98,13376278.78,15061527.49,
3/7/2023,524362754.6,364679109.1,627263574.2,63703224.81,30198412.84,7539985.47,37149959.67,18460864.4,5273290.92,,12197823.5,20355344.28,43353505.03,1611651.23,8144444.38,2524798.53,7625677.2,13242660.2,14834524.46,
3/8/2023,492121125.4,368602257.4,610848113.9,58768381.19,29946053.51,7682206.11,37276523.25,18363709.51,5160200.06,10373.53,12168831.39,20238188.61,40035801.86,1600005.74,7857545.2,2502931.37,8223071.13,13627925.89,14955772.67,
3/9/2023,440345905.8,367740646.8,573709894.7,60051921.35,29771697.31,6133585.63,36972963.68,18331071.47,4865132,61834.13,11423291.48,20376622.8,40582402.01,1576285.72,7464396.45,2494409.2,9071151.53,13541931.06,14432560.58,
3/10/2023,393170391,369342313.5,560181659.6,59358138.74,29684160.76,6145574.97,36021710.78,18523492.71,4339170.18,61728.29,11404955.68,20372892.13,38630988.9,1500196.55,7396636.46,2492152.48,8815572.46,13471110.32,13797809.35,
3/11/2023,386971280.3,302536466.3,510377561.8,57470144.59,28245296.77,6516704.19,34038706.95,17335200.25,4346118.77,59778.32,11576348.83,20173397.88,28971432.47,1492382.08,7245762.83,2471610.26,8833233.1,11870694.89,12377834.4,
3/12/2023,370914010.1,303423212.5,519107192.6,58708386.68,33711334.29,9305154.91,34564782.98,17986556.99,4190678.09,61176.3,11587107.16,20679696.7,28616710.85,72822.05,7688805.74,2440412.04,9069240.79,12014437.71,13158957,
3/13/2023,504693616.7,311148945.2,538932057,60294530.42,33826737.75,11755598.19,33973326.85,18530585.03,4551584.35,61684,11539382.56,21633804.11,28706008.05,489059.39,8314111.55,2480319.33,9228623.2,12487380.57,13753373.94,
3/14/2023,531717336.6,335436861,533773091.1,60031517.52,33661391.68,12216410.14,32083805.27,18313366.42,4890389.07,62123.48,11138024.77,24874556.71,29218980.26,501286.2,8548994.56,2448714.08,9270183.87,14245916.34,16187321.02,
3/15/2023,526308232.7,322083016.5,533765409.1,60254918.5,33591086.17,11622617.95,31330075.82,18135022.79,4851230.92,62120.21,10991546.09,24172660.93,28619400.91,497464.79,8248881.62,2476700.14,9058482.91,14321584.62,16907955.14,
3/16/2023,407578550.4,307457679.6,548313411.1,60475550.31,34028153.59,11629742.95,31244299.65,18183674.05,4537107.68,62138.64,11121462.75,24918248.47,29317536.04,492687.99,8167232.66,2344360.83,9761827.9,14681710.25,17486824.61,
3/17/2023,441384938.6,331784049.4,575450083.5,58549670.98,34333820.49,12405596.84,31355938.35,18216728.26,4514476.3,62199.93,11525714.63,25708837.78,29828405.41,499427.36,8517102.43,2343905.08,10116644.1,14721003.27,18194232.13,
3/18/2023,485168836,337187059.6,581048638.1,64348712.82,34368893.22,11621608.01,30927659.12,17974420.73,4734282.35,62157.72,11140546.7,25860164.68,29951518.68,516027.48,8568361,2416201.99,10322932.55,14614217.54,18073959.13,
3/19/2023,470433296,339557341,590933944.8,57872800.81,34544153.55,12234593.83,31025090.53,18050237.57,4635286.38,62187.87,11792985.68,26364080.45,30056501.46,514557.21,8670335.1,2423014.02,10355789,13408155.67,18419600.28,
3/20/2023,467195408.4,342088556.2,578276119.3,56139318.28,34512126.2,11827054.11,30710183.54,17958993.65,4637471.99,62071.87,11931049.73,25760875.74,30390532.97,520167.37,8547232.26,2382950.68,10058505.73,13366570.54,18166184.69,
3/21/2023,491132394.9,343329098.3,586592105,56747114.44,34674904.78,12035820.18,31132641.36,18332156.51,4666232.19,62120.4,12204889.99,26059283.64,30977591.04,522385.1,8717726.65,2383494.01,10285473.85,13249304.88,18838777.48,
3/22/2023,472565768.7,351141299.4,576112043.4,57450385.25,34572289.21,11626937.81,30481711.51,18261323.21,4770008.65,62633.96,11624283.18,25823184.03,31303013.17,529502.85,8507736.04,2420114.21,8404419.37,13209227.08,18757318.7,
3/23/2023,449000105.2,344255989.5,586040476.7,63228869.02,34693721.78,11654508.91,31012622.43,18158317.51,4666562.83,63170.32,12144913.18,25985958.07,32127944.52,479261.06,8601044.98,2465108.06,8804434.39,13092937.46,19096043.73,
3/24/2023,451696643.2,346067473.9,585330538.2,58726573.59,34531394.23,12214455.06,31366633.96,18293382.53,4678331.84,63179.75,11823240.84,25658822.87,32214123.93,482368.23,8488271.84,2465625.55,8322873.94,13050824.52,19109289.37,
3/25/2023,426417892.1,344553290.5,586806093.1,58042387.82,34618179.77,12719835.37,32079664.71,18301559.81,4589428.04,63174.48,11862882.86,25639002.58,32001441.29,477157.85,8576755.72,2481625.05,8401393.33,13027936.73,19141975.44,
3/26/2023,405065182.3,345178703.5,595747289.8,58075587.9,34688020.83,13022947.53,32161130.95,18225816.51,4617628.97,63197.66,12077695.46,25507908.41,32085100.03,476267.67,8896569.41,2515167.61,8660924.47,12916931.42,19222189.4,
3/27/2023,411338051,338295286.8,590258214.6,57906560.71,34461076.02,11736401.45,32206622.79,18439698.04,4596880.55,63158.06,11796755.13,24629836.91,32196836.74,476721.18,8663629.16,2537242.84,8811568.05,12873536.92,18656644.49,
3/28/2023,415957904.4,335032804.2,600062437.7,58515709.2,34433502.36,11759459.65,32538720.93,18374971.11,4488255.08,63197.25,12269838.12,24947011.22,32189167.59,469907.61,8849386.82,2550967.72,9178940.35,12980471.26,18767940.34,
3/29/2023,400154543.1,339296659.3,606211485.5,58363486.36,34922488.69,11449762.23,31935992.39,18407306.19,4385493.53,63207.77,12347336.11,25314797.66,32307637.25,1446188.4,9024025.07,2571185.15,9275137.79,12903250.24,18818208.46,
3/30/2023,418431927.4,339546744.6,605560737.1,58369855.95,34560583.97,11612582.37,31652220.37,18537851.59,4495314.91,63209.47,12303058.64,25054393,32345496.81,1451862.19,9056255.37,2514101.9,9328402.52,12894254.74,18807087.62,
3/31/2023,407638263.4,339890531.7,616529466.5,58336886.85,34392662.43,14025860.61,31352546.27,18793860.01,4423395.91,63218.1,12026863.53,25200794.98,32125435.2,1457290.83,9045793.22,2538118.33,9256995.05,12360672.05,18532863.4,
4/1/2023,407638263.4,338705674.8,619684697.1,58393742.25,34207638.4,13990869.06,32038867.81,18849447.4,4485491.02,63424.32,11982937.32,25482300.52,32215559.12,1461797.81,9056687.22,2536987.12,9402594.65,12368324.03,18547676.19,
4/2/2023,447191212.9,338660128.2,616701484.2,59067017.42,34237268.94,14344638.48,32165773.1,18770236.31,4514281.04,63402.4,11809404.24,25436147.48,32091647.4,1460352.03,9228503.04,2535929.84,9227915.71,12399467.67,18572993.94,
4/3/2023,433639968,345831962.6,620961594.2,58315302.89,34279516.65,13090694.61,32473503.07,18669605.29,4367263.39,64316.82,12142189.83,25288531.88,31684941.48,1451383.02,9334499.77,2410705.87,8746027.12,12538747.54,18711618.21,
4/4/2023,433639968,351425180.6,628510267.2,58776828.57,34409086.27,14866264.39,32439042.9,18716168.95,4320860.68,64349.71,12614132.95,26582222.68,31749415.71,1452872.02,9586844.97,2416938.53,8927409.18,12552383.25,18781811.07,
4/5/2023,433639968,356490594.9,630571790.6,60052790.78,34362371.3,18440221.14,32047373.95,18593693.87,4445171.86,64358.36,12834782.99,27192020.16,31585411.47,1480152,9690219.53,2411938.14,8962120.25,12522167.3,18597752.82,
4/6/2023,459208063.2,353669418.3,630149967.1,60361203.77,34344646.49,16972946.34,31571417.47,18674147.25,4422145.15,85787.72,12575492.49,27112672.09,31730939.62,1477838.3,9585364.94,2349729.37,8723078.27,12174281.95,18589446.09,
4/7/2023,460915156.5,354308795.1,631078637,60771723.15,34429350.64,13669139.98,31474384.55,18824510.58,4358344.87,84327.74,12515298.79,27875196.99,31831098.78,1472719.42,9515029.09,2349729.37,8766421.13,12046380.35,18238806.79,
4/8/2023,450547945.1,355160000.6,632145734,60673919.42,33984880.28,15587684.9,31499415.56,18745335.63,4408698.44,149051.07,12412176.31,28332194.38,31861309.31,1465355.71,9456414.43,2397955.44,8730264,12071364.11,18056749.1,
4/9/2023,450429495.1,354561648,638667697.4,60583776.38,33845023.32,20364788.55,31464037.2,18858288.96,4467196.36,149445.53,12437246.73,28799984.59,31784095.95,1466390.48,9379437.47,2429281.99,8859980.77,12208185.47,16721231.7,
4/10/2023,451647405.2,353449762.6,655277455.4,61591178.32,33906271.29,17216549.64,31569932.56,18877391.98,4488543.53,181703.08,12737820.29,31244142.49,31009087.98,1470551.91,9541583.86,2398565.76,8834413.59,12094855.6,17005633.2,
4/11/2023,460682241.7,355147468.9,653746142.6,61691551.04,34938866.61,21597927.71,31099254.45,18756270.85,4497377.04,188570.1,12515612.55,31655610.93,30894733.55,1488184.18,9612737.52,2380743.37,8782505.83,12097108.75,16990550.2,
4/12/2023,446088882.6,359939964.9,664576775.1,61772313.17,34469266.77,18369927.2,31157677.58,18696516.57,4541475.38,191215.09,12851723.69,31736436.61,30775436.26,1487872.15,9641590.82,2391663.74,8797923.76,12133985.72,16934594.21,
4/13/2023,438229849.9,369615707.9,676750826.1,61681522.97,34869741.99,16626206.57,30684300.46,18809150.99,4561759.17,196143.22,13050378.3,36064460.56,30612064.62,1488642.06,9945864.72,2366126.25,9027108.47,12127490.52,17234297.91,
4/14/2023,461841027.8,377977042.6,679897711.2,61427643.61,35917265.73,14676612.58,31791576.89,18904729.41,4828864.12,197285.34,13899633.66,37539935.66,30601364.01,1538329.97,10075432.54,2394034.06,9093910.3,12344358.01,17198595.44,
4/15/2023,465731174.1,376266602.3,680504526.1,61255951.97,36064371.06,16260159.14,30872844.51,18977095.22,4885000.89,196524.96,13850062.18,38486943.13,30175445.68,1542247.04,10019106.27,2369602.83,9067769.98,12355592.56,17289869.36,
4/16/2023,463179923.7,379431002.7,686681161,60511245.2,39526187.25,21138281.17,29500942.96,18973768.14,4890388.25,193714.51,14022325.88,39765608.65,30178893.86,1542178.6,10108099.91,2378384.04,9032903.48,12325564.81,17436831.44,
