Date,dYdX ($),Synthetix ($),GMX ($),Gains Network ($),Level Finance ($),Vertex ($),Perpetual Protocol ($),MUX ($),Hegic ($),ApolloX ($),Cap ($),SynFutures ($),HMX ($),Mummy Finance ($),Holdstation ($),Pendle ($),Pika Protocol ($),Solv Protocol ($),Thales ($),Metavault.Trade ($)
9/14/2022,212551.47,70264.24,188873.87,15461.59,,,4803.2,3355.72,,,2951.62,6691.03,,,,,1253.8,0.52,5050.04,999.81
9/15/2022,317448.21,301873.78,312277.04,17742.18,,,7473.42,27342.45,,,22902.96,11317.29,,,,,2985.76,0.92,2772.27,5234.49
9/16/2022,180926.57,195828.43,121316.21,9663.95,,,4275.36,15732.59,,,3355.7,6628.74,,,,,930.62,18418.26,1103.57,1351.78
9/17/2022,97794.82,77340.86,84617.76,6639.46,,,1957.83,3537.81,,,67.35,7076.3,,,,,635.04,4.56,5703.76,300.02
9/18/2022,145100,109637.51,236168.84,13805.7,,,3808.62,8840.74,,,26854.27,8769.11,,,,,1009.98,14364.66,3181.51,2243.98
9/19/2022,248302.62,188755.02,170175.91,18783.1,,,5066.29,4496.49,,,50077.75,6015.3,,,,,4929.23,3.29,2074.42,1978.65
9/20/2022,166978.01,63968.97,107209.14,29752.68,,,4360.76,1413.19,,,313.79,6178.23,,,,,3069.25,37.8,1083.48,955.57
9/21/2022,328499.73,263047.68,176159.46,33484.53,,,6494.1,3281.41,,,32573.97,6985.61,,,,,2216.49,43.24,7155.4,3824.92
9/22/2022,232445.25,66212.72,153082.97,24433.01,,,3726.56,2461.89,,,1133.62,7814.57,,,,,6086.57,21.68,3666.24,202.96
9/23/2022,241880.55,70066.88,117686.6,30708.51,,,4861.12,2240.54,,,295.52,5670.87,,,,,1890.8,0.1,6284.29,2073.72
9/24/2022,86155.09,26612.31,42163.69,8665.17,,,2349.78,1211.95,,,300.06,6676.81,,,,,922.68,0.05,1375.37,419
9/25/2022,92350.49,14463.29,70927.95,6367.32,,,2398.18,1555.01,,,1698.18,6976.02,,,,,897.53,30040.81,2077.26,947.08
9/26/2022,191985.54,24251.38,92390.77,27385.91,,,3893,967.81,,,2679.62,5637.98,,,,,520.88,0.93,1643.91,408.68
9/27/2022,254633.85,42524.91,145408.14,38896.52,,,4590.76,1968.67,,,1510.58,6906.3,,,,,2292.34,0.79,2918.4,974.68
9/28/2022,230743.78,54823.98,128690.98,47849.67,,,4725.9,2741.72,,,910.53,6745.94,,,,,4979.8,0.13,2547.77,2250.14
9/29/2022,188203.27,40477.14,77355.63,24007.64,,,4391.76,1115.63,,,211.64,8905.26,,,,,1134.44,17.66,1757.04,1055.91
9/30/2022,198925.92,98994.8,123328.6,14495.57,,,4945.4,1770.8,,,5181.5,7534.7,,,,,2004.44,11546.57,6351.77,3347.29
10/1/2022,54003.54,15204.5,26326.05,6722.67,,,1268.26,464.75,,,61.47,6561.82,,,,,662.84,0,3273.64,99.94
10/2/2022,89134.06,11906.46,40072.78,7078.65,,,1910.33,4579.75,,,324.16,6586.88,,,,,838.75,18345.93,2134.72,1271.12
10/3/2022,120635.26,59688.4,67305.85,15614.75,,,2666.27,1500.35,,,85.02,6591.59,,,,,665.15,0.66,4457.62,440.54
10/4/2022,157500.94,29838.55,77983.64,17493.97,,,2545.6,2187.69,,,5730.1,6948.55,,,,,968.49,3.51,2093.71,510.57
10/5/2022,116134.95,21545.04,89644.32,18794.84,,,2733.72,1751.68,,,142.85,6526.05,,,,,539.48,0,4083.06,273.54
10/6/2022,173912.54,125841.57,85058.08,19681.29,,,3631.26,2885.82,,,47.77,7559.17,,,,,532.95,0,1578.21,847.85
10/7/2022,156999.69,59524.07,97220.2,18186.38,,,2527.08,5402.78,,,378.28,6564.79,,,,,429.25,0,4992.51,1829.75
10/8/2022,44370.48,20591.32,43116.28,7294.18,,,932.4,5075.11,,,318.88,6571.99,,,,,495.29,30.37,2088.88,507.6
10/9/2022,50605.82,18652.29,21269.58,5858.28,,,871.99,380.05,,,0,6311.1,,,,,498.24,28560.39,2376.94,574.17
10/10/2022,102481.88,8929.02,95677.01,12650.82,,,2151.87,824.37,,,248.58,5595.79,,,,,693.04,0.91,3533.08,1162.11
10/11/2022,129655.82,14461.42,131828.22,19193.62,,,2672.75,1091.44,,,149.06,5175.75,,,,,1015.45,3.03,624.89,1104.99
10/12/2022,79313.76,16771.44,52060.53,12874.83,,,1742.61,683.39,,,578.82,5245.25,,,,,481.04,0,1505.23,1494.42
10/13/2022,204752.76,171987.4,146214.91,49860.5,,,5682.52,6958.27,,,9121.68,6304.83,,,,,9478.66,0.25,3416.6,9547.62
10/14/2022,157557.7,28999.11,72596.14,17961.76,,,3706.21,11947.48,,,1345.11,4974.76,,,,,827.47,12850.19,6573.81,913.43
10/15/2022,60436.94,4146.47,18901.61,9608.43,,,1443.52,1391.02,,,53.73,3138.46,,,,,431.68,0.35,1471.93,18.46
10/16/2022,71318.98,7785.48,22591.39,8064.87,,,3053.22,4087.09,,,9.5,4185.22,,,,,652.76,8808.55,1529.45,151.36
10/17/2022,116454.24,10785.23,57926.06,19830.12,,,2625.16,3409.98,,,9747.51,3020.17,,,,,535.47,5.53,3017.04,133.21
10/18/2022,150098.78,11348.61,101102.15,23555.74,,,3338.17,3260.03,,,249.13,4549.02,,,,,892.44,0.97,1446.73,421.34
10/19/2022,98757.71,12777.21,30043.85,12746.72,,,2768.98,4489.53,,,38,5695.98,,,,,1098.45,1.41,4863.65,583.53
10/20/2022,107366.94,13256.09,61362.48,22363.62,,,2876.04,8289.78,,,76.96,4890.07,,,,,932.66,0,1782.82,554.51
10/21/2022,117121.86,27391.69,80645.32,22193.53,,,3528.44,8186.05,,,200.18,5619.72,,,,,1524.01,1.74,3801.3,1233.01
10/22/2022,43546.63,7052.79,23525.55,15160.88,,,1302.78,1800.03,,,0,6581.99,,,,,427.15,0,1486.94,108.94
10/23/2022,74011.82,12981.02,97218.58,11961.31,,,2325.25,6856.56,,,664.39,5066.67,,,,,762.15,24512.75,2342.8,2235.47
10/24/2022,111527.6,13154.58,85580.66,20738.21,,,3204.3,2495.39,12433.45,,787.73,4322.1,,,,,797.31,2.78,2004.37,972.09
10/25/2022,341498.42,50447.5,201432.93,33468.99,,,6039.36,32077.97,15187.54,,10283.09,4028.52,,,,,2066.46,5.54,1507.29,11484.16
10/26/2022,321890.06,52306.81,182358.09,25924.79,,,6299.47,33727.32,19343.96,,1652.05,4819.18,,,,,962.37,0.39,3258.99,9573.62
10/27/2022,225003.66,31045.24,156706.16,33508.12,,,5931.31,10060.29,5144.09,,166.1,6886.49,,,,,1256.97,0.61,1672.06,2682.66
10/28/2022,204961.51,44259.27,115841.6,38582.18,,,4809.65,25030.05,2637.53,,157.25,5924.31,,,,,918.37,6.22,2201.03,1468.98
10/29/2022,227804.22,26012.51,95258.09,30451.21,,,5283.17,32613.56,9702.4,,3448.64,5936.53,,,,,2327.24,0.32,1636.23,3845.87
10/30/2022,160984.6,15819.29,77657.51,12178.6,,,3849.89,5624.64,6354.69,,169.43,5024.14,,,,,1836.43,26239.84,1012.55,1617.08
10/31/2022,181730.65,30253.75,81766.13,34005.36,,,5464.31,10298.72,15562.46,,199.86,5926.66,,,,,1138.31,0.03,776.19,4147.25
11/1/2022,144482.16,37813.37,41723.38,32393.76,,,3333.9,6345.09,6119.75,,46.94,4170.5,,,,,1091.79,0,617.13,449.62
11/2/2022,271427.64,76359.04,99448.69,40231.46,,,6770.33,46336.54,4867.78,,8725.14,4844.9,,,,,1513.93,6.48,3867.31,12156.29
11/3/2022,139260.19,23432.57,50423.76,24174.85,,,5694.61,8049.14,10251.04,,15.57,6025.06,,,,,1493.41,2.07,743.25,1716.97
11/4/2022,288458.39,42922.9,125489.53,46183.02,,,7535.18,27654.69,7986.59,,297.24,4593.66,,,,,3210.83,35.58,2101.83,12900.86
11/5/2022,126059.22,13672.51,66955.33,29081.66,,,4723.02,4450.91,2289.35,,122.03,6042.73,,,,,2292,0.71,1614.98,6088.19
11/6/2022,108708.28,14524.32,57505.42,27397.21,,,3742.27,12757.81,4910.02,,2050.42,7445.47,,,,,2169.65,25554.7,1533.65,1090.88
11/7/2022,186542.84,23900.91,168799.71,37298.8,,,5762.82,12049.1,4013.01,,188.17,8483.71,,,,,1852.8,4.54,1281.78,4290.07
11/8/2022,831533.54,98521.94,468988.3,65521.32,,,22824.53,91639.43,40982,,11950.41,4397.51,,,,,11227.87,0,1343.95,40659.4
11/9/2022,762507.14,197675.28,372079.65,51073.21,,,12764.56,30417.41,44827.37,,15767.22,7182.7,,,,,8749.71,2.7,2282.88,11374.98
11/10/2022,541261.44,73894.17,454571.79,41508.45,,,4189.53,10706.82,18336.92,,10720.06,7721.07,,,,,5523.92,8.38,1071.6,10343.31
11/11/2022,409807.4,39205.62,316889.88,27111.87,,,2729.05,7385.67,36407.42,,2755.99,7235.96,,,,,4229.9,0,2273.46,8019.91
11/12/2022,164096.22,26109.1,152058.67,20987.06,,,1319.26,1886.92,34850.25,,522.07,7915.75,,,,,3526.32,0,1229.56,1434.68
11/13/2022,132676.59,23519.6,117120,12096.46,,,1270.67,883.54,2544.93,,347.83,7994.63,,,,,2062.92,23338.81,1624.48,1473.8
11/14/2022,264306.26,28551.36,302486.82,35379.88,,,2305.46,13895.18,9625.87,,1018.2,8888.06,,,,,3544.68,7.28,617.92,3271.45
11/15/2022,193489,35944.52,113938.69,36306.92,,,1573.6,1751.34,19244.58,,4155.89,13759.15,,,,,1887.16,0.23,934.65,1428.28
11/16/2022,176037.34,168667.48,126739.91,23212.91,,,1520.73,2336.97,17835.41,,5990.46,17630.63,,,,,1802.17,4.74,1694.72,1911.57
11/17/2022,163355.57,44411.84,94380.65,22851.55,,,1212.03,12414.41,8254.92,,211.61,13354.86,,,,,1419.47,0,757.23,732.42
11/18/2022,109098.61,27583.2,64234.67,15068.93,,,895.06,789.88,8214.52,,190,7883.85,,,,,932.02,22.04,4447.15,895.43
11/19/2022,53698.65,44155.26,44287.74,11939.63,,,649.67,8987.14,1100.93,,264.6,8683.54,,,,,821.22,5.06,454.07,293.26
11/20/2022,154799.95,36863.78,121328.09,20012.31,,,1215.24,2921.9,19004.69,,899.4,7352.26,,,,,1629.32,20109.67,937.55,1967.85
11/21/2022,299929.4,51048.11,367055.47,30724.92,,,2106.64,17156.51,15827.84,,1515.74,6307.67,,,,,3817.38,4.32,2227.44,1805.03
11/22/2022,232142.88,46704.35,240351.71,32031.96,,,2048.2,910.14,2833.42,,240.31,8549.94,,,,,4189.67,0,2224.22,1181.73
11/23/2022,189459.54,127320.06,164802.19,27010.24,,,1823.72,5539.29,6914.26,,7069.66,10167.3,,,,,1602.93,15.91,2568.26,1050.19
11/24/2022,126122.25,15736.46,115524.52,13302.13,,,1335.09,3100.38,3116.65,,806.81,8428.75,,,,,905.44,13.86,3273.85,592.72
11/25/2022,117419.31,32677.2,97727.43,11470.81,,,1514.15,396.78,3786.95,,89.07,9495.32,,,,,771.79,1.81,3732.92,2238.73
11/26/2022,102266.74,25825.35,56934.04,13771.29,,,1313.11,1929.9,1604.26,,4771.07,11921.01,,,,,836.45,0,2570.03,422.65
11/27/2022,75070.74,18056.6,32325.92,11604.85,,,1125.41,7585.49,225.18,,201.49,12499.35,,,,,1235.56,25186.57,1809.86,303.23
11/28/2022,142003.45,68012.1,349935.8,23447.11,,,2179.62,12339.87,12568.34,,695.28,9516,,,,0,1770.2,4.35,4876.67,324.63
11/29/2022,139637.1,66139.36,215728.19,18576.88,,,1893.65,6565.78,2234.99,,13.67,8719.32,,,,59.56,749.09,15.7,2872.69,541.77
11/30/2022,230005.58,48491.31,233376.14,26989.12,,,2988.88,11514.42,1291.58,,512.06,9246.51,,,,55.54,1387.55,0,6450.5,1025.65
12/1/2022,138281.63,18021.17,69172.87,22898.88,,,1942.31,3121.25,737.8,,656.04,9338.85,,,,63.98,814,0,5313.43,896.24
12/2/2022,139721.02,30127.5,49827.23,10018.96,,,1761.75,1574.41,1919.57,,146.28,8632.52,,0.02,,34.05,818.49,0,4079.55,693.99
12/3/2022,95278.79,17519.02,84119.33,5681.65,,,1488.54,1973.74,2916.53,,1223.16,6187.96,,0,,16.49,616.41,0,2253.36,945.84
12/4/2022,103324.27,17352.43,38721.84,6632.17,,,1790.25,2873.81,6081.06,,44.41,5171.05,,0,,11.45,584.62,23324.48,2738.93,773.97
12/5/2022,169533.91,25936.1,94904,15247.61,,,2649.13,7558.78,8615.34,,64.21,7660.27,,0.14,,82.52,1141.36,0,2896.59,586.27
12/6/2022,121146.83,14557.11,39057.29,12590.73,,,2425.93,1970.5,1884.42,,582.57,7871.05,,2,,47.28,1206.34,0,3037.59,748.6
12/7/2022,144883.76,20776.61,65690,14194.71,,,2293.06,908.66,295.23,,442.85,3496.83,,6.35,,142.6,705.9,0,1232.68,463.58
12/8/2022,142691.32,22047.88,134689.91,17990.84,,,2302.8,1519.08,4266.52,,166.42,6440.45,,0.22,,163.85,1000.06,0,855.64,370.98
12/9/2022,144964.85,22688.47,97136.17,15454.52,,,1871.07,4994.31,3900.87,,127.35,5507.18,,0.94,,180.76,873.55,0,2103.33,915.18
12/10/2022,60623.92,11457.75,75926.26,5639.91,,,1086.89,2296.43,3478.44,,0,4760.42,,0,,22.35,498.22,0,2158.98,153.94
12/11/2022,62305.09,18511.59,99307.5,7364.29,,,1220.35,3556.44,10280.78,,4.79,4019.83,,0,,67.09,1018.29,17027.54,884.93,240.99
12/12/2022,131323.67,16262.17,60807.73,25683.29,,,2189.75,1944.18,4209.27,,215.93,4319.61,,0.11,,7.72,1249.09,4.66,1512.45,311.82
12/13/2022,260920.97,59182.53,334416.88,28776.19,,,3651.02,6778.21,23412.76,,2425.42,4469.26,,3.38,,26.24,1688.99,1.28,1342.81,1941.33
12/14/2022,247113.58,50777.18,145671.72,20732.19,,,3226.64,3790.76,4632.55,,279.86,6925.42,,6.65,,106.26,1922.64,0.49,4139.07,841.28
12/15/2022,175429.57,29175.03,78796.7,23773.62,,,2162.42,11390.3,16665,,352.75,6403.04,,2.13,,121.03,1208.43,0,1755.16,1044.68
12/16/2022,309335.9,76345.04,207778.88,23984.64,,,3839.29,7140.89,11265.85,,4015.35,6468.98,,1.24,,37.07,4972.51,0,2621.49,2788.03
12/17/2022,114907.35,14626.61,57785.84,9803.47,,,2098.83,8757.21,2742.89,,32.41,7131.17,,0.08,,13.31,1580.11,0,804.06,93.38
12/18/2022,123893.23,9364.28,56802.25,8433.33,,,1772.2,5605.61,53479.99,,94.51,8069.26,,0.13,,8.4,820.93,19329.93,1458.3,79.27
12/19/2022,187123.63,14988.75,94930.72,15170.33,,,2582.39,3130.2,155.06,,135.17,8398.39,,13.01,,23.63,956.53,1566.33,1089.39,489.26
12/20/2022,224450.65,25428.96,93840.96,15670.67,,,3158.09,10850.77,5660.55,,158.16,10509.93,,38.14,,39.28,961.28,0,887.63,467.49
12/21/2022,100861.8,91572.8,79145.55,7373.36,,,1748.12,2746.64,4990.18,,0,7611.14,,921.03,,63.67,788.78,0.03,1650.69,75.43
12/22/2022,160712.18,12477.04,70441.12,13465.73,,,2219.25,840.19,30750.78,,1309.76,9670.37,,4038.13,,24.01,859.84,0,840.3,1122.45
12/23/2022,108345.24,22338.92,139556.22,11262.64,0.21,,1763.77,476.31,16575.74,,0,10256.65,,816.58,,59.17,749.73,0,2408.23,673.44
12/24/2022,43534.82,8415.54,14863.07,3766.98,0.69,,789.99,448.89,2085.75,,0,9084.23,,1141.91,,11.54,464.66,0,408.75,13.61
12/25/2022,81776.26,14876.75,32206.78,2690.15,0,,1601.68,216.86,6856.85,,1410.84,10231.57,,290.92,,5.22,520.7,12027.2,535.69,1039.31
12/26/2022,72250.63,11599.31,17495.04,3925.63,16.79,,1167.3,262.37,13120.46,,0,10552.15,,400.04,,4.28,628.72,0,908.36,196.37
12/27/2022,126161.91,28945.02,45121.2,7162.45,3.13,,1758.33,1402.41,20866.42,,0.51,9098.1,,930.17,,21.56,879.99,0.1,1603.7,59.99
12/28/2022,178904.91,35030.21,68602.71,14700.48,15.08,,2657.43,1744.11,2897.29,,763.28,8366.94,,1160.21,,17.31,1251.68,0.06,1756.18,305.32
12/29/2022,179492.33,22184.45,33544.77,11730.18,60.48,,2131.21,1157.58,8698.59,,410.47,9402.61,,856.73,,90.28,2277.46,0,1172.6,110.32
12/30/2022,142677.37,18319.49,57270.84,12152.1,8.64,,1848.96,533.12,15729.07,,0,9492.15,,642.21,,74.53,2262,1.43,1866.56,197.64
12/31/2022,76533.67,9457.91,20432.91,7207.39,7.94,,1100.61,203.05,2798.64,,0,6351.31,,843.35,,23.84,1682.4,9737.03,1135.01,109.03
1/1/2023,64233.72,7548.68,23357.41,4927.8,2.84,,902.36,230.52,6414.26,,0,4985.25,,358.84,,6.37,1203.2,0,657.91,42.09
1/2/2023,124401.46,22348.33,45067.87,9778.38,12.83,,2029.26,557.88,5981.67,,1481.59,6955.76,,802.32,,15.14,1696.57,55.14,603.77,226.23
1/3/2023,149921.27,41209.19,31187.42,15564.84,26.99,,1826.28,639.31,8797.94,,0,7436.4,,1237.69,,38.9,3710.88,0,667.72,49.91
1/4/2023,255183.77,62752.98,115336.6,22330.8,128.64,,3705.63,775.53,10845.13,,680.92,7735.73,,1192.32,,29.7,2393.41,1.51,1620.5,1138.4
1/5/2023,138205.45,22204.11,34568.59,13730.59,375.52,,2237.52,611.47,47957.86,,14.26,7414.22,,948.53,,16.59,1582.71,0,691.89,42.32
1/6/2023,196595.37,26427.06,71213.09,19777.94,1011.08,,2875.79,3831.89,22213.09,,358.87,4829.28,,1027.73,,7.85,1658.08,0,3768.2,94.81
1/7/2023,68232.23,15969.65,14385.3,7412.98,337.85,,1760.78,735.29,1803.53,,0,3863.71,,826.86,,17.63,1528.84,3386.8,866.21,79.37
1/8/2023,123499.87,24482,59898.64,16680.9,1213.13,,2657.75,1560.9,5324.58,,6787.31,3811.84,,946.54,,22.3,2182.41,2.98,745.1,547.56
1/9/2023,365243.22,54110.05,823298.97,35146.87,3263.12,,5842.98,4127.13,26086.59,,766.41,3520.46,,1946.68,,2.91,2911.4,1928.4,2010.94,438.49
1/10/2023,278590.65,45860.2,102401.97,14575.79,1218.21,,3701.2,2192.07,5517.79,,39.52,4143.7,,654.89,,87.78,2321.96,2.76,902.81,598.3
1/11/2023,324423.95,37900.39,164559.1,35599.49,2137.39,,4259.69,4711.63,8304.47,,1947.98,2688.59,,799.63,,39.83,2086.7,0,611.56,1468.08
1/12/2023,607361.98,83963.33,305208.12,61442.29,3109.83,,6936.84,5646.7,81825.19,,6200.33,5794.25,,2812.85,,727.97,3778.84,13.65,2129.26,1519.84
1/13/2023,547333.02,56812.63,207237.27,42830.88,1339.68,,5190.77,5067.65,70928.99,,1386.34,5448.87,,2633.53,,246.61,6223.47,0,2452.89,583.38
1/14/2023,658450.14,61371.43,265952.86,52096.27,3809.11,,7626.66,7986.44,150534.87,,6276.54,6096.11,,4063.2,,28.74,7153.14,31.59,995.42,4138.54
1/15/2023,293330.29,47401.69,60153.22,35197.3,4892.98,,3805.91,2282.83,11677.66,,1425.11,6725.45,,2296.83,,49.05,2777.75,18.86,2800.63,590.17
1/16/2023,372879.13,108099.49,89451.85,42636.29,5483.29,,4319.67,3290.29,23852.99,,2576.28,4911.99,,979.7,,160.76,4067.12,0,1241.44,1060.66
1/17/2023,315313.95,60950.84,90178.23,59275.15,6723.15,,4128.1,6948.32,11480.42,,2000.89,4442.07,,863.48,,279.61,3446.24,5.4,730.68,852.74
1/18/2023,468022.06,113730.4,174826.71,119087.52,14813.44,,4708.61,11322.24,33553.84,,7233.58,3670.87,,2034.39,,95.9,11124.94,0,1012.35,1594.85
1/19/2023,183927.3,23932.93,62995.27,48605.12,6076.54,,2387.22,3504.32,28490.84,,1511.32,6432.99,,1768.01,,74.31,1542.16,23.8,645.92,208.72
1/20/2023,287438.6,52112.52,127052.3,81919.14,20976.71,,3133.53,5259.01,6515.29,,7086.7,4145.91,,11094.24,,299.99,6116.56,1468.66,1430.4,1330.96
1/21/2023,337425.4,33289.91,97653.7,68016.92,10791.01,,3028.15,4298.02,13297.86,,2478.84,4632.14,,1520.48,,13.16,5536.22,1390.22,2839.15,1555.57
1/22/2023,244043.5,20548.85,89079.49,69568.47,22783.79,,2961.22,8485.6,75836.22,,1987.66,4594.88,,4026.25,,35.6,2205.4,0.47,1540.97,757.87
1/23/2023,245435.72,15778.6,81976.8,50231.15,6529.05,,3338.61,8681.4,1954.93,,1881.35,6816.95,,4022.33,,82.89,1607.08,0,766.78,873.62
1/24/2023,280651.57,31898.21,137615.69,75918.04,8055.57,,4134.62,5151.48,9435.71,,6017.38,4703.24,,3697.11,,0.61,5209.96,0.04,964.25,1254.71
1/25/2023,338831.75,71411.3,121334.22,142713.26,7204.51,,4502.94,4023.45,57000.76,,3141.67,4461.51,,5534.99,,272.81,3441.51,0,1035.07,1360.47
1/26/2023,256384.54,19392.57,72651.95,95064.78,5036.26,,3859.84,6390.22,11380.55,,1745.09,5202.21,,8789.14,,34.15,2322.2,6.88,697.54,1488.13
1/27/2023,260760.81,29828.96,165017.94,150963.12,11865.02,,3988.53,14557.66,24391.14,,3345.92,4621.75,,3966.24,,167.14,3090.04,0,822.33,507.17
1/28/2023,151980.46,8822.97,47069.64,57140.95,3481.1,,2722.6,14217.7,23155.97,,1076.73,4769.82,,1433.81,,142.53,1425.79,0.02,1156.93,139.02
1/29/2023,251062.77,23895.28,183189.02,49634,16286.92,,3870.57,20857.19,42188.26,,3431.83,4854.44,,4491.72,,6.01,2348.39,2883.54,2201.34,371.77
1/30/2023,274725.2,25107.97,124498.29,55756.59,12871.91,,4768.8,21796.13,42527.79,,2445.94,4623.07,,4834.84,,18.89,2917.96,0,792.12,759.78
1/31/2023,193235.37,23412,114020.19,57444.12,6422.43,,4026.98,22236.3,64245.07,,2729.78,5386.39,,10728.89,,1.65,1829.65,22,543.08,987.09
2/1/2023,355885.51,40370.08,151232.62,80174.17,8939.97,,4152.53,25088.96,12398.99,,2784.29,2515.31,,11968.47,,141.45,2620.53,0.1,702.14,700.97
2/2/2023,435129.97,34326.78,200182.47,107152.95,11739.34,,5556.84,28886.22,89052.88,,2179,1565.63,,9988.11,,159.65,3437.27,0,1732.65,1886.4
2/3/2023,312801.72,29787.08,93726.96,67652.58,15524.62,,4186.16,6615.39,1507,,1810.73,1056.28,,10964.74,,105.99,2566.07,0,1011.6,620.14
2/4/2023,148094.26,7665.63,83435.69,47664.75,9172.2,,2629.8,6655.89,1591.06,,1633.63,952.26,,4131.28,,190.09,1121.34,0,446.44,633.77
2/5/2023,193161.83,68501.31,102879.58,37111.91,15229.12,,3923.55,8179.78,30508.75,,1019.93,733.5,,5098.7,,132.01,1623.11,3150.64,1468.95,514.95
2/6/2023,234439.2,139730.06,83730.07,43077.53,17095.25,,4352.36,4425.92,33089.28,,1266.76,619.31,,4205.83,,7.18,1639,6.15,911.25,212.02
2/7/2023,280025.78,19411.98,189796.35,72260.52,14179.22,,4788.25,3703.41,23485.01,,1934.08,571.4,,8348.24,,1.9,2558.36,20.96,1862.78,452.12
2/8/2023,258602.81,29512.3,104423.99,88970.37,14894.29,,4943.84,3232.29,14110.96,,2158.76,523.46,,5150.88,,197.78,2324.25,0,946.19,1187.04
2/9/2023,358847.28,101663.27,224565.98,118793.88,30994.72,,5810.01,11817.44,9823.98,,10869.26,482.27,,8685.54,,605.57,5270.69,0,638,3907.67
2/10/2023,227699.32,58163.32,1697918.51,72448.97,13571.19,,4648.09,7853.15,15526.71,,1577.54,429.59,,7921.49,,934.42,2189.64,0.08,952.59,1910.92
2/11/2023,93617.75,10440.69,80627.85,92926.73,38431.41,,2240.34,17968.85,32453.11,,651.79,404.93,,6979.31,,296,18149.95,1.03,1537.89,67.2
2/12/2023,148203.76,49519.55,70133.31,51372.81,40793.67,,3007.74,6006.83,48422.96,,1249.17,379.24,,5341.67,,334.59,835.9,2671.05,5416.99,198.86
2/13/2023,310430.71,28055.96,160457.07,98508.78,32411.83,,5151.63,5925.83,20969.21,,1391.35,372.9,,7508.87,,287.96,2410.03,0,790.2,766.24
2/14/2023,315267.46,38319.3,241526.12,96466.3,44823.16,,3975.01,5524.03,10573.18,,1781.71,315.51,,10126.99,,124.67,1927.17,1.53,895.03,3931.6
2/15/2023,331064.95,32619.44,186311.42,62919.73,69772.49,,3829.41,4027.54,37843.2,,1546.95,237.57,,9045.96,,210.76,3358.43,1.18,1181.29,2207.53
2/16/2023,446074.06,64529.96,250378.39,137702.33,111505.51,,6203.64,8730.32,6945.93,,3177.46,204.32,,12755.63,,55.82,4405.77,1.27,1456.34,3801.57
2/17/2023,382845.67,61548.05,197454.29,96452.38,92807.29,,5358.5,5159.87,76019.86,,1705.8,138.88,,4784.85,,356.19,4422.86,2.57,1224.41,2601.08
2/18/2023,130048.65,25797.77,77348.44,40398.36,55278.02,,2902.28,4531.23,52850.35,,2883.15,4.43,,2997.67,,28.15,1842.11,0.11,759.7,758.44
2/19/2023,231539.53,9800.51,108487.59,30900.16,63191.46,,4093.49,2371.85,23881.25,,2539.54,2.84,,4358.87,,42.29,2973.88,2764.73,1053.9,670.61
2/20/2023,296130.8,50178.7,169238.26,37943.91,108662.47,,4559.87,3938.87,151.8,,2547.64,9.07,,5075.13,,53.24,2098.85,0.86,1028.64,495.03
2/21/2023,366724.22,36052.65,126961.71,65327.77,85496.41,,5259.08,3667.55,19249.74,,3027.09,5.18,,6486.54,,42.18,1992.94,0.87,922.84,778.99
2/22/2023,339768.92,40125.17,163399.79,89088.35,59104.17,,5673.1,4291.94,75531.85,,4243.77,5.17,,7916.21,,98.66,2601.7,0,1058.05,867.4
2/23/2023,339336.22,30574.59,190913.31,68633.04,67562.49,,5222.18,3173.39,49110.46,,2345.88,8.26,,5123.44,,70.15,2351.41,0.1,1081.07,383.19
2/24/2023,779256.28,23325.95,400915.95,70213.82,64696.53,,5109.73,4635.03,3619.64,,3721.93,6.28,,4118.71,,17.54,3465.72,3.78,1476.73,983.74
2/25/2023,332110.04,24387.51,95151.43,36855.67,40656.76,,3391.65,8642.22,11737.47,,469.34,4.83,,1664.76,,103.35,2094.19,0.41,875.61,559.94
2/26/2023,169780.85,30713.02,73877.27,33846.01,72187.11,,2863.85,5372.35,14335.12,,711.97,8.81,,1245.02,,4.89,1406.56,456.23,1219.38,260.38
2/27/2023,246498.62,17519.05,102425.25,57390.57,66181.84,,4161.7,4134.25,6583.7,,2041.23,4.86,,6434.47,,195.49,1710.03,0,810.74,621.56
2/28/2023,212496.05,27478.29,76412.82,52875.8,41460.36,,3674.1,5235.09,11003.83,,2180.09,4.77,,7036.93,,3.76,1264.56,0,978.52,128.92
3/1/2023,298565.33,47601.71,109168.53,69726.91,56116.39,,3991.91,2989.98,12312.92,,897.37,3.52,,6805.6,,30.81,1509.09,15.09,1191.99,554.86
3/2/2023,223900.18,26216.88,88843.21,34737.68,45729.03,,3862.15,6630.97,2601.26,,894.96,3.72,,2851.16,,312.78,1472.08,0.25,846.61,403.38
3/3/2023,303494.9,39173.38,151039.1,50747.7,49351.1,,4520.12,8101.75,3676.26,,4376.11,3.87,,6821.35,,77.82,1352.11,0.49,1255.51,3016.64
3/4/2023,107735.79,28723.36,37885.41,23782.02,36474.56,,2510.62,1916.7,35174.03,,1802.81,2.5,,6783.62,,118.9,857.04,0.79,1303.32,713.2
3/5/2023,134256.13,41289.79,43017.35,25830.33,52677.3,,3131.41,1490.63,1791.71,,1238.35,1.45,,1806.36,,169.24,964.64,1.52,816.6,539.22
3/6/2023,163315.83,25865.05,32617.93,36849.91,43768.11,,3619.62,2814.91,5149.6,,2074.75,3.01,,2595.38,,113.13,747.16,766.67,698.21,284.9
