Date,dYdX ($),Synthetix ($),GMX ($),Gains Network ($),Level Finance ($),Vertex ($),Perpetual Protocol ($),MUX ($),Hegic ($),ApolloX ($),Cap ($),SynFutures ($),HMX ($),Mummy Finance ($),Holdstation ($),Pendle ($),Pika Protocol ($),Solv Protocol ($),Thales ($),Metavault.Trade ($)
3/7/2023,154979.16,44835.87,90859.21,47804.57,58572.99,,4673.91,4412.48,15836.83,,727.2,8.46,,4311.24,,411.88,668.7,3.74,1064.9,1995.19
3/8/2023,274160.12,61972.72,107912.02,43120.47,85212.04,1.38,5281.51,4095.08,5045.45,,668.52,20.87,,8624.6,,465.59,3661.06,31.6,1191.04,1071.07
3/9/2023,266352.11,150853.12,352357.37,54001.4,68440.26,32.77,5150.55,7102.99,40525.8,,3881.98,22.18,,10445.5,,532.25,4250.25,2.22,681.42,4860.32
3/10/2023,737087.32,85708.29,507758.61,101094.1,59816.07,0,7422.58,9898.12,81383.38,,5618.24,32.89,,9794.86,,630.88,3815.1,0.21,1405.16,4735.24
3/11/2023,398902.2,222590.17,208011.52,52516.07,51042.67,0,4586.57,14288.41,52481.08,,2123.69,41.1,,9108.19,,565.98,2340.28,1.87,680.86,963.16
3/12/2023,291028.46,433857.97,386671.17,61743.85,46695.31,0,5213.51,12742.52,6212.84,,10715.03,185.06,,4891.38,,143.93,2352.67,1762.62,1148.52,315.28
3/13/2023,615343.2,228741.46,309194.66,119790.35,76592.67,0,5718.94,21461.72,30203.82,,15590.44,25.19,,9398.81,,432.41,2577.34,0,1074.82,4221.6
3/14/2023,687491.72,211194.48,237296.91,168066.52,82536.97,0,7409.11,24021.52,7240.05,,8128.9,12.91,,18170.42,,633.41,2954.04,17.65,894.72,11248.23
3/15/2023,500549.84,224103.4,171898.62,136284.25,51303.4,0,8397.17,25571.42,68136.8,,12139.98,11.01,,14888.8,,902.22,3072.18,0.03,1805.55,5352.81
3/16/2023,415644.88,74843.61,97960.92,69787.72,88046.51,0,5724.88,12497.26,2986.36,,12764.15,8.57,,12730.87,,604.4,1574.02,21.57,1183.79,802.21
3/17/2023,515502.5,525561.23,240858.86,133556.77,140394.49,0,6722.85,25948.16,11552.86,,25153.55,11.11,,27096.47,,524.18,3742.84,0.1,789.05,2564.38
3/18/2023,359274.8,165327.39,140158.8,57785.83,110476.57,0,5804.62,16822.19,49749.2,,8539.83,18.32,,14614.32,,496.39,2654.75,0,815.2,3707.02
3/19/2023,328971.76,103949.05,119489.77,55353.87,134633.35,0,5428.79,19836.43,25738.09,,11418.3,17.32,,6346.32,,349.73,2397.23,1932.92,998.7,2358.95
3/20/2023,400542.44,327258.92,117558.25,67196.57,83493.75,0,5901.43,18004.66,26981.98,,31360.86,14.66,,10142.9,,445.61,2177.73,0,437.55,1829.64
3/21/2023,341047.63,48161.8,162315.2,63474.19,114042.77,0,5650.67,21721.52,13026.68,,32621.06,8.49,,10805.15,,292.91,1817.59,0.2,404.97,1476.93
3/22/2023,471545.53,119998.46,222166.54,87198.11,88220.99,0,6086.49,28083.24,39128.34,,31490.21,12.15,,22297.18,,565.62,1922.09,0.35,1241.15,5754.67
3/23/2023,316610.48,26898.71,154635.89,54391.44,62661.03,0.1,5005.21,18030.46,18555.75,,20135.48,9.03,,9450.24,,569.38,1333.22,0.35,842.63,2321.68
3/24/2023,319481.4,174033.76,235473.03,67374.48,101996.25,0.04,5039.45,27881.73,4261.48,,56565.09,8.3,,12883.69,,327.3,2058.47,0,1465.14,2571.83
3/25/2023,149141.96,32166.75,128467.13,37638.23,68088.58,0,3562.85,17045.73,108.22,,19651.75,19.45,,5320.16,,301.11,915.27,2.63,544.52,285.14
3/26/2023,157208.67,79637.67,214347.22,55990.43,105617.19,0,2783.3,20470.6,42857.68,,19756.05,12.01,,5564.83,,117.09,1230.55,1351.34,906,969.91
3/27/2023,248486.49,60166.51,226040.48,86759.23,78772.14,0,5681.25,34177.03,2361.93,,33847.99,25.02,,14166.33,,260.06,1603.85,17.4,514.45,2420.82
3/28/2023,242425.43,104843.27,172625.99,92150.97,90733.28,0,5451.96,27574.43,37033.02,,64423.08,27.53,,13477.76,,220.33,1883.36,0.08,416.96,1290.54
3/29/2023,260570.65,119356.33,205751.93,78093.3,118090.98,0,4864.94,17355.5,22304.42,,53985.59,6.31,,7241.3,,314.68,2044.71,0,494.23,1108.04
3/30/2023,296604.57,736574.79,267993.99,78031.94,117550.64,0,5255.99,41140.66,11815.46,,52970.97,9.6,,13913.61,,1363.3,1312.88,0,561.66,2642.89
3/31/2023,240740.55,522225.99,161561.52,55633.09,90043.84,0,5325.86,36818.09,5920.63,,16950.52,13.02,,7580.61,,1430.89,1587.47,0,568.31,1020.75
4/1/2023,113336.85,39574.99,97849.9,38895.01,63269.35,0,5526.03,13208.65,4338.73,,21645.58,1.24,,2408.55,,465.4,604.75,1.61,786.37,142.08
4/2/2023,123964.95,30343.21,150282.21,47871.63,89436.32,0,5300.8,29979.14,7602.19,,27473.2,14.82,,5087.17,,355.92,1802.16,1520.32,963.54,429.12
4/3/2023,348402.57,85676.39,208249.83,124031.1,142617.47,0,6243.32,46834.8,18310.13,,41397.17,29.49,,11897.47,,623.57,3142,3.29,437.8,1493.74
4/4/2023,304325.26,109095.78,223596.06,69932.19,156042.03,0.04,5015.13,25862.23,41553.24,,13932.92,48.2,,8043.95,,752.84,1912.45,9.89,658.47,1138.59
4/5/2023,317917.38,61180.63,218430.86,66872.64,143222.61,0,4976.21,39671.52,28258.57,,10539.34,126.99,,16105.19,,3781.45,1534.42,0,668.95,1560.97
4/6/2023,192145.86,36415.45,170362.02,52368.73,122892.01,0.11,5258.89,29393.73,24739.89,,8485.92,163.08,,4683.83,,4454.99,1399.02,4.34,455.71,149.51
4/7/2023,97954.66,23463.86,125757.59,23515.02,84816.9,0.31,5392.55,12681.98,10418.43,,3552.67,235.61,,6880.1,,850.31,894.03,0,610.15,232.35
4/8/2023,63889.37,13381.28,84990.51,16999.92,131801.75,0.03,5614.76,7035.38,3621.83,,1930.3,310.55,,2400.11,,284.63,742.04,2.48,614.74,276.7
4/9/2023,109459.65,17574.36,121472.6,24898.45,160524.16,0.08,5436.63,13246.17,1203.28,,3343.74,272.63,,5307.35,,676.36,980.49,0,366.91,847.63
4/10/2023,248610.4,33363.94,215971.63,83643.47,225132.87,44.27,5914.96,38184.36,9335.06,,11716.92,419.52,,8173.96,,797.92,2239.8,0,363.25,529.63
4/11/2023,260395.63,67817.05,230782.91,55529.88,107642.02,49.99,5594.69,26360.21,91717.55,,7020.07,441.69,,11388.97,,1407.18,1628.96,0,724.06,726.42
4/12/2023,307581.65,111713.9,274203.86,76820.28,195910.56,92.39,5595.99,24216.61,34599.27,1.63,8146.06,467.24,,12115.4,,1320.32,2006.55,1.44,770.44,1163.86
4/13/2023,351730.58,119515.66,231647.24,47595.41,219079.41,153.45,5521.63,26815.08,30485.93,27.17,4769.44,525.07,,8141.4,,861.29,2837.16,0,497.23,910.21
4/14/2023,395566.37,264543.09,247042.46,104193.4,289990.16,155.19,5994.26,53421.24,27950.8,87.31,22340.19,703.53,,17296.53,,851.13,3158.65,1.13,612.06,2403.44
4/15/2023,134386.5,72403.49,60912.59,32235.29,119226.33,38.91,5763.84,20977.49,7968.56,46.17,7102.79,745.56,,3057.18,,356.87,973.03,0,532.21,82.95
4/16/2023,231715.79,159747.24,106781.62,30331.83,182043.7,35.62,6414.78,18742.46,1214.84,61.72,3357.98,862.56,,8665.98,,432.13,1187.46,1125.77,623.65,629.11
4/17/2023,262213.22,100292.16,125089.37,48845.48,185676.67,43.54,5679.06,29989.63,24031.05,226.7,4642,1060.39,,12437.27,,461.26,2040.84,9,619.7,281.27
4/18/2023,264875.48,50331.23,111913.83,50110.63,212871.72,9.02,5503.71,32992.69,17864.34,92.67,6405.09,1235.2,,4668.47,,290.15,2412.26,0.57,570.24,250.81
4/19/2023,473149.49,675934.72,425901.97,80170.4,253572.69,13.17,6918.99,52319.97,45630.65,357.24,11356.23,1437.97,,18045.64,,538.75,2115.98,0,717.1,2228.77
4/20/2023,333465.49,93628.94,280247.28,50792.76,158826.5,16.22,6109.76,46418.57,14223.8,299.34,6950.28,1427.27,,10779.38,,495.36,2139.79,0.02,777.26,1117.98
4/21/2023,349926.27,90458.73,157406.44,57124.29,175912.35,4.08,6136.2,55345.96,38658.39,897.96,7964.07,1659.98,,9658.61,,1210.93,2292.56,0.35,677.42,1304.05
4/22/2023,127290.13,340229.09,75637.05,23882.88,86727.5,2.41,5406.31,19287.09,117.13,317.93,2478.36,1892.61,,4917.75,,389.6,638.91,0,1193.29,187.93
4/23/2023,132123.41,90778.99,62696.72,28285.39,122576.7,1.8,5949.3,18756.14,62730.78,403.16,2134.16,2150.7,,6855.6,,602.62,1981.36,1095.17,1005.78,679.02
4/24/2023,237335.16,47210.65,125015.65,44661.96,151887.23,17.47,6028.98,22040.71,27282.91,1378.8,2567.84,2557.19,,9513.66,,353.67,2046.54,16.3,969.82,528.13
4/25/2023,231185.83,152298.23,131234.53,55235.48,166050.71,19.22,6372.33,19851.1,7223.69,1703.98,4520.8,2805.59,,14825.67,,504.28,1876.9,0.05,628.44,594.48
4/26/2023,527702.94,531212.14,263469.67,89292.28,240007.79,1284.76,7089.87,48257.14,12363.81,5537.19,18438.22,4664.92,,39739.34,,817.76,3894.23,0.17,986.07,3248.5
4/27/2023,387712.24,57904.25,554426.18,50217.46,223319.55,3706.89,8294.77,28320.85,14517.13,6950.06,28034.95,3803.93,,15653.84,,801.91,1833.31,0.03,510.1,2722.13
4/28/2023,195657.36,42726.58,64701.12,32260.37,131190.1,7180.26,5802.04,13331.21,380.21,3626.87,9613.79,3146.65,,4942.6,,577.21,1273.59,15.04,528.1,527.52
4/29/2023,91883.44,30417.6,27261.59,12742.19,37357.87,2103.57,6083.65,10971.34,1131.35,2616.99,911.91,2221.42,,2397.75,,278.62,583.05,0.1,1023.54,84.41
4/30/2023,167101.48,40459.47,82358.99,25235.96,94498.32,2865.66,6525.59,11526.95,5638.32,4406.52,4962.67,2302.55,,4004,,240.23,1722.39,2.77,809.73,320.32
5/1/2023,238466,194958.02,112174.67,66677.25,116441.6,3180.47,5664.86,24707.39,121999.08,5281.85,6192.32,3020.56,,12059.57,,275.22,2044.03,1.3,489.32,992.94
5/2/2023,190612.85,46979.53,48695.03,36676.12,71706.67,6173.65,5975.93,14284.53,7094.83,4594.64,7835.09,2439.42,,5180.98,,307.49,784.18,0.15,539.48,128.56
5/3/2023,264223.6,68990.89,145410.13,48089.11,130546.05,6524.99,7622.2,25862.54,67641.12,7502.69,22358.52,2487.56,,13704.94,,341.81,1485.38,0,506.3,597.72
5/4/2023,157984.83,48238.5,51110.82,26089.1,64718.74,3604.05,4714.25,17457.63,8480.96,5579.41,4432.53,2110.25,,6227.13,,364.94,750.78,0,498.91,209.47
5/5/2023,257388.49,104041.18,137317.33,33491.62,115168.06,6935.63,6899.11,26738.55,15160.13,6276.32,11914.63,1022.3,,9897.04,,273.23,1693.42,7.59,684.18,2121.58
5/6/2023,250343.77,135336.05,126904.89,33520.89,120885.12,3369.61,6366.41,27063.58,2272.04,8841.45,3915.15,1541.42,,11048.1,,80.88,2524.63,0,546.56,1326.7
5/7/2023,150638.88,334225.56,59504.24,19796.63,47896.02,3202.36,6229.12,12053.71,6367.9,3222.85,2415.97,2225.19,,2885.47,,162.97,1990.11,1239.02,888.77,179.01
5/8/2023,284996.27,148325.02,142128.7,59174.49,208706.17,15392.7,6904.14,38612.28,27419.93,5524.29,16194.67,2449.37,,13549.53,,259.42,3737.56,0.03,433.93,2224.77
5/9/2023,188187.34,62159.47,42879.38,41289.27,34320.47,5017.13,5294.83,15018,28065.89,3569.66,6787.83,2225.16,,5990.27,5.59,477.97,1091.99,0,588.86,268.91
5/10/2023,263436.11,275999.65,153421.29,127293.91,139644.55,7745.27,7685.07,46853.37,6773.26,4505.35,21373.89,2086.28,,17737.88,18.76,467.75,1435.15,3.01,413.27,5183.06
5/11/2023,199431.34,98718.65,125195.97,70165.75,139027.87,10815.28,6486.48,34774.65,4853.91,8313.05,7966.58,1940.81,,13017.97,2.4,178.62,1992.03,0,590.97,862.19
5/12/2023,219095.08,277339.08,95972.61,67311.48,114620.78,8032.44,6502.19,42573.63,13170.87,11636.88,19940.04,1417.93,,30208.26,67.92,446.25,2223.25,1.88,1331.15,2487.82
5/13/2023,81818.21,24151.97,39148.61,24283.4,42182.15,2997.34,5101.3,20358.04,4507.62,7787.95,3706.09,626.36,,1792.79,63.51,332.76,695.1,0,733.59,120.15
5/14/2023,71935.6,45610.12,78835.93,38053.66,32875.66,1948.37,3767.63,29890.8,6465.4,4618.28,1845.29,531.15,,1799.63,39.35,545.79,935.01,1251.74,455.99,294.21
5/15/2023,145393.3,81518.96,63586.96,42875.95,116197.72,3249.85,6377.66,28434.43,7709.16,9029.87,9082.17,623.68,,8415,253.37,575.58,1177.14,1.54,389.6,721.74
5/16/2023,123773.46,62837.4,51702.58,56578.85,75080.78,4032.32,5733.44,35706.3,7108.56,5828.98,6416.44,633.33,,2875.31,66.88,335.5,630.95,0.24,1458.31,344.2
5/17/2023,146773.42,124119.04,53592.7,42424.15,81257.87,4395.14,6131.15,19437.22,5534.45,7383.63,12129.01,537.71,,8678.49,40.2,530.51,1830.32,1.83,1015.14,257.67
5/18/2023,142239.5,53160.47,52072.16,42421.77,80508.9,12135.06,6255.54,11434.77,11159.01,7922.51,9641.51,551.35,,7488.12,139.4,586.53,2041.58,29.06,980.82,560.9
5/19/2023,131133.28,42248.93,34533.89,20521.42,35035.11,11684.45,5087.6,8979.58,7136.6,4553.86,3963.55,693.03,,3102.96,119.47,676.34,925.78,0,1901.03,384.3
5/20/2023,51887.45,18257,17609.41,4539.22,19634.91,4758.48,5425.4,6456.12,1062.02,6311.34,596.52,708.28,,670.22,14.11,199.34,936.29,0.03,651.56,129.08
5/21/2023,77133.95,47134.47,25947.92,9410.33,17455.43,6393.18,5743.25,8202.09,11247.29,5287.36,2497.06,591.63,,3195.53,108.91,152.12,1017.58,499.59,516.71,44.18
5/22/2023,101491.76,84518.78,40180.45,20823.39,34620.14,9545.01,4973.73,5786.53,20602.54,5203.32,3223.27,684.3,,2397.07,42.78,402.2,698.86,0,1271.87,137.06
5/23/2023,129681.3,161623.7,86153.92,29129.36,62652.46,8461.55,5483.64,10497.26,4260.42,6460.19,6012.48,671.61,,8361.5,81.18,224.83,1231.9,0,1450.77,496.09
5/24/2023,187189.66,56931.13,82670.18,48766.75,152996.22,12689.61,5446.58,18675.97,19397.88,6603.94,12576.44,845.9,,12370.09,83.96,366.14,1310.86,0,1568.99,265.42
5/25/2023,121547.55,44622.62,91982.14,44804.34,26632.51,5884.13,5896.93,7964.17,1355.2,5779.2,6816.52,775.63,,3719.97,80.98,466.96,708.66,0.72,616.01,983.42
5/26/2023,101740.9,60782.57,38529.67,29585.9,78212.26,6213.79,5808.98,12497.94,3468.65,4917.87,5698.76,759.26,,2179.99,73.69,285.62,1662.55,0,939.58,1788.32
5/27/2023,49757.31,42334.6,16713.12,6257.79,59741.76,4620.73,5684.1,4101.18,1218.03,4906.3,3147,945.28,,451.63,39.75,374.12,1068.16,0,709.9,317.01
5/28/2023,119615.18,111965.58,129808.43,21009,154415.01,12775.4,6658.21,8685.84,5849.83,5861.67,4493.73,963.41,,3797.28,52.64,261.49,930.17,330.39,873.43,978.69
5/29/2023,151379.18,82694.15,72557.9,15239.81,103551,9322.15,5120.63,7642.1,1051.57,5751.32,3230.94,959.87,,1814.24,182.68,266.73,875.84,0,807.32,234.97
5/30/2023,135153.2,127049.64,32797.56,23300.89,44514.39,13140.3,5377.72,8164.8,6986.45,4106.11,3233.64,995.21,,1644.05,251.14,193.28,697.39,0.89,688.37,642.7
5/31/2023,153522.57,62462.79,67053.65,27701.95,172712.21,16275.08,5579.87,10205.51,8200.16,9159.99,5055.87,852.91,,3808.16,218.55,510.42,3059.91,0.03,909.63,814.53
6/1/2023,135187.38,34102.9,62024.7,100038.46,54349.87,8062.65,5555.63,9297.97,3735.54,11547.24,3004.08,837.13,,8885.2,108.1,1710.19,629.78,0,679.82,656.76
6/2/2023,129672.61,38514.6,46218.18,27618.17,88542.94,5995.04,5650.44,15350.33,1757.96,9090.2,2270.04,1124.51,,1079.63,92.29,1013.61,652.47,1.51,577.77,891.19
6/3/2023,67385.39,13633.02,17136.81,5297.91,20928.74,3259.56,5873.05,3996.41,993.83,8443.58,837.29,962.19,,950.7,55.09,67.01,452.83,0,546.86,195.09
6/4/2023,67682.4,7759.46,23866.68,7623.82,42341.27,3547.73,6117.59,3468.43,1132.86,6652.27,2479.16,1156.48,,1191.66,12,119.42,101.09,0,785.83,216.86
6/5/2023,274236.72,90661.05,231384.09,50604.73,197691.41,12579.82,6754.41,33782.17,3636.55,15898.36,7174.22,1190.26,,4242.37,262.55,544.16,3058.68,21.68,520.5,1291.87
6/6/2023,246773.97,1909.06,114661.58,62133.71,238873.21,5303.88,2863.05,31528.18,10046.18,16455.95,10059.68,1489.04,,2406.05,460.16,623.18,304.37,0,454.86,1351.74
6/7/2023,209327.72,26271.3,79850.48,47382.15,99776.8,5256.44,6283.49,13543.16,9536.55,14541.8,12937.38,1116.41,,1762.27,3731.51,672.36,256.76,0.18,824.34,857.07
6/8/2023,122277.06,34367.83,36909.54,26361.63,40795.83,2282.51,5601.92,8834.86,4885.98,12530.14,1960.78,1404.02,,1197.11,439.51,2673.65,491.81,0,502.38,129.1
6/9/2023,144518.19,40629.33,44271.86,21064.73,27175.79,4686.97,5697.06,8980.09,717.6,16268.69,1854.62,980.35,,934.27,583.32,1431.19,435.77,0,1239.4,947.25
6/10/2023,398576.9,145414.9,195066.33,114479.87,292985.09,15842.2,5043.94,41391.94,5526.76,21268.45,10857.31,1873.46,,7617.83,312.3,625.48,4123.14,0.06,803.66,10651.07
6/11/2023,157105.27,32157.91,44385.8,20396.42,73441.06,4058.89,6226.14,14911.22,9874.11,17245.31,3763.92,1112.17,,1256.11,239.57,251.9,419.64,636.92,421.6,1588.89
6/12/2023,184313.69,93886.08,54336.8,26320.8,115297.75,5056.5,5661.1,15143.8,4678.85,22516.87,3578.79,1165.83,,1761.36,844.52,1068.62,1050,1.84,641.61,828.04
6/13/2023,203711.8,98018.13,56246.37,47212.25,109122.05,7141.89,5566.36,13440.53,12890.93,12440.37,6839.69,992.48,,3991.79,785.57,469.54,1172.63,0.1,470.31,845.59
6/14/2023,212915.32,132198.06,1045436.08,47457.92,105335.96,5733,6231.61,26374.58,6106.53,22244.33,11375.11,956.8,,5336.59,876.87,701.99,2134.09,0.18,200.15,1634.87
6/15/2023,240413.34,65013.29,89530.17,44111.08,69643.75,9212.25,4459.23,15754.91,3368.88,8396.11,5519.31,1582.29,,3643.5,732.52,628.22,4341.52,0,311.04,671.92
6/16/2023,206767.1,99181.66,53719.92,43431.1,63325.63,10605.36,4100.41,21711.36,11227.02,6752.16,6926.63,1632.23,,2125.35,945.08,545.76,1283.71,0,599.51,831.73
6/17/2023,122135.72,30960.06,41404.4,41021.62,54762.71,6174.7,4259.25,6180.87,3289.05,5846.42,3571.9,1152.83,,2541.03,858.06,519.52,1072.06,0,713.06,1516.22
6/18/2023,103999.62,20673.78,37930.78,35644.95,42089.67,4321.85,4124.98,20783.58,365.41,3239.15,3603.87,1048.98,,2397.13,681.32,585.85,447.89,0,477.84,823.93
6/19/2023,165917.49,70825.14,532109.11,47890.42,51322.38,6452.07,4285.65,29514.91,20219.32,3338.28,9084.38,1088.33,,3838.71,903.85,613.21,1341.19,0,819.04,841.13
6/20/2023,274455.66,130647.1,172696.96,39807.08,80193.52,9866.93,4115,30881.78,59427.1,9733.77,6009.88,428.81,,7331.57,751,557.02,1366.24,0.89,829.89,700.88
6/21/2023,365639.23,211616.25,212656.54,70846.61,179261.65,29083.22,4730.39,43430.27,73953.27,27872.09,33997.8,2678.02,,11785,1274.68,2275.83,4811.52,0,1044.84,4545.6
6/22/2023,277605.27,142402.89,118163.61,45493,79642.67,9442.67,3641.07,35778.95,14817.54,27798.33,14036.66,1034.05,23.46,5989.84,714.29,954.19,2373.67,0,902.87,1333.61
6/23/2023,297492.17,81818.8,115041.2,57434.93,139735.1,14951.4,4906.81,32237.37,9123.98,20544.79,7325.95,1079.01,18.43,6582.05,954.11,483.78,1885.93,0,699.72,3272.74
6/24/2023,141307.69,44504.83,48709.63,34806.86,38906.56,9813.87,3584.46,27430.51,4801.33,13985.38,1373.02,1298.16,19.47,3351.6,408,912.96,1310.44,36.13,830.38,309.02
6/25/2023,166231.98,47776.91,69374.77,15368.12,73709,10261.51,3979.94,19495.37,272.56,20945.65,2737.55,1276.44,10.74,2212.25,411.13,741.62,1076,0,1117.92,303.54
6/26/2023,216666,71738.11,110505.2,66622.18,114027.4,15685.13,3911.75,44547.46,9797.72,27562.48,6363.88,1195.39,95.56,4444.96,785.48,1551.51,1415.5,0,670.17,591.51
6/27/2023,186075.7,66128.39,82327.43,58910.79,80048.58,12192.74,3574.17,23672.01,4979.28,41246.91,5455.59,1340.09,4.12,3370.75,1587.16,1204.2,1122.42,0.77,1225.23,462.94
6/28/2023,214785.65,82274.48,116373.36,89326.07,85354.68,15738.48,3772.01,90559.19,21509.82,14261.01,3916.26,1242.5,62.48,3770.47,710.86,1010.89,4103.84,0,815.36,692.55
6/29/2023,196878.01,62452.51,66668.49,22582.21,18644.33,8124.53,3644.18,27164.02,5358.77,12270.31,1450.87,1065.59,48.06,2884.66,1358.47,1319.56,877.35,4.42,450.84,117.3
6/30/2023,486191.26,270107.4,192716.02,113275.66,150481.41,21402.14,4282.81,68360.52,5618.21,35362.62,4961.69,1400.18,70.7,11800.62,1028.11,1251.3,1675.75,0,906.81,3078.91
7/1/2023,130722.74,79180.96,25496.98,22767.89,9108.63,5159.01,3495.82,12485.17,4171.83,10581.33,1910.39,968.65,25.42,1581.81,1054.84,1643.03,846.57,0,617.08,77.43
7/2/2023,153066.02,62610.44,52283.76,46930.97,59791.58,9092.27,4050.33,11065.99,15494.29,12779.83,1417.24,1074.38,39.67,4095.24,1304.47,550.67,465.86,0,553.8,1212.57
7/3/2023,178040.61,73168.97,69918.58,46812.45,47390.29,9789.8,3134.21,19716.56,14265.05,11708.56,1920.62,1096.25,135.56,2301.47,1992.2,1411.14,959.74,4.35,662.26,477.25
7/4/2023,168313.42,59932.74,29232.38,20849.04,19317.49,10317.83,3114.63,16754.77,2006.42,10302.16,3603.78,1039.05,37.12,2758.6,1999.35,1355.78,738.51,1.68,616.52,159.99
7/5/2023,182317.64,245510.76,81061.46,39174.39,34681.96,14219.56,3221.37,51727.12,7098.23,11246.36,3405.84,1275.6,328.95,3052.38,1746.03,1050.79,800.89,0,894.36,449.54
7/6/2023,304752.11,240051.56,95101.32,68344.47,139840.16,25990.21,3906.08,40502.13,42253.63,16664.96,4224.19,1728.64,528.55,9602.41,2254.23,960.49,521.92,0,460.38,869.88
7/7/2023,180170.02,44021.39,34858.97,25876.62,107551.27,14560.25,3506.09,7228.04,6711.17,10626.02,1118.98,1339.02,371.58,10690.3,1996.16,568.1,408.71,0,918.85,1704.51
7/8/2023,128116.02,32557.84,42845.95,19733.72,24793.39,7772.78,3672.17,3200.6,552.11,14270,813.22,1009.96,333.18,1756.99,1040.08,1328.91,118.17,0.91,420.75,186.81
7/9/2023,106014.04,20728.94,13503.1,19549.02,61848.99,8071.43,3516.48,12800.1,11665.01,10324.41,799.13,972,510.15,2280.39,814.6,316.5,123.16,4.55,335.52,128.83
7/10/2023,214416.93,111038.78,73896.16,56413.75,104700.33,16595.54,3596.36,24669.69,3306.39,14089.95,2121.76,1543.24,482.54,1585.76,2029.86,554.04,468.58,0,313.48,972.47
7/11/2023,165444.09,91843.51,50199.42,39771.3,51950.65,13165.06,3584.53,19902.62,1172.16,10318.19,550.36,1403.19,321.5,1023.71,1426.77,1128.26,142.9,0,636.22,725.34
7/12/2023,237478.63,58647.43,72689.52,63656.62,113694.24,16263.49,3446.68,50063.3,201.27,10163.09,882.98,1181.67,711.04,1777.93,1745.99,2200.69,201.62,0,472.33,683.84
7/13/2023,454033.65,176146.56,245067.9,116821.3,239721.5,37971.07,4177.96,100691.42,8147.51,29525.55,4709.07,1203.41,1160.68,5135.1,1740.62,1957.58,974.82,0,694,5012.54
7/14/2023,408253.73,447489.83,128400.87,79938.25,73836.97,37064.23,3570.97,58013.75,11834.38,21428.1,7354.17,1586.08,409.38,7896.72,2344.57,1169.49,1649.6,0,2213.64,2070.98
7/15/2023,110049.41,89508.48,22785.17,29330.81,5031.38,11313.25,2318.82,2853.14,7612.53,6482.71,3841.02,1314.87,66.04,1590.37,728.5,789.03,435.34,0,535.54,261.54
7/16/2023,142364.38,64518.17,24169.13,22097.29,22010.7,16766.83,2424.5,5727.13,11324.16,9559.94,1074.35,1463.73,376.8,1257.54,1080.55,900.33,366.86,0,486.75,292.63
7/17/2023,248371.87,114204.21,70496.58,36554.68,33861.08,22353.69,3482,20661.18,14423.56,10671.12,1966.35,2466.27,175.72,3335.91,1395.13,367.11,729.98,0,348.19,555.49
7/18/2023,214130.01,53549.17,50727.63,26312.52,29125.73,24682,2743.69,12029.3,4451.92,10497.03,3752.72,2182.86,148.61,2087.65,1844.06,482.19,791.25,0,545.75,176.51
7/19/2023,218905.8,51840.05,35126.76,30458.15,21510.14,37363.53,2761.54,33070.86,3038.93,7909.13,3066.26,2094.16,241.12,1521.22,2353.38,896.49,1685.2,0,490.59,205.1
7/20/2023,214043.41,55467.73,53372.9,28448.25,34264.62,13616.51,2942.79,11199.71,17246.13,7989.34,1337.61,2306.29,307.58,1408.23,1876.3,1543.96,1032.2,0,540.65,505.06
7/21/2023,130211.58,34726.78,59511.42,14005.62,4791.21,8102.83,2554.96,10611.29,735.77,7935.93,1134.57,1224.17,356.26,1136.82,1587.9,1092.33,504.64,0,655.74,147.63
7/22/2023,78956.28,30273.61,46911.18,8365.31,38178.4,6829.81,2940.01,2936.83,1440.35,6250.75,1063.86,991.79,144.78,2374.67,855.2,606.03,364.74,20.31,160.06,561.87
7/23/2023,112198.47,29864.27,21362.19,26574.3,13862.5,8542.88,2466.85,15955.36,2532.8,8434.05,780.16,1209.52,299.32,1120.89,933.25,781.73,328.4,3.97,518.17,89.63
7/24/2023,181364.59,521836.41,119549.14,28043.55,20833.73,14175.21,2772.76,15545.03,2324.26,9545.98,2152.77,2042.02,263.89,4093.15,1356.64,415.18,348.48,3.9,421.34,1594.35
7/25/2023,118332.54,127805.83,30453.08,23558.24,11073.35,7145.92,3028.87,3394.58,4764.15,9117.48,306.12,1231.13,238.63,692.99,896.06,258.07,274.63,0,522.44,150.58
7/26/2023,155519.28,52973.68,40225.38,51567.7,26157,13744.91,3676.74,8414.35,3041.01,10401.44,890.12,1862.57,404.56,2146.69,877.53,617.84,802.13,0.78,704.65,1187.92
7/27/2023,119096.85,69603.5,29132.29,41794.18,6393.91,8252.05,3247.42,4855.82,0,8861.57,431.84,1292.19,420.09,671.92,1118.62,1398.12,444.97,0,629.44,147.87
7/28/2023,105268.43,64625.95,16765.2,40597.37,14559.33,6529.93,2181,4125.16,0,10678.79,618.77,1166.79,438.43,1231.83,983.9,520.75,364.22,15.85,885.98,106.85
7/29/2023,64189.42,123221.95,5569.49,6317.72,9639.8,6046.71,2377.14,12001.69,0,5604.09,283.36,997.53,119.72,139.93,487.1,618.42,112.59,0,356.54,28.43
7/30/2023,134097.91,119119.23,33464.89,22208.27,22192.56,12761.55,2278.64,7396.37,407.87,8961.29,1719.05,1715.35,179.22,2092.71,1112.69,887.47,433.69,0.18,538.56,626.02
