Date,Perpetual Protocol ($),Synthetix ($),Premia ($),Dopex ($),IPOR Protocol ($),Gains Network ($),Buffer Finance ($),HMX ($)
4/25/2023,37059523.77,77946857.05,33118367.65,75408462.62,39833026.66,5353936.49,2000443.07,
4/26/2023,35918815.09,76561745.66,32982131.92,75473643.97,39260026.05,5276971.05,2115153.42,
4/27/2023,36803656.16,78092530,33837047.21,78492412.48,36357481,5397313.29,2136231.79,
4/28/2023,36381726.69,77397661.76,33625811.08,75079176.23,36480412.18,5265524.96,2065583.22,
4/29/2023,36838033.34,78676407.35,33854426.29,74239779.29,28636645.02,5223603.94,1892653.45,
4/30/2023,35466872,76796384.27,32953547.8,68901626,32534808.66,5162679.35,1905064.35,
5/1/2023,33056906.19,75214037.91,32255723.26,64701494.93,30283352.55,4936504.16,1838992.42,
5/2/2023,33554188.4,76913352.46,32509744.68,64843260.8,26485066.97,5007235.13,1912926.24,
5/3/2023,34266133.77,78237125.11,32980887.21,67694760.15,27045873.44,4976444.08,1915122.99,
5/4/2023,32493447.52,77928484.41,32444640.61,66113731.38,24322815.58,4943543.4,1864586.44,
5/5/2023,33634940.43,80664296.57,34437199.99,64583960.81,24516177.71,5096562.17,1846790.23,
5/6/2023,32003321.04,76162427.53,32830922.99,60729350.98,22802515.48,4689342.17,1715182.1,
5/7/2023,31992708.63,74587954.68,32420896.52,58975327.09,22438578.78,4630920.39,1532363.78,
5/8/2023,28492619.36,70667675.76,32144834.72,55688980.87,20507838.32,4209590.54,1322907.37,
5/9/2023,29417515.51,69892725.22,32060894.22,51820520.17,24384879.5,4200795.11,1345293.27,
5/10/2023,30763226.78,69584958.52,31944415.84,53735871.76,24595288.35,4357658.33,1398512.29,
5/11/2023,29846819.59,66409023.69,30640601.59,50691853.01,23330265.37,4093037.69,1301697.86,
5/12/2023,30902211.72,67600686.65,30827189.55,51489565.93,23169145.22,4304059.63,1212704.63,
5/13/2023,30095100.61,66438547.1,30573138.15,52589722.63,22998244.85,4301092.66,1209544.27,
5/14/2023,29906516.08,67765713.47,30630677.01,54295591.6,22181267.3,4433221.69,1183483.87,
5/15/2023,30464754.43,68823225.84,30173543.37,58125303.84,21419853.4,4416434.31,1217667.61,
5/16/2023,30709880.12,69122012.98,30206191.46,56798013.88,21531054.98,4504125.06,1249185.67,
5/17/2023,31146349.18,77298570.19,29690262.37,60146632.55,21511632.08,4646564.27,1240917.98,
5/18/2023,30837392.59,76188362.01,29369420.59,61296337.44,21332385.35,4633159.98,1277813.55,
5/19/2023,31355523.74,76068399.79,29535024.93,61979207.83,22338532.28,4518183.28,1276362.05,
5/20/2023,31268744.91,76071161.01,29627841.48,64729603.16,22044335.72,4496014.61,1273128.93,
5/21/2023,29266807.91,74447228.72,29428634.45,63715662.36,21886273.44,4335515.08,1210668.05,
5/22/2023,29379591.28,76514129.01,29471348.43,61635507.67,20935901.42,4343385.71,1287477.82,
5/23/2023,29973986.81,76968935.79,30321019.26,61515682.45,21579509.63,4423887.26,1320916.65,
5/24/2023,28488895.39,76938678.19,29669502.92,57492199.96,20733685.39,4199969.69,1245777.15,
5/25/2023,28972785.87,73751850.87,29700675.77,58357314.47,23406302.31,4166325.09,1264148.98,
5/26/2023,29083462.86,75927848.86,30227957.57,60601689.63,23821476.77,4344329.01,1513901.11,
5/27/2023,29270319.78,76270672.26,30111130.82,60387754.84,23973934.85,4371154.02,1821132.46,
5/28/2023,29984026.41,78837873.07,31141849.79,62788162.36,24744555.39,4599634.45,1791352.2,
5/29/2023,28993803.18,76404875.31,31080858.08,60719902.97,24530766.39,4532593.49,1593049.28,
5/30/2023,29412752.78,76147068.85,31405231.22,60518565.8,23881571.65,4507278.13,1578873.83,
5/31/2023,28488555.11,74598545.52,30971616.25,58381137.51,24027887.44,4350302.79,1510610.16,
6/1/2023,28325508.08,74426231.27,30828366.79,57073685.35,23652121.74,4308535.75,1493908.78,
6/2/2023,28691043.93,75646776.62,31706109.41,57792802.5,24148786.67,4514278.54,1537175.82,1
6/3/2023,27935426.83,74699700.3,31396180.56,57488959.55,25364912.38,4415592.33,1549843.27,319968
6/4/2023,27818740.74,74799980.36,31354425.02,57113589.1,25472314.05,4400478.16,1481066.45,319904.52
6/5/2023,24891313.67,72050958.85,29985485.18,53391642.38,24237119.57,4082238.6,791091.39,319968
6/6/2023,26517746.52,72379498.95,31330718.89,56677317.73,25309713.88,4210113.09,1459583.16,320071.68
6/7/2023,24898793.08,68706601.45,29726642.19,54022651,26072207.82,3995281.1,1585186.6,319955.72
6/8/2023,24535591.46,67494804.45,30281797.56,52792064.22,26691831.71,4008568.96,1564675.01,320016
6/9/2023,24373471.26,66868825.97,30145064.81,51850058.35,28666232.69,3911160.54,1600299.36,320000
6/10/2023,19758162.7,58952596.92,28696865.16,46935458.33,26624476.08,3562979.43,1428323.39,319975.8
6/11/2023,19665596.46,60201825.8,28552510.78,46703152.92,28328183.68,3525539.4,1422745.5,319933.76
6/12/2023,20007354.09,60717978.39,28376027.09,45359328.71,29917340.11,3481625.58,1410204.98,319972.94
6/13/2023,20016042.18,60612904.88,28150308.89,45448569.48,31022484.75,3464609.94,1256002.79,320019.14
6/14/2023,19309295.46,59184709.43,26288570.14,43133205.56,29242755.34,3304448.69,1287715.24,320032
6/15/2023,19723916.56,59465031.99,25934179.67,44174487.25,29183262.96,3364072.47,1301567.91,320054.48
6/16/2023,19830083.7,61479221.16,26865510.38,44989107.86,30332004.88,3505951.9,1346586.24,320038.56
6/17/2023,20235351.48,61929819.3,26892335.41,45263732.73,30260650.66,3600848.27,1379976.53,320005
6/18/2023,20210739.85,60358266.8,26338841.6,45187255.05,29889250.65,3577751.51,1409507.52,320012.3
6/19/2023,20354890.46,60729710.67,26830949.2,45751390.5,29466458.28,3616568.64,1394141.93,320058.56
6/20/2023,21677786.68,63013435.93,27683224.24,47938342.51,29494557.78,3811615.62,1486323.71,320030.61
6/21/2023,22775048.16,64577053.67,29614693.47,49743765.88,31283410.24,3926533.54,1550219.23,289971
6/22/2023,22788901.89,63569430.41,29349392.03,48634388.23,33185716.49,3745292.69,1512552.12,289943.4
6/23/2023,23931476.5,64881733.22,29486990.28,49199101.89,33676763.81,3859185.87,1537880.39,290011.51
6/24/2023,24022282.03,63283653.66,29415302.62,47500269.44,33347696.14,3743161.85,1499199.79,289972.9
6/25/2023,24926679.66,70366738.88,29879044.06,49337733.5,33462812.87,3840688.5,1502784.03,289946.46
6/26/2023,23849099.03,67383613.29,28510819.49,48324793.75,31047545,3856095.55,1460263.5,269954.63
6/27/2023,24666849.9,68538785.29,37844191.52,49248174.8,31897397.5,3206255.84,1477724.75,269992.94
6/28/2023,23070166.61,66321627.24,38279942.83,47474750.34,30590599.34,3028123.95,1400473.64,270027
6/29/2023,20907848.92,71330488.61,38923415.19,48799472.73,29886567.93,3065206.15,1406653.38,270008.1
6/30/2023,23060287.61,72610179.73,41073129.91,49338865.84,31298846.4,3175564.5,1463269.57,270054
7/1/2023,23672105.44,71933965.89,40666739.48,47719170.91,30984592.37,3187358.83,1440970.7,270027
7/2/2023,23396492.77,73730391.58,40684492.3,48054641.36,30907306.24,3166920.41,1438307.41,270019.74
7/3/2023,23760365.68,70535667.61,33223434.61,46320984.78,30576570.45,3264428.71,1447437.82,269977.07
7/4/2023,23495679.09,70012903.19,32669420.93,46221724.27,32443102.87,3077709.11,1413162.24,269949.62
7/5/2023,21917446.76,67637711.92,30157770.36,44131038.51,34819105.33,2969259.47,1386573.38,269979.65
7/6/2023,21008651.97,66391234.47,29759600.28,42159471.57,34101594.91,2889121.43,1324689.25,270000
7/7/2023,21324957.61,67572374.02,29803761.07,42683278.85,33259305.44,2984330.38,1349499.51,262001.28
7/8/2023,21199146.7,67229290.69,29727930.91,41819781.92,32966524.48,2992464.46,1351372.13,284620.23
7/9/2023,21005117.92,67042037.62,29807143.75,42607704.74,31061798.62,3000788.84,1359995.31,284623.82
7/10/2023,20666499.98,66018252.76,30075774.23,43885833.72,27445735.23,3086007.48,1355044.5,284605.04
7/11/2023,21026990.54,65491799.39,29854853.6,46697908.47,27137331.18,3088230.28,1372919.12,287573.9
7/12/2023,20400573.64,65909764.49,29683303.18,47353194.15,26812265.95,3083935.28,1363231.51,287586.42
7/13/2023,22445590.14,69661898.74,31625757.74,50926003.72,28681807.56,3310229.24,1435284.99,287547.56
7/14/2023,22522474.64,83629256,30718678.11,48327281.76,27743298.82,3204605.31,1414695.03,287595.41
7/15/2023,22327826.19,84919560.57,29959549.91,48113827.45,27678081.55,3271454.7,1414778.99,287586.53
7/16/2023,21392490.18,80996192.03,29680098.77,47961076.15,27407364.01,3066443.22,1409320.51,287471.37
7/17/2023,21578308.51,81299816.61,29460351.23,46880958.77,27163720.52,3093638.37,1406435.99,287546.93
7/18/2023,21006990.8,79967413.03,28575251.28,46647188.25,26681159.16,2972611.72,1386342.19,287556.14
7/19/2023,20975095.44,83035578.97,28388335.67,47143123.7,27167549.48,3015710,1355785.47,287565.04
7/20/2023,21342567.45,87907100.65,28108058.58,47119836.25,25758582.02,3009434.05,1336099.25,255796.35
7/21/2023,21129249.73,90180499.14,27962295.48,46716836.66,25323745.19,3034863.39,1336161.31,215797.02
7/22/2023,20593412.6,89859961.29,27423070.06,44405947.84,24919058,3005975.32,1313530.29,165774.95
7/23/2023,21002484.37,87478740.95,27969327.03,45335228.55,24189739.5,3029616.24,1257077.78,165791.03
7/24/2023,20086967.95,84750935.84,27139408.98,43969425.02,23757461.97,2885570.15,1177341.91,165765.23
7/25/2023,19834196.65,83895656.94,27171570.97,42201181.78,23850700.3,2856887.07,1162660.44,166937.77
7/26/2023,19864626.22,85518994.56,27672163.19,42472450.39,24483051.57,2924177.45,1199157.02,166929.4
7/27/2023,20156973.57,86434416.11,26729589.28,40678538.79,24036944.59,2888735.89,1175575.33,66917.03
7/28/2023,20314494.4,85099516.28,26793045.09,39542391.85,26898382.5,2897868.17,1154318.27,66933.61
7/29/2023,20172045.72,86294775.33,26770821.61,39278531.85,27023393.48,2935562.45,1139540.29,46485.42
7/30/2023,20165334,82506235.39,25989355.82,36670046.26,26303731,2890058.41,1098240.68,46469.11
7/31/2023,20579681.8,78843303.75,25508338.65,35088104.56,25856937.73,2859567.56,1064670.69,46466.82
8/1/2023,21316463.83,76592468.99,25454144.08,37413272.45,26038528.92,2884327.63,1041944.14,46491.54
8/2/2023,20668770.64,76898098.89,25276538.08,38347861.77,25103446.37,2863600.44,1005557.04,41459.07
8/3/2023,20696251.05,74657121.49,25041092.03,37375015.77,25044830.66,2882571.25,989256.46,2298584.95
8/4/2023,20501355.82,76976551.65,24981791.55,36644050.72,24665207.14,2908377.11,1013385.03,2289120.23
8/5/2023,20602284.82,77855744.99,25214223.23,35706563.05,24678639.84,2888040.86,997031.25,2298380.57
8/6/2023,21318875.53,78201626.31,25185091.66,36388363.65,24295916.64,2869515.13,988616.16,2288867.03
8/7/2023,21276121.4,77920641.44,25101288.41,36507021.84,24389528.92,2914647.45,998284.92,2281383.55
8/8/2023,21477904.97,78824460.13,25396320.35,35789510.61,24633442.33,3037274.21,1016953.42,2319647.3
8/9/2023,21157922.48,79335758.52,25292662.54,35483919.32,23596175.24,3023106.39,850601.27,2316120.27
8/10/2023,21167436.17,78669128.4,25235662.5,34855007.87,23529528.99,2956226.95,911282.36,2311573.13
8/11/2023,21017883.53,78230853.68,24908618.38,35376649.01,23491871.24,2949824.21,927417.05,2309650.27
8/12/2023,20357927.39,78406031.03,24805054.23,36000002.18,23458566.49,2959815.32,940322.75,2311631.38
8/13/2023,20737469.33,76891824.71,24627763.82,34650594.12,22806853.51,2932977.31,899476.47,2301184.58
8/14/2023,21476296.63,76928671.25,26581675.16,34100890.65,20749191.24,2921186.85,889244.1,2306131.28
8/15/2023,20685489.65,73356070.93,25360057.62,33351286.4,21126074.45,2870919.89,873270.78,2284943.85
8/16/2023,19224585.2,72116777.51,24701882.21,31035775.39,20780291.81,2712209.56,751958.39,2260111.4
8/17/2023,17176098.47,67005606.96,23410882.04,29515946.42,18952686.41,2579159.21,737276.49,2108793.3
8/18/2023,16852681.5,68881943.12,22210381.31,30793645.2,18629975.64,2589046.55,732797.32,2080429.38
8/19/2023,17253985.65,70215930.38,22317924.07,30856842.2,18445936.38,2595721.62,755996.24,2089793.27
8/20/2023,17435304.5,68421289.88,23147713.83,30763881.41,18990927.65,2615085.34,762923.85,2108231.93
8/21/2023,16869489.98,67086352.5,22789604.4,30362997.38,18545075.55,2554008.18,774259.42,1449010.57
8/22/2023,16264740.08,66315870.82,21931667.35,30054198.68,18150402.72,2508655.07,761972.71,1401106.98
8/23/2023,16860467.6,68266991.58,22642593.67,32647609.33,18166872.7,2560412,767404.72,1438330.75
8/24/2023,16566747.67,66341887.99,22070285.23,33408847.48,17871884.59,2508728.94,730767.03,1422913.44
8/25/2023,16405032.05,65522286.84,21792395.72,35353836.48,19140119.05,2438292.11,734230.88,1435350.85
8/26/2023,16140510.14,66177319.81,21758601.74,34270978.06,18998057.3,2405532.53,761152.2,1430960.41
8/27/2023,16421117.74,67213607.31,21904539.11,35511230.88,19380116.93,2384205.98,757608.13,1438602.13
8/28/2023,16530699.75,66853244.41,22011791.52,35390201.64,19084291.9,2369369.79,765864.12,1435642.48
8/29/2023,17451006.12,66206811.79,22626951.97,37610501.41,19913137.08,2431319.74,794423.82,1498892.56
8/30/2023,16917029.04,64618027.96,22255306.54,38968581.27,19493313.63,2389662.27,780554.49,1478970.31
8/31/2023,16773924.53,62679918.3,21459244.86,36959574.6,19478532.04,2311161.13,756278.89,1430088.49
9/1/2023,16388708.35,62315365.8,21014474.06,39109805.21,18914950.95,2228033.21,717885.02,1432261.5
9/2/2023,16385139.48,63261491.07,21067506.82,38886075.64,18953123.15,2198781.79,726649.21,1382449.86
9/3/2023,17324847.58,63491449.3,21133962.86,38873858.93,18860073.1,2231380.18,737827.82,1382421.61
9/4/2023,18189241.74,68147016.91,20951420.83,37399740.49,18793848.19,2256993.83,728026.53,1376401.84
9/5/2023,28892774.06,70247587.57,21123169.1,36259776.54,18391013.85,2247343.95,727378.96,1380334.77
9/6/2023,30092208.38,70621826.98,21280750.2,35265833.62,18318489.52,2256146.51,721631.27,1379021.17
9/7/2023,43787046.17,70863361.91,21148945.95,34128330.25,18461432.1,2289607.97,710354.63,1391407.33
9/8/2023,43910905.57,67634419.45,21076724.36,34543296.86,18201390.51,2252272.59,673161.05,1382128.06
9/9/2023,40331166.69,67922383.81,20910629.95,33861615.05,18240560.42,2233837.69,679280.5,1381125.7
9/10/2023,28305741.79,67059995.89,20794089.48,33674586.3,18226603.8,2145829.44,642977.93,1367275.58
9/11/2023,24860512.42,64510146.37,20032189.08,31786241.68,17262887.6,2025800.55,607617.72,1311295.37
9/12/2023,23565487.61,64526583.17,20519903.66,32590823.52,17778634.49,2067850.38,622703.08,1346813.02
9/13/2023,24171448.51,65895977.77,20491845.53,32914547.76,17699539.83,2129533.84,632843.47,1358044.33
9/14/2023,22718265.17,65957738.15,20770347.14,33838202.07,17648775.44,2157883.56,736407.97,1374670.2
9/15/2023,23626721.38,67605102.84,20353879.8,34099696.91,17726670.12,2135406.34,740824.26,1387502.78
9/16/2023,22782588.92,68195072.68,20070827.81,33739110.52,17679258.43,2188761.95,738500.25,1381167.65
9/17/2023,22950355.84,66312309.02,19911930.44,32636593.7,17452529.55,2140154.49,723268.06,1370947.91
9/18/2023,23620567.26,67338649.52,20265427.66,33665018.65,17470621.74,2198110.67,743985.59,1383526.89
9/19/2023,26284518.29,67068456.84,20271533.98,33906834.05,17521613.94,2244556.63,754157,1406511.37
9/20/2023,24640463.77,65795225.86,19962144.82,35024829.22,17065762.81,2239395.87,742612.61,1389537.62
9/21/2023,22956774.51,64353134.67,19510910.5,33306779.08,16969226.86,2174392.21,711749.67,1359345.02
9/22/2023,23617548.6,66186806.86,19643574.8,33713275.82,16880481.87,2192174.16,716403.04,1340286.02
9/23/2023,23525198.17,63116002.92,19863522.76,33493657.81,16872500.15,2176879.24,709535.19,1339650.61
9/24/2023,22982867.63,62134157.24,19704225.5,33870549.34,16717940.3,2155505.61,705387.71,1328646.91
9/25/2023,23585048.2,63354272.77,19818816.87,34067543.21,17212151.05,2158281.22,701848.81,1333950.41
9/26/2023,23825956.35,63050693.98,19866107.86,33627985,17256278.65,2177779.06,713890.76,1332134.67
9/27/2023,23510869.55,63972066.21,19934521.37,33762025.19,16538941.76,2177891.87,715295.04,1336245.47
9/28/2023,23537233.22,65094729.7,20742028.73,36310633.59,16928413.7,2291523.1,744981.68,1385154.73
9/29/2023,23472123.04,64752195.25,21135769.48,37899392.12,16724772.4,2318086.72,756573.61,1397668.75
9/30/2023,23887788.39,65603430.36,21235881.41,37849842.58,16794343.48,2380158.76,758071.5,1401061.6
10/1/2023,25387614.38,67688395.5,21937456.25,40606217.89,17254028.83,2467714.19,794692.21,1452132.93
10/2/2023,24192152.48,64753709.83,20992655.21,36633056.72,16236963.61,1881560.96,832413.17,1393567.1
10/3/2023,23495284.89,64133509.22,20908280.94,36153919.47,16793935.83,1986110,825508.62,1388453.37
10/4/2023,22146314.52,64008182.84,20712221.18,35114053.86,16953747.08,2011993.31,796162.14,1380277.28
10/5/2023,22648174.9,62367450.83,20303947.88,34135995.23,16404003.61,1965882.8,759624.92,1349024.3
10/6/2023,22129109.41,63612306.08,20629179.59,36135393.56,16668539.48,2018652.57,771064.12,1376870.18
10/7/2023,21518418.48,63083651.18,20481094.87,35920686.55,16357134.07,1983289.79,766254.67,1367771.72
10/8/2023,21533350.71,63357191.55,20527581.2,35839308.76,16339220.06,1964901.81,744797.66,1366216.1
10/9/2023,20882156.51,61142395.49,19889297.44,34807570.45,15757420.41,1898506.46,718281.58,1320890.45
10/10/2023,20529426.1,60952362.59,19609124.12,39285033.21,15355405.08,1890482.88,719705.45,1310001.93
10/11/2023,20174961.92,61040226.2,19579343.63,41715965.23,15371317.48,1870457.93,719001.31,1308571.68
10/12/2023,20758109.5,59064717.06,19267432.39,40843136.54,16743452.76,1868009.44,707005.86,1283084.71
10/13/2023,20888026.04,59419334.68,19410786.49,41974530.22,17274928.77,1873195.75,708947.85,1293288
10/14/2023,20888042.23,59323714.09,19418276.41,41659086.66,17520373.89,1863341.73,706893.25,1297270.33
10/15/2023,20907922.1,59407601,19425412.93,40850387.36,17534832.27,1864931.14,706002.83,1298126.8
10/16/2023,21272037.45,61100872.41,19889236.9,41861353.41,17637107.99,1884418.48,719500.33,1326351.85
10/17/2023,20192315.83,60888708.94,19570624.43,39590795.95,17370939.34,1838692.23,703191.46,1296323.34
10/18/2023,19894836.17,60663342.68,19553746.39,40042561.19,16963653.04,1827301.31,700718.02,1295242.4
10/19/2023,19046507.55,60380850.13,19616340.03,40166174.61,16766801.59,1807698.42,696574.53,1296975.21
10/20/2023,19883920.47,61904150.52,20014432.79,41860596.57,17192663.16,1851532.53,709088.25,1328779.33
10/21/2023,20541239.12,64498316.31,20350179.58,42420337.52,17221889.18,2039723.84,720283.28,1348771.46
10/22/2023,20938332.89,65982264.47,21047619.49,44765744.03,17084150.65,2020872.52,733042.73,1376597.21
10/23/2023,21585775.79,68880090.8,22312222.76,48190640.41,17618097.71,2091345.15,786536.84,1460157.25
10/24/2023,22933050.08,69870417.14,22639161.18,47342443.6,18458499.87,2109572.05,797940.09,1476686.89
10/25/2023,23230191.55,71478977.92,22660672.96,48883705.47,18112905.76,2168765.19,798132.45,1478511.06
10/26/2023,23277796.97,71034713.94,22963597.52,49553950.24,18061188.41,2253152.59,797872.03,1492262.99
10/27/2023,22919884.4,70260128.28,22491360.66,48826162,17845408.27,2177584.59,786063.36,1472747.95
10/28/2023,23436155.44,70758363.86,22172427.01,48375419.55,17236085.59,2196243.91,782727.97,1470025.2
10/29/2023,23244331.39,71159264.95,22411743.07,49097706.5,17318388.44,2234118.88,787486.99,1486061.32
10/30/2023,22962031.39,71190694.6,22522201.39,49536866.15,17362914.26,2247973.28,805185.54,1574661.82
10/31/2023,22171808.99,69366263.61,22559722.35,50684108.74,16470809.6,2208704.91,797213.78,1528548.32
11/1/2023,22174603.26,71514771.23,22875456.75,54644885.14,16278677.28,2336350.42,826934.71,1553389.4
11/2/2023,22082781.9,70957551.04,21982718.04,51373283.26,15970676.39,2255655.49,803884.1,1513614.74
11/3/2023,21810209.65,72458641.04,21334900.12,52684313.85,16230565.47,2344249.4,826381.15,1546538.84
11/4/2023,22698524.88,73264511.6,21614197.16,55014044.59,17002332.03,2379018.95,874141.63,1570192.61
11/5/2023,23402213.09,74654119.77,21973320.53,56680562.26,17357867.07,2385441.72,887203.41,1594275.7
11/6/2023,23883618.61,76792959.23,21637977.74,58970894.35,15873476.41,2434289.41,926206.8,1594892.97
11/7/2023,23118054.55,74411155.4,21615644.9,60141238.86,15460378.93,2368730.39,927644.16,1591494.61
11/8/2023,24169168.26,78465615.38,21475844.11,59791272.89,15526805.96,2406247.8,950164.18,1615168.03
11/9/2023,23123067.17,78219839.9,24044636.46,62277867.19,17122045.11,2547139.69,1041831.23,1797252.59
11/10/2023,27027853.76,80552361.06,23367913.22,61143765.16,16826639.98,2523686.78,1275599.57,1749483.95
11/11/2023,25789731.81,79509530.95,23051003.78,58942776.43,16621616.35,2481494.67,1186968.46,1723780.89
11/12/2023,25587609.52,83758807.83,23010717.22,58861682.6,18585357.17,2501135.08,1115898.52,1713502.77
11/13/2023,24576387.03,77117178.82,23048919.61,59063029.02,19805245.43,2413744.94,1074926.08,1700509.96
11/14/2023,23607082.05,76985846.8,22532885.91,54960635.97,20311307.75,2349261.79,1005553.37,1631224.85
11/15/2023,24959953.57,89610366.27,23757511.88,55597221.19,20811142.96,2449597.11,1081074.97,1693199.01
11/16/2023,23219839.86,124984827.9,22138164.06,51026451.91,19675175.11,2327362.65,954390.05,1613598.44
11/17/2023,22738585.67,128046281.4,22197901.42,51563965.84,19650318.83,2297635.4,841182.46,1609113.76
11/18/2023,22364815.04,127543564,22231746.34,51338857.4,19685030.49,2267152.13,839492.56,1612039.39
11/19/2023,23408433.18,145965827.9,22916008.41,51156823.6,19251486.76,2304700.63,851187.79,1655634.38
11/20/2023,22990926.75,147921521.9,23193538.81,52198561.26,19013123.09,2307319.29,837316.97,1670438.07
11/21/2023,21020511.98,139598442.5,22153337.27,49660745.04,17225265.17,2171788.78,756540.88,1596250.54
11/22/2023,22843619.22,146982761.9,25097341.51,56650828.76,18203045.35,2268656.7,725462.11,1710710.22
11/23/2023,24774150.35,143988709.1,24225616.77,65436997.04,17973847.19,2273532.55,721150.21,1714335.8
11/24/2023,24617732.97,151735585,24831538.77,55411410.59,18040382.41,2299293.16,723609.79,1722668.48
11/25/2023,25152728.02,152817101.1,24928462.91,55630369.59,17974645.67,2328577.28,726041.19,1725207.27
11/26/2023,24824271.98,146712492,24405345.66,50887300.94,18444597.81,2276205.52,713980.04,1725032.29
11/27/2023,23576601.82,140294223,23913011.4,35420039.2,18151940.41,2242300.35,710007.99,1682553.96
11/28/2023,24028417.85,138761842.6,24570805.17,33923125.62,18685763.76,2241601.48,705619.64,1704228.59
11/29/2023,23687076.58,141146178.4,24081881.46,34178005.01,18695757.25,2200106.47,678151.73,1661272.13
11/30/2023,23614095.53,140697938,24149912.6,35136854.41,18782908.54,2212060.31,681204.76,1698155.03
12/1/2023,23706807.28,143745814.5,24341782.88,35352470.7,18584518.15,2311818.82,646646.42,1737336.92
12/2/2023,26571250.79,152287836.2,24637867.57,27498580.03,19690317.64,2439886.27,659095.84,1782257.06
12/3/2023,25773986.5,160189817,24928357.67,29802832.1,19902292.91,2402117.98,682575.2,1797226.44
12/4/2023,26065472.85,154756411.5,26724973.25,29449343.72,19866660.21,2426373.27,711802.19,1834156.3
12/5/2023,25854560.72,169258729.4,27598727.34,29856263.85,20331241.28,2433908.18,733898.8,1892520.5
12/6/2023,25224814.39,158986947.8,26980331.54,28250018.66,20182389.67,2373487.55,700956.45,1827420.36
12/7/2023,26388500.58,161644308.6,28244939.68,26556480.35,21235760.59,2515536.57,719794.61,1915642.34
12/8/2023,26929839.07,165175999.1,28334070.02,27159108.45,22585843.39,2553533.57,697573.2,1925369.48
12/9/2023,26560507.89,164781968.6,27572884.32,26642523.05,22336466.13,2493984.08,670929,1875478.44
12/10/2023,27138594.57,181262383.1,27585316.4,26818247.02,21199340.2,2498809.53,674450.39,1885635.3
12/11/2023,24304532.44,187688721.3,26112594.9,21746165.62,20206655.8,2420369.59,638297.59,1787299.8
12/12/2023,25131976.06,178175341.7,25853717.32,21930364.01,20322363.79,2569912.68,638281.04,1775512.27
12/13/2023,25961904.47,183656609,25526033.99,22017339.32,20954458.23,2531256.54,633836,1805929.29
12/14/2023,27852404.73,183388890.1,26128807.3,22406174.46,21365118.6,2560960.89,633233.85,1846470.28
12/15/2023,26648416.79,172942763.2,24867677.88,20938754.92,19520279.39,2441442.95,526526.78,1775959.43
12/16/2023,27002214.34,172808086.2,24916691.46,20735965.07,19222999.33,2463281.85,543682.44,1776135.31
12/17/2023,25614057.69,163964936,24675319.61,19685030.21,18851785.69,2418144.78,536399.71,1746596
12/18/2023,26092387.07,160186812.5,24790917.1,19437668.64,18935384.99,2394848.03,528652.61,1767167.53
12/19/2023,26160604.95,154860154.8,23397783.44,19054922.58,18531653.71,2361078.4,513791.75,1727881.19
12/20/2023,31459165.52,159936920.6,23333271.28,24274508.59,18670326.07,2402640.78,567489.68,1747494.32
12/21/2023,29226631.75,163554435.5,23772782.84,23945928.57,18629814.7,2462658.14,583353.49,1796967.49
12/22/2023,29469523.15,177028741.8,24317065.71,28049697.86,19416669.91,2802214,633134.49,1857391.13
12/23/2023,29419406.39,171499525.3,23872004.05,29281129.8,18669458.04,2765582.67,626817.86,1861697.13
12/24/2023,29805332.72,172651710.8,23176518.19,29881502.4,17857849.93,2771169.46,600516.66,1803696.09
12/25/2023,31006938.31,171439533.7,23243041.49,30909579.11,17869432.05,2812676.24,592697.01,1437705.48
12/26/2023,45052723.51,163703576.9,22820757.85,30470072.45,16861197.85,2862438.38,564095.02,1410327.1
12/27/2023,42849696.9,177724410.4,24133784.29,34538841.59,18411584.27,3066817.1,607586.4,1504050.21
12/28/2023,38378375.43,173355153.4,23740244.15,33155918.76,19319845.4,3000916.69,637775.05,1485626.63
12/29/2023,37770244.78,165937332.2,23163601.87,31838113.02,19909786.36,3015436.95,613801.74,1536757.71
12/30/2023,39007852.43,165885943.9,23352079.26,29917669.59,19875383.17,2981643.42,609163.04,1522249.44
12/31/2023,39804087.33,165383146,23212284.13,29681790.19,19733850.26,3098301.09,592689.63,1433854.19
1/1/2024,48221813.16,174119657.2,23870086.35,31048941.69,20751598.39,3352907.65,626642.38,1458530.45
1/2/2024,62838023.09,166637344.4,24001313.61,29707073.1,20479121.38,3546868.93,639589.41,1467789.59
1/3/2024,58928452.69,151368190.8,22617025.46,28744575.49,19175488.65,3658087.17,654764.12,1352558.49
1/4/2024,55371998.81,156018482.1,23106618.25,29614879.92,19980072.77,3765836.06,628920.15,1387433.91
1/5/2024,47883933.1,149259417.4,23037851.63,29544763.56,19581779.51,3600784.34,616160.91,1389828.53
1/6/2024,44496323.01,149713722.5,22763178.49,28621136.53,16434879.89,3357085.11,575752.7,1366799.52
1/7/2024,41478416.33,144904289.5,22597475.18,28209875.21,16349599.11,3290132.36,557150.24,1351313.69
1/8/2024,42719659.53,146969199.5,23492601.92,28364490.82,16084775.45,3452260.8,557001.09,1421593.72
1/9/2024,40052769.01,145327623.4,23058718.21,27944462.85,16256536.03,2917586.05,554701.34,1423097.32
1/10/2024,45825901.58,165693730.2,25290498.31,31960816.52,16980371.46,3339373.72,609201.38,1575450.55
1/11/2024,48074328.14,168090116,25455027.92,32346503.83,17225491.17,3383517.14,607385.62,1598306
