Date,dYdX ($),Synthetix ($),GMX ($),Level Finance ($),Vertex ($),Lyra ($),ApolloX ($),Pendle ($),HMX ($),Perpetual Protocol ($),Kwenta ($),Mummy Finance ($),IPOR Protocol ($),Premia ($),Thales ($),Metavault.Trade ($),MUX ($),Pika Protocol ($),Holdstation ($),Buffer Finance ($)
6/21/2022,324978.78,64613.83,55834.57,,,13006.36,3808.21,,,4438.25,,,,11648.14,40.98,8553.78,0,,,
6/22/2022,181635.03,3974058.61,9737.69,,,2601.88,16178,,,2508.1,,,,3214.42,14812.77,1624.34,0,,,
6/23/2022,25969.49,1473544.82,12631.91,,,913.27,1521.74,,,104.45,,,,1218.45,200.93,1655.99,0,,,
6/24/2022,114944.92,69706.27,10882.32,,,3424.61,80780.89,,,1969.67,,,,662.36,946.54,4646.08,0,,,
6/25/2022,132961.82,23696.96,17521.12,,,1284.61,6662.83,,,6.99,,,,7757.7,385.58,622.72,0,,,
6/26/2022,137938.69,14892.32,18476.45,,,2064.92,1151.69,,,0,,,,491.01,66.26,4816.26,0,,,
6/27/2022,38216.04,38546.1,6878.67,,,3093.14,1344.76,,,21.58,,,,1550.53,299.65,4989.26,0,,,
6/28/2022,1222573.01,67528.93,38023.95,,,2322.7,80049.22,,,998.46,,,,373.85,169.97,4891.77,0,,,
6/29/2022,476345.36,1719579.89,16885.04,,,3493.04,361.67,,,3516.05,,,,4323.58,1081.26,1560.32,0,,,
6/30/2022,62651.42,492203.12,6916.18,,,1604.6,3906.95,,,2.27,,,,20043.88,1041.78,653.7,0,,,
7/1/2022,15843.3,53859.67,10718.29,,,5262.56,24971.46,,,1164.91,,,,364.38,1735.32,7725.03,0,,,
7/2/2022,16869.39,97376.19,4919.68,,,1605.47,65.65,,,7.15,,,,52.27,561.61,1055.87,0,,,
7/3/2022,56027.82,114815.17,5196.25,,,2413.81,330.76,,,0.23,,,,50.33,98.69,808.25,0,,,
7/4/2022,56086.64,631415.45,11257.2,,,1200.51,1345.87,,,5645.82,,,,317.47,1545.85,4284.39,0,,,
7/5/2022,480637.77,76949.82,21849.31,,,4321.07,1025.36,,,490.69,,,,369.83,120.25,2639.15,0,,,
7/6/2022,400915.83,3991236.76,13669.79,,,1774.42,34789.92,,,2722.59,,,,63.72,1204.28,1221.83,0,,,
7/7/2022,259525.61,1615684.68,36807.44,,,24674.27,3459.71,,,2324.65,,,,58.32,1441.42,1666.28,0,,,
7/8/2022,361541.05,89570.34,13586.42,,,5371.35,503.12,,,0.31,,,,126.88,801.55,7153.22,0,,,
7/9/2022,45237.01,44603.9,17286.65,,,977.53,1944.2,,,0,,,,2005.75,1094.31,724.57,0,,,
7/10/2022,40786.34,48588.7,23890.04,,,2754.05,53987.2,,,4.73,,,,211.59,52.03,3214.56,0,,,
7/11/2022,35185.3,55346.72,42656.38,,,3056.24,83482.52,,,13974.64,,,,5085.46,715.89,4662.25,0,,,
7/12/2022,25506.85,1222904.14,13913.95,,,1578.47,70018,,,1153.18,,,,674.89,3919.36,1671.51,0,,,
7/13/2022,4510932.25,941754.07,18050.94,,,3396.86,17319.45,,,775.55,,,,449.83,1676.79,1835.43,0,,,
7/14/2022,732075.64,4166210.28,50736.33,,,1415.82,3831.05,,,48.7,,,,11443.65,1719.64,2241.78,0.2,,,
7/15/2022,2156669.12,1107101.4,22333.34,,,1893.67,8615.89,,,2520.29,,,,520.26,1554.76,7611.98,0,,,
7/16/2022,294786.86,32976.28,13820.22,,,1374.33,499.48,,,0,,,,453.23,2231.68,3270.58,0,,,
7/17/2022,114213.61,26735.3,645611.58,,,1029.19,26602.38,,,407.97,,,,3230.56,7710.16,2328.54,0,,,
7/18/2022,148154.29,41888.11,37036.02,,,37526.88,56890.22,,,16453.36,,,,1307.99,1671.44,2205.26,0,,,
7/19/2022,174800.69,33876.93,42381.18,,,3212.63,362.01,,,545.88,,,,493.01,3330.24,4422.05,15880.74,,,
7/20/2022,214382.04,1736079.71,22243.18,,,1385.75,1586.76,,,1170.85,,,,8129.19,10387.69,2016.36,0,,,
7/21/2022,145636.43,4616184.05,17550.78,,,3248.04,73328.74,,,4.72,,,,2668.35,3856.44,3090.77,0,,,
7/22/2022,170687.33,272435.77,17232.58,,,6490.19,1347.56,,,108.8,,,,2120.55,4234.75,8027.19,0,,,
7/23/2022,51017.73,39083.49,30779.1,,,5534.59,577.26,,,21.77,,,,966.06,3160.12,2215.63,0,,,
7/24/2022,75821.31,58975.32,16509.49,,,18254.21,28426.8,,,36.16,,,,4200.53,3931.97,3983.44,3.92,,,
7/25/2022,174350.57,44344.41,28788.43,,,14758.1,2143.95,,,21063.25,,,,1889.42,2383.56,1894.22,0,,,
7/26/2022,20006.45,36030.23,16353.33,,,2944.11,241129.69,,,7634.57,,,,1449.97,16266.82,2974.28,0,,,
7/27/2022,63657.16,4929629.14,24030.4,,,8696.88,292.06,,,311.08,,,,567.66,11036.06,3534.43,0,,,
7/28/2022,107148.2,1825327.09,24361.18,,,12613.78,27454.45,,,632.55,,,,20516.75,9841.9,2421.01,0,,,
7/29/2022,144657.62,1100835.45,21689.01,,,25342.17,2131.23,,,204.32,,,,4919.16,1832.85,15436.26,0,,,
7/30/2022,20315.79,24320.44,34831.86,,,30215.49,7325.8,,,125.76,,,,1062.54,2327.89,7358.42,0,,,
7/31/2022,24544.39,27827.37,504886.33,,,27929.99,44686.31,,,0,,,,3309.06,3078.55,800.66,0,,,
8/1/2022,414424.13,46949.44,45961.49,,,2093.93,75606.85,,,38404.85,,,,1761.13,4349.42,2937.01,0.03,,,
8/2/2022,495939.48,196119.07,23849.24,,,18925.27,1069.58,,,72450.18,,,,1534.1,5274.26,1911.55,0,,,
8/3/2022,135965.32,3293183.16,34082.98,,,153867.51,38769.91,,,319.32,,,,1256.17,13871.02,2981.8,0.76,,,
8/4/2022,84231.52,2093845.38,20194.68,,,121253.16,50631.79,,,154.37,,,,8829.51,4290.24,2945.51,0,,,
8/5/2022,52440.25,743440.48,32933.18,,,18610.97,3220.51,,,84.75,,,,532.71,8358.98,6048.42,0,,,
8/6/2022,66888.38,191670.84,195195.51,,,12400.41,110167.63,,,69.11,,,,2962.41,6972.7,2516.9,0,,,
8/7/2022,86310.73,64169.92,28378.23,,,8660.18,5097.31,,,0,,,,383.98,2797.12,4234.32,0,,,
8/8/2022,39078.53,41485.22,60820.38,,,12368.86,192.58,,,62160.84,,,,5531.96,6384.52,5327.04,0,,,
8/9/2022,77783.79,24640.59,32683.86,,,4128.29,18097.75,,,3607.28,,,,8241.28,4699.58,2005.45,0,,,
8/10/2022,3972694.65,4521760.77,56866.72,,,9461.68,72716.08,,,261.88,,,,14044,17076.09,2218.67,0,,,
8/11/2022,1242438.11,2722699.23,70216.79,,,7210.75,5551.79,,,153.63,,,,13480.5,7508.22,2803.86,23.87,,,
8/12/2022,525390.2,216944.58,36124.14,,,3655.53,145.58,,,41.13,,,,2002.15,3204.74,6478.77,0,,,
8/13/2022,238444.32,47516.95,20557.6,,,6695.89,12069.41,,,22.86,,,,1015.59,3092.57,1181.51,0,,,
8/14/2022,54798.55,29954.13,199744.94,,,2376.48,1556.3,,,0.91,,,,7648.64,3796.25,2917.94,0,,,
8/15/2022,96499.03,1039770.55,32041.93,,,10302.72,369.71,,,0.22,,,,859.52,13101.27,1649.99,0,,,
8/16/2022,2870252.93,29778.09,17644.9,,,12183.27,95285.07,,,52358.9,,,,1428.09,6564.36,3778.51,0.3,,,
8/17/2022,35791.1,2068641.72,75714.71,,,7414.5,16158.57,,,6735.27,,,,437.08,18114.91,1695.35,0,,,
8/18/2022,26373.8,684856.75,46487.16,,,27563.68,5261.42,,,49.33,,,,3071.02,9979.16,1425.85,0,,,
8/19/2022,245865.14,190068.17,21368.96,,,4079.61,16459.74,,,120.7,,,,2150.73,4999.67,5408.49,0,,,
8/20/2022,28060.64,27689.44,27324.61,,,2052.7,52082.48,,,5.77,,,,453.14,2150.36,1532.16,0,,,
8/21/2022,41391.2,37737.32,13840.94,,,1107.39,8218.11,,,145.26,,,,927.21,5068.32,2046.72,0,,,
8/22/2022,11387.76,208831.76,65482.73,,,11804.51,16070.56,,,25316.76,,,,533.59,2338.44,2064.53,0,,,
8/23/2022,84897.11,83692.4,74564.19,,,3584.18,55545.07,,,19307.55,,,,892.68,6991.55,2162.44,0,,,
8/24/2022,99873.74,2100372.52,75211.41,,,6178.83,16091.35,,,932,,,,3047.15,20633.9,1772.94,0,,,
8/25/2022,160483.24,2663875.27,33453.1,,,1018.86,7644.16,,,1163.89,,,,1064.53,5946.97,3763.33,2.06,,,
8/26/2022,83696.21,203937.17,23023.91,,,2847.35,28314.51,,,623.29,,,,9881.73,5365.94,9362.46,0,,,
8/27/2022,51065.51,33868.91,452784.52,,,3601.91,1195.14,,,132.27,,,,1098.06,2109.24,1946.8,0.01,,,
8/28/2022,31442.34,27675.27,21677.45,,,3714.59,719.73,,,110.42,,,,12902.5,4297.34,3375.81,0,,,
8/29/2022,51702.03,1208657.09,53860.91,,,1175.71,13074.74,,,39485.79,,,,479.82,1519.04,2133.97,9.97,,,
8/30/2022,252955.72,95538.92,83293.03,,,2012.17,39667.33,,,3282.97,,,,5207.09,5917.7,2750.13,0,,,
8/31/2022,1546805.86,2655796.86,45317.88,,,1510,17247.26,,,3888.38,,,,1139.7,17625.95,1847.51,14.65,,,
9/1/2022,32325.75,633098.6,31439.13,,,2945.96,12591.71,,,558.25,,,,2211.48,10089.05,1403.26,79.89,,,
9/2/2022,43467.41,131054.56,36331.63,,,3469.26,3257.76,,,1348.77,,,,6832.22,3526.18,7373.39,1.08,,,
9/3/2022,18810.44,21984.69,49474.88,,,2118.72,339.13,,,8.6,,,,6193.05,1865.08,3339.21,0,,,
9/4/2022,19466.93,438018.01,40088.52,,,7800.28,53165.77,,,89.03,,,,1598.88,3010.06,3259.82,0.25,,,
9/5/2022,231766.19,86033.32,324585.9,,,2110.48,87027.7,,,38737.72,,,,18752.71,3392.02,1900.22,0.03,178.39,,
9/6/2022,503649.14,108410.18,35620.07,,,5641.94,4809.55,,,2447.07,,,,20390.89,3453.92,4992.89,6.25,454.01,,
9/7/2022,4655897.52,2321459.19,81253.46,,,2542.8,9328.73,,,3797.96,,,,7785.44,15828.6,2641.43,3,1217.92,,
9/8/2022,578843.13,1781851.35,56995.17,,,1271.94,18093.07,,,2143.09,,,,2653.37,5625.48,2404.98,194.83,1690.37,,
9/9/2022,191864.92,547993.81,81693.49,,,7186.81,69868.61,,,1845.02,,,,3686.13,4510.79,16820.99,9.5,2652.95,,
9/10/2022,539839.89,82929.38,109187.38,,,3287.89,790.97,,,664.03,,,,12169.23,3728.09,1426.65,0.19,1980.11,,
9/11/2022,73566.82,25960.54,217792.03,,,1196.8,1966.41,,,277.44,,,,14108.68,1188.96,1971.05,2.79,1345.69,,
9/12/2022,241831.47,755145.21,44384.74,,,2099.87,3021.28,,,27152.62,,,,49044.04,2676.43,2555.69,0,3154.66,,
9/13/2022,108042.85,150315.74,40322.98,,,2398.1,51932.07,,,12293.22,,,,12680.44,4103.57,2743.87,275.57,1741.53,,
9/14/2022,75467.7,586874.82,42616.72,,,6585.97,10718.58,,,465828.12,,,,648.4,18701.12,2233.48,0,2797.37,,
9/15/2022,31957.54,235052.27,65797.33,,,4095.66,15169.32,,,2221.33,,,,3881.84,5975.48,2278.36,0.09,3682.75,,
9/16/2022,26773.27,402111.53,31304.29,,,3945.19,3362.9,,,56.94,,,,489.79,3697.34,6715.34,1.1,2315.37,,
9/17/2022,27467.82,673603.64,24351.98,,,4837.23,34889.63,,,521.01,,,,2913.83,1701.4,1342.11,0.57,1339.3,,
9/18/2022,22630.11,68237.86,190118.04,,,1920.29,26361.37,,,243.05,,,,1053.17,9571.48,1815.29,0.28,563.8,,
9/19/2022,22572.44,834366.59,26647.53,,,1681.62,89716.68,,,30128.3,,,,792.28,2902.59,1222.86,1.77,2981.64,,
9/20/2022,40671.3,48811.22,20848.82,,,1249.04,3272.09,,,2311.79,,,,696.46,3757.87,1590.58,0,2616.33,,
9/21/2022,72106.95,866560.56,38139.19,,,6419.37,313.06,,,1557.31,,,,728.09,14093.89,1502.11,0,1424.71,,
9/22/2022,80366.68,460528.59,20334.02,,,3149.58,14167.72,,,105.51,,,,690.91,4501.29,1443.77,219.35,3338.12,,
9/23/2022,39701.9,132205.16,31651.32,,,7560.38,3243.91,,,43.55,,,,684.91,2564.09,5007.41,6.45,3650.28,,
9/24/2022,12128.15,58166.99,229254.23,,,1376.13,5705.86,,,42.98,,,,7097.83,1982.22,1729.5,0.61,1203.74,,
9/25/2022,8449.27,32442.17,56403.76,,,10148.91,3977.82,,,459.75,,,,3710.13,2537.91,1546.07,0.03,1743.71,,
9/26/2022,28564.87,191116.01,80248.69,,,1773.13,57330.91,,,28419.75,,,,344.62,2205.32,1865.9,0,5770.74,,5.01
9/27/2022,151269.18,254965.82,81707.8,,,5035.96,39208.78,,,8522.63,,,,2191.28,5792.67,2999.48,0.72,1450.35,,1.46
9/28/2022,173046.71,2757224.58,42058.48,,,9756.67,1479.88,,,98.8,,,,2316.84,10265.25,1907.13,0,1165.03,,11.33
9/29/2022,42240.75,833494.42,25367.54,,,4516.62,26506.84,,,1135.66,,,,442.69,7542.33,2194.97,217.92,2145.69,,10.96
9/30/2022,53287.14,43190.81,52390.7,,,4120.24,1823.34,,,489.29,,,,7116.66,3652.92,6556.04,0,1967.63,,37.98
10/1/2022,18138.96,12639.17,28947.14,,,2816.78,5663.47,,,113.36,,,,465,4065.1,3322.92,0.83,888.56,,5.08
10/2/2022,12009.99,25508.27,35661.71,,,5578.13,361.92,,,228.54,,,,885.43,3560.49,2646.19,0,2014.32,,10.57
10/3/2022,111192.03,16033.26,31378.82,,,1572.63,30284.29,,,23881.49,,,,818.36,2648.72,3084.79,0,2176,,12.57
10/4/2022,290172.87,17231.91,33117.05,,,7723.51,509.51,,,10021.73,,,,501.01,1761.05,2805.71,0.25,631.5,,3.69
10/5/2022,1447588.83,840832.94,492225.57,,,4319.57,4141.29,,,4824.65,,,,639.58,10251.23,3897.27,0,870.92,,1.52
10/6/2022,2407241.75,288331.52,17966.53,,,3342.47,19023.4,,,174.03,,,,846.53,11562.17,2456.36,286.9,2031.96,,5.78
10/7/2022,620956.05,103067.62,58646.77,,,2885.87,5597.17,,,191.74,,,,1062.05,6400.33,8048.7,0,2925.6,,43.92
10/8/2022,66237.15,10072.57,33712.57,,,1121.16,461.35,,,4285.67,,,,8866.26,3470.93,2874.72,0,601.27,,205.73
10/9/2022,27379.62,14403.15,86280.95,,,2138.15,1017.59,,,0,,,,973.08,5553.21,6091.18,6.74,1554.57,,32.31
10/10/2022,59283.51,14795.18,57374.88,,,3621.58,61499.67,,,184.87,,,,4378.81,1733.08,6733.84,0,2552.88,,13.36
10/11/2022,38581.86,39196.11,24788.85,,,2706.92,69.72,,,35334.21,,,,3989.56,5875.96,7491.68,0,1419.35,,26.5
10/12/2022,32975.54,1263027.78,116243.19,,,4473.7,948.03,,,4098.59,,,,575.27,13570.63,3731.97,0,1470.81,,29.44
10/13/2022,41494.98,367995.15,29863.32,,,3848,16253.98,,,1169.14,,,,1710.17,10398.1,5081.95,313.87,4114.36,,161.19
10/14/2022,196820.47,606229.5,63347.15,,,1190.43,21346.87,,,892.95,,,,1334.81,4110.78,10913.51,0,876.52,,60.46
10/15/2022,45919.19,18786.61,9059.83,,,2145.03,797.28,,,167.58,,,,589.09,1411.41,5905.2,0,576.92,,39.89
10/16/2022,80027.28,395566.2,42727.1,,,3390.52,46597.51,,,956.67,,,,2238.05,3291.81,3401.53,0,435.7,,26.95
10/17/2022,6791.24,1583726.3,23140.14,,,1257.36,42071.16,,,92604.82,,,,843.3,7457.76,7679.11,0,2187.75,,93.41
10/18/2022,19491.35,31384.18,39884.38,,,1378.04,3753.42,,,11639.44,,,,851.83,2892.7,6979.06,1.94,1093.49,,29.94
10/19/2022,58353.26,689397.04,33933.28,,,4085.59,25798.44,,,2625.48,,,,1584.88,20051.59,5769.68,0,1892.95,,132.53
10/20/2022,16060.21,297294.9,27815.2,,,2446.24,14034.86,,,2995.35,,,,1328.01,11106.42,4444.34,0,2344.09,,40.09
10/21/2022,26638.5,774283.32,34164.16,,,2036.83,19758.72,,,77.43,,,,1691.01,5127.81,8511.52,0,3607.88,,113.38
10/22/2022,14397.66,21770.71,415470.95,,,996.2,128.56,,,72.57,,,,347.18,2395.31,1456.37,0,2423,,294.97
10/23/2022,19745.14,35823.76,35063.02,,,2129.08,688.38,,,405.62,,,,1345.02,1963.35,6042.41,0.3,792.21,,433.22
10/24/2022,23899.49,31431.47,31765.19,,,4149.41,11901.99,,,31434.77,,,,9304.86,1815.98,5512.42,0,3057.33,,1532.11
10/25/2022,94073.16,275325.62,81932.56,,,7141.03,13288.28,,,6758.13,,,,458.42,1932.83,8951.31,0,984.62,,138.53
10/26/2022,65707.62,1678635.36,89738.12,,,2928.1,424.91,,,899.7,,,,22214.98,20573.29,13729.9,431.26,1517.83,,171.1
10/27/2022,24776.46,706556.13,57267.66,,,11073.89,14144.03,,,110.59,,,,3740.2,10252.08,20570.84,916.59,4249.53,,299.45
10/28/2022,69831.81,109642.34,43715.91,,,565.27,979.87,,,528.54,,,,5277.25,3804.77,31104.57,0,2298.33,,140.51
10/29/2022,58680.14,260541.92,42540.13,,,2894.36,7580.81,,,2.74,,,,798.46,3637.89,6986.03,110.68,2951.72,,511.35
10/30/2022,37787.16,16962.36,29140.74,,,1449.85,3455.51,,,119.4,,,,2348.19,2863.9,12000.7,0,1755.37,,163.22
10/31/2022,12442.3,23687.46,43725.67,,,4406.36,33615,,,35650.78,,,,2034.63,2737.61,6941.77,0.88,4486.61,,1060.03
11/1/2022,550174.47,34519.24,48401.36,,,6018.95,26918.51,,,3422.71,,,,2752.98,1833.31,22636.31,0.28,3951.91,,896.12
11/2/2022,2000781.61,443750.11,20012.65,,,4305.57,228.09,,,4730.89,,,,1011.91,24791.54,11505.68,533.5,1451.79,,275.59
11/3/2022,572480.03,929764.46,84564.43,,,837.1,10761.45,,,104.29,,,,2733.07,7586.33,9966.01,9.63,3607.34,,2210.19
11/4/2022,835660.66,462166.46,499548.35,,,2422.23,172248.08,,,2288.91,,,,11658.66,8272.74,24474.45,0,4353.47,,787.61
11/5/2022,66416.79,101449.6,42472.85,,,6054.65,1587.17,,,241.85,,,,5444.64,3383.59,10170.76,13.3,591.27,,528.99
11/6/2022,82947.25,23974.89,25390.67,,,6645.82,3116.68,,,1.99,,,,1486.53,3495.77,15784.22,0,2694.61,,328.04
11/7/2022,1858904.17,1603175.69,30309.64,,,1832.7,101438.29,,,31227.29,,,,830.36,2391.4,12831.83,0,2899.28,,2042.13
11/8/2022,34941.39,34948.08,36980.54,,,3685.32,11319.28,,,7340.59,,,,1343.03,12170.58,9151.14,0,1236.13,,626.13
11/9/2022,88119.85,175306.62,25616.39,,,2616.29,5978.38,,,84.06,,,,1463.4,12244.28,4846.38,4.05,7852.98,,175.1
11/10/2022,113908.6,275245.37,38510.21,,,605.93,12391.18,,,6295.36,,,,1954,11089.16,7034.15,659.41,4294.69,,708.88
11/11/2022,442398.9,43485.17,46019.92,,,2519.68,4814.99,,,4.24,,,,1067.9,2806.61,19934.75,3.52,2102.92,,202.77
11/12/2022,83158.78,72228.81,40771.98,,,1912.85,462.7,,,30.53,,,,554.57,2561.77,8822.55,0,1452.25,,1679.04
11/13/2022,293274.71,18910.44,32510.76,,,957.16,2263.19,,,215.56,,,,18098.63,2551.98,8916.6,1,793.5,,748.76
11/14/2022,205416.92,381176.09,46242.5,,,5106.36,15833.75,,,27331.67,,,,600.81,2496.74,12319.46,0,3300.17,,521.87
11/15/2022,32815.44,30988.82,77937.64,,,734.3,2358.87,,,4291.62,,,,1902.08,1645.23,12162.52,0,1006.45,,1010.44
11/16/2022,130804.24,593448.77,35597.82,,,1308.83,37240.68,,,81.94,,,,6962.15,8742.15,17266.92,15.88,1686.68,,592.59
11/17/2022,501105.09,287899.49,319695.21,,,925.22,73909.91,,,0,,,,9517.79,5475.99,7642.21,3.51,1428.26,,469.35
11/18/2022,29515.67,39681.19,44443.15,,,1097.04,1414.63,,,0,,,,2078.97,5282.4,14541.99,2.65,2532.24,,705.95
11/19/2022,41821.04,24529.34,127101.63,,,692.7,6428.72,,,0,,,,1213.24,4501.33,9202.57,0.02,648.84,,582.62
11/20/2022,21492.27,17648.02,32669.12,,,1410.88,892.18,,,0,,,,3481.46,3362.55,17803.96,0,1718.62,,396.55
11/21/2022,13724.28,37758.45,137398.56,,,2053.76,36256.95,,,0,,,,1595.07,2013.79,5187.17,17.05,1764.24,,464.93
11/22/2022,73712.72,367473.99,127465.8,,,1874.7,24314.04,,,28040.9,,,,14364.7,2283.67,6550.67,0,5001.91,,685.74
11/23/2022,104117.57,475871.9,29630.36,,,924.41,9877.63,,,622,215300.28,,,3538.91,10369.49,4947.07,51.4,2360.79,,318.94
11/24/2022,19167.47,490556.44,33764.86,,,2143.2,30066.06,10110.99,,12.02,14023.66,,,1896.9,11097.29,7968,0.29,1840.62,,1936.78
11/25/2022,26015.22,23003.42,32650.27,,,544.75,1400.78,0,,77.69,6779.07,,,2506.94,3268.96,11291.09,0.02,855.33,,285.55
11/26/2022,6256.53,150339.18,74424.44,,,2169.58,1636.87,0,,30.68,2796.38,,,800.52,1137.02,9229.62,0.01,4595.35,,719.47
11/27/2022,9253.42,10078.42,39969.36,,,783.84,1611.7,0,,8128.85,1060.14,,,2713.23,2467.25,5760.49,0,781.63,,396.54
11/28/2022,83033.52,18203.06,23941.5,,,2822.12,25649.78,0,,26166.93,1544.95,,,4401.07,2043.83,4660.25,3.07,3632.61,,513.18
11/29/2022,166804.69,40570.72,23352.74,,,747.75,8946.01,0,,3075.07,144.95,,,2676.55,3087.11,5001.46,0,831.48,,421.76
11/30/2022,2402648.2,671076.78,46711.72,,,1567.67,19348.85,0,,585.28,262871.7,,,2663.81,11260.9,4942.71,10.24,1540.38,,742.89
12/1/2022,2564907.2,269812.62,123446.27,,,2016.36,16249.87,24613.72,,2731.21,7304.03,,,2263.78,15422.38,7292.37,2454.13,3691.56,,1596.26
12/2/2022,1168706.48,25240.7,86537.2,,,1704.31,1598.23,0,,25.13,9108.13,,,4104.68,3494.9,9552.02,8.22,716.41,,211.67
12/3/2022,54356.31,164315.38,44696.62,,,912.53,262.27,0,,9.67,4721.8,,,3085.3,2143.74,3466.24,2.2,1067.77,,792.69
12/4/2022,162557.9,8657.57,35183.01,,,3179.99,7120.13,0,,263.2,1091.35,,,4327.55,2003.69,4613.8,1.26,753,,433.03
12/5/2022,209905.16,20379.39,102838.76,,,4895.52,10582.98,0,,30190.22,5961.86,,,37329.64,3473.25,2789.43,32.1,2944.47,,565.05
12/6/2022,40138.99,26548.46,28980.31,,,3522.7,11436.03,0,,2270.2,486.25,,,671.27,9197.22,3836.04,34.42,9523.57,,282.94
12/7/2022,155121.6,964155.21,57960.52,,,3262.75,3054.87,0,,9.42,85466.54,,,51002.58,9114.18,5525.06,15.01,1309.75,,333.06
12/8/2022,43800.65,205052.59,34709.58,,,1358.87,16686.99,28534.29,,101.33,28780.87,,,2271.47,9089.77,2233.76,807.7,1076.92,,339.33
12/9/2022,19870.57,24855.74,72691.55,,,1428.86,6758.67,0,,12089.51,423.36,,,2512.43,3520.48,10793.38,0.72,588.83,,626.16
12/10/2022,3229.3,17967.71,49158.09,,,1046.71,8595.14,0,,737.37,219.93,,,532.99,1013.49,8770.73,0.34,450.74,,2415.7
12/11/2022,29104.75,23607.5,55633.59,,,221.86,8830.2,0,,117.52,72.65,,,1052.33,4016.15,5518.75,4.8,870.89,,259.06
12/12/2022,14130.75,164204.55,57930.92,,,2260.27,11977.09,0,,27399.61,3871.69,,,955.03,6107.84,7185.38,25.57,2825.7,,599.16
12/13/2022,23027.8,14798.21,48733.04,,,362.51,1487.03,0,,4803.92,649.51,,,1087.55,1703.85,5110.83,34.51,638.09,,1302.92
12/14/2022,397329.4,660315.03,75064.67,,,772.54,14083,0,,281.47,125035.52,,,1664.13,12676.74,3868.95,0,1090.76,,361.4
12/15/2022,24873.24,275124.27,80650.02,,,829.9,22297.91,25814.12,,124.97,3849.28,,,1994.39,6714.73,9499.99,1190.08,556.89,,783.24
12/16/2022,54656.24,62774.61,50930.25,,,134.04,941.29,0,,2.32,3677.77,,,1519.63,3865.14,10333.48,0.2,978.43,,453.51
12/17/2022,8474.63,30060.4,29050.24,,,560.47,3471.42,0,,0,3923.33,,,3068.11,2613.92,7257.52,7.95,384.41,,485
12/18/2022,2541.36,10695.86,55914.29,,,1039.61,848.6,0,,167.13,98.65,,,1051.92,606.59,2318.64,0,1879.29,,117.41
12/19/2022,10196.22,16276.19,54414.98,,,981.3,17528.49,0,,16051.83,6227.43,,,7265.72,2945.92,1405.68,8.6,537.91,,529.32
12/20/2022,31453.36,21560.35,63180.96,,,1293.17,15471.05,0,,5004.18,107.73,0.03,,1316.64,1220.3,3745.9,1.64,2145.92,,262.65
12/21/2022,37969.42,168160.39,37128.43,,,1408.95,758.52,0,,7213.71,83629.61,32440.69,,1819.92,7914.54,6071.73,0.43,1237.82,,1033.03
12/22/2022,52852.13,166497.73,21617.79,,,12.63,26040.71,23187.03,,216.84,5183.85,73326.32,,1347.38,7240.2,4793.94,1093.53,366.63,,558.14
12/23/2022,6690.61,46778.52,50335.71,,,420.52,2515.2,0,,148.34,4678.74,13759.95,,2574.98,2607.78,7552.89,1.11,458.53,,491.83
12/24/2022,9505.91,138622,19421.66,,,92.6,1311.93,0,,38.91,194.55,8800.84,,1026.63,1935.58,1373.51,11.19,879.69,,668.73
12/25/2022,6801.79,9060.02,34963.18,,,121.01,1040.27,0,,4.9,1114.71,5594.09,,2277.82,1284.41,1893.87,0,415.18,,552.1
12/26/2022,16029,18262.88,48685.74,,,0.43,29485.48,0,,19569.05,253.22,13043.03,,2117.47,1877.13,8219.19,5.31,532.98,,700.91
12/27/2022,47852.16,73528.19,50049.64,,,11.06,10503.44,0,,5783.47,515.5,6669.58,,888.58,2988.35,3213.42,0,633.65,,491.97
12/28/2022,225236.46,296554.62,39531.34,,,43.26,5187.51,0,,21467.68,99967.85,8183.66,,1255.61,8865.45,3862.39,0,964.34,,580.38
12/29/2022,1103199.08,174829.39,39815.1,,,120.78,30542.48,22887.49,,2081.25,2102.79,8759.6,,2445.06,6257.49,1865.04,1057.59,2947.83,,3061.48
12/30/2022,197041.27,35100.22,44291.39,,,511.06,4671.1,0,,427.66,237.67,9583.16,,1886.56,1794.96,6360.26,18.11,699.92,,530.23
12/31/2022,45002.97,128775.5,51172.84,,,272.06,15530.08,0,,0,488.55,5366.17,,389.7,1492.88,1437.44,0.54,997.04,,322.51
1/1/2023,28206.65,18252.85,17620.66,,,1814.24,408.2,0,,1778.83,27.06,10661.21,,838.22,1700.32,4154.94,0,603.41,,453.35
1/2/2023,84706.36,75121.49,36405.22,,,808.44,9149.7,0,,36,821.41,8337.12,,832.44,13534.99,9632.6,0.82,416.8,,664.19
1/3/2023,60073,26357.78,65067.93,13254.23,,2532.95,22641.7,0,,24878.84,8142.76,19708.96,,573.98,3285.2,3774.38,18.4,757.43,,595.03
1/4/2023,1764212.27,756149.85,44155.75,16711.05,,298.44,15858.99,0,,2087.73,96714.88,4174.69,,6128.89,9358.1,2994.52,0,1254.61,,733.24
1/5/2023,38296.14,308722.88,25464.71,10083.45,,16.99,8178.8,24165.77,,99.06,1863.8,10149.36,,4283.25,8118.92,6168.49,1262.1,2040.81,,362.46
1/6/2023,22178.04,34397.72,26309.75,10820.77,,44.56,381.71,0,,1746.88,237.55,4011.13,,1268.88,9892.17,13791.03,9.49,563.61,,568.29
