Date,dYdX ($),Synthetix ($),GMX ($),Level Finance ($),Vertex ($),Lyra ($),ApolloX ($),Pendle ($),HMX ($),Perpetual Protocol ($),Kwenta ($),Mummy Finance ($),IPOR Protocol ($),Premia ($),Thales ($),Metavault.Trade ($),MUX ($),Pika Protocol ($),Holdstation ($),Buffer Finance ($)
6/14/2023,1532926.44,169209.88,33543.73,61258.73,,0,21602.38,0,,459.97,78911.92,7233.93,2338.9,22817.26,13098.73,1868.93,33.35,837.62,,548.45
6/15/2023,1100169.74,98961.5,81212.9,94817.09,,0,23161.94,135719.03,,0,3881.44,8529.78,5506.09,1125.31,9248.6,1230.75,162.56,2011.93,,346.72
6/16/2023,31400.36,28433.38,16546.94,76020.25,,0,7400.88,0,,49.98,1621.39,4625.12,11028.69,624.81,2763.07,3057.15,130.64,1064.64,,299.36
6/17/2023,41492.09,18272.13,73985.08,66487.73,,26.31,7452.82,0,,66.83,417.63,10079.23,3749.71,1244.69,4476.95,932.73,91.61,769.99,,521.77
6/18/2023,19472.68,25014.09,31273.71,43478.64,,0,6094.72,0,,49.19,2495.2,6811.51,14435.03,1405.75,3009.96,2544.84,75.87,551.77,,350.41
6/19/2023,70344.18,14566.79,22805.99,502205.63,,0,4584.66,0,,22741.1,637.61,24527.69,2283.72,957.02,1887.63,2612.52,54.7,2016.74,,403.41
6/20/2023,71114.67,31715.38,62905.05,109470.59,,0,4265.52,0,,2613.72,792.06,9198.76,28483.49,1010.83,2086.32,1882.53,306.54,1188.17,,867.89
6/21/2023,33182.83,509068.82,91661.29,154343.01,,0,6012.98,0,,666.87,114177.39,15401.29,4396.67,7808.18,13744.18,7643.26,187.13,4634.47,,638.89
6/22/2023,78613.28,127778.04,139592.85,60939.36,,0,12849.85,183940.83,,735.53,4730.75,11290.45,10633.35,607.03,5214.56,8720.93,12819.34,1845.8,,2803.89
6/23/2023,18247.21,23954.95,97140.07,92560.31,,0,69560.7,0,,58.18,232.06,16482.44,11474.55,2907.21,4121.67,3030.53,476.39,1602.42,,422.76
6/24/2023,81050.33,19775.32,81896.24,122596.12,,0,4563.29,0,,11.26,309.03,6609.48,1079.41,897.67,522.4,4026.38,239.59,1041.18,,364.16
6/25/2023,22080.46,110362.46,53557.4,42676.89,,0,15559.19,0,,45.35,553.91,6041.37,3240.66,2632.33,3352.68,1888.5,88.1,1314.21,,800.68
6/26/2023,326303.53,28213.27,35040.38,924454.08,,0,22987.73,0,,25441.86,116.8,8239.33,5606.41,2534.87,2163.65,22052.77,139.39,982.37,,202.91
6/27/2023,164522.92,6464.58,39823.13,85888.74,,0,8734.34,0,,107.27,1806.11,25930.42,2344.92,2489.18,3985,3090.78,959.23,1660.28,,1029.94
6/28/2023,2318.33,168199,49027.69,95254.56,,0,1800.2,0,,280.58,80803.68,12250.57,3158.59,801.77,9461.93,1194.83,90.46,897.66,,468.52
6/29/2023,78562.74,460960.77,23343.14,123893.04,,0,32957.23,236713.45,,5.37,5948.33,8299.79,4948.18,1671.7,10154.23,1032.77,8243.62,2012.29,,617.01
6/30/2023,15507.34,75255.59,33416.57,50255.56,,0,78366.98,0,,1372.25,8455.51,16763.32,4405.12,2115.43,2694.12,3005.49,96.35,6455.6,,547.87
7/1/2023,11425.7,11173.72,114974.33,64551.62,,1479.43,6020.71,0,,100.06,231.47,6375.99,3732.03,2159.49,1834.62,2253.52,378.22,1365.82,,1458.86
7/2/2023,14413.65,10943.76,19781.84,47093.22,,0,46696.33,0,,487.6,235.06,21216.48,5331.59,21498.69,2440.43,2239.43,278.47,1640.17,,869.28
7/3/2023,10873.37,14730.87,49733.37,371711.22,,0,13003.54,0,,30633.56,2038.84,18646.78,14762.8,5964.62,4122.4,2567.56,186.61,2022.38,,1234.3
7/4/2023,18142.93,8222.94,27726.15,91826.81,,0,5017.48,0,,2108.56,427.87,12557.47,1133.36,2717.47,2265.02,2303.43,399.54,2990.28,,310.35
7/5/2023,8856.4,202381.48,26714.79,67990.24,,0,6059.62,0,,26.34,91756.35,10417.81,6427.97,1943.3,10249.7,847.06,29.25,2363.64,,489.84
7/6/2023,24646.81,177074.17,15180.49,82091.32,,0,12272.91,233801.27,,225.45,10566.55,8257,2459.06,5996.75,5711.31,1941.14,7097.16,2925.45,,586.35
7/7/2023,16344.33,187127.48,13907.32,48902.28,,0,6747.72,0,,0,592.38,59010.79,11879.82,3639.45,1713.04,2284.02,107.28,1690.43,,452.58
7/8/2023,1354.18,45425.82,119195.53,57941.07,,0,13835.8,0,,11.91,59.77,9562.36,5499.46,1691.55,2573.22,888.36,13.43,167.72,,249.89
7/9/2023,9864.48,6621.24,10422.14,31103.3,,0,3673.36,0,,33.57,1082.68,4661,10789.14,1483.58,1829.34,1247.77,303.78,446.57,,182.98
7/10/2023,267455.8,18269.06,15817.42,105012.55,,0,5220.79,0,,23820.8,2545.75,9505.57,28079.74,15925.86,3643.36,1112.53,203.83,493.29,,657.55
7/11/2023,229367.9,18066.69,59466.63,31652.95,,0,1401.73,0,,4477.48,1445.88,9973.38,1991.39,832.64,1946.59,7866.58,298.87,1682.37,,455.83
7/12/2023,2967368.38,242164.88,64297.43,61331.93,,0,3946.72,0,,5323.87,73693.99,3688.39,594.29,11333.86,10029.41,5380.38,130.57,1170.75,,254.24
7/13/2023,301237.78,198122.12,26234.03,52716.99,,0,22469.9,217616.07,,18.23,6289.71,5700.8,923.17,1701.71,9455.17,1802.42,8695.31,1011.5,,575.85
7/14/2023,244325.15,338081.62,51588.5,644488.74,,0,4880.09,0,,91.07,547.58,4073.24,5398.64,3218.23,2777.51,2808.76,450.36,1080.9,,226.25
7/15/2023,72162.25,41608.86,125971.01,40279.14,,19.9,9907.97,0,,0.89,1163.55,3441.43,1714.96,960.45,1985.09,1030.77,498.64,112.64,,336.12
7/16/2023,23514.46,11799.79,12970.59,44183.76,,84.71,6712.09,0,,29.35,5.85,10736.11,6537.51,1400.9,2144.72,492.08,238.58,1767.89,,172.26
7/17/2023,124918.83,21155.32,23413.58,204444.01,,0,4117.73,0,,25468.6,923.84,2391.26,5386.56,5296.25,2592.67,1303.49,187,1001.15,,661.4
7/18/2023,25362.37,15773.87,67094.58,38621.27,,0,1269.18,0,,1878.82,1159.45,5967.91,953.77,2649.2,2527.05,1347.46,1496.25,54.14,,1729.61
7/19/2023,30285.28,258849.24,51150.7,70402.21,,0,3748.29,0,,40.24,46203.21,2284.01,3045.96,1255.58,12215.69,2332.54,156.75,202.79,,819.72
7/20/2023,205018.28,932275.79,26762.6,46698.51,,0,13611.41,218528.06,,37.05,8766.09,11817.8,3562.76,1265.49,7721.67,358.93,7462.27,109.27,,350.91
7/21/2023,30236.32,112619.77,20038.55,39679.22,,0,1750.83,0,,152.63,11365.68,3628.28,3563.12,777.78,3387.72,1063.2,455.69,76.9,,1990.12
7/22/2023,12921.19,12666.76,82949.61,18103.8,,0,6678.97,0,,14.71,2490.86,4468.56,3205.95,2245.01,1828.24,946.2,397.18,38.73,,178.6
7/23/2023,15516.21,9352.67,15999.84,27281.7,,0,1918.64,0,,27.31,620.15,962.89,4397.73,613.36,1830.59,659.75,73.2,38.8,,382.65
7/24/2023,16425.83,65275.76,16411.61,42387.31,,0,6758.73,0,,24935.09,2732.37,4750.14,3115.9,913.52,3996.64,3179.08,207.45,53.51,,261.63
7/25/2023,1959.47,14150.62,26520.02,37488.31,,0,1975.27,0,,831.96,828.44,626.87,1448.42,5780.15,5050.47,422.73,364.98,132.5,,84.57
7/26/2023,164428.42,362918.43,51003.07,17766.69,,0,4982.52,0,,678.57,45691.43,1625.86,945.37,826.75,16826.51,653.52,293.65,34.21,,229.09
7/27/2023,4422.47,481453.48,11013.01,36457.98,,0,6882.89,209478.46,,0,3398.39,4338.56,3716.23,1902.42,7535.43,238,1096.61,19.06,,193.38
7/28/2023,12217.85,50062.22,34365.25,24910.54,,0,7011.65,0,,25.46,0,1760.69,3260.97,1639.84,3507.02,128.48,8117.54,556.99,,155.98
7/29/2023,154940.39,47291.17,99766.28,24043.45,,0,3778.22,0,,607.64,0,1712.09,4144.76,4174.03,2090.78,303.88,102.56,168.64,,367.01
7/30/2023,8127.26,29443.82,41682.93,43309.84,,0,3164.89,0,,22.7,2.92,2074.96,10349.84,59018.46,2694.55,2077.73,141.66,193.45,,358.56
7/31/2023,18552.85,23094.85,72480.7,35987.93,,0,9532.73,0,,26229.32,0,1242.14,5754.32,2491.68,3254.71,176.52,2600.07,57.89,,246.31
8/1/2023,28843.72,20888.27,31843.58,60492.35,,0,13550.72,0,,2256.19,40.07,1063.43,1454.12,728.92,2617.1,53.17,572.12,493.06,,745.08
8/2/2023,5869.3,206563.69,14532.28,104786.03,,133.29,22557.29,0,,110.54,45149.45,1343.49,5777.41,1988.69,14784.91,100.27,113.55,82.08,,863.17
8/3/2023,141089.84,125061.42,34580.04,69218.07,,0,4889.49,189644.66,,212.68,2542.26,505.3,4310.84,2879.18,6415.3,120.84,5490.59,97.31,,373.8
8/4/2023,45818.62,144821.07,105947.21,19026.55,,0,4205.47,0,,64.02,1914.69,1521.51,24563.38,1295.75,1322,42.35,606.9,50.46,,493.72
8/5/2023,2208.54,69409.12,91508.72,37827.09,,0,3871.68,0,,48.93,1579.75,1943.99,1887.42,4375.3,1848.7,76.1,266.25,609.77,,154.33
8/6/2023,1979.55,206871.95,70147.8,20139.89,,0,3010.68,0,,22.96,1331.53,500.74,1544.97,1033.03,1436.42,43.24,266.07,152.5,,92.36
8/7/2023,12715.8,15560.2,39188.13,36410.61,,7.31,6248.16,0,,21408.56,320.68,969.51,8551.46,7397.95,5215.89,257.88,227.91,33.28,,82.89
8/8/2023,493101.06,30390.92,21065.61,22455.43,,0,1366.32,0,,2457.34,420.49,2298.61,6861.81,667.07,1848.82,67.1,313.34,66.67,,325.22
8/9/2023,892873.61,359281.05,32317.61,37476.47,,0,6994.62,0,,2303.29,42346.61,1482.2,1673.18,1153.51,13542.64,49.64,698.46,920.28,,229.78
8/10/2023,704024.55,389378.64,17146.06,80780.37,,0,11865.7,189709.16,3893.54,36.31,694.38,536.89,1928.53,921.92,10911.12,26.45,4982.6,2787.23,,491.63
8/11/2023,157103.99,46688.57,16517.74,42369.29,,0,6334.56,0,21577.81,0,258.86,879.1,3936.34,27262.27,3084.5,27.47,478.89,138.03,,65.3
8/12/2023,937804.78,22604.52,92181.94,12600.05,,0,10144.76,0,29436.99,241.1,19.9,460.65,1767.03,3297.02,591.47,34.75,76.62,20.74,,119.19
8/13/2023,13972.54,11637.49,11678.03,5084.81,,0,5765.88,0,22133.91,66.59,183.53,1093.71,1358.87,837.53,2345.33,176.85,410.23,41.17,,300.64
8/14/2023,420020.19,11005.6,37654.24,36922.19,,0,342.38,0,72500.09,27890.6,552.7,1979.3,12671.26,1112.12,1816.94,41.56,2034.24,45,,101
8/15/2023,28037.35,23462.43,19410.13,7678.15,,0,2589.47,0,63569.28,6746.54,487,678.01,2268.75,585.06,2744.59,258.71,23.26,9.34,,238.48
8/16/2023,45145.12,151299.75,9594.7,3010.87,,0,5531.05,0,49684.25,1394.85,29139.06,772.89,273.9,1203.6,10377.35,161.01,19.94,24.2,,120.92
8/17/2023,47539.43,194828.33,17728.81,3390.54,,0,22025.79,141163.22,284784.62,44.53,2407.68,437.66,5293.81,1305.9,6476.94,119.04,5522.33,20.78,,973.4
8/18/2023,83590.67,29976.75,24706.48,4245.73,,0,2326.06,0,49081.32,173.5,392,1263.68,2310.35,2690.96,1550.17,25.85,36.68,176.61,,53.63
8/19/2023,15906.06,31433.11,60269.2,955.56,,0,2096.83,0,39415.63,119.88,921.39,562.68,925.22,245.04,2139.52,30.1,155.18,35.07,,166.81
8/20/2023,22635.41,6581.93,8377.05,17340.5,,0,1086.74,0,46198.43,0,60.02,195.6,2589.96,1181.28,1277.47,398.35,142.84,2130.11,,233.24
8/21/2023,83690.05,207076.76,11297.02,9670.09,,7.75,9718.83,0,59525.18,17995.74,225.26,334.73,3977.48,638.32,1383.16,2.83,445.88,12.37,,163.93
8/22/2023,22345.54,21579.34,31632.45,1548.68,,0,1691.92,0,43696.83,404.25,173.73,1877.98,1038.78,1615.35,1790.01,9.16,133.49,20.9,,130.43
8/23/2023,19918.58,247356.28,51121.8,13398.9,,0,2366.49,0,47177.81,1482.03,26763.84,2168.97,2667.9,12120.65,11326.42,17.41,266.46,24.59,,118.2
8/24/2023,153319.39,251979.79,5966.11,1750.14,,0,9375.33,158686.05,262374.51,1520.34,1450.99,1413.51,265.7,737.58,3617.93,17.03,4309.98,49,,323.9
8/25/2023,21471.21,25715.83,40486.54,1519.1,,0,3108.6,0,46060.36,90.16,333.81,3187.64,7824.04,2064.62,12812.2,30.31,60.01,11.57,,192.24
8/26/2023,29309.96,20916.26,66328.02,1618.48,,0,2326.39,0,46521.43,328.41,128.6,972.07,1362.05,3030.33,1835.85,6.13,657.78,112.84,,84.95
8/27/2023,16860.87,28452.4,4766.72,2065.33,,0,4962.11,0,64733.16,8.5,141.89,297.76,4200.43,1865.61,2238.62,27.8,390.62,24.4,,147.29
8/28/2023,454021.11,14492.82,11487.74,9313.64,,0,8641.45,0,47723.6,24303.19,423.62,551.79,202.73,17385.8,3048.3,31.33,135.86,33.82,,130.17
8/29/2023,30727.43,13761.79,56168.41,15203.65,,0,2628.11,0,61087.23,104.82,118.24,2052.64,22.41,1110.2,1998.37,50.55,361.03,30.55,,792.7
8/30/2023,21604.48,144575.59,51468.11,22163.09,,0,3944.45,0,51906.81,551.11,25508.21,411.97,5720.87,2900.76,8805.23,23.29,77.31,42.21,,1341.53
8/31/2023,17345.61,137895.39,28026.62,44503.06,,0,8019.08,170804.39,255032.75,415.38,2078.69,856.22,1277.51,1108.72,9773.66,217.02,5601.46,4.87,,193.24
9/1/2023,9972.79,23882.22,19811.79,8912.29,,0,1887.49,0,339188.87,483.55,394.02,1427.29,6574.33,3482.47,2200.84,165,434.1,11.64,,137.37
9/2/2023,4149.37,32675.86,56605.13,10887.87,,35.45,5762.03,0,53097,1.63,25.39,382.5,1225.13,477.37,695.88,0,25.34,5.9,,112.16
9/3/2023,2648.44,17888.34,12875.13,3824.39,,0,3196.96,0,61806.13,45.91,396.34,387.6,978.22,1.38,1432.82,27.64,130.63,13.78,,249.41
9/4/2023,12496.44,247628.59,14303.85,9700.76,,0,575.34,0,67966.31,21703.37,123.05,1518.73,3595.61,513.83,1844.62,17.53,300.89,21.01,,31.88
9/5/2023,1201193.59,39305.82,9026.19,1759.29,,58,4157.92,0,136454.29,5353.23,191.24,943.86,3642.12,58.89,2319.48,122.23,223.16,7.32,,322.89
9/6/2023,552993.47,223245,49958.28,3775.17,,0,2930.71,0,34207.24,1900.73,21918.65,410.61,3365.22,2438.84,5970.58,42.56,541.86,9.09,,222.77
9/7/2023,1352020.11,244206.76,10277.02,28396.86,,0,20045.27,163431.72,229742.37,3981.53,1113.99,1090.67,2278.02,795.89,3499.54,17.63,6543.58,19.39,,221.38
9/8/2023,46043.6,16852.52,18168.95,7669.32,,0,6901.4,0,25247.99,1176.17,1101.05,331.66,846.52,779.12,1032.8,2.12,870.98,33.2,,320.69
9/9/2023,22242.88,19787.54,54390.19,10456.82,,0,6036.61,0,20507.06,238.6,27.9,212.82,965.14,200.65,1985.9,0.86,148.92,23.54,,88.52
9/10/2023,494002.97,161032.88,21659.28,10511.73,,0,1360.61,0,28126.12,32,146.3,1161.55,2430.7,303.12,446.47,0.92,182.42,42.92,,391.37
9/11/2023,33078.39,19138.7,15472.72,16215.23,,0,2051.47,0,27614.37,31248.97,44.02,1076.74,3547.86,604.76,2610.27,43.97,171.11,35.08,,80.04
9/12/2023,141938.08,13116.27,10894.33,10771.19,,110.62,1094.87,0,20627.3,703.45,247.81,1060.03,374.67,1271.78,2994.41,0,172.58,24.25,,48.61
9/13/2023,6088.34,187985.8,22461.77,10141.07,,0,3708.09,0,23416.08,2506.32,15681.49,423.65,1340.83,679.15,8074.4,3,9.43,13.84,,161.76
9/14/2023,19373.62,187752.06,11990.67,7335.04,,0,3367.65,155404.5,193547.52,9.72,2246.09,1180.2,7067.26,509.49,3585.06,4.03,6842.61,27.11,,309.88
9/15/2023,25272.99,209140.91,6746.48,4729.36,,0,2855.48,0,25652.53,49.42,563.74,27872.93,988.03,22444.26,1643.68,10.2,111.17,35.67,,269.16
9/16/2023,11165.26,21637.51,51715.09,59109.58,,20.87,3261.1,0,21237.69,181.82,425.98,513.61,5131.65,16786.15,1335.08,8.77,31.43,30.85,,227.79
9/17/2023,25633.87,24651.49,5179.15,28509.56,,35.9,3359.18,0,24227.04,0,165.13,1319.2,792.11,117.96,434.53,0.07,480.98,10.21,,203.21
9/18/2023,18843.42,32879.52,11235.52,10247.81,,15.91,5820.44,0,21545.01,32821.42,1118.53,303.9,31365.65,534.79,2488.13,0,242.63,14.12,,197.6
9/19/2023,3877.43,24202.33,19719.9,11524.66,,0,8403.35,0,20965.86,2359.83,648.34,1468.02,1164.73,0,1773.19,3.44,1111.29,12.87,,924.36
9/20/2023,39897.42,182380.61,8089.29,39921.82,,46.33,791.02,0,17757.11,209.49,15159.34,337.93,4971.51,0,6964.41,8.83,509.73,41.69,,263.15
9/21/2023,16162.35,327818.04,9601.37,17295.08,,0,5976.84,175108.7,160934.59,0,3603.13,1024.22,9303.68,208.56,3614.19,35.43,7349.11,11.38,,141.53
9/22/2023,51778.68,58070.2,14435.29,29042.01,,22.13,1143.24,0,39521.78,323.46,772.58,321.28,876.65,9.25,2798.02,25.96,522.1,16.4,,199.09
9/23/2023,15342.3,20490.61,55560.24,13272.23,,0,3357.02,0,14593.31,253.09,258.12,236.73,332.38,317.96,1124.13,5.66,217.44,20.38,,46.64
9/24/2023,8555.18,6081.77,5128.35,11540.56,,0,4717.91,0,21815.06,3.5,608.83,1943.45,3079.9,762.43,958.87,1.61,185.05,6.61,,173.52
9/25/2023,11052.1,13104.05,17146,13543.19,,0,1128.95,0,25202.71,28333.09,130.78,172.08,14297.17,1599.52,1916.28,6.32,184.39,34.08,,390.09
9/26/2023,4693.73,8841.81,16596.05,15160.13,,18.2,1492.78,0,23920.87,2134.98,930.54,837.34,888.95,0,1468.12,0,72.33,6.05,,965.45
9/27/2023,125445.38,305946.36,15003.48,20549.19,,0,307.3,0,26887.33,295.63,49245.43,261.56,16469.16,0,5851.17,0.85,99.95,5.95,,205.81
9/28/2023,21560.94,229625.8,18861.9,19357.34,,0,5663.09,191437.65,148521.06,876.96,128.92,482.11,2286.45,36.24,5149.7,3.56,7865.15,15.07,,158.33
9/29/2023,101278.4,34591.47,17493.69,9453.39,,0,22872.36,0,31007.29,197.12,99.54,942.93,2962,2.21,4279.33,43.32,9.62,10.67,,1760.84
9/30/2023,10318.73,17200.19,62867.92,9059.43,,1.86,785.04,0,17233.44,23.75,752.11,358.88,2062.97,0.33,1071.1,4.99,365.58,114.94,,197.35
10/1/2023,8408.84,31826.06,26662.02,8673.92,,0,2826.66,0,265237.34,54.54,5.33,1419.1,1589.22,125.5,1405.23,61.81,656.36,36.29,,229.88
10/2/2023,108259.58,20470.49,17540.63,25808.26,,0,4091.73,0,43165.65,35385.42,31.53,316,1155.67,3824.32,1521.29,0,600.57,10.6,,265.97
10/3/2023,1164967.64,24979.03,25522.07,4848.95,,0,1322.61,0,20829.79,1725.37,51.2,711.67,5545.44,85.17,1219.8,0.02,1672.55,7.88,,829.91
10/4/2023,834382.97,185865.91,11355.11,49002.61,,8.79,8813.97,0,40842.08,50.44,26.21,300.74,1005.56,3447.95,6481.18,0.01,77.9,31.74,,257.33
10/5/2023,287150.91,163473.24,2007.31,1306861.69,,27.05,9559.55,179162.78,226960.93,3087.68,26.89,368.53,5207.27,204.41,3944.91,124.7,6533.08,5.99,,50.85
10/6/2023,41099.47,37724.97,8656.7,6035.93,,0,3455.86,0,19075.85,28.19,46.91,569.73,862.44,0,1887.76,8.58,1122.64,4.38,,294.52
10/7/2023,28325.54,19135.2,54663.83,11862.39,,0,977.13,0,15029.47,1289.78,9.05,668.44,241.08,13616.54,327.74,3.82,225.45,24.24,,96.19
10/8/2023,18655.95,9867,33419.46,4482.13,,7.58,2878.96,0,100810.28,5.23,21.67,1136.09,395.19,3.98,507.4,21.07,830.31,3.1,,68.37
10/9/2023,197737.27,138165.18,78304.24,5020.61,,0,3207.68,0,24439.16,55.05,3.55,10367.71,3121.94,202.87,1594.45,0.35,118.11,7.87,,171.08
10/10/2023,568452.45,29821.63,5491.01,8195.12,,0,752.95,0,18151.88,33.03,5.4,1041.38,3474.34,171.29,2214.04,10.15,570.89,9.29,,285.8
10/11/2023,17386.75,133475.39,14124.71,6909.83,,0,2053.49,0,12411.04,114.47,1.57,319.78,5022.48,0,5365.23,0,1975.56,12.8,,323.05
10/12/2023,127388.51,87084.33,8445.94,2356.83,,0,9293.89,162762.1,110065.91,35.43,0,585.18,12776.59,0.67,7943.03,0,6263.81,1467.23,,50.31
10/13/2023,104262.66,16414.71,11377.23,14692.93,,0,3467.49,0,33480.02,37.91,0.25,660.47,7643.3,0,698.35,0,208.46,23.78,,104.69
10/14/2023,13968.61,38947.5,56991.85,1143.93,,180.43,60077.37,0,14329.29,203.97,0,606.38,2261.27,0,1233.7,0,401.93,3.25,,122.46
10/15/2023,3124.53,3556.2,6193.43,13313.52,,0,21179.96,0,8406.39,3.7,2.75,651.93,2218.9,15.29,615.46,0,89.49,10.73,,310.95
10/16/2023,25386.54,37251.64,13168.98,3370.38,,0,1849.82,0,19804.05,169.47,0.8,2139,2843.19,74.62,838.06,34.31,46.04,6.08,,214.78
10/17/2023,44702.01,19025.02,8306.49,2288.14,,0,3880.35,0,8043.62,1.52,24.04,961.9,10743.06,0,1631.68,0,643.39,9.32,,146.79
10/18/2023,112782.5,393507.59,22091.85,3883.22,,0,2598.49,0,15489.16,16.06,1.33,371.89,1262.9,0,5605.76,2.62,146.11,5.26,,26.07
10/19/2023,7129.48,132666.93,18181.98,2353.11,,15.8,41030.61,185545.35,84141.06,2.58,0,130.15,3760.78,0,3918.84,0,6893.94,12.98,,198.33
10/20/2023,21194.45,109726.33,7777.81,2217.5,,0,4978.01,0,37038.71,49.65,0.26,1097.74,11025.64,79.92,1301.4,23.73,276.08,8.4,,680.49
10/21/2023,42882.19,19840.19,78876.26,1085.94,,0,4495.44,0,11429.92,8.38,0,1452.07,1105.35,0,554.32,2.6,94.23,9.68,,250.41
10/22/2023,31459.35,16135.99,11430.05,4395.99,,0,407.94,0,12989.33,28.91,9.66,772.58,9119.74,523.83,1092.35,7.43,81.54,5.75,,180.45
10/23/2023,68234.19,25948.72,30969.6,2340.52,,0,5520.72,0,19920.38,4314.45,110.07,2142,8614.48,98.71,2516.96,2.74,1541.96,4.99,,1096.51
10/24/2023,98130.95,26944.49,112099.85,6459.42,,0,3371.12,0,19639.26,190.13,915.07,785.87,4288.22,599.04,2207.85,5.8,684.25,9.95,,839.48
10/25/2023,10816.64,343096.59,15220.85,9498.89,,0,46897.46,0,26049.84,420.29,2.53,714.75,7650.62,0,4985.27,9.55,4231.21,8.47,,237.6
10/26/2023,387726.67,469803.74,44420.48,8310.6,,0,17801.04,211795.09,145768.35,86.08,0,3112.97,3844.83,0,3664.02,14.07,10550.02,12.92,,102.33
10/27/2023,37676.95,37630.23,34886.72,566.05,,0,4906.03,7011.4,24930.41,2.11,29.73,178.41,2325.9,0,1884.17,4.14,1273.7,15.19,,481.68
10/28/2023,21040.04,22307.8,64241.78,3802.45,,0,1907.85,0,12938.14,1.2,0,269.52,2571.96,0,468.11,1.61,880.24,24.47,,82.06
10/29/2023,5833.96,12398.52,45078.63,3260.04,,0,2792.09,0,16660.71,317.55,0,935.49,612.59,0,669.23,214.29,177.76,19.66,,177.55
10/30/2023,39144.6,18708.92,38151.83,3298.06,,0,1808.4,0,26652.68,64.19,10.55,832.87,2039.18,9.4,2868.95,65.63,199.62,18.41,,156.91
10/31/2023,40786.46,17742.67,44004.94,3925.11,,0,7492,0,19964.01,73.65,0,1139.46,3634.59,44.36,1731.4,6.35,1339.13,21.64,,289.11
11/1/2023,1337722.13,290916.19,17433.53,4948.64,,0,7990.51,0,346735.41,31.31,0.9,1013.43,5975.04,181.76,7491.54,1.45,2848.69,8.42,,361.82
11/2/2023,1530142.1,486902.35,20147.02,2501.56,,0,61922.5,243401.2,184736.82,47.3,150.91,2162.5,3520.03,1875.73,2702.86,22.05,9991.36,23.42,,341.65
11/3/2023,30321.08,41814.79,9850.88,12031.7,,0,3206.76,0,37394.78,7.7,0,434.53,547.52,0,2244.05,40.84,119.94,2.35,,225.66
11/4/2023,99682.74,28393.39,72564.4,3998.39,,0,2410.06,0,24649.31,0.38,0,1582.99,6385.73,0,593.57,0,1689.93,12.51,,564.77
11/5/2023,65876.81,56127.7,23935.69,8065.9,,766.47,7561.44,0,18070.84,1884.58,0,1746.72,2767.09,2107.95,996.81,10.63,83.61,25.02,,562.59
11/6/2023,364331.55,33637.87,24129.71,6616.67,,0,11991.48,0,14422.27,0.8,0.7,1786.04,5932.85,267.64,917.38,31.49,300.16,15.94,,474.29
11/7/2023,89142.54,11289.92,27943.68,5089.19,,2.02,6093.32,0,59514.97,262.05,0,2179.74,5721.53,1.7,800.91,0,1000,8.33,,415.38
11/8/2023,56370.74,1412153.39,43486.02,4184.24,,0,694.87,0,16247.07,0,1.58,652.25,2152.68,324.33,6333.73,105.58,1226.25,21.48,,616.98
11/9/2023,7363.33,310161.65,108746.19,5304.63,,0,13958.44,297479.35,198857.89,1.73,0.82,2121.81,4158.3,25.37,2640.34,0,9201.45,18.67,,1596.58
11/10/2023,116265.01,52940.49,13689.13,3236.27,,0,11566,0,15489.08,4.72,18.09,1812.53,2994.74,6.89,1410.27,3.39,124.44,26.11,,708.93
11/11/2023,84018.09,23107.6,81745.6,3226.82,,264.21,16392.56,0,20929.14,1.95,11.23,1328.21,3101.32,0,2011.45,82.27,1753.69,92.1,,744.85
11/12/2023,58536.35,78405.66,12607.49,3398.99,,0,9256.1,0,8716.32,4.46,0,779.63,4046.02,234.88,2043.03,26.74,909.11,70.1,,503.29
11/13/2023,23169.68,23292.2,37891.05,2433.57,,0,2760.54,0,15841.22,4.47,47.23,1812.81,3479.31,985.37,1239.12,189.13,1359.42,42.38,,145.11
11/14/2023,1771226.51,21253.39,27325.31,3344.85,,0,5511.62,0,14958.98,0,0,1242.34,12274.97,629.19,1650.96,7.11,280.85,108.71,,337.88
11/15/2023,515170.29,645328.92,270974.93,2537.35,,0,1425.09,0,17308.97,0.01,1.44,921.89,8184.91,0,6901.29,0,846.41,22.32,,295.46
11/16/2023,132899.06,528496.71,30088.25,728.07,151883.78,0,7974.51,242532.57,107850.47,0,21.85,1737.35,10323.65,0,4024.37,0.13,9006.27,6.09,,863.99
11/17/2023,156882.25,29431.12,26984.38,99.58,33703.56,0,3083.09,0,15380.45,0.01,0.91,7710.74,2390.96,73.31,669.66,0,501.32,33.12,,237.73
11/18/2023,204972.46,16594.7,73640.55,376.41,3425.84,0,285.07,0,11658.37,0,26.46,1192.89,4724.05,0,515.71,11.3,973.78,9.65,,83.26
11/19/2023,16192.64,360732.03,16123.22,166.97,1744.2,0,4167.16,0,21406.33,0,5.16,463.69,346.37,0,400.81,58.19,801.65,18.9,,178.01
11/20/2023,72635.85,81891.64,35566.71,1978.55,2033.93,0,2745.14,0,22016.05,0,1104.81,366.29,5758.77,0,2254.71,0,675.13,31,,485.92
11/21/2023,430352.09,15535.51,30656.74,111.21,19064540.33,11.92,2929.61,0,20646.67,0.5,0,1871.47,23302.86,0,430.09,0,9378.84,14.06,,449.61
11/22/2023,23451.24,240982.81,577493.81,40477.85,172021.94,0,352.52,0,25623.02,7.49,17.94,2511.45,7010.53,0.16,7860.83,7.76,1545.51,12.65,,124.93
