Date,dYdX ($),GMX ($),Deri Protocol ($),Synthetix ($),Vertex ($),Perpetual Protocol ($),Gains Network ($),Kwenta ($),MUX ($),ApolloX ($),Voltz ($),SynFutures ($),Level Finance ($),HMX ($),Holdstation ($),Pendle ($),Cap ($),Polynomial Protocol ($),IPOR Protocol ($),Mummy Finance ($)
2/28/2023,929982945,180703258.5,1629079.09,28180404.36,,20798312.35,108519456.4,27663911.39,19377163.18,,13720197.91,9538.05,79926771.25,,,43990.44,4760007.48,55744.55,7471302.49,8794043.93
3/1/2023,1286862302,196632194.7,1135256.35,42855758.87,,22929706.35,141985285.6,41704266.24,9917573.17,,18259748.68,7145.87,107992328.3,,,51003.88,1924553.98,79960.56,14953852.68,11679850.83
3/2/2023,967200608.9,152606871.2,1090312,31566028.25,,21603992.27,83030712.1,29969395.14,16620941.99,,65806374.26,7441.16,87819124.98,,,444910.44,1377818.26,175857.93,146875.3,4909810.71
3/3/2023,1324979936,245676846.1,3687396.39,33313817.37,,26822819.76,87744081.67,31414950.97,20199535.56,,18771669.11,8548.84,89428652.49,,,107498.14,3942494.97,41203.14,2056.81,9507914.97
3/4/2023,459457374.2,49344245.41,1575278.42,31281822.26,,14232010.8,35979095.09,30982677.43,5842359.72,,42728265.46,5404.61,70443779.11,,,241963.4,3705274.67,15096.12,2820.03,8205190.07
3/5/2023,576702519.8,85452472.13,702956.06,46928492.84,,17575435.52,40584018.9,46220351.72,5847000.78,,44328101.06,2905.88,101518954.9,,,211990.7,2513024.26,78310.02,66395.59,3161686.07
3/6/2023,675438024.3,56822593.39,1310923.18,24857042.37,,19786955.62,65847697.07,24527352.88,9308633.31,,92266589.82,6018.66,83426642.98,,,163779.1,4624781.32,71942.65,14559.43,4024705.66
3/7/2023,1065032357,158259195,497222.96,47718789.19,,25956950.25,108249612.4,46805078.1,20141095.65,,23711037.34,16916.93,112488722,,,606316.83,1609324.64,11471.73,3825.6,7323971.91
3/8/2023,1120873101,185505895.2,2527364.18,46944065.7,461.43,29453113.36,84259361.89,46587362.05,11478163.58,,20733424.4,41946.81,162179034.9,,,919070.89,1018826.92,34918.59,39869.93,14387994.24
3/9/2023,1810760903,386607807.2,9718860.96,116972260.4,11253.39,29349022.61,112016008.3,103396764.5,19920287.6,,17538512.48,44770.95,127736240.7,,,631250.11,6219170.8,30376.76,183183.39,11752553.33
3/10/2023,2731426976,576972830.8,3387766.19,77368804.35,0,41580228.24,212216829.4,69635305.12,22049771.87,,62923591.38,53901.67,110765250.5,,,732826.78,11015057.35,18473.28,13091.1,10928767.98
3/11/2023,1642342927,333252601.7,2436037.37,121031069.7,0,25244892.06,82504102.56,64374585.86,28660577.19,,338196844.6,71291.51,100915230.5,,,1485851.8,4379772.82,23706.62,34144.35,4815132.84
3/12/2023,1266379487,517616625.9,3620295.61,151743482.6,0,27933259.98,101173551.2,131716334.3,30488034.75,,586934832,41449.48,75794349.32,,,389429.44,22701778.34,32478.59,341140.13,5006843.75
3/13/2023,2639448728,573170072.1,6046871.64,208589091.6,0,31133307.1,225468254.4,194936942.7,72698794.31,,210985393.7,36789,118306067.9,,,1447757.59,30666278.5,136892.28,30258.17,12254730.02
3/14/2023,2908219001,492901130.8,4441109.53,114297827.3,0,41199972.59,310589626.4,102696314,82743713.76,,189334255.5,26199.65,122207491.3,,,2000467.58,17173408.99,159069.81,28938.34,20625680.97
3/15/2023,1779561223,366073719,4729558.45,171845218.6,0,45133843.47,284009765.8,160972447.9,87162162.21,,97623061.14,22024.52,74880737.06,,,1505031.7,24911887.09,43971.69,1722336.19,27664689.2
3/16/2023,1154609150,215338363.8,2834761.76,88645878.82,0,31003578.85,144678072.2,86038393.14,34592056.73,,49278995.71,17141.03,140786824.3,,,933261.97,27386835.13,28149.29,108892.15,24457547.84
3/17/2023,2163312178,591998603.7,4411458.46,490530619.9,0,38293712.77,238200394.3,482050097.9,67070061.53,,26035724.04,22656.66,229526561.7,,,1014109.25,54415138.25,184626.91,3667.26,37680985.15
3/18/2023,1529089277,349535347.1,3933048.58,181697378.5,0,32632229.54,86234772.44,179200154,35415554.4,,129577295.7,36647.45,183156614,,,725618.5,17438274.85,89166.93,3642.5,20755515.14
3/19/2023,1384029476,269250268.9,3662739.24,120066396.5,0,30659232.66,95636840.55,118047535.5,38534854.07,,168251438.9,34640.04,235038731.3,,,897887.58,25054497.47,25410.74,11990393.22,9994357.2
3/20/2023,1718948748,251353785.6,2883483.39,93768678.92,0,32816090.23,143683299.1,91584989.84,36061983.03,,54564568.92,29320.57,139895767.9,,,926226.6,68242098.03,74313.31,10149.94,16346233.03
3/21/2023,1454347254,381159550.1,2103449.1,50327069.87,0,31619701.46,127141425.5,48867484.95,40761914.52,,91774132.58,16970.63,192924630.4,,,1623385.35,71645982.96,84080.06,6226025.51,18365862.5
3/22/2023,1980677890,422487826.9,8892636.95,124628184.6,0,32970062.89,178883208.3,120419506.1,55785460.08,,110753473.2,24293.25,134344015,,,740548.93,62369087.88,25021.43,55016.37,31141015.47
3/23/2023,1369206723,231955120.9,3748492.78,30684711.85,523.64,27763739.84,125424075.6,29227110.9,33455005.12,,84390619.55,18065.84,101562351.5,,,711079.44,33228073.34,52558.92,104440.17,13835955.38
3/24/2023,1366591924,374361658.9,2879462.48,139849654.2,182.37,27549260.54,178171951.9,135439780.5,89430189.97,,202474042.3,16607.21,170089181.8,,,424100.6,32737149.9,35850.79,2702756.99,17679235.5
3/25/2023,629619914.5,309815556.7,759108.39,37530421.88,0,20475601.96,57392261.64,37290092.82,31243731.33,,541161847.6,38896.39,120211771.1,,,437762.71,11484762.98,3136.81,324.79,8710673.59
3/26/2023,651110059.4,366784034.6,310941.32,100364363.2,0,15940666.24,85058187.15,98890520.31,39301803.09,,806165555.5,24026.09,174653226.7,,,189837.99,10167089.65,119032.24,11252.34,7044612.85
3/27/2023,1049095830,407963635.2,1524400.99,41465874.05,0,31771911.44,151414295.7,40693320.97,73339981.06,,698404511.4,50033.18,96364021.84,,,686288.94,15666216.2,362899.7,4543224.22,19088105.39
3/28/2023,1036790457,365316965.5,587314.24,126014338.6,0,30486168.63,173608300.7,119758309.7,60363868.51,,556713395.9,110461.2,130556945,,,324171.51,59731842.09,3769948.17,31376.52,16748363.71
3/29/2023,1092083500,429919068.7,1574843.98,135205749.2,0,27750411.66,153260898,130741633.8,41072914.32,,892057456.7,12619.53,161416871.9,,,403619.02,60099438.2,2751767.68,18220.65,11560126.8
3/30/2023,1192741583,662469527.6,720343.22,245757269.3,0,29287542.86,149563349.1,236588859.1,87406516.95,,2971147048,34193.78,152142068.9,,,1459621.76,49796083.08,2731338.7,0,21461282.92
3/31/2023,986299118.5,362718592,577297.96,98818212.87,0,29848951.75,108204117.8,91601765.53,81832652.48,,1271233.44,190972.15,128185340.2,,,1450840.33,20398871.96,2384770.61,0,10196496.84
4/1/2023,474785738.9,212898480.3,1063465.64,19131012.35,0,29139936.72,53947489.14,15468597.86,33076593.52,,261911099.3,2474.16,105751204.5,,,566153.98,16020479.59,1489443.28,0,3888335.48
4/2/2023,517323199.8,363797794.7,1469010.25,29675372.95,0,29239464.18,75705234.39,26982860.91,60138215.95,,227280690.7,17702.89,137761836,,,378612.31,12888853.54,1768068.13,11709.12,7664472.19
4/3/2023,1457307380,458506761,5454541.1,91000501.43,0,34883433.51,211317906.9,85164264.36,121224983.7,,130975526.5,58992.64,180760905.5,,,653667.85,28175699.28,4202111.41,11930.31,16145053.91
4/4/2023,1258931262,509724403.2,935756.13,116518239.3,182.06,28537551.27,154332550.8,112208468,74159480.65,,149007387.9,96391.34,223350833.1,,,943849.09,12238665.35,3804169.18,0,12771709.14
4/5/2023,1302307242,471354811.7,885369.82,45522842.97,0,28387060.31,140895287.1,39616524.88,120112367.4,,136068002,253986.15,189446325.7,,,4477563.15,9320134.96,3607552.19,26817.1,20168885.62
4/6/2023,819909112.9,365692766.5,8851711.73,32558706.08,459.16,29288483.95,112314935.8,30682085.37,91523453.16,,254267765.5,326154.36,193678941.9,,,3793481.5,7244313.93,1102422.74,0,7030482.12
4/7/2023,427844337.3,255356753.4,2444748.95,19870193.82,1324.72,30433943.69,43589101.86,17505456.28,27687753.29,,33805868.4,471210.1,139315772.7,,,1109234.12,3228752.77,957775.33,1373080.52,9920278.99
4/8/2023,269745925,111152647,788013.78,13245952.9,139.87,29800689.3,26213105.12,11780200.6,15089396.13,,74567278.83,621094.63,232332835.2,,,292407.36,1822746.91,1109477.58,303.49,4727872.78
4/9/2023,448758025.5,173384734.9,1025636.99,19478482.17,279.37,29551169.75,40864124.99,17826881.9,28140509.44,,158413286,545261.59,273334878.2,,,737568.55,2914454.37,924378.58,507.16,5499384.3
4/10/2023,915490064.1,424459907.7,2404660.39,25198701.12,203153.99,32348356.45,175271177.7,21881827.98,115337708.4,,164666256.5,839047.8,360104713.1,,,788556.01,12507365.91,925585.32,7562132.28,8287946.96
4/11/2023,1107620995,464282067.2,1929897.74,63722093.93,242645.48,32048005.94,101560095.7,59853217.9,65341978.38,,154388385.6,883385.13,157288081.5,,,1307564.25,12895394.68,2273946.34,50.81,17091632.03
4/12/2023,1308050583,593890075.5,456280.15,132255185.2,451024.1,32428220.52,169033718.2,126952375.2,85506183.29,4620.19,376606068.7,934475.03,291908983.4,,,1452024.38,39518459.72,3187136.64,959.4,14066565.07
4/13/2023,1236538309,526794090,2220242.15,94069547.66,758665.95,31590581.28,104733533.7,90008361.62,65592915.82,70422.41,965187169,1050134.63,317337153.6,,,851216.43,11595381.4,2720640.37,18171974.24,8879024.91
4/14/2023,1653626782,536262334.2,1359436.45,189841431.3,770188.92,35166047.54,227343759.2,184781523.6,148882644.3,226205.47,74233648.36,1407350.9,395604624.8,,,824337.37,77613606.83,2725338.43,183390.87,23291306.49
4/15/2023,598924996.3,125400450.8,949777.59,82511634.18,190640.04,31497927.96,47535256.86,78637478.27,51343002.09,115443.15,18908812.19,1491128.25,192759358.7,,,416873.73,27326024.73,1468171.76,0,4302290.52
4/16/2023,807658154.1,239613282.6,1224455.33,200138173.8,178011.88,35348339.49,46322957.24,195235827.2,47376765.41,154312.54,20622865.56,1725129.37,299436770.2,,,456932.26,7299451.77,4199720.7,17491.61,12020161.63
4/17/2023,1237123358,246280685,2048110.44,117217867.6,217600.36,31421090.27,128376357.1,113538134.2,114064056.5,566769.58,60710356.38,2205263.2,296641190.1,,,570520.59,18945714.25,1953944.82,12477.57,14354805.28
4/18/2023,1162787325,211052404.2,4356992.13,48237312.03,45117.55,31415066.36,86408541.25,43661718.69,73749387.07,240239.44,30266102.28,2470393.93,352100811.9,,,337703.56,26424825.92,3499351.42,11400228.09,7630991.32
4/19/2023,2065479911,508568814.6,5143842.85,144141216.8,65847.69,39832693.84,139041797.1,141161120.8,132117635.8,893234.84,91248156.05,2875936.47,324486395.9,,,631197.69,50788991.44,2012668.9,0,21563970.01
4/20/2023,1448649706,356764082.3,442992.49,97385465.33,81081.73,34900905.82,111955040,95392210.56,103991902,761859.71,123307731.5,2854546.79,193309324.2,,,543204.79,23830675.24,1083990.83,0,14656420.76
4/21/2023,1506485126,295431353.6,1969413.46,98349750.36,20389.87,35608773.62,124393082,95318629.57,138190222.4,2245868.61,88661749.85,3319955.58,210134273.3,,,1477470.81,36985847.16,1532297.13,0,13036271.16
4/22/2023,532599085.3,141682879.8,448952.84,94883210.78,12033.33,29979073.02,36513319.89,93875646.79,42202528.46,795000.5,114974499.2,3785211.6,138151482.9,,,494375.73,11853322.48,658364.21,0,7523035.26
4/23/2023,559952887.2,126849172.8,61268.8,51042814.47,9000.99,33500493.94,36924425.22,49379534.56,43732422.41,1007896.59,41633902.45,4301400.35,196029701.4,,,576970.27,9612364.38,897283.61,0,8084187.53
4/24/2023,1016184906,188168077.4,882834.38,56673883.58,87348.06,33805811.79,93622968.37,55565304.51,43654453.65,3486939.66,75508942.74,5114381.36,204769863.3,,,338817.02,7971833.7,750347.98,8450.2,12723365.57
4/25/2023,970703040.9,202043204.9,92542.31,80706764.33,96104.63,36196596.35,122586201.9,79450969.83,44339156.42,4297699.44,27223491.78,6426334.82,233578311.1,,,449071.23,16880179.2,828833.95,3990125.97,17134595.11
4/26/2023,1991214762,594823039.7,1549902.77,227127435.8,6352586.54,42033615.65,178514177.7,219592364.7,97234047.1,14381047.49,60183927.62,9250205.55,247086063.3,,,950051.04,70996126.06,6523225.78,0,58944679.09
4/27/2023,1667784928,544167696.1,1623823.29,70346833.26,16893100.56,46145549.89,98754292.33,66379642.24,70397054.64,11013702.71,42487192.75,7607867.66,208123346.6,,,706813.78,126698905.4,1674542.6,0,21179151.84
4/28/2023,835960373.3,170022171.5,118319.33,87667963.14,28282088.72,33189415.17,89357297.65,84961088.57,36983311.12,6016344.56,119684328.4,6293303.4,188168904.7,,,546345.2,35501637.69,761603.33,0,7875091.93
4/29/2023,396425240,49864175.88,627349.62,42379698.03,9938912.66,32232686.25,18331870.19,41801357.47,26624147.74,4092282.46,149991645.9,5040720.58,56472720.43,,,274861.01,3360606.46,429581.53,0,3783924.39
4/30/2023,750758993.3,126095106,131577.13,66803678.58,12484391.49,36186306.83,38404007.18,65759975.51,25810581.47,6965267.89,495657572.4,4605198.62,141344024,,,222352.56,19186806.58,673068.65,0,5530989.82
5/1/2023,1015072441,264467636.7,591412.03,130738873.2,13991547.2,32870035.16,110874335.8,129678799.5,68250488.45,8475023.76,11515522.48,6041122.07,142140153.5,,,258535.11,21491852.61,709948.39,3203024.71,22510864.09
5/2/2023,822703065.6,99993436.42,4244581.58,108356831.8,27361955.19,32497206.18,120525962.5,105859518.1,61100053.01,7379917.11,1679760.23,4878831.54,79671211.14,,,393251.29,29156085.31,1547175.99,0,8833119.39
5/3/2023,1112043696,362684649.7,157453.32,153562192.5,28394685.12,42131893.67,171429824.6,148530097.5,68704076.99,11764301.38,1766548.72,4975234.82,130961648.1,,,287395.3,70822253.17,4324014.59,119.05,18299153.98
5/4/2023,665448062.7,117342855.2,401911.55,102400571.8,15513456.32,25989420.04,54125591.46,99158647.22,42152695.96,8858680.29,15784093.49,4282760.16,97699573.75,,,350718.36,12602139.38,2439292.79,0,10700857.83
5/5/2023,1064759755,248598357.9,124279.8,217618051.3,30367530.01,39780635.79,93239877.42,213812616.6,46415466.19,9976548.24,4680092.52,2044600.74,129607315.2,,,355055.12,34532378,2830154.51,4077.95,10579222.44
5/6/2023,1040520295,287937203.5,2462558.71,247435787.2,15367795.25,38109573.38,50979226.55,245109716.1,77061161.72,14224381.29,8472686.48,3082841.02,168078519.5,,,103133.08,9338906.75,2257623.57,0,13999840.57
5/7/2023,659921282.9,113051753.9,424379.29,124647238.4,13490157.64,35088704.76,30335795.85,124071555.8,30816500.35,5209902.77,27362914.27,4450374.91,53648471.04,,,202446.43,8844500.14,481256.35,0,3519220.73
5/8/2023,1253791096,305095809,2584574.22,168139869.7,68526968.5,40789555.65,100885796.3,166896651.6,94547168.45,9068467.52,4259879.23,4898737.3,292910593.1,,,355383.57,36339739.46,1129478.99,9826140.79,16480619.78
5/9/2023,847152837.3,106156880.7,104068,118168324.5,22361784.75,29489558.56,91820381.76,117521774,58219308.95,6146426.87,6741570.08,4450325.23,31194396.98,,7918.42,550777.2,11492776.2,264656.11,249950,9843495.34
5/10/2023,1098721248,356461107.2,322569.13,244091882.6,35819252.95,42642140.62,228763768.3,242067826.2,225901509.1,7796581.18,1573486.04,4172565.3,147443023.7,,29042.9,599361.73,44834079.9,1298730.06,641484.25,23806272.09
5/11/2023,827216355.6,180016214.4,3005724.06,179293209.7,47411598.94,37352306.6,126609436.1,177872293.3,149393167.1,13562470.14,5519907.48,4668914.78,157624044.4,,2640,253438.38,10812867.22,1046118.76,35459.95,20097871.89
5/12/2023,908741177.3,221341546.5,1397243.79,202100739,36017378.34,37121688.44,135312283.9,200859560.1,147022738.1,19384125.95,3731083.81,5632373.56,127989957.8,,99072.49,505617.57,16907029.54,589065.39,0,13350862.18
5/13/2023,341381035.9,90614964.97,95061.93,54046208.34,14604979.33,28020126.43,36451595.71,52964865.01,105751863.9,12435350.8,16793381.1,6263562.76,44976554.54,,90534.43,335081.64,2311745.81,937187.79,0,2034599.73
5/14/2023,298275204.9,212058689.7,157486.54,106104242,9180999.8,21729015.69,62217616.38,105426993.4,207683628.9,7531329.7,108090032.8,5311486.9,32607082.86,,77560.24,498115.25,3345005.08,349822.58,0,2662071.3
5/15/2023,607895855.5,139009354,2242553.95,195151720.6,15450158.6,35736193.03,97862975.17,194175274.2,131913387.1,15097003.32,6230733.28,6236896.87,155991210.7,,416516.3,611975.91,17520073.07,745756.96,4207949.56,9605189.04
5/16/2023,512466989.5,129209469.6,160777.84,180298715.2,17653509.83,32675338.11,136458088.8,176217345.9,155373677.1,10337504.75,34401789.62,6333272.49,98801339.72,,154437.34,339471.27,13532728.08,1829787.53,6860935.1,3237823.67
5/17/2023,598457591.5,101316297.5,130611.52,171520300.5,21174447.83,34743546.94,89051209.92,169119523.3,54204990.37,12587559.45,29118312.26,5377236.96,113079521.7,,53063.97,628512.93,24068534.69,1480263.96,202054.09,9425927.22
5/18/2023,586030392,116892997.7,554828.79,110875462.2,54377063.19,35490820.89,80538358.27,107847021.9,29160110.53,13462233.34,12011552.46,5513502.06,90738241.55,,253809.34,723300.65,18904335.26,1325782.54,0,7193649.78
5/19/2023,537337042.1,75288574.64,62700.6,76482999.14,50591624.33,28481318.35,37948492.28,68661742.66,23950339.81,7457556.89,31361141.86,6930395.7,34132687.01,,204325.87,514075.41,7049158.65,5509293.06,75939857.64,3896632.11
5/20/2023,214188490.2,39496716.62,8028806.27,40830507.29,19784992.69,28881039.24,6857073.6,38457985.64,12982658.69,9934669.44,119528458.1,7082839.2,32230853.22,,31145.53,281863.82,927316.2,2232261.5,0,930053.25
5/21/2023,324212018.2,50483666.79,184355.24,146143455.6,27100179.81,30777928.66,14634272.53,143996606.1,19513072.77,8780084.27,172424922.6,5916293.84,28645253.86,,180148.32,263717.83,5612398.27,1907955.99,0,3898051.38
5/22/2023,408086617.1,64204804.62,161836.61,307635016.4,43877223.29,28027238.39,51220788.84,302819160.6,15305824.03,8559059,66298664.1,6843024.21,52154673.44,,58028.48,406039.5,7550583.39,2335119.1,0,3379147.21
5/23/2023,529759881.5,118905871.4,228340.01,449988636,40867206.41,30627546.55,60642473.19,447395203.3,24135415.35,10551324.27,38940866.31,6716107.91,81634730.6,,123245.83,296364.94,13251723.09,2558326.74,7497.22,9279717.96
5/24/2023,770554151.3,140064321.5,11776456.7,118129422,55056591.05,31415120.09,100793974.7,115387224.5,62087596.92,11080034.13,127613000.7,8458961.86,242551444.2,,167832.54,524880.66,27896931.19,2667453.59,0,16236815.06
5/25/2023,503465589.5,102052864.6,313416.27,104641220.8,28009466.66,32933276.42,74735104.98,102196371.9,23414379.85,9606647.5,66236278.4,7756321.43,23077288.36,,189230.42,480842.5,15481245.67,2179673.54,1749825,4922500.64
5/26/2023,420259807.3,72266677.67,1046201.18,122968477.3,29355313.52,31864600.85,55527501.41,118080342.5,44049231.72,7988532.24,48927395.35,7592583.01,114189283,,196559.45,645581.28,12552366.59,1417644.44,7723782.6,2191800.06
5/27/2023,201228816.6,29955512.55,3137802.55,100589495.5,21238835.74,30365121.4,9730400.38,99370631.66,9871968.8,7822426,55708454.96,9452782.18,100548696,,47375.33,550467.42,7373713.92,983712.04,0,942092.95
5/28/2023,477266055.6,171488050.6,788167.28,170583411.5,57465398.02,38042317.24,34223499.61,168892488,21944790.85,9241837.79,264067949.2,9634053.97,213219610.3,,131154.78,318633.22,10431179.23,1555354.78,0,5610199.43
5/29/2023,596149466.4,137210831.3,597875.64,152797905.2,42196780.54,28895119.48,29805251.83,151248466.5,23297867.19,9360576.1,546388325.8,9598698.26,149756153.9,,304291.41,348714.84,7340917.51,1520869.84,19999.6,2093922.46
5/30/2023,539484892.9,51216625.39,424051.16,369917304.3,57349064.23,29881321.93,40623927.42,369443936.9,28052013.42,7034616.91,413751861.1,9952185.04,64507463.56,,462399.94,260976.75,7798502.12,400142.93,8279.17,2602817.11
5/31/2023,613554063.6,137183215.5,1192903,56747200.25,73794234.05,31579438.31,58768267.34,55743180.53,31062079.96,15092922.8,211666235,8529089.61,271040190.1,,411905.7,553988.38,11439829.51,788960.74,11057753.84,4594002.57
6/1/2023,546510482,116556874.1,418517.24,44587362.95,36915803.6,30644382.95,198298117.5,44028996.35,73853493.73,19177270.25,14841442.2,8371287.78,77468095.83,,214588.75,774218.88,6171914.54,235975.11,0,3389309.02
6/2/2023,537409276.5,95494269.77,380805.68,75555908.08,28013879.56,31275775.45,67693727.12,74874449.88,51683049.14,14813566.68,23790038.95,11245114.32,113895392.9,,523910.48,566491.51,3943686.38,156885.39,0,1915126.79
6/3/2023,276491010.6,28705699.85,28727.6,29288929.98,15750074.64,31043260.21,8690315.52,28832452.07,9446570.85,13987632.41,26899939.16,9621937.31,31752128.39,,103556.78,73675.14,1243728.28,266813.48,0,1097932.19
6/4/2023,272332325,39038421.65,123185.77,12063098.37,16869005.93,32844785.24,12171022.1,11883562.26,8843345.67,10574208.3,29569083.18,11564811.28,52016293.93,,13196.06,129997.95,9564238.99,69297.7,0,1557654.97
6/5/2023,1133034068,215529157.3,1063922.28,27273232.5,56822134.74,38999304,80502114.83,27046931.58,82264133.84,26110059.12,11837393.64,11902630.29,187340182.5,,2126731,351592.32,15929756.94,78548.83,8885.69,4789495.29
6/6/2023,1022784780,252068764.5,592775.53,3557783.15,24709053.36,16029298.34,130728193.9,3142767.07,119443097.8,26175859,13793783.26,14946065.46,192242048,,2967589.32,583007.74,22914881.88,204556.43,505.84,3985627.71
6/7/2023,845709037.3,138414716.8,479111.19,51365123.77,24680149.22,33857659.77,112800481.8,50431931.11,30864645.59,24340923.71,36736130.04,11164111.21,97381577.15,,7863347.55,633437.94,30970485.02,417464.78,35254843.63,2957775.08
6/8/2023,546108305,80098815.68,680741.56,82491756.52,10512152.25,29943257.11,69904487.11,81692624.14,22518212.54,20225395.67,37999867.68,14040247.88,38961910.8,,2860324.67,1683799.85,3186127.14,328336.93,0,1744071.52
6/9/2023,654252612,88523000.26,466737,82900663.94,22012735.45,30981278.66,53461236.83,81153653.39,30068740.34,25836694.17,13775120.65,9803541.69,38580456.57,,3776529.33,1029452.47,2371915.6,1044549.04,1100972.51,1470855.6
6/10/2023,1745768101,347330450.5,1959073.25,103723310.1,72753449.72,33300749.76,167742794.3,101304835.9,193228997.8,34367726.47,31234870.52,18885423.89,339980412.1,,597309.92,567612.63,18192694.58,785514.51,0,9696734.48
6/11/2023,674262537.5,86965829.65,130066.42,67099299.58,18989313.37,33262161.78,46074374.17,66526170.49,60256373.58,27340498.59,70613835.92,11121742.11,87169583.43,,406729.67,239706.78,6491355.05,110008.73,25018231.47,2099844.89
6/12/2023,966509472,89655379.25,3871285.3,240865716.3,23006668.35,31568709.4,62412824.13,237962694.9,44492361.4,36202889.48,21466113.8,11658265.28,153118090.5,,4960239.49,725413.84,6650212.22,343525.94,417320.09,2977256.06
6/13/2023,1480568358,132369516.3,4346834.01,314557210.8,33379209.25,31721198.3,163291684.5,312671279.2,58935486.5,20204618.76,7616083.75,9924791.08,130060467.2,,4180957.31,373611.8,11865505.49,659660.03,4316984.11,5546476.38
6/14/2023,1364462482,244102079.6,1068027.02,121486191.9,27027120.3,35416233.33,137437846,119255453,39993576.19,37479291.65,14652549.25,9573146.78,123073282.2,,5131106.91,653801.02,20509899.01,839901.82,0,6404093.49
6/15/2023,1637497979,178448582.5,6425648.91,142212584.9,41914074.45,24800182.19,123312412.5,138691235.9,69553575.25,15950569.04,197785167.2,15822916.97,57599352.91,,4920889.72,642311.65,10148553.99,570397.6,39194024.9,6027740.23
6/16/2023,1368806485,113762425.4,6389194.9,148220421.9,43761944.27,23336099.09,105456664.7,147510726.7,50062607.84,13140510.82,31907364.25,16322251.24,60771200.77,,7531138.5,551883.26,21487520.41,352201.08,0,3007651.96
6/17/2023,875053956.9,84217027.67,546346.25,54255793.31,24637999.82,24014648.3,60625106.15,53327833.81,16048146.21,9286201.67,54292183.22,11528281.09,56516573.94,,1472631.69,433839.58,6406660.83,558723.36,0,3015022.42
6/18/2023,796849892.1,92948410.09,427956.42,38845918.17,17658293.98,23214256.71,79619208,37948056.7,157046692.9,5136879.18,41422800.12,10489817.39,32841241.05,,1211525.05,418192.63,5283780.44,200052.1,0,2908525.9
6/19/2023,1123124590,141528789.6,39022.24,279599569.1,26369477.75,23946103.81,80290354.3,277665036.3,132511092.7,5755634.67,209020296,10883319.48,45460587.33,,6645465.52,511071.79,23340346.95,1302884.89,5709468.62,5707285.61
6/20/2023,1714153125,180600001.1,1794966.55,435956200.6,41102212.19,24443721.92,145577890.6,434821177.1,175815768.5,16484739.51,309635286.6,4288136.95,65442998.69,,6229846.53,509778.54,13086415.94,231660.83,0,11166868.73
6/21/2023,2082253825,442707672.3,2176688.6,238796115.3,115617275.3,27540426.36,183613999,236036517.2,238642668.1,45776830.63,120346853.7,26780238.54,154587521.2,,8215112.54,1961838.1,75694023.54,1175493.46,0,16220100.51
6/22/2023,1945567648,295622186.2,557655.65,248472775.7,40523650.78,22247183.17,124017906.4,245949044.9,233517139.4,44145767.27,38264494.08,10340501.71,70295144.78,493257.85,6111416.39,1043390.98,17386099.82,185653.19,11455.35,7796571.73
6/23/2023,1969229008,253771753.4,1406448.74,129652627.2,62554655.9,27813374.63,131220453.8,128035037.7,166696670.2,33088267.62,16780395.3,10790102.63,113820376.8,847730,6154474.57,554488.68,7321732.01,435374.71,6497.11,8817284.99
6/24/2023,1006153187,113832952.4,327704,80330653.14,39747081.91,20322674.48,55520272.32,78904048.9,98401606.08,22272365.54,53020362.78,12981576.53,32416137.41,484700,718741.43,859776.44,2546597.91,262419.82,0,3772795.08
6/25/2023,1113196960,170341554.3,1645767.81,102509571.9,42993536.48,23674875.76,22586796.99,101404967.9,75736389.07,33176261.46,53987980.47,12764437.4,64608131.92,287040,721197.08,591104.66,5165066.55,300336.4,0,3382020.84
6/26/2023,2452044316,220053880.8,1164376.26,138461638,62965790.59,22675848.08,137458699,137899671.6,166990750.5,44680207.81,61881637.9,11953902.9,89488178.24,5346120.55,6196854.28,1613192.5,13513078.56,90782.23,2249550,5568625.31
6/27/2023,3067929978,151968729.9,102258.28,149109146.4,49007567.07,20841084.85,103883357.6,148548241.9,157752420.8,66241190.62,87803151.89,13400888.8,90068125.42,148285.6,10231413.28,1264745.16,10393250.8,333151.46,4325.01,5437820.64
6/28/2023,865879466,252957975.2,703754.95,150944062.5,65753664.9,22027587.28,177005720.2,148416570.7,349045112.1,23077652.92,488473567.2,12474422.87,75962793.68,3531300.96,6360465.4,2183689.04,8257819.57,574135.99,1869900.28,5111248.06
6/29/2023,786147705.4,105914321.5,257183.31,148715885.9,34163514.13,20801069.02,58594423.32,148060190,84353441.08,22192447.38,2322016253,10655900.35,20509675.02,3171085.04,6911113.36,1290965.72,3098192.79,281507.09,0,3327806.86
6/30/2023,1930237501,378196891.7,497223.36,382121623.2,87041514.3,25389475.03,214548773.6,379249333.1,348041474,64731597.57,2120968607,14790636.55,118495546.3,1982951.89,6535315.73,1291591.79,9929913.24,523510.6,0,15528101.23
7/1/2023,522516744.9,61296500.09,27801.23,96497729.95,20387337.4,19310292.21,35656609.74,95937706.71,59031132.6,17497979.86,10809088.94,9686463.5,10327512.82,384781.64,1755087.39,1238152.26,2949438.38,168476.53,0,1483384.95
7/2/2023,639690721.1,90536514.04,63903.25,123678087.4,37450687.82,22724989.63,85125306.44,122980490.3,50851422.18,21310120.7,10163514.91,10743758.3,46655368.23,893878.53,2229694.91,647126.26,2309795.29,502755.11,0,5386770.16
