Date,dYdX ($),GMX ($),Deri Protocol ($),Synthetix ($),Vertex ($),Perpetual Protocol ($),Gains Network ($),Kwenta ($),MUX ($),ApolloX ($),Voltz ($),SynFutures ($),Level Finance ($),HMX ($),Holdstation ($),Pendle ($),Cap ($),Polynomial Protocol ($),IPOR Protocol ($),Mummy Finance ($)
7/3/2023,715417818.6,124520262.2,256456.46,163971105.2,41839865.86,18774766.14,87760018.95,162154493.9,51582673.51,18889039.18,2315536.49,11355426.98,38985097.56,3712556.9,8352253.82,1577845.19,3433055.57,1270406.55,4983006.26,3537342.67
7/4/2023,679714093,60799694.78,205183.96,120765478.5,40808791.16,17910027.06,70268107.34,116290244,44171526.26,17052717.8,5978600.24,10390531.4,22469666.34,2215684.59,7937495.26,1345061.48,5261626.97,4410866.86,2087709.92,4728678.3
7/5/2023,762042798.6,165927002.6,1331724.22,252858921.4,56350206.93,18526487.46,69413488.46,243063279.3,115079093.1,18658221.23,536295.58,12756040.57,36790152.2,12994661.52,7806182.4,1252641.87,6642332.17,9374211.48,20446.22,4252291.35
7/6/2023,1225715674,199431089.6,683663.92,239753272.8,100310817.7,22371975.75,136983596.3,232054729.2,142993318.6,28422766.85,41199.12,17286445.45,195764495.9,11511286.62,12221234.58,1026292.1,9113993.43,7515160.25,9002224.55,10419492.16
7/7/2023,734342833.9,77567553.61,211455.45,90472844.29,54586649.81,19525554.68,62389385.15,81817692.43,18708806.19,17934517.03,129470.63,13390253.54,154017441.3,9137113.73,9839374.59,620422.85,2283664.86,4514279.51,0,7150873.19
7/8/2023,514464216,44258647.64,32537.09,55901992.19,28833906.92,20500486.77,27742593.77,53164018.45,8931372.91,22543012.9,7327299.85,10099604.83,36529906.73,7844241.39,1814223.81,1407784.46,1269287.38,2651173.87,0,1249918.73
7/9/2023,440827233.2,30868428.05,80582.3,39219121.82,30556930.97,19718075.93,31233147.26,34931045.24,36078095.31,16218904.48,3143529.03,9719970.67,106722941.9,10695554.71,1403599.78,364063.4,1854292.76,4214769.37,0,578609.8
7/10/2023,891843368.8,121106698.4,151204.03,169539485.7,63579944.08,20659483.05,92232999.51,158279433.6,57802481.46,22665890.53,1344615.89,15432437.2,167138372.9,11397938.44,8880097.15,596004.15,4908452.48,11336903.3,48125322.49,1381410.95
7/11/2023,689124226.5,102669100.1,45116.94,219658435.2,50729806.85,20398935.67,71683582.73,202363582.7,105062295.8,16304108.66,550074.84,14031853.66,88016691.25,8546153.27,7761325.99,993615.78,1108519.8,18094881.96,7842.06,943047.86
7/12/2023,975694922.1,157189732.9,32677.44,119818823.3,64109063.22,19734127.21,134708086,108374192.9,201757384.9,16535986.12,9304032.7,11816750.61,179004875.1,17060880.04,8657499.66,2088397.53,1139646.52,11339040.16,84247.04,2343474.22
7/13/2023,1903159642,390697249,403105.61,282602805.8,140336221.1,24300060.28,194175077,262399136.7,414325102.7,51753574.63,39635755.66,12034071.54,390024252.7,20623229.71,9935079.4,2231780.95,9015702.67,19664767.98,9685393.71,8409031.89
7/14/2023,1664151882,268242018.2,954713.26,371996447.2,135239962.2,21465837.09,134522756.9,351111825.9,186418147,36177657.49,26356551.65,15860817.33,104378510.2,5786511.36,10330220.37,1351708.9,15148270.07,19620396.84,0,9321302
7/15/2023,462067638.9,41347696.83,25815.69,112648925.8,41584891.36,14092280.89,41956914.51,105513258,9119742.8,10278805.76,8975673.45,13148718.81,7392715.83,1132196.55,1292286.14,839607.12,4282236.28,7537706.52,0,2013851.44
7/16/2023,589108797.6,46958148.77,15492.79,89773444.07,58839687.87,14539608.91,50466838.99,82511788.68,16756965.56,15414312.61,21190129.21,14637253.61,34210172.64,9089462.38,1854472.35,958420.07,1602010.59,6938462.28,10405.85,1648571.39
7/17/2023,1023699964,121465055.8,34910.49,149286897.9,80393803.97,20817940.57,63931227.99,133180215.2,64320184.35,17778709.65,1834730.32,24662697.51,27542422.45,3834438.62,8233624.25,450710.13,3168013.6,15719617.63,0,4377302.69
7/18/2023,889367863.6,81882725.16,137261.42,103769161.4,92889337.42,16392238.39,48752317.83,87013850.35,34961488.18,16814204.36,5435360.93,21979826.75,29744177.68,3684190.74,9434097.9,664148.06,7422708.49,17064502.11,0,3131904.65
7/19/2023,923483304.1,70618391.03,170812.85,96634450.91,137527558.9,16347004.36,57828030.14,84475902.74,23952319.69,12661139.42,13817988.99,20941612.68,16136185.64,6782721.69,9704139.29,963219.25,6272819.35,12886197.85,2146836.76,2107160.49
7/20/2023,893467618.6,79543969.16,12240.69,96279674.11,50114199.45,17725754.06,94059837.44,83959767.35,27905450.66,13013826.5,10854536,23062945.85,48818087.78,9047824,8469589.83,2069450.34,3135738.4,12294007.13,0,2423134.82
7/21/2023,549870463.8,39407131.75,82409.7,71933528.06,29821499.49,14918561.97,28389940.79,61569002.93,30586130.64,13415289.65,38831906,12246856.39,3359595.79,10030901.78,7669999.55,1937546.32,2246864.9,8344955.39,523.98,1550641.86
7/22/2023,336746558.2,59525226.57,118129.88,45606467.37,25198175.76,16224421.21,13818436.9,38479898.06,7414909.34,10026221.14,14675377.58,9917856.14,25521107.68,2165947.35,1513520.52,736623.32,2429034.29,6966474.19,0,3104806.86
7/23/2023,457194335,31951705.63,52660.19,61272962.64,33182552.32,14167478.72,59427375.71,53677307.73,41529342.54,13207731.23,29806668.26,12095211.55,11770972.02,6650080.21,1649705.52,601176.49,1078378.21,7125313.54,0,1784170.84
7/24/2023,716121653.6,124598153.7,314657.75,512851467,52890400.78,16773115.4,56857641.71,494046125.3,35225991.34,16971192.62,12879923,20420248.07,15611574.15,5631725.39,4652116.43,644745.75,5786686.34,27375416.99,0,4867015.23
7/25/2023,497354876.8,37010888.74,176885.29,447452779.3,26424309.23,16914581.97,89061728.4,421055999.3,9575965.64,15441585.28,35373642.63,12311308.23,12266802.12,7251721.11,3538426.67,464773.78,786427.78,41038292.3,0,1002667.5
7/26/2023,643122572.3,59978090.28,131758.93,115900604.5,51451078.94,20635893.99,99548229.42,96715883.91,28584109.7,18027159.84,74642734.05,18625749.71,21650418.3,11952656.31,1918546.01,1016609.3,1981709.41,20382873.85,3540.62,1755335
7/27/2023,480859094.7,68431497.67,164641.76,176545972.9,31940548.77,17950043.72,138459479,125151918.9,32952984.67,15867937.7,68791774.17,12921901.25,6655244.25,10227016.37,6580201.97,1758331.56,907898.9,53542681.39,0,1188797.54
7/28/2023,422439242.5,32848222.21,53003.54,155652486.1,26050803.18,12518294.55,142028300.5,72506896.19,14250409.4,18865285.57,9230752,11667918.77,21369162.91,15173633.96,5624907.02,717518.57,2228615.73,85676164.57,5145092.76,1557212.79
7/29/2023,268887144.8,10664865.5,16886.2,294436440,23109175,12585920.8,8858730.2,197614078.2,7936268.44,8838721.53,20881455.4,9975296.37,14904081.85,2973781.75,795573.06,734816.84,360442.86,96765918.21,0,192222.73
7/30/2023,544352880.5,42123938.41,85857.03,172824817,47578984.35,13055590.89,38800819.37,130991320.5,17003636.76,14372396.84,1008767430,17153542.8,21351104.04,4158417.92,1937339.65,991415.79,1386813.72,47251527.63,73900504.93,2977247.18
7/31/2023,520399765.3,49867081.51,257593.14,177308218.3,41795233.1,13754996.8,65033733.86,120507782.4,20565149.99,16728830.67,1358604164,19119380.15,27909266,7983479.77,5427761.64,742644.61,981570.94,64230563.57,368297.87,2981759.32
8/1/2023,969081033.5,108034229.6,233543.31,256241172.8,55714717.91,18204011.99,154208189.9,179739513.9,30202536.87,16324194.74,0,23995907.72,26195322.49,16534683.61,6105000.66,1010936.8,2751774.36,84595202.66,0,4855006.4
8/2/2023,971920909.6,122211859.5,130816.96,183322972.4,56714516.51,16029152.95,76881636.25,135171470,46247982.25,18082739.35,0,22436517.98,39586158.2,8087906.28,4621722.73,1655710.88,2037363.49,50702797.82,0,3335345.64
8/3/2023,695503718.6,42453220.26,331816.21,214501692.2,37989492.05,13903792.05,127328836,102828631,54102155.88,15138416.42,0,14123440.56,28496999.68,19354500.21,2863733.3,1294077.94,865465.8,118516927,0,2284863.73
8/4/2023,552053074.8,61572544.51,46707.57,88457876.77,48749798.35,13247590.94,67294821.33,70507727.54,23131469.49,13775047.33,0,12887696.53,47044952.81,11553417.08,2209760.93,1112834.11,1209774.87,17707430.38,0,1814956.98
8/5/2023,233641942.5,22741414.05,24491.18,54799693.08,25863357.37,12567818.47,12568741.72,45089769.69,10135976.56,8830968.66,0,9836343.93,15897651.27,4307517.06,2092532,506586.27,246191.67,9282820.54,0,292879.13
8/6/2023,294476808.7,23733490.12,44868.37,319522470.8,31651886.31,13279232.61,91791261.86,133995406,14984171.02,11707120.2,0,11242422.74,24425631.19,4314463.72,2924010.66,1032596.04,607627.51,201736686.5,0,336339.9
8/7/2023,751321069.1,79375394.32,24864.58,170876704.8,51012881.25,13507272.43,44751592.6,142102849.5,34452320.55,17977336.26,0,24050415.19,38047137.51,17521734.1,5539624.48,938025.71,2993360.88,53975616.64,0,2177193.14
8/8/2023,658614391.8,90285833,56731.58,320277058.3,53637819.8,15906413.58,54225188.54,252178538.4,43167476.15,23023011.39,0,24083050,35096726.21,12722981.99,9359769.4,853622.99,2851089.09,83224699.91,0,1648288.29
8/9/2023,494037838.2,59739083.17,2109.37,117724753.8,57628668.96,12995380.69,35469369.18,78728284.49,25326053.28,20437810.96,0,16751408.04,23949816.96,10671069,5331964.39,643248.37,1649714.55,38418834.5,0,3410125.96
8/10/2023,425220020.4,58202764.15,42654.7,53666471.78,59376288.18,12447538.18,79987217.7,44128775.63,14337227.05,24534847.82,0,12632617.6,3118007.78,25594424.9,2788389.62,875967.91,1213300.55,9089193.79,0,2140415.14
8/11/2023,305386020.8,39791879.38,23444.67,69883730.39,56560537.66,13611253.07,26959916.61,60236430.88,12046574.62,24194496.16,0,10064192.35,25245385.69,42655874.37,13518414.41,807160.73,2106812.37,8504528.09,0,1153438.12
8/12/2023,159454156.7,11537847.06,14610.7,35929161.05,36781898.03,12412000.5,6847245.05,29581233.29,5784055.77,16560904.64,0,9917684.18,6898731.02,15221424.85,1568557.97,773711.88,3731629.05,6130926.32,0,430765.59
8/13/2023,218746646.2,45182955.96,11814.03,50150732.44,45717710.89,13071154.02,14225812.9,31490732.01,5542511.44,14769110.93,0,15180417.94,24034945.39,31034384.07,1860783.23,531962.13,1261186.12,18599959.46,0,594546.61
8/14/2023,484679687.9,36444987.97,22606.85,249350834.6,67394128.51,9544418.65,61677402.75,68348712.3,16184368.9,21320460.33,0,24024589.94,19704472.12,66866701.34,5641107.28,993748.08,796997.2,186434236.7,0,1720793.79
8/15/2023,563631218.6,52378753.83,98831.92,591340099.6,187083961,12417221.85,36124245.47,279694434.8,12486318.23,20946322.99,0,23083328.53,12302767,88064026.64,12104750.94,662442.5,560109.42,357812237.8,0,1676249.82
8/16/2023,620232068.5,89313225.94,192706.96,121459480.3,233690093.6,17369000.44,59349104.99,84508733.09,29088489.88,24293046.84,0,24050587.65,14142346.7,148696163.5,3875195.85,1037574.93,1708118.19,37150457.9,0,2740553.37
8/17/2023,1640844706,451077911.1,1115365.71,291246874.4,206682679.3,29406551.31,68697361.63,241896945.4,132882249.5,37093483.08,0,24571138.09,109427007.1,103926005.8,7572065.75,2142888.55,8949737.3,56675136.95,0,11836192.74
8/18/2023,891862287.6,120618225.9,2519572.77,135040620.3,99197525.18,20334596.44,53539206.4,116195069.7,133810713.6,22584519.96,0,14237432.83,41458619.1,69947989.33,3589720.27,1152850.41,2474725.5,10754960.62,0,8545780.25
8/19/2023,340447773.6,49843275.15,814929.43,73064392.93,32949031.28,11398614.83,17651962.17,43715790.34,73089184.79,18036190.31,0,9990298.73,5816339.35,23593675.58,1132957.42,2084651.89,1297797.78,29757504.16,0,3849882.49
8/20/2023,307760374.3,21388259.65,138689.87,32909172.8,26220038.42,9758730.71,6703299.9,20005801.86,8310733.7,16395801.15,0,9831578.62,8111600.39,51072530.58,2218475.99,339590.31,439333.37,12723080.24,0,1366363.71
8/21/2023,437316053.4,46984413.98,554139.52,278959837.4,52659757.62,12725991.17,18968761.84,113457501.9,40075919.12,16846524.12,0,16474469.14,14246338.54,54919211.61,1932026.36,1033425.01,1227048.08,191126232.4,0,3097226.88
8/22/2023,668911177.5,111345923.5,27000.35,293475806.8,59132147.92,19122715.14,25752764.34,128488474.1,53376186.21,19729167.79,0,22287636.35,20004662.68,73071214.36,2284793.45,2160193.24,1156489,178087670.5,0,6980845.46
8/23/2023,646914448.8,115021983.1,1602901.66,116856878.5,65960580.2,17273441.63,25167058.45,78037071.45,52022237.35,23408714.72,0,23001897.56,11020219.69,92029726.14,4383078.16,2076516.4,1933107.56,39676727.02,0,4927037.35
8/24/2023,476064001,66324280.62,17393.58,217959967.2,49274396.9,11675770.19,18907674.3,97307699.31,47923864.69,18291744.03,0,14394405.25,3090582.96,48811849.39,3164579.68,1591729.28,810965,143242404.5,0,1676517.71
8/25/2023,458278029.7,78535663.51,374789.29,97186426.15,58299207.3,12630217,31438705.42,59168761.88,34650044.3,21318277.13,0,15166641.04,7289742.65,82151446.38,1808541.27,714188.53,1659526.5,36050310.96,0,3009854.27
8/26/2023,123454055.9,16041900.13,383023.32,164637028,34885923.39,10968730.84,5244569.13,24653638.02,18458065.16,12086397.91,0,9844194.7,4670549.97,7170343.75,1449857.54,598117.2,318229.87,142766325.2,0,1152436.46
8/27/2023,169485886.8,20509532.31,245128.31,54020477.87,41628628.67,11049765.36,9361044.73,18407611.55,18211331.19,17585402.86,0,15254772.34,10502635.55,41947521.78,1368692.91,1088768.54,571141.32,36235181.5,0,464978.71
8/28/2023,407523491.3,70026138.81,543592.85,277358468,47211610.62,16651135.74,17527781.01,65447150.78,61599055.38,17253309.04,0,24035882.28,6892053.91,52361853.82,1989066.91,861273.34,769441.73,216803538.9,0,2039925.18
8/29/2023,1077826992,159865770.3,511981.36,427445905.9,126536231.8,31053761.66,85919487.9,186878597.5,69079298.41,24922671.83,0,24206581.4,53876317.11,123323771.8,3342247.1,1626150.86,7715297.49,249624034.2,0,10325440.68
8/30/2023,584177509.4,74585860.48,192522.77,119585809.6,45310910.38,14331517.75,51888836.15,73614115.28,20687982.34,23488698.4,0,10632996.11,5390236.64,60064817.74,2128927.61,1358960.56,3812862.59,47012592.07,0,2996454.9
8/31/2023,858059557.8,108171801.8,202774.58,139237477,70786843.43,22037472.36,47407233.67,109616131.8,50196864.36,21639078.62,0,16151162.07,13607750.88,63141423.3,7290423.15,1363846.62,8324015.21,31163620.79,0,1639215.39
9/1/2023,574788914,99410323.62,334249,82281314.73,63511196.85,15365139.46,49429165.53,59380647.95,28375256.08,25101842.56,0,11972212.98,12111139.85,65217302.61,9444142.08,637084.89,4267525.69,22041202.81,0,869618.89
9/2/2023,192346304.9,26456252.23,263509.78,20333631.77,29631041.27,13076537.07,4955627.27,18456852.99,10699882.69,16909623.69,0,9755355.26,631158.05,23526346.7,1675541.63,245658.9,533919.7,1765758.02,0,134874.92
9/3/2023,204956602,14723255.14,196395.45,28372334.89,38123663.28,14614015.06,6385804.65,21794461.27,7565352.47,16994223.94,0,10580840.01,4810642.49,32223072.77,1342618.76,258465.68,195470.48,6492104.25,423655.7,154150.69
9/4/2023,307240843,37956716.86,326556.42,350864954.9,51318030.32,14010488.37,10376678.34,207251694.2,14544462.93,27177924.16,0,15206872.15,6493236.29,58563468.71,966288.3,473317.45,929780.22,165245049.2,84149.23,849603.76
9/5/2023,419398698.6,39443688.41,93858.9,209091295.8,55456788.98,17310469.79,46613270.34,91016465.68,20046590.52,25251123.79,0,17603917.84,4757337.08,49696558.72,2803810.53,396913.74,6727177.52,123048328.4,257599.05,371204.75
9/6/2023,565828102.8,52790624.06,85145.64,65428019.75,70967075.45,19696640.22,34331313.47,54773166.32,29247528.15,27180413.94,0,21816321.98,15515786.98,103643080.2,16537792.17,1118768.67,3492115.67,11488049.38,0,1608866.92
9/7/2023,549633376,51769511.56,5935.13,53618429.86,72857221.48,17638099.68,45331225,51193232.37,18302490.93,26905264.34,0,17833833.7,3843574.02,63085190.16,7041479.38,1636439.92,8012752.46,2312201.93,0,1189631.36
9/8/2023,402402337.9,36764198.27,1891415.92,40214514.21,126360151.8,14349261.9,32730747.69,37513790.64,15356222.77,20800768.37,0,17913702.77,3509757,69873274.68,9195859.99,552836.53,2624634.38,1793976.64,0,271192.21
9/9/2023,131064028.2,6634252.38,66583.16,36618318.9,33119395.61,12899630.94,8693287.85,33451883.97,2496568.17,9318733.4,0,9743591.18,3168015.87,10845613.94,515239.8,607923.05,224373.03,3115088.03,0,163278.58
9/10/2023,451709491.3,50668148.32,410054.83,42119170.43,81366262.89,18448758.5,21489705.96,38279096.11,16032950.52,20436473.36,0,24018638.2,7527186.36,51927539.04,877550.29,1213844.36,1673174.47,3952688.23,0,682147.14
9/11/2023,812674718.3,124895458.3,1233794.6,67753239.66,155776867,26679183.9,63712980.84,63111868.81,26060977.6,38395799.68,0,24163714.73,20578013.29,94881549.53,5797636.18,1016194.17,5336383.5,3751941.92,0,2465538.57
9/12/2023,1029103890,96624702.85,1113798.85,76596294.17,159138140.6,28342433.04,50641310.89,68410499.81,19016311.46,38112044.96,0,24191440.46,16731176.34,67467882.98,9252084.67,527881.13,1385152.51,7861924.6,0,5587345.1
9/13/2023,835564742,53393404.52,1160453.01,68609943.32,158594692.7,23595077.08,52784441.66,58886899.71,7370378.58,22838399.11,0,15412758.75,11585488.26,65951523.34,5917997.59,259459.98,1379527.33,8578915.97,0,2538411.34
9/14/2023,936170862,56238382.49,33154.5,80212187.6,68904459.81,20742922.26,48557342.85,78798108.67,23939802.91,36377954.53,0,16916746.47,5928060.3,79818141.14,2330469.21,991609.21,1825227.29,1177490.47,0,2335771.04
9/15/2023,571271128.2,50508008.11,38566.13,80604871.98,53237550.83,15790578.29,86267931.84,74671412.09,32744441.17,55105498.1,0,10881875.85,4043376.12,54821110.28,3155453.64,438745.11,1753058.45,4937518.58,0,1493932.34
9/16/2023,323473137.7,19767722.66,99499.91,35468457.87,43684977.91,11066533.13,6731887.48,32993079.72,9893418.63,28694603.69,0,9932914.55,2980890.83,66410215.18,437373.25,416725.53,87181.04,2578299.28,0,525032.77
9/17/2023,321666695.2,23009108.34,94290.62,39260480.24,43231863.36,14218332.74,6203952.37,38089330.4,13880456.62,24964632.75,0,10042758.73,5095027.98,22822524.24,523546.6,149600.23,74052.6,1017891.22,0,1084618.73
9/18/2023,1045964933,86330328.39,4332.09,65466791.52,81211420.19,25560233.78,43968990.54,56922725.8,66070904.17,76791978.91,0,24245121.33,3785047.77,38762314.15,3788818.66,517761.1,774909.23,7986110.07,1573362.02,2802384.56
9/19/2023,846482915,114750914.5,936594.72,69437116.4,56465646.93,19158609.55,25638777.82,57497082.8,99080099.12,55687699.31,0,21063540.51,5476702.95,60845452.77,1853342.27,887646.58,1459379.7,13040704.83,0,1751402.72
9/20/2023,829292253.6,77658137.47,173707.29,58092643.1,89699094.61,19541764.95,48783563.01,52042629.39,97035151.08,49307250.62,0,18702012.25,5605752.33,43561375.94,4308429.03,263091.95,1962556.51,5769200.76,613442.14,2957579.37
9/21/2023,756622733.9,48084777.16,174140.18,88068889.5,53173017.65,17452206.89,27201945.4,72122695.79,32134693.64,48371538.17,0,17264201.8,2725540.62,38060163.41,4196917.96,1125528.79,752896.5,16064080.61,0,1509069.75
9/22/2023,476651425.4,29408250.28,597702.52,68209029.44,33341580.66,12574875.96,38408146.65,62159675.15,17868690.34,39496030.24,0,10382309.41,5832786.1,27807004.87,2678078.32,1031095.45,306464.58,5582345.65,0,873417.86
9/23/2023,254727128.9,12639760.49,335.19,24412028.96,21568521.32,10072645.02,5459554.94,23298803.91,1546489.63,19654626.95,0,9829077.81,6348787.52,10460979.95,857025.14,444932.42,57520.11,926104.22,0,963391.58
9/24/2023,374552832.2,16083380.19,53546.18,17151603.84,31052181.26,14897107.1,7500087.44,16379688.13,13405082.57,31599095.03,0,15085920.24,10228718.91,11461310.23,1111454.72,450483.84,462507.3,589059.45,0,1350096.44
9/25/2023,688152958.6,58983595.9,98036.09,44637950.89,50678672.67,14750634.48,13133085.8,42847543.77,14351787.73,79357151.37,0,24048501.16,2084540.63,62044771.73,2141451.47,226872.42,3240098.56,1109907.75,0,2230357.47
9/26/2023,494351744.4,27204508.8,323274.3,44648994.04,39566249.16,12632806.36,32831351.62,42121859.2,25133060.01,40188926.53,0,17336204.86,5143650.15,74780628.72,3663412.98,372605.78,402071.99,2408049.54,0,916743.75
9/27/2023,764672727.3,52879983.32,285656.23,64731623.07,57689046.25,18255491.92,22457852.25,62630508.5,25417051.35,96307642.07,0,24016230.76,9038936.29,79892786.87,8919116.53,1078088.58,267068.24,1256240.33,423591.81,1757429.97
9/28/2023,1077304404,84197927.16,29518.4,122061245.2,67828796.26,28361258.62,73295297.16,116974357.6,55341640.49,71866729.57,0,24159239.6,4960884.22,72646758.31,4441387.24,508404.06,2931434.72,4738628.71,499959.57,2241041.31
9/29/2023,784235288.6,64954456.97,27917.15,80661574.73,47981856.74,18371837.13,28914498.88,75053691.6,27971326.99,44612879.36,0,17310363.54,5655797.43,46847099.1,1847345,486917.92,903972.1,5087311.43,0,2047378.65
9/30/2023,375674063.9,40237362.7,13855.34,51270399.99,34481741.46,13519404.31,5439392.2,49473805.66,4507421.72,48865440.41,0,10029825.1,2707540.01,11845003.76,1095723.22,337333.39,442937.88,1680863.46,352061.82,1793424.7
10/1/2023,746607539.6,66132554.2,349712.8,75727581.02,75921339.35,23845135.48,11495299.76,69512740.17,30744001.43,50559295.84,0,21302187.61,16838764.46,27276473.33,1252155.96,594808.4,840412.46,6384390.73,36105.14,4877247.65
10/2/2023,1534337366,151324922.8,898548.71,143258502.2,101851780.4,30913050.86,32538146.74,127959895.2,77156755.79,62070018.02,0,23984956.77,19251646.04,101689647.3,2025564.44,1326432.86,2069363.39,15659836.85,0,5270903.32
10/3/2023,786635894.8,53749697.09,370429.46,82570818.37,64452339.94,16142781.51,54980455.79,76262811.77,60216834.19,93039762.83,0,17448549.74,1278985.23,65786966.22,1026842.05,1002083.52,5382778.93,6223835.7,239969.46,2159694.64
10/4/2023,819197372.3,63352015.26,1618.03,113076568.3,70706419.97,19480318.1,48026634.43,99066636.71,73944679.96,66230541.58,0,20778116.45,11791721.19,65892707.31,4175049.86,784810.11,3926794.37,15273109.7,0,3097446.1
10/5/2023,916763479.6,54858871.19,50693.31,84783342.85,64825260.09,17926827.83,35868644.09,75157514.94,25879478.63,74788030.61,0,16102220.51,5695979.56,42627046.39,2433809.96,1330944.07,2732959.21,10107065.05,0,1602790.32
10/6/2023,918917106.5,68594210.18,3376997.31,100086919.6,73703659.8,17046530.09,55889550.41,94887274.64,32870834.07,58082825.11,0,16648927.04,6432216.91,46658258.45,2405490.75,2524406.59,3022373.56,4626445.42,0,2515621.13
10/7/2023,328891507.9,31584506.02,7552.12,44260541.93,54633298,6126947.01,10412445.87,43383277.98,11205549.7,26267561.63,0,9875867.48,947093.57,11518005.79,949962.89,765419.15,548852.46,795740.06,0,570209.63
10/8/2023,409573071.3,33281806.08,18455.2,44017400.44,50687210.54,8041350.97,45189782.17,32502805.09,35803657.24,50657674.22,0,10858557.02,5358113.05,23115076.96,752970.69,797857.57,318878.73,2243021.47,0,1291457.63
10/9/2023,858434518.6,80035530.36,3506.38,64818715.04,118342109.5,15342458.44,40288261.79,63006397.19,33114582.26,53455236.11,0,21452582.76,8249537.87,38395250.43,3791884.19,653171.24,3869986.34,1584650.48,1922.91,2334784.61
10/10/2023,676045065.2,35740753.18,891.98,67606931.87,79010032.39,10282296.69,41304578.06,65248529.73,20640155.39,48083151.34,0,15186549.03,2259152.35,27226558.33,4267753.63,460259.85,2763374.19,1770969.2,0,149941.04
10/11/2023,838032157,86419981.02,48020.79,162400684.7,141578829.7,11682597.98,20844684.74,160772138.6,21574090.18,56998033.12,0,18225486.72,7491535.96,42499327.14,4633344.24,1102716.16,6254858.46,1354583.06,0,690555.3
10/12/2023,537099005.8,62807779.76,398.73,88356913.21,55105717.25,7422684.11,47766092.15,85769536.17,18016936.91,45137310.61,0,13995065.06,7304316.5,30399791.91,3079388.17,2315310.11,1986532.27,936958.9,0,582381.59
10/13/2023,602726167.3,64377775.23,38295.35,69936780.88,56938782,7230717.93,32244306.85,66965615.29,21062592.94,41574078.81,0,12295101.07,4548378.29,30122527.55,5954983.27,1200825.83,1391996.85,2670346.08,805586.43,547691.78
10/14/2023,214627626.8,14783121.15,14.76,22202838.05,19361326.08,2622777.89,10942501.8,21132186.86,7200402.66,26760317.5,0,10301578.45,694075.31,16572531.16,2480885.71,998547.3,103496.28,1022789.19,7815130.26,74642.34
10/15/2023,372704396.8,24129154.93,2801.47,21005302.35,28405468.46,4077977.17,37804445.82,20301711.35,14691214.51,40675685.7,0,14291683.15,4383700.47,20701768.79,865781.45,811343.22,246081.9,425991.06,0,153317.99
10/16/2023,1445430618,139779692.5,224496.15,240009411,188317677,17494202.57,40337415.88,222461020.4,56818931.45,97334320.2,0,17812628.17,47262173.87,41770512.22,6602726.78,843386.4,3226596.18,6971816.56,2114819.98,3266223.06
10/17/2023,648491997.5,69942528.9,3363.68,51677413.12,50632884.73,8261696.66,37115200.3,45736384.84,22190122.19,47202787.43,0,9155523.13,4244717.55,66638151.42,5577127.99,2242510.96,919757.37,5449756.95,0,874481.77
10/18/2023,548319693.1,142039624,1052.26,76553282.75,46672811.5,8617418.84,67131474.73,73450772.5,173238078.3,43037853.66,0,11097419.22,8178913.11,53154569.77,6755833.06,929865.06,5228133.96,2530769.72,704507.79,629002.05
10/19/2023,719935246.3,47176546.23,1738.49,110023007.2,51646133.34,8659324.67,44737726.56,108571014.8,57965247.21,49174058.37,0,18461936.87,4437892.66,71660414.99,3421781.71,3007151.73,4059841.45,1096055.14,0,605227.99
10/20/2023,988665811.1,119202774.4,106493.53,133537489.5,67686629.41,14283359.9,65770649.21,128110653.3,40861379.97,112760561.4,0,24882741.41,7146956.03,58234575.97,7446569.8,846596.28,1906691.46,2374252.21,0,1091072.74
10/21/2023,649724389.6,100984977.5,123037.74,216526028.1,54522556.66,11275687.93,24677828.56,209326995.2,40676886.68,60058541.34,0,15916005.39,3624980.44,30637971.45,2049464.73,920086.83,1178262.67,4059009.03,0,1134235.76
10/22/2023,619734676.3,103451199.4,1813.1,93499761.68,68758986.66,14193168.11,47472335.25,86669729.48,143413075.9,57930314.11,0,14765181.91,4790495.6,46373323.41,993859.52,2224090.97,2309272.65,2541063.6,0,1578193.77
10/23/2023,2003243349,483125827.5,147866.37,472989777.5,183967489.4,38033373.79,159860239,464121735.4,332718411.4,160556307.1,0,28403407.65,45222989.02,88889672.11,6829838.17,3559855.4,9177215.31,6627313.47,2473748.35,7639894.64
10/24/2023,2162725962,546763607.5,435474.58,383569233.7,220389875.1,26845386.34,141585062,369524571.1,490966015.9,64641696.48,0,24497613.19,15528450.01,194262891.3,11585257.38,2277573.46,11037844.39,5064267.94,2216.56,1497114.3
10/25/2023,1268939608,190720794.6,297478.06,218485031.2,92598572.2,10217477.16,83797387.65,210801675.5,85292258.69,57244575.37,0,14662604.33,4351715.77,120881697.4,9236863.89,1765067.67,3100675.68,2788217.23,4296.03,761554.41
10/26/2023,1280625245,268158428.6,116927.66,326282851.3,97385911.02,15016366.47,81085691.41,318665821.3,204813863.7,101369950.8,0,13857614.92,7192406.13,86595258.82,7584049.24,3777550.5,4740369.9,3214868.41,1045322.56,1339718.2
10/27/2023,803227750.6,142348636.3,353039.32,112710275.5,72854008.52,8717644.26,53566768.71,109469029.6,77366163.92,45720942.93,0,12491910.67,7303678.41,102379880.6,6562145.98,1316833.13,2278626.15,2183496.31,0,2556642.74
