Date,dYdX ($),GMX ($),Synthetix ($),SynFutures ($),Perpetual Protocol ($),Lyra ($),Gains Network ($),MUX ($),Level Finance ($),Kwenta ($),Vertex ($),Premia ($),ApolloX ($),Hegic ($),HMX ($),Holdstation ($),Cap ($),Mummy Finance ($),Dopex ($),Metavault.Trade ($)
11/28/2023,227000.28,174279.88,60271.57,14579.17,6588.1,4514.7,17863.74,21991.97,2144.3,50702.44,83590.25,8.18,24592.29,3149.37,14936.28,17640.64,1647.46,1387.04,6634.1,106.19
11/29/2023,201129.34,166752.09,46304.42,13203.16,5375.33,1435.23,23246.7,53270.74,3335.87,42059.7,147627.78,0,28504.42,14085.14,11734.6,10909.1,1390.84,2006.04,6438.67,280.97
11/30/2023,148852.69,202310.09,41770.81,11993.41,4304.92,864.24,18125.17,51690.89,1575.31,35799.39,92714.92,0,16653.22,1196.73,7989.34,14635.87,5660.36,921.34,3859.43,514.61
12/1/2023,201256.32,332582.58,135680.76,14125.92,6766.95,16911,25430.03,137229.73,1744.12,45277.29,104145.24,169.55,28855.91,2980.34,7161.46,21055.45,14954.18,1857.47,9230.79,502.99
12/2/2023,168213.09,228334.51,63546.73,13290,8719.66,6200.79,20301.24,23610.79,2319.21,55171.16,67805.03,160.72,22714.3,7948.07,11924.78,29437.42,1162.76,3400.29,2194.05,2725.14
12/3/2023,155523.87,209802.92,113135.75,10237.52,6254.1,7878.21,21532.19,33154.41,12603.32,36310.45,76640.91,0,18645.04,38979.57,22960.44,20243.46,7046.9,2113.06,6810.86,292.45
12/4/2023,390628.47,557894.32,180027.93,16511.1,13780.9,32883.35,68436.59,47071.88,15085.33,140738.48,136421.35,19.26,34294.36,118312.31,25921.32,60635.45,6782.74,6463.79,3964.21,2208.04
12/5/2023,419696.36,419225.2,129443.5,14584.69,15923.84,28138.26,61066.6,41851.37,2274.89,67802.97,314562.25,56,37997.31,30542.52,45261.03,65582.33,1760.45,5671.67,4287.11,4988.99
12/6/2023,297624.23,340980.83,352471.62,14462.69,12014.33,9273.72,40088.12,46620.53,7153.25,85576.15,256983.72,0,20310.56,12472.2,21465.86,74151.09,3553.29,5072.75,4729.94,918.83
12/7/2023,311897.56,421060.64,248920.99,13831.49,12711.96,20833.87,41873.36,243287.77,3663.77,85780.91,119326.54,0,10105.34,3914.35,18735.36,43646.8,12602.73,8060.83,6757.93,3157.61
12/8/2023,276833.38,361484.42,69051,12715.4,8109.85,20324.29,49946.38,127037.45,2603.72,53960.95,116772.73,5.77,18488.82,118.39,15763.18,52878.34,7452.2,4002.04,7264.95,729.57
12/9/2023,223965.36,380833.05,176770.73,12453.58,9067.33,10776.9,49542.34,50253.47,2942.54,136052.47,81880.57,0,17055.82,7078.37,10344.1,30241.68,4947.21,5891.98,3128.6,1638.4
12/10/2023,180549.18,171688.91,212077.27,7938.12,4583.8,8669.36,34255.06,131928.62,5992.22,51825.16,56922.71,9.03,8017.3,3529.97,8256.59,35843.79,2711.13,2578.51,2957.79,266.16
12/11/2023,532256.55,801577.37,314407.5,14532.34,19921.09,9611.13,89956.13,306274.07,5916.08,175461.31,198052.96,23.33,15052.1,80610.01,23230.95,54855.07,4935.74,17867.79,4538.62,8287.17
12/12/2023,274159.41,433117.83,85061.4,9553.38,9068.8,395.17,48584.1,42996.4,4421.6,65961.07,169677.44,0,27646.04,16029.15,13168.38,38637.08,1687.59,2157.9,4588.29,1863.53
12/13/2023,310406.57,420030.25,93911.95,10649.86,10208.27,635.5,39622.58,142096.12,22555.5,45437.74,183374.45,0,15671.24,4705.51,12339.12,54888.04,4113.82,2483.6,6407.51,2288.19
12/14/2023,291867.24,326439.27,74129.87,8742,11829.91,176.97,35642.33,194841.88,1359.32,56375.35,89984.3,0,16182.52,1145.49,18729.75,61386.3,2985.15,3891.62,6504.51,1694.96
12/15/2023,179853.46,218424.28,131974.92,8737.82,8242.1,17125.26,35235.17,51722.17,1769.23,101223.68,60781.97,1.92,13393.91,5492.53,16980.01,23364.8,889.82,927.41,5378.11,1391.3
12/16/2023,115932.22,151082.95,39617.9,7953.43,4519.05,4228.17,30283.39,21434.88,579.05,27504.41,35737.84,0,12321.64,3460.12,14066.21,18656.09,184.66,1697.78,4635.71,401.13
12/17/2023,158756.3,235290.99,45998.64,8674.34,6006.18,3746.16,32578.93,72593.96,7661.73,27766.28,41021.05,32.33,12577.63,7322.41,31958.74,40986.55,811.66,1633.24,4395.92,606.07
12/18/2023,238772.55,414493,69626.91,13711.96,8176.36,3318.07,53529.39,71416.41,2499.19,37104.02,66538.99,0,15081.74,2905.55,37175.8,52494.62,2880.84,3419.9,4971.13,2130.48
12/19/2023,197636.34,343002.58,89772.47,11850.47,8158.44,4925.96,39466.98,59373.36,6783.07,80266.87,95203.76,0,12839.87,26312.9,37349.43,38206.19,2591.09,1007.39,6415.35,859.13
12/20/2023,282955.31,414617.51,100532.87,12558.35,12478.92,2966.46,42771.07,60059.29,7491.18,49207.72,244781.95,126.74,25414.07,35002.6,35506.49,25829.55,4293.9,1678.01,7014.91,1192.52
12/21/2023,257207.47,373443.84,481975.46,11159.03,10569.76,4381.14,38973.04,253812.86,3583.27,89028.39,93277.08,0,14643.11,3242.28,32123.64,23516.4,1508.49,3036.77,7282.21,813.65
12/22/2023,224276.4,378828.5,64855.81,13973.76,13350.76,17321.21,41957.71,47411.66,8540.19,49352.39,75501.47,57.4,13578.35,78302.96,21600.15,51141.63,1972.83,16607.86,9650.83,1801.22
12/23/2023,136401.34,215322.61,107781.81,7782.3,5563.35,5671.22,26281.66,20193.21,1344.31,97742.07,36546.72,0,30385.94,3740.3,17325.01,33486.95,960.99,7419.38,5405.72,105.11
12/24/2023,154700.56,359673.18,57804.5,10892.22,9351.45,178.05,39180.1,28116.4,3733.42,39662.02,52614.03,0,20442.69,6090.29,32534.42,19418.06,970.32,7174.7,4295.64,1826.81
12/25/2023,156889.41,174528.63,57485.4,10065.8,6845.84,448.03,31364.3,18753.8,3515.87,45509.27,54709.38,0,21518.6,331.72,28401.77,33887.01,13779.87,6199.1,3321,668.67
12/26/2023,218913.04,435632.72,85848.83,14994.81,14209.76,167.61,52351.46,68597.91,2720.1,43261.63,70903.91,0,17649.86,57014.17,23676.37,41710.42,1020.86,4600.02,3441.1,9713.35
12/27/2023,202523.71,358393.85,70622.88,15793.06,12730.22,5139.55,30783.59,49081.63,10685.08,44108.55,104905.67,0,51517.72,32468.25,26699.55,37848.09,1781.09,14655.31,3263.62,11823.13
12/28/2023,220518,429571.63,117938.73,11612.16,19175.95,1625.18,56793.51,116826.28,1354.89,61658.38,70062.8,17.48,19668.56,3571.6,19451.96,30382.82,3570.2,5077.79,6240.12,3627.68
12/29/2023,217926.6,332642.41,74274.98,10337.68,16747.87,0,70290.13,68919.24,704.46,50741.59,65402.29,511.2,46012.3,2162.63,21720.01,33332.93,2442.77,3317.87,47640.69,2785.58
12/30/2023,129668.97,155473.27,28072.05,8999.64,8292.91,0,28362.31,26287.41,1826.29,23801.31,28338.2,80.88,14007.84,4330.32,17202.24,18496.19,1105.22,2263.88,21442.15,432.86
12/31/2023,120383.3,158406.21,54325.49,10122.88,8299.79,0,39046.94,19515.37,3553.48,36443.45,34443.09,0.13,32783.76,24183.01,29266.91,21132.21,1838.09,3104.72,22044.05,1492.73
1/1/2024,118989.62,261553.76,44418.56,8238.71,7928.96,0,91726.83,40075.31,1071.47,22934.38,37826.52,0,22496.61,666.66,42979.78,22181.87,2552.95,2653.36,3371.36,517.23
1/2/2024,265307.76,633718.56,80013.91,14417.92,18276.46,0,103081.85,59738.19,5379.21,52692.39,98917.04,0,36120.09,68164.92,22257.36,54149.83,9134.03,2447.73,63331.36,1350.24
1/3/2024,369466.48,903612.36,704109.09,12745.63,27051.73,0,137249.79,93250.98,12604.73,67140.32,198601.99,1.21,28315.1,34914.71,19679.55,109693.38,5774.7,12171.59,7143.97,13423.7
1/4/2024,187236.05,319959.61,66368.06,5746.54,13958.42,0,67469.23,80175.94,5146.53,46344.23,52288.23,0,31652.87,6570.35,19812.6,21111.48,7352.84,1982.81,11237.69,2675.54
1/5/2024,190809.06,397526.02,51581.1,6217.84,19364.2,0,132878.92,95684.66,7733.8,42210.31,65151.69,298.64,18707.63,44525.06,16881.73,17453.07,2348.91,6837.1,17518.73,9094.38
1/6/2024,81960.25,169320.4,270550.58,5358.69,5125.04,0,51941.45,26822.59,1946.35,21656.4,27778.06,0,10032.1,2182.23,10259.34,17305.32,3772.56,2194.56,5732.91,3546.5
1/7/2024,110455.85,201379.08,46828.77,5498.71,7481.42,0,66385.58,31996.13,2506.64,24625.94,38157.74,2.71,16818.71,3381.2,13729.97,12383.21,2026.38,3153.45,2969.36,962.1
1/8/2024,297461.43,1130803.3,78269.23,5517.78,22401.85,0,118870.23,108251.45,15645.25,57960.44,77944.4,8.96,47420.15,11353.6,39530.57,25217.81,2989.82,5603.59,7200.66,7456.2
1/9/2024,335056.33,520563.32,119359.49,6010.94,35024.24,0,120519.83,94002.27,7123.52,70704.06,109293.73,0,45894.99,1764.2,27774.53,69913.82,6060.44,14179.38,12047.05,25364.46
1/10/2024,439574.07,639373.03,157320.06,8041.92,33450.51,0,176668.07,147607.33,18331.26,94813.22,242462.39,0,57077.67,26214.26,30835.67,31384.36,4521.39,11150.25,20046.77,24535.27
1/11/2024,350866.76,685114.4,112217.39,7422.06,21029.53,0,176407.24,77030.27,14220.87,79589.1,98561.98,0,46995.28,41761.12,26739.57,76713.1,2754.26,6847.58,4777.43,10054.5
1/12/2024,378225.2,782252.25,155952,7252.3,31086.41,0,195185.97,230271.55,4759.52,106521.81,108514.9,434.41,49093.73,17433.36,18841.5,33249.95,2547.06,5177.43,10642.82,6775.17
1/13/2024,125358.54,224768.37,64812.55,2995.6,9702.98,0,78240.6,54592.93,1215.42,32021.3,47155.25,0,21932.61,2348.76,6486.32,15835.09,1541.84,608.05,8416.77,627.35
1/14/2024,116891.23,261656.2,34446.51,2969.48,9714.86,0,70249.4,31240.9,7710.26,26593.51,45572.09,0,29580.83,103.51,7488.37,52960.72,1387.48,769.83,5245.52,732.34
1/15/2024,120796.78,220322.03,28198.55,3049.44,8087.61,0,105112.92,16455.07,5874.11,24612.42,61241.62,0,28567.2,4790.55,21640.11,32416.7,142.61,820.9,3307.68,824.37
1/16/2024,130406.48,298854.17,33938.48,3605.57,9236.62,0,78838.79,51242.46,2705.16,24404.28,51623.54,0,17930.8,37196.94,34363.17,27769.19,840.57,869.71,3725.93,949.95
1/17/2024,118586.02,2338917.68,32816.41,3496.43,7632.07,0,71134.26,51001.48,6400.64,21697.81,47298.41,0,13105.66,2680.62,19413.54,24795.51,798.72,343.22,5557.82,969.29
1/18/2024,114365.84,418428.51,63053.09,4424.01,11368.52,0,92403.06,52433.42,2591.91,39551.39,56512.63,0,28394.93,9567.53,18416.6,43143.96,462.04,1624.06,4809.66,1795.16
1/19/2024,151771.5,481562.25,59157.23,4386.79,12453.02,0,103497.18,31613.5,2954.52,40657.21,49694.86,94.02,58453.12,43336.29,25550.97,70382.52,368.33,1122.63,2806.1,1683.02
1/20/2024,42811.96,212135.15,29511.28,2943.37,3244.34,0,32278.58,13635.44,855.23,24001.73,22559.37,0,12789.08,0,18620.35,21786.77,24.03,153.29,2295.7,238.41
1/21/2024,29616.05,125707.76,22565.71,2811.69,2641.04,0,24518.82,9036.32,435.62,21007.51,29021.21,0,18230.09,468.13,18265.74,29351.21,77.85,312.05,2928.92,287.23
1/22/2024,168009.5,679210.83,106940.68,7613.36,22808.96,0,111422.86,83100.58,5008.03,58850.24,72208,0,19174,21034.77,22603.19,35494.7,723.36,1008.8,3814.08,2587.66
1/23/2024,135658.1,570262.82,128115.98,7027.39,20548.37,0,125490.93,203172.11,5993.74,40223.51,66332.13,149.12,32319.11,16347.38,29886.41,68859.08,762.42,1296.03,2521.97,5132.87
1/24/2024,112622.56,248134.78,27911.14,4211.17,12529.79,0,64347.12,133872.53,2970.27,21593.85,99556.07,0,14621.28,1343.36,22655.88,37595.62,504.87,1040.92,2547.67,1047.6
1/25/2024,84706.71,151368.64,27903.72,3376.57,11770.87,0,51389.95,115918.76,1974.07,23394.91,40339.94,0,13254.94,4703.99,13886.81,20604.34,351.47,572.68,2550.86,315.88
1/26/2024,101104.48,281133.99,52266.3,4317.85,10060.76,0,92461.16,89267.09,1566.98,46070.93,42208.09,3.66,23027.72,1959.79,20227.93,38042.36,666.34,120.29,49232.24,966.07
1/27/2024,41400.46,147579.44,16090.29,2560.55,3403.98,0,35161.85,28062.27,405.38,14311.31,20914.43,0,23507.33,279.37,17299.18,16187.6,571.4,137.23,35727.09,363.01
1/28/2024,70555.93,279450.37,91299.14,4156.77,8316.34,0,56847.69,24856.71,873.07,33932.91,34326.19,0,34705.57,557.31,21905.87,34008.76,290.21,244.93,6785.49,486.85
1/29/2024,87543.9,212865.46,37573.75,3559.83,10995.74,0,60320.07,34051.08,1719.04,14430.94,52722.71,0,34471.75,54.77,19011.14,26066.98,242.18,196.32,3108.2,324.5
1/30/2024,105788.72,307383.58,35918.16,3927.53,12023.99,0,79932.51,30874.4,930.63,23145.93,63720.73,0,18303.27,46732.3,21740.58,35690.75,513.7,382.83,4047.47,860.57
1/31/2024,131786.07,422434.35,191808.13,4656.41,15769.12,0,94721.82,50610.53,5672.71,40912.43,70137.99,0,27249.68,1377.2,16928.75,32786.36,519.95,740.67,4202.25,1870.98
2/1/2024,88973.42,284592.66,28885.06,3508,11040.66,0,85633.13,114022.19,8820.51,14366.31,45759.7,0,14797.92,26958.69,14639.13,38895.01,271.86,904.23,3383.67,865.03
2/2/2024,74194.43,178286.41,20502.22,3003.51,8359.51,0,83156.67,81285.03,39590.84,17935.67,67521.05,0,22572.08,1653.3,13428.06,29346.24,675.93,707.1,5352.52,371.2
2/3/2024,30516.77,150493.2,7935.97,2050.73,3746.01,0,31160.16,45905.84,109.48,6985.54,37702.67,0,19549.06,0,5483.03,17498.62,402.75,45.84,384.23,29.38
2/4/2024,47367.29,128469.54,11584.73,2545.02,6859.52,0,45543.3,40902.14,71.07,10084.54,20805.47,0,15759.98,45430.13,9217.78,19839.39,319.12,81.71,3213.54,553.79
2/5/2024,72944.47,157253.49,24495.6,3987.38,9698.32,0,79765.18,39022.8,201.23,15093.21,36377.56,0,15833.17,173.8,13593.13,21032.1,157.07,306.51,2592.85,149.82
2/6/2024,77698.98,176425.9,35760.18,4299.73,11672.96,0,104000.52,102951.75,9828.22,14129.45,64008.32,0,15273.26,18045.18,12261.34,17726.54,481.78,651.72,3181.03,291.1
2/7/2024,90094.12,228537.87,26174.66,4720.72,10360.55,0,95677.14,39690.04,741.57,20804.59,47271.55,0,23565.55,8926.76,11481.33,25068.15,727.47,343.71,4757.59,532.11
2/8/2024,95014.42,369200.23,28521.6,4703.77,9187.29,0,102455.44,60888.15,688.2,23206.46,51354.04,0,21536.42,19317.22,36622.17,16331.5,1372.12,183.16,2441.61,1375.03
2/9/2024,126407.59,639499.15,67662.26,4364.4,16755.93,0,114568.38,90981.44,2764.35,52146.9,80872.73,0,40014.93,4673.63,26306.54,24906.83,183.61,694.21,7217.45,3063.76
2/10/2024,50005.91,160537.78,14000.13,2260.97,5305.12,0,51804.39,12833.26,3492.78,12315.63,46612.39,0,49006.2,646.62,14241.34,22612.12,138.43,273.2,1666.12,325.76
2/11/2024,60403.5,307685.53,24794.51,2588.33,6898.18,0,52231.76,16254.4,76.45,23926.28,75672.86,0,26869.73,2175.24,19198.55,32317.47,267.73,392.48,2796.01,361.67
2/12/2024,183113.49,418485.05,73279.4,4693.36,16531.95,0,119645.25,82944.77,793.91,51585.49,100237.18,0,41096.14,1781.58,35696.44,100494.36,845.55,737.28,3184.51,1483.99
2/13/2024,203245.66,303081.89,43455.96,4483.58,19131.4,0,173889.85,119583.47,2783.35,28702.24,101352.08,0,23371.8,524.71,29752.43,20576.24,550.9,976.48,2096.59,2362.33
2/14/2024,190618.68,305363.61,50001.1,3981.87,15038.28,0,55499.72,85686.1,1091.43,39222.87,66137.48,0,35468.91,1239.36,23541.67,60799.66,729.31,394.05,1531.58,1295.19
2/15/2024,137518.21,418688.65,58702.42,4447.2,18920.21,0,118285.56,91896.96,820.4,50653.44,62055.73,0,33553.05,7342.65,17127.5,55538.45,1466.94,1683.87,3881.44,1576.74
2/16/2024,129505.72,382502.55,51211.27,3748.15,14016.43,0,108479.32,371802.55,1583.37,34907.8,51678.12,0,25106.19,3975.06,18427.41,26133.2,650.64,635.31,4817.23,2208.51
2/17/2024,86284.05,270312.41,19693.96,3022.87,10609.5,0,74497.65,60885.16,1825.83,15549.1,46371.2,0,16143.22,532.84,15551.99,29330.87,238.22,543.71,3017.53,821.22
2/18/2024,78336.57,257012.44,21943.14,2868.5,11650.51,0,77280.64,164456.05,1854.64,16200.52,49382.14,0,17412.48,1428.99,12978.05,44096.48,311.53,252.24,2970.18,840.69
2/19/2024,101966.32,423805.87,41824.87,3717.36,15279.16,0,92269.12,196354.92,436.26,39449.21,65083.02,0,26516.29,28277.28,26354.03,25933.92,1639.53,949.76,7806.49,2652.58
2/20/2024,208196.12,547838.01,96201.93,4613.17,25887.31,0,90869.15,79687.47,4549.84,40393.73,117450.16,0,21586.35,174.51,32455.52,34363.08,1347.5,8349.47,2940.14,1263.39
2/21/2024,266928.38,388731.66,49120.8,4135.72,22830.81,0,63877.74,80410.35,10582.15,37547.32,112852.86,0,31971.55,629.08,32229.38,26403.62,1054.58,1756.68,3326.33,918.11
2/22/2024,104809.52,291510.42,68058.09,4565.95,21241.75,0,71685.63,167847.19,7918.74,58764.88,76361.64,0,62804.2,55.89,36398.66,23710.95,807.94,1064.97,2719.74,4136.24
2/23/2024,82692.65,456227.21,39827.97,3563.38,15114.44,0,64020.4,146942.86,3542.75,29604.69,74780.42,0,34979.86,326.53,40380.33,21992.66,847.79,716.57,3287.65,1337.84
2/24/2024,63980.98,214296.17,18982.33,2222.72,7026.51,0,44423.75,138152.87,5060.94,15603.46,65393.03,0,48509.88,2127.21,16774.86,17784.25,491.17,956.51,1828.61,930.57
2/25/2024,99592.23,583094.33,34191.56,2841.67,13681.02,0,42371.46,313649.56,15413.5,31660.05,96494.78,0,51509.87,616.25,24017.26,35260,1183.69,610.74,2644.63,368.6
2/26/2024,149999.46,569217.41,112328.03,3754.45,18208.92,0,122649.13,190099.34,10225.71,102817.12,209816.91,0,45510.77,7720.19,21637.34,42971.02,774.52,1380.83,3463.1,3388.93
2/27/2024,358419.19,578170,97639.68,3905.4,27722.27,0,161541.52,279149.15,5891.11,55128.35,193388.05,0,44881.51,39202.35,23508.99,49529.49,2870.87,1244.75,645.09,4359.71
2/28/2024,369550.44,1164194.47,220474.39,1724.42,42272.12,0,151074.7,553606.38,15365.09,182534.77,166076.08,0,223968.5,82855.52,25572.4,87242.08,3339.11,8526.2,1032.05,20883.31
2/29/2024,245742.96,712806.59,239219.57,861.31,17653.06,0,113521.14,410520.72,1283.98,204426.77,99240.24,0,432670.78,19970.27,32299.47,25968.24,1851.96,186.59,294.98,7954.67
3/1/2024,115370.35,307580.25,83107.49,340.73,11841.74,0,60551.68,58357.94,339.05,78066.47,48333.47,0,38207.32,10700.53,39718.93,219297.8,672.16,1732.58,0,1395.55
3/2/2024,70523.73,254721.57,70236.31,324.77,8856.24,0,48520.19,102588.56,9535.03,56795.17,32974.71,0,18053.08,1509.85,61981.65,20520.88,2191.03,1908.53,0,539.06
3/3/2024,103145.75,336738.66,71927.72,364.19,15561.95,0,63587.11,62125.48,249.87,49466.23,68740.13,0,22535.09,5258.43,64331.02,26474.66,488.81,4187.82,0,1058.94
3/4/2024,226089.41,828605.67,145535.6,49,21276.06,0,123127.88,212378.87,3097.89,125624.01,145557.58,0,43749.21,31383.89,83211.32,31099.45,4332.08,2367.01,0,4762.56
3/5/2024,546392.62,1318633.61,891626.84,0,17095.51,0,206602.43,645139.7,7303.7,236896.65,153882.13,0,57739.43,37727.7,108433.19,94595.71,6592.8,16161.83,0,23299.44
3/6/2024,250131.17,648104.05,160889.57,0,8561.83,0,81264.85,242941.08,2468.39,104814.66,66398.2,0,53156.11,3040.47,34377.16,27950.08,2912.29,10560.68,0,4500.04
3/7/2024,161141.31,352276.46,350590.15,0,6551.05,0,69000.63,168948.76,629.26,87059.4,66190.94,0,40619.9,4718.69,50823.57,18519.3,2458.51,3924.65,0,2506.93
3/8/2024,184162.02,493790.37,170135.12,0,11083.34,0,105459.79,93950.63,2004.5,143536.94,58624.33,0,167349.32,21163.39,52468.16,19502.34,922.46,6310.47,0,4752.93
3/9/2024,48790.87,192785.85,69069.24,0,3147.34,0,31291.94,25974.9,281.99,48203.25,25614.23,0,144420.47,12177.46,14247.03,15989.16,384.54,840.98,0,203.52
3/10/2024,98114.1,457787.94,89847.31,0,6464.82,0,67986.85,85338.06,3335.8,70455.7,41676.79,0,113278.47,13806.98,40616.1,29564.24,857.16,2118.87,0,1316.44
3/11/2024,233288.62,732137.02,214894.6,0,8113.73,0,86582.71,110352.43,229.29,126951.73,64499.16,0,55783.46,21222.17,56945.59,57017.18,1684.41,7316.57,0,4696.77
3/12/2024,224537.58,412320.98,158489.94,0,8788.16,0,109178.64,241841.52,12573.5,121975.18,72402.89,0,74194.71,10243.27,158040.07,23920.52,830.04,5242.93,0,8185.56
3/13/2024,147936.14,387604.68,72580.44,0,7316.92,0,67264.96,104951.27,1718.98,59213.19,76830.96,0,152408.38,2810.52,67691.43,26973.41,885.67,2152.55,0,1083.54
3/14/2024,252728.68,578802.33,155536.01,0,9093.26,0,136287.94,176022.28,3656.8,111311.28,86823.22,0,75643.34,3303.72,69593.45,28008.37,1595.79,5706.47,0,2111.55
3/15/2024,324172.11,718492.34,230663.4,0,20078.64,0,119925.61,145965.39,4205.77,96832.17,98283.79,0,121540.44,14303.29,103111.48,39872.52,1268.31,10579.59,0,3547.3
3/16/2024,172426.85,331846.34,126599.93,0,15530.03,0,74005.65,45727.18,272.32,55313.84,66679.34,0,45334.19,27069.86,29679.85,24344.12,344.91,5393.13,0,1792.4
3/17/2024,129758.52,341989.79,151809.67,0,8325.7,0,33250.13,35938.53,1983.17,43497.96,52603.61,0,45451.84,2780.13,41143.59,29743.81,1527.21,3012.09,0,255.33
3/18/2024,132539.83,343208.89,70148.89,0,8160.62,0,50914.27,152163.68,8969.12,40901.69,62294.83,0,111150.79,6726.06,52810.64,31174.41,283.14,2799.88,0,748.84
3/19/2024,267464.36,899071.22,105232.62,0,19238.34,0,123418.15,111798.49,5147,69807.94,90851.79,0,149985.18,21784.97,69275.61,39262.15,681.8,11438.54,0,4928.46
3/20/2024,267582.65,1663053.01,148771.69,0,14243.26,0,64361.06,192097.7,1567.15,102716.72,100007,0,90048.62,11971.05,56865.68,21607.73,343.84,14848.64,0,6258.77
3/21/2024,133827.75,221686.78,48177.96,0,7127.57,0,56440.68,192667.42,6091.91,41600.12,83876.28,0,54099.29,7041.1,29650.86,27991.42,392.33,4497.82,0,1789.48
3/22/2024,128911.25,364225.46,95504.74,0,10102.82,0,41944.72,190689.39,4565.69,36060.81,92482.99,0,85435.78,48576.26,33637.32,20337.99,787.89,5419.4,0,1370.25
3/23/2024,71205.81,188687.18,26733.97,0,5805.02,0,21269.28,105003.2,3600.48,21718.87,56436.99,0,43791.71,624.71,30383.12,10733.13,607.61,1592.24,0,546.08
3/24/2024,57290.62,190498.59,35862.64,0,4755.16,0,17243.74,17709.84,1617.79,31345.32,53862.76,0,44499.41,560.44,41975.1,9017.02,724.46,3044.84,0,454.14
3/25/2024,121275.2,306937.6,90130.48,0,4689.75,0,54815.83,283590.61,6311.83,54282.62,67994.14,0,199461.58,7590.44,69460.39,16491.51,513.28,2653.49,0,526.74
3/26/2024,99469.04,342735.38,114558.15,0,4276.08,0,193861.23,412758.73,20704.24,43183.04,63592.84,0,81738.43,1310.16,61263.16,26293.17,983.97,3601.5,0,622.01
3/27/2024,110959.42,623295.07,194427.35,0,5324.85,0,54266.98,53602.99,3042.96,47703.07,75967.17,0,48961.14,917.98,43968.7,39781.56,1881.02,4691.31,0,1685.16
3/28/2024,84632.18,307183.58,41938.03,0,3495.8,0,122876.71,152699.27,22558.22,22457.92,50730.1,0,41352.43,3757.74,69810.65,21424.63,777.46,3800.01,0,500.24
3/29/2024,57206.32,284018.72,25824.34,0,2470.95,0,30050.06,65045.68,17595.19,18729,43580.34,0,50661.47,7655.83,36747.4,15498.69,730.17,1759.49,0,693.47
3/30/2024,47005.55,270183.43,113055.43,0,1505.53,0,17542.06,9519.11,957.87,13144.93,37783.73,0,67483.47,53.34,21035.58,15259.95,612.59,1870.87,0,295.64
3/31/2024,70098.43,312012.69,63817.98,0,1688.92,0,13987.16,33627.77,371.63,28994.42,40390.1,0,144563.35,2911.98,29142.14,13281.25,1838,1227.36,0,177.55
4/1/2024,107556.65,479693.21,73749.19,0,3981.15,0,56403.67,80256.84,940.74,50030.28,79198.27,0,258269.55,1290.82,73067.92,44449.71,849.6,2658.35,0,153.33
