Date,dYdX ($),GMX ($),Synthetix ($),SynFutures ($),Perpetual Protocol ($),Lyra ($),Gains Network ($),MUX ($),Level Finance ($),Kwenta ($),Vertex ($),Premia ($),ApolloX ($),Hegic ($),HMX ($),Holdstation ($),Cap ($),Mummy Finance ($),Dopex ($),Metavault.Trade ($)
7/18/2023,214130.01,169092.11,53549.17,13097.18,13718.44,13619.45,36766.59,27740.25,52955.88,39126.24,24682,1448.85,13121.28,4451.92,1216.1,5165.75,6538.61,5219.13,170.63,588.38
7/19/2023,218905.8,117089.2,51840.05,12564.97,13807.71,16495.6,42291.98,68420.61,39109.34,35449.68,37363.53,3598.04,9886.41,3038.93,2321.2,5045.05,5379.39,3803.05,44.41,683.66
7/20/2023,214043.41,177909.66,55467.73,13837.77,14713.96,11634.92,41506.89,25849.41,62299.31,38651.66,13616.51,1789.76,9986.67,17246.13,2850.75,5007.65,2329.03,3520.59,148.74,1683.53
7/21/2023,130211.58,198370.26,34726.78,7345.03,12774.79,13782.65,19566.02,24563.05,8711.29,27604.81,8102.83,16341.47,9919.91,735.77,3247.61,3706.12,1990.47,2842.05,3136.67,492.11
7/22/2023,78956.28,156370.45,30273.61,5950.71,14700.04,8755.63,12659.28,6799.63,69415.27,17625.58,6829.81,10343.41,7813.43,1440.35,997.82,2496.27,1841.55,5936.68,106.05,1872.89
7/23/2023,112198.47,71207.29,29864.27,7257.13,12334.24,6280.95,35303.37,36934.5,25204.55,23920.72,8542.88,3237.08,10542.56,2532.8,2813.2,1986.97,1339.74,2802.23,261.58,298.75
7/24/2023,181364.59,398496.45,521836.41,12252.15,14010.52,14393.9,42994.04,35989.84,37879.5,154280.35,14175.21,1038.93,11932.47,2324.26,1963.88,3620.82,3776.79,10232.88,1333.89,5314.51
7/25/2023,118332.54,101510.18,127805.83,7386.78,15144.34,5138.8,31966.85,7858.09,20133.36,112440.74,7145.92,4403.43,11396.85,4764.15,2206.26,4450.7,537.05,1732.46,61.38,501.95
7/26/2023,155519.28,134082.42,52973.68,11175.45,18383.71,8163.36,72002.99,19427.89,47558.18,40800.06,13744.91,1753.97,13001.8,3041.01,3595.6,2033.31,1561.62,5366.72,27.62,3959.75
7/27/2023,119096.85,97107.17,69603.5,7753.14,16237.11,4898.51,58321.94,11200.86,11625.3,46708.93,8252.05,3553.88,11076.96,0,3795.88,2887.67,757.62,1679.79,0.53,492.91
7/28/2023,105268.43,55883.42,64625.95,7000.75,10905,23326.86,55520.67,9506.94,26471.52,29333,6529.93,24588.52,13348.48,0,3934.29,2782.96,1085.55,3079.57,42189.55,356.18
7/29/2023,64189.42,18563.67,123221.95,5985.18,11885.7,8146.38,8784.8,27413.23,17526.91,82835.81,6046.71,5809.59,7005.11,0,1107.21,807.28,497.13,349.82,1805.62,94.78
7/30/2023,134097.91,111547.69,119119.23,10292.12,11465.31,2189.23,32993.8,16889,40350.11,59957.17,12761.55,7899.76,11201.61,407.87,1207.18,3479.06,3015.87,5231.77,1121.71,2086.72
7/31/2023,129119.87,145891.16,90209.55,11471.63,11363.24,6297.51,52584.34,19331.82,35646.06,54468,11530.08,3305.29,11891.13,467.85,2572.46,3279.99,1019.91,6135.27,1488.06,229.35
8/1/2023,239414.31,283898.44,222180.03,14397.54,14989.43,24296.57,106764.97,30676.06,83526.09,79280.22,14824.88,3211.63,12382.72,2280.49,3875.06,4154.41,4825.09,10057.96,708.49,4247.57
8/2/2023,240737.29,217997.92,108894.72,13461.91,13529.24,16133,56665.64,34428.51,66013.99,59978.06,14365.43,1721.57,13069.86,12341.51,2850.48,2250.17,1768.24,5747.69,955.11,1285.67
8/3/2023,168005.36,93687.34,98688.37,8474.06,11563.19,15820.68,79450.26,16014.75,40716.71,45351.79,9958.17,725.55,10948.17,2790.15,3837.61,3167.86,711.33,3958.54,1790.13,542.54
8/4/2023,136171.63,117872.46,55227.22,7732.62,11343.62,18121.26,49322.28,19236.45,61370.9,32482.29,12499.24,11610.62,10623.94,13168.66,5056.46,2197.04,942,3220.86,3522.37,1617.03
8/5/2023,57334.42,35152.7,37726.34,5901.81,11351.21,4692.42,12060.06,6483.26,18674.07,22772.6,6854.22,1412.44,6914.56,552.15,2405.18,2933.69,314.96,435.88,1987.99,148.97
8/6/2023,71009.98,31293.86,132497.32,6745.45,11326.39,3261.92,34450.64,9164.28,30971.01,57033.83,8133.85,2044.96,9324.34,1160.1,2033.59,3730.32,551.26,587.77,119.27,755.04
8/7/2023,180032.56,235326.24,131052.94,14430.24,11096.12,13422.92,44061.85,59510.99,72016.91,63883.02,13171.4,1822.51,12483.88,15248.25,5315.04,5340.49,2587.18,3297.91,479.78,1596.02
8/8/2023,164280.54,166753.92,140069.22,14449.83,13277.25,12687.48,36779.03,36037.1,62106.22,105569.61,13542.8,9119.29,12696.97,3841.06,5048.09,9671.79,2077.79,2828.2,2598.86,1208.71
8/9/2023,123932.46,91602.42,61661.27,10050.84,10802.18,7798.91,30764.4,18317.31,36622.12,38468.78,14742.22,10274.49,11731.08,222.03,4693.51,3878.21,1178.21,5955.75,407.75,323.02
8/10/2023,104562.63,89890.13,27601.98,7579.57,11166.57,18910.64,42293.23,9001.77,4188.83,20917.05,14888.03,1675.39,13700.9,259.7,5989.29,3160.11,870.12,3159.34,14.09,103.53
8/11/2023,74644.24,72780.08,41916.85,6038.52,12345.26,18323.18,15821.95,9563.03,39851.95,27251.72,13901.5,11805.23,12781.26,1035.49,13767.63,4732.39,1556.24,1975.39,3082.97,244.01
8/12/2023,41069.16,23230.19,19032.23,5950.61,11647.16,12305.23,8350,6402.72,12167.12,14974.21,9488.96,1628.72,9265.42,393.42,8332.11,2802.96,3438.62,713.15,249.62,140
8/13/2023,55473.24,85255.01,24138.45,9108.25,12250.97,12114.94,13353.24,7829.82,32587.5,14654.18,12036.04,2825.44,10287.69,3219.75,11671.18,2517.36,1036.1,927.44,0.93,229.71
8/14/2023,122336.61,68485.41,107650.02,14414.75,7855.72,9273.64,34719.81,13967.43,35938.71,31380.33,17544.73,3258.4,12085.09,4269.23,23823.63,3038.09,698.57,3160.37,52.99,118.12
8/15/2023,142542.19,149801.06,265271.18,13849.99,10507.08,9995.67,23555.22,11536.31,21338.98,115153.12,46160.16,6705.31,10295.49,22060.79,34070.55,8765.21,762.48,4050.41,82.98,2257.32
8/16/2023,155419.58,374263.81,168523.88,14429.57,14475.23,10984.91,41840.38,29243.34,29316.51,36962.53,63556.99,6876.59,14825.64,10766.6,53587.48,3722.03,2188.36,5452.23,34.7,3116.96
8/17/2023,406163.81,1349986.12,873757.85,15056.39,30517.35,221682.95,88372.65,73659.43,363705.21,97970.48,54341.92,11107.68,20784.31,21068.35,34317.74,39592.82,8615.53,20154,80.55,16558.35
8/18/2023,224650.63,201503.29,73241.52,8542.46,17298.12,53281.87,41843.52,69608.56,107886.56,47704.61,25799.19,2657.89,13589.18,219.87,27430.18,9402.78,2780.36,13459.11,2399.3,6126.55
8/19/2023,87718.57,94360.03,40327.75,5994.18,9453.05,93315.63,19970.97,49767.05,14954.59,18905.16,8757.07,755.79,11758.43,17256.91,10396.69,1462.69,1368.08,5591.69,90.87,909.32
8/20/2023,78078.45,43797.17,15139.47,5898.95,7953.53,19826.23,7152.8,5012.34,15863.42,9583.7,6842.01,2139.12,11048.71,2132.58,19592.59,2996.81,335.92,1708.28,453.98,156.11
8/21/2023,108820.65,62560.59,127887.53,9884.68,10381.97,21974.11,13918.76,27565.68,28188.74,46710.23,14005.32,2843.53,8960.61,1119.34,20425.71,2520.46,1055.6,5226.92,15.47,1426.06
8/22/2023,170078.8,187086.14,196709.94,13372.57,16867.92,40281.8,24265.01,33140.81,56149.81,54838.01,15238.59,2136.85,9558.93,11747.75,26539.99,6050.15,809.12,11254.39,604.4,4014.08
8/23/2023,162446.31,151957.22,70949.45,13801.14,14958.59,24241.18,28790.78,44408.64,25287.49,33852.09,16847.22,1103.61,13623.91,6879.04,30852.3,5167.95,1215.96,8593.4,124.78,2259.82
8/24/2023,118107.74,78154.34,114007.66,8636.64,10429.06,9088.21,17340.65,29475.17,4294.12,44342.67,12489.5,882.73,12123.1,1393.92,18664.53,2110.16,1390.93,2729.18,370.74,1428.79
8/25/2023,113217.5,131253.53,51844.74,9099.98,11479.65,38897.88,25052.81,20610.23,13956.85,26788.1,14962.1,10140.43,14623.17,4353.51,32644.76,3066.87,965.35,4421.26,46524.4,1395.41
8/26/2023,30102.6,31254.46,70555.54,5906.52,10460.42,10373.34,6373.73,13315.54,5396.4,9966.78,8551.92,2519.62,7955.51,8705.39,3621.58,2383.49,596.6,1670.87,5592.43,33.44
8/27/2023,42630.1,31517.95,24552.05,9152.86,10649.92,5236.92,8688.24,9264.92,17206.6,8383.86,9795.77,1942.3,10943.29,4312.22,16764.26,1986.81,1415.87,778.84,25967.74,2713.03
8/28/2023,103524.21,81878.52,114147.33,14421.53,15235.65,3526.9,14772.08,28152.68,15510.3,30605.53,11366.09,2379.02,11389.39,5410.18,19858.28,2372.98,1047.03,3789.67,13526.24,1613.97
8/29/2023,273592.4,366190.72,201539.77,14523.95,27293.55,27152.8,81750.58,49882.63,134325.57,82791.31,30533.41,3354.37,14809.68,14969.95,46251.16,9851.62,5775.5,16484.99,4918.72,13645.65
8/30/2023,146527.3,99876.26,172697.88,6378.68,13524.31,17308.72,37975.25,14065.69,14054.74,28591.7,10964.98,2907.53,12571.81,1086.56,18463.32,3881.84,2503.09,4119.79,466.39,787.79
8/31/2023,216401.94,217165.54,147273.62,9690.68,19032.75,20191.21,51724.48,29290.82,36476.35,44335.01,17250.44,3064.36,11318.51,5519.73,22004.8,4211.91,7480.36,2708.06,1758.62,1944.83
9/1/2023,143313.87,233549.85,44820.86,7183.3,13614.31,42456.43,37600.73,14798.01,28521.8,24614.42,16483.61,2558.98,13550.51,5174.2,18494.52,4416.55,2679.37,1158.67,5086.9,421.85
9/2/2023,47890,93187.83,11160.65,5853.21,12626.14,9958.4,6279.74,7223.09,543.57,8788.79,7902.16,367.85,10170.69,442.92,10519.1,2495.72,425.31,196.78,3996.53,155.73
9/3/2023,49781.7,20296.65,13688.01,6348.5,13983.11,5955.33,8256.92,4414.7,6593.15,9731.37,9542.34,3921.75,10770.82,21848.53,13354.52,1755.93,148.67,221.39,28.69,87.12
9/4/2023,73746.74,45497.21,164601.58,9066.36,13525.46,8689.46,7615.11,8001.3,9766.26,80201.37,13631.68,812.84,13091.83,738.47,21366.67,1242.99,621.91,1809.28,455.88,549.33
9/5/2023,102701.81,76333.74,86912.87,10562.35,16850.19,12806.89,20778.13,6460.3,7447.11,37474.68,13925.24,4535.84,11712.22,1833.25,15904.04,1517.3,3912.73,688.83,933.92,1853.27
9/6/2023,138873.94,58643.24,35755.02,13089.79,18538.44,37683.81,36361.21,14325.36,35750.42,23861.8,17109.84,512.43,14931.25,26722.4,29748.07,3753.16,2770.55,2806.44,70.38,2289.84
9/7/2023,130995.74,57236.57,28328.42,10700.3,16899.82,15238.1,30607.8,11146.44,7100.83,24071.04,18381.42,265.37,16991.04,3914.97,20735.87,6095.8,5508.82,1610.97,127.43,1080.9
9/8/2023,98622.56,42888.21,18141.62,10748.22,13124.85,15598.85,12051.77,7145.58,5159.23,15828.96,28606.25,6082.15,9950.45,2050.28,22445.45,3738.28,2505.83,443.94,1739.81,1081.56
9/9/2023,31584.51,13474.69,15920.52,5846.15,12893.47,8835.21,10787.79,1599.92,3464.25,13815.09,8555.76,2.37,5100.93,222.01,4862.87,1588.47,302.92,212.29,28.63,16.59
9/10/2023,109378.83,94640.18,39983.51,14411.12,17155.92,11295.58,22002.61,11466.45,16371.75,17310.9,20170.17,2071.34,7693.19,2138.5,19325.29,7569.22,1498.74,1300.39,2.56,1518.04
9/11/2023,193207.33,359946.25,52927.52,14498.07,23894.86,37144.61,37820.96,20545.15,50233.68,27672.23,39722.71,1760.47,14672.73,1790.67,30816.88,9696.35,3318.83,3678.3,149.06,2834.27
9/12/2023,250356.54,103469.95,41030.54,14514.86,25603.96,25935.88,29067.97,11106.18,39390.14,30608.8,40489.46,711.82,14825.33,4867.33,25527.17,4765.8,1057.91,8549.6,0,3141.99
9/13/2023,203238.53,64777.17,42415.89,9247.66,21372.09,15916.75,30932.7,3904.74,31204.46,25468.57,41669.7,8.62,8725.86,9857.12,19164.05,3224.44,953.87,4049.79,598.77,1968.99
9/14/2023,226579.68,84224.1,38013.65,10150.05,19287.84,17103.21,24219.04,14832.55,14589.85,33722.2,16504.26,510.6,9619.89,15583.17,26200.82,3528.43,1183.99,3362.67,28.57,525.98
9/15/2023,137168.75,52880.38,43998.13,6529.13,14735.31,17214.16,28621.44,14281.01,5421.75,32781.4,12966,1697.92,12924.38,8074.55,17015.9,3545.11,1421.88,2249.62,1597.09,769.51
9/16/2023,79135.03,23867.64,20298.6,5959.75,10421.34,14002.03,9625.16,6915.69,3222.66,16282.31,10139.96,359.51,7876.31,19580.1,27186.78,1124.17,79.03,816.55,16.61,364.89
9/17/2023,78925.52,40850.62,19175.3,6025.66,13573.72,3595.03,7057.86,9161.4,6115.04,17416.84,10145.01,15.18,7720.75,7752.55,9446.18,1929.27,96.83,1920.93,104.28,169.47
9/18/2023,263801.4,101760.04,41416.09,14547.07,22654.8,8062.14,27758.78,35346.85,16646.97,24440.46,18880.56,28.19,14253.84,9771.49,15515.68,26838.79,678.47,4375,14.68,526.7
9/19/2023,208293.22,127003.71,30696.55,12638.12,17868.16,21502.18,20642.57,35559.39,8875.58,25146.15,12941.95,0.13,11575.32,27169.54,22776.46,1971.83,1688.58,2508.57,1.26,916.56
9/20/2023,197648.09,90832.31,26516.57,11221.21,17606.66,17551.35,35586.38,58907.24,10932.1,22600.46,21277.41,0.25,11153.77,5135.54,13237.96,10076.26,1350.25,4581.15,630.17,1133.01
9/21/2023,181388.36,69927.72,43438.52,10358.52,15722.23,31993.88,19973.84,23919.98,6745.94,31525.2,12424.13,0.3,15668.91,36692.9,12428.41,7970.22,596.67,2837.41,0,783.48
9/22/2023,117527.52,61587.79,32478.59,6229.39,11791.19,33034.98,22651.41,14340.1,6044.82,27782.19,8155.73,85.16,12548.25,1503.46,10193.4,2821.83,302.87,1459,1993.31,1408.57
9/23/2023,63020.19,24215.71,12127.32,5897.45,9840.31,2414.36,7608.6,818.23,6632.38,10192.92,5754.05,1.62,6657.68,6442.73,4732.62,2510.56,83.98,1664.61,0,708.16
9/24/2023,89630.92,26113.15,13169.24,9051.55,14255.25,2702.43,9553.83,10421.48,17349.25,7736.94,7417.9,10.46,8807.69,140.34,4705.29,1744.6,337.98,1821.76,56.16,1282.39
9/25/2023,162861.38,79834.71,22370.84,14429.1,12923.89,6511.63,7643.6,9951.62,4537.03,19333.08,12095.91,0.53,13962.82,212.13,19001.62,3453.65,1961.41,3204.45,401.46,1340.93
9/26/2023,115896.55,37257.97,25514,10401.72,11905.08,861.71,18543.76,15762.4,5490.11,19454.93,9257.39,64.46,10480.81,3288.84,20780.59,3428.13,279.42,1358.57,51.91,2123.92
9/27/2023,185679.54,60135.74,29994.79,14409.74,16592.56,3553.39,17924.14,25461.31,14954.25,27330.99,13004.25,0,23130.38,1926.42,24166.27,4733.67,234.84,2496.12,15.32,770.21
9/28/2023,264303.37,108400.13,59234.57,14495.54,24864.37,8263.24,51197.82,34258.71,9032.74,49670.62,15291.87,78.99,16960.86,12454.18,23876.44,5240.73,2220.91,3131.43,111.44,311.07
9/29/2023,192508.46,67446,79485.08,10386.22,16176.58,17440.7,29544.97,11130.99,17476.73,33786.49,11361.89,3764.01,12191.05,345,12955.69,2620.67,737.79,3522.31,70681.21,2209.63
9/30/2023,94880.97,56226.47,36595.9,6017.9,12038.75,7748.35,11088.64,2723.42,5181.13,21945.91,8897.84,143.61,11982.21,1106.67,5379.95,2180.78,1107.98,2664.59,3157.82,1275.19
10/1/2023,180561.15,146182.42,45939.12,12781.31,19944.79,8951.25,14684.38,20415.47,46692.95,29774.96,18161.67,160.16,12258.67,41336.49,11178.06,2110.27,1295.22,7743.26,1949.35,2788.35
10/2/2023,383106.09,274261.99,65150.56,14390.89,26518.1,16303.43,29539.33,42757.05,66569.42,53710.85,23605.38,31.85,15753.53,20873.98,28138.98,5761.44,1744.35,8513.14,1590.48,1789.8
10/3/2023,192996.38,59967.72,31704.38,10435.42,14601.56,9051.21,26562.31,34813.86,1708.98,28071.27,16654.29,656.48,19682.58,2845.22,21484.5,1176.78,3729.03,3523.95,3815.12,905.35
10/4/2023,199588.14,84295.79,53686.03,12466.87,17915.79,6508.99,29748.9,50876.36,28177.28,41397.64,17169.39,0,14661.71,6007.45,21801.42,3669.95,2859.31,4712.38,5474.07,1301.2
10/5/2023,227291.78,84523.02,41878.38,9661.33,15930.22,9840.2,29844.8,17998.88,11433.14,32726.47,15829.25,1088.19,17376.19,14228.31,16590.3,3937.43,2010.97,2670.86,136.75,861.27
10/6/2023,225676.06,85073.63,55858.53,9989.36,15237.49,9166.68,25730.55,19392.52,15133.96,42706.32,17460.29,16.55,13469.74,970.49,16548.45,1814.11,2243.6,3781.22,6528.98,1343.06
10/7/2023,81612.94,42641.77,21912.54,5925.52,5591.61,3167.89,12598.45,6113.68,1067.01,21350.33,13369.25,0,8284.58,1888.23,5377.35,1084.72,492.57,911.92,578.49,92.52
10/8/2023,98236.35,50556.98,27616.23,6515.13,7009.96,2960.5,31877.87,14890.26,5645.29,14412.01,11465.18,66.91,11625.98,1872.98,9719.02,1269.46,350.58,1673.4,415.61,150.67
10/9/2023,205732.78,125120.96,80563.44,12871.55,12905.86,14491.47,26592.27,22536.3,18745.49,27329.66,27050.9,52.13,11598.89,9846.14,16494.51,6460.75,2740.08,11759.11,56.6,2232.71
10/10/2023,161631.97,82570.65,30514.27,9111.93,9282.1,4908.98,30907.49,11212.07,4941.71,28498.23,17592.87,0,11581.68,892.61,9015.14,2522.96,2317.98,459.71,915.73,5392.64
10/11/2023,206670.82,170484.85,72450.32,10935.29,10336.03,8899.77,14180.62,17703.83,18649.9,65969.66,34193.22,0.07,14637.62,10883.78,12641.23,2634.7,5578.94,2053.44,761.71,957.32
10/12/2023,133278.52,120085.06,45842.24,8397.04,7538.62,17271.7,26880.79,10535.68,21543.98,35965.2,12221.61,0,13496.87,9029.32,8624.05,3908.16,1431.38,1149.43,1679.55,3098.4
10/13/2023,147191.88,64679.07,41866.04,7377.06,7099.05,18653.66,19053.63,14219.51,9257.64,30209.35,12712.49,61.02,15364.69,9026.88,11514.81,2224.29,975.18,1204.78,2788.18,3219.16
10/14/2023,54428.18,18265.04,9703.13,6180.95,2612.96,5285.49,9700.72,4479.25,870.98,9139.12,4348.97,0,8398.42,12107.46,7300.16,3671.15,72.5,264.87,73.58,954.05
10/15/2023,90531.94,32953.11,9930.85,8249.57,4008.31,3402.71,30530.32,16451.26,7962.03,9143.14,6470.47,73.49,10409.66,6895.79,8875.92,1136.11,243.06,296.78,205.21,462.69
10/16/2023,351802.77,364972.34,156051.34,10687.58,16453.88,6337.61,43515.51,38988.95,149629.91,90760.67,40695.05,0,23475.81,33666.75,17330.39,6632.37,2556.55,8041.09,68.54,7746.21
10/17/2023,156894.94,87479.19,24822.2,5493.31,7829.53,19037.75,28077.05,7645.03,11412.25,19384.69,11319.08,0,12219.2,1680.02,27213.36,8715.81,681.96,2400.3,306.41,1434.94
10/18/2023,133658.62,163119.69,40386.81,6119.92,7824.25,2698.28,52358.77,54876.95,18731.4,30420.16,10447.44,0,10739.26,7681.65,14860.28,7958.37,3657.89,1640.84,182.81,746.09
10/19/2023,178261.49,67965.27,111480.45,11024.49,7963.86,7349.53,34295.78,31928.23,8298.17,45069.74,11896.62,0,13348.39,10277.76,26053.45,4575.28,2768.19,1523.85,7.1,391.79
10/20/2023,247889.93,345454.75,73908.35,14929.64,13454.73,10453.8,47276.54,23912.76,16928.15,56238.45,15202.46,3.67,22593.14,6058.7,21516.73,13387.5,1402.61,2975.66,3045.3,1182.55
10/21/2023,168150.76,141572.49,119281.69,9549.6,10333.48,12922.31,34275.13,23532.61,6092.2,92695.68,13399.15,0,10780.07,14256.61,14439.15,2836.79,989.61,4276.23,220.59,2004.68
10/22/2023,157579.44,800043.49,50144.23,8859.11,13184.2,12511.89,40799.27,66880.88,10878.42,39010.08,16942.6,9.98,14324.2,105448.15,21055.35,6579.44,5839.67,4990.89,649.98,575.74
10/23/2023,501222.55,715599.36,427300.29,17041.95,35178.75,27098.25,165788.04,74415.05,166711.76,201521.86,42678.42,0,35676.58,24277.12,41035.85,19289.66,10904.15,19840.88,157.85,2634.29
10/24/2023,548914.27,625084.33,427931.63,14698.35,25117.61,44312.05,169826.15,162357.39,37578.85,155435.9,48903.6,66.75,20347.77,71335.3,78598.65,36007.84,14587.72,4974.95,3223.26,3085.2
10/25/2023,318214.84,208692.95,170257.91,8802.12,9893.19,338.74,69875.67,152043.52,12624.12,91396.69,21829.27,0,13737.21,21824.07,45686.84,16263.37,2386.57,2568.83,5.71,147.2
10/26/2023,316398.02,294831.51,251715.38,8314.57,14047.47,5952.32,46373.21,84592.12,15182.27,140944.73,22674.49,0,20567.71,61550.02,35308.1,16546.91,7108.62,3875.03,560.66,495.82
10/27/2023,201399.05,169832.82,98174.39,7495.15,8245.22,10107.47,36347.46,44244.4,28988.95,49104.77,16636.42,5.51,13361.51,507.54,38562.54,11864.02,2842.22,5947.24,62390.96,1310.65
10/28/2023,113524.15,77047.73,56136.34,7653.21,3611.5,2439.33,9538.47,13363.15,142.29,17871.69,16532.51,0,10625.02,422.15,22216.48,6066.08,3150.94,1375.18,3592.38,1213.21
10/29/2023,121586.98,91153.48,28666.06,8561.32,4502.29,5096.18,23318.36,26457.39,3643.26,22573.48,20981.18,21.09,15027.51,3210.59,19939.84,11368.83,2189.52,480.19,224.73,891.29
10/30/2023,208797.57,145850.42,30177.51,13658.75,8288.33,7143.05,27347.72,77534.87,2216.46,21820.05,22758.15,1.84,22354.92,854.11,23958.56,14502.67,4221.29,4640.88,180.71,3783.14
10/31/2023,229725.3,200390.78,253788.39,13982.88,8636.52,5363.15,42021.02,143455.87,2638.26,32686.71,30064.46,981,18701.11,1871.66,22470.21,18121.29,2278.64,2444.05,481.17,984.14
11/1/2023,387113,401357.41,189470.47,13798.61,14311.79,6605.35,56586.46,59939.2,3040.17,105774.53,50085.63,11.3,29108.26,2322.18,42623.49,18739.78,4043.45,2172.61,103.46,3087.71
11/2/2023,343926.04,252544.17,110487.99,10794.15,10055.68,1936,45129.26,54942.16,2818.68,77790.81,59359.85,8.94,20106.45,5841.62,36033.19,32918.45,2240.76,1968.46,0.82,1184.22
11/3/2023,276043.11,188911.58,58597.84,7985.6,8138.37,7733.2,20464.59,27178.41,3447.84,41549.46,45451.88,833.7,13920.94,5473.4,18749.54,17020.54,1867.54,1461.83,3890.56,1071.97
11/4/2023,119464.89,75600.68,21601.78,6942.1,4773.36,11007.13,19090.29,17813.53,4479.55,14419.22,53602.87,3.96,11018.82,9348.18,13655.1,9736.79,1708.52,655.47,6484.51,245.05
11/5/2023,231180.44,656329.43,52169.87,8626.83,11402.05,4382.55,39123.61,31413.03,3973.32,37370.97,50250.51,0,13280.45,1504.11,21573.54,15338.39,2925.39,1848.53,15.2,1814.18
11/6/2023,242044.25,128228.76,92544.24,7852.77,7359.57,2093.79,34137.72,35220.8,4693.21,82891.25,99266.42,0,15419.4,23886.21,35300.61,11771.76,1998.79,1014.83,54.09,149.88
11/7/2023,327659.05,249786.63,121760.18,9044.64,8211.72,4282.9,41729.09,107244.19,4527.7,87799.81,88615.74,595.62,31399.26,7235.9,38079.01,8307.33,4049.79,898.52,3522.37,1362.41
11/8/2023,265165.67,286528.84,60063.61,8726.31,5916.27,34.68,32653.34,51754.03,11008.67,54447.21,52981.7,0,21231.24,38511.3,20266.86,8179.58,7098.78,1384.19,23,643.41
11/9/2023,690155.7,1372744.95,257643.85,13619.01,24406.99,9232.12,89525.43,142559.72,4176.66,199125.08,40093.5,407.51,32515.84,98486.08,34540.66,46091.12,14140.61,24960.51,1255.07,8418.65
11/10/2023,378504.17,4283831.42,200944.14,8664.05,7143.34,15250.02,41599.29,65745.14,5156.26,122619.2,35236.08,4.27,16459.21,20170.11,19441.83,16014.32,4782.73,6211.67,4683.74,1196.75
11/11/2023,325047.83,190527.36,134135.48,9006.35,8604.39,2111.26,42040.66,50276.74,2028.63,117424.61,40184.79,403.43,14474.24,7265.85,26893.55,14398.24,6225.74,3676.01,219.38,1648.22
11/12/2023,252532.22,225980.23,57524.93,12100.23,6296.54,0,30781,107866.42,1975.13,44894.67,36646.82,0,17619.18,33417.42,16137.28,8151.24,6989.22,1728.88,2619.48,1720.62
11/13/2023,411314.79,226574.78,160960.31,16319.3,13601.79,98.03,53475.16,57479.53,2562.22,89943.27,45737.76,257.27,26119.95,2836.6,25998.59,20052.03,5515.42,3269.78,1185.73,7695.86
11/14/2023,464853.76,337880.54,126926.2,14753.79,14687.08,938.11,76061.73,125712.34,3362.09,91622.04,92103.85,0.52,33744.01,2582.16,22361.82,21948.63,7384.92,7971.55,3560.16,6741.71
11/15/2023,353348.36,302308.02,138512.91,11041.46,12813.66,4795.84,55518.59,96588.1,2548.41,107611.15,81080.44,0,36642.77,3625.81,17289.08,18313.8,3816.6,7372.83,4943.47,4824.27
11/16/2023,441964.61,551573.38,183057.74,2995.39,16614.51,714.53,54815.32,103162.13,3429.64,124680.84,61985.9,179.84,32308.1,25038.64,17698.93,16640.89,3045.69,12276.24,14406.26,2709.49
11/17/2023,349995.94,276837.75,150622.64,7786.82,12322.06,5831.13,46212.81,228016.83,2659.22,71906.14,53411.12,595.6,19094.63,1186.38,15698.37,33888.98,1911.68,11873.19,9038.88,3601.08
11/18/2023,183923.24,88218.54,102455.44,7424.72,4881.6,5593.26,22936.67,16306.09,1036.64,43689.68,39859.33,0,10852.25,5914.53,7242.05,3505.79,864.07,3374.64,2884.83,327.18
11/19/2023,181618.45,106686.43,83279.23,7837.6,5654.26,5569.87,32773.19,21347.15,1099.34,34567.24,33258.47,0,16754.28,4253.28,7126.88,13207.12,1101.38,3139.44,4201.59,576.84
11/20/2023,270955.26,200303.88,101098.34,11565.65,11446.98,15078.67,49120.62,20138.97,5928.71,80850.25,70543.39,4.89,24841.01,1.1,13972.38,13168.63,2815.77,8196.66,4709.5,3675.23
11/21/2023,412036.42,275699.98,306878.42,15078.12,15529.85,18634.79,83431.09,48122.3,17003.2,107325.29,97552.1,18.78,36774.32,13525.61,19980.24,29280.96,8422.76,7302.3,4665.28,5015.63
11/22/2023,350114.44,243732.81,93199.31,10726.12,10319.16,22170.87,28581.58,59203.54,10162.59,73967.56,97173.94,0,30250.35,43210.44,11257.55,15469.48,2872.25,4298.61,5705.53,1656.15
11/23/2023,155294.05,79368.34,50036.28,8946.03,6407.75,5274.36,16268.41,92880.46,5901.44,45094.76,49152.91,0,9236.16,1828.66,12121.82,10489.73,1681.73,2147.79,2573.43,84.39
11/24/2023,233078.42,144108.98,62323.2,13747.18,9984.02,10240.99,30534.84,47376.32,5137.58,46892.37,75092.49,642.71,19202.63,1804.08,8312.25,12767.54,8759.93,3944.96,63703.05,815.12
11/25/2023,79918.72,115149.22,42540.53,8547.46,2978.5,4173.9,12900.95,7818.56,11923.05,36143.69,119476.44,0,12220.3,2642.48,6443.22,5166.37,739.84,1166.18,4687.24,19.73
11/26/2023,131077.03,138654.26,36020.13,13566.42,7122.49,2571.15,16534.19,16253.99,3578.76,28992.37,207213.11,0,12422.65,688.49,9929.76,18331.83,2631.54,3604.8,3935.24,566.3
11/27/2023,197059.47,181150.39,67595.93,14338.39,8408.75,5401.91,21018.31,39565.6,4676.64,49382.94,331963.62,0,19950.86,967.93,12589.52,6624.59,1089.89,3769.76,6530.55,59.66
